"rownum","Id","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Tier","MinLevel","RoomUpgrade_IncursionRoomsKey","Mods","PresentARMFile","HASH16","IncursionArchitectKey","PastARMFile","TSIFile","UIIcon","FlavourText (English)","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","Description (English)","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","AchievementItemsKeys","i32","i32","RoomUpgradeFrom_IncursionRoomsKey","ItemisedFlavourText"," (English)"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","[rid]"
14,"SacrificeRoomI","Sacrificial Chamber","Chambre sacrificielle","Opferungskammer","生贄の間","희생의 방","Câmara Sacrificial","Жертвенный зал","Cámara de sacrificios","โถง​สังเวย","獻祭之室",1,0,36,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/sacrificialchamber_present_1.arm",50849,1,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/sacrificialchamber_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_black.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/SacrificeRoom","Sacred words read to bless the dead.","Des paroles sacrées pour bénir les trépassés.","Heilige Lehren den Toten zu Ehren.","聖なる言葉が読まれる。死者を祝福するために。","거룩한 말씀을 통해 망자에게 축복을.","Palavras sacras para os mortos abençoar.","Словами таинство плести, чтоб мёртвым благо обрести.","Palabras sagradas leídas para bendecir a las almas caídas.","อ่านบทสวดเพื่อให้พรแก่คนตาย","緋紅斑紋上的神聖文字。","Allows you to sacrifice a unique item.\nAhuana drops an additional Unique Item.","Vous permet de sacrifier un Objet unique.\nAhuana cède un Objet unique supplémentaire.","Ermöglicht das Opfern eines einzigartigen Gegenstands.\nAhuana lässt einen zusätzlichen einzigartigen Gegenstand fallen.","ユニークアイテムを生贄にすることができる。\nアフアナは追加のユニークアイテムを落とす。","고유 아이템을 희생할 수 있습니다.\n아후아나가 고유 아이템 1개를 추가로 떨어뜨립니다.","Permite que você sacrifique um item único.\nAhuana derruba um Item Único adicional.","Позволяет вам пожертвовать уникальный предмет.\nПри убийстве Ахваны выпадает дополнительный уникальный предмет.","Te permite sacrificar un objeto único.\nAhuana arroja un objeto único adicional.","ทำให้คุณสามารถสังเวย ไอเทมยูนิค ได้ 1 ชิ้น\nอะฮัวนา ดรอป ไอเทมยูนิค เพิ่มเติม 1 ชิ้น","允許你獻祭一個傳奇物品。\n阿呼阿娜掉落 1 個額外傳奇物品。",[],61,72,"","","Allows you to sacrifice a unique item.","Vous permet de sacrifier un Objet unique.","Ermöglicht das Opfern eines einzigartigen Gegenstands.","ユニークアイテムを生贄にすることができる。","고유 아이템을 희생할 수 있습니다.","Permite que você sacrifique um item único.","Позволяет вам пожертвовать уникальный предмет.","Te permite sacrificar un objeto único.","ทำให้คุณสามารถสังเวย ไอเทมยูนิค ได้ 1 ชิ้น","允許你獻祭一個傳奇物品。",[]
15,"StormRoomI","Tempest Generator","Générateur de tempêtes","Sturmgenerator","暴風発生器","폭풍 제조기","Gerador de Tempestades","Генератор бурь","Generador de tempestades","เครื่อง​บ่ม​วายุ","暴雷發電室",1,0,37,"[15824,15810]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/storm_present_1.arm",37180,2,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/storm_past_1.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/StormRoom","White mists form a quiet storm.","Des brumes sans fondement engendrent un orage sans grondements.","Wer Wind sät, wird Sturm ernten.","白い霧が静かな嵐になる.","하얀 안개가 조용한 폭풍으로.","A névoa branca de uma tempestade silenciosa.","Туманы белые танцуют, в беззвучную сплетаясь бурю.","Las nieblas blancas forman una tormenta silenciosa.","หมอกสีขาวบังเกิดพายุที่เงียบเชียบ","白色迷霧形成寧靜的風暴。","Adds certain Tempests to the Temple.\nBuffs from Tempests have 50% increased duration.","Ajoute certaines Tempêtes dans le Temple.\nLes effets bénéfiques provenant des Tempêtes ont 50% d'Augmentation de Durée.","Fügt dem Tempel bestimmte Stürme hinzu.\nStärkungen von Stürmen haben 50% verlängerte Dauer.","寺院に特定のテンペストが追加される。\nテンペストで得られるバフの持続時間が50%増加する。","사원에 특정한 폭풍을 추가합니다.\n폭풍으로 인해 자신에게 적용되는 버프의 지속시간이 50% 증가합니다.","Adiciona certas Tempestades ao Templo.\nBuffs das Tempestades têm duração aumentada em 50%.","Добавляет в храм определённые Бури.\nПоложительные эффекты Бурь длятся на 50% дольше.","Agrega ciertas tempestades al templo.\nLas bonificaciones de las tempestades tienen duración aumentada un 50%.","เพิ่ม วายุพลัง บางอย่างเข้าไปในวิหาร\nบัฟจาก วายุพลัง มีระยะเวลา เพิ่มขึ้น 50%","附加某種風暴於神殿。\n來自風暴的增益效果增加 50% 持續時間。",[],64,73,"","","Adds certain Tempests to the Temple.\nBuffs from Tempests have 50% increased duration.","Ajoute certaines Tempêtes dans le Temple.\nLes effets bénéfiques provenant des Tempêtes ont 50% d'Augmentation de Durée.","Fügt dem Tempel bestimmte Stürme hinzu.\nStärkungen von Stürmen haben 50% verlängerte Dauer.","寺院に特定のテンペストが追加される。\nテンペストで得られるバフの持続時間が50%増加する。","사원에 특정한 폭풍을 추가합니다.\n폭풍으로 인해 자신에게 적용되는 버프의 지속시간이 50% 증가합니다.","Adiciona certas Tempestades ao Templo.\nBuffs das Tempestades têm duração aumentada em 50%.","Добавляет в храм определённые Бури.\nПоложительные эффекты Бурь длятся на 50% дольше.","Agrega ciertas tempestades al templo.\nLas bonificaciones de las tempestades tienen duración aumentada un 50%.","เพิ่ม วายุพลัง บางอย่างเข้าไปในวิหาร\nบัฟจาก วายุพลัง มีระยะเวลา เพิ่มขึ้น 50%","附加某種風暴於神殿。\n來自風暴的增益效果增加 50% 持續時間。",[15824]
16,"TrapRoomI","Trap Workshop","Atelier de pièges","Fallenwerkstatt","罠の工房","덫 작업장","Oficina das Armadilhas","Мастерская ловушек","Taller de trampas","ห้อง​ปฏิบัติการ​กับดัก","陷阱磨坊",1,0,38,"[15786,15813,15836]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/trap_present_1.arm",4946,3,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/trap_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_white.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/TrapRoom","From the hollows, death soon follows.","Dans les angles morts se tapit un trépas retors.","Spalten, die zwischen Leben und Tod entscheiden.","隙を付いて、すぐに死は付いてくる","죽음은 공허에서부터 줄곧 따라오고 있다.","Das cavidades os mortos tendem a se levantar.","Спеша появиться на свет, в пустотах таится смерть.","Si no miras al pisar, la muerte no tarda en llegar","ความตายผุดออกมาจากช่องว่าง","死亡隨即而來。","Monsters throughout the Temple have increased area of effect.\nAdds traps throughout the Temple.","Les monstres ont une Zone d'effet augmentée partout dans le Temple.\nAjoute des Pièges partout dans le Temple.","Monster im Tempel haben vergrößerten Wirkungsbereich.\nFügt dem Tempel Fallen hinzu.","寺院内のモンスターの効果範囲が増加する。\n寺院内に罠が設置される。","사원에 등장하는 몬스터의 효과 범위가 증가합니다.\n사원 전체에 덫을 추가합니다.","Monstros no Templo têm área de efeito aumentada.\nAdiciona armadilhas pelo templo.","Монстры во всём храме имеют увеличение области действия.\nРасставляет ловушки по всему храму.","Los monstruos del templo tienen su área de efecto aumentada.\nAgrega trampas por el templo.","มอนสเตอร์ทั่วทั้งวิหาร มีพื้นที่ส่งผล เพิ่มขึ้น\nเพิ่ม กับดัก เข้าไปทั่วทั้งวิหาร","增加整座神殿怪物的範圍效果\n附加陷阱於整座神殿。",[],67,74,"","","Monsters throughout the Temple have increased area of effect.\nAdds traps throughout the Temple.","Les monstres ont une Zone d'effet augmentée partout dans le Temple.\nAjoute des Pièges partout dans le Temple.","Monster im Tempel haben vergrößerten Wirkungsbereich.\nFügt dem Tempel Fallen hinzu.","寺院内のモンスターの効果範囲が増加する。\n寺院内に罠が設置される。","사원에 등장하는 몬스터의 효과 범위가 증가합니다.\n사원 전체에 덫을 추가합니다.","Monstros no Templo têm área de efeito aumentada.\nAdiciona armadilhas pelo templo.","Монстры во всём храме имеют увеличение области действия.\nРасставляет ловушки по всему храму.","Los monstruos del templo tienen su área de efecto aumentada.\nAgrega trampas por el templo.","มอนสเตอร์ทั่วทั้งวิหาร มีพื้นที่ส่งผล เพิ่มขึ้น\nเพิ่ม กับดัก เข้าไปทั่วทั้งวิหาร","增加整座神殿怪物的範圍效果\n附加陷阱於整座神殿。",[15786]
17,"CartographyRoomI","Surveyor's Study","Étude de l'Arpenteur","Arbeitszimmer des Vermessers","測量技師の研究室","측량사의 조사","Escritório do Inspetor","Кабинет топографа","Estudio del topógrafo","ห้อง​ศึกษา​ของ​นักสำรวจ","研究書房",1,68,39,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/cartography_present_1.arm",54001,4,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/cartography_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_white.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/CartographyRoom","Borders drawn; liberties gone. ","Frontières tracées, libertés effacées.","Grenzen ohne Freiheit.","境界が描かれた。自由が失われた。","경계선이 그어질 때, 자유는 사라진다.","Limites estabelecidos; a liberdade se foi.","Нарисованы границы, и свобода в них томится.","Fronteras trazadas; libertades eliminadas.","เมื่อปักปันเขตแดน เสรีภาพก็หายไป","劃下界線；自由已逝。","Contains chests full of maps.","Renferme des coffres remplis de Cartes.","Enthält Truhen voller Karten.","マップが詰まったチェストがある。","지도가 가득 담긴 상자가 등장합니다.","Contém baús cheios de mapas.","Содержит сундуки с картами.","Contiene cofres llenos de mapas.","มี หีบ ที่อัดแน่นไปด้วย แผนที่","含有裝滿地圖的藏寶箱。",[],22,75,"","","Contains chests full of maps.","Renferme des coffres remplis de Cartes.","Enthält Truhen voller Karten.","マップが詰まったチェストがある。","지도가 가득 담긴 상자가 등장합니다.","Contém baús cheios de mapas.","Содержит сундуки с картами.","Contiene cofres llenos de mapas.","มี หีบ ที่อัดแน่นไปด้วย แผนที่","含有裝滿地圖的藏寶箱。",[]
18,"QueensChambersI","Royal Meeting Room","Salle de réunion royale","Königlicher Empfangssaal","謁見の間","왕실 회의실","Salão de Reuniões Reais","Царский зал аудиенций","Sala de reuniones real","ห้อง​ประชุม​ราชวงศ์","王室宴客室",1,68,40,"[15801,15854]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/queenschamber_present_1.arm",42889,5,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/queenschamber_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_yellow.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/QueensChambers","A few beguile the rank and file.","Une minorité berne tous les subalternes.","In Reih und Glied auf dem Weg zum Sieg.","少数が大衆を欺いている。","소수가 다수의 무리를 기만하는 곳.","Alguns seduzem seu posto e informações.","Льнут, толкаясь, индюки к трону наперегонки.","Unos pocos embaucan a los soldados.","คนหยิบมือปั่นหัวชนชั้นล่าง","少數人詐欺階級和檔案。","Increases the number of magic monsters throughout the Temple. ","Augmente le nombre de Monstres Magiques partout dans le Temple.","Erhöht die Anzahl von magischen Monstern im Tempel.","寺院内のマジックモンスターの数が増加する。","사원에 등장하는 마법 몬스터의 숫자가 증가합니다.","Aumenta a quantidade de monstros mágicos pelo Templo.","Увеличивает количество волшебных монстров во всём храме.","Aumenta la cantidad de monstruos mágicos en el templo.","เพิ่มจำนวนของ มอนสเตอร์เมจิก ทั่วทั้งวิหาร","增加整座神殿魔法怪物的數量。",[],58,76,"","","Increases the number of magic monsters throughout the Temple. ","Augmente le nombre de Monstres Magiques partout dans le Temple.","Erhöht die Anzahl von magischen Monstern im Tempel.","寺院内のマジックモンスターの数が増加する。","사원에 등장하는 마법 몬스터의 숫자가 증가합니다.","Aumenta a quantidade de monstros mágicos pelo Templo.","Увеличивает количество волшебных монстров во всём храме.","Aumenta la cantidad de monstruos mágicos en el templo.","เพิ่มจำนวนของ มอนสเตอร์เมจิก ทั่วทั้งวิหาร","增加整座神殿魔法怪物的數量。",[15801]
19,"ChestsI","Storage Room","Pièce de rangement","Vorratsraum","貯蔵庫","저장고","Depósito","Кладовая","Almacén","ห้อง​เก็บ​ของ","儲物室",1,0,41,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/chests_present_1.arm",25231,6,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/chests_past_1.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Chests","Relics rust and gather dust.","Des reliques de naguère amassent la poussière.","Unter dem dicksten Staub lauern die größten Schätze.","遺物は錆びる。埃を被る。","유물에는 녹이 슬고 먼지만이 쌓인다.","Relíquias enferrujam e acumulam poeira.","Реликвии, что прежде слыли былью, покрыты толстым слоем серой пыли.","Las reliquias se oxidan y entre polvo se olvidan.","โบราณวัตถุที่สนิมและฝุ่นจับเขรอะ","文物生鏽並累積灰塵。","Contains chests full of items.","Renferme des coffres remplis d'objets.","Enthält Truhen voller Gegenstände.","アイテムが詰まったチェストがある。","아이템이 가득 담긴 상자가 등장합니다.","Contém baús cheios de itens.","Содержит сундуки с предметами.","Contiene cofres llenos de objetos.","มี หีบ ที่อัดแน่นไปด้วย ไอเทม","含有裝滿物品的藏寶箱。",[],25,77,"","","Contains chests full of items.","Renferme des coffres remplis d'objets.","Enthält Truhen voller Gegenstände.","アイテムが詰まったチェストがある。","아이템이 가득 담긴 상자가 등장합니다.","Contém baús cheios de itens.","Содержит сундуки с предметами.","Contiene cofres llenos de objetos.","มี หีบ ที่อัดแน่นไปด้วย ไอเทม","含有裝滿物品的藏寶箱。",[]
20,"CorruptionRoomI","Corruption Chamber","Chambre de corruption","Verderbungskammer","腐敗の間","타락의 방","Câmara da Corrupção","Зал осквернения","Cámara de corrupción","โถง​มลทิน","腐敗之室",1,0,42,"[15764,15860]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/corruption_present_1.arm",7940,7,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/corruption_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_red.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/CorruptionRoom","Powers dance with fate and chance.","De grands pouvoirs dansent avec le destin et la chance.","Ein Machtspiel um Schicksal und Zufall.","力が運命と好機と踊る。","운명과 확률을 판가름하는 힘이 춤춘다.","Poderes dançam com o destino e a sorte.","Создали силы сок гремучий, сплетая в танце рок и случай.","Los poderes bailan con el destino y el azar.","อำนาจเริงระบำด้วยชะตาและโอกาส","權力與命運和機會共舞。","Reduces player maximum resistances throughout the Temple.","Réduit les Résistances maximales des joueurs partout dans le Temple.","Verringert die maximalen Widerstände des Spielers im Tempel.","寺院内でプレイヤーの耐性の最大値が減少する。","사원 전체에서 플레이어의 저항 최대치가 감소합니다.","Reduz as resistências máximas do jogador pelo Templo.","Снижает максимум сопротивлений игроков во всём храме.","Reduce las resistencias máximas del jugador en el templo.","ลดค่าต้านทาน ทุกชนิด สูงสุด ของผู้เล่นทั่วทั้งวิหาร","減少玩家的最大抗性於整座神殿。",[],28,78,"","","Reduces player maximum resistances throughout the Temple.","Réduit les Résistances maximales des joueurs partout dans le Temple.","Verringert die maximalen Widerstände des Spielers im Tempel.","寺院内でプレイヤーの耐性の最大値が減少する。","사원 전체에서 플레이어의 저항 최대치가 감소합니다.","Reduz as resistências máximas do jogador pelo Templo.","Снижает максимум сопротивлений игроков во всём храме.","Reduce las resistencias máximas del jugador en el templo.","ลดค่าต้านทาน ทุกชนิด สูงสุด ของผู้เล่นทั่วทั้งวิหาร","減少玩家的最大抗性於整座神殿。",[15764]
21,"ExplosivesRoomI","Explosives Room","Pièce à explosifs","Sprengstoffraum","爆発物保管庫","폭발물 저장실","Salão dos Explosivos","Комната взрывчатки","Sala de explosivos","ห้อง​วัตถุ​ระเบิด","彈藥庫",1,0,43,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/explosives_present_1.arm",51256,8,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/explosives_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_yellow.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/ExplosivesRoom","Cogs assemble to make walls tremble.","Les rouages bruissent, les murs frémissent.","Sprengkraft, die Wände dem Erdboden gleichmacht.","歯車が組み合い、障壁が震える。","티끌이 모여 벽을 흔든다.","As engrenagens se juntam e fazem as paredes tremer.","Невзрачен порошок на вид, но от него стена дрожит.","Los engranajes se encajan y las paredes tiemblan.","ฟันเฟืองถูกประกอบเพื่อให้กำแพงสะเทือน","齒輪組裝起來使牆壁顫抖。","Contains an Explosive Charge.\nContains one Sealed Coffer.","Renferme une Charge explosive.\nRenferme un Coffre scellé.","Enthält eine explosive Ladung.\nEnthält eine Versiegelte Truhe.","爆発物保管箱がある。\n封印された金庫がある。","폭발성 물질이 등장합니다.\n봉인된 궤짝이 1개 등장합니다.","Contém uma Carga Explosiva.\nContém um Cofre Selado.","Содержит взрывной заряд.\nСодержит один запечатанный ящик.","Contiene una carga explosiva.\nContiene un Arca sellada.","มี วัตถุระเบิด 1 ถัง\nมี หีบปิดผนึก 1 ใบ","含有 1 個爆裂物。\n含有 1 個密封寶箱。",[],46,79,"","","Contains an Explosive Charge.","Renferme une Charge explosive.","Enthält eine explosive Ladung.","爆発物保管箱がある。","폭발물이 등장합니다.","Contém uma Carga Explosiva.","Содержит взрывной заряд.","Contiene una carga explosiva.","มี วัตถุระเบิด 1 ถัง","含有 1 個爆裂物。",[]
22,"ArmourRoomI","Armourer's Workshop","Atelier de l'Armurier","Werkstatt des Rüstungsschmieds","鎧工房","방어구 장인의 작업장","Oficina do Armeiro","Мастерская оружейника","Taller del armero","ห้อง​ปฏิบัติการ​ช่าง​ตี​เกราะ","裝甲磨坊",1,0,44,"[15789,15813]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/armour_present_1.arm",47840,9,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/armour_past_1.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/ArmourRoom","An opus penned through metal's bend.","Par la soumission du métal est crée un chef-d'oeuvre vital.","Ein jeder seines Glückes Schmied.","作品は曲げた金属で作成された。","구부러진 철물 사이에서 걸작이 탄생한다.","Um opus escrito nas fendas do metal.","Металла острые края вершат великие дела.","Una obra labrada a través de la aleación metalizada.","บทประพันธ์ที่เขียนผ่านการพับโลหะ","用金屬的鍛造進行著作。","Monsters throughout the Temple have increased resistances.\nContains chests full of armour.","Augmente les Résistances des monstres partout dans le Temple.\nRenferme des coffres remplis d'armures.","Monster im Tempel haben erhöhte Widerstände.\nEnthält Truhen voller Rüstung.","寺院内のモンスターの耐性が増加する。\n防具が詰まったチェストがある。","사원에 등장하는 몬스터의 저항이 증가합니다.\n방어구가 가득 담긴 상자가 등장합니다.","Monstros pelo Templo têm resistências aumentadas.\nContém baús cheios de armaduras.","Монстры во всём храме имеют увеличение сопротивлений.\nСодержит сундуки с доспехами.","Los monstruos del templo tienen resistencias aumentadas.\nContiene cofres llenos de armaduras.","มอนสเตอร์ทั่วทั้งวิหาร มีค่าต้านทาน เพิ่มขึ้น\nมี หีบ ที่อัดแน่นไปด้วย เกราะ","增加整座神殿怪物的抗性。\n含有裝滿護甲的保險箱。",[],13,80,"","","Monsters throughout the Temple have increased resistances.\nContains chests full of armour.","Augmente les Résistances des monstres partout dans le Temple.\nRenferme des coffres remplis d'armures.","Monster im Tempel haben erhöhte Widerstände.\nEnthält Truhen voller Rüstung.","寺院内のモンスターの耐性が増加する。\n防具が詰まったチェストがある。","사원에 등장하는 몬스터의 저항이 증가합니다.\n방어구가 가득 담긴 상자가 등장합니다.","Monstros pelo Templo têm resistências aumentadas.\nContém baús cheios de armaduras.","Монстры во всём храме имеют увеличение сопротивлений.\nСодержит сундуки с доспехами.","Los monstruos del templo tienen resistencias aumentadas.\nContiene cofres llenos de armaduras.","มอนสเตอร์ทั่วทั้งวิหาร มีค่าต้านทาน เพิ่มขึ้น\nมี หีบ ที่อัดแน่นไปด้วย เกราะ","增加整座神殿怪物的抗性。\n含有裝滿護甲的保險箱。",[15789]
23,"WeaponRoomI","Sparring Room","Salle d'entraînement","Vorbereitungsraum","スパーリングルーム","격투장","Quarto do Treinamento","Тренировочная комната","Sala de combate","ห้อง​ประลอง","格鬥場",1,0,45,"[15792,15813]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/weapons_present_1.arm",20517,10,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/weapons_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_red.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/WeaponRoom","A sharpened blade breaks the charade.","Par la lame acérée, la vérité est libérée.","Scharfe Klingen vermögen alles zu durchdringen.","鋭い刃の斬撃が壊すは茶番劇。","날카로운 칼날이 가식을 깨어낸다.","Uma lâmina afiada quebra a charada.","Коль потрясать привык мечом, тебе невзгоды нипочём.","Una hoja afilada rompe la fachada.","ใบมีดคมทำลายหน้ากาก","一把鋒利的刀打破了這個咒語。","Increases monster criticals throughout the Temple.\nContains chests full of weapons.","Améliore les Coups critiques des monstres partout dans le Temple.\nRenferme des coffres remplis d'armes.","Monster im Tempel haben erhöhte kritische Trefferchance.\nEnthält Truhen voller Waffen.","寺院内のモンスターのクリティカルが増加する。\n武器が詰まったチェストがある。","사원에 등장하는 몬스터의 치명타 확률이 증가합니다.\n무기가 가득 담긴 상자가 등장합니다.","Aumenta o crítico dos monstros pelo Templo.\nContém baús cheios de armas.","Увеличивает критический урон монстров во всём храме.\nСодержит сундуки с оружием.","Aumenta los críticos de los monstruos del templo.\nContiene cofres llenos de armas.","เพิ่มโอกาสคริติคอลของ มอนสเตอร์ทั่วทั้งวิหาร\nมี หีบ ที่อัดแน่นไปด้วย อาวุธ","增加整座神殿怪物的暴擊。\n含有裝滿武器的保險箱。",[],73,81,"","","Increases monster criticals throughout the Temple.\nContains chests full of weapons.","Améliore les Coups critiques des monstres partout dans le Temple.\nRenferme des coffres remplis d'armes.","Monster im Tempel haben erhöhte kritische Trefferchance.\nEnthält Truhen voller Waffen.","寺院内のモンスターのクリティカルが増加する。\n武器が詰まったチェストがある。","사원에 등장하는 몬스터의 치명타 확률이 증가합니다.\n무기가 가득 담긴 상자가 등장합니다.","Aumenta o crítico dos monstros pelo Templo.\nContém baús cheios de armas.","Увеличивает критический урон монстров во всём храме.\nСодержит сундуки с оружием.","Aumenta los críticos de los monstruos del templo.\nContiene cofres llenos de armas.","เพิ่มโอกาสคริติคอลของ มอนสเตอร์ทั่วทั้งวิหาร\nมี หีบ ที่อัดแน่นไปด้วย อาวุธ","增加整座神殿怪物的暴擊。\n含有裝滿武器的保險箱。",[15792]
24,"BreedingRoomI","Guardhouse","Salle des gardes","Wachhaus","守衛詰所","위병소","Casa dos Guardas","Караульная","Cuartel","ป้อม​ยาม","衛兵房",1,0,46,[15767],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breeding_present_1.arm",47693,11,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breeding_past_1.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/BreedingRoom","Stoic they stand at their Queen's demand.","Stoïques ils se tiennent, sur ordre de leur Reine.","Im Spalier dienen sie ihrer Königin im Dort und Hier.","女王の命令に応える。彼らは平然と耐える。","여왕의 명을 받들어 엄숙하게 서 있는 사람들.","Eles permanecem estóicos à pedido de sua Rainha.","Они готовы насмерть биться по слову матушки-царицы.","Estoicos, obedecen a la voluntad de su Reina.","พวกเขายืนนิ่งตามบัญชาราชินี","禁慾者捍衛他們女王的慾望。","Increases monster pack size throughout the Temple.","Augmente la taille des groupes de monstres partout dans le Temple.","Erhöht die Gruppengröße von Monstern im Tempel.","寺院内のモンスターパックサイズが増加する。","사원에 등장하는 몬스터 무리의 규모가 증가합니다.","Aumenta o tamanho dos grupos de monstros pelo Templo.","Увеличивает размер групп монстров во всём храме.","Aumenta el tamaño de los grupos de monstruos del templo.","เพิ่มขนาดของ กองมอนสเตอร์ ทั่วทั้งวิหาร","增加整座神殿的怪物群大小。",[],19,82,"","","Increases monster pack size throughout the Temple.","Augmente la taille des groupes de monstres partout dans le Temple.","Erhöht die Gruppengröße von Monstern im Tempel.","寺院内のモンスターパックサイズが増加する。","사원에 등장하는 몬스터 무리의 규모가 증가합니다.","Aumenta o tamanho dos grupos de monstros pelo Templo.","Увеличивает размер групп монстров во всём храме.","Aumenta el tamaño de los grupos de monstruos del templo.","เพิ่มขนาดของ กองมอนสเตอร์ ทั่วทั้งวิหาร","增加整座神殿的怪物群大小。",[15767]
25,"BreachRoomI","Splinter Research Lab","Labo d'études sur les Esquilles","Labor der Splitterforschung","ブリーチ研究所","파편 연구소","Pesquisas de Fragmentos","Лаборатория изучения осколков","Laboratorio de investigación de astillas","ห้อง​วิจัย​ชิ้นส่วน","裂界研究所",1,0,47,[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breech_present_1.arm",36698,12,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/breech_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_black.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/BreachRoom","The Dreamer's call has entranced the Vaal.","Le Rêveur, par son appel primordial, a tôt fait d'envoûter les Vaal.","Des Träumenden Qual ein Geschenk an die Vaal.","夢中からの呼び声が、ヴァールを夢中にしている。","몽상가의 부름이 바알을 불러내다.","O chamado do sonhador dos Vaal se apoderou.","Ваал, учёности верны, по зову оной видят сны.","La llamada del Soñador ha cautivado a los Vaal.","เสียงเพรียกของผู้ฝันจับใจชาววาล์","築夢者的呼喚讓瓦爾人欣喜若狂。","Contains a Breach.","Renferme une Brèche.","Enthält einen Riss.","ブリーチがある。","균열 1개가 등장합니다.","Contém uma Fenda.","Содержит Разлом.","Contiene una fisura.","มี บรีช 1 แห่ง","含有 1 個裂痕。",[],16,83,"","","Contains a Breach.","Renferme une Brèche.","Enthält einen Riss.","ブリーチがある。","균열 1개가 등장합니다.","Contém uma Fenda.","Содержит Разлом.","Contiene una fisura.","มี บรีช 1 แห่ง","含有 1 個裂痕。",[]
