"rownum","Id","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","IsCategory","Category","SkillGem"
260,"EnduringCryMtx","Enduring Cry","Cri d'endurance","Widerstandsschrei","エンデュアリングクライ","인내의 함성","Clamor Fortalecedor","Клич стойкости","Grito de aguante","Enduring Cry","堅決戰吼","",8,[6016]
261,"RallyingCryMtx","Rallying Cry","Cri de ralliement","Schlachtruf","ラリイングクライ","집결의 함성","Clamor Agrupador","Клич сплочения","Grito inspirador","Rallying Cry","激勵戰吼","",8,[6277]
262,"AbyssalCryMtx","Abyssal Cry","Cri abyssal","Höllischer Schrei","インファーナルクライ","심연의 함성","Clamor Abissal","Клич преисподней","Grito abisal","Abyssal Cry","深淵戰吼","",8,[6278]
263,"IntimidatingCryMtx","Intimidating Cry","Cri d'intimidation","Einschüchternder Schrei","インティミデーティングクライ","위협의 함성","Clamor Intimidador","Устрашающий клич","Grito intimidatorio","Intimidating Cry","威嚇戰吼","",8,[6489]
264,"GeneralsCryMtx","General's Cry","Cri du Général","Schrei des Generals","ジェネラルズクライ","장군의 함성","Clamor do General","Клич полководца","Grito del general","General's Cry","將軍戰吼","",8,[6494]
265,"AncestralCryMtx","Ancestral Cry","Cri ancestral","Schrei der Ahnen","アンセストラルクライ","선대의 함성","Clamor Ancestral","Клич предков","Grito ancestral","Ancestral Cry","先祖戰吼","",8,[6490]
266,"SeismicCryMtx","Seismic Cry","Cri sismique","Seismischer Schrei","サイズミッククライ","지진 함성","Clamor Sísmico","Сейсмический клич","Grito sísmico","Seismic Cry","裂地戰吼","",8,[6279]
267,"TectonicSlamMtx","Tectonic Slam","Fracas tectonique","Tektonischer Hieb","テクトニックスラム","지층 강타","Impacto Tectônico","Тектонический удар","Embate tectónico","Tectonic Slam","破體之擊","",8,[6348]
268,"FistOfWarMtx","Fist of War","Poing de guerre","Faust des Krieges","フィストオブウォー","전쟁의 주먹","Punho da Guerra","Кулак войны","Puño de guerra","Fist of War","拳霸","",8,[6487]
269,"IceCrashMtx","Ice Crash","Fracas de glace","Eishieb","アイスクラッシュ","얼음 충격","Pancada Glacial","Ледяное сокрушение","Choque de hielo","Ice Crash","寒冰衝擊","",8,[6276]
270,"LancingSteelMtx","Lancing Steel","Acier transperçant","Stechender Stahl","ランシングスティール","강철 관통","Aço Perfurante","Пронзающая сталь","Acero empalador","Lancing Steel","鋼之突刺","",8,[6377]
271,"ShatteringSteelMtx","Shattering Steel","Acier fendant","Zerschmetternder Stahl","シャタリングスティール","강철 파편","Aço Estraçalhador","Дробящая сталь","Acero devastador","Shattering Steel","鋼之碎擊","",8,[6381]
272,"DetonateDeadMtx","Detonate Dead","Explosion cadavérique","Leichenexplosion","デトネートデッド","시체 폭발","Detonar Morto","Подрыв трупа","Detonar muertos","Detonate Dead","屍體爆破","",8,[6026]
273,"VaalDetonateDeadMtx","Vaal Detonate Dead","Explosion cadavérique vaal","Vaal-Leichenexplosion","ヴァールデトネートデッド","바알 시체 폭발","Detonar Morto Vaal","Подрыв трупа ваал","Detonar muertos vaal","Vaal Detonate Dead","瓦爾．屍體爆破","",8,[6227]
274,"VoidSphereMtx","Void Sphere","Sphère du Néant","Sphäre der Leere","ヴォイドスフィア","공허 구체","Esfera do Vácuo","Сфера пустоты","Esfera de vacío","Void Sphere","虛無玉","",8,[6498]
275,"SmiteMtx","Smite","Châtiment","Zerschmettern","スマイト","징벌","Castigo","Кара","Aniquilación","Smite","雷鳴重擊","",8,[6369]
276,"EarthshatterMtx","Earthshatter","Pieux telluriques","Erdspalter","アースシャッター","지면 분쇄","Destroçador","Разлом земли","Foco sísmico","Earthshatter","碎地重擊","",8,[6493]
277,"ConsecratedPathMtx","Consecrated Path","Chemin consacré","Geweihter Pfad","コンセクレイテッドパス","축성의 진격","Caminho Sagrado","Освящённый путь","Camino consagrado","Consecrated Path","奉獻地面","",8,[6368]
278,"CracklingLanceMtx","Crackling Lance","Épieu crépitant","Blitzlanze","クラックリングランス","치직대는 창","Lâmina Crepitante","Искрящееся копьё","Lanza electrizante","Crackling Lance","碎雷電閃","",8,[6499]
279,"BodyswapMtx","Bodyswap","Substitution corporelle","Reinkarnation","ボディスワップ","신체 전환","Troca de Corpos","Обмен телами","Intercambio de cuerpos","Bodyswap","屍術傳送","",8,[6346]
280,"FlameWallMtx","Flame Wall","Mur de flammes","Feuerwall","フレイムウォール","화염 벽","Parede Flamejante","Стена пламени","Muro de fuego","Flame Wall","烈焰之牆","",8,[6503]
281,"EnsnaringArrowMtx","Ensnaring Arrow","Flèche d'empêtrement","Fesselnder Pfeil","エンスネアリングアロー","올가미 화살","Flecha Aprisionadora","Стрела ловчего","Flecha atrapante","Ensnaring Arrow","誘捕箭矢","",8,[6436]
282,"SigilOfPowerMtx","Sigil of Power","Sceau de pouvoir","Rune der Macht","シギルオブパワー","힘의 부적","Emblema do Poder","Печать силы","Runa de poder","Sigil of Power","咒符之力","",8,[6502]
283,"SteelskinMtx","Steelskin","Peau d'acier","Stahlhaut","スティールスキン","강철피부","Pele de Aço","Стальная кожа","Piel de acero","Steelskin","鋼筋鐵骨","",8,[6397]
284,"PunctureMtx","Puncture","Saignée","Durchstoßen","パンクチャー","관통상","Punctura","Надрез","Punción","Puncture","放血","",8,[6116]
285,"WaveOfConvictionMtx","Wave of Conviction","Vague de condamnation","Welle der Verurteilung","ウェーブオブコンヴィクション","신념의 파도","Onda de Convicção","Волна осуждение","Ola de condena","Wave of Conviction","信念浪湧","",8,[6390]
286,"BoneOfferingMtx","Bone Offering","Offrande d'os","Knochenopfer","ボーンオファリング","뼈 공물","Oferenda de Ossos","Подношение костей","Ofrenda de hueso","Bone Offering","骸骨奉獻","",8,[6212]
287,"SpiritOfferingMtx","Spirit Offering","Offrande spirituelle","Seelenopfer","スピリットオファリング","영혼 공물","Oferenda de Espírito","Подношение духа","Ofrenda del espíritu","Spirit Offering","靈魂奉獻","",8,[6213]
288,"FleshOfferingMtx","Flesh Offering","Offrande de chair","Fleischopfer","フレッシュオファリング","살점 공물","Oferenda de Carne","Подношение плоти","Ofrenda de carne","Flesh Offering","血肉奉獻","",8,[6211]
289,"FrenzyMtx","Frenzy","Frénésie","Raserei","フレンジー","격분","Frenesi","Бешенство","Frenesí","Frenzy","狂怒","",8,[6023]
290,"WitheringStepMtx","Withering Step","Foulée flétrissante","Verkümmernder Schritt","ウィザリングステップ","고사시키는 걸음","Passo Definhante","Губительный шаг","Paso marchitante","Withering Step","凋零之步","",8,[6420]
291,"IceShotMtx","Ice Shot","Tir de glace","Eisgeschoss","アイスショット","얼음 화살","Tiro Gélido","Ледяной выстрел","Disparo de hielo","Ice Shot","冰霜射擊","",8,[6032]
292,"DefianceBannerMtx","Defiance Banner","Étendard de défi","Trotzbanner","ディファイアンスバナー","저항의 깃발","Estandarte Desafiador","Знамя непокорности","Estandarte de desafío","Defiance Banner","反抗之旗","",8,[6521]
293,"PenanceBrandMtx","Penance Brand","Symbole de pénitence","Zeichen der Buße","ペナンスブランド","속죄의 낙인","Runa da Penitência","Клеймо покаяния","Marca de penitencia","Penance Brand","贖罪烙印","",8,[6491]
294,"ArcanistBrandMtx","Arcanist Brand","Symbole de l'Arcaniste","Zeichen des Arkanisten","アルカニストブランド","신비학자 낙인","Runa do Arcanista","Клеймо чаротворца","Marca del arcanista","Arcanist Brand","奧術烙印","",8,[6488]
295,"WintertideBrandMtx","Wintertide Brand","Symbole du froid hivernal","Zeichen des Winters","ウィンタータイドブランド","겨울의 낙인","Runa da Maré Invernal","Клеймо зимы","Marca de Ola invernal","Wintertide Brand","冬潮烙印","",8,[6492]
296,"ArmageddonBrandMtx","Armageddon Brand","Symbole de l'apocalypse","Zeichen des Untergangs","アルマゲドンブランド","종말의 낙인","Runa do Armagedom","Клеймо Армагеддона","Marca de armagedón","Armageddon Brand","末日烙印","",8,[6383]
297,"SmokeMineMtx","Smoke Mine","Mine fumigène","Rauchmine","スモークマイン","연막 지뢰","Mina de Fumaça","Дымовая мина","Mina de humo","Smoke Mine","煙霧地雷","",8,[6183]
298,"ArcaneCloakMtx","Arcane Cloak","Cape arcanique","Arkaner Umhang","アーケインクローク","비전의 망토","Manto Arcano","Чародейский покров","Manto arcano","Arcane Cloak","秘能披風","",8,[6479]
299,"PlagueBearerMtx","Plague Bearer","Porte-peste","Pestbringer","プレイグベアラー","독성 운반자","Infestador","Носитель чумы","Portador de plaga","Plague Bearer","病疫之難","",8,[6421]
300,"ChainHookMtx","Chain Hook","Grappin","Kettenhaken","チェーンフック","사슬 갈고리","Corrente com Gancho","Цепной крюк","Gancho de cadena","Chain Hook","奪魂勾索","",8,[6406]
301,"BloodOfferingMtx","Blood Offering","Offrande de sang","Blutopfer","ブラッドオファリング","피의 공물","Oferenda de Sangue","Подношение крови","Ofrenda de sangre","Blood Offering","鮮血奉獻","",8,[6536]
302,"EarthbreakerMtx","Earthbreaker","Brise-terre","Erdbrecher","地砕き","대지 분쇄자","Devastador","Камнелом","Rompesuelos","Earthbreaker","地破","",8,[6526]
303,"BurningArrowMtx","Burning Arrow","Flèche incendiaire","Brennender Pfeil","バーニングアロー","불타는 화살","Flecha Ardente","Горящая стрела","Flecha ardiente","Burning Arrow","燃燒箭矢","",8,[6128]
304,"VaalBurningArrowMtx","Vaal Burning Arrow","Flèche incendiaire vaal","Vaal-Brennender Pfeil","ヴァールバーニングアロー","바알 불타는 화살","Flecha Ardente Vaal","Горящая стрела ваал","Flecha ardiente vaal","Vaal Burning Arrow","瓦爾．燃燒箭矢","",8,[6219]
305,"ExsanguinateMtx","Exsanguinate","Exsanguination","Ausbluten","イグザングイネイト","방혈","Ensanguentar","Обескровливание","Desangrar","Exsanguinate","抽血","",8,[6514]
306,"HydrosphereMtx","Hydrosphere","Hydrosphère","Hydrosphäre","ハイドロスフィア","물의 구체","Hidrosfera","Гидросфера","Hidroesfera","Hydrosphere","水弒界","",8,[6508]
307,"LightningStrikeMtx","Lightning Strike","Frappe foudroyante","Blitzschlag","ライトニングストライク","번개 타격","Golpe Relampejante","Удар молнии","Golpe de rayo","Lightning Strike","閃電打擊","",8,[6112]
308,"VaalLightningStrikeMtx","Vaal Lightning Strike","Frappe foudroyante vaal","Vaal-Blitzschlag","ヴァールライトニングストライク","바알 번개 타격","Golpe Relampejante Vaal","Удар молнии ваал","Golpe de rayo vaal","Vaal Lightning Strike","瓦爾．閃電打擊","",8,[6232]
309,"InfernalBlowMtx","Infernal Blow","Coup infernal","Höllenschlag","インファーナルブロウ","지옥불 맹타","Golpe Infernal","Удар преисподней","Golpe infernal","Infernal Blow","煉獄之擊","",8,[6069]
310,"SweepMtx","Sweep","Balayage","Rundumschlag","スウィープ","휩쓸기","Arrastão","Круговой взмах","Barrido","Sweep","橫掃","",8,[6011]
311,"VaalSweepMtx","Vaal Sweep","Balayage vaal","Vaal-Rundumschlag","ヴァールスウィープ","바알 휩쓸기","Arrastão Vaal","Круговой взмах ваал","Barrido vaal","Vaal Sweep","瓦爾．橫掃","",8,[6246]
312,"DualStrikeMtx","Dual Strike","Frappes simultanées","Zweifachschlag","デュアルストライク","쌍수 타격","Golpe Duplo","Парный удар","Golpe dual","Dual Strike","雙持打擊","",8,[6021]
313,"EyeOfWinterMtx","Eye of Winter","Œil de l'hiver","Auge des Winters","アイオブウィンター","겨울의 눈","Olho Invernal","Око зимы","Ojo del invierno","Eye of Winter","凜冬之眼","",8,[6540]
314,"SpectralHelixMtx","Spectral Helix","Spirale spectrale","Spektralhelix","スペクトラルヘリックス","영체 나선","Hélice Espectral","Призрачная спираль","Hélice espectral","Spectral Helix","靈體旋武","",8,[6524]
315,"EnergyBladeMtx","Energy Blade","Lame d'énergie","Energieklinge","エナジーブレード","에너지 칼날","Lâmina de Energia","Клинок энергии","Filo de energía","Energy Blade","能量之刃","",8,[6545]
316,"TornadoMtx","Tornado","Tornade","Tornado","トルネード","회오리","Tornado","Торнадо","Tornado","Tornado","龍捲風射擊","",8,[6544]
317,"ForbiddenRiteMtx","ForbiddenRite","Rite interdit","Verbotener Ritus","フォビドゥンライト","금단의 의식","Ritual Proibido","Запретный ритуал","Ritual prohibido","ForbiddenRite","禁忌儀式","",8,[6529]
318,"ShockwaveSupportMtx","Shockwave","Onde de choc","Schockwelle","ショックウェーブ","충격파","Onda de Choque","Ударная волна","Onda sísmica","Shockwave","衝擊波","",8,[6409]
319,"CastWhenDamageTakenMtx","Cast when Damage Taken","Déclenchement par seuil de Dégâts subis","Zaubern bei erlittenem Schaden","被ダメージ時キャスト","피격 시 시전","Conjurar ao Sofrer Dano","Сотворение чар при получении урона","Lanzar al recibir daño","Cast when Damage Taken","受傷時施放","",8,[6190]
320,"PoisonousConcoctionMtx","Poisonous Concoction","Concoction empoisonnée","Giftiger Trank","ポイゾナスコンコクション","독성 혼합물","Mistura Envenenada","Ядовитая смесь","Sustancia venenosa","Poisonous Concoction","毒藥","",8,[6541]
321,"CorruptingFeverMtx","Corrupting Fever","Fièvre corruptrice","Verderbendes Fieber","コラプティングフィーバー","타락한 열병","Febre Corrompedora","Разлагающая лихорадка","Fiebre corruptora","Corrupting Fever","腐化潮","",8,[6515]
322,"SeismicTrapMtx","Seismic Trap","Piège sismique","Seismische Falle","サイズミックトラップ","지진 덫","Armadilha Sísmica","Сейсмическая ловушка","Trampa sísmica","Seismic Trap","地裂陷阱","",8,[6361]
323,"FireTrapMtx","Fire Trap","Piège incendiaire","Brandfalle","ファイヤートラップ","화염 덫","Armadilha Flamejante","Огненная ловушка","Trampa de fuego","Fire Trap","火焰陷阱","",8,[6146]
324,"BoneshatterMtx","Boneshatter","Brise-os","Knochenbrecher","ボーンシャッター","뼈 박살","Destroçador","Дробление костей","Destrozahuesos","Boneshatter","碎骨","",8,[6537]
325,"EnvyMtx","Envy","Convoitise","Neid","エンビー","선망","Inveja","Зависть","Envidia","Envy","忌妒","",8,[6511]
326,"DeathAuraMtx","Death Aura","Aura de mort","Todesaura","デスオーラ","죽음의 오라","Aura da Morte","Аура смерти","Aura de muerte","Death Aura","死亡光環","",8,[6510]
327,"GluttonyOfElementsMtx","Gluttony Of Elements","Gloutonnerie des éléments","Elementvöllerei","元素の飽食","원소의 폭식","Gula dos Elementos","Жажда стихий","Gula de elementos","Gluttony Of Elements","元素之癒","",8,[6512]
328,"BlindingAuraMtx","Blinding Aura","Aura aveuglante","Blendaura","盲目オーラ","실명의 오라","Aura Cegante","Слепящая аура","Aura cegadora","Blinding Aura","致盲光環","",8,[6513]
329,"GalvanicFieldMtx","Galvanic Field","Globe galvanisant","Galvanisches Feld","ガルヴァニックフィールド","충격장","Campo Galvânico","Электризующее поле","Campo galvánico","Galvanic Field","電光領域","",8,[6713]
330,"AlchemistsMarkMtx","Alchemist's Mark","Marque de l'Alchimiste","Mal des Alchemisten","アルケミストの呪印","연금술사의 징표","Marca do Alquimista","Метка алхимика","Señal del alquimista","Alchemist's Mark","煉金術士印記","",8,[6714]
331,"LightningConduitMtx","Lightning Conduit","Foudroiement","Blitzleitung","ライトニングコンジット","번개 도관","Condutor de Eletricidade","Проводник молнии","Conducto de rayo","Lightning Conduit","導雷","",8,[6712]
332,"LightningTendrilsMtx","Lightning Tendrils","Filaments de foudre","Blitzranken","ライトニングテンドリル","덩굴 번개","Tentáculos Relampejantes","Побеги молнии","Centellas","Lightning Tendrils","電能釋放","",8,[6262]
333,"CobraLashMtx","Cobra Lash","Croc de cobra","Kobraschlag","コブララッシュ","코브라 채찍","Chicote de Cobra","Бросок кобры","Latigazo de cobra","Cobra Lash","毒蛇鞭笞","",8,[6418]
334,"VenomGyreMtx","Venom Gyre","Spirale venimeuse","Giftwirbel","ヴェノムジャイル","독액 선회","Espiral Venenosa","Круг яда","Espiral de veneno","Venom Gyre","猛毒迴旋","",8,[6431]
335,"VolleyMtx","Volley","Volée","Projektilsalve","斉射","사격 공세","Rajada","Залп","Salva","Volley","齊射","",8,[6350]
336,"GreaterVolleyMtx","Greater Volley","Volée majeure","Größere Projektilsalve","斉射（大）","상위 사격 공세","Grande Rajada","Большой залп","Salva superior","Greater Volley","高階齊射","",8,[6039]
337,"ReapMtx","Reap","Fauchage","Sense","リープ","낫질","Ceifar","Кровавая жатва","Siega","Reap","收割","",8,[6517]
338,"RageVortexMtx","Rage Vortex","Vortex de rage","Rauschender Vortex","レイジヴォーテックス","격노 소용돌이","Vórtice Furioso","Свирепый вихрь","Vórtice de furia","Rage Vortex","盛怒漩渦","",8,[6523]
339,"CreepingFrostMtx","Creeping Frost","Givre dévorant","Schleichender Frost","クリーピングフロスト","엄습하는 서리","Geada Rastejante","Ползучий мороз","Escarcha acechante","Creeping Frost","霜寒滲透","",8,[6031]
340,"ImpendingDoomMtx","Impending Doom","Fatalité imminente","Drohendes Unheil","インペンディングドゥーム","임박한 멸망","Destruição Iminente","Обречённость","Perdición inminente","Impending Doom","末日厄運","",8,[6504]
341,"Theme","Theme","Thème","Thema","テーマ","테마","Tema","Тематика","Temática","ธีม","主題","","",[]
342,"InfernalTheme","Infernal","Infernal","Höllisch","地獄","지옥불","Infernal","Адские","Infernal","Infernal","煉獄之擊","",341,[]
343,"NecroticTheme","Necrotic","Nécrotique","Nekrotisch","ネクロティック","괴사","Necrótico","Некротические","Necrótico","Necrotic","亡者之息","",341,[]
344,"BreachTheme","Breach","Breach","Breach","ブリーチ","균열","Breach","Разлом","Breach","Breach","裂痕","",341,[]
345,"LegacyTheme","Legacy","Legacy","Legacy","レガシー","유산","Legado","Наследие","Legado","Legacy","不朽","",341,[]
346,"GoreTheme","Gore","Gore","Blut","血塗れ","선혈","Sanguinolento","Кровавые","Sangriento","Gore","鮮血","",341,[]
347,"GhostflameTheme","Ghostflame","Spectreflamme","Geisterflamme","鬼火","유령불꽃","Fantasmagórico","Призрачное пламя","Llamas fantasmales","Ghostflame","青焰","",341,[]
348,"GloomTheme","Gloom","Lugubre","Finsternis","グルーム","순흑","Sombrio","Мгла","Penumbra","Gloom","隱忍","",341,[]
349,"DragonTheme","Dragon","Dragon","Drache","ドラゴン","용","Dracônico","Дракон","Dragón","Dragon","龍","",341,[]
350,"DemonicTheme","Demonic","Démoniaque","Dämonisch","悪魔","악마","Demoníaco","Демонические","Demoníaco","Demonic","惡魔","",341,[]
351,"DeicideTheme","Deicide","Déicide","Gottesmörder","神殺し","신살자","Deicide","Богоубийца","Deicidio","Deicide","命運主宰","",341,[]
352,"ArcticTheme","Arctic","Arctique","Arktische Rüstung","極寒","한기","Ártico","Северные","Ártico","Arctic","極地","",341,[]
353,"ArcaneTheme","Arcane","Arcane","Arkan","アーケイン","비전","Arcano","Колдовские","Arcano","Arcane","秘術","",341,[]
354,"SteampunkTheme","Steam-Powered","Thermique","Dampfbetrieben","蒸気機関","증기 동력","A Vapor","Паровые","Steampunk","Steam-Powered","蒸氣太坦","",341,[]
355,"VampiricTheme","Vampiric","Vampirique","Vampirisch","吸血鬼","흡혈귀","Vampírico","Вампирские","Vampírico","Vampiric","嗜血凶兆","",341,[]
356,"VerdantTheme","Verdant","Verdoyant","Grünend","新緑","신록","Verdejante","Зелёные","Verde","Verdant","自然之力","",341,[]
357,"SeraphTheme","Seraph","Séraphin","Seraph","セラフ","고위 천사","Serafim","Серафим","Serafín","Seraph","神使","",341,[]
358,"ProphecyTheme","Prophecy","Prophecy","Prophecy","プロフェシー","예언","Prophecy","Пророчество","Prophecy","Prophecy","預言","",341,[]
359,"ConsumableTheme","Consumable","Consommable","Verbrauchbar","消耗品","소모품","Consumível","Расходуемое","Consumible","Consumable","消耗品","",341,[]
360,"EbonyTheme","Ebony","Ébène","Ebenholzfarben","黒檀","칠흑","Ébano","Эбеновые","Ébano","Ebony","漆黑之影","",341,[]
361,"RadiantTheme","Radiant","Radieux","Strahlend","光輝","찬란한","Radiante","Светящиеся","Radiante","Radiant","光采聖記","",341,[]
362,"LightningTheme","Lightning","Foudre","Blitz","雷","번개","Relampejante","Молнии","Relámpago","Lightning","雷霆","",341,[]
363,"AcidTheme","Acid","Acide","Ätzend","酸","산성","Ácido","Кислотные","Ácido","Acid","蝕骨強酸","",341,[]
364,"CrimsonTheme","Crimson","Pourpre","Blutrot","真紅","진홍색","Carmesím","Багровые","Carmesí","Crimson","緋紅","",341,[]
365,"CelestialTheme","Celestial","Céleste","Himmlisch","天体","천공","Celestial","Небесные","Celestial","Celestial","絢麗眾星","",341,[]
366,"GoldenTheme","Golden","Doré","Golden","黄金","황금","Dourado","Золотые","Dorado","Golden","黃金","",341,[]
367,"PurpleTheme","Purple","Violet","Violett","紫","보라색","Púrpura","Фиолетовые","Morado","Purple","紫諱","",341,[]
368,"EmeraldTheme","Emerald","Émeraude","Smaragdgrün","エメラルド","에메랄드","Esmeralda","Изумрудные","Esmeralda","Emerald","翠綠碧雲","",341,[]
369,"DanceTheme","Dance","Danse","Tanz","踊り","춤","Dança","Танцы","Baile","Dance","舞蹈","",341,[]
370,"AnimalTheme","Animal","Animal","Tiere","動物","동물","Animal","Звериные","Animal","Animal","動物","",341,[]
371,"TribalTheme","Tribal","Tribal","Indigen","部族","부족","Tribal","Племенные","Tribal","Tribal","部落","",341,[]
372,"ChallengeRewardsTheme","Challenge Rewards","Récompenses de défis","Herausforderungsbelohnungen","チャレンジ報酬","도전과제 보상","Recompensas de Desafios","Награды за испытания","Recompensas de desafíos","ของรางวัลภารกิจท้าทาย","挑戰獎勵","",341,[]
373,"ClosedBetaSupporterPacksTheme","Closed Beta Supporter Packs","Packs de mécène (bêta fermée)","Geschlossene-Beta-Unterstützerpakete","クローズドベータサポーターパック","클로즈드 베타 서포터 팩","Pacotes de Apoiador do Beta Fechado","Наборы закрытой беты","Paquetes de colaborador de la beta cerrada","แพ็คสนับสนุนโคลสเบต้า","封測","",341,[]
374,"OpenBetaSupporterPacksTheme","Open Beta Supporter Packs","Packs de mécène (bêta ouverte)","Offene-Beta-Unterstützerpakete","オープンベータサポーターパック","오픈 베타 서포터 팩","Pacotes de Apoiador do Beta Aberto","Наборы открытой беты","Paquetes de colaborador de la beta abierta","แพ็คสนับสนุนโอเพ่นเบต้า","公測","",341,[]
375,"ReleaseSupporterPacksTheme","Release Supporter Packs","Packs de mécène (sortie du jeu)","Release-Unterstützerpakete","リリースサポーターパック","출시 서포터 팩","Pacotes de Apoiador de Lançamento","Наборы выхода игры","Paquetes de colaborador de lanzamiento","แพ็คสนับสนุนออกเกม","發布","",341,[]
376,"ForsakenMastersTheme","Forsaken Masters","Maîtres réprouvés","Forsaken Masters","見捨てられたマスター","버림받은 대가들","Mestres Esquecidos","Отверженные мастера","Maestros errantes","Forsaken Masters","被遺忘的大師","",341,[]
377,"AwakeningTheme","Awakening","Awakening","Awakening","アウェイクニング","각성","Awakening","Пробуждение","Despertar","Awakening","大覺醒","",341,[]
378,"AscendancyTheme","Ascendancy","Ascendancy","Ascendancy","アセンダンシー","전직","Ascendancy","Восхождение","Ascendencia","Ascendancy","昇華試煉","",341,[]
379,"AtlasTheme","Atlas","Atlas","Atlas","アトラス","아틀라스","Atlas","Атлас","Atlas","Atlas","輿圖","",341,[]
380,"FallofOriathTheme","Fall of Oriath","Fall of Oriath","Fall von Oriath","オリアスの堕落","오리아스의 몰락","Queda de Oriath","Падение Ориата","Caída de Oriath","Fall of Oriath","奧瑞亞的殞落","",341,[]
381,"MiscellaneousTheme","Miscellaneous","Divers","Sonstige","その他","기타","Genéricos","Разное","Misceláneo","อื่นๆ","其它","",341,[]
382,"UltimateChaosTheme","Ultimate Chaos","Chaos ultime","Ultimatives Chaos","混沌の極み","극한의 혼돈","Caos Supremo","Безграничный хаос","Caos definitivo","Ultimate Chaos","最終混沌","",341,[]
383,"PureLightTheme","Pure Light","Lumière pure","Reines Licht","純粋な光","순수한 빛","Luz Pura","Чистый свет","Pura luz","Pure Light","淨光","",341,[]
384,"HarbingerTheme","Harbinger","Harbinger","Harbinger","ハービンジャー","선구자","Harbinger","Предвестник","Harbinger","Harbinger","神諭","",341,[]
385,"PitchBlackTheme","Pitch Black","Nuit noire","Pechschwarz","漆黒","새까만","Escuridão","Кромешная тьма","Completamente negro","Pitch Black","漆桃霸主","",341,[]
386,"WastelandWarriorTheme","Wasteland Warrior","Guerrier des Terres désolées","Ödlandkrieger","荒れ地の戦士","황무지 전사","Guerreiro do Deserto","Воин пустоши","Guerrero del páramo","Wasteland Warrior","荒野勇士","",341,[]
387,"DesertTheme","Desert","Désert","Wüste","砂漠","사막","Deserto","Пустыня","Desértico","Desert","沙漠","",341,[]
388,"ExecutionerTheme","Executioner","Bourreau","Henker","処刑人","사형 집행자","Executor","Палач","Ejecutor","Executioner","血腥屠夫","",341,[]
389,"FireTheme","Fire","Feu","Feuer","火","화염","Fogo","Огненные","Fuego","Fire","火","",341,[]
390,"IceTheme","Ice","Glace","Eis","氷","얼음","Gelo","Ледяные","Hielo","Ice","冰","",341,[]
391,"PolarTheme","Polar","Polaire","Polar","ポーラー","극빙","Polarizado","Полярные","Polar","Polar","極光","",341,[]
392,"LichTheme","Lich","Liche","Lich","リッチ","리치","Lich","Лич","Liche","Lich","巫妖","",341,[]
393,"FireAndIceTheme","Fire and Ice","Feu et Glace","Feuer und Eis","火と氷","화염 및 얼음","Fogo e Gelo","Огонь и лёд","Hielo y fuego","Fire and Ice","冰與火","",341,[]
394,"AbyssTheme","Abyss","Abyss","Abyss","アビス","심연","Abyss","Бездна","Abyss","Abyss","深淵戰吼","",341,[]
395,"HalloweenTheme","Halloween","Halloween","Halloween","ハロウィン","핼러윈","Halloween","Хэллоуин","Halloween","Halloween","萬聖節","",341,[]
396,"CultistTheme","Cultist","Sectateur","Kultist","崇拝者","광신자","Cultista","Культист","Cultista","Cultist","教徒","",341,[]
397,"WarlockTheme","Warlock","Démoniste","Hexenmeister","ウォーロック","마법사","Mago","Чернокнижник","Brujo","Warlock","咒言術士","",341,[]
398,"PirateTheme","Pirate","Pirate","Pirat","海賊","해적","Pirata","Пиратские","Pirata","Pirate","海盜","",341,[]
399,"AtlasWarTheme","War for the Atlas","War for the Atlas","Krieg um den Atlas","ウォー・フォー・アトラス","아틀라스의 격전","Guerra pelo Atlas","Война за Атлас","Guerra por el Atlas","War for the Atlas","烽火輿圖","",341,[]
400,"NatureTheme","Nature","Nature","Natur","自然","자연","Natureza","Природные","Naturaleza","Nature","自然","",341,[]
401,"GothicTheme","Gothic","Gothique","Gothic","ゴシック","고딕","Gótico","Готические","Gótico","Gothic","歌德","",341,[]
402,"SinAndInnocenceTheme","Sin and Innocence","Péché et Innocence","Sin und Innocence","シンとイノセンス","씬과 이노센스","Pecado e Inocência","Грех и Невинность","Inocencia y Pecado","Sin and Innocence","罪與善","",341,[]
403,"BestiaryTheme","Bestiary","Bestiary","Bestiary","ベスティアリー","야수 도감","Bestiário","Бестиарий","Bestiario","Bestiary","獸獵寓言","",341,[]
404,"StygianTheme","Stygian","Stygien","Schauerlich","スティギアン","명계","Estígio","Стигийские","Estigio","Stygian","冥河","",341,[]
405,"ManticoreTheme","Manticore","Manticore","Mantikor","マンティコア","맨티코어","Mantícora","Мантикора","Mantícora","Manticore","獅身幻獸","",341,[]
406,"SeawitchTheme","Seawitch","Sorcière des mers","Seehexe","シーウィッチ","바다 마녀","Bruxa do Mar","Морская ведьма","Bruja marina","Seawitch","魅影海巫","",341,[]
407,"PhantasmalTheme","Phantasmal","Fantomatique","Geisterhaft","幻影","환영","Fantasmal","Призрачные","Fantasmal","Phantasmal","幻影","",341,[]
408,"FallenAngelTheme","Fallen Angel","Ange déchu","Gefallener Engel","堕天使","타락 천사","Anjo caído","Падший ангел","Ángel caído","Fallen Angel","墮落天使","",341,[]
