"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32","string","string","ModelSizeMultiplier","i32","i32","rid","i32","i32","Tags","ExperienceMultiplier","[i32]","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool","i32","i32","i32","i32","i32","i32","HASH16","bool","string","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid","i32","i32","[rid]","MultiPartAchievements","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","AilmentThreshold","SinkEffect","i32","MonsterConditionalEffectPack","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BossHealthBar","rid","i32","bool","i32","i32","i32","i32","bool","rid","f32","f32","bool","[string]","rid","i32","i32","f32","rid","bool","i32","bool","i32","rid"
979,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickChaos",458,44,2,4,13,"[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/Chaos/VaalZealotKnifestickChaos.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1021,724,718,224,755,71,48,713,1092,31,29,118]",115,[],105,105,700,500,0,"[736,2765]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"",0,"Chaotic Zealot",115,115,1425,[15385],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,30186,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,610376,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
980,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickChaosBloodied",458,44,2,4,13,"[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/Chaos/BloodyVaalZealotKnifestickChaos.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1021,724,718,224,755,71,48,713,1092,31,29,118]",115,[],105,105,700,500,0,"[736,2765]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"",0,"Chaotic Zealot",115,115,1425,[15386],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,31107,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,610964,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
981,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickChaosPatrol",458,44,2,4,13,"[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/Chaos/VaalZealotKnifestickChaos.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1021,724,175,718,224,755,71,48,713,1092,31,29,118]",115,[],105,105,700,500,0,"[736,2765]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.ais","[5865,6037]","stance2",0,"Chaotic Zealot",115,115,1425,[15385],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,49467,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,611412,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
982,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickCold",459,44,2,4,13,"[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/Cold/VaalZealotKnifestickCold.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1021,724,716,224,755,71,48,713,31,29,118]",115,[],105,105,700,500,0,"[736,5582]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"",0,"Gelid Zealot",115,115,1425,[15385],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,4138,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,611958,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
983,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickColdBloodied",459,44,2,4,13,"[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/Cold/BloodyVaalZealotKnifestickCold.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1021,724,716,224,755,71,48,713,31,29,118]",115,[],105,105,700,500,0,"[736,5582]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"",0,"Gelid Zealot",115,115,1425,[15386],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,22235,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,612524,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
984,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickColdPatrol",459,44,2,4,13,"[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/Cold/VaalZealotKnifestickCold.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1021,724,175,716,224,755,71,48,713,31,29,118]",115,[],105,105,700,500,0,"[736,5582]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.ais","[5865,6037]","stance2",0,"Gelid Zealot",115,115,1425,[15385],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,64129,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,612954,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
985,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickColdSacrifice",459,44,2,4,13,"[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/Cold/VaalZealotKnifestickCold.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1021,724,716,224,755,71,48,713,31,29,118]",115,[],105,105,700,500,0,"[736,5582]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"stance2",0,"Gelid Zealot",115,115,1425,[15385],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,48783,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,613350,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
986,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickFire",460,44,2,4,13,"[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/Fire/VaalZealotKnifestickFire.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1021,724,224,755,715,71,48,713,31,29,118]",115,[],105,105,700,500,0,"[736,5583]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"",0,"Fiery Zealot",115,115,1425,[15385],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,30924,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,613896,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
987,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickFireBloodied",460,44,2,4,13,"[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/Fire/BloodyVaalZealotKnifestickFire.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1021,724,224,755,715,71,48,713,31,29,118]",115,[],105,105,700,500,0,"[736,5583]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"",0,"Fiery Zealot",115,115,1425,[15386],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,44548,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,614462,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
988,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickLightning__",461,44,2,4,13,"[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/Lightning/VaalZealotKnifestickLightning.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1021,724,224,755,71,48,717,713,31,29,118]",115,[],105,105,700,500,0,"[736,2266]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"",0,"Powered Zealot",115,115,1425,[15385],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,6594,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,615034,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
989,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotKnifestickLightningBloodied",461,44,2,4,13,"[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Knifestick/Lightning/BloodyVaalZealotKnifestickLightning.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick",[],1,"","",112,2,6,1,1,0,"[1021,724,224,755,71,48,717,713,31,29,118]",115,[],105,105,700,500,0,"[736,2266]","Metadata/Monsters/VaalMonsters/Zealots/Knifestick/VaalZealotKnifestick.ais",[],"",0,"Powered Zealot",115,115,1425,[15386],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,10151,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,615630,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
990,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearBlood",462,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Blood/VaalZealotSpearBlood.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[723,724,34,224,71,48,713,29,714,118,1023,756]",115,[],105,105,700,500,0,"[1693,1777,736]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Blood Zealot",115,115,1245,[15383],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,47366,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,616564,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
991,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearBloodBloodied",462,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Blood/BloodyVaalZealotSpearBlood.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[723,724,34,224,71,48,713,29,714,118,1023,756]",115,[],105,105,700,500,0,"[1693,1777,736]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Blood Zealot",115,115,1245,[15384],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,40251,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,617146,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
992,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearChaos",463,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Chaos/VaalZealotSpearChaos.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[723,724,34,718,224,71,48,713,1092,29,118,1023,756]",115,[],105,105,700,500,0,"[1694,4625,755]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Chaotic Zealot",115,115,1245,[15383],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,48058,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,617716,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
993,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearChaosBloodied",463,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Chaos/BloodyVaalZealotSpearChaos.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[723,724,34,718,224,71,48,713,1092,29,118,1023,756]",115,[],105,105,700,500,0,"[1694,4625,755]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Chaotic Zealot",115,115,1245,[15384],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,4606,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,618306,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
994,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearChaosPatrol",463,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Chaos/VaalZealotSpearChaos.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[723,724,175,34,718,224,71,48,713,1092,29,118,1023,756]",115,[],105,105,700,500,0,"[1694,4625,755]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais","[5865,6039]","stance2",0,"Chaotic Zealot",115,115,1245,[15383],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,47581,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,618776,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
995,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearCold",464,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Cold/VaalZealotSpearCold.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[723,724,34,716,224,71,48,713,29,118,1023,756]",115,[],105,105,700,500,0,"[5578,5581,749]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Gelid Zealot",115,115,1245,[15383],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,61115,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,619324,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
996,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearColdBloodied",464,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Cold/BloodyVaalZealotSpearCold.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[723,724,34,716,224,71,48,713,29,118,1023,756]",115,[],105,105,700,500,0,"[5578,5581,749]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Gelid Zealot",115,115,1245,[15384],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,34623,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,619892,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
997,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearColdPatrol",464,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Cold/VaalZealotSpearCold.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[723,724,175,34,716,224,71,48,713,29,118,1023,756]",115,[],105,105,700,500,0,"[5578,5581,749]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais","[5865,6039]","stance2",0,"Gelid Zealot",115,115,1245,[15383],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,7711,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,620344,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
998,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearColdSacrifice",464,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Cold/VaalZealotSpearCold.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[723,724,34,716,224,71,48,713,29,118,1023,756]",115,[],105,105,700,500,0,"[5578,5581,749]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"stance2",0,"Gelid Zealot",115,115,1245,[15383],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,41972,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,620762,0,-5,5,"","",7,"",0,-5,5,1,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
999,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearFire",465,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Fire/VaalZealotSpearFire.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[723,724,34,224,715,71,48,713,29,118,1023,756]",115,[],105,105,700,500,0,"[4398,5577,4624,746]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Fiery Zealot",115,115,1245,[15383],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,15935,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,621326,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
1000,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearFireBloodied",465,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Fire/BloodyVaalZealotSpearFire.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,3,1,0,"[723,724,34,224,715,71,48,713,29,118,1023,756]",115,[],105,105,700,500,0,"[4398,5577,4624,746]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Fiery Zealot",115,115,1245,[15384],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,4147,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,621910,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
1001,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearLightning",466,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Lightning/VaalZealotSpearLightning.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,2,1,0,"[1022,723,724,34,224,71,48,717,713,29,118,756]",115,[],105,105,700,500,0,"[752,5575,4399,5576,2260,4203]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Powered Zealot",115,115,1245,[15383],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,56740,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,622528,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
1002,"Metadata/Monsters/VaalMonsters/Zealots/VaalZealotSpearLightningBloodied",466,52,2,4,20,"[""Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.act""]","[""Metadata/Monsters/VaalMonsters/Zealots/Spear/Lightning/BloodyVaalZealotSpearLightning.ao""]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear",[],1,"","",112,2,6,2,1,0,"[1022,723,724,34,224,71,48,717,713,29,118,756]",115,[],105,105,700,500,0,"[752,5575,4399,5576,2260,4203]","Metadata/Monsters/VaalMonsters/Zealots/Spear/VaalZealotSpear.ais",[],"",0,"Powered Zealot",115,115,1245,[15384],[],"",77,"","",0,[],[],[],"",1,6,135,0,0,135,34427,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,623174,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,108,0.05,0,1,0,"",40,5
1003,"Metadata/Monsters/VaalMonsters/Living/VaalGuardClawsLiving",433,11,2,3,11,"[""Metadata/Monsters/VaalMonsters/Living/VaalGuardClaws.act""]","[""Metadata/Monsters/VaalMonsters/Living/VaalGuardClawsLiving.ao""]","Metadata/Monsters/VaalMonsters/Living/VaalGuardClaws",[],1,"","",100,2,6,4,10,0,"[1024,71,48,713,31,29,714,118,752]",105,[],105,135,700,500,0,"[736,4719,3297,3298,2242]","Metadata/Monsters/VaalMonsters/Living/VaalGuardClaws.ais","[5945,5865]","stance2",0,"Vaal Excoriator",116,105,1500,[9410],[9410],"",7,7,"",0,[],[],[],1,1,6,135,0,0,135,13214,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,624098,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,103,0.05,0,1,0,"",40,5
1004,"Metadata/Monsters/VaalMonsters/Living/VaalGuardMortarLiving",434,11,2,3,10,"[""Metadata/Monsters/VaalMonsters/Living/VaalGuardMortar.act""]","[""Metadata/Monsters/VaalMonsters/Living/VaalGuardMortarLiving.ao""]","Metadata/Monsters/VaalMonsters/Living/VaalGuardMortar",[13335],1,"","",100,2,6,5,10,0,"[723,724,715,71,48,31,29,32,118,1025,752]",100,[],105,135,700,500,0,"[736,1686,1688,1687,1689]","Metadata/Monsters/VaalMonsters/Living/VaalGuardMortar.ais","[5946,5865]","stance2",0,"Vaal Guard",100,100,1500,[],[],"","","","",0,[],[],[],1,1,6,135,0,0,135,5705,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,625046,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],52,4,100,0.05,0,1,0,"",40,5
