"rownum","StatSet","GemLevel","SpellCritChance","AttackCritChance","BaseResolvedValues","AdditionalStatsValues","GrantedEffects","bool","i32","AdditionalFlags","FloatStats","InterpolationBases","AdditionalStats","StatInterpolations","FloatStatsValues","ActorLevel","BaseMultiplier"
11142,339,20,0,0,[],"[1364,-84]",[287],"",100,[],[],[],"[17548,19076]","[1,1]",[],97.7,0
11143,339,21,0,0,[],"[1364,-85]",[287],"",100,[],[],[],"[17548,19076]","[1,1]",[],105.083,0
11144,339,22,0,0,[],"[1364,-85]",[287],"",100,[],[],[],"[17548,19076]","[1,1]",[],112.692,0
11145,339,23,0,0,[],"[1364,-85]",[287],"",100,[],[],[],"[17548,19076]","[1,1]",[],120.527,0
11146,339,24,0,0,[],"[1364,-85]",[287],"",100,[],[],[],"[17548,19076]","[1,1]",[],128.588,0
11147,339,25,0,0,[],"[1364,-85]",[287],"",100,[],[],[],"[17548,19076]","[1,1]",[],136.875,0
11148,339,26,0,0,[],"[1364,-85]",[287],"",100,[],[],[],"[17548,19076]","[1,1]",[],145.388,0
11149,339,27,0,0,[],"[1364,-85]",[287],"",100,[],[],[],"[17548,19076]","[1,1]",[],154.127,0
11150,339,28,0,0,[],"[1364,-85]",[287],"",100,[],[],[],"[17548,19076]","[1,1]",[],163.092,0
11151,339,29,0,0,[],"[1364,-85]",[287],"",100,[],[],[],"[17548,19076]","[1,1]",[],172.283,0
11152,339,30,0,0,[],"[1364,-85]",[287],"",100,[],[],[],"[17548,19076]","[1,1]",[],181.7,0
11153,339,31,0,0,[],"[1364,-85]",[287],"",100,[],[],[],"[17548,19076]","[1,1]",[],191.343,0
11154,339,32,0,0,[],"[1364,-85]",[287],"",100,[],[],[],"[17548,19076]","[1,1]",[],201.212,0
11155,339,33,0,0,[],"[1364,-85]",[287],"",100,[],[],[],"[17548,19076]","[1,1]",[],211.307,0
11156,339,34,0,0,[],"[1364,-85]",[287],"",100,[],[],[],"[17548,19076]","[1,1]",[],221.628,0
11157,339,35,0,0,[],"[1364,-85]",[287],"",100,[],[],[],"[17548,19076]","[1,1]",[],232.175,0
11158,339,36,0,0,[],"[1364,-85]",[287],"",100,[],[],[],"[17548,19076]","[1,1]",[],242.948,0
11159,339,37,0,0,[],"[1364,-85]",[287],"",100,[],[],[],"[17548,19076]","[1,1]",[],253.947,0
11160,339,38,0,0,[],"[1364,-85]",[287],"",100,[],[],[],"[17548,19076]","[1,1]",[],265.172,0
11161,339,39,0,0,[],"[1364,-85]",[287],"",100,[],[],[],"[17548,19076]","[1,1]",[],276.623,0
11162,339,40,0,0,[],"[1364,-85]",[287],"",100,[],[],[],"[17548,19076]","[1,1]",[],288.3,0
11163,340,1,0,0,[],[],[287],"",100,[],[],[],[],[],[],1,0
11164,341,1,0,1300,"[6,9]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",1,15000
11165,341,2,0,1300,"[10,14]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",3.452,17600
11166,341,3,0,1300,"[15,22]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",6.767,20400
11167,341,4,0,1300,"[20,31]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",10.308,23400
11168,341,5,0,1300,"[26,40]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",14.075,26300
11169,341,6,0,1300,"[33,49]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",18.068,29300
11170,341,7,0,1300,"[39,59]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",22.287,32400
11171,341,8,0,1300,"[46,70]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",26.732,35400
11172,341,9,0,1300,"[54,81]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",31.403,38300
11173,341,10,0,1300,"[62,92]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",36.3,41300
11174,341,11,0,1300,"[70,105]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",41.423,44700
11175,341,12,0,1300,"[78,117]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",46.772,48300
11176,341,13,0,1300,"[87,130]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",52.347,52300
11177,341,14,0,1300,"[96,144]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",58.148,56600
11178,341,15,0,1300,"[106,159]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",64.175,61200
11179,341,16,0,1300,"[116,173]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",70.428,66400
11180,341,17,0,1300,"[126,189]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",76.907,71900
11181,341,18,0,1300,"[136,205]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",83.612,78100
11182,341,19,0,1300,"[147,221]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",90.543,84700
11183,341,20,0,1300,"[159,238]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",97.7,92100
11184,341,21,0,1300,"[170,256]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",105.083,100000
11185,341,22,0,1300,"[182,274]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",112.692,108500
11186,341,23,0,1300,"[195,292]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",120.527,117600
11187,341,24,0,1300,"[208,311]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",128.588,127500
11188,341,25,0,1300,"[221,331]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",136.875,138100
11189,341,26,0,1300,"[234,351]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",145.388,149600
11190,341,27,0,1300,"[248,372]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",154.127,161900
11191,341,28,0,1300,"[262,393]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",163.092,175200
11192,341,29,0,1300,"[277,415]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",172.283,189500
11193,341,30,0,1300,"[291,437]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",181.7,204900
11194,341,31,0,1300,"[307,460]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",191.343,221500
11195,341,32,0,1300,"[322,484]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",201.212,239400
11196,341,33,0,1300,"[338,507]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",211.307,258700
11197,341,34,0,1300,"[355,532]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",221.628,279500
11198,341,35,0,1300,"[371,557]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",232.175,301800
11199,341,36,0,1300,"[388,583]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",242.948,325900
11200,341,37,0,1300,"[406,609]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",253.947,351900
11201,341,38,0,1300,"[423,635]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",265.172,379900
11202,341,39,0,1300,"[442,662]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",276.623,410000
11203,341,40,0,1300,"[460,690]",[],[288],"",100,[],"[811,812]","[0,0]",[],"[3,3]","[0.8,1.2]",288.3,442500
11204,342,1,1500,0,"[4,7]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
11205,342,2,1500,0,"[6,9]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",3.452,0
11206,342,3,1500,0,"[8,12]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",6.767,0
11207,342,4,1500,0,"[11,16]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",10.308,0
11208,342,5,1500,0,"[13,20]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",14.075,0
11209,342,6,1500,0,"[16,25]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",18.068,0
11210,342,7,1500,0,"[20,30]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",22.287,0
11211,342,8,1500,0,"[23,35]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",26.732,0
11212,342,9,1500,0,"[27,41]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",31.403,0
11213,342,10,1500,0,"[32,48]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",36.3,0
11214,342,11,1500,0,"[37,55]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",41.423,0
11215,342,12,1500,0,"[42,63]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",46.772,0
11216,342,13,1500,0,"[48,72]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",52.347,0
11217,342,14,1500,0,"[54,82]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",58.148,0
11218,342,15,1500,0,"[61,92]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",64.175,0
11219,342,16,1500,0,"[69,104]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",70.428,0
11220,342,17,1500,0,"[78,117]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",76.907,0
11221,342,18,1500,0,"[87,131]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",83.612,0
11222,342,19,1500,0,"[98,146]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",90.543,0
11223,342,20,1500,0,"[109,164]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",97.7,0
11224,342,21,1500,0,"[122,182]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",105.083,0
11225,342,22,1500,0,"[135,203]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",112.692,0
11226,342,23,1500,0,"[151,226]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",120.527,0
11227,342,24,1500,0,"[168,251]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",128.588,0
11228,342,25,1500,0,"[186,279]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",136.875,0
11229,342,26,1500,0,"[207,310]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",145.388,0
11230,342,27,1500,0,"[229,344]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",154.127,0
11231,342,28,1500,0,"[254,382]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",163.092,0
11232,342,29,1500,0,"[282,423]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",172.283,0
11233,342,30,1500,0,"[313,469]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",181.7,0
11234,342,31,1500,0,"[347,520]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",191.343,0
11235,342,32,1500,0,"[384,576]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",201.212,0
11236,342,33,1500,0,"[426,639]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",211.307,0
11237,342,34,1500,0,"[472,708]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",221.628,0
11238,342,35,1500,0,"[523,785]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",232.175,0
11239,342,36,1500,0,"[580,870]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",242.948,0
11240,342,37,1500,0,"[644,965]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",253.947,0
11241,342,38,1500,0,"[714,1071]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",265.172,0
11242,342,39,1500,0,"[792,1188]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",276.623,0
11243,342,40,1500,0,"[880,1319]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",288.3,0
11244,343,1,0,0,"[3,5]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
11245,343,2,0,0,"[5,7]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",3.452,0
11246,343,3,0,0,"[6,9]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",6.767,0
11247,343,4,0,0,"[8,12]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",10.308,0
11248,343,5,0,0,"[10,15]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",14.075,0
11249,343,6,0,0,"[13,19]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",18.068,0
11250,343,7,0,0,"[15,23]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",22.287,0
11251,343,8,0,0,"[18,27]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",26.732,0
11252,343,9,0,0,"[21,32]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",31.403,0
11253,343,10,0,0,"[24,37]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",36.3,0
11254,343,11,0,0,"[28,42]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",41.423,0
11255,343,12,0,0,"[32,48]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",46.772,0
11256,343,13,0,0,"[37,55]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",52.347,0
11257,343,14,0,0,"[42,63]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",58.148,0
11258,343,15,0,0,"[47,71]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",64.175,0
11259,343,16,0,0,"[53,80]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",70.428,0
11260,343,17,0,0,"[60,90]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",76.907,0
11261,343,18,0,0,"[67,100]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",83.612,0
11262,343,19,0,0,"[75,112]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",90.543,0
11263,343,20,0,0,"[84,126]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",97.7,0
11264,343,21,0,0,"[93,140]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",105.083,0
11265,343,22,0,0,"[104,156]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",112.692,0
11266,343,23,0,0,"[116,174]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",120.527,0
11267,343,24,0,0,"[129,193]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",128.588,0
11268,343,25,0,0,"[143,214]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",136.875,0
11269,343,26,0,0,"[159,238]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",145.388,0
11270,343,27,0,0,"[176,264]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",154.127,0
11271,343,28,0,0,"[195,293]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",163.092,0
11272,343,29,0,0,"[217,325]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",172.283,0
11273,343,30,0,0,"[240,360]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",181.7,0
11274,343,31,0,0,"[266,399]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",191.343,0
11275,343,32,0,0,"[295,442]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",201.212,0
11276,343,33,0,0,"[327,490]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",211.307,0
11277,343,34,0,0,"[362,544]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",221.628,0
11278,343,35,0,0,"[402,603]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",232.175,0
11279,343,36,0,0,"[445,668]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",242.948,0
11280,343,37,0,0,"[494,741]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",253.947,0
11281,343,38,0,0,"[548,822]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",265.172,0
11282,343,39,0,0,"[608,912]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",276.623,0
11283,343,40,0,0,"[675,1013]",[],[289],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",288.3,0
11284,344,1,1500,0,"[10,15]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",1,0
11285,344,2,1500,0,"[14,21]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",3.452,0
11286,344,3,1500,0,"[19,29]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",6.767,0
11287,344,4,1500,0,"[25,38]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",10.308,0
11288,344,5,1500,0,"[32,48]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",14.075,0
11289,344,6,1500,0,"[40,59]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",18.068,0
11290,344,7,1500,0,"[48,72]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",22.287,0
11291,344,8,1500,0,"[58,87]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",26.732,0
11292,344,9,1500,0,"[68,103]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",31.403,0
11293,344,10,1500,0,"[81,121]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",36.3,0
11294,344,11,1500,0,"[94,141]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",41.423,0
11295,344,12,1500,0,"[109,164]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",46.772,0
11296,344,13,1500,0,"[127,190]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",52.347,0
11297,344,14,1500,0,"[146,219]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",58.148,0
11298,344,15,1500,0,"[168,251]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",64.175,0
11299,344,16,1500,0,"[192,288]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",70.428,0
11300,344,17,1500,0,"[220,329]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",76.907,0
11301,344,18,1500,0,"[251,376]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",83.612,0
11302,344,19,1500,0,"[286,429]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",90.543,0
11303,344,20,1500,0,"[325,488]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",97.7,0
11304,344,21,1500,0,"[370,555]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",105.083,0
11305,344,22,1500,0,"[421,631]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",112.692,0
11306,344,23,1500,0,"[478,718]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",120.527,0
11307,344,24,1500,0,"[543,815]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",128.588,0
11308,344,25,1500,0,"[617,926]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",136.875,0
11309,344,26,1500,0,"[701,1052]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",145.388,0
11310,344,27,1500,0,"[796,1195]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",154.127,0
11311,344,28,1500,0,"[905,1357]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",163.092,0
11312,344,29,1500,0,"[1028,1542]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",172.283,0
11313,344,30,1500,0,"[1169,1754]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",181.7,0
11314,344,31,1500,0,"[1330,1995]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",191.343,0
11315,344,32,1500,0,"[1514,2270]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",201.212,0
11316,344,33,1500,0,"[1724,2585]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",211.307,0
11317,344,34,1500,0,"[1964,2946]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",221.628,0
11318,344,35,1500,0,"[2240,3360]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",232.175,0
11319,344,36,1500,0,"[2557,3835]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",242.948,0
11320,344,37,1500,0,"[2920,4380]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",253.947,0
11321,344,38,1500,0,"[3339,5008]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",265.172,0
11322,344,39,1500,0,"[3821,5731]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",276.623,0
11323,344,40,1500,0,"[4377,6565]",[],[290],"",100,[],"[1462,1463]","[0,0]",[],"[3,3]","[0.8,1.2]",288.3,0
11324,345,1,1500,0,"[4,6]",[8],[291],"",100,[],"[1462,1463]","[0,0]",[18595],"[3,3,1]","[0.8,1.2]",1,0
11325,345,2,1500,0,"[5,8]",[8],[291],"",100,[],"[1462,1463]","[0,0]",[18595],"[3,3,1]","[0.8,1.2]",3.452,0
11326,345,3,1500,0,"[7,11]",[8],[291],"",100,[],"[1462,1463]","[0,0]",[18595],"[3,3,1]","[0.8,1.2]",6.767,0
11327,345,4,1500,0,"[10,14]",[10],[291],"",100,[],"[1462,1463]","[0,0]",[18595],"[3,3,1]","[0.8,1.2]",10.308,0
11328,345,5,1500,0,"[12,18]",[10],[291],"",100,[],"[1462,1463]","[0,0]",[18595],"[3,3,1]","[0.8,1.2]",14.075,0
11329,345,6,1500,0,"[15,22]",[10],[291],"",100,[],"[1462,1463]","[0,0]",[18595],"[3,3,1]","[0.8,1.2]",18.068,0
11330,345,7,1500,0,"[18,27]",[12],[291],"",100,[],"[1462,1463]","[0,0]",[18595],"[3,3,1]","[0.8,1.2]",22.287,0
11331,345,8,1500,0,"[21,32]",[12],[291],"",100,[],"[1462,1463]","[0,0]",[18595],"[3,3,1]","[0.8,1.2]",26.732,0
11332,345,9,1500,0,"[25,38]",[12],[291],"",100,[],"[1462,1463]","[0,0]",[18595],"[3,3,1]","[0.8,1.2]",31.403,0
11333,345,10,1500,0,"[30,44]",[14],[291],"",100,[],"[1462,1463]","[0,0]",[18595],"[3,3,1]","[0.8,1.2]",36.3,0
11334,345,11,1500,0,"[34,51]",[14],[291],"",100,[],"[1462,1463]","[0,0]",[18595],"[3,3,1]","[0.8,1.2]",41.423,0
11335,345,12,1500,0,"[40,59]",[14],[291],"",100,[],"[1462,1463]","[0,0]",[18595],"[3,3,1]","[0.8,1.2]",46.772,0
11336,345,13,1500,0,"[45,68]",[16],[291],"",100,[],"[1462,1463]","[0,0]",[18595],"[3,3,1]","[0.8,1.2]",52.347,0
11337,345,14,1500,0,"[52,78]",[16],[291],"",100,[],"[1462,1463]","[0,0]",[18595],"[3,3,1]","[0.8,1.2]",58.148,0
11338,345,15,1500,0,"[59,89]",[16],[291],"",100,[],"[1462,1463]","[0,0]",[18595],"[3,3,1]","[0.8,1.2]",64.175,0
11339,345,16,1500,0,"[67,101]",[18],[291],"",100,[],"[1462,1463]","[0,0]",[18595],"[3,3,1]","[0.8,1.2]",70.428,0
11340,345,17,1500,0,"[76,114]",[18],[291],"",100,[],"[1462,1463]","[0,0]",[18595],"[3,3,1]","[0.8,1.2]",76.907,0
11341,345,18,1500,0,"[86,129]",[18],[291],"",100,[],"[1462,1463]","[0,0]",[18595],"[3,3,1]","[0.8,1.2]",83.612,0
11342,345,19,1500,0,"[97,146]",[20],[291],"",100,[],"[1462,1463]","[0,0]",[18595],"[3,3,1]","[0.8,1.2]",90.543,0
