"rownum","Id","[rid]","[i32]","[i32]","[i32]","Variants","[rid]","[i32]","[rid]","rid","[i32]","[rid]","[i32]","[string]","i32","[rid]","[rid]"
253,"dominating_aura",[],[],[],[],"[""Default""]","[605,606,607]",[18079],[],339,[],[677],[],[],1000,[],[]
254,"explosive_grenade","[2045,2187]",[],[],[],"[""Default"",""ExpodingBaby"",""VaalGuard""]",[],"[18079,63272,34552]",[337],339,[],"[681,682]",[],[],1000,[],[]
255,"flash_grenade","[2048,2190]",[],[262],[],"[""Default""]",[],[18079],[340],339,[],[683],[],[],1000,[],[]
256,"toxic_grenade","[2049,2191,2053,2054]",[],[],[],"[""Default""]",[],[18079],[341],339,[],[684],[],[],1000,[],[]
257,"oil_grenade","[2050,2192]",[],[],[],"[""Default"",""VaalGuard""]",[],"[18079,34552]",[342],339,[],"[685,686]",[],[],1000,[],[]
258,"fire_grenade","[2052,2194]",[],[],[],"[""Default""]",[],[18079],[344],339,[],[687],[],[],1000,[],[]
259,"shock_grenade","[2529,2530]",[],[],[],"[""Default"",""Doryani""]",[],"[18079,38415]",[400],339,[],[688],[],[],1000,[],[]
260,"summon_skeletons",[],[],[],[],"[""Default""]",[],[18079],[],339,"[12,0,0,0,13,0,0,0]","[280,281,282,283,284,285,286,287]",[],[],1000,[],[]
261,"bone_offering",[2055],[],[266],[],"[""Default""]",[647],[18079],[],339,[26],[162],[],[],1000,[],[]
262,"pain_offering",[2056],[],[268],[],"[""Default""]",[649],[18079],[],339,[28],[690],[],[],1000,[],[]
263,"revive_minion",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[689],[],[],1000,[],[]
264,"rage",[],[],[],[],"[""Default""]",[608],[18079],[],18470,[],[],[],[],1000,[],[]
265,"broken_armour_debuff","[2059,2062]",[],[263],[],"[""Default""]",[611],[18079],[],18476,[],[],[],[],1000,[],[]
266,"armour_fully_broken_consumed",[2065],[],[],[],"[""Default""]",[],[18079],[],18480,[],[],[],[],1000,[],[]
267,"resonating_slam","[2068,2069]",[],[],[],"[""Default""]",[],[18079],[],339,[],[695],[],[],1000,[],[]
268,"sniper_gas_shot","[2305,2195,2306,2307]",[],[],[],"[""Default""]",[],[18079],[345],339,[],[697],[],[],1000,[],[]
269,"death_storm",[2070],[],[],[],"[""Default""]",[],[18079],[],339,[],[698],[],[],1000,[],[]
270,"bombadier_destructive_link",[2071],[],[316],[],"[""Default""]",[],[18079],[],339,[],[700],[],[],1000,[],[]
271,"ice_bind",[],[140],[],[],"[""Default""]",[],[18079],[],339,[],[699],[],[],1000,[],[]
272,"wind_palm","[2073,2074,2075]",[],[],[],"[""Default""]",[614],[18079],[],339,[],[702],[],[],1000,[],[]
273,"wind_palm_projectile",[2312],[],[],[],"[""Default""]",[],[18079],[350],339,[],"[703,704]",[],[],1000,[],[]
274,"command_minion",[2076],[],[],[],"[""Default""]",[],[18079],[],339,[],[694],[],[],1000,[],[]
275,"charged_staff",[2080],[],[],[],"[""Default""]",[],[18079],[],339,[],"[705,706]",[],[],1000,[],[]
276,"rolling_magma","[2081,2085]",[],[],[],"[""Default"",""Concoction"",""Harbinger""]",[],"[18079,15756,41619]",[346],339,[],[707],[],[],1000,[],[]
277,"charged_strike","[2089,2090,2091]",[],[272],[],"[""Default""]",[],[18079],[],339,[],[708],[],[],1000,[],[]
278,"tempest_bell","[2094,2096]",[145],[],[36],"[""Default"",""Breachlord""]","[615,617,619]","[18079,56473]",[],339,[],[709],[],[],1000,[],[]
279,"generic_minion_command",[2076],[],[],[],"[""Default""]",[],[18079],[],339,[],[710],[],[],1000,[],[]
280,"ice_ambush","[2098,2099,2100]",[],[],[38],"[""Default""]",[],[18079],[],339,[],"[711,712]",[],[],1000,[],[]
281,"bone_spike","[2319,2321]",[],[323],[],"[""Default""]",[],[18079],[351],339,[],[713],[],[],1000,[],[]
282,"ring_of_bone","[2715,2717]",[],[],[],"[""Default""]",[641],[18079],[],339,[],[714],[],[],1000,[],[]
283,"contagion","[2101,2107]",[],"[296,0,0]",[],"[""Default"",""Arcane"",""Celestial"",""Sunprism"",""Scientist"",""Project""]","[621,627]","[18079,47901,27572,52008,64816,55295]",[],339,[],[228],[],[],1000,[],[]
284,"consume_corpse",[2114],[],[275],[],"[""Default""]",[],[18079],[],339,[],[715],[],[],1000,[],[]
285,"bone_cone",[2112],[],[273],[],"[""Default""]",[],[18079],[],339,[20],[716],[],[],1000,[],[]
286,"poison_burst_arrow",[2117],[],[],[],"[""Default""]",[],[18079],[353],339,[],[718],[],[],1000,[],[]
287,"power_siphon","[2115,2116]",[],[276],[],[],[],[],[],339,[],[92],[],[],1000,[],[]
288,"shocking_arrow","[2118,2119]",[],[],[56],"[""Default"",""Faridun""]",[],"[18079,7062]",[354],339,[],[720],[],[],1000,[],[]
289,"ripwire_arrow",[2143],[],[],[],"[""Default""]",[],[18079],[362],339,[],[721],[],[],1000,[],[]
290,"lightning_rod_rain","[2122,2123]",[],[],[39],"[""Default"",""Faridun""]",[],"[18079,7062]",[356],339,[],[722],[],[],1000,[],[]
291,"gas_cloud_arrow","[2049,2191,2053,2054]",[],[],[],"[""Default""]",[],[18079],[375],339,[],[723],[],[],1000,[],[]
292,"greater_fireball",[2135],[],[],[],"[""Default""]",[],[18079],"[358,359]",339,[],[726],[],[],1000,[],[]
293,"solar_orb","[2137,2138]",[],[],[46],"[""Default"",""DemonicFire""]",[639],"[18079,49438]",[],339,[],[725],[],[],1000,[],[]
294,"plague_bearer_nova",[2141],[],[295],[],"[""Default""]",[],[18079],[],339,[],[728],[],[],1000,[],[]
295,"channel_shield_charge","[2267,2268,2269,2270]",[],[293],[],"[""Default""]",[],[18079],[],339,[],[10],[],[],1000,[],[]
296,"electrocuting_arrow",[],[],[],[],"[""Default"",""Faridun""]",[656],"[18079,7062]",[364],339,[],[729],[],[],1000,[],[]
297,"shatter","[2142,2311]",[],[],[],"[""Default""]",[],[18079],[],339,[],[730],[],[],1000,[],[]
298,"rain_of_arrows_new","[1307,2177,1326]",[],[],[],"[""Default""]",[],[18079],[366],339,[],[724],[],[],1000,[],[]
299,"perfect_strike","[2259,2261,2262,2260]",[],[291],[],"[""Default""]",[],[18079],[],339,[],[731],[],[],1000,[],[]
300,"channelled_snipe",[2506],[],[383],[],"[""Default""]",[],[18079],[363],339,[],[433],[],[],1000,[],[]
301,"lightning_warp","[2144,2162,2150,2156,2179,2168]",[],[],[],"[""Default""]",[],[18079],[],339,[],[73],[],[],1000,[],[]
302,"empower_barrage","[2182,2183]",[],[],[],"[""Default""]","[633,634]",[18079],[],339,[],[156],[],[],1000,[],[]
303,"shield_block",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[732],[],[],1000,[],[]
304,"parry",[2614],[],[460],[],"[""Default""]",[701],[18079],[],22581,[],[899],[],[],1000,[],[4]
305,"detonating_arrow","[2174,2175]",[],[],[],"[""Default""]",[],[18079],[],339,[],[717],[],[],1000,[],[]
306,"shield_drum",[2176],[],[],[],"[""Default""]",[],[18079],[],339,[],[733],[],[],1000,[],[]
307,"mana_remnants",[2178],[144],[319],[],"[""Default""]",[635],[18079],[],339,[],[734],[],[],1000,[],[]
308,"poisonbloom_arrow",[2180],[],[],[41],[],[],[],[367],339,[],[719],[],[],1000,[],[]
309,"summon_meta_totem_slams","[2569,2568,2570]",[],[],[],"[""Default""]",[],[18079],[],339,[22],[468],[],[],1000,[],[]
310,"summon_meta_totem_axes","[2569,2568,2570]",[],[],[],"[""Default""]",[],[18079],[],339,[22],[469],[],[],1000,[],[]
311,"igneous_shield",[],[],[],[],"[""Default""]","[636,637,638]",[18079],[],339,[],[735],[],[],1000,[],[]
312,"igneous_shield_explosion",[2196],[],[],[],[],[],[],[],339,[],[736],[],[],1000,[],[]
313,"flameblast","[2197,2248,2198,2199,2200]",[],[278],[],"[""Default"",""DemonicFire""]",[],"[18079,49438]",[],339,[],"[149,150,152,151,153,154,165,166]",[],[],1000,[],[]
314,"greater_frostbolt",[2250],[],[],[],"[""Default""]",[],[18079],[368],339,[],[239],[],[],1000,[],[]
315,"totem_shockwave","[2569,2568,2570]",[],[],[],"[""Default""]",[],[18079],[],339,[],[760],[],[],1000,[],[]
316,"totem_shockwave_quake","[2256,2257,2258]",[],[],[],"[""Default""]",[],[18079],[],339,[],[762],[],[],1000,[],[]
317,"freezing_shards",[],[],[],[],"[""Default""]",[],[18079],[373],339,[],[761],[],[],1000,[],[]
318,"poison_vine_arrow","[1307,2271,1326]",[143],[294],[42],"[""Default""]",[],[18079],[374],339,[],[763],[],[],1000,[],[]
319,"summon_rhoa_mount",[],[],[],[],"[""Default""]",[],[18079],[],339,[23],[764],[],[],1000,[],[]
320,"plague_burst",[2272],[],[],[],"[""Default""]",[],[18079],[],339,[],[765],[],[],1000,[],[]
321,"detonate_dead","[2276,2279,2273,2282]",[],[314],[],"[""Default""]",[],[18079],[],339,[],"[25,26]",[],[],1000,[],[]
322,"corpse_cloud","[2049,2191,2053,2054]",[],[315],[],"[""Default""]",[],[18079],[],339,[],[766],[],[],1000,[],[]
323,"raging_spirits",[],[],[],[],"[""Default""]",[],[18079],[],339,[1],[767],[],[],1000,[],[]
324,"skeleton_mage_minion_frostbolt","[2285,2286]",[],[],[],"[""Default""]",[],[18079],[308],339,[],[768],[],[],1000,[],[]
325,"triggered_elemental_discharge","[2287,2288,2289]",[],[],[],"[""Default""]",[],[18079],[],339,[],[769],[],[],1000,[],[]
326,"triggered_fiery_death",[2301],[],[320],[],"[""Default""]",[],[18079],[],339,[],[770],[],[],1000,[],[]
327,"spear_storm","[2290,2632,2633,2674,2675]",[],[],[44],"[""Default"",""Celestial""]",[676],"[18079,27572]",[417],339,[],[772],[],[],1000,[],[]
328,"raise_zombie",[],[],[317],[],"[""Default""]",[],[18079],[],339,[],[39],[],[],1000,[],[]
329,"hex_blast","[2296,2297]",[],[318],[],"[""Default""]",[],[18079],[],339,[],[457],[],[],1000,[],[]
330,"remote_spear_mine","[2298,2299,2300]",[],[],[59],"[""Default""]",[],[18079],[407],339,[],[773],[],[],1000,[],[]
331,"knockback_wave",[2302],[],[],[],"[""Default""]",[],[18079],[],339,[],[774],[],[],1000,[],[]
332,"lightning_bolt",[2303],[],[],[],"[""Default""]",[],[18079],[],339,[],"[646,274,647]",[],[],1000,[],[]
333,"spear_wind_vortex",[2313],[],[],[],"[""Default""]",[],[18079],[],339,[],[775],[],[],1000,[],[]
334,"spear_lightning_warp",[2308],[],[],[],"[""Default""]",[],[18079],[],339,[],[777],[],[],1000,[],[]
335,"pinned",[],[162],[],[],"[""Default"",""RingOfBones"",""RipWire"",""Jade"",""RingOfBonesSanguine""]",[641],"[18079,56326,3564,49578,48337]",[],19022,[],[],[],[],1000,[],[]
336,"wind_dancer",[2309],[],[],[],"[""Default""]",[],[18079],[],339,[],"[778,779]",[],[],1000,[],[]
337,"triggered_mana_flare",[2310],[],[],[],"[""Default""]",[],[18079],[],339,[],[780],[],[],1000,[],[]
338,"ritual_of_power",[2314],[147],[321],[],"[""Default""]",[646],[18079],[],339,[],[781],[],[],1000,[],[]
339,"oshabi_orb_projectile",[],[],[],[],"[""Default"",""CarnivorousPlant""]",[],"[18079,44924]","[376,378]",339,[],[447],[],[],1000,[],[]
340,"power_offering","[2315,2316]",[148],"[322,0]",[],"[""Default""]",[673],[18079],[],339,[30],[782],[],[],1000,[],[]
341,"dark_effigy_projectile","[2325,2326]",[],[328],[],"[""Default""]",[],[18079],"[380,381]",339,[],[784],[],[],1000,[],[]
342,"soul_offering",[2055],[],[266],[],"[""Default""]",[],[18079],[],339,[26],[691],[],[],1000,[],[]
343,"dark_offering",[2055],[],[266],[],"[""Default""]",[],[18079],[],339,[26],[692],[],[],1000,[],[]
344,"grave_offering",[2055],[],[266],[],"[""Default""]",[],[18079],[],339,[26],[693],[],[],1000,[],[]
345,"ice_bomb","[2323,2324]",[],[],[],"[""Default""]",[],[18079],[],339,[],[786],[],[],1000,[],[]
346,"grim_feast","[2327,2328]",[],"[349,0,0]",[],"[""Default""]",[651],[18079],[],339,[],[787],[],[],1000,[],[]
347,"create_illusion",[],[],"[352,0]",[],"[""Default""]",[],[18079],[],339,[],[672],[],[],1000,[],[]
348,"cast_on_minion_death","[2329,2330]",[],[353],[],"[""Default""]",[],[18079],[],339,[],[789],[],[],1000,[],[]
349,"brutus_ground_slam","[2331,2337]",[],[],[],"[""Default"",""Molten"",""Lightning"",""Acolyte"",""Mastodon"",""BitterGuy""]",[],"[18079,19877,41050,31443,45872,30428]",[],339,[],[172],[],[],1000,[],[]
350,"scavenged_plate",[],[],[354],[],"[""Default""]","[652,653]",[18079],[],339,[],[790],[],[],1000,[],[]
351,"dash_attack_to_target",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[791],[],[],1000,[],[]
352,"mana_drain",[],[150],"[367,0]",[],"[""Default""]",[],[18079],[],339,[],[793],[],[],1000,[],[]
353,"bone_blast",[2343],[],[380],[],"[""Default""]",[],[18079],[],339,[],[794],[],[],1000,[],[]
354,"blink_reservation",[],[],[],[],"[""Default""]",[654],[18079],[],339,[],[795],[],[],1000,[],[]
355,"blink",[],[],"[379,0]",[],"[""Default""]",[],[18079],[],339,[],[796],[],[],1000,[],[]
356,"incinerate_player",[2345],[],[],[],"[""Default"",""DemonicFire""]",[],"[18079,49438]",[],339,[],[797],[],[],1000,[],[]
357,"molten_blast","[2347,2348]",[],[],[],"[""Default""]",[],[18079],"[382,383]",339,[],[798],[],[],1000,[],[]
358,"cast_aura_crit_against_enemy","[2378,2379]",[],[],[],"[""Default""]",[],[18079],[],339,[],[799],[],[],1000,[],[]
359,"volatile_dead","[2351,2357]",[],[355],[],"[""Default"",""Monster"",""Stygian"",""Chaos"",""Void"",""Darkwood""]",[],"[18079,1567,39541,38322,9203,12926]",[],339,[32],"[305,306]",[],[],1000,[],[]
360,"hydra",[],[],[],[],"[""Default""]",[655],[18079],[],339,[38],[800],[],[],1000,[],[]
361,"hammer_of_the_gods","[2363,2364,2365,2468,2469]",[],[],[],"[""Default""]",[],[18079],[],339,[],[801],[],[],1000,[],[]
362,"living_bomb_player","[2366,2367,2368]",[],[],[],"[""Default""]",[],[18079],[],339,[],[802],[],[],1000,[],[]
363,"channel_stampede","[2369,2370,2467,2566]",[],[],[],"[""Default""]",[],[18079],[],339,[],[803],[],[],1000,[],[]
364,"shield_barricade","[2470,2471]",[],[],[45],"[""Default""]",[],[18079],[],339,[],[804],[],[],1000,[],[]
365,"shielding_cry","[2371,2372]",[],[369],[],"[""Default""]",[662],[18079],[],339,[],[805],[],[],1000,[],[]
366,"shielding_cry_shockwave",[2373],[],[],[],"[""Default""]",[],[18079],[],339,[],[806],[],[],1000,[],[]
367,"blazing_cluster",[2374],[],[429],[],"[""Default"",""DemonicFire""]",[],"[18079,49438]",[386],339,[],"[807,808]",[],[],1000,[],[]
368,"discipline","[2376,2377]",[],[],[],"[""Default""]",[],[18079],[],339,[],[99],[],[],1000,[],[]
369,"purity","[2380,2381]",[],[],[],"[""Default""]",[],[18079],[],339,[],"[141,142,143,97,376]",[],[],1000,[],[]
370,"ancestral_cry","[2455,2463,1950]",[151],[370],[],"[""Default"",""Celestial"",""CryWolf""]",[658],"[18079,27572,26782]",[311],339,[],"[442,443]",[],[],1000,[],[]
371,"power_shot",[],[],[],[],"[""Default""]",[],[18079],[318],339,[],"[537,756]",[],[],1000,[],[]
372,"burst_shot",[],[],[],[],"[""Default"",""Incendiary"",""ArmourPiercing"",""Freezing"",""Stormblast""]",[],"[18079,33755,4999,41369,51008]",[],339,[],[600],[],[],1000,[],[]
373,"siege_cascade",[2040],[],[],[],"[""Default""]",[],[18079],[324],339,[],[546],[],[],1000,[],[]
374,"rapid_shot",[],[],[],[],"[""Default""]",[],[18079],[330],339,[],[591],[],[],1000,[],[]
375,"power_shot_incendiary",[2472],[],[],[],"[""Default""]",[],[18079],[319],339,[],[538],[],[],1000,[],[]
376,"power_shot_piercing",[2473],[],[],[],"[""Default""]",[],[18079],[320],339,[],[540],[],[],1000,[],[]
377,"power_shot_permafrost","[2474,2475]",[],[],[35],"[""Default""]",[],[18079],[321],339,[],[542],[],[],1000,[],[]
378,"power_shot_stormblast","[2476,2477,2655]",[],[],[],"[""Default"",""Doryani""]",[],"[18079,38415]",[322],339,[],[544],[],[],1000,[],[]
379,"burst_shot_incendiary",[],[],[],[],"[""Default""]",[],"[18079,23384]",[389],339,[],[601],[],"[""IncendiaryMonster""]",1000,[],[]
380,"burst_shot_piercing",[2480],[],[],[],"[""Default""]",[],"[18079,21234]",[391],339,[],[603],[],"[""ArmourPiercingMonster""]",1000,[],[]
381,"burst_shot_permafrost",[],[],[],[],"[""Default""]",[],[18079],[393],339,[],[605],[],[],1000,[],[]
382,"burst_shot_stormblast",[2656],[137],[],[],"[""Default"",""Doryani""]",[],"[18079,38415]",[394],339,[],[607],[],[],1000,[],[]
383,"siege_cascade_incendiary",[2481],[],[],[],"[""Default""]",[],[18079],[325],339,[],[547],[],[],1000,[],[]
384,"siege_cascade_piercing","[2487,2481,2485]",[],[],[],"[""Default""]",[],[18079],[325],339,[],"[549,428]",[],[],1000,[],[]
385,"siege_cascade_permafrost",[2483],[],[],[],"[""Default""]",[],[18079],[327],339,[],[551],[],[],1000,[],[]
386,"siege_cascade_stormblast","[2484,2491,2618]",[],[],[53],"[""Default"",""Doryani""]",[],"[18079,38415]",[328],339,[],[553],[],[],1000,[],[]
387,"rapid_shot_incendiary",[],[],[270],[],"[""Default""]",[],[18079],[331],339,[],[592],[],[],1000,[],[]
388,"rapid_shot_piercing",[],[],[],[],"[""Default""]",[],[18079],[333],339,[],[594],[],[],1000,[],[]
389,"rapid_shot_permafrost","[2038,2039]",[],[],[63],"[""Default""]",[],[18079],[334],339,[],[596],[],[],1000,[],[]
390,"rapid_shot_stormblast","[2489,2654]",[],[],[],"[""Default"",""Doryani""]",[],"[18079,38415]",[335],339,[],[598],[],[],1000,[],[]
391,"armour_explosion",[2496],[],[],[],"[""Default""]",[],[18079],[],339,[],[810],[],[],1000,[],[]
392,"ice_strike","[2498,2499]",[155],"[374,0,0,0,375]",[],"[""Default""]",[],[18079],[],339,[],[610],[],[],1000,[],[]
393,"stomping_ground_shockwave",[2500],[],[],[],"[""Default""]",[],[18079],[],339,[],[812],[],[],1000,[],[]
394,"life_remnants",[2503],[156],[382],[],"[""Default""]",[663],[18079],[],339,[],[813],[],[],1000,[],[]
395,"trick_shot",[2504],[158],[],[],"[""Default"",""Faridun""]",[],"[18079,7062]",[396],339,[],[814],[],[],1000,[],[]
396,"sigil_of_power",[],[],[],[48],"[""Default"",""Divine""]",[664],"[18079,29263]",[],339,[],[450],[],[],1000,[],[]
397,"summon_mercenary_companion",[],[],[],[],"[""Default""]",[],[18079],[],339,[39],[680],[],[],1000,[],[]
398,"summon_meta_demon_caster",[],[],[],[],"[""Default""]",[],[18079],[],339,[40],[533],[],[],1000,[],[]
399,"soulbreaker",[2507],[],[],[],"[""Default""]",[],[18079],[],339,[],[819],[],[],1000,[],[]
400,"vaulting_impact",[2508],[],[],[],"[""Default"",""Breachlord""]",[],"[18079,56473]",[],339,[],[815],[],[],1000,[],[]
401,"storm_wave",[2510],[],[],[],[],[],[],[],339,[],[816],[],[],1000,[],[]
402,"viper_napuatzi_lightning_spear",[],[],[],[],[],[],[],"[398,399]",339,[],[826],[],[],1000,[],[]
403,"mantra_of_destruction",[2553],[160],"[384,0,0]",[],"[""Default"",""Breachlord""]",[],"[18079,56473]",[],339,[],[817],[],[],1000,[],[]
404,"war_banner","[2520,2523]",[],[],[50],"[""Default""]",[],[18079],[],339,[],[827],[],[],1000,[],[]
405,"defiance_banner","[2521,2524]",[],[],[51],"[""Default""]",[],[18079],[],339,[],[828],[],[],1000,[],[]
406,"dread_banner","[2522,2525]",[],[],[52],"[""Default""]",[],[18079],[],339,[],[829],[],[],1000,[],[]
407,"snipers_mark",[],[],[],[],"[""Default""]",[666],[18079],[],339,[],[70],[],[],1000,[],[]
408,"freezing_mark",[2512],[],[],[],"[""Default""]",[667],[18079],[],339,[],"[830,831]",[],[],1000,[],[]
409,"thaumaturgist_mark",[2513],[],[],[],"[""Default"",""Faridun""]",[668],"[18079,7062]",[],339,[],"[832,833]",[],[],1000,[],[]
410,"dazed",[],[],[390],[],"[""Default""]",[670],[18079],[],19883,[],[],[],[],1000,[],[]
411,"hand_of_chayula","[2515,2516]",[],[],[],"[""Default""]",[],[18079],[],339,[],[835],[],[],1000,[],[]
412,"summon_infernal_familiar",[],[],[],[],"[""Default""]",[],[18079],[],339,[41],[536],[],[],1000,[],[]
413,"plague_bearer","[944,947,950,953]",[],[277],[],"[""Default"",""Stygian""]","[396,400,404,408]","[18079,39541]",[],339,[],[727],[],[],1000,[],[3]
414,"advancing_strike","[2518,2519]",[],[],[],"[""Default""]",[],[18079],[],339,[],[527],[],[],1000,[],[]
415,"war_banner_reservation",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[841],[],[],1000,[],[]
416,"defiance_banner_reservation",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[842],[],[],1000,[],[]
417,"dread_banner_reservation",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[843],[],[],1000,[],[]
418,"time_of_need",[],[],"[392,0,0]",[],"[""Default""]",[],[18079],[],339,[],[844],[],[],1000,[],[]
419,"elemental_invocation","[2024,2025]",[],[257],[],"[""Default""]","[709,603]",[18079],[],339,[],[847],[],[],1000,[],[]
420,"attrition","[2540,2541]",[],[413],[],"[""Default""]",[],[18079],[],339,[],[849],[],[],1000,[],[]
421,"elemental_conflux","[2533,2534,2535]",[],[398],[],"[""Default""]",[],[18079],[],339,[],[850],[],[],1000,[],[]
422,"breach_walk","[2526,2527,2528,2555]","[170,0,0]","[395,0,0]",[],"[""Default""]",[],[18079],[],339,[],[848],[],[],1000,[],[]
423,"emergency_reload",[],[],"[411,0]",[],"[""Default""]",[],[18079],[],339,[],[851],[],[],1000,[],[]
424,"time_stop",[2536],[],[],[],"[""Default""]",[],[18079],[],339,[],[839],[],[],1000,[],[]
425,"cluster_grenade","[2537,2538,2539]",[],[],[],"[""Default""]",[],[18079],"[402,403]",339,[],"[852,853]",[],[],1000,[],[]
426,"charge_mastery",[],[],[400],[],"[""Default""]",[],[18079],[],339,[],[856],[],[],1000,[],[]
427,"shard_despoiler",[2552],[],"[406,0]",[],"[""Default""]",[],[18079],[],339,[],[857],[],[],1000,[],[]
428,"summon_totem_defender",[],[157],[428],[],"[""Default""]",[],[18079],[],339,[],[846],[],[],1000,[],[]
429,"affliction_split",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[858],[],[],1000,[],[]
430,"overwhelming_pressure",[],[],[407],[],"[""Default""]",[716],[18079],[],339,[],[861],[],[],1000,[],[]
431,"alchemist_boon",[],[],"[408,0,0]",[],"[""Default""]",[],[18079],[],339,[],"[862,863]",[],[],1000,[],[]
432,"melee_kill_invocation","[2026,2027]",[],[258],[],"[""Default""]","[710,604]",[18079],[],339,[],[864],[],[],1000,[],[]
433,"harvester",[],[],[414],[],"[""Default""]",[],[18079],[],339,[],[865],[],[],1000,[],[]
434,"archmage",[],[],[415],[],"[""Default""]",[],[18079],[],339,[],[866],[],[],1000,[],[]
435,"magnetic_salvo","[2556,2557]",[],[],[],"[""Default"",""Faridun""]",[],"[18079,7062]",[404],339,[],[868],[],[],1000,[],[]
436,"freezing_salvo",[2560],[],[],[],"[""Default""]",[],[18079],[406],339,[],[869],[],[],1000,[],[]
437,"triggered_gas_cloud","[2049,2191,2053,2054]",[],[],[],"[""Default""]",[],[18079],[],339,[],[870],[],[],1000,[],[]
438,"triggered_detonation",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[871],[],[],1000,[],[]
439,"berserk",[],[],[422],[],"[""Default""]",[],[18079],[],339,[],[872],[],[],1000,[],[]
440,"herald_of_agony",[],[],[425],[],"[""Default""]",[336],[18079],[],339,[],[873],[],[],1000,[],[]
441,"herald_of_blood","[2625,2626]",[],"[423,0]",[],"[""Default""]",[677],[18079],[],339,[],[874],[],[],1000,[],[]
442,"withering_presence",[],[],[421],[],"[""Default""]",[],[18079],[],339,[],[875],[],[],1000,[],[]
443,"combat_frenzy",[],[],[418],[],"[""Default""]",[],[18079],[],339,[],[876],[],[],1000,[],[]
444,"cast_on_block","[2561,2562]",[],[419],[],"[""Default""]",[],[18079],[],339,[],[877],[],[],1000,[],[]
445,"gathering_storm","[2563,2564]",[],[420],[],"[""Default""]",[],[18079],[],339,[],[878],[],[],1000,[],[]
446,"ghost_dance",[],[],[426],[],"[""Default""]",[672],[18079],[],339,[],[673],[],[],1000,[],[]
447,"unique_delirium_flask",[2567],[],[427],[],"[""Default""]",[],[18079],[],339,[],[],[],[],1000,[],[]
448,"aegis","[2571,2578,2585]",[],[],[],"[""Fire"",""Cold"",""Elemental"",""Lightning"",""Physical"",""Primal"",""SorceryWard""]",[],"[45142,13381,47704,41050,5926,30792,48628]",[],339,[],[811],[],[],1000,[],[]
449,"rapid_assault","[2592,2593,2658,2679]",[],[],[],"[""Default""]",[],[18079],[],339,[],[525],[],[],1000,[],[]
450,"whriling_slash",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[530],[],[],1000,[],[]
451,"triggered_bone_shrapnel",[2597],[],[],[],"[""Default""]",[],[18079],[],339,[],[882],[],[],1000,[],[]
452,"infusing_strike","[2697,2647,2648,2649]",[],"[431,0,0]",[],"[""Default""]",[],[18079],[],339,[],[776],[],[],1000,[],[]
453,"ritual_sacrifice",[2598],[],"[453,0,0]",[],[],[],[],[],339,[],[880],[],[],1000,[],[]
454,"spear_discharge","[2600,2599,2601]",[],"[442,0,0]",[],"[""Default""]",[],[18079],[408],339,[],[890],[],[],1000,[],[]
455,"triggered_titanic_arrows",[2497],[],[],[],"[""Default""]",[],[18079],[],339,[],[888],[],[],1000,[],[]
456,"windstorm","[2594,2595,2630,2631,2670,2671,2672,2673]",[],[],[58],"[""Default""]",[675],[18079],[],339,[],[],[],[],1000,[],[]
457,"windstorm_lance",[2596],[],[],[],"[""Default""]",[],[18079],[409],339,[],[891],[],[],1000,[],[]
458,"serpent_spear","[2602,2627,2603]",[],[],[],"[""Default""]",[],[18079],[],339,[],[892],[],[],1000,[],[]
459,"blood_hunt",[2617],[],[],[],"[""Default""]",[],[18079],[],339,[],[893],[],[],1000,[],[]
460,"triggered_haemocrystals",[2606],[],[],[],"[""Default""]",[],[18079],[],339,[],[886],[],[],1000,[],[]
461,"overcharged_spear",[2703],[167],[],[60],"[""Default""]",[],[18079],[410],339,[],[898],[],[],1000,[],[]
462,"triggered_caltrops","[2636,2637]",[],[],[61],"[""Default""]",[],[18079],[413],339,[],[884],[],[],1000,[],[]
463,"triggered_caltrops_on_dodge","[2636,2637]",[],[],[61],"[""Default""]",[],[18079],[414],339,[],[885],[],[],1000,[],[]
464,"triggered_battershout_explosion",[2607],[],[],[],"[""Default""]",[],[18079],[],339,[],[883],[],[],1000,[],[]
465,"triggered_spiked_gauntlets",[2608],[],[],[],"[""Default""]",[],[18079],[],339,[],[887],[],[],1000,[],[]
466,"instability",[2609],[],[],[],"[""Default""]",[],[18079],[],339,[],[],[],[],1000,[],[]
467,"solaris_spear","[2621,2622,2623,2624]",[],[],[],"[""Default""]",[],[18079],[],339,[],[897],[],[],1000,[],[]
468,"extract_elements","[2610,2611,2612,2613]",[],"[434,0,0,0]",[],"[""Default""]",[],[18079],[],339,[],[901],[],[],1000,[],[]
469,"summon_beast",[],[168],[],[],"[""Default""]","[700,699,695]",[18079],[],339,[],[902],[],[],1000,[],[]
470,"tame_beast",[],[168],[450],[],"[""Default""]","[694,695,696]",[18079],[],339,[],[896],[],[],1000,[],[]
