"rownum","Id","Label","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","DamageIncrementalEffectiveness","IgnoredStats","bool"
3332,"EASArchnemesisHexPoleSpawnerCurseZone","",[],[],[],1,0.055,0,[],""
3333,"EAASanctumRinSnipe","","[6906,6907]",[1911],[-25],1,0.1,0,[],""
3334,"EAASanctumDanaiSweep","",[],[],[],1,0.1,0,[],""
3335,"EAASanctumSpinningSlam","","[6906,6907,11881]","[1911,1228]","[-25,15]",1,0.1,0,[],""
3336,"EASSanctumGargoyleFlameBreath","","[6906,6907,11881]",[649],[-40],1,0.1,0,[],""
3337,"EASManorGargoyleFlameBreath","","[6906,6907,11881]",[649],[-40],1,0.055,0,[],""
3338,"EASAncestralBoarCorpseFeed","",[11881],[649],[-95],1,0.055,0,[],""
3339,"EASAncestralBattlehornAllyRevive","",[11881],[649],[-90],1,0.055,0,[],""
3340,"EAAAncestralHulkSlam","",[11881],[649],[-40],1,0.055,0,[],""
3341,"EASJungleMonkeyTaunt","",[11881],[],[],1,0.055,0,[],""
3342,"EASCannibalThrowSpear","",[11881],[],[],1,0.055,0,[],""
3343,"EASSwarmHostDroneSpawn","","[11881,12817]",[],[],1,0.055,0,[],""
3344,"EAAQuadrillaThrow","",[11881],[],[],1,0.055,0,[],""
3345,"EASSavageWeaponFire","",[11881],[649],[-85],1,0.055,0,[],""
3346,"EAABlackJawTripleSlam","","[11881,6905,6906,6907]",[17524],[30],1,0.055,0,[],""
3347,"EAABlackJaw2TripleSlam","","[11881,6905,6906,6907]",[17524],[30],1,0.055,0,[],""
3348,"EASBlackJawFireBreathLacerate","","[11881,6907,6906,16858,16859]",[17524],[50],1,0.055,0,[],""
3349,"EASBlackJaw2FireBreathLacerate","","[11881,6907,6906,16858,16859]",[17524],[50],1,0.055,0,[],""
3350,"EASBlackJawFireBreathSpin","",[11881],[17524],[20],1,0.055,0,[],""
3351,"EASBlackJaw2FireBreathSpin","",[11881],[17524],[20],1,0.055,0,[],""
3352,"EASBlackJawFireBreathR","",[11881],[649],[-50],1,0.055,0,[],""
3353,"EASBlackJaw2FireBreathR","",[11881],[649],[-50],1,0.055,0,[],""
3354,"EASBlackJawFireBreathL","",[11881],[649],[-50],1,0.055,0,[],""
3355,"EASBlackJaw2FireBreathL","",[11881],[649],[-50],1,0.055,0,[],""
3356,"EAAQuadrillaBossCleaveLeft","","[605,18634,18621]","[17524,2641]","[4,150]",1,0.055,0,[],""
3357,"EAAQuadrillaBossCleaveRight","","[605,18634,18621]","[17524,2641]","[4,150]",1,0.055,0,[],""
3358,"EAAQuadrillaBossSpin","","[605,18634,18621]","[17524,2641]","[16,150]",1,0.055,0,[],""
3359,"EAAQuadrillaBossSlam","","[605,18634,18621]","[17524,2641]","[8,150]",1,0.055,0,[],""
3360,"EASTigerChimeralDodgeLeft","",[11881],[],[],1,0.055,0,[],""
3361,"EASTigerChimeralDodgeRight","",[11881],[],[],1,0.055,0,[],""
3362,"EASProwlingShadeNova","",[11881],[],[],1,0.055,0,[],""
3363,"EASUndeadVaalGuardRoar","",[11881],[],[],1,0.055,0,[],""
3364,"EASPatrolEndTurn","","[11881,1919,983]",[],[],1,0.055,0,[],""
3365,"EASSkitterbotTurnAround","","[11881,12817,18169,1919,983]",[],[],1,0.055,0,[],""
3366,"EASSnakeLadyChargedBreath","",[11881],[],[],1,0.055,0,[],""
3367,"EASSnakeLadyChargedBite","",[11881],[],[],1,0.055,0,[],""
3368,"EASSnakeLadyLifeEqualiser","",[11881],[],[],1,0.055,0,[],""
3369,"EASSnakeSuitUp","",[11881],[],[],1,0.055,0,[],""
3370,"EASSnakeRetreat","",[11881],[],[],1,0.055,0,[],""
3371,"EASSpiderMonkeyEmerge1","",[11881],[210],[-20],1,0.055,0,[],""
3372,"EASSpiderMonkeyEmerge2","",[11881],[210],[-20],1,0.055,0,[],""
3373,"EASSpiderMonkeyEmerge3","",[11881],[210],[-20],1,0.055,0,[],""
3374,"EASSpiderMonkeyEmerge4","",[11881],[210],[-20],1,0.055,0,[],""
3375,"EASSpiderMonkeyEmerge5","",[11881],[210],[-20],1,0.055,0,[],""
3376,"EASIgnagdukFirewall","",[11881],[],[],1,0.055,0,[],""
3377,"EAAVaalGuardClawRollLeft","","[2899,1113]",[1228],[70],1,0.055,0,[],""
3378,"EAAVaalGuardClawRollRight","","[2899,1113]",[1228],[70],1,0.055,0,[],""
3379,"EAAVaalGoliathLivingDestabiliser","",[],[],[],1,0.055,0,[],""
3380,"EAAViperSkill1","",[11881],[1228],[70],1,0.055,0,[],""
3381,"EAAViperSkill2","",[11881],[1228],[70],1,0.055,0,[],""
3382,"EASViperSkill5","",[11881],[1228],[70],1,0.055,0,[],""
3383,"EASViperLegionnaireTeleport","",[11881],[649],[-30],1,0.055,0,[],""
3384,"EASViperLegionnaireShieldTurnLeft","",[],[],[],1,0.055,0,[],""
3385,"EASViperLegionnaireShieldTurnRight","",[],[],[],1,0.055,0,[],""
3386,"EASSavageBeastMasterMark","",[],[],[],1,0.055,0,[],""
3387,"EASFishJump","",[11881],[],[],1,0.055,0,[],""
3388,"EASBloodBatherFlameEnrage","",[],[],[],1,0.055,0,[],""
3389,"EASVaalShapeshifterShapeshift","",[11881],[],[],1,0.055,0,[],""
3390,"EASArchitectofTimeGeneric","",[11881],[649],[-35],1,0.055,0,[],""
3391,"EASVaalBloodPriestBodySwap","","[712,983,6905,11881]",[],[],1,0.055,0,[],""
3392,"EAABloodPriestessBloodSlash","",[11881],[1228],[30],1,0.055,0,[],""
3393,"EAABloodPriestessCloneStrike","","[712,983,6905,11881]",[],[],1,0.055,0,[],""
3394,"EASVaalBloodPriestessBodySwap","","[712,983,6905,11881]",[],[],1,0.055,0,[],""
3395,"EASVaalBloodPriestLifeDrain","",[11881],[],[],1,0.055,0,[],""
3396,"EASCauldronCroneVomit","",[11881],[649],[-70],1,0.055,0,[],""
3397,"EASBootyBlasterSoulRelease","",[11881],[649],[-55],1,0.055,0,[],""
3398,"EASCaptainRothSoulMortar","",[11881],[649],[-30],1,0.055,0,[],""
3399,"EASCaptainRothCannonBarrage","",[11881],"[649,2624]","[-30,33]",1,0.055,0,[],""
3400,"EASDoryaniHumanBossCrystalTraps","","[11881,18585]","[18578,18639]","[-100,-100]",1,0.055,0,[],""
3401,"EASMutantBird180Left","","[11881,12817,1919,983]",[],[],1,0.055,0,[],""
3402,"EASMutantBird180Right","","[11881,12817,1919,983]",[],[],1,0.055,0,[],""
3403,"EASMutantBird90Left","","[11881,12817,1919,983]",[],[],1,0.055,0,[],""
3404,"EASMutantBird90Right","","[11881,12817,1919,983]",[],[],1,0.055,0,[],""
3405,"EASMutantBirdSummonDog","","[11881,1919,983]",[],[],1,0.055,0,[],""
3406,"EASMutantBirdSummonDogFirst","","[11881,1919,983]",[],[],1,0.055,0,[],""
3407,"EASRhinoElephantTurn","","[11881,12817,1919,983]",[],[],1,0.055,0,[],""
3408,"EASGreatWhiteOneDive","",[12817],[],[],1,0.055,0,[],""
3409,"EASHunkerSpikes","",[11881],[649],[-78],1,0.055,0,[],""
3410,"EASGoblinGiantBossMultiSlam","",[11881],[649],[-70],1,0.055,0,[],""
3411,"EASGoblinGiantBossMultiStomp","",[11881],[649],[-80],1,0.055,0,[],""
3412,"EASGoblinGiantBossEatSulphite","",[11881],[649],[-80],1,0.055,0,[],""
3413,"EASGoblinGiantBossSulphiteVomit","",[11881],[649],[-60],1,0.055,0,[],""
3414,"EASNecromancerRevive","",[11881],[649],[-40],1,0.055,0,[],""
3415,"EASLeftTurn90","","[11881,12817]",[],[],1,0.055,0,[],""
3416,"EASLeftTurn180","","[11881,12817]",[],[],1,0.055,0,[],""
3417,"EASRightTurn90","","[11881,12817]",[],[],1,0.055,0,[],""
3418,"EASRightTurn180","","[11881,12817]",[],[],1,0.055,0,[],""
3419,"EASGoblinGiantStomp","","[11881,12817]",[],[],1,0.055,0,[],""
3420,"EASSirenBossWaveSmash","",[11881],[649],[-40],1,0.055,0,[],""
3421,"EASSirenBossGeyserChase","",[11881],[],[],1,0.055,0,[],""
3422,"EASKaruiSoulCasterMinionProjectile","",[11881],[],[],1,0.055,0,[],""
3423,"EASSudokuTotemDoEverything","","[11881,12817]",[],[],1,0.055,0,[],""
3424,"EASMedicineWomanSummon","",[11881],[649],[-50],1,0.055,0,[],""
3425,"EASMedicineWomanHeal","",[11881],[],[],1,0.055,0,[],""
3426,"EASParasiteHostCommandProtect","",[],[],[],1,0.055,0,[],""
3427,"EASBloodFeverBloaterPustuleSpread","",[11881],[649],[-50],1,0.055,0,[],""
3428,"EASBloodFeverBloaterRightrousFlier","",[11881],[],[],1,0.055,0,[],""
3429,"EASKaruiHornSlam","",[11881],[649],[-50],1,0.055,0,[],""
3430,"EASTwilightGuardBossAxeToss","",[11881],[],[],1,0.055,0,[],""
3431,"EASTwilightGuardBossBoulderToss","",[11881],[],[],1,0.055,0,[],""
3432,"EASTwilightOfficerWarCryCold","",[11881],[],[],1,0.055,0,[],""
3433,"EASTwilightOfficerFrozenLegion","",[11881],[],[],1,0.055,0,[],""
3434,"EAATwilightKaruiVolcanicSlam","",[11881],[1228],[30],1,0.055,0,[],""
3435,"EASIceHoundBreathStart","",[11881],[],[],1,0.055,0,[],""
3436,"EASIceHoundBreathEnd","",[11881],[],[],1,0.055,0,[],""
3437,"EASIceHoundBreathEndLeft","",[11881],[],[],1,0.055,0,[],""
3438,"EASIceHoundBreathEndRight","",[11881],[],[],1,0.055,0,[],""
3439,"EASRootedStartSpores","",[11881],[649],[-30],1,0.055,0,[],""
3440,"EASCarnivorousPlantPath","",[11881],[],[],1,0.055,0,[],""
3441,"EASFallenGodSplitLeft","",[11881],[],[],1,0.055,0,[],""
3442,"EASFallenGodSplitRight","",[11881],[],[],1,0.055,0,[],""
3443,"EASPerennialKingBeaconToss","",[11881],[649],[-35],1,0.055,0,[],""
3444,"EASCocoonLightingCharge","",[11881],[],[],1,0.055,0,[],""
3445,"EASImperialGraveyardKnightFireSwordSlam","",[11881],[],[],1,0.055,0,[],""
3446,"EASImperialGraveyardKnightLightningSwordCleave","",[11881],[],[],1,0.055,0,[],""
3447,"EASImperialGraveyardKnightPhysSwordFlicker","",[11881],[],[],1,0.055,0,[],""
3448,"EASImperialGraveyardKnightFireSwordDegen","",[11881],[],[],1,0.055,0,[],""
3449,"EASImperialGraveyardKnightMinionSwordSummon","",[11881],[],[],1,0.055,0,[],""
3450,"EASCocoonSporeRelease","",[11881],[649],[-60],1,0.055,0,[],""
3451,"EASBirdFishermanBirdRelease","",[11881],[],[],1,0.055,0,[],""
3452,"EASVaalBossStatueLaserCrisCross","","[11881,983]",[649],[-60],1,0.055,0,[],""
3453,"EASGemlingArcherBossSurroundSnipe","",[11881],[],[],1,0.055,0,[],""
3454,"EASGemlingArcherBossAlleyOfDeathSnipe","",[11881],[],[],1,0.055,0,[],""
3455,"EASPrisonerBossBloodTendrils","",[11881],[],[],1,0.055,0,[],""
3456,"EASPrisonerBossSpearGroundslamMega","",[11881],[],[],1,0.055,0,[],""
3457,"EASIncenseCasterBurst","",[11881],[649],[-50],1,0.055,0,[],""
3458,"EASForsakenSonDoubleLacerate","",[11881],[649],[-50],1,0.055,0,[],""
3459,"EASForsakenSonDoubleSlam","",[11881],[649],[-55],1,0.055,0,[],""
3460,"EASGladiatorPitbullSandToss","",[11881],[649],[-60],1,0.055,0,[],""
3461,"EASBirdBeakSpiral","","[11881,983]",[],[],1,0.055,0,[],""
3462,"EASBirdStorm","",[11881],[],[],1,0.055,0,[],""
3463,"EASMutantBirdSpit","",[11881],[],[],1,0.055,0,[],""
3464,"EAAMutantBirdFaceSmash","",[11881],[],[],1,0.055,0,[],""
3465,"EASPrisonerBossShot","","[11881,12817,6906,6905]",[],[],1,0.055,0,[],""
3466,"EAAMutantBirdPeckVomit","",[11881],[],[],1,0.055,0,[],""
3467,"EASVaalStatueBossSnakeBarrage","","[11881,983]",[649],[-60],1,0.055,0,[],""
3468,"EASVaalStatueBossSnakeBarrageBwd","","[11881,983]",[649],[-60],1,0.055,0,[],""
3469,"EASGoblinArenaBeastCombo","","[11881,6906,6907]",[649],[-83],1,0.055,0,[],""
3470,"EASMagmaHarpyFireToss","",[11881],[649],[-50],1,0.055,0,[],""
3471,"EASIgnagdukBogWitchDrift","",[11881],[],[],1,0.055,0,[],""
3472,"EASVaalStatueBossComboLaser","","[11881,983]",[],[],1,0.055,0,[],""
3473,"EASVaalStatueBossDoubleJab","","[11881,983]",[649],[-80],1,0.055,0,[],""
3474,"EASGoblinDrummerEarthquake","",[11881],[649],[-90],1,0.055,0,[],""
3475,"EAAVolcanicGolemPulse","","[11881,6905]",[1228],[12],1,0.055,0,[],""
3476,"EASPrisonerBossIceGroundPound","",[11881],[],[],1,0.055,0,[],""
3477,"EASPrisonerBossTripleIceSlam","",[11881],[649],[-83],1,0.055,0,[],""
3478,"EASCaptainRothMinionCannonBarrage","",[11881],[],[],1,0.055,0,[],""
3479,"EASMutantBirdDogSadnessTime","","[11881,1919,983]",[649],[-75],1,0.055,0,[],""
3480,"EASPaleCrawlerExplode","",[11881],[649],[-85],1,0.055,0,[],""
3481,"EASGladiatorHornBlow","",[11881],[649],[-60],1,0.055,0,[],""
3482,"EASCrawlerFireGrenades","","[11881,12817,18169,1919,983]",[],[],1,0.055,0,[],""
3483,"EASArenaBeastBossFissureSlams","","[11881,6906,6907]",[],[],1,0.055,0,[],""
3484,"EASBaronBossHowlFogFade","","[11881,6906,6907]",[],[],1,0.055,0,[],""
3485,"EASFallenGodBlasphamy","",[11881],[],[],1,0.055,0,[],""
3486,"EASFallenGodMinibossMinionModification","",[11881],[649],[100],1,0.055,0,[],""
3487,"EAAFountainStatueBossCombo","",[11881],[1228],[40],1,0.055,0,[],""
3488,"EAAExecratusBlackPrinceLacerate","",[11881],[1228],[45],1,0.055,0,[],""
3489,"EASAlvaMachinariumInspect","",[11881],[],[],1,0.055,0,[],""
3490,"EAARatKingSlamForward","",[11881],[],[],1,0.055,0,[],""
3491,"EAARatKingSlamTail","",[11881],[],[],1,0.055,0,[],""
3492,"EASMidwifeSummonBabies1","",[11881],[],[],1,0.055,0,[],""
3493,"EASMidwifeSummonBabies2","",[11881],[],[],1,0.055,0,[],""
3494,"EASDwarvenPipeBossRadialSmoke","",[11881],[],[],1,0.055,0,[],""
3495,"EASDwarvenPipeBossBigSmokeCloud","",[11881],[],[],1,0.055,0,[],""
3496,"EASDwarvenPipeBossSummonMiniboss","",[11881],[],[],1,0.055,0,[],""
3497,"EASDwarvenPipeBossSummonMinions","",[11881],[],[],1,0.055,0,[],""
3498,"EASDwarvenPipeBossSummonSmokeClones","",[11881],[],[],1,0.055,0,[],""
3499,"EAAMidwifeBossScissorCombo1","",[11881],[],[],1,0.055,0,[],""
3500,"EAAMidwifeBossDualWieldCombo1","",[11881],[],[],1,0.055,0,[],""
3501,"EAAMidwifeBossDualWieldCombo2","",[11881],[],[],1,0.055,0,[],""
3502,"EASCreepyHagTeleport","",[11881],[649],[-10],1,0.055,0,[],""
3503,"EASCyclopsBossBallThrow","",[11881],[],[],1,0.055,0,[],""
3504,"EAASlumsFilfthMonsterDoubleSlam","",[11881],[1228],[12],1,0.055,0,[],""
3505,"EAASlumsFilfthMonsterRollSlam","",[11881],[1228],[61],1,0.055,0,[],""
3506,"EAASlumsFilfthMonsterOverheadSlam","",[11881],[1228],[10],1,0.055,0,[],""
3507,"EASBabyBossVomit","",[11881],[],[],1,0.055,0,[],""
3508,"EASFallenGodBossGigaSlam","",[11881],[649],[-50],1,0.055,0,[],""
3509,"EASCerberusDash","",[11881],[],[],1,0.055,0,[],""
3510,"EASBaronBossHumanTransformToCorruptWolf","",[11881],[],[],1,0.055,0,[],""
3511,"EASBaronWolfLeapMid","",[11881],[17524],[40],1,0.055,0,[],""
3512,"EASBaronWolfLeapLong","",[11881],[17524],[80],1,0.055,0,[],""
3513,"EASBaronWolfLeapLong2","",[11881],[17524],[80],1,0.055,0,[],""
3514,"EASVultureRegugitatorCorpseConsume","",[11881],[649],[-90],1,0.055,0,[],""
3515,"EASSkeletalReaperSubmerge","",[11881],[],[],1,0.055,0,[],""
3516,"EASRudjaFlamethrowerLeft","",[11881],[649],[-40],1,0.055,0,[],""
3517,"EASRudjaFlamethrowerRight","",[11881],[649],[-40],1,0.055,0,[],""
3518,"EASExecutionerChangeTo2h","",[11881],[],[],1,0.055,0,[],""
3519,"EAAExecutionerSummonTaunt","",[11881],[],[],1,0.055,0,[],""
3520,"EASExecutionerGuillotineDrop","",[11881],[],[],1,0.055,0,[],""
3521,"EASBaronMinerCorpseToss","","[11881,12817]",[],[],1,0.055,0,[],""
3522,"EASTitanBossLaserBeamRoof","","[12817,11881]",[649],[200],1,0.055,0,[],""
3523,"EASAbsoluteCartnage","",[11881],[],[],1,0.055,0,[],""
3524,"EASTitanFissueSlam","","[12817,11881]",[649],[200],1,0.055,0,[],""
3525,"EASTitanBossWalkRight","",[11881],[],[],1,0.055,0,[],""
3526,"EASTitanBossWalkLeft","",[11881],[],[],1,0.055,0,[],""
3527,"EASInfectedMercArenaTaunt","",[11881],[],[],1,0.055,0,[],""
3528,"EAABaronWolfBloodBallDash","",[11881],[17524],[60],1,0.055,0,[],""
3529,"EAABaronWolfBloodTeleSlam","",[11881],[17524],[60],1,0.055,0,[],""
3530,"EASBaronWolfWerewolfSummon","",[11881],[],[],1,0.055,0,[],""
3531,"EASExectionerReturnTo1h","",[],[],[],1,0.055,0,[],""
3532,"EASAsalaGateCrankPush","","[11881,6905]",[649],[-95],1,0.055,0,[],""
3533,"EAAExecutionerLeapSlam","","[11881,6905]",[],[],1,0.055,0,[],""
3534,"EAACountsGuardRangedBarrage","",[11881],[17524],[50],1,0.055,0,[],""
3535,"EAABaronHumanLacerateSlam","",[11881],[17524],[60],1,0.055,0,[],""
3536,"EASCountEnforcerPullFail","","[11881,12817,19094]",[],[],1,0.055,0,[],""
3537,"EASTitanBossMultiStabRight","","[11881,12817]",[],[],1,0.055,0,[],""
3538,"EASTitanBossHammerFistLeft","","[11881,12817]",[],[],1,0.055,0,[],""
3539,"EASTitanBossHammerFistMid","","[11881,12817]",[],[],1,0.055,0,[],""
3540,"EASTitanBossHammerFistRight","","[11881,12817]",[],[],1,0.055,0,[],""
3541,"EASTitanSweepEndToIdle","","[854,855,11881,4430,6708,12817]",[17524],[100],1,0.055,0,[],""
3542,"EASTitanSweepEndToSlam","","[854,855,11881,4430,6708,12817]",[17524],[100],1,0.055,0,[],""
3543,"EAABaronCorruptWolfBloodTeleSlam","",[11881],[17524],[60],1,0.055,0,[],""
3544,"EASBaronCorruptWolfMoonbeams","",[11881],[],[],1,0.055,0,[],""
3545,"EASBaronCorruptWolfMoonbeamsRed","",[11881],[],[],1,0.055,0,[],""
3546,"EASRudjaFlameSpin","",[],[],[],1,0.055,0,[],""
3547,"EASDrudgeMinerCartJump","",[11881],[],[],1,0.055,0,[],""
3548,"EASMarakethMatriarchMurderMove","",[],[],[],1,0.055,0,[],""
3549,"EASForgeMasterReset","",[11881],[649],[15],1,0.055,0,[],""
3550,"EASForgeBossBrandExplosion","",[11881],"[649,18228]","[-15,25]",12,0.1,0.0175,[],""
3551,"EASVolcanicFissure","",[11881],[17524],[30],1,0.055,0,[],""
3552,"EASDoryaniHumanBossUberFlameblast","","[11881,18585]",[],[],1,0.055,0,[],""
3553,"EASDoryaniHumanBossMultiLightningZap","","[11881,18585]","[18578,18639]","[-50,-25]",1,0.055,0,[],""
3554,"EASGiantSnakeBossFlameBreathStart","","[11881,12817]",[],[],1,0.055,0,[],""
3555,"EASGiantSnakeBossFlameBreathLeftStart","","[11881,12817]",[],[],1,0.055,0,[],""
3556,"EASGiantSnakeBossFlameBreathRightStart","","[11881,12817]",[],[],1,0.055,0,[],""
3557,"EASGiantSnakeBossFlameBreathLeftEnd180","","[11881,12817]",[],[],1,0.055,0,[],""
3558,"EASGiantSnakeBossFlameBreathLeftEnd270","","[11881,12817]",[],[],1,0.055,0,[],""
3559,"EASGiantSnakeBossFlameBreathLeftEnd360","","[11881,12817]",[],[],1,0.055,0,[],""
3560,"EASGiantSnakeBossFlameBreathRightEnd180","","[11881,12817]",[],[],1,0.055,0,[],""
3561,"EASGiantSnakeBossFlameBreathRightEnd270","","[11881,12817]",[],[],1,0.055,0,[],""
3562,"EASGiantSnakeBossFlameBreathRightEnd360","","[11881,12817]",[],[],1,0.055,0,[],""
3563,"EASViperNapuatziCrissCrossCascade","",[11881],[],[],1,0.055,0,[],""
3564,"EASGiantSnakeBossVomit","","[11881,12817]",[],[],1,0.055,0,[],""
3565,"EASAlvaMachinariumLeaveThroughPortal","",[],[],[],1,0.055,0,[],""
3566,"EASQueenOfFilthDoubleSlam","",[11881],"[17524,2900]","[65,30]",1,0.055,0,[],""
3567,"EASAzmeriCarnivorousPlantScreechVines","",[11881],[],[],1,0.055,0,[],""
3568,"EASGiantSnakeBossBasicSlamFront","","[11881,12817]",[],[],1,0.055,0,[],""
3569,"EASGiantSnakeBossBasicSlamLeft90","","[11881,12817]",[],[],1,0.055,0,[],""
3570,"EASGiantSnakeBossBasicSlamRight90","","[11881,12817]",[],[],1,0.055,0,[],""
3571,"EAAPerennialKingGlassSwordFence","",[11881],[17524],[30],1,0.055,0,[],""
3572,"EASBaronBossHumanShapeshiftFromWolf","",[],[],[],1,0.055,0,[],""
3573,"EASGiantSnakeBossFlameBlastTrap","","[11881,12817]",[],[],1,0.055,0,[],""
3574,"EASFungusBehemothTeleport","",[11881],[649],[50],1,0.055,0,[],""
3575,"EASViperNapuatziProjectileBarrage","",[11881],[649],[-40],1,0.055,0,[],""
3576,"EASViperNapuatziSnakeRelease","",[11881],[649],[-70],1,0.055,0,[],""
3577,"EAAGiantSnakeBossMultiSlam","",[11881],[],[],1,0.055,0,[],""
3578,"EASCarnivorousPlantBossHammerSlam","",[11881],[],[],1,0.055,0,[],""
3579,"EASTitanBossLaserTargetBackRight","",[11881],[],[],1,0.055,0,[],""
3580,"EASTitanBossLaserTargetBackLeft","",[11881],[],[],1,0.055,0,[],""
3581,"EASOldForestPlantVolatiles","",[11881],[649],[-30],1,0.055,0,[],""
3582,"EASGiantSnakeBossBasicSlamLeft90Near","","[11881,12817]",[],[],1,0.055,0,[],""
3583,"EASGiantSnakeBossBasicSlamRight90Near","","[11881,12817]",[],[],1,0.055,0,[],""
3584,"EASGiantSnakeBossBasicSlamFrontNear","","[11881,12817]",[],[],1,0.055,0,[],""
3585,"EASSummonScarabs","",[11881],[649],[-40],1,0.055,0,[],""
3586,"EAABalbalaDaggerSummonMultiThrow","",[11881],[17524],[50],1,0.055,0,[],""
3587,"EAABalbalaCombo","",[11881],[17524],[20],1,0.055,0,[],""
3588,"EASPerennialKingOrbitTornado","",[11881],[],[],1,0.055,0,[],""
3589,"EAARudjaEnragedAttacks","",[11881],[],[],1,0.055,0,[],""
3590,"EAABalbalaMultiStab","",[11881],[],[],1,0.055,0,[],""
3591,"EASVaalHumanoidSkitterMine","",[11881],[],[],1,0.055,0,[],""
3592,"EASChimeraWetlandsBossDragonBreath","",[11881],[],[],1,0.055,0,[],""
3593,"EAAChaosGodOwlBossDashShort","","[11881,19094]",[],[],1,0.055,0,[],""
3594,"EAAChaosGodOwlBossDashMid","","[11881,19094]",[],[],1,0.055,0,[],""
3595,"EAAChaosGodOwlBossDashLong","","[11881,19094]",[],[],1,0.055,0,[],""
3596,"EAAChaosGodOwlBossDiveBomb","","[11881,19094]",[],[],1,0.055,0,[],""
3597,"EASTwilightOverlordBoulderSummon","",[11881],[],[],1,0.055,0,[],""
3598,"EASSunWorshipperSummonNeutronStar","",[11881],[],[],1,0.055,0,[],""
3599,"EASSunWorshipperSummonOrbitSun","",[11881],[],[],1,0.055,0,[],""
3600,"EASSunWorshipperDodgeForwards","","[11881,19094]",[],[],1,0.055,0,[],""
3601,"EASSunWorshipperDodgeBackwards","","[11881,12817,19094]",[],[],1,0.055,0,[],""
3602,"EASSunWorshipperDodgeLeft","","[11881,12817,19094]",[],[],1,0.055,0,[],""
3603,"EASSunWorshipperDodgeRight","","[11881,12817,19094]",[],[],1,0.055,0,[],""
3604,"EASDoryaniExplodeCrab","","[11881,12817,19094]",[],[],1,0.055,0,[],""
3605,"EASDoryaniCrabExplode","","[11881,12817,19094]",[],[],1,0.055,0,[],""
3606,"EASDoryaniCrabLightningCage","","[11881,12817,19094]",[],[],1,0.055,0,[],""
3607,"EASDoryaniCrabLightningCageCorrupt","",[11881],[],[],1,0.055,0,[],""
3608,"EASDoryaniCrabPlatformAttach","",[11881],[],[],1,0.055,0,[],""
3609,"EASDoryaniCrabPlatformDetach","",[11881],[],[],1,0.055,0,[],""
3610,"EAADoryaniCrabLegToss","","[11881,12817,19094]",[17524],[80],1,0.055,0,[],""
3611,"EASChaosGodTriheadBatSonicBlast","",[11881],[649],[-50],0,0,0,[],""
3612,"EAAMarakethSentinelUnarmedBossFootSlam","",[],[1228],[50],1,0.1,0.0175,[],""
3613,"EAAViperNapuatziSoldierShove","","[19098,12817]",[],[],1,0.055,0,[],""
3614,"EASSilentSpiresApparitionTeleport","",[11881],[],[],1,0.055,0,[],""
3615,"EASSilentSpiresApparitionTeleportCentre","",[11881],[],[],1,0.055,0,[],""
3616,"EASSilentSpiresApparitionInvertProjectiles","",[11881],[],[],1,0.055,0,[],""
3617,"EAAChaosGodOwlBossNighttimeDaytime","","[11881,19094]",[],[],1,0.055,0,[],""
3618,"EAAChaosGodOwlBossDashKick","","[11881,19094]",[70],[-10],1,0.055,0,[],""
3619,"EASDoryaniHumanBossActivateMechanism","",[11881],[],[],1,0.055,0,[],""
3620,"EAAViperLegionaireShieldFlinch","","[11881,19098,12817]",[],[],1,0.055,0,[],""
3621,"EAAMarakethSentinelMaceBossEnrage","",[11881],[],[],1,0.1,0.0175,[],""
3622,"EAAMarakethSentinelUnarmedBossEnrage","",[11881],[],[],1,0.1,0.0175,[],""
3623,"EASVaalForgeMasterTooCool","",[11881],[],[],1,0.055,0,[],""
3624,"EASTheTrialMasterSummonSpear","",[11881],[],[],1,0.055,0,[],""
3625,"EAADoryaniCrabComboSlam","",[11881],[],[],1,0.055,0,[],""
3626,"EASBreachFodderHellscapePaleDogmanChargeUp","",[11881],[],[],1,0,0,[],""
3627,"EAAViperNapuatziCycloneEndNoTurn","","[11881,12817]",[],[],1,0.055,0,[],""
3628,"EAAViperNapuatziCycloneEndTurn","","[11881,12817]",[],[],1,0.055,0,[],""
3629,"EASDoryaniHumanBossHoverDeath","","[11881,12817,19094]",[],[],1,0.055,0,[],""
3630,"EAAVaalForgemasterHammerSlam","",[11881],[],[],1,0.055,0,[],""
3631,"EASSilentSpiresApparitionRewindPlayerSequence","",[11881],[],[],1,0.055,0,[],""
3632,"EAAMarakethSentinelMaceBossMultiSlam","",[11881],[],[],1,0.1,0.0175,[],""
3633,"EAABreachEliteHellscapeStabbyStab","",[11881],[],[],1,0.055,0,[],""
3634,"EASDoryaniHumanBossFloatingDeathActivate","",[11881],[],[],1,0.055,0,[],""
3635,"EASDoryaniHumanBossGroundDeathActivate","",[11881],[],[],1,0.055,0,[],""
3636,"EASDemonClawBossFlameSeedSpawn","",[11881],[],[],1,0.055,0,[],""
3637,"EASDemonClawBossFlameSeedMultiSpawn","","[11881,6905]",[],[],1,0.055,0,[],""
3638,"EASDemonClawBossTeleport","",[11881],[],[],1,0.055,0,[],""
3639,"EASDemonClawBossBulletHell","",[11881],[],[],1,0.055,0,[],""
3640,"EASFungusMushroomSporeThrower","",[11881],[649],[-50],1,0.055,0,[],""
3641,"EAADemonClawBossDashSlashLeft","","[11881,19094]",[],[],1,0.055,0,[],""
