"rownum","Id","ItemClass","Width","Height","Name","InheritsFrom","DropLevel","FlavourText","Implicit_Mods","SizeOnGround","SoundEffect","Tags","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItem","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemType","bool","UncutGemSoundEffect","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","ShopTag","rid"
1342,"Metadata/Items/Currency/RandomFossilOutcome122",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,632328522,[],"","","",[],[],"","","","","","","",[],"",""
1343,"Metadata/Items/Currency/RandomFossilOutcome123",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1909826701,[],"","","",[],[],"","","","","","","",[],"",""
1344,"Metadata/Items/Currency/RandomFossilOutcome124",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2525874622,[],"","","",[],[],"","","","","","","",[],"",""
1345,"Metadata/Items/Currency/RandomFossilOutcome125",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2005071511,[],"","","",[],[],"","","","","","","",[],"",""
1346,"Metadata/Items/Currency/RandomFossilOutcome126",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1135296678,[],"","","",[],[],"","","","","","","",[],"",""
1347,"Metadata/Items/Currency/RandomFossilOutcome127",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2635809452,[],"","","",[],[],"","","","","","","",[],"",""
1348,"Metadata/Items/Currency/RandomFossilOutcome128",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,558351650,[],"","","",[],[],"","","","","","","",[],"",""
1349,"Metadata/Items/Currency/RandomFossilOutcome129",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2412084876,[],"","","",[],[],"","","","","","","",[],"",""
1350,"Metadata/Items/Currency/RandomFossilOutcome130",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,149647742,[],"","","",[],[],"","","","","","","",[],"",""
1351,"Metadata/Items/Currency/RandomFossilOutcome131",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,309171959,[],"","","",[],[],"","","","","","","",[],"",""
1352,"Metadata/Items/Currency/RandomFossilOutcome132",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3361840698,[],"","","",[],[],"","","","","","","",[],"",""
1353,"Metadata/Items/Currency/RandomFossilOutcome133",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1750440057,[],"","","",[],[],"","","","","","","",[],"",""
1354,"Metadata/Items/Currency/RandomFossilOutcome134",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1599199516,[],"","","",[],[],"","","","","","","",[],"",""
1355,"Metadata/Items/Currency/RandomFossilOutcome135",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,357013864,[],"","","",[],[],"","","","","","","",[],"",""
1356,"Metadata/Items/Currency/RandomFossilOutcome136",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1412793311,[],"","","",[],[],"","","","","","","",[],"",""
1357,"Metadata/Items/Currency/RandomFossilOutcome137",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,202999113,[],"","","",[],[],"","","","","","","",[],"",""
1358,"Metadata/Items/Currency/RandomFossilOutcome138",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,4147624149,[],"","","",[],[],"","","","","","","",[],"",""
1359,"Metadata/Items/Currency/RandomFossilOutcome139",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1224638914,[],"","","",[],[],"","","","","","","",[],"",""
1360,"Metadata/Items/Currency/RandomFossilOutcome140",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3531084926,[],"","","",[],[],"","","","","","","",[],"",""
1361,"Metadata/Items/Currency/RandomFossilOutcome141",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,133923494,[],"","","",[],[],"","","","","","","",[],"",""
1362,"Metadata/Items/Currency/RandomFossilOutcome142",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,639793975,[],"","","",[],[],"","","","","","","",[],"",""
1363,"Metadata/Items/Currency/RandomFossilOutcome143",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3014007740,[],"","","",[],[],"","","","","","","",[],"",""
1364,"Metadata/Items/Currency/RandomFossilOutcome144",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1615198349,[],"","","",[],[],"","","","","","","",[],"",""
1365,"Metadata/Items/Currency/RandomFossilOutcome145",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,785649246,[],"","","",[],[],"","","","","","","",[],"",""
1366,"Metadata/Items/Currency/RandomFossilOutcome146",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1332864402,[],"","","",[],[],"","","","","","","",[],"",""
1367,"Metadata/Items/Currency/RandomFossilOutcome147",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,4173217164,[],"","","",[],[],"","","","","","","",[],"",""
1368,"Metadata/Items/Currency/RandomFossilOutcome148",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2517278627,[],"","","",[],[],"","","","","","","",[],"",""
1369,"Metadata/Items/Currency/RandomFossilOutcome149",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,4105628070,[],"","","",[],[],"","","","","","","",[],"",""
1370,"Metadata/Items/Currency/RandomFossilOutcome150",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,4090589581,[],"","","",[],[],"","","","","","","",[],"",""
1371,"Metadata/Items/Currency/RandomFossilOutcome151",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2055811054,[],"","","",[],[],"","","","","","","",[],"",""
1372,"Metadata/Items/Currency/RandomFossilOutcome152",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3850122212,[],"","","",[],[],"","","","","","","",[],"",""
1373,"Metadata/Items/Currency/RandomFossilOutcome153",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3583088976,[],"","","",[],[],"","","","","","","",[],"",""
1374,"Metadata/Items/Currency/RandomFossilOutcome154",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2462114520,[],"","","",[],[],"","","","","","","",[],"",""
1375,"Metadata/Items/Currency/RandomFossilOutcome155",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3308014327,[],"","","",[],[],"","","","","","","",[],"",""
1376,"Metadata/Items/Currency/RandomFossilOutcome156",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2844585301,[],"","","",[],[],"","","","","","","",[],"",""
1377,"Metadata/Items/Currency/RandomFossilOutcome157",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,794145441,[],"","","",[],[],"","","","","","","",[],"",""
1378,"Metadata/Items/Currency/RandomFossilOutcome158",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1845003525,[],"","","",[],[],"","","","","","","",[],"",""
1379,"Metadata/Items/Currency/RandomFossilOutcome159",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3914531043,[],"","","",[],[],"","","","","","","",[],"",""
1380,"Metadata/Items/Currency/RandomFossilOutcome160",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2544080252,[],"","","",[],[],"","","","","","","",[],"",""
1381,"Metadata/Items/Currency/RandomFossilOutcome161",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2315388270,[],"","","",[],[],"","","","","","","",[],"",""
1382,"Metadata/Items/Currency/RandomFossilOutcome162",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3267073586,[],"","","",[],[],"","","","","","","",[],"",""
1383,"Metadata/Items/Currency/RandomFossilOutcome163",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3125211269,[],"","","",[],[],"","","","","","","",[],"",""
1384,"Metadata/Items/Currency/RandomFossilOutcome164",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2947093722,[],"","","",[],[],"","","","","","","",[],"",""
1385,"Metadata/Items/Currency/RandomFossilOutcome165",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1622742077,[],"","","",[],[],"","","","","","","",[],"",""
1386,"Metadata/Items/Currency/RandomFossilOutcome166",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1568544977,[],"","","",[],[],"","","","","","","",[],"",""
1387,"Metadata/Items/Currency/RandomFossilOutcome167",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1979869790,[],"","","",[],[],"","","","","","","",[],"",""
1388,"Metadata/Items/Currency/RandomFossilOutcome168",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3610337041,[],"","","",[],[],"","","","","","","",[],"",""
1389,"Metadata/Items/Currency/RandomFossilOutcome169",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3764186661,[],"","","",[],[],"","","","","","","",[],"",""
1390,"Metadata/Items/Currency/RandomFossilOutcome170",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,463876809,[],"","","",[],[],"","","","","","","",[],"",""
1391,"Metadata/Items/Currency/RandomFossilOutcome171",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2172364708,[],"","","",[],[],"","","","","","","",[],"",""
1392,"Metadata/Items/Currency/RandomFossilOutcome172",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1228670897,[],"","","",[],[],"","","","","","","",[],"",""
1393,"Metadata/Items/Currency/RandomFossilOutcome173",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3048750918,[],"","","",[],[],"","","","","","","",[],"",""
1394,"Metadata/Items/Currency/RandomFossilOutcome174",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2465949319,[],"","","",[],[],"","","","","","","",[],"",""
1395,"Metadata/Items/Currency/RandomFossilOutcome175",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,369759844,[],"","","",[],[],"","","","","","","",[],"",""
1396,"Metadata/Items/Currency/RandomFossilOutcome176",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,372872837,[],"","","",[],[],"","","","","","","",[],"",""
1397,"Metadata/Items/Currency/RandomFossilOutcome177",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1222590648,[],"","","",[],[],"","","","","","","",[],"",""
1398,"Metadata/Items/Currency/RandomFossilOutcome178",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2098099695,[],"","","",[],[],"","","","","","","",[],"",""
1399,"Metadata/Items/Currency/RandomFossilOutcome179",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2534897631,[],"","","",[],[],"","","","","","","",[],"",""
1400,"Metadata/Items/Currency/RandomFossilOutcome180",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1817064396,[],"","","",[],[],"","","","","","","",[],"",""
1401,"Metadata/Items/Currency/RandomFossilOutcome181",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,4005409632,[],"","","",[],[],"","","","","","","",[],"",""
1402,"Metadata/Items/Currency/RandomFossilOutcome182",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,935521743,[],"","","",[],[],"","","","","","","",[],"",""
1403,"Metadata/Items/Currency/RandomFossilOutcome183",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2245614022,[],"","","",[],[],"","","","","","","",[],"",""
1404,"Metadata/Items/Currency/RandomFossilOutcome184",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1991163050,[],"","","",[],[],"","","","","","","",[],"",""
1405,"Metadata/Items/Currency/RandomFossilOutcome185",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1963031569,[],"","","",[],[],"","","","","","","",[],"",""
1406,"Metadata/Items/Currency/RandomFossilOutcome186",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3917547653,[],"","","",[],[],"","","","","","","",[],"",""
1407,"Metadata/Items/Currency/RandomFossilOutcome187",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3455362741,[],"","","",[],[],"","","","","","","",[],"",""
1408,"Metadata/Items/Currency/RandomFossilOutcome188",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2944285918,[],"","","",[],[],"","","","","","","",[],"",""
1409,"Metadata/Items/Currency/RandomFossilOutcome189",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2618692,[],"","","",[],[],"","","","","","","",[],"",""
1410,"Metadata/Items/Currency/RandomFossilOutcome190",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,4272233756,[],"","","",[],[],"","","","","","","",[],"",""
1411,"Metadata/Items/Currency/RandomFossilOutcome191",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1094116565,[],"","","",[],[],"","","","","","","",[],"",""
1412,"Metadata/Items/Currency/RandomFossilOutcome192",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,4096808632,[],"","","",[],[],"","","","","","","",[],"",""
1413,"Metadata/Items/Currency/RandomFossilOutcome193",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,4167591167,[],"","","",[],[],"","","","","","","",[],"",""
1414,"Metadata/Items/Currency/RandomFossilOutcome194",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2957335783,[],"","","",[],[],"","","","","","","",[],"",""
1415,"Metadata/Items/Currency/RandomFossilOutcome195",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1356649,[],"","","",[],[],"","","","","","","",[],"",""
1416,"Metadata/Items/Currency/RandomFossilOutcome196",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3572126901,[],"","","",[],[],"","","","","","","",[],"",""
1417,"Metadata/Items/Currency/RandomFossilOutcome197",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3438998701,[],"","","",[],[],"","","","","","","",[],"",""
1418,"Metadata/Items/Currency/RandomFossilOutcome198",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2276270878,[],"","","",[],[],"","","","","","","",[],"",""
1419,"Metadata/Items/Currency/RandomFossilOutcome199",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1409889020,[],"","","",[],[],"","","","","","","",[],"",""
1420,"Metadata/Items/Currency/RandomFossilOutcome200",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3538922469,[],"","","",[],[],"","","","","","","",[],"",""
1421,"Metadata/Items/Currency/RandomFossilOutcome201",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3926265649,[],"","","",[],[],"","","","","","","",[],"",""
1422,"Metadata/Items/Currency/RandomFossilOutcome202",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2705534307,[],"","","",[],[],"","","","","","","",[],"",""
1423,"Metadata/Items/Currency/RandomFossilOutcome203",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2710374067,[],"","","",[],[],"","","","","","","",[],"",""
1424,"Metadata/Items/Currency/RandomFossilOutcome204",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2706626806,[],"","","",[],[],"","","","","","","",[],"",""
1425,"Metadata/Items/Currency/RandomFossilOutcome205",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,837118637,[],"","","",[],[],"","","","","","","",[],"",""
1426,"Metadata/Items/Currency/RandomFossilOutcome206",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,937428396,[],"","","",[],[],"","","","","","","",[],"",""
1427,"Metadata/Items/Currency/RandomFossilOutcome207",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2480481733,[],"","","",[],[],"","","","","","","",[],"",""
1428,"Metadata/Items/Currency/RandomFossilOutcome208",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,324313730,[],"","","",[],[],"","","","","","","",[],"",""
1429,"Metadata/Items/Currency/RandomFossilOutcome209",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3626868935,[],"","","",[],[],"","","","","","","",[],"",""
1430,"Metadata/Items/Currency/RandomFossilOutcome210",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1049598279,[],"","","",[],[],"","","","","","","",[],"",""
1431,"Metadata/Items/Currency/RandomFossilOutcome211",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,661680804,[],"","","",[],[],"","","","","","","",[],"",""
1432,"Metadata/Items/Currency/RandomFossilOutcome212",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3942151520,[],"","","",[],[],"","","","","","","",[],"",""
1433,"Metadata/Items/Currency/RandomFossilOutcome213",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,389104984,[],"","","",[],[],"","","","","","","",[],"",""
1434,"Metadata/Items/Currency/RandomFossilOutcome214",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3295646459,[],"","","",[],[],"","","","","","","",[],"",""
1435,"Metadata/Items/Currency/RandomFossilOutcome215",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,461032587,[],"","","",[],[],"","","","","","","",[],"",""
1436,"Metadata/Items/Currency/RandomFossilOutcome216",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,201961129,[],"","","",[],[],"","","","","","","",[],"",""
1437,"Metadata/Items/Currency/RandomFossilOutcome217",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1063908706,[],"","","",[],[],"","","","","","","",[],"",""
1438,"Metadata/Items/Currency/RandomFossilOutcome218",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2518191484,[],"","","",[],[],"","","","","","","",[],"",""
1439,"Metadata/Items/Currency/RandomFossilOutcome219",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1056142752,[],"","","",[],[],"","","","","","","",[],"",""
1440,"Metadata/Items/Currency/RandomFossilOutcome220",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1528473865,[],"","","",[],[],"","","","","","","",[],"",""
1441,"Metadata/Items/Currency/RandomFossilOutcome221",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3773654136,[],"","","",[],[],"","","","","","","",[],"",""
1442,"Metadata/Items/Currency/RandomFossilOutcome222",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2950361933,[],"","","",[],[],"","","","","","","",[],"",""
1443,"Metadata/Items/Currency/RandomFossilOutcome223",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1169124780,[],"","","",[],[],"","","","","","","",[],"",""
1444,"Metadata/Items/Currency/RandomFossilOutcome224",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,965331877,[],"","","",[],[],"","","","","","","",[],"",""
1445,"Metadata/Items/Currency/RandomFossilOutcome225",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1842479021,[],"","","",[],[],"","","","","","","",[],"",""
1446,"Metadata/Items/Currency/RandomFossilOutcome226",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1932586003,[],"","","",[],[],"","","","","","","",[],"",""
1447,"Metadata/Items/Currency/RandomFossilOutcome227",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1348758797,[],"","","",[],[],"","","","","","","",[],"",""
1448,"Metadata/Items/Currency/RandomFossilOutcome228",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3514896607,[],"","","",[],[],"","","","","","","",[],"",""
1449,"Metadata/Items/Currency/RandomFossilOutcome229",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,4277445693,[],"","","",[],[],"","","","","","","",[],"",""
1450,"Metadata/Items/Currency/RandomFossilOutcome230",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,640589188,[],"","","",[],[],"","","","","","","",[],"",""
1451,"Metadata/Items/Currency/RandomFossilOutcome231",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,806714346,[],"","","",[],[],"","","","","","","",[],"",""
1452,"Metadata/Items/Currency/RandomFossilOutcome232",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1342051457,[],"","","",[],[],"","","","","","","",[],"",""
1453,"Metadata/Items/Currency/RandomFossilOutcome233",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3625451227,[],"","","",[],[],"","","","","","","",[],"",""
1454,"Metadata/Items/Currency/RandomFossilOutcome234",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3283529006,[],"","","",[],[],"","","","","","","",[],"",""
1455,"Metadata/Items/Currency/RandomFossilOutcome235",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,4088375271,[],"","","",[],[],"","","","","","","",[],"",""
1456,"Metadata/Items/Currency/RandomFossilOutcome236",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2626545915,[],"","","",[],[],"","","","","","","",[],"",""
1457,"Metadata/Items/Currency/RandomFossilOutcome237",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2322662846,[],"","","",[],[],"","","","","","","",[],"",""
1458,"Metadata/Items/Currency/RandomFossilOutcome238",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1229886244,[],"","","",[],[],"","","","","","","",[],"",""
1459,"Metadata/Items/Currency/RandomFossilOutcome239",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3523306482,[],"","","",[],[],"","","","","","","",[],"",""
1460,"Metadata/Items/Currency/RandomFossilOutcome240",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,179396901,[],"","","",[],[],"","","","","","","",[],"",""
1461,"Metadata/Items/Currency/RandomFossilOutcome241",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,941057181,[],"","","",[],[],"","","","","","","",[],"",""
1462,"Metadata/Items/Currency/RandomFossilOutcome242",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2596782909,[],"","","",[],[],"","","","","","","",[],"",""
1463,"Metadata/Items/Currency/RandomFossilOutcome243",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1288241730,[],"","","",[],[],"","","","","","","",[],"",""
1464,"Metadata/Items/Currency/RandomFossilOutcome244",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,467466189,[],"","","",[],[],"","","","","","","",[],"",""
1465,"Metadata/Items/Currency/RandomFossilOutcome245",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,26803700,[],"","","",[],[],"","","","","","","",[],"",""
1466,"Metadata/Items/Currency/RandomFossilOutcome246",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2575700319,[],"","","",[],[],"","","","","","","",[],"",""
1467,"Metadata/Items/Currency/RandomFossilOutcome247",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2584532461,[],"","","",[],[],"","","","","","","",[],"",""
1468,"Metadata/Items/Currency/RandomFossilOutcome248",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2241974525,[],"","","",[],[],"","","","","","","",[],"",""
1469,"Metadata/Items/Currency/RandomFossilOutcome249",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2155918459,[],"","","",[],[],"","","","","","","",[],"",""
1470,"Metadata/Items/Currency/RandomFossilOutcome250",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,465279212,[],"","","",[],[],"","","","","","","",[],"",""
1471,"Metadata/Items/Currency/RandomFossilOutcome251",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2581851151,[],"","","",[],[],"","","","","","","",[],"",""
1472,"Metadata/Items/Currency/RandomFossilOutcome252",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,1890509074,[],"","","",[],[],"","","","","","","",[],"",""
1473,"Metadata/Items/Currency/RandomFossilOutcome253",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,2297914257,[],"","","",[],[],"","","","","","","",[],"",""
1474,"Metadata/Items/Currency/RandomFossilOutcome254",30,1,1,"","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],37,0,166,3480931260,[],"","","",[],[],"","","","","","","",[],"",""
