"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","i32","bool","i32","i32","i32","row","rid","rid","i32","[rid]","i32","rid","i32","rid","bool","i32","i32","i32"
258,255,6,"Calum and Torcall",[2969],[],[4550],"","",3,"",4550,[10060],"","","",[],[],4205,[],4205,"","",0,"",-1241513984,75,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
259,256,0,"Introduction",[],[],[],"triggerer.FinishNPCChat(); triggerer.SetQuestFlag( BitterGuyQuestReceived );",2964,3,"",2964,[10057],"","","",[],[],4205,[],4205,"","",0,"",-973078528,75,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
260,256,1,"Praetor Draven",[],[],[3073],"","",3,"",3073,[10065],"","","",[],[],4205,[],4205,"","",0,"",-436207616,75,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
261,256,2,"Uprising",[3073],[],[3074],"","",3,"",3074,[10066],"","","",[],[],4205,[],4205,"","",0,"",369098752,76,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
262,256,3,"Ogham",[],[],[3072],"","",3,"",3072,[10069],"","","",[],[],4205,[],4205,"","",0,"",905969664,76,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
263,256,4,"Before Phaaryl",[3072],[],[4548],"","",3,"",4548,[10070],"","","",[],[],4205,[],4205,"","",0,"",1711276032,76,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
264,256,5,"Isabel",[2974],[],[4549],"","",3,"",4549,[10059],"","","",[],[],4205,[],4205,"","",0,"",-1778384896,76,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
265,256,6,"Calum and Torcall",[2969],[],[4550],"","",3,"",4550,[10060],"","","",[],[],4205,[],4205,"","",0,"",-973078528,76,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
266,239,0,"The Seed of Corruption",[],[],[3114],"","",3,"",3114,[11825],"","","",[],[],4205,[],4205,"","",0,"",-436207616,76,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
267,239,1,"Count Geonor",[],[],[3116],"","",3,"",3116,[11823],"","","",[],[],4205,[],4205,"","",0,"",100663296,77,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
268,239,2,"Madness",[2980],[],[3080],"","",3,"",3080,[10107],"","","",[],[],4205,[],4205,"","",0,"",1207959552,77,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
269,239,3,"The First Ones",[],[],[3118],"","",3,"",3118,[10106],"","","",[],[],4205,[],4205,"","",0,"",1744830464,77,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
270,239,4,"The Village",[2903],[],[3081],"",3081,3,"",3081,[10108],"","","",[],[],4205,[],4205,"","",0,"",-1744830464,77,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
271,239,5,"Count Geonor",[2905],[3000],[3082],"","",3,"",3082,[10109],"","","",[],[],4205,[],4205,"","",0,"",-671088640,77,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
272,239,6,"Death of the Count",[3000],[],[3083],"",3083,6,"",3083,[10110],"","","",[],[],4205,[],4205,"","",0,"",134217728,78,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
273,239,7,"Follow the Beast's trail",[3083],[2906],[3002],"triggerer.EnableWaypoint(G2_1); triggerer.AreaTransitionTo(G2_1, false, 0.1); triggerer.FinishNPCChat();","",6,"",72,[11824],"SetAreaTransitionVideoPath(\""Art/Videos/Act1_Transition.bk2\"");","","",[],[],4205,[],4205,"","",0,"",-838860800,79,16777216,52,"",69,52,[],52,"",0,"",1,0,-16843010,-16843010
274,239,8,"Identify Items",[],[],[],"triggerer.items_ided = triggerer.IdentifyItems();\r\nIf(triggerer.items_ided > 0, (){ SendSoundEffect(IdentifyAll, 0, false, triggerer); }, (){SendSoundEffect(IdentifyAllClick , 0, false, triggerer);});","",28,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",-2113929216,81,0,52,0,"",52,[],52,"",0,"","",0,-16843010,-16843010
275,239,9,"Refund Passives",[],[],[],"triggerer.SendOpenScreen( CharacterPassiveTreeScreen, 1 );\r\ntriggerer.FinishNPCChat();","",29,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",1476395008,82,0,52,1,"",52,[],52,"",0,"","",0,-16843010,-16843010
276,239,10,"Hunted",[4712],[],[2781],"","",3,"",2781,[11826],"","","",[],[],4205,[],4205,"","",0,"",-1677721600,82,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
277,239,11,"Follow the Beast's trail",[3083],[2906],[3002],"triggerer.EnableWaypoint(C_G2_1); triggerer.AreaTransitionTo(C_G2_1, false, 0.1); triggerer.FinishNPCChat();","",6,"",72,[11824],"SetAreaTransitionVideoPath(\""Art/Videos/Act1_Transition.bk2\"");","","",[],[],4205,[],4205,"","",0,"",-1207959552,83,16777216,52,"",146,52,[],52,"",0,"",1,0,-16843010,-16843010
278,241,0,"A Warning",[4707],[],[4711],"triggerer.FinishNPCChat(); triggerer.ForceInteractWithNPC( globals.una_injured );",4711,6,"",4711,[11820],"","","",[],[],4205,[],4205,"","",0,"",-1543503872,84,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
279,241,1,"Find the Seed",[4713],[],[4712],"triggerer.FinishNPCChat(); triggerer.ForceInteractWithNPC( globals.una_injured );",4712,6,"",4712,[11821],"","","",[],[],4205,[],4205,"","",0,"",-738197504,84,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
280,241,2,"Identify Items",[],[],[],"triggerer.items_ided = triggerer.IdentifyItems();\r\nIf(triggerer.items_ided > 0, (){ SendSoundEffect(IdentifyAll, 0, false, triggerer); }, (){SendSoundEffect(IdentifyAllClick , 0, false, triggerer);});","",28,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",-738197504,84,0,52,0,"",52,[],52,"",0,"","",0,-16843010,-16843010
281,241,3,"Refund Passives",[],[],[],"triggerer.SendOpenScreen( CharacterPassiveTreeScreen, 1 );\r\ntriggerer.FinishNPCChat();","",29,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",-671088640,84,0,52,1,"",52,[],52,"",0,"","",0,-16843010,-16843010
282,241,4,"Hunted",[4712],[],[2781],"","",3,"",2781,[11826],"","","",[],[],4205,[],4205,"","",0,"",201326592,85,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
283,309,0,"Our Next Move",[],[],[3169],"",3169,6,"",3169,[11685],"","","",[],[],4205,[],4205,"","",0,"",1241513984,85,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
284,309,1,"The Maraketh",[],[],[3203],"","",3,"",3203,[11692],"","","",[],[],4205,[],4205,"","",0,"",-2046820352,85,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
285,309,2,"Identify Items",[],[],[],"triggerer.items_ided = triggerer.IdentifyItems();\r\nIf(triggerer.items_ided > 0, (){ SendSoundEffect(IdentifyAll, 0, false, triggerer); }, (){SendSoundEffect(IdentifyAllClick , 0, false, triggerer);});","",28,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",-2046820352,85,0,52,0,"",52,[],52,"",0,"","",0,-16843010,-16843010
286,309,3,"Refund Passives",[],[],[],"triggerer.SendOpenScreen( CharacterPassiveTreeScreen, 1 );\r\ntriggerer.FinishNPCChat();","",29,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",-1979711488,85,0,52,1,"",52,[],52,"",0,"","",0,-16843010,-16843010
287,310,0,"Our Next Move",[],[3186],[3334],"",3334,6,"",3334,[11686],"","","",[],[],4205,[],4205,"","",0,"",-1107296256,85,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
288,310,1,"Asala",[3637],[],[3652],"","",3,"",3652,[11687],"","","",[],[],4205,[],4205,"","",0,"",-67108864,85,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
289,310,2,"Shambrin","[3635,0]",[],[3657],"","",3,"",3657,[11688],"","","",[],[],4205,[],4205,"","",0,"",1342177280,86,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
290,310,3,"Risu",[3186],[],[3658],"","",3,"",3658,[11689],"","","",[],[],4205,[],4205,"","",0,"",-1946157056,86,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
291,310,4,"Zarka","[3636,0]",[],[3659],"","",3,"",3659,[11690],"","","",[],[],4205,[],4205,"","",0,"",-637534208,86,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
292,310,5,"Sun Clan Hyenas",[],[],[3683],"","",3,"",3683,[11691],"","","",[],[],4205,[],4205,"","",0,"",469762048,87,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
293,310,6,"The Maraketh",[],[],[3203],"","",3,"",3203,[11692],"","","",[],[],4205,[],4205,"","",0,"",1006632960,87,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
294,310,7,"Slavery",[3603],[],[3670],"","",3,"",3670,[11693],"","","",[],[],4205,[],4205,"","",0,"",2113929216,87,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
295,310,8,"Our Next Move",[4562],[4565],[3662],"",3662,6,"",3662,[11694],"","","",[],[],4205,[],4205,"","",0,"",-1107296256,87,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
296,310,9,"The Faridun",[3186],[],[3339],"","",3,"",3339,[11695],"","","",[],[],4205,[],4205,"","",0,"",134217728,88,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
297,310,10,"Keth",[3212],[],[3677],"","",3,"",3677,[11696],"","","",[],[],4205,[],4205,"","",0,"",1140850688,88,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
298,310,11,"Valley of the Titans",[72],[],[3679],"","",3,"",3679,[11697],"","","",[],[],4205,[],4205,"","",0,"",-1610612736,88,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
299,310,12,"Mastodon Badlands",[72],[],[3678],"","",3,"",3678,[11698],"","","",[],[],4205,[],4205,"","",0,"",-167772160,88,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
300,310,13,"Deshar",[72],[],[3680],"","",3,"",3680,[11699],"","","",[],[],4205,[],4205,"","",0,"",905969664,89,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
301,310,14,"Our Next Move",[4565],[2920],[3663],"",3663,6,"",3663,[11700],"","","",[],[],4205,[],4205,"","",0,"",1979711488,89,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
302,310,15,"Our Next Move",[2920],[1523],[3664],"","",6,"",3664,[11701],"","","",[],[],4205,[],4205,"","",0,"",-1241513984,89,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
303,310,16,"Our Next Move",[1523],[],[3665],"",3665,6,"",3665,[11712],"","","",[],[],4205,[],4205,"","",0,"",-436207616,89,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
304,310,17,"Identify Items",[],[],[],"triggerer.items_ided = triggerer.IdentifyItems();\r\nIf(triggerer.items_ided > 0, (){ SendSoundEffect(IdentifyAll, 0, false, triggerer); }, (){SendSoundEffect(IdentifyAllClick , 0, false, triggerer);});","",28,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",-436207616,89,0,52,0,"",52,[],52,"",0,"","",0,-16843010,-16843010
305,310,18,"Refund Passives",[],[],[],"triggerer.SendOpenScreen( CharacterPassiveTreeScreen, 1 );\r\ntriggerer.FinishNPCChat();","",29,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",-369098752,89,0,52,1,"",52,[],52,"",0,"","",0,-16843010,-16843010
306,310,19,"Jamanra",[2673],[],[2782],"","",3,"",2782,[11713],"","","",[],[],4205,[],4205,"","",0,"",805306368,90,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
307,311,0,"Worst Fears",[3725],[4587],[4587],"triggerer.FinishNPCChat(); DirtyStateMachine(); triggerer.waiting_for_anim = 1; Delay( 4.0, { globals.hooded_one_reveal.TriggerInteraction(triggerer); triggerer.waiting_for_anim = null; } );",4587,6,"",4587,[11702],"PlayCharacterAudioEvent( SinRevealPrompt );","","",[],[],4205,[],4205,"","",0,"",1677721600,92,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
308,311,1,"Confession",[4587],[4588],[4588],"triggerer.FinishNPCChat();  DirtyStateMachine(); triggerer.waiting_for_anim = 1; Delay( 6.0, { globals.hooded_one_reveal.TriggerInteraction(triggerer); triggerer.waiting_for_anim = null; } );",4588,6,"",4588,[11704],"PlayInterlude( \""Audio/Music/A2/A2_Caravan/A2_CaravanSinReveal\"", 0.5 );","","",[],[],4205,[],4205,"","",0,"",-838860800,94,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
309,311,2,"Identity",[4588],[4589],[4589],"triggerer.FinishNPCChat(); globals.hooded_one_reveal.TriggerInteraction(triggerer);",4589,6,"",4589,[11706],"","","",[],[],4205,[],4205,"","",0,"",-872415232,95,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
310,311,3,"To Utzaal",[4589],[1523],[1523],"triggerer.FinishNPCChat(); DirtyStateMachine();",1523,6,"",1523,[11708],"PlayCharacterAudioEvent( SinRevealResponse );","","",[],[],4205,[],4205,"","",0,"",-503316480,96,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
311,311,4,"To Utzaal",[1523],[],[1523],"triggerer.FinishNPCChat();",1523,6,"",1523,[11708],"","","",[],[],4205,[],4205,"","",0,"",301989888,97,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
312,311,5,"The Shrine",[1523],[],[5031],"","",3,"",5031,[11709],"","","",[],[],4205,[],4205,"","",0,"",1509949440,97,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
313,311,6,"Wife",[1523],[],[2742],"","",3,"",2742,[11710],"","","",[],[],4205,[],4205,"","",0,"",-1778384896,97,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
314,311,7,"Daughter",[1523],[],[2743],"","",3,"",2743,[11711],"","","",[],[],4205,[],4205,"","",0,"",-637534208,97,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
315,306,0,"Introduction",[],[],[3158],"","",3,"",3157,[10128],"","","",[],[],4205,[],4205,"","",0,"",-100663296,97,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
316,427,0,"Introduction",[],[4322],[4320],"triggerer.FinishNPCChat();",4320,6,"",4320,"[11721,11720]","PlayCharacterAudioEvent( GetHyenaQuest );","","",[],[],4205,[],4205,"","",0,"",-1879048192,98,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
317,427,1,"The Ardura Caravan",[4322],[],[4324],"globals.ramp.Transition();",4324,6,"",4324,"[11723,11722]","","","",[],[],4205,[],4205,"","",0,"",805306368,99,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
318,427,2,"Buy or Sell items",[],[],[],"","",12,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",805306368,99,0,52,0,"",52,[],52,"",0,"","",0,-16843010,-16843010
319,427,3,"Disenchant Items",[],[],[],"","",13,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",872415232,99,0,52,1,"",52,[],52,"",0,"","",0,-16843010,-16843010
320,427,4,"Earning Passage Reward",[4324],[3704],[3703],"",3703,7,11,3703,[],"","","",[],[],4205,[],4205,"","",0,"",-1744830464,99,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
321,289,0,"Rank and Status",[],[],[1526],"","",3,"",1526,[10129],"","","",[],[],4205,[],4205,"","",0,"",-637534208,99,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
322,289,1,"Dispelling the Sandstorm",[4562],[],[1527],"",1527,6,"",1527,[11729],"","","",[],[],4205,[],4205,"","",0,"",1040187392,100,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
323,289,2,"Recreating the Horn",[1527],[],[1528],"","",3,"",1528,[11730],"","","",[],[],4205,[],4205,"","",0,"",-1744830464,100,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
324,289,3,"The Tale of the Horn",[1527],[],[4985],"","",3,"",4985,[11731],"","","",[],[],4205,[],4205,"","",0,"",-201326592,100,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
325,289,4,"The Flame Ruby",[3189],[4839],[4839],"",4839,6,"",4839,[11732],"","","",[],[],4205,[],4205,"","",0,"",1409286144,101,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
326,289,5,"The Mastodon Tusks",[3187],[4840],[4840],"",4840,6,"",4840,[11733],"","","",[],[],4205,[],4205,"","",0,"",-1140850688,101,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
327,289,6,"The Essence of Water",[4336],[4841],[4841],"",4841,6,"",4841,[11734],"","","",[],[],4205,[],4205,"","",0,"",671088640,102,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
328,289,7,"The Recreated Horn","[4839,0,0]","[4344,0]",[1903],"",1903,6,"",1903,[11738],"","","",[],[],4205,[],4205,"","",0,"",-1073741824,102,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
329,289,8,"Nasima of the Second Sight",[3349],[3466],[3383],"","",3,"",3383,[10384],"","","",[],[],4205,[],4205,"","",0,"",939524096,103,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
330,289,9,"The Doom of the Desert",[3291],"[3301,0]",[3303],"","",3,"",3303,[10369],"","","",[],[],4205,[],4205,"","",0,"",-1207959552,103,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
331,289,10,"History of the Vastiri Plains",[],[],[3598],"","",3,"",3598,[10562],"","","",[],[],4205,[],4205,"","",0,"",369098752,104,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
332,289,11,"Orbala's Eight Adventures",[3202],[],[3599],"","",3,"",3599,[10563],"","","",[],[],4205,[],4205,"","",0,"",2080374784,104,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
333,289,12,"Asala",[72],"[3466,0,0]",[3638],"","",3,"",3638,[10439],"","","",[],[],4205,[],4205,"","",0,"",-603979776,104,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
334,289,13,"Shambrin",[3635],[3466],[3633],"","",3,"",3633,[10438],"","","",[],[],4205,[],4205,"","",0,"",469762048,105,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
335,289,14,"Risu",[2909],[],[3630],"","",3,"",3630,[10437],"","","",[],[],4205,[],4205,"","",0,"",1275068416,105,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
336,289,15,"The Thief of Virtue",[3681],[],[3685],"","",3,"",3685,[10596],"","","",[],[],4205,[],4205,"","",0,"",-1509949440,105,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
337,289,16,"Show Zarka the Final Letter",[3242],[],[],"","",6,"",72,[10383],"","","",[],[],4205,[],4205,"","",0,"",0,106,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
338,289,17,"The Trial of the Sekhemas","[2161,0]",[],[4882],"",4882,6,"",4882,"[11725,11724]","","","",[],[],4205,[],4205,"","",0,"",-2046820352,106,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
339,289,18,"A Crown of Stone Reward",[4839],[4568],"[4569,0]","",4569,7,13,4569,[],"","","",[],[],4205,[],4205,"","",0,"",-134217728,106,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
340,289,19,"The City of Seven Waters Reward",[4841],[4571],"[4570,0]","",4570,7,14,4570,[],"","","",[],[],4205,[],4205,"","",0,"",2046820352,107,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
341,289,20,"A Theft of Ivory Reward",[4840],[4573],"[4572,0]","",4572,7,15,4572,[],"","","",[],[],4205,[],4205,"","",0,"",-335544320,107,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
342,289,21,"The Horn of the Vastiri",[1903],"[4344,0]",[4574],"",4574,7,16,4574,[],"","","",[],[],4205,[],4205,"","",0,"",1577058304,108,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
343,289,22,"The Trail of Corruption Reward",[4562],"[4778,0]",[4779],"",4779,7,12,4779,[],"","","",[],[],4205,[],4205,"","",0,"",-1644167168,108,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
344,289,23,"Buy or Sell items",[],[],[],"","",12,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",-1644167168,108,0,52,0,"",52,[],52,"",0,"","",0,-16843010,-16843010
345,289,24,"Disenchant Items",[],[],[],"","",13,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",-1577058304,108,0,52,1,"",52,[],52,"",0,"","",0,-16843010,-16843010
346,289,25,"Deshar",[2915],[],[2845],"","",3,"",2845,"[11746,11747]","","","",[],[],4205,[],4205,"","",0,"",-436207616,108,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
347,289,26,"Jamanra",[2673],[4585],[2846],"","",3,"",2846,[11748],"","","",[],[],4205,[],4205,"","",0,"",637534208,109,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
348,289,27,"Jamanra",[4585],[],[2847],"","",3,"",2847,[11749],"","","",[],[],4205,[],4205,"","",0,"",1442840576,109,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
349,292,0,"Goodbye",[],[],[3639],"",3639,3,"",3639,[10436],"","","",[],[],4205,[],4205,"","",0,"",-2013265920,109,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
350,292,1,"Return to the Ardura Caravan",[],[],[],"triggerer.AreaTransitionTo(G2_town); triggerer.FinishNPCChat();","",6,"",72,[],"","","",[],[],4205,[],4205,"","",0,"",1174405120,110,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
351,292,2,"Buy or Sell items",[],[],[],"","",12,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",1174405120,110,0,52,0,"",52,[],52,"",0,"","",0,-16843010,-16843010
352,292,3,"Disenchant Items",[],[],[],"","",13,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",1241513984,110,0,52,1,"",52,[],52,"",0,"","",0,-16843010,-16843010
353,287,0,"",[],[4768],[4768],"",4768,6,"",4768,[],"","","",[],[],4205,[],4205,"","",0,"",1845493760,110,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
354,287,1,"Travel to Keth",[4562],"[4576,0]",[],"","",6,"",72,[11605],"","","",[],[],4205,[],4205,"","",0,"",-838860800,110,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
355,287,2,"Travel to Mastodon Badlands",[4562],"[4577,0]",[],"","",6,"",72,[11606],"","","",[],[],4205,[],4205,"","",0,"",1207959552,111,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
356,287,3,"Travel to Valley of the Titans",[4562],"[4578,0]",[],"","",6,"",72,[11607],"","","",[],[],4205,[],4205,"","",0,"",-939524096,111,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
357,287,4,"Travel to Deshar",[3469],"[4579,0]",[],"","",6,"",72,[11608],"","","",[],[],4205,[],4205,"","",0,"",738197504,112,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
358,287,5,"Assault the Dreadnought",[],[3724],[],"","",6,"",72,[11653],"","","",[],[],4205,[],4205,"","",0,"",2113929216,112,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
359,287,6,"Travel to Mawdun Quarry",[],"[3186,0]",[3165],"","",6,"",72,[11603],"","","",[],[],4205,[],4205,"","",0,"",-268435456,112,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
360,287,7,"Travel to the Halani Gates",[],[1525],[],"","",6,"",72,[11596],"","","",[],[],4205,[],4205,"","",0,"",1207959552,113,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
361,287,8,"Travel to the Halani Gates",[1525],[3186],[],"","",6,"",72,[11597],"","","",[],[],4205,[],4205,"","",0,"",2013265920,113,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
362,287,9,"Travel to the Halani Gates",[3186],[1524],[],"","",6,"",72,[11598],"","","",[],[],4205,[],4205,"","",0,"",-1476395008,113,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
363,287,10,"Travel to the Halani Gates",[1524],[4562],[],"","",6,"",72,[11599],"","","",[],[],4205,[],4205,"","",0,"",-671088640,113,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
364,287,11,"Travel to the Halani Gates",[4562],[2683],[],"","",6,"",72,[11600],"","","",[],[],4205,[],4205,"","",0,"",134217728,114,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
365,287,12,"Travel to the Halani Gates",[2683],[4344],[],"","",6,"",72,[11601],"","","",[],[],4205,[],4205,"","",0,"",939524096,114,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
366,287,13,"Travel to the Halani Gates",[4344],[4565],[],"","",6,"",72,[11602],"","","",[],[],4205,[],4205,"","",0,"",1744830464,114,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
367,287,14,"Travel to Traitor's Passage",[1524],"[4385,0]",[3728],"","",6,"",72,[11604],"","","",[],[],4205,[],4205,"","",0,"",-234881024,114,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
368,287,15,"Travel to the Sandstorm",[4344],"[4566,0]",[],"","",6,"",72,[11609],"","","",[],[],4205,[],4205,"","",0,"",1677721600,115,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
369,287,16,"[DNT] Travel to Oasis/Dreadnought's Wake",[],[],[],"","",6,"",72,[11610],"","","",[],[],4205,[],4205,"","",0,"",-939524096,115,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
370,287,17,"Travel to Sandswept Marsh",[72],[],[],"","",6,"",72,[11681],"","","",[],[],4205,[],4205,"","",0,"",503316480,116,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
371,294,0,"Introduction",[],[],[3163],"triggerer.FinishNPCChat();",3163,3,"",3163,"[11592,11591]","","","",[],[],4205,[],4205,"","",0,"",1308622848,116,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
372,294,1,"Earning Passage Reward",[],[3704],[3703],"triggerer.FinishNPCChat(); DirtyTransition();",3703,7,11,3703,[],"","","",[],[],4205,[],4205,"","",0,"",-872415232,116,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
373,296,0,"Introduction",[],[],"[3163,0]","",3163,3,"",3163,"[11592,11591]","","","",[],[],4205,[],4205,"","",0,"",201326592,117,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
374,296,1,"Rank and Status",[],[],[3348],"","",3,"",3348,[11595],"","","",[],[],4205,[],4205,"","",0,"",738197504,117,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
375,296,2,"Pursuing the Beast",[],[],[3461],"",3461,6,"",3461,[11593],"","","",[],[],4205,[],4205,"","",0,"",1946157056,117,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
376,296,3,"Oriana",[],[],[3464],"","",3,"",3464,[11682],"","","",[],[],4205,[],4205,"","",0,"",-1543503872,117,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
377,296,4,"Honour Bound",[3461],[],[4837],"","",3,"",4837,[11683],"","","",[],[],4205,[],4205,"","",0,"",-268435456,117,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
378,296,5,"Recent Events",[],[],[4838],"","",3,"",4838,[11594],"","","",[],[],4205,[],4205,"","",0,"",771751936,118,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
