"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup"
1914,"one_handed_physical_leech2353","Art/2DArt/SkillIcons/passives/OneHandedPhysicalAndLeechNode.dds","[2607,603,11023]",12,60,12,0,37887,"Attack Damage and Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1915,"one_handed_physical_leech2354","Art/2DArt/SkillIcons/passives/OneHandedPhysicalAndLeechNode.dds","[2607,11023,70]",12,12,3,0,17934,"Attack Damage and Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1916,"one_handed_physical_leech2355","Art/2DArt/SkillIcons/passives/OneHandedPhysicalAndLeechNode.dds","[2607,3092,11023]",12,40,12,0,29359,"Attack Damage and Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1917,"one_handed_physical_leech_notable2356","Art/2DArt/SkillIcons/passives/OneHandedPhysicalAndLeechNotable.dds","[3092,9761,588]",100,40,10,0,63727,"Gladiator's Perseverance",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1918,"melee_area_of_effect2357","Art/2DArt/SkillIcons/passives/MeleeAoENode.dds","[6646,1361]",5,10,0,0,34989,"Melee Area of Effect and Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1919,"melee_area_of_effect2358","Art/2DArt/SkillIcons/passives/MeleeAoENode.dds","[6646,1361]",5,10,0,0,11700,"Melee Area of Effect and Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1920,"melee_area_of_effect2359","Art/2DArt/SkillIcons/passives/MeleeAoENode.dds","[6646,1361]",5,10,0,0,50969,"Melee Area of Effect and Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1921,"melee_area_of_effect_noable2360","Art/2DArt/SkillIcons/passives/MeleeAoENotable.dds",[6646],20,0,0,0,20835,"Brinkmanship",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1922,"evasion_mobility2361","Art/2DArt/SkillIcons/passives/evasion.dds","[120,177]",12,3,0,0,9786,"Evasion and Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1923,"evasion_mobility2362","Art/2DArt/SkillIcons/passives/evasion.dds","[120,6873]",14,15,0,0,4573,"Evasion and Movement Skill Cooldown Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1924,"evasion_mobility2363","Art/2DArt/SkillIcons/passives/evasion.dds","[120,177]",14,3,0,0,33558,"Evasion and Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1925,"evasion_mobility_notable2364","Art/2DArt/SkillIcons/passives/evasion.dds","[120,6873,177]",30,30,5,0,3309,"Fleetfoot",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1926,"evasion_blind2365","Art/2DArt/SkillIcons/passives/evasion.dds",[120],12,0,0,0,56814,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1927,"evasion_blind2366","Art/2DArt/SkillIcons/passives/evasion.dds","[120,14869]",12,10,0,0,46694,"Evasion and Blind Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1928,"evasion_blind23662","Art/2DArt/SkillIcons/passives/evasion.dds","[120,14869]",12,10,0,0,43457,"Evasion and Blind Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1929,"evasion_blind2367","Art/2DArt/SkillIcons/passives/evasion.dds",[978],40,0,0,0,11850,"Blind Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1930,"evasion_blind_notable2368","Art/2DArt/SkillIcons/passives/EvasionAndBlindNotable.dds","[120,14869]",20,30,0,0,17608,"Silent Steps",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1931,"evasion_phasing2369","Art/2DArt/SkillIcons/passives/evasion.dds","[120,3722]",12,10,0,0,16712,"Evasion and Phasing",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1932,"evasion_phasing2370_","Art/2DArt/SkillIcons/passives/evasion.dds","[120,3722]",12,10,0,0,45033,"Evasion and Phasing",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1933,"evasion_phasing2371","Art/2DArt/SkillIcons/passives/evasion.dds","[120,3722]",12,10,0,0,53324,"Evasion and Phasing",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1934,"evasion_phasing_notable2372","Art/2DArt/SkillIcons/passives/EvasionAndPhasingNotable.dds","[2782,4661,579]",10,40,20,0,15344,"Freedom of Movement",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1935,"armour_endurance_charge2373","Art/2DArt/SkillIcons/passives/dmgreduction.dds","[117,116]",10,150,0,0,2957,"Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1936,"armour_endurance_charge2374","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[117],20,0,0,0,64221,"Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1937,"armour_endurance_charge2375_","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[117],14,0,0,0,39678,"Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1938,"armour_endurance_charge_notable2376","Art/2DArt/SkillIcons/passives/ArmourChargeNotable.dds","[1746,7106]",25,50,0,0,54629,"Inexorable",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1939,"armour_guards_2377","Art/2DArt/SkillIcons/passives/ArmourAndEnergyShieldNode.dds","[117,134]",10,4,0,0,38906,"Armour and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1940,"armour_guards_2378","Art/2DArt/SkillIcons/passives/dmgreduction.dds","[117,9855]",12,20,0,0,10073,"Armour and Guard Skill Cooldown Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1941,"armour_guards_2379","Art/2DArt/SkillIcons/passives/dmgreduction.dds","[117,9855]",12,20,0,0,49147,"Armour and Guard Skill Cooldown Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1942,"armour_guards_notable_2380","Art/2DArt/SkillIcons/passives/ArmourGuardsNotable.dds","[117,14416,14417,12112]",25,1,1,25,49416,"Adamant",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1943,"melee_crit2381","Art/2DArt/SkillIcons/passives/MeleeCriticalStrikeChanceNode.dds",[1354],20,0,0,0,38664,"Melee Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1944,"melee_crit2382","Art/2DArt/SkillIcons/passives/MeleeCriticalStrikeMultiplierNode.dds",[1294],10,0,0,0,56460,"Melee Critical Strike Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1945,"melee_crit2383","Art/2DArt/SkillIcons/passives/MeleeCriticalStrikeChanceNode.dds",[1354],25,0,0,0,61636,"Melee Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1946,"melee_crit_notable2384","Art/2DArt/SkillIcons/passives/MeleeCriticalStrikesNotable.dds","[1354,1294,8611]",40,20,20,0,37647,"Dismembering",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1947,"fortify_2385","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[14881],1,0,0,0,65112,"Maximum Fortification",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1948,"fortify_2386","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[14881],1,0,0,0,14384,"Maximum Fortification",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1949,"fortify_2387","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[14884],20,0,0,0,25781,"Fortification Gain",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1950,"fortify_notable_2388","Art/2DArt/SkillIcons/passives/FortifyNotable2.dds",[14881],4,0,0,0,13922,"Steadfast",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1951,"attack_channel2389","Art/2DArt/SkillIcons/passives/ChannellingAttacksNode.dds","[9848,8872]",4,10,0,0,9844,"Channelling Attack Speed and Stun Avoidance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1952,"attack_channel2390","Art/2DArt/SkillIcons/passives/ChannellingAttacksNode.dds","[9867,9848]",8,3,0,0,1513,"Channelling Attack Damage and Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1953,"attack_channel2391_","Art/2DArt/SkillIcons/passives/ChannellingAttacksNode.dds","[9848,8872]",4,10,0,0,46593,"Channelling Attack Speed and Stun Avoidance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1954,"attack_channel_notable2392","Art/2DArt/SkillIcons/passives/ColdDamageOverTimeNotable.dds","[8587,3561]",12,20,0,0,2959,"Season of Ice",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1955,"attack_channel_charge2393","Art/2DArt/SkillIcons/passives/SpellSuppresionNode.dds",[14805],6,0,0,0,29454,"Spell Suppression",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1956,"attack_channel_charge2394","Art/2DArt/SkillIcons/passives/SpellSuppresionNode.dds",[14805],6,0,0,0,62744,"Spell Suppression",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1957,"attack_channel_charge2395","Art/2DArt/SkillIcons/passives/SpellSuppresionNode.dds",[14805],6,0,0,0,18770,"Spell Suppression",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1958,"attack_channel_charge_notable2396","Art/2DArt/SkillIcons/passives/SpellSupressionNotable1.dds","[14805,14809]",12,3,0,0,63251,"Inveterate",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1959,"impale2397","Art/2DArt/SkillIcons/passives/ImapleNode.dds",[8451],6,0,0,0,53292,"Impale Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1960,"impale2398","Art/2DArt/SkillIcons/passives/ImpaleNode2.dds","[8429,2506]",5,10,0,0,40841,"Impale Chance and Physical Attack Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1961,"impale2399","Art/2DArt/SkillIcons/passives/ImpaleNode2.dds",[8429],10,0,0,0,59833,"Impale Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1962,"impale2400","Art/2DArt/SkillIcons/passives/ImapleNode.dds",[8451],5,0,0,0,15124,"Impale Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1963,"impale_notable2401","Art/2DArt/SkillIcons/passives/ImpaleNotable1.dds","[8429,10813,8451]",15,15,5,0,9194,"Merciless Skewering",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1964,"impale2402","Art/2DArt/SkillIcons/passives/ImpaleNode2.dds",[8451],1,0,0,0,22875,"Impale Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1965,"impale2403","Art/2DArt/SkillIcons/passives/ImapleNode.dds",[8451],6,0,0,0,34191,"Impale Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1966,"impale2404","Art/2DArt/SkillIcons/passives/ImpaleNode2.dds",[8429],10,0,0,0,60529,"Impale Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1967,"impale_notable2405","Art/2DArt/SkillIcons/passives/ImpaleNotable2.dds","[8429,8451,10813]",10,10,25,0,33582,"Forceful Skewering",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1968,"melee_fire_damage2406","Art/2DArt/SkillIcons/passives/MeleeFireNode.dds",[447],4,0,0,0,25168,"Physical Damage as Extra Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1969,"melee_fire_damage2407","Art/2DArt/SkillIcons/passives/firedamage.dds",[42],1,0,0,0,53235,"[UNUSED] NOT USED",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1970,"melee_fire_damage2408","Art/2DArt/SkillIcons/passives/firedamage.dds",[42],1,0,0,0,64216,"[UNUSED] NOT USED",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1971,"melee_fire_damage_notable2409","Art/2DArt/SkillIcons/passives/MeleeFireNotable.dds",[447],10,0,0,0,5430,"Magmatic Strikes",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1972,"rage2410","Art/2DArt/SkillIcons/passives/damage.dds",[341],1,0,0,0,56407,"[UNUSED] NOT USED",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1973,"rage2411","Art/2DArt/SkillIcons/passives/damage.dds",[341],1,0,0,0,42467,"[UNUSED] NOT USED",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1974,"rage2412","Art/2DArt/SkillIcons/passives/damage.dds",[341],1,0,0,0,48184,"[UNUSED] NOT USED",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1975,"attack_blind2414","Art/2DArt/SkillIcons/passives/AttackBlindNode.dds",[6795],10,0,0,0,52423,"Blind Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1976,"attack_blind2415","Art/2DArt/SkillIcons/passives/AttackBlindNode.dds","[6795,84]",10,10,0,0,35744,"Blind Chance and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1977,"attack_blind2416","Art/2DArt/SkillIcons/passives/AttackBlindNode.dds",[3667],25,0,0,0,40287,"Critical Strikes against Blinded Enemies",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1978,"attack_blind_notable2417","Art/2DArt/SkillIcons/passives/AttackBlindNotable.dds","[6795,14869,3667]",20,20,50,0,570,"Dazzling Strikes",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1979,"frenzy_charges2418","Art/2DArt/SkillIcons/passives/chargedex.dds",[178],2,0,0,0,23951,"Movement Speed per Frenzy Charge",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1980,"frenzy_charges2419","Art/2DArt/SkillIcons/passives/chargedex.dds",[122],5,0,0,0,57449,"Evasion per Frenzy Charge",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1981,"frenzy_charges2420","Art/2DArt/SkillIcons/passives/chargedex.dds",[364],2,0,0,0,16213,"Attack Speed per Frenzy Charge",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1982,"frenzy_charges_notable2421","Art/2DArt/SkillIcons/passives/FrenzyChargeNotable.dds","[8465,1352,1654]",1,8,8,0,58921,"Disciple of the Slaughter",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1983,"endurance_charges2422","Art/2DArt/SkillIcons/passives/chargestr.dds",[7507],5,0,0,0,57011,"Stun Duration per Endurance Charge",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1984,"endurance_charges2423","Art/2DArt/SkillIcons/passives/chargestr.dds",[8225],5,0,0,0,65485,"Armour per Endurance Charge",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1985,"endurance_charges2424","Art/2DArt/SkillIcons/passives/chargestr.dds",[7014],3,0,0,0,32690,"Area of Effect per Endurance Charge",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1986,"endurance_charges_notable2425","Art/2DArt/SkillIcons/passives/EnduranceChargeNotable.dds","[8463,3882,3390]",1,8,8,0,64882,"Disciple of the Unyielding",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1987,"aura_banner2426","Art/2DArt/SkillIcons/passives/manareservationreduction.dds",[14769],8,0,0,0,12769,"Reservation Efficiency",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1988,"aura_banner2427","Art/2DArt/SkillIcons/passives/auraeffect.dds",[3844],1,0,0,0,32203,"[UNUSED] NOT USED",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1989,"aura_banner2428","Art/2DArt/SkillIcons/passives/auraeffect.dds",[3844],1,0,0,0,53112,"[UNUSED] NOT USED",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1990,"projectile_attacks2430","Art/2DArt/SkillIcons/passives/ProjectilesNode.dds",[498],12,0,0,0,11678,"Projectile Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1991,"projectile_attacks2431","Art/2DArt/SkillIcons/passives/ProjectilesNode2.dds","[4952,70]",10,4,0,0,36912,"Projectile Attack Damage and Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1992,"projectile_attacks2432","Art/2DArt/SkillIcons/passives/projectilespeed.dds","[498,175]",10,10,0,0,59625,"Projectile Damage and Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1993,"projectile_attacks2433","Art/2DArt/SkillIcons/passives/ProjectilesNode2.dds","[498,175]",10,10,0,0,44306,"Projectile Damage and Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1994,"projectile_attacks_notable2434","Art/2DArt/SkillIcons/passives/BarragingProjectilesNotable.dds","[4431,175]",60,30,0,0,8458,"Longshot",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1995,"super_dexterity2435","Art/2DArt/SkillIcons/passives/plusdexterity.dds",[579],15,0,0,0,63439,"Dexterity",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1996,"super_dexterity2436","Art/2DArt/SkillIcons/passives/plusdexterity.dds",[579],15,0,0,0,43608,"Dexterity",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1997,"super_dexterity_notable2437","Art/2DArt/SkillIcons/passives/plusdexterity.dds","[579,2030]",40,8,0,0,63921,"Utmost Swiftness",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1998,"super_strength2438","Art/2DArt/SkillIcons/passives/plusstrength.dds",[573],15,0,0,0,25531,"Strength",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1999,"super_strength2439","Art/2DArt/SkillIcons/passives/plusstrength.dds",[573],15,0,0,0,19884,"Strength",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2000,"super_strength_notable2440","Art/2DArt/SkillIcons/passives/plusstrength.dds","[573,2031]",40,8,0,0,49772,"Utmost Might",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
2001,"super_intelligence2441","Art/2DArt/SkillIcons/passives/plusintelligence.dds",[576],15,0,0,0,27592,"Intelligence",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2002,"super_intelligence2442","Art/2DArt/SkillIcons/passives/plusintelligence.dds",[576],15,0,0,0,44924,"Intelligence",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2003,"super_intelligence_notable2443","Art/2DArt/SkillIcons/passives/plusintelligence.dds","[576,2032]",40,8,0,0,55114,"Utmost Intellect",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
2004,"axe_damage_and_speed2465_","Art/2DArt/SkillIcons/passives/damageaxe.dds","[74,12072]",4,-20,0,0,38269,"Axe Attack Speed and Rage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2005,"axe_damage_and_speed2466_","Art/2DArt/SkillIcons/passives/attackspeedaxe.dds","[11613,74]",8,4,0,0,29543,"Axe Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2006,"axe_damage_and_accuracy2468","Art/2DArt/SkillIcons/passives/avoidchilling.dds",[944],1,0,0,0,45341,"Maximum Cold Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2007,"axe_damage_and_accuracy2469","Art/2DArt/SkillIcons/passives/avoidburning.dds",[943],1,0,0,0,6043,"Maximum Fire Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2008,"axe_damage_and_accuracy2470","Art/2DArt/SkillIcons/passives/ElementalResistance2.dds",[141],5,0,0,0,50340,"Elemental Resistances",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2009,"axe_damage_and_accuracy_notable2471","Art/2DArt/SkillIcons/passives/MaximumElementalResistances2.dds",[948],2,0,0,0,60031,"Prismatic Skin",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
2010,"axe_damage_accuracy_crit2472","Art/2DArt/SkillIcons/passives/damageaxe.dds","[11613,86]",10,10,0,0,19388,"Axe Damage and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2011,"axe_damage_accuracy_crit2473","Art/2DArt/SkillIcons/passives/damageaxe.dds",[11613],12,0,0,0,23852,"Axe Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2012,"axe_damage_accuracy_crit2474","Art/2DArt/SkillIcons/passives/damageaxe.dds","[11613,2793]",10,25,0,0,32519,"Axe Damage and Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2013,"axe_damage_accuracy_crit2475","Art/2DArt/SkillIcons/passives/damageaxe.dds","[11613,2793]",10,25,0,0,26188,"Axe Damage and Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2014,"axe_damage_accuracy_crit_notable2476","Art/2DArt/SkillIcons/passives/AxeNotable2.dds","[11613,614,504]",30,40,200,0,52090,"Feller of Foes",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
2015,"mace_critical_strikes2479","Art/2DArt/SkillIcons/passives/macecritdmgspeed.dds","[658,2414]",16,16,0,0,18379,"Mace Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2016,"mace_critical_strikes_notable2480","Art/2DArt/SkillIcons/passives/MaceNotable2.dds","[2734,2414,109]",10,60,10,0,39657,"Pain Forger",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
2017,"mace_accuracy_speed2481","Art/2DArt/SkillIcons/passives/macedmg.dds","[11615,90]",10,6,0,0,10348,"Mace Damage and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2018,"mace_accuracy_speed2482","Art/2DArt/SkillIcons/passives/macedmg.dds","[90,78]",8,4,0,0,24521,"Mace Accuracy and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2019,"mace_accuracy_speed2483","Art/2DArt/SkillIcons/passives/macedmg.dds","[90,78]",8,4,0,0,27763,"Mace Accuracy and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2020,"mace_accuracy_speed_notable2484","Art/2DArt/SkillIcons/passives/ArmourandEvasion2.dds","[15245,12087,11081]",30,30,10,6,49969,"Courage",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
2021,"mace_crit2485","Art/2DArt/SkillIcons/passives/macecritdmgspeed.dds",[658],15,0,0,0,50225,"Mace Critical Strike Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2022,"mace_crit2486","Art/2DArt/SkillIcons/passives/macecritdmgspeed.dds",[2414],20,0,0,0,24155,"Mace Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2023,"mace_crit2487","Art/2DArt/SkillIcons/passives/macecritdmgspeed.dds","[38,11599,2414]",10,10,20,0,15086,"Mace Damage and Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2024,"mace_crit_notable2488","Art/2DArt/SkillIcons/passives/MaceNotable1.dds","[38,11599,658]",35,35,35,0,55772,"Blacksmith's Clout",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
2025,"mace_stun2489","Art/2DArt/SkillIcons/passives/macedmg.dds","[38,11599,341]",10,10,10,0,43822,"Mace Damage and Stun Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2026,"mace_stun2490","Art/2DArt/SkillIcons/passives/macedmg.dds","[38,11599,3832]",14,14,10,0,2411,"Mace Damage and Stun Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2027,"mace_stun2491","Art/2DArt/SkillIcons/passives/macedmg.dds","[38,11599,109]",14,14,10,0,35992,"Mace Damage and Reduced Enemy Stun Threshold",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2028,"mace_stun_notable2492","Art/2DArt/SkillIcons/passives/stunmace.dds","[38,11599,3580]",30,30,60,0,5126,"Spinecruncher",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
2029,"sword_damage_accuracy2497","Art/2DArt/SkillIcons/passives/SpellSuppressionLifeFlasks.dds","[14805,399]",4,12,0,0,4656,"Spell Suppression and Life Flask Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2030,"sword_damage_accuracy2498","Art/2DArt/SkillIcons/passives/SpellSuppressionLifeFlasks.dds","[14805,399]",4,12,0,0,22217,"Spell Suppression and Life Flask Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2031,"sword_damage_accuracy2499","Art/2DArt/SkillIcons/passives/SpellSuppressionLifeFlasks.dds","[14805,399]",4,12,0,0,6383,"Spell Suppression and Life Flask Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2032,"sword_damage_accuracy_notable2500_","Art/2DArt/SkillIcons/passives/SpellSuppressionLifeFlasksN.dds","[14805,15112]",10,3,0,0,59866,"Entrench",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
2033,"sword_damage_area2502","Art/2DArt/SkillIcons/passives/damagesword.dds",[11611],14,0,0,0,40135,"Sword Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2034,"sword_damage_area2503","Art/2DArt/SkillIcons/passives/damagesword.dds","[11611,9858]",10,1,0,0,9262,"Sword Damage and Melee Range",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2035,"sword_damage_area2504","Art/2DArt/SkillIcons/passives/damagesword.dds",[],0,0,0,0,32188,"[UNUSED] SWORD",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2036,"sword_damage_area_notable2505","Art/2DArt/SkillIcons/passives/SwordNotable1.dds","[11611,9858]",30,3,0,0,65093,"Bladedancer",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
2037,"bow_mobility2507","Art/2DArt/SkillIcons/passives/attackspeedbow.dds","[2869,8108]",12,12,0,0,930,"Bow Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2038,"bow_chaos2508","Art/2DArt/SkillIcons/passives/attackspeedbow.dds",[8108],16,0,0,0,54868,"Bow Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
2039,"bow_chaos2509","Art/2DArt/SkillIcons/passives/attackspeedbow.dds",[8108],20,0,0,0,39938,"Bow Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
