"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","IsDropDisabled","ItemVisualIdentity","HASH","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","ItemThemesKey","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","ItemShopType","rid","rid","bool"
2867,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSavageEthercraftHelmet",40,2,2,"Savage Ethercraft Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2740,869582412,[],"","","",[],176,[],"","",11,"","",""
2868,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSavageEthercraftBoots",40,2,2,"Savage Ethercraft Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2741,1061670149,[],"","","",[],176,[],"","",4,"","",""
2869,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSavageEthercraftGloves",40,2,2,"Savage Ethercraft Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2742,-379013054,[],"","","",[],176,[],"","",9,"","",""
2870,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSavageEthercraftBodyArmour",40,2,2,"Savage Ethercraft Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2743,1901259961,[],"","","",[],176,[],"","",3,"","",""
2871,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEnragedEthercraftHelmet",40,2,2,"Enraged Ethercraft Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2744,240442091,[],"","","",[],176,[],"","",11,"","",""
2872,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEnragedEthercraftBoots",40,2,2,"Enraged Ethercraft Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2745,-1175522402,[],"","","",[],176,[],"","",4,"","",""
2873,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEnragedEthercraftGloves",40,2,2,"Enraged Ethercraft Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2746,-558767462,[],"","","",[],176,[],"","",9,"","",""
2874,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEnragedEthercraftBodyArmour",40,2,2,"Enraged Ethercraft Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2747,521605620,[],"","","",[],176,[],"","",3,"","",""
2875,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTranquilEthercraftHelmet",40,2,2,"Tranquil Ethercraft Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2748,1777968481,[],"","","",[],176,[],"","",11,"","",""
2876,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTranquilEthercraftBoots",40,2,2,"Tranquil Ethercraft Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2749,-1247032056,[],"","","",[],176,[],"","",4,"","",""
2877,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTranquilEthercraftGloves",40,2,2,"Tranquil Ethercraft Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2750,525923168,[],"","","",[],176,[],"","",9,"","",""
2878,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTranquilEthercraftBodyArmour",40,2,2,"Tranquil Ethercraft Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2751,-697169548,[],"","","",[],176,[],"","",3,"","",""
2879,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChaoticEthercraftHelmet",40,2,2,"Chaotic Ethercraft Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2752,1540238570,[],"","","",[],176,[],"","",11,"","",""
2880,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChaoticEthercraftBoots",40,2,2,"Chaotic Ethercraft Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2753,-864271590,[],"","","",[],176,[],"","",4,"","",""
2881,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChaoticEthercraftGloves",40,2,2,"Chaotic Ethercraft Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2754,112892311,[],"","","",[],176,[],"","",9,"","",""
2882,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChaoticEthercraftBodyArmour",40,2,2,"Chaotic Ethercraft Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2755,-1686624591,[],"","","",[],176,[],"","",3,"","",""
2883,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSavageEthercraftBackAttachment",40,2,2,"Savage Ethercraft Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2756,-2087492619,[],"","","",[],176,[],"","",2,"","",""
2884,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEnragedEthercraftBackAttachment",40,2,2,"Enraged Ethercraft Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2757,826211995,[],"","","",[],176,[],"","",2,"","",""
2885,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTranquilEthercraftBackAttachment",40,2,2,"Tranquil Ethercraft Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2758,1181346676,[],"","","",[],176,[],"","",2,"","",""
2886,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChaoticEthercraftBackAttachment",40,2,2,"Chaotic Ethercraft Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2759,-1869221574,[],"","","",[],176,[],"","",2,"","",""
2887,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSavageEthercraftWeaponEffect",40,2,2,"Savage Ethercraft Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2760,-451568388,[],"","","",[],176,[],"","",21,"","",""
2888,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEnragedEthercraftWeaponEffect",40,2,2,"Enraged Ethercraft Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2761,987938242,[],"","","",[],176,[],"","",21,"","",""
2889,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTranquilEthercraftWeaponEffect",40,2,2,"Tranquil Ethercraft Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2762,-794403779,[],"","","",[],176,[],"","",21,"","",""
2890,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChaoticEthercraftWeaponEffect",40,2,2,"Chaotic Ethercraft Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2763,1432367685,[],"","","",[],176,[],"","",21,"","",""
2891,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSavageEthercraftAuraEffect",40,2,2,"Savage Ethercraft Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2764,1788005820,[],"","","",[],176,[],"","",17,"","",""
2892,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionEnragedEthercraftAuraEffect",40,2,2,"Enraged Ethercraft Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2765,-2075440776,[],"","","",[],176,[],"","",17,"","",""
2893,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionTranquilEthercraftAuraEffect",40,2,2,"Tranquil Ethercraft Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2766,-331956926,[],"","","",[],176,[],"","",17,"","",""
2894,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionChaoticEthercraftAuraEffect",40,2,2,"Chaotic Ethercraft Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2767,-756435023,[],"","","",[],176,[],"","",17,"","",""
2895,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionIllusionistGlacialCascadeEffect",40,2,2,"Illusionist Glacial Cascade Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2768,-387916023,[],"","","",[],138,[],"","",17,"","",""
2896,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionVoidVolatileDeadEffect",40,2,2,"Void Volatile Dead Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2769,-254560882,[],"","","",[],85,[],"","",17,"","",""
2897,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionVoidDetonateDeadEffect",40,2,2,"Void Detonate Dead Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2770,-446159367,[],"","","",[],85,[],"","",17,"","",""
2898,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionVoidDesecrateEffect",40,2,2,"Void Desecrate Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2771,-180883779,[],"","","",[],85,[],"","",17,"","",""
2899,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialDischargeEffect",40,2,2,"Celestial Discharge Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2772,-476845849,[],"","","",[],23,[],"","",17,"","",""
2900,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionAutomatonBallLightningEffect",40,2,2,"Automaton Ball Lightning Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2773,252905942,[],"","","",[],71,[],"","",17,"","",""
2901,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionAutomatonCracklingLanceEffect",40,2,2,"Automaton Crackling Lance Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2774,-186532666,[],"","","",[],71,[],"","",17,"","",""
2902,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionTranscendenceBladeVortexEffect",40,2,2,"Transcendence Blade Vortex Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2775,-17057684,[],"","","",[],127,[],"","",17,"","",""
2903,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStygianFirestormEffect",40,2,2,"Stygian Firestorm Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2776,50448867,[],"","","",[],62,[],"","",17,"","",""
2904,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStygianFlameWallEffect",40,2,2,"Stygian Flame Wall Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2777,-1531245365,[],"","","",[],62,[],"","",17,"","",""
2905,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTempleHelmet",40,2,2,"Temple Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2778,1383521410,[],"","","",[],119,[],"","",11,"","",""
2906,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTempleBoots",40,2,2,"Temple Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2779,-1562968695,[],"","","",[],119,[],"","",4,"","",""
2907,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTempleGloves",40,2,2,"Temple Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2780,1265602613,[],"","","",[],119,[],"","",9,"","",""
2908,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTempleBodyArmour",40,2,2,"Temple Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2781,456085326,[],"","","",[],119,[],"","",3,"","",""
2909,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTempleWings",40,2,2,"Temple Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2782,-1286020684,[],"","","",[],119,[],"","",2,"","",""
2910,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTempleWeapon",40,2,2,"Temple Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2783,1765751040,[],"","","",[],119,[],"","",22,"","",""
2911,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTempleWeaponEffect",40,2,2,"Temple Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2784,-1201182772,[],"","","",[],119,[],"","",21,"","",""
2912,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTempleCharacterEffect",40,2,2,"Temple Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2785,1998713473,[],"","","",[],119,[],"","",5,"","",""
2913,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTemplePortalEffect",40,2,2,"Temple Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2786,768721287,[],"","","",[],119,[],"","",16,"","",""
2914,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionTempleLancingSteelEffect",40,2,2,"Temple Lancing Steel Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2787,-1421926032,[],"","","",[],119,[],"","",17,"","",""
2915,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTempleShatteringSteelEffect",40,2,2,"Temple Shattering Steel Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2788,-1680844562,[],"","","",[],119,[],"","",17,"","",""
2916,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkwoodHelmet",40,2,2,"Darkwood Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2789,-1436989811,[],"","","",[],177,[],"","",11,"","",""
2917,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkwoodBoots",40,2,2,"Darkwood Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2790,1857466108,[],"","","",[],177,[],"","",4,"","",""
2918,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkwoodGloves",40,2,2,"Darkwood Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2791,-1477497388,[],"","","",[],177,[],"","",9,"","",""
2919,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkwoodBodyArmour",40,2,2,"Darkwood Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2792,1858294572,[],"","","",[],177,[],"","",3,"","",""
2920,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkwoodWings",40,2,2,"Glimmersprite Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2793,458367,[],"","","",[],183,[],"","",2,"","",""
2921,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkwoodCloak",40,2,2,"Darkwood Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2794,66639753,[],"","","",[],177,[],"","",2,"","",""
2922,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkwoodWeapon",40,2,2,"Darkwood Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2795,1873042250,[],"","","",[],177,[],"","",22,"","",""
2923,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkwoodWeaponEffect",40,2,2,"Darkwood Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2796,-1050569271,[],"","","",[],177,[],"","",21,"","",""
2924,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkwoodFootprintsEffect",40,2,2,"Darkwood Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2797,604584301,[],"","","",[],177,[],"","",8,"","",""
2925,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDarkwoodPortalEffect",40,2,2,"Darkwood Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2798,-1833999785,[],"","","",[],177,[],"","",16,"","",""
2926,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDarkwoodAuraEffect",40,2,2,"Darkwood Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2799,150134851,[],"","","",[],177,[],"","",17,"","",""
2927,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDarkwoodHeraldEffect",40,2,2,"Darkwood Herald Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2800,97572163,[],"","","",[],177,[],"","",17,"","",""
2928,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDarkwoodRaiseSpectreSkin",40,2,2,"Darkwood Raise Spectre Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2801,693666904,[],"","","",[],177,[],"","",17,"","",""
2929,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDarkwoodCarrionGolemSkin",40,2,2,"Darkwood Carrion Golem Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2802,372212093,[],"","","",[],177,[],"","",17,"","",""
2930,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDarkwoodVolatileDeadEffect",40,2,2,"Darkwood Volatile Dead Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2803,-1481510836,[],"","","",[],177,[],"","",17,"","",""
2931,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDarkwoodCremationEffect",40,2,2,"Darkwood Cremation Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2804,1984904355,[],"","","",[],177,[],"","",17,"","",""
2932,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialCarrionGolemSkin",40,2,2,"Celestial Carrion Golem Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2805,178192784,[],"","","",[],23,[],"","",17,"","",""
2933,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDivineBlackHoleEffect",40,2,2,"Divine Void Sphere Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2806,-465020717,[],"","","",[],19,[],"","",17,"","",""
2934,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSwordThroughHelmetAttachment",40,2,2,"Sword Through Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2807,1883845330,[],"","","",[],4,[],"","",10,"","",""
2935,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGuillotinePortalEffect",40,2,2,"Guillotine Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2808,832534644,[],"","","",[],4,[],"","",16,"","",""
2936,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSummonRagingEyeballs",40,2,2,"Summon Raging Eyeballs","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2809,94739522,[],"","","",[],70,[],"","",17,"","",""
2937,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDemonicEyeBannerSkin",40,2,2,"Demonic Eye Banner Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2810,1215900585,[],"","","",[],8,[],"","",17,"","",""
2938,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionViperMoltenShellEffect",40,2,2,"Viper Molten Shell Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2811,-966354234,[],"","","",[],129,[],"","",17,"","",""
2939,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionVerdantCharacterEffect",40,2,2,"Verdant Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2812,1162958202,[],"","","",[],14,[],"","",5,"","",""
2940,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSurvivorsGoggles",40,2,2,"Survivor's Goggles","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2813,196270690,[],"","","",[],12,[],"","",10,"","",""
2941,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCrescentPortalEffect",40,2,2,"Crescent Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2814,-1810481199,[],"","","",[],190,[],"","",16,"","",""
2942,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionCrescentPortraitFrame",40,2,2,"Crescent Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2815,999220588,[],"","","",[],190,[],"","",18,"","",""
2943,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverCrescentHelmet",40,2,2,"Silver Crescent Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2816,-803237173,[],"","","",[],190,[],"","",11,"","",""
2944,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverCrescentBoots",40,2,2,"Silver Crescent Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2817,-966024268,[],"","","",[],190,[],"","",4,"","",""
2945,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverCrescentGloves",40,2,2,"Silver Crescent Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2818,-1663436038,[],"","","",[],190,[],"","",9,"","",""
2946,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverCrescentBodyArmour",40,2,2,"Silver Crescent Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2819,-42342578,[],"","","",[],190,[],"","",3,"","",""
2947,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverCrescentAlternateHelmet",40,2,2,"Silver Crescent Alternate Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2820,1986251362,[],"","","",[],190,[],"","",11,"","",""
2948,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSilverCrescentWeapon",40,2,2,"Silver Crescent Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2821,1679312014,[],"","","",[],190,[],"","",22,"","",""
2949,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionSilverCrescentPortraitFrame",40,2,2,"Silver Crescent Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2822,-1675237345,[],"","","",[],190,[],"","",18,"","",""
2950,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSunAuraEffect",40,2,2,"Sun Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2823,59326421,[],"","","",[],190,[],"","",17,"","",""
2951,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionSunPortraitFrame",40,2,2,"Sun Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2824,2087212069,[],"","","",[],190,[],"","",18,"","",""
2952,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionImperialSunHelmet",40,2,2,"Imperial Sun Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2825,-1491899376,[],"","","",[],190,[],"","",11,"","",""
2953,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionImperialSunBoots",40,2,2,"Imperial Sun Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2826,1398278247,[],"","","",[],190,[],"","",4,"","",""
2954,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionImperialSunGloves",40,2,2,"Imperial Sun Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2827,1033707605,[],"","","",[],190,[],"","",9,"","",""
2955,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionImperialSunBodyArmour",40,2,2,"Imperial Sun Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2828,-1478169476,[],"","","",[],190,[],"","",3,"","",""
2956,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionImperialSunHelmetAttachment",40,2,2,"Imperial Sun Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2829,-23718341,[],"","","",[],190,[],"","",10,"","",""
2957,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionImperialSunWeapon",40,2,2,"Imperial Sun Weapon","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2830,-1091594034,[],"","","",[],190,[],"","",22,"","",""
2958,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionImperialSunPortraitFrame",40,2,2,"Imperial Sun Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2831,559395262,[],"","","",[],190,[],"","",18,"","",""
2959,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBrimstoneWeaponEffect",40,2,2,"Brimstone Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2832,59579299,[],"","","",[],188,[],"","",21,"","",""
2960,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionRenegadePortraitFrame",40,2,2,"Renegade Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2833,-1059459572,[],"","","",[],182,[],"","",18,"","",""
2961,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeadlyRenegadeHelmet",40,2,2,"Deadly Renegade Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2834,459159375,[],"","","",[],182,[],"","",11,"","",""
2962,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeadlyRenegadeBoots",40,2,2,"Deadly Renegade Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2835,-795513455,[],"","","",[],182,[],"","",4,"","",""
2963,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeadlyRenegadeGloves",40,2,2,"Deadly Renegade Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2836,1269592142,[],"","","",[],182,[],"","",9,"","",""
2964,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeadlyRenegadeBodyArmour",40,2,2,"Deadly Renegade Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2837,587211000,[],"","","",[],182,[],"","",3,"","",""
2965,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeadlyRenegadeCloak",40,2,2,"Deadly Renegade Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2838,1405051682,[],"","","",[],182,[],"","",2,"","",""
2966,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionDeadlyRenegadePortraitFrame",40,2,2,"Deadly Renegade Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,2839,-544096526,[],"","","",[],182,[],"","",18,"","",""
