"rownum","Id","i32","i32","Name","CompletionsRequired","AchievementsKey","bool","bool","bool","bool"
5340,"BetrayalDefeatGod1",1,26,"Tukohama, Karui God of War",1,648,"",1,"",1
5341,"BetrayalDefeatGod2",1,27,"Abberath, the Cloven One",1,648,"",1,"",1
5342,"BetrayalDefeatGod3",1,28,"Ryslatha, the Puppet Mistress",1,648,"",1,"",1
5343,"BetrayalDefeatGod4",1,29,"Ralakesh, Master of a Million Faces",1,648,"",1,"",1
5344,"BetrayalDefeatGod5",1,30,"Gruthkul, Mother of Despair",1,648,"",1,"",1
5345,"BetrayalDefeatGod6",1,31,"Yugul, Reflection of Terror",1,648,"",1,"",1
5346,"BetrayalDefeatGod7",1,32,"Shakari, Queen of the Sands",1,648,"",1,"",1
5347,"BetrayalDefeatGod8",1,33,"Garukhan, Queen of the Winds",1,648,"",1,"",1
5348,"BetrayalDefeatBrineKing",1,34,"Act 6: Tsoagoth, The Brine King",1,649,"",1,"",1
5349,"BetrayalDefeatArakaali",1,35,"Act 7: Arakaali, Spinner of Shadows",1,649,"",1,"",1
5350,"BetrayalDefeatSolarisLunaris",1,36,"Act 8: Lunaris, Eternal Moon and Solaris, Eternal Sun",1,649,"",1,"",1
5351,"BetrayalDefeatUnholyTrio",1,37,"Act 9: The Depraved Trinity",1,649,"",1,"",1
5352,"BetrayalDefeatKitava2",1,38,"Act 10: Kitava, the Insatiable",1,649,"",1,"",1
5353,"BetrayalTwinnedMap1",1,39,"Lookout",1,650,"",1,"",1
5354,"BetrayalTwinnedMap2",1,40,"Strand",1,650,"",1,"",1
5355,"BetrayalTwinnedMap3",1,41,"Spider Lair",1,650,"",1,"",1
5356,"BetrayalTwinnedMap4",1,42,"Jungle Valley",1,650,"",1,"",1
5357,"BetrayalTwinnedMap5",1,43,"Vaal Pyramid",1,650,"",1,"",1
5358,"BetrayalChallenge3a",5,44,"While assisted by Friends",20,651,"",1,"",1
5359,"BetrayalChallenge3b",5,49,"While hindered by Rivals",20,651,"",1,"",1
5360,"BetrayalChallenge3c",5,54,"While assisted or hindered by Subordinates",20,651,"",1,"",1
5361,"BetrayalChallenge3d",5,59,"While assisted or hindered by Superiors",20,651,"",1,"",1
5362,"BetrayalDefeatArchitects",7,64,"",100,652,"",1,"",1
5363,"BetrayalChallenge4a",1,71,"Guff \""Tiny\"" Grenn",1,653,"",1,"",1
5364,"BetrayalChallenge4b",1,72,"Janus Perandus",1,653,"",1,"",1
5365,"BetrayalChallenge4c",1,73,"It That Fled",1,653,"",1,"",1
5366,"BetrayalChallenge4d",1,74,"Hillock, the Blacksmith",1,653,"",1,"",1
5367,"BetrayalChallenge4e",1,75,"Gravicius",1,653,"",1,"",1
5368,"BetrayalChallenge4f",1,76,"Thane Jorgin",1,653,"",1,"",1
5369,"BetrayalChallenge4g",1,77,"Korell Goya",1,653,"",1,"",1
5370,"BetrayalChallenge4h",1,78,"Rin Yuushu",1,653,"",1,"",1
5371,"BetrayalChallenge4i",1,79,"Cameria the Coldblooded",1,653,"",1,"",1
5372,"BetrayalChallenge4j",1,80,"Aisling Laffrey",1,653,"",1,"",1
5373,"BetrayalChallenge4k",1,81,"Riker Maloney",1,653,"",1,"",1
5374,"BetrayalIdentifyUniques",7,82,"",100,654,"",1,"",1
5375,"BetrayalChallenge5a",1,89,"Guff \""Tiny\"" Grenn in Fortification",1,655,"",1,"",1
5376,"BetrayalChallenge5b",1,90,"Guff \""Tiny\"" Grenn in Transportation",1,655,"",1,"",1
5377,"BetrayalChallenge5c",1,91,"Guff \""Tiny\"" Grenn in Research",1,655,"",1,"",1
5378,"BetrayalChallenge5d",1,92,"Guff \""Tiny\"" Grenn in Intervention",1,655,"",1,"",1
5379,"BetrayalChallenge5e",1,93,"Korell Goya in Fortification",1,655,"",1,"",1
5380,"BetrayalChallenge5f",1,94,"Korell Goya in Transportation",1,655,"",1,"",1
5381,"BetrayalChallenge5g",1,95,"Korell Goya in Research",1,655,"",1,"",1
5382,"BetrayalChallenge5h",1,96,"Korell Goya in Intervention",1,655,"",1,"",1
5383,"BetrayalChallenge5i",1,97,"Rin Yuushu in Fortification",1,655,"",1,"",1
5384,"BetrayalChallenge5j",1,98,"Rin Yuushu in Transportation",1,655,"",1,"",1
5385,"BetrayalChallenge5k",1,99,"Rin Yuushu in Research",1,655,"",1,"",1
5386,"BetrayalChallenge5l",1,100,"Rin Yuushu in Intervention",1,655,"",1,"",1
5387,"BetrayalChallenge5m",1,101,"Aisling Laffrey in Fortification",1,655,"",1,"",1
5388,"BetrayalChallenge5n",1,102,"Aisling Laffrey in Transportation",1,655,"",1,"",1
5389,"BetrayalChallenge5o",1,103,"Aisling Laffrey in Research",1,655,"",1,"",1
5390,"BetrayalChallenge5p",1,104,"Aisling Laffrey in Intervention",1,655,"",1,"",1
5391,"BetrayalChallenge5q",1,105,"Riker Maloney in Fortification",1,655,"",1,"",1
5392,"BetrayalChallenge5r",1,106,"Riker Maloney in Transportation",1,655,"",1,"",1
5393,"BetrayalChallenge5s",1,107,"Riker Maloney in Research",1,655,"",1,"",1
5394,"BetrayalChallenge5t",1,108,"Riker Maloney in Intervention",1,655,"",1,"",1
5395,"BetrayalCorruptedMaps",5,109,"",20,656,"",1,"",1
5396,"BetrayalCompleteEncounters1a",1,114,"Defeat Aulen Greychain with 4 Ancestor Totems active",1,657,"",1,"",1
5397,"BetrayalCompleteEncounters1b",1,115,"Defeat Fire and Fury without using any Timed Cranks",1,657,"",1,"",1
5398,"BetrayalCompleteEncounters1c",1,116,"Defeat Megaera with 10 active Molten Skeletons",1,657,"",1,"",1
5399,"BetrayalCompleteEncounters1d",1,117,"Defeat Gisale, Thought Thief without being shocked by her",1,657,"",1,"",1
5400,"BetrayalShaperStrongholds",5,118,"",20,658,"",1,"",1
5401,"BetrayalChallenge6a",1,123,"Veiled Prefix Mod - Leo",1,659,"",1,"",1
5402,"BetrayalChallenge6b",1,124,"Veiled Prefix Mod - Catarina",1,659,"",1,"",1
5403,"BetrayalChallenge6c",1,125,"Veiled Prefix Mod - Elreon",1,659,"",1,"",1
5404,"BetrayalChallenge6d",1,126,"Veiled Prefix Mod - Vorici",1,659,"",1,"",1
5405,"BetrayalChallenge6e",1,127,"Veiled Prefix Mod - Haku",1,659,"",1,"",1
5406,"BetrayalChallenge6f",1,128,"Veiled Prefix Mod - Tora",1,659,"",1,"",1
5407,"BetrayalChallenge6g",1,129,"Veiled Prefix Mod - Vagan",1,659,"",1,"",1
5408,"BetrayalChallenge6h",1,130,"Veiled Prefix Mod - Guff",1,659,"",1,"",1
5409,"BetrayalChallenge6i",1,131,"Veiled Prefix Mod - It That Fled",1,659,"",1,"",1
5410,"BetrayalChallenge6j",1,132,"Veiled Prefix Mod - Gravicius",1,659,"",1,"",1
5411,"BetrayalChallenge6k",1,133,"Veiled Prefix Mod - Korell",1,659,"",1,"",1
5412,"BetrayalChallenge6l",1,134,"Veiled Prefix Mod - Rin",1,659,"",1,"",1
5413,"BetrayalChallenge6m",1,135,"Veiled Suffix Mod - Janus",1,659,"",1,"",1
5414,"BetrayalChallenge6n",1,136,"Veiled Suffix Mod - Hillock",1,659,"",1,"",1
5415,"BetrayalChallenge6o",1,137,"Veiled Suffix Mod - Jorgin",1,659,"",1,"",1
5416,"BetrayalChallenge6p",1,138,"Veiled Suffix Mod - Cameria",1,659,"",1,"",1
5417,"BetrayalChallenge6q",1,139,"Veiled Suffix Mod - Aisling",1,659,"",1,"",1
5418,"BetrayalChallenge6r",1,140,"Veiled Suffix Mod - Riker",1,659,"",1,"",1
5419,"BetrayalElderGuardian1",1,141,"The Enslaver",1,660,"",1,"",1
5420,"BetrayalElderGuardian2",1,142,"The Eradicator",1,660,"",1,"",1
5421,"BetrayalElderGuardian3",1,143,"The Constrictor",1,660,"",1,"",1
5422,"BetrayalElderGuardian4",1,144,"The Purifier",1,660,"",1,"",1
5423,"BetrayalCompleteUnidedRareMaps1",1,145,"Tier 1",1,661,"",1,"",1
5424,"BetrayalCompleteUnidedRareMaps2",1,146,"Tier 2",1,661,"",1,"",1
5425,"BetrayalCompleteUnidedRareMaps3",1,147,"Tier 3",1,661,"",1,"",1
5426,"BetrayalCompleteUnidedRareMaps4",1,148,"Tier 4",1,661,"",1,"",1
5427,"BetrayalCompleteUnidedRareMaps5",1,149,"Tier 5",1,661,"",1,"",1
5428,"BetrayalCompleteUnidedRareMaps6",1,150,"Tier 6",1,661,"",1,"",1
5429,"BetrayalCompleteUnidedRareMaps7",1,151,"Tier 7",1,661,"",1,"",1
5430,"BetrayalCompleteUnidedRareMaps8",1,152,"Tier 8",1,661,"",1,"",1
5431,"BetrayalCompleteUnidedRareMaps9",1,153,"Tier 9",1,661,"",1,"",1
5432,"BetrayalCompleteUnidedRareMaps10",1,154,"Tier 10",1,661,"",1,"",1
5433,"BetrayalCompleteUnidedRareMaps11",1,155,"Tier 11",1,661,"",1,"",1
5434,"BetrayalCompleteUnidedRareMaps12",1,156,"Tier 12",1,661,"",1,"",1
5435,"BetrayalCompleteUnidedRareMaps13",1,157,"Tier 13",1,661,"",1,"",1
5436,"BetrayalCompleteUnidedRareMaps14",1,158,"Tier 14",1,661,"",1,"",1
5437,"BetrayalCompleteUnidedRareMaps15",1,159,"Tier 15",1,661,"",1,"",1
5438,"BetrayalCompleteUnidedRareMaps16",1,160,"Tier 16",1,661,"",1,"",1
5439,"BetrayalReachDelveLevel",1,161,"",1,662,"",1,"",1
5440,"BetrayalChallenge7a",1,162,"Guff \""Tiny\"" Grenn",1,663,"",1,"",1
5441,"BetrayalChallenge7b",1,163,"Janus Perandus",1,663,"",1,"",1
5442,"BetrayalChallenge7c",1,164,"It That Fled",1,663,"",1,"",1
5443,"BetrayalChallenge7d",1,165,"Hillock, the Blacksmith",1,663,"",1,"",1
5444,"BetrayalChallenge7e",1,166,"Gravicius",1,663,"",1,"",1
5445,"BetrayalChallenge7f",1,167,"Thane Jorgin",1,663,"",1,"",1
5446,"BetrayalChallenge7g",1,168,"Korell Goya",1,663,"",1,"",1
5447,"BetrayalChallenge7h",1,169,"Rin Yuushu",1,663,"",1,"",1
5448,"BetrayalChallenge7i",1,170,"Cameria the Coldblooded",1,663,"",1,"",1
5449,"BetrayalChallenge7j",1,171,"Aisling Laffrey",1,663,"",1,"",1
5450,"BetrayalChallenge7k",1,172,"Riker Maloney",1,663,"",1,"",1
5451,"BetrayalCompleteEncounters2a",1,173,"Defeat a Breachlord",1,664,"",1,"",1
5452,"BetrayalCompleteEncounters2b",1,174,"Defeat a Lich",1,664,"",1,"",1
5453,"BetrayalCompleteEncounters2c",1,175,"Defeat The Pale Council",1,664,"",1,"",1
5454,"BetrayalCompleteEncounters2d",1,176,"Release an Essence of Hysteria, Insanity, Horror or Delirium",1,664,"",1,"",1
5455,"BetrayalOpenDelveChests",9,177,"",300,665,"",1,"",1
5456,"BetrayalChallenge8a",6,186,"Fortification Safehouse",40,666,"",1,"",1
5457,"BetrayalChallenge8b",6,192,"Transportation Safehouse",40,666,"",1,"",1
5458,"BetrayalChallenge8c",6,198,"Research Safehouse",40,666,"",1,"",1
5459,"BetrayalChallenge8d",6,204,"Intervention Safehouse",40,666,"",1,"",1
5460,"BetrayalUpgradeRoom1",1,210,"Toxic Grove",1,667,"",1,"",1
5461,"BetrayalUpgradeRoom2",1,211,"Apex of Ascension",1,667,"",1,"",1
5462,"BetrayalUpgradeRoom3",1,212,"Storm of Corruption",1,667,"",1,"",1
5463,"BetrayalUpgradeRoom4",1,213,"Defense Research Lab",1,667,"",1,"",1
5464,"BetrayalUpgradeRoom5",1,214,"Atlas of Worlds",1,667,"",1,"",1
5465,"BetrayalUpgradeRoom6",1,215,"Throne of Atziri",1,667,"",1,"",1
5466,"BetrayalUpgradeRoom7",1,216,"Museum of Artifacts",1,667,"",1,"",1
5467,"BetrayalUpgradeRoom8",1,217,"Locus of Corruption",1,667,"",1,"",1
5468,"BetrayalUpgradeRoom9",1,218,"Shrine of Unmaking",1,667,"",1,"",1
5469,"BetrayalUpgradeRoom10",1,219,"Chamber of Iron",1,667,"",1,"",1
5470,"BetrayalUpgradeRoom11",1,220,"Hall of Champions",1,667,"",1,"",1
5471,"BetrayalUpgradeRoom12",1,221,"Hall of War",1,667,"",1,"",1
5472,"BetrayalUpgradeRoom13",1,222,"House of the Others",1,667,"",1,"",1
5473,"BetrayalUpgradeRoom14",1,223,"Doryani's Institute",1,667,"",1,"",1
5474,"BetrayalUpgradeRoom15",1,224,"Wealth of the Vaal",1,667,"",1,"",1
5475,"BetrayalUpgradeRoom16",1,225,"Glittering Halls",1,667,"",1,"",1
5476,"BetrayalUpgradeRoom17",1,226,"Factory",1,667,"",1,"",1
5477,"BetrayalUpgradeRoom18",1,227,"Temple Nexus",1,667,"",1,"",1
5478,"BetrayalUpgradeRoom19",1,228,"Sanctum of Immortality",1,667,"",1,"",1
5479,"BetrayalUpgradeRoom20",1,229,"Hybridisation Chamber",1,667,"",1,"",1
5480,"BetrayalUpgradeRoom21",1,230,"Crucible of Flame",1,667,"",1,"",1
5481,"BetrayalUpgradeRoom22",1,231,"Conduit of Lightning",1,667,"",1,"",1
5482,"BetrayalUpgradeRoom23",1,232,"Sadist's Den",1,667,"",1,"",1
5483,"BetrayalUpgradeRoom24",1,233,"Court of Sealed Death",1,667,"",1,"",1
5484,"BetrayalAscension",1,234,"",1,668,"",1,"",1
5485,"BetrayalCompleteEncounters3a",1,235,"Defeat High Lithomancer without taking damage from boulders",1,669,"",1,"",1
5486,"BetrayalCompleteEncounters3b",1,236,"Defeat the Trio of Bosses in the Alluring Abyss by killing A'alai last",1,669,"",1,"",1
5487,"BetrayalCompleteEncounters3c",1,237,"Defeat Uul-Netol, Unburdened Flesh while having 5 or more stacks of Corrupted Blood",1,669,"",1,"",1
5488,"BetrayalCompleteEncounters3d",1,238,"Defeat the Vaal Omnitect in an area level of 75 or higher without allowing any Energised Phantasms to restore Energy Shield to it",1,669,"",1,"",1
5489,"BetrayalChallenge9a",1,239,"Gilded Breach Scarab",1,670,"",1,"",1
5490,"BetrayalChallenge9b",1,240,"Gilded Cartography Scarab",1,670,"",1,"",1
5491,"BetrayalChallenge9c",1,241,"Gilded Reliquary Scarab",1,670,"",1,"",1
5492,"BetrayalChallenge9d",1,242,"Gilded Bestiary Scarab",1,670,"",1,"",1
5493,"BetrayalChallenge9e",1,243,"Gilded Shaper Scarab",1,670,"",1,"",1
5494,"BetrayalChallenge9f",1,244,"Gilded Elder Scarab",1,670,"",1,"",1
5495,"BetrayalChallenge9g",1,245,"Gilded Sulphite Scarab",1,670,"",1,"",1
5496,"BetrayalChallenge9h",1,246,"Gilded Divination Scarab",1,670,"",1,"",1
5497,"BetrayalChallenge9i",1,247,"Gilded Torment Scarab",1,670,"",1,"",1
5498,"BetrayalChallenge9j",1,248,"Gilded Ambush Scarab",1,670,"",1,"",1
5499,"BetrayalChallenge9k",1,249,"Gilded Harbinger Scarab",1,670,"",1,"",1
5500,"BetrayalChallenge9l",1,250,"Gilded Perandus Scarab",1,670,"",1,"",1
5501,"BetrayalLevel90",1,251,"",1,671,"",1,"",1
5502,"BetrayalLevelGem",1,252,"",1,672,"",1,"",1
5503,"BetrayalChallenge10",1,253,"",1,673,"",1,"",1
5504,"BetrayalComplete8ModMaps",5,254,"",30,674,"",1,"",1
5505,"BetrayalMapGrind",9,259,"",400,675,"",1,"",1
5506,"BetrayalCompleteVaultsOfAtziri",1,268,"Vaults of Atziri",1,676,"",1,"",1
5507,"BetrayalCompleteMaelstromOfChaos",1,269,"Maelström of Chaos",1,676,"",1,"",1
5508,"BetrayalCompleteCowardsTrial",1,270,"The Coward's Trial",1,676,"",1,"",1
5509,"BetrayalCompleteActonsNightmare",1,271,"Acton's Nightmare",1,676,"",1,"",1
5510,"BetrayalCompletePoorjoysAsylum",1,272,"Poorjoy's Asylum",1,676,"",1,"",1
5511,"BetrayalCompleteMaoKun",1,273,"Mao Kun",1,676,"",1,"",1
5512,"BetrayalCompleteObasCursedTrove",1,274,"Oba's Cursed Trove",1,676,"",1,"",1
5513,"BetrayalCompleteOlmecsSanctum",1,275,"Olmec's Sanctum",1,676,"",1,"",1
5514,"BetrayalCompleteDeathAndTaxes",1,276,"Death and Taxes",1,676,"",1,"",1
5515,"BetrayalCompleteWhakawairuaTuahu",1,277,"Whakawairua Tuahu",1,676,"",1,"",1
5516,"BetrayalCompleteHallOfGrandmasters",1,278,"Hall of Grandmasters",1,676,"",1,"",1
5517,"BetrayalCompleteVinktarSquare",1,279,"The Vinktar Square",1,676,"",1,"",1
5518,"BetrayalCompleteCaerBlaidd",1,280,"Caer Blaidd, Wolfpack's Den",1,676,"",1,"",1
5519,"BetrayalCompleteThePutridCloister",1,281,"The Putrid Cloister",1,676,"",1,"",1
5520,"BetrayalCompleteHallowedGround",1,282,"Hallowed Ground",1,676,"",1,"",1
5521,"BetrayalCompleteTheTwilightTemple",1,283,"The Twilight Temple",1,676,"",1,"",1
5522,"BetrayalCompletePillarsOfArun",1,284,"Pillars of Arun",1,676,"",1,"",1
5523,"BetrayalCompletePerandusManor",1,285,"Perandus Manor",1,676,"",1,"",1
5524,"BetrayalCompleteDoryanisMachinarium",1,286,"Doryani's Machinarium",1,676,"",1,"",1
5525,"BetrayalCompleteEncounters4a",1,287,"Defeat any Bestiary Boss",1,677,"",1,"",1
5526,"BetrayalCompleteEncounters4b",1,288,"Defeat any Delve Boss",1,677,"",1,"",1
5527,"BetrayalCompleteEncounters4c",1,289,"Defeat the Vaal Omnitect in an area of Level 75 or higher",1,677,"",1,"",1
5528,"BetrayalCompleteEncounters4d",1,290,"Complete the Beachhead",1,677,"",1,"",1
5529,"BetrayalChallenge11a",1,291,"Defeat the Syndicate Mastermind without taking any damage from his/her sculpture",1,678,"",1,"",1
5530,"BetrayalChallenge11b",1,292,"Defeat the Syndicate Mastermind without allowing them to remain in any Blackflame phase for longer than 30 seconds",1,678,"",1,"",1
5531,"BetrayalChallenge11c",1,293,"Defeat the Syndicate Mastermind without allowing any Volatile Skeletons to raise from the ground",1,678,"",1,"",1
5532,"BetrayalChallenge11d",1,294,"Defeat the Syndicate Mastermind without taking any damage from him/her during the final Blackflame phase",1,678,"",1,"",1
5533,"BetrayalChallenge11e",1,295,"Defeat the Syndicate Mastermind without allowing them to teleport 3 or more times with the Teleport Slam ability",1,678,"",1,"",1
5534,"BetrayalDeadlyEncountersUberAtziri",1,296,"Atziri in the Alluring Abyss",1,679,"",1,"",1
5535,"BetrayalDeadlyEncountersRedTierElder",1,297,"Red Tier Elder",1,679,"",1,"",1
5536,"BetrayalDeadlyEncountersShaper",1,298,"The Shaper",1,679,"",1,"",1
5537,"BetrayalDeadlyEncountersVaalTemple",1,299,"Vaal Temple",1,679,"",1,"",1
5538,"BetrayalUberElder",1,300,"",1,680,"",1,"",1
5539,"BetrayalEndgameGrinds1",1,301,"Reach Level 100",1,681,"",1,"",1
5540,"BetrayalEndgameGrinds2",1,302,"Reach Depth Level 600 in your Azurite Mine",1,681,"",1,"",1
5541,"BetrayalEndgameGrinds3",9,303,"Open Chests at the end of the Endgame Labyrinth",500,681,"",1,"",1
5542,"BetrayalEndgameGrinds4",6,312,"Defeat the Vaal Omnitect in an area of Level 75 or higher",60,681,"",1,"",1
5543,"BetrayalEndgameGrinds5",6,318,"Defeat any Bestiary Bosses",40,681,"",1,"",1
5544,"BetrayalEndgameGrinds6",7,324,"Complete your Syndicate Safehouses",100,681,"",1,"",1
5545,"SynthesisVaalSideArea",2,0,"",3,682,"",1,"",1
5546,"SynthesisSpecificQuests1",1,2,"Shattered Past",1,683,"",1,"",1
5547,"SynthesisSpecificQuests2",1,3,"Into the Nexus",1,683,"",1,"",1
5548,"SynthesisSpecificQuests3",1,4,"Figments Reforged",1,683,"",1,"",1
5549,"SynthesisQuests1a",1,5,"A Dirty Job",1,684,"",1,"",1
5550,"SynthesisQuests1b",1,6,"Through Sacred Ground",1,684,"",1,"",1
5551,"SynthesisQuests1c",1,7,"Fallen from Grace",1,684,"",1,"",1
5552,"SynthesisQuests1d",1,8,"Fastis Fortuna",1,684,"",1,"",1
5553,"SynthesisQuests1e",1,9,"No Love for Old Ghosts",1,684,"",1,"",1
5554,"SynthesisDefeatMerveil",1,10,"Act 1: Merveil, the Twisted",1,685,"",1,"",1
5555,"SynthesisDefeatVaalOversoul",1,11,"Act 2: Vaal Oversoul",1,685,"",1,"",1
5556,"SynthesisDefeatDominus",1,12,"Act 3: Dominus, Ascendant",1,685,"",1,"",1
5557,"SynthesisDefeatMalachai",1,13,"Act 4: Malachai, The Nightmare",1,685,"",1,"",1
5558,"SynthesisDefeatKitava1",1,14,"Act 5: Kitava, the Insatiable",1,685,"",1,"",1
5559,"SynthesisCraftMods1a",1,15,"Weapon",1,686,"",1,"",1
5560,"SynthesisCraftMods1b",1,16,"Shield or Quiver",1,686,"",1,"",1
5561,"SynthesisCraftMods1c",1,17,"Helmet",1,686,"",1,"",1
5562,"SynthesisCraftMods1d",1,18,"Body Armour",1,686,"",1,"",1
5563,"SynthesisCraftMods1e",1,19,"Gloves",1,686,"",1,"",1
5564,"SynthesisCraftMods1f",1,20,"Boots",1,686,"",1,"",1
5565,"SynthesisCraftMods1g",1,21,"Ring",1,686,"",1,"",1
5566,"SynthesisCraftMods1h",1,22,"Amulet",1,686,"",1,"",1
5567,"SynthesisCraftMods1i",1,23,"Belt",1,686,"",1,"",1
5568,"SynthesisDefeatMonsters1a",1,24,"Mindweave Sentinel",1,687,"",1,"",1
5569,"SynthesisDefeatMonsters1b",1,25,"Mindweave Guardian",1,687,"",1,"",1
5570,"SynthesisDefeatMonsters1c",1,26,"Mindweave Razor",1,687,"",1,"",1
5571,"SynthesisDefeatMonsters1d",1,27,"Filimite",1,687,"",1,"",1
5572,"SynthesisDefeatMonsters1e",1,28,"Proto-Synthete",1,687,"",1,"",1
5573,"SynthesisDefeatMonsters1f",1,29,"Surgefiend",1,687,"",1,"",1
5574,"SynthesisDefeatMonsters1g",1,30,"Surgefiend Alpha",1,687,"",1,"",1
5575,"SynthesisDefeatMonsters1h",1,31,"Flaric Synthete",1,687,"",1,"",1
5576,"SynthesisDefeatMonsters1i",1,32,"Frosal Synthete",1,687,"",1,"",1
5577,"SynthesisDefeatMonsters1j",1,33,"Scinteel Synthete",1,687,"",1,"",1
5578,"SynthesisDefeatMonsters1k",1,34,"Aurid Synthete",1,687,"",1,"",1
5579,"SynthesisDefeatMonsters1l",1,35,"Razor Halo",1,687,"",1,"",1
5580,"SynthesisDefeatMonsters1m",1,36,"Wrought Reaver",1,687,"",1,"",1
5581,"SynthesisDefeatMonsters1n",1,37,"Wrought Decapitator",1,687,"",1,"",1
5582,"SynthesisDefeatMonsters1o",1,38,"Winged Synthete",1,687,"",1,"",1
5583,"SynthesisDefeatBrineKing",1,39,"Act 6: Tsoagoth, The Brine King",1,688,"",1,"",1
5584,"SynthesisDefeatArakaali",1,40,"Act 7: Arakaali, Spinner of Shadows",1,688,"",1,"",1
5585,"SynthesisDefeatSolarisLunaris",1,41,"Act 8: Lunaris, Eternal Moon and Solaris, Eternal Sun",1,688,"",1,"",1
5586,"SynthesisDefeatUnholyTrio",1,42,"Act 9: The Depraved Trinity",1,688,"",1,"",1
5587,"SynthesisDefeatKitava2",1,43,"Act 10: Kitava, the Insatiable",1,688,"",1,"",1
5588,"SynthesisTwinnedMaps1",1,44,"Precinct",1,689,"",1,"",1
5589,"SynthesisTwinnedMaps2",1,45,"Plateau",1,689,"",1,"",1
5590,"SynthesisTwinnedMaps3",1,46,"Canyon",1,689,"",1,"",1
5591,"SynthesisTwinnedMaps4",1,47,"Courthouse",1,689,"",1,"",1
5592,"SynthesisTwinnedMaps5",1,48,"Burial Chambers",1,689,"",1,"",1
5593,"SynthesisCompleteFragmentedMemoriesI",7,49,"",100,696,"",1,"",1
5594,"SynthesisDefeatElderAndGuardians1a",1,56,"The Enslaver",1,691,"",1,"",1
5595,"SynthesisDefeatElderAndGuardians1b",1,57,"The Eradicator",1,691,"",1,"",1
5596,"SynthesisDefeatElderAndGuardians1c",1,58,"The Constrictor",1,691,"",1,"",1
5597,"SynthesisDefeatElderAndGuardians1d",1,59,"The Purifier",1,691,"",1,"",1
5598,"SynthesisDefeatElderAndGuardians1e",1,60,"The Elder",1,691,"",1,"",1
5599,"SynthesisRestoreCavasMemory",1,61,"",1,692,"",1,"",1
5600,"SynthesisCompleteShapersStrongholds",5,62,"",20,693,"",1,"",1
5601,"SynthesisDefeatAtziri",1,67,"",1,694,"",1,"",1
5602,"SynthesisCompleteEncounters1a",1,68,"Defeat Doedre the Defiler while she is Screaming.",1,695,"",1,"",1
5603,"SynthesisCompleteEncounters1b",1,69,"Defeat Guardian of the Vault after defeating 4 Animated Guardians and not being hit by Runic Circles. ",1,695,"",1,"",1
5604,"SynthesisCompleteEncounters1c",1,70,"Defeat Stonebeak, Battle Fowl and Gnar, Eater of Carrion within 5 seconds of each other.",1,695,"",1,"",1
5605,"SynthesisCompleteEncounters1d",1,71,"Defeat Fragment of Winter while at least 10 summoned Volatile Ice are alive. ",1,695,"",1,"",1
5606,"SynthesisCompleteFragmentedMemories2a",1,72,"Limestone Hollow Memory",1,702,"",1,"",1
5607,"SynthesisCompleteFragmentedMemories2b",1,73,"Infested Tomb Memory",1,702,"",1,"",1
5608,"SynthesisCompleteFragmentedMemories2c",1,74,"Collection Memory",1,702,"",1,"",1
5609,"SynthesisCompleteFragmentedMemories2d",1,75,"State Palace Memory",1,702,"",1,"",1
5610,"SynthesisCompleteFragmentedMemories2e",1,76,"Exchange Memory",1,702,"",1,"",1
5611,"SynthesisCompleteFragmentedMemories2f",1,77,"Sandbar Memory",1,702,"",1,"",1
5612,"SynthesisCompleteFragmentedMemories2g",1,78,"River Crossing Memory",1,702,"",1,"",1
5613,"SynthesisCompleteFragmentedMemories2h",1,79,"Eroded Chamber Memory",1,702,"",1,"",1
5614,"SynthesisCompleteFragmentedMemories2i",1,80,"Abandoned Shaft Memory",1,702,"",1,"",1
5615,"SynthesisCompleteFragmentedMemories2j",1,81,"Bloodsoaked Arena Memory",1,702,"",1,"",1
5616,"SynthesisCompleteFragmentedMemories2k",1,82,"Slave Blocks Memory",1,702,"",1,"",1
5617,"SynthesisCompleteFragmentedMemories2l",1,83,"Salted Earth Memory",1,702,"",1,"",1
5618,"SynthesisCompleteFragmentedMemories2m",1,84,"Aftermath Memory",1,702,"",1,"",1
5619,"SynthesisCompleteFragmentedMemories2n",1,85,"Woods Memory",1,702,"",1,"",1
5620,"SynthesisCompleteFragmentedMemories2o",1,86,"Sprawling Caverns Memory",1,702,"",1,"",1
5621,"SynthesisCompleteFragmentedMemories2p",1,87,"Glacial Cavern Memory",1,702,"",1,"",1
5622,"SynthesisCompleteFragmentedMemories2q",1,88,"Reading Chambers Memory",1,702,"",1,"",1
5623,"SynthesisCompleteFragmentedMemories2r",1,89,"Bloodbath Memory",1,702,"",1,"",1
5624,"SynthesisCompleteFragmentedMemories2s",1,90,"Rocky Mesa Memory",1,702,"",1,"",1
5625,"SynthesisCompleteFragmentedMemories2t",1,91,"Deep Dig Memory",1,702,"",1,"",1
5626,"SynthesisCompleteFragmentedMemories2u",1,92,"Moonlight Temple Memory",1,702,"",1,"",1
5627,"SynthesisCompleteFragmentedMemories2v",1,93,"Mushroom Grotto Memory",1,702,"",1,"",1
5628,"SynthesisCompleteFragmentedMemories2w",1,94,"Grim Sepulchre Memory",1,702,"",1,"",1
5629,"SynthesisCompleteFragmentedMemories2x",1,95,"Volcanic Plateau Memory",1,702,"",1,"",1
5630,"SynthesisCompleteFragmentedMemories2y",1,96,"Lush Wetlands Memory",1,702,"",1,"",1
