"rownum","HideoutNPCsKey","Order","AddMod","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","[rid]","i32","i32","bool","rid","AddEnchantment","SortCategory","rid","bool"
326,3,239,17111,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[199],2,"[5,7,8]",1,"",0,0,[],[],1161,1161,"","","",2,1414,1
327,3,240,17112,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[198],1,"[6,4]",1,"",0,0,[],[],1161,1161,"","","",2,1414,1
328,3,241,17113,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[199],2,"[6,4]",1,"",0,0,[],[],1161,1161,"","","",2,1414,1
329,3,242,17114,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[198],1,"[5,7,8]",1,"",0,0,[],[],1161,1161,"","","",2,107,1
330,3,243,17115,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[199],2,"[5,7,8]",1,"",0,0,[],[],1161,1161,"","","",2,107,1
331,3,244,17116,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[198],1,"[6,4]",1,"",0,0,[],[],1161,1161,"","","",2,130,1
332,3,245,17117,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[199],2,"[6,4]",1,"",0,0,[],[],1161,1161,"","","",2,130,1
333,3,246,17120,[14],[2],0,"",7,[],0,"",0,0,[],"","","",[226],0,[4],1,"",0,0,[],[],1161,1161,"","","",2,2028,1
334,3,247,17121,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[227],0,[6],1,"",0,0,[],[],1161,1161,"","","",1,1987,1
335,3,248,17122,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[227],0,"[5,9]",1,"",0,0,[],[],1161,1161,"","","",2,1988,1
336,3,249,17123,[15],[4],0,"",7,[],0,"",0,0,[],"","","",[228],1,[5],1,"",0,0,[],[],1161,1161,"","","",2,414,1
337,3,250,17124,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[229],2,[5],1,"",0,0,[],[],1161,1161,"","","",2,414,1
338,3,251,17125,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[228],0,[7],1,"",0,0,[],[],1161,1161,"","","",1,416,1
339,3,252,17126,[15],[4],0,"",7,[],0,"",0,0,[],"","","",[228],1,"[9,10]",1,"",0,0,[],[],1161,1161,"","","",2,413,1
340,3,253,17127,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[229],2,"[9,10]",1,"",0,0,[],[],1161,1161,"","","",2,413,1
341,3,254,17131,[15],[4],0,"",7,[],0,"",0,0,[],"","","",[228],1,"[1,3]",1,"",0,0,[],[],1161,1161,"","","",1,421,1
342,3,255,17132,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[229],2,"[1,3]",1,"",0,0,[],[],1161,1161,"","","",1,421,1
343,3,256,17133,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[255],3,"[1,3]",1,"",0,0,[],[],1161,1161,"","","",1,421,1
344,3,257,17128,[15],[4],0,"",7,[],0,"",0,0,[],"","","",[228],1,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,421,1
345,3,258,17129,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[229],2,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,421,1
346,3,259,17130,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[255],3,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,421,1
347,3,260,17136,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[1,3]",1,"",0,0,[],[],1161,1161,"","","",1,1315,1
348,3,261,17137,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[1,3]",1,"",0,0,[],[],1161,1161,"","","",1,1315,1
349,3,262,17134,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,1315,1
350,3,263,17135,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,1315,1
351,3,264,17140,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[1,3]",1,"",0,0,[],[],1161,1161,"","","",1,1316,1
352,3,265,17141,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[1,3]",1,"",0,0,[],[],1161,1161,"","","",1,1316,1
353,3,266,17138,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,1316,1
354,3,267,17139,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,1316,1
355,3,268,17144,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[1,3]",1,"",0,0,[],[],1161,1161,"","","",2,1317,1
356,3,269,17145,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[1,3]",1,"",0,0,[],[],1161,1161,"","","",2,1317,1
357,3,270,17142,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",2,1317,1
358,3,271,17143,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",2,1317,1
359,3,272,17148,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[1,3]",1,"",0,0,[],[],1161,1161,"","","",2,1318,1
360,3,273,17149,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[1,3]",1,"",0,0,[],[],1161,1161,"","","",2,1318,1
361,3,274,17146,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",2,1318,1
362,3,275,17147,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",2,1318,1
363,3,276,16944,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[168],0,"[4,9]",1,"",0,0,[],[],1161,1161,"","","",2,97,1
364,3,277,16946,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,"[4,10]",1,"",0,0,[],[],1161,1161,"","","",2,94,1
365,3,278,16952,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],0,[10],1,"",0,0,[],[],1161,1161,"","","",2,7649,1
366,3,279,21627,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[147],0,"[9,10,11]",1,"",0,0,[],[],1161,1161,"","","",2,7748,1
367,3,280,"","[8439,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1161,1161,"","",24041,4,"",1
368,3,281,"","[8439,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1161,1161,"","",24042,4,"",1
369,3,282,"","[8439,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1161,1161,"","",24043,4,"",1
370,3,283,"","[8439,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1161,1161,"","",24044,4,"",1
371,3,284,"","[8439,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1161,1161,"","",24045,4,"",1
372,3,285,"","[8439,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1161,1161,"","",24047,4,"",1
373,3,286,"","[8439,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1161,1161,"","",24048,4,"",1
374,3,287,"","[8439,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1161,1161,"","",24049,4,"",1
375,3,288,"","[8439,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1161,1161,"","",24050,4,"",1
376,3,289,"","[8439,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1161,1161,"","",24051,4,"",1
377,3,290,"","[8439,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1161,1161,"","",24052,4,"",1
378,3,291,"","[8439,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1161,1161,"","",24053,4,"",1
379,3,292,"","[8439,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1161,1161,"","",24054,4,"",1
380,3,293,"","[8439,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1161,1161,"","",24055,4,"",1
381,3,294,"","[8439,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[],1161,1161,"","",24056,4,"",1
382,3,295,"",[12],[3],0,"Remove Enchantments",1,[],0,"",0,0,[],"","","",[],0,"[12,0,1,2,3,6,7,8,5,4,11,10,9,13]",0,"",0,0,[],[],1161,1161,"","","",3,"",""
383,3,296,17150,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[194],0,"[4,13]",1,"",0,0,[],[],1161,1161,"","","",2,3442,1
384,3,297,17151,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[226],1,[11],1,"",0,0,[],[],1161,1161,"","","",2,6034,1
385,3,298,17152,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[226],2,[11],1,"",0,0,[],[],1161,1161,"","","",2,6034,1
386,3,299,17153,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[194],1,[8],1,"",0,0,[],[],1161,1161,"","","",2,4979,1
387,3,300,17154,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,[8],1,"",0,0,[],[],1161,1161,"","","",2,4979,1
388,3,301,17155,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[194],1,[9],1,"",0,0,[],[],1161,1161,"","","",2,5168,1
389,3,302,17156,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,[9],1,"",0,0,[],[],1161,1161,"","","",2,5168,1
390,3,303,17157,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[194],1,[9],1,"",0,0,[],[],1161,1161,"","","",2,2024,1
391,3,304,17158,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,[9],1,"",0,0,[],[],1161,1161,"","","",2,2024,1
392,3,305,17159,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[194],1,[9],1,"",0,0,[],[],1161,1161,"","","",2,7674,1
393,3,306,17160,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,[9],1,"",0,0,[],[],1161,1161,"","","",2,7674,1
394,3,307,17161,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[194],1,[9],1,"",0,0,[],[],1161,1161,"","","",2,1090,1
395,3,308,17162,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,[9],1,"",0,0,[],[],1161,1161,"","","",2,1090,1
396,3,309,17163,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[194],1,[5],1,"",0,0,[],[],1161,1161,"","","",2,8967,1
397,3,310,17164,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,[5],1,"",0,0,[],[],1161,1161,"","","",2,8967,1
398,3,311,17032,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,[13],1,"",0,0,[],[],1161,1161,"","","",1,1,1
399,3,312,17033,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,[13],1,"",0,0,[],[],1161,1161,"","","",1,1,1
400,3,313,17042,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,[13],1,"",0,0,[],[],1161,1161,"","","",1,4,1
401,3,314,17043,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,[13],1,"",0,0,[],[],1161,1161,"","","",1,4,1
402,3,315,17052,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,[13],1,"",0,0,[],[],1161,1161,"","","",1,5,1
403,3,316,17053,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,[13],1,"",0,0,[],[],1161,1161,"","","",1,5,1
404,5,0,15696,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3]",0,68,1,1,[],[],1161,1161,"",16653,"",1,6066,1
405,5,1,15697,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3]",0,68,1,1,[],[],1161,1161,"",16653,"",1,6066,1
406,5,2,15698,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3]",0,68,1,1,[],[],1161,1161,"",16653,"",1,6066,1
407,5,3,15699,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3]",0,66,1,1,[],[],1161,1161,"",16654,"",1,6067,1
408,5,4,15700,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3]",0,66,1,1,[],[],1161,1161,"",16654,"",1,6067,1
409,5,5,15701,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3]",0,66,1,1,[],[],1161,1161,"",16654,"",1,6067,1
410,5,6,15702,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3]",0,67,1,1,[],[],1161,1161,"",16655,"",1,6068,1
411,5,7,15703,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3]",0,67,1,1,[],[],1161,1161,"",16655,"",1,6068,1
412,5,8,15704,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3]",0,67,1,1,[],[],1161,1161,"",16655,"",1,6068,1
413,5,9,15705,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3]",0,69,1,1,[],[],1161,1161,"",16656,"",1,6069,1
414,5,10,15706,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3]",0,69,1,1,[],[],1161,1161,"",16656,"",1,6069,1
415,5,11,15707,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3]",0,69,1,1,[],[],1161,1161,"",16656,"",1,6069,1
416,5,12,15730,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,42,1,1,[],[],1161,1161,"",16665,"",1,6073,1
417,5,13,15731,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,42,1,1,[],[],1161,1161,"",16665,"",1,6073,1
418,5,14,15732,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,42,1,1,[],[],1161,1161,"",16665,"",1,6073,1
419,5,15,15727,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,42,1,1,[],[],1161,1161,"",16664,"",1,6073,1
420,5,16,15728,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,42,1,1,[],[],1161,1161,"",16664,"",1,6073,1
421,5,17,15729,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,42,1,1,[],[],1161,1161,"",16664,"",1,6073,1
422,5,18,15736,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,19,1,1,[],[],1161,1161,"",16667,"",1,6074,1
423,5,19,15737,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,19,1,1,[],[],1161,1161,"",16667,"",1,6074,1
424,5,20,15738,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,19,1,1,[],[],1161,1161,"",16667,"",1,6074,1
425,5,21,15733,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,19,1,1,[],[],1161,1161,"",16666,"",1,6074,1
426,5,22,15734,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,19,1,1,[],[],1161,1161,"",16666,"",1,6074,1
427,5,23,15735,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,19,1,1,[],[],1161,1161,"",16666,"",1,6074,1
428,5,24,15742,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,59,1,1,[],[],1161,1161,"",16669,"",1,6075,1
429,5,25,15743,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,59,1,1,[],[],1161,1161,"",16669,"",1,6075,1
430,5,26,15744,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,59,1,1,[],[],1161,1161,"",16669,"",1,6075,1
431,5,27,15739,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,59,1,1,[],[],1161,1161,"",16668,"",1,6075,1
432,5,28,15740,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,59,1,1,[],[],1161,1161,"",16668,"",1,6075,1
433,5,29,15741,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,59,1,1,[],[],1161,1161,"",16668,"",1,6075,1
434,5,30,15748,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,16,1,1,[],[],1161,1161,"",16671,"",1,6076,1
435,5,31,15749,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,16,1,1,[],[],1161,1161,"",16671,"",1,6076,1
436,5,32,15750,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,16,1,1,[],[],1161,1161,"",16671,"",1,6076,1
437,5,33,15745,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,16,1,1,[],[],1161,1161,"",16670,"",1,6076,1
438,5,34,15746,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,16,1,1,[],[],1161,1161,"",16670,"",1,6076,1
439,5,35,15747,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,16,1,1,[],[],1161,1161,"",16670,"",1,6076,1
440,5,36,15754,[10],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,103,1,1,[],[],1161,1161,"",16673,"",1,6077,1
441,5,37,15755,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,103,1,1,[],[],1161,1161,"",16673,"",1,6077,1
442,5,38,15756,[2],[6],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,103,1,1,[],[],1161,1161,"",16673,"",1,6077,1
443,5,39,15751,[10],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,103,1,1,[],[],1161,1161,"",16672,"",1,6077,1
444,5,40,15752,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,103,1,1,[],[],1161,1161,"",16672,"",1,6077,1
445,5,41,15753,[2],[6],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,103,1,1,[],[],1161,1161,"",16672,"",1,6077,1
446,5,42,15760,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,104,1,1,[],[],1161,1161,"",16675,"",1,6078,1
447,5,43,15761,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,104,1,1,[],[],1161,1161,"",16675,"",1,6078,1
448,5,44,15762,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,104,1,1,[],[],1161,1161,"",16675,"",1,6078,1
449,5,45,15757,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,104,1,1,[],[],1161,1161,"",16674,"",1,6078,1
450,5,46,15758,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,104,1,1,[],[],1161,1161,"",16674,"",1,6078,1
451,5,47,15759,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,104,1,1,[],[],1161,1161,"",16674,"",1,6078,1
452,5,48,15766,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,83,1,1,[],[],1161,1161,"",16677,"",1,6079,1
453,5,49,15767,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,83,1,1,[],[],1161,1161,"",16677,"",1,6079,1
454,5,50,15768,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3]",0,83,1,1,[],[],1161,1161,"",16677,"",1,6079,1
455,5,51,15763,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,83,1,1,[],[],1161,1161,"",16676,"",1,6079,1
456,5,52,15764,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,83,1,1,[],[],1161,1161,"",16676,"",1,6079,1
457,5,53,15765,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,83,1,1,[],[],1161,1161,"",16676,"",1,6079,1
458,5,54,15772,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,82,1,1,[],[],1161,1161,"",16679,"",2,424,1
459,5,55,15773,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,82,1,1,[],[],1161,1161,"",16679,"",2,424,1
460,5,56,15774,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3]",0,82,1,1,[],[],1161,1161,"",16679,"",2,424,1
461,5,57,15769,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,82,1,1,[],[],1161,1161,"",16678,"",2,424,1
462,5,58,15770,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,82,1,1,[],[],1161,1161,"",16678,"",2,424,1
463,5,59,15771,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,82,1,1,[],[],1161,1161,"",16678,"",2,424,1
464,5,60,15799,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,17,1,1,[],[],1161,1161,"",16688,"",2,6197,1
465,5,61,15800,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,17,1,1,[],[],1161,1161,"",16688,"",2,6197,1
466,5,62,15801,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,17,1,1,[],[],1161,1161,"",16688,"",2,6197,1
467,5,63,15802,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,3]",0,17,1,1,[],[],1161,1161,"",16689,"",2,6197,1
468,5,64,15803,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,3]",0,17,1,1,[],[],1161,1161,"",16689,"",2,6197,1
469,5,65,15804,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2,3]",0,17,1,1,[],[],1161,1161,"",16689,"",2,6197,1
470,5,66,15805,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,17,1,1,[],[],1161,1161,"",16690,"",2,6196,1
471,5,67,15806,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,17,1,1,[],[],1161,1161,"",16690,"",2,6196,1
472,5,68,15807,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,17,1,1,[],[],1161,1161,"",16690,"",2,6196,1
473,5,69,15808,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,3]",0,17,1,1,[],[],1161,1161,"",16691,"",2,6196,1
474,5,70,15809,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,3]",0,17,1,1,[],[],1161,1161,"",16691,"",2,6196,1
475,5,71,15810,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2,3]",0,17,1,1,[],[],1161,1161,"",16691,"",2,6196,1
476,5,72,15811,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,21,1,1,[],[],1161,1161,"",16692,"",2,6194,1
477,5,73,15812,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,21,1,1,[],[],1161,1161,"",16692,"",2,6194,1
478,5,74,15813,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,21,1,1,[],[],1161,1161,"",16692,"",2,6194,1
479,5,75,15814,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,3]",0,21,1,1,[],[],1161,1161,"",16693,"",2,6194,1
480,5,76,15815,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,3]",0,21,1,1,[],[],1161,1161,"",16693,"",2,6194,1
481,5,77,15816,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2,3]",0,21,1,1,[],[],1161,1161,"",16693,"",2,6194,1
482,5,78,15817,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,21,1,1,[],[],1161,1161,"",16694,"",2,6195,1
483,5,79,15818,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,21,1,1,[],[],1161,1161,"",16694,"",2,6195,1
484,5,80,15819,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,21,1,1,[],[],1161,1161,"",16694,"",2,6195,1
485,5,81,15820,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,3]",0,21,1,1,[],[],1161,1161,"",16695,"",2,6195,1
486,5,82,15821,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,3]",0,21,1,1,[],[],1161,1161,"",16695,"",2,6195,1
487,5,83,15822,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2,3]",0,21,1,1,[],[],1161,1161,"",16695,"",2,6195,1
488,5,84,15708,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3,0,2]",0,39,1,1,[],[],1161,1161,"",16657,"",1,5971,1
489,5,85,15709,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3,0,2]",0,39,1,1,[],[],1161,1161,"",16657,"",1,5971,1
490,5,86,15710,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3,0,2]",0,39,1,1,[],[],1161,1161,"",16657,"",1,5971,1
491,5,87,15711,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3,0,2]",0,18,1,1,[],[],1161,1161,"",16658,"",1,6272,1
492,5,88,15712,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3,0,2]",0,18,1,1,[],[],1161,1161,"",16658,"",1,6272,1
493,5,89,15713,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3,0,2]",0,18,1,1,[],[],1161,1161,"",16658,"",1,6272,1
494,5,90,15714,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,36,1,1,[],[],1161,1161,"",16659,"",2,5516,1
495,5,91,15715,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,36,1,1,[],[],1161,1161,"",16659,"",2,5516,1
496,5,92,15716,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,4]",0,36,1,1,[],[],1161,1161,"",16660,"",2,5516,1
497,5,93,15717,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,4]",0,36,1,1,[],[],1161,1161,"",16660,"",2,5516,1
498,5,94,15823,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,7]",0,51,1,1,[],[],1161,1161,"",16696,"",1,67,1
499,5,95,15824,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,7]",0,51,1,1,[],[],1161,1161,"",16696,"",1,67,1
