"rownum","BaseItemTypesKey","Variation_AOFiles","IsNonMasterDoodad","i32","i32","i32","InheritsFrom","bool","IsCraftingBench","[rid]","bool","rid"
572,6861,"[""Metadata/Terrain/Doodads/RuinedCity/Statues/DryGarden/StatueFemaleDryGardenLarge01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/DryGarden/StatueFemaleDryGardenLarge02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/DryGarden/StatueFemaleDryGardenLarge03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/DryGarden/StatueMaleDryGardenLarge02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/DryGarden/StatueMaleDryGardenLarge03.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,""
573,6862,"[""Metadata/Terrain/Doodads/Mtx/Crystals/Crystal01_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/Crystal02_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/Crystal03_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/Crystal04_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/Crystal05_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/Crystal06_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/Crystal07_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/Crystal08_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/Crystal09_Hideout.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[8,0]","",""
574,6863,"[""Metadata/Terrain/Doodads/Act4/Mine/RaptureDeviceStatic.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[25],1,""
575,6864,"[""Metadata/Terrain/Doodads/Act4/Plateau/KaomThrone.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,""
576,6865,"[""Metadata/Terrain/Doodads/LabyrinthSetDressing/endgame_portal_statue.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,""
577,6866,"[""Metadata/Effects/misc/darksoulercoaster/rig_hideout.ao"",""Metadata/Effects/misc/darksoulercoaster/rig_hideout_var1.ao"",""Metadata/Effects/misc/darksoulercoaster/rig_hideout_var2.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","",""
578,6867,"[""Metadata/Terrain/Doodads/Mtx/MonolithArcane.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","",""
579,6868,"[""Metadata/Terrain/Doodads/Mtx/Lightning_coil/lightning_coil_01.ao"",""Metadata/Terrain/Doodads/Mtx/Lightning_coil/lightning_coil_02.ao"",""Metadata/Terrain/Doodads/Mtx/Lightning_coil/lightning_coil_03.ao"",""Metadata/Terrain/Doodads/Mtx/Lightning_coil/lightning_coil_04.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[25,0]","",""
580,6870,"[""Metadata/Terrain/Doodads/Mtx/malachai_heart/close_idle.ao"",""Metadata/Terrain/Doodads/Mtx/malachai_heart/open_idle.ao"",""Metadata/Terrain/Doodads/Mtx/malachai_heart/death_idle.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[28,0]","",""
581,6871,"[""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/rainbalcony_withspash_blood.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","",""
582,6872,"[""Metadata/Terrain/Doodads/Mtx/Crystals/blue/Crystal01_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/blue/Crystal02_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/blue/Crystal03_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/blue/Crystal04_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/blue/Crystal05_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/blue/Crystal06_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/blue/Crystal07_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/blue/Crystal08_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/blue/Crystal09_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/blue/CrystalDebris_Hideout.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[8,0]","",""
583,6873,"[""Metadata/Terrain/Doodads/Mtx/Crystals/green/Crystal01_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/green/Crystal02_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/green/Crystal03_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/green/Crystal04_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/green/Crystal05_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/green/Crystal06_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/green/Crystal07_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/green/Crystal08_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/green/Crystal09_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/green/CrystalDebris_Hideout.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[8,0]","",""
584,6874,"[""Metadata/Terrain/Doodads/Mtx/Crystals/red/Crystal01_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/red/Crystal02_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/red/Crystal03_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/red/Crystal04_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/red/Crystal05_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/red/Crystal06_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/red/Crystal07_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/red/Crystal08_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/red/Crystal09_Hideout.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/red/CrystalDebris_Hideout.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[8,0]","",""
585,6876,"[""Metadata/Terrain/Doodads/Mtx/Act5/hideoutdoodads_socket.ao"",""Metadata/Terrain/Doodads/Mtx/Act5/hideoutdoodads_socket2.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[27,0]","",""
586,6875,"[""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_01.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_02.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_03.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_04.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_05.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_06.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_07.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_08.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_09.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_10.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_11.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_12.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_13.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_14.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_15.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_16.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_17.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_18.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_19.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_20.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_Cluster1.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_Cluster2.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_Cluster3.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_Cluster4.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_Cluster5.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_Cluster6.ao"",""Metadata/Terrain/Doodads/Mtx/Act4/MTXWhiteGrass/MTXWhiteGrass_Cluster7.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[3,0]","",""
587,6877,"[""Metadata/Terrain/Doodads/Mtx/Crystals/white/Crystal034_WHITE_W.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/white/Crystal035_WHITE_W.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/white/Crystal036_WHITE_W.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/white/Crystal037_WHITE_W.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/white/Crystal038_WHITE_W.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/white/Crystal039_WHITE_W.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/white/Crystal040_WHITE_W.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/white/Crystal041_WHITE_W.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/white/Crystal042_WHITE_W.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/white/Crystal043_WHITE_W.ao"",""Metadata/Terrain/Doodads/Mtx/Crystals/white/Crystal044_WHITE_W.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[8,0]","",""
588,6878,"[""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/bonfire_burningbodypile_large_v01_01_hideout.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/bonfire_burningbodypile_v01_06_hideout.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/bonfire_burningbodypile_v01_07_hideout.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/bonfire_burningbodypile_v01_08_hideout.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[28,0]","",""
589,6879,"[""Metadata/Terrain/Doodads/Act3/BodyPiles/act3_bonfire_iced_bodypile_large_v01_01.ao"",""Metadata/Terrain/Doodads/Act3/BodyPiles/act3_bonfire_iced_bodypile_large_v01_02.ao"",""Metadata/Terrain/Doodads/Act3/BodyPiles/act3_bonfire_iced_bodypile_v01_01.ao"",""Metadata/Terrain/Doodads/Act3/BodyPiles/act3_bonfire_iced_bodypile_v01_02.ao"",""Metadata/Terrain/Doodads/Act3/BodyPiles/act3_bonfire_iced_bodypile_v01_03.ao"",""Metadata/Terrain/Doodads/Act3/BodyPiles/act3_bonfire_iced_bodypile_v01_04.ao"",""Metadata/Terrain/Doodads/Act3/BodyPiles/act3_bonfire_iced_bodypile_v01_05.ao"",""Metadata/Terrain/Doodads/Act3/BodyPiles/act3_bonfire_iced_bodypile_v01_06.ao"",""Metadata/Terrain/Doodads/Act3/BodyPiles/act3_bonfire_iced_bodypile_v01_010.ao"",""Metadata/Terrain/Doodads/Act3/BodyPiles/act3_bonfire_iced_bodypile_v01_012.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[28,0]","",""
590,6880,"[""Metadata/Effects/weather_attachments/hideout_MTX/ice_MTX.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,16,0]","",""
591,6881,"[""Metadata/Effects/weather_attachments/hideout_MTX/fire_MTX.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,16,0]","",""
592,6882,"[""Metadata/Terrain/Doodads/Mtx/IceBricks/IceCubesWallSet_0.ao"",""Metadata/Terrain/Doodads/Mtx/IceBricks/IceCubesWallSet_1.ao"",""Metadata/Terrain/Doodads/Mtx/IceBricks/IceCubesWallSet_3.ao"",""Metadata/Terrain/Doodads/Mtx/IceBricks/IceCubesWallSet_4.ao"",""Metadata/Terrain/Doodads/Mtx/IceBricks/IceCubesWallSet_5.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[21,0]","",""
593,6883,"[""Metadata/Terrain/Doodads/Mtx/FireBricks/Lava03.ao"",""Metadata/Terrain/Doodads/Mtx/FireBricks/Lava04.ao"",""Metadata/Terrain/Doodads/Mtx/FireBricks/Lava0101.ao"",""Metadata/Terrain/Doodads/Mtx/FireBricks/Lava0102.ao"",""Metadata/Terrain/Doodads/Mtx/FireBricks/Lava0103.ao"",""Metadata/Terrain/Doodads/Mtx/FireBricks/Lava0201.ao"",""Metadata/Terrain/Doodads/Mtx/FireBricks/Lava0202.ao"",""Metadata/Terrain/Doodads/Mtx/FireBricks/Lava0203.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[21,0]","",""
594,6884,"[""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Female1_1.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Female1_2.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Female1_3.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Female2_1.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Female2_2.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Female2_3.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Female3.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Female3b.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Male1_1.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Male1_2.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Male2_1.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/CiviliansNoBlood/Male2_3.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[2,0]","",""
595,6885,"[""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_v01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_v01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_v01_05.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_v01_06.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_v01_07.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_v01_08.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_v01_09.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_pile_v01_01.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_pile_v01_02.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_pile_v01_03.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_pile_v01_04.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_pile_v01_05.ao"",""Metadata/Terrain/Doodads/Act5/Theopolis/DeadOriathCivilians/dead_oriath_civilian_pile_v01_06.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[28,0]","",""
596,6886,"[""Metadata/Terrain/Doodads/Mtx/MysteryBox/Innocence_Sin/sin/sin_symbol/sindecoration_01.ao"",""Metadata/Terrain/Doodads/Mtx/MysteryBox/Innocence_Sin/sin/sin_symbol/sindecoration_02.ao"",""Metadata/Terrain/Doodads/Mtx/MysteryBox/Innocence_Sin/sin/sin_symbol/sindecoration_03.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","",""
597,6887,"[""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Sin_StainGlass_Hideout_v01_01.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Sin_StainGlass_Hideout_v01_02.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Sin_StainGlass_Hideout_v01_03.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Sin_StainGlass_Hideout_v01_05.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Sin_StainGlass_Hideout_v01_06.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Sin_StainGlass_Hideout_v01_07.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Sin_StainGlass_Hideout_v01_08.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Sin_StainGlass_Hideout_v03_01.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Sin_StainGlass_Hideout_v03_02.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Sin_StainGlass_Hideout_v03_03.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,0]","",""
598,6888,"[""Metadata/Terrain/Doodads/Mtx/MysteryBox/Innocence_Sin/innocence/symbol/innodecoration_01.ao"",""Metadata/Terrain/Doodads/Mtx/MysteryBox/Innocence_Sin/innocence/symbol/innodecoration_02.ao"",""Metadata/Terrain/Doodads/Mtx/MysteryBox/Innocence_Sin/innocence/symbol/innodecoration_03.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","",""
599,6889,"[""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Inn_StainGlass_Hideout_v01_01.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Inn_StainGlass_Hideout_v01_02.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Inn_StainGlass_Hideout_v01_03.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Inn_StainGlass_Hideout_v01_05.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Inn_StainGlass_Hideout_v01_06.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Inn_StainGlass_Hideout_v01_07.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Inn_StainGlass_Hideout_v01_08.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Inn_StainGlass_Hideout_v03_01.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Inn_StainGlass_Hideout_v03_02.ao"",""Metadata/Terrain/Doodads/Mtx/StainedGlassWall/Inn_StainGlass_Hideout_v03_03.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[14,0]","",""
600,6890,"[""Metadata/Terrain/Doodads/Encampment/RhoaDinner.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[28,0]","",""
601,6891,"[""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_1.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_2.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_3.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_4.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_5.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_6.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_7.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_8.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_9.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_10.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_11.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_12.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_13.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_14.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_15.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_16.ao"",""Metadata/Terrain/Doodads/Forest/BanditBarricades/bandit_barricade_17.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[21,0]","",""
602,6892,"[""Metadata/Terrain/Doodads/Forest/ForestTown/Hutt01.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/Hutt02.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/Campfire.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/Basket01.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/Bowl01.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/Bowl02.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/Bowl03.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/Bowl04.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/AnimalSkin01.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/AnimalSkin02.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/AnimalSkin03.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/AnimalSkin04.ao"",""Metadata/Terrain/Doodads/Forest/ForestTown/AnimalSkin05.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[11,6,0]","",""
603,6893,"[""Metadata/Effects/weather_attachments/hideout_MTX/sand_MTX.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,16,0]","",""
604,6894,"[""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamPillar_01.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamPillar_02.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_01.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_02.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_03.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_04.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_05.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_06.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad","","","[14,0]","",""
605,6895,"[""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWayPointCover_01.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad","","","[14,0]","",""
606,6896,"[""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamPillar_03.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamPillar_04.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamPillar_05.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad","","","[14,0]","",""
607,6897,"[""Metadata/Terrain/Doodads/Mtx/Steampunk/ExperimentTable_01.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/ExperimentTable_02.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad","","","[14,0]","",""
608,6898,"[""Metadata/Terrain/Doodads/Mtx/Steampunk/GroundPipes_01.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/GroundPipes_02.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/GroundPipes_03.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad","","","[14,0]","",""
609,6899,"[""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamPillar_01.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamPillar_02.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_01.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_02.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_03.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_04.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_05.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWall_06.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamWayPointCover_01.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamPillar_03.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamPillar_04.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/SteamPillar_05.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/ExperimentTable_01.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/ExperimentTable_02.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/GroundPipes_01.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/GroundPipes_02.ao"",""Metadata/Terrain/Doodads/Mtx/Steampunk/GroundPipes_03.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[25,0]","",""
610,6900,"[""Metadata/Terrain/Doodads/Mtx/OrbitalLazorBig.ao"",""Metadata/Terrain/Doodads/Mtx/OrbitalLazorBig2.ao"",""Metadata/Terrain/Doodads/Mtx/OrbitalLazorMedium.ao"",""Metadata/Terrain/Doodads/Mtx/OrbitalLazorMedium2.ao"",""Metadata/Terrain/Doodads/Mtx/OrbitalLazorSmall.ao"",""Metadata/Terrain/Doodads/Mtx/OrbitalLazorSmall2.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[25,0]","",""
611,6901,"[""Metadata/Effects/weather_attachments/hideout_MTX/red_lightning_MTX.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","",""
