"rownum","Area","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[i32]","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
827,827,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
828,828,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
829,829,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
830,830,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
831,831,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
832,832,5,13,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,833,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
834,834,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
835,835,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
836,836,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
837,837,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
838,838,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
839,839,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
840,840,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
841,841,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
842,842,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
843,843,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
844,844,5,13,0,50,0,24,16,16,20,100,30,1,24,"[50,50,50,1]",6,0,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
845,845,5,13,0,50,0,24,16,0,0,0,30,0,0,[],0,0,80,20,80,20,20,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,846,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
847,847,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
848,848,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
849,849,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
850,850,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
851,851,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
852,852,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
853,853,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
854,854,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
855,855,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
856,856,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
857,857,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
858,858,5,13,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,859,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
860,860,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
861,861,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
862,862,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
863,863,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
864,864,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
865,865,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
866,866,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
867,867,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
868,868,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
869,869,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
870,870,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
871,871,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",0,0,80,20,80,20,20,23,10,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
872,872,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
873,873,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
874,874,5,13,0,50,0,24,16,16,20,100,0,2,24,"[50,50,50,1]",0,0,80,20,80,20,20,23,10,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
875,875,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
876,876,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",4,0,80,20,80,20,20,23,10,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
877,877,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
878,878,5,13,0,50,0,24,16,16,20,100,30,0,0,"[0,0,1000,1]",0,0,80,20,80,20,20,23,10,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
879,879,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
880,880,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
881,881,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
882,882,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
883,883,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
884,884,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
885,885,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
886,886,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
887,887,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
888,888,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
889,889,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
890,890,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
891,891,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
892,892,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
893,893,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
894,894,5,13,0,50,0,24,16,16,20,100,0,0,0,[],0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,895,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
896,896,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
897,897,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
898,898,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
899,899,5,13,0,50,0,24,16,16,20,100,30,0,0,[],0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,900,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
901,901,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
902,902,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
903,903,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
904,904,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
905,905,5,13,0,50,0,24,16,16,20,100,30,1,24,"[50,50,50,1]",6,0,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
906,906,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
907,907,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
908,908,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
909,909,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
910,910,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
911,911,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
912,912,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
913,913,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
914,914,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
915,915,5,13,0,50,0,24,16,16,20,100,0,2,24,"[50,50,50,1]",0,0,80,20,80,20,20,23,10,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
916,916,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
917,917,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
918,918,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
919,919,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
920,920,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
921,921,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
922,922,5,0,0,0,0,0,0,0,0,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,923,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
924,924,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
925,925,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
926,926,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
927,927,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
928,928,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
929,929,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
930,930,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
931,931,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
932,932,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
933,933,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
934,934,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
935,935,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
936,936,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
937,937,5,13,0,50,0,24,16,16,20,100,30,1,24,"[50,50,50,1]",6,0,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
938,938,5,13,0,50,0,24,16,0,0,0,30,0,0,[],0,0,80,20,80,20,20,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,939,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
940,940,5,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,941,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
942,942,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
943,943,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
944,944,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
945,945,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
946,946,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
947,947,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
948,948,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
949,949,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
950,950,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
951,951,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
952,952,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,132,20,8,0,0,0,8,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
953,953,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
954,954,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
955,955,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
956,956,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
957,957,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
958,958,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
959,959,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
960,960,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
961,961,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
962,962,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",0,0,80,20,80,20,20,23,10,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0
963,963,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
964,964,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
965,965,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
966,966,5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,80,20,20,23,10,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100
