"rownum","Id","IsSupport","AllowedActiveSkillTypes","BaseEffectiveness","IncrementalEffectiveness","SupportGemLetter","i32","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","bool","i32","CastTime","ActiveSkill","bool","bool","[i32]","rid","MultiPartAchievement","bool","SupportWeaponRestrictions","GrantedEffect"
5265,"BlightSkeletonCannonBoneMortar","",[],1.75,0.014,"",4,[],[],"",0,[],"",2,1500,757,"","",[],"","","",[],""
5266,"DelveSpiderMortarBarrage","",[],1.95,0.042,"",4,[],[],"",0,[],"",2,3300,757,"","",[],"","","",[],""
5267,"BetrayalMassSkeletonBoneMortar","",[],1,0.04,"",4,[],[],"",0,[],"",2,1000,757,"","",[],"","","",[],""
5268,"BreachBoneGroundSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,2,"","",[],"","","",[],""
5269,"BreachBoneDelayedBlast","",[],1,0.03,"",4,[],[],"",0,[],"",2,1000,230,"","",[],"","","",[],""
5270,"BellyTotemDelayedBlast","",[],1.57,0.03,"",4,[],[],"",0,[],"",2,1000,230,"","",[],"","","",[],""
5271,"IntMissionDaemonDelayedBlast","",[],1.57,0.03,"",4,[],[],"",0,[],"",2,50,230,"","",[],"","","",[],""
5272,"BreachBonespire","",[],1,0.03,"",4,[],[],"",0,[],"",2,1000,598,"","",[],"","","",[],""
5273,"BellyTotemBonespire","",[],0.75,0.03,"",4,[],[],"",0,[],"",2,1000,598,"","",[],"","","",[],""
5274,"IntMissionDaemonBonespire","",[],0.75,0.03,"",4,[],[],"",0,[],"",2,50,598,"","",[],"","","",[],""
5275,"BreachBonespireBoss","",[],1,0.03,"",4,[],[],"",0,[],"",2,1000,598,"","",[],"","","",[],""
5276,"BreachSweep","",[],1,0,"",1,[],[],"",0,[],"",2,1000,57,"","",[],19,"","",[],""
5277,"BreachBlizzard","",[],1,0,"",4,[],[],"",0,[],"",2,1000,758,"","",[],"","","",[],""
5278,"BreachBlizzardBoss","",[],1,0,"",4,[],[],"",0,[],"",2,1000,758,"","",[],"","","",[],""
5279,"BreachBlizzardSpectre","",[],1,0,"",4,[],[],"",0,[],"",2,1000,758,"","",[],"","","",[],""
5280,"BreachTeamWarp","",[],1,0,"",4,[],[],"",0,[],"",2,1000,759,"","",[],"","","",[],""
5281,"BrineKingTidalRush","",[],1.3636,0.032,"",4,[],[],"",0,[],"",2,1000,760,"","",[],"","","",[],""
5282,"BrineKingTidalRushDisable","",[],1.3636,0.032,"",4,[],[],"",0,[],"",2,1000,760,"","",[],"","","",[],""
5283,"BreachFlameVortexRush","",[],0.9444,0.03,"",4,[],[],"",0,[],"",2,1000,809,"","",[],"","","",[],""
5284,"BreachFlameVortexRushLowLife","",[],0.9444,0.03,"",4,[],[],"",0,[],"",2,1000,809,"","",[],"","","",[],""
5285,"FlameVortexWestTriggered","",[],0.9444,0.03,"",4,[],[],"",0,[],"",2,1000,809,"","",[],"","","",[],""
5286,"BrineKingUpheaval","",[],3.6364,0.04,"",4,[],[],"",0,[],"",2,1000,761,"","",[],"","","",[],""
5287,"BrineKingUpheavalTriggered","",[],3.6364,0.04,"",4,[],[],"",0,[],"",2,1000,761,"","",[],"","","",[],""
5288,"MetamorphosisBrineKingUpheaval","",[],3.6364,0.04,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
5289,"BrineKingFloodArena","",[],11.875,0.04,"",4,[],[],"",0,[],"",2,13000,762,"","",[],"","","",[],""
5290,"BrineKingFloodArenaMap","",[],7.7188,0.04,"",4,[],[],"",0,[],"",2,13000,762,"","",[],"","","",[],""
5291,"BrineKingStormCall","",[],5,0.035,"",4,[],[],"",0,[],"",2,1000,763,"","",[],"","","",[],""
5292,"ElderArenaReefWaveUpheaval","",[],3.0909,0.045,"",4,[],[],"",0,[],"",2,1000,761,"","",[],"","","",[],""
5293,"BreachIceGolemFromMortar","",[],0.7273,0.034,"",4,[],[],"",0,[],"",2,2000,579,"","",[],"","","",[],""
5294,"SummonBreachIceTotem","",[],1,0,"",4,[],[],"",0,[],"",2,1000,351,"","",[],"","","",[],""
5295,"BrutusWallHook","",[],1,0,"",4,[],[],"",0,[],"",2,2000,764,"","",[],"","","",[],""
5296,"BrutusWallHookEmpowered","",[],1,0,"",4,[],[],"",0,[],"",2,2000,764,"","",[],"","","",[],""
5297,"BrutusLevitationSlam","",[],1,0,"",4,[],[],"",0,[],"",2,4000,878,"","",[],"","","",[],""
5298,"BrutusLevitationSlamMetamorph","",[],1,0,"",4,[],[],"",0,[],"",2,3000,878,"","",[],"","",1,[],""
5299,"BetrayalLeoLevitationSlam","",[],1,0,"",4,[],[],"",0,[],"",2,2000,878,"","",[],"","","",[],""
5300,"BreachBoneNova","",[],1,0,"",4,[],[],"",0,[],"",2,3400,765,"","",[],"","","",[],""
5301,"BreachBoneNovaWild","",[],1,0,"",4,[],[],"",0,[],"",2,3400,765,"","",[],"","","",[],""
5302,"SkeletonCannonBoneNova","",[],1,0,"",4,[],[],"",0,[],"",2,1500,765,"","",[],"","","",[],""
5303,"BreachFlickerStrike","",[],0,0,"",2,[],[],"",0,[],"",2,1000,766,"","",[],"","","",[],""
5304,"BreachFlickerStrikeChayula","",[],0,0,"",2,[],[],"",0,[],"",2,1000,766,"","",[],"","","",[],""
5305,"BreachFlickerStrikeChayulaLowLife","",[],0,0,"",2,[],[],"",0,[],"",2,1000,766,"","",[],"","","",[],""
5306,"BreachMassFlickerStrike","",[],0,0,"",2,[],[],"",0,[],"",2,1000,767,"","",[],"","","",[],""
5307,"BreachCastOnDeathNova","",[],0.8,0.04,"",4,[],[],"",0,[],"",2,1070,326,"","",[],"","","",[],""
5308,"BreachMortarInLine","",[],1.8,0.03,"",4,[],[],"",0,[],"",2,2500,768,"","",[],"","","",[],""
5309,"BreachMassMortarInLine","",[],2,0.03,"",4,[],[],"",0,[],"",2,3500,768,"","",[],"","","",[],""
5310,"BreachMassMortarInLine2","",[],2,0.03,"",4,[],[],"",0,[],"",2,3500,768,"","",[],"","","",[],""
5311,"BreachMassMortarInLine3","",[],2,0.03,"",4,[],[],"",0,[],"",2,3500,768,"","",[],"","","",[],""
5312,"BreachMassMortarInLine4","",[],2,0.03,"",4,[],[],"",0,[],"",2,3500,768,"","",[],"","","",[],""
5313,"MaligaroSpiderBossMortarInLine","",[],2.5,0.03,"",4,[],[],"",0,[],"",2,3500,768,"","",[],"","","",[],""
5314,"KitavaDemonXMortar","",[],3.5,0.035,"",4,[],[],"",0,[],"",2,1500,768,"","",[],"","","",[],""
5315,"BlightKitavaDemonXMortar","",[],3.5,0.035,"",4,[],[],"",0,[],"",2,1500,768,"","",[],"","","",[],""
5316,"VilentaXMortar","",[],0.7,0.035,"",4,[],[],"",0,[],"",2,1500,768,"","",[],"","","",[],""
5317,"VilentaXMortarMap","",[],0.95,0.042,"",4,[],[],"",0,[],"",2,1500,768,"","",[],"","","",[],""
5318,"KitavaBossXMortar","",[],2.75,0.035,"",4,[],[],"",0,[],"",2,1500,768,"","",[],"","","",[],""
5319,"ElderUnstableMortarInLine","",[],2.75,0.035,"",4,[],[],"",0,[],"",2,1000,768,"","",[],"","","",[],""
5320,"KitavaDemonXMortarMetamorph","",[],3.5,0.035,"",4,[],[],"",0,[],"",2,1500,386,"","",[],"","","",[],""
5321,"KitavaDemonXMortarMetamorphExplode","",[],2.5,0.035,"",4,[],[],"",0,[],"",2,1000,986,"","",[],"","","",[],""
5322,"KitavaDemonXMortarMetamorphTrigger","",[],1,0,"",4,[],[],"",0,[],"",2,1000,1152,"","",[],"","","",[],""
5323,"Envy","",[],2.1,0.023,"",3,[],[],"",-2058313298,[],"",2,0,769,"","",[],"","","",[],""
5324,"TriggeredBoneNova","",[],1,0,"",4,[],[],"",1463784563,[],"",2,1000,770,"","",[],"","","",[],""
5325,"TriggeredIcicleNova","",[],1,0,"",4,[],[],"",496233992,[],"",2,1000,771,"","",[],"","","",[],""
5326,"TransitionObject","",[],1,0,"",4,[],[],"",0,[],"",2,1000,772,"","",[],"","","",[],""
5327,"TransitionObject2","",[],1,0,"",4,[],[],"",0,[],"",2,1000,772,"","",[],"","","",[],""
5328,"TransitionObject3","",[],1,0,"",4,[],[],"",0,[],"",2,1000,772,"","",[],"","","",[],""
5329,"TransitionObject4","",[],1,0,"",4,[],[],"",0,[],"",2,1000,772,"","",[],"","","",[],""
5330,"BreachBallLightning","",[],2.5,0.04,"",4,[],[],"",0,[],"",2,1000,773,"","",[],"","","",[],""
5331,"BreachBallLightningElderGuardian","",[],2.5,0.04,"",4,[],[],"",0,[],"",2,1000,793,"","",[],"","","",[],""
5332,"BreachLightningOrbs","",[],1.375,0.0491,"",4,[],[],"",0,[],"",2,750,793,"","",[],"","","",[],""
5333,"BreachLightningOrbsRefinery","",[],0.75,0.044,"",4,[],[],"",0,[],"",2,750,793,"","",[],"","","",[],""
5334,"BreachLightningOrbsDelve","",[],0.75,0.044,"",4,[],[],"",0,[],"",2,750,793,"","",[],"","","",[],""
5335,"BreachLightningOrbsCommander","",[],0.85,0.0491,"",4,[],[],"",0,[],"",2,1000,793,"","",[],"","","",[],""
5336,"BreachRecall","",[],1,0,"",4,[],[],"",0,[],"",2,1000,774,"","",[],"","","",[],""
5337,"BreachSummonMonsterAtMarker","",[],1,0,"",4,[],[],"",0,[],"",2,1000,775,"","",[],"","","",[],""
5338,"MaligaroTeleportSlam","",[],1,0,"",4,[],[],"",0,[],"",2,3200,777,"","",[],"","","",[],""
5339,"VendigoTeleportSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1800,777,"","",[],"","","",[],""
5340,"AbyssBatTeleportSlam","",[],1,0,"",4,[],[],"",0,[],"",2,3750,777,"","",[],"","","",[],""
5341,"MaligaroComboAttack","",[],1,0,"",4,[],[],"",0,[],"",2,3000,778,"","",[],"","","",[],""
5342,"AbyssVendigoComboAttack","",[],1,0,"",4,[],[],"",0,[],"",2,3000,778,"","",[],"","","",[],""
5343,"MaligaroSoulComboAttack","",[],1,0,"",4,[],[],"",0,[],"",2,3000,779,"","",[],"","","",[],""
5344,"MaligaroTelekineticBlades","",[],2,0.03,"",4,[],[],"",0,[],"",2,2500,780,"","",[],"","","",[],""
5345,"MaligaroTelekineticBladesMap","",[],1.6,0.03,"",4,[],[],"",0,[],"",2,2500,780,"","",[],"","","",[],""
5346,"MaligaroTelekineticBladesHidden","",[],2,0.03,"",4,[],[],"",0,[],"",2,2500,780,"","",[],"","","",[],""
5347,"MaligaroTelekineticBladesHiddenMap","",[],1.6,0.03,"",4,[],[],"",0,[],"",2,2500,780,"","",[],"","","",[],""
5348,"MaligaroTelekineticBladesInFront","",[],2,0.03,"",4,[],[],"",0,[],"",2,2500,781,"","",[],"","","",[],""
5349,"MaligaroTelekineticBladesInFrontMap","",[],1.6,0.03,"",4,[],[],"",0,[],"",2,2500,781,"","",[],"","","",[],""
5350,"MaligaroTelekineticBladesBehind","",[],2,0.03,"",4,[],[],"",0,[],"",2,2500,782,"","",[],"","","",[],""
5351,"MaligaroTelekineticBladesBehindMap","",[],1.6,0.03,"",4,[],[],"",0,[],"",2,2500,782,"","",[],"","","",[],""
5352,"MaligaroVanish","",[],1,0,"",4,[],[],"",0,[],"",2,1000,783,"","",[],"","","",[],""
5353,"ProjectileSpellBlackDeath","",[],2.5,0.04,"",4,[],[],"",0,[],"",2,1000,326,"","",[],"","","",[],""
5354,"NovaProjectileSpellBlackDeathCausticGround","",[],3.75,0.05,"",4,[],[],"",0,[],"",2,1000,784,"","",[],"","","",[],""
5355,"NovaProjectileSpellBlackDeathCausticGroundMap","",[],3.75,0.05,"",4,[],[],"",0,[],"",2,1000,784,"","",[],"","","",[],""
5356,"NovaProjectileSpellSpiderCausticGround","",[],2.5,0.04,"",4,[],[],"",0,[],"",2,1000,784,"","",[],"","","",[],""
5357,"NovaProjectileSpellBurningGround","",[],3.3333,0.05,"",4,[],[],"",0,[],"",2,1500,784,"","",[],"","","",[],""
5358,"RapidSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,589,"","",[],"","","",[],""
5359,"MaligaroWhirlingBlades","",[],1,0,"",4,[],[],"",0,[],"",2,4000,786,"","",[],"","","",[],""
5360,"LightningSpell","",[],5,0.03,"",3,[],[],"",-858110460,[],"",2,1000,787,"","",[],"","","",[],""
5361,"WandStrike","",[],3,0.035,"",4,[],[],"",0,[],"",2,1170,788,"","",[],"","","",[],""
5362,"WandStrikeMap","",[],2.3,0.032,"",4,[],[],"",0,[],"",2,1170,788,"","",[],"","","",[],""
5363,"WandStrikeTrio","",[],2.55,0.035,"",4,[],[],"",0,[],"",2,1170,788,"","",[],"","","",[],""
5364,"DoedreBubbleBurst","",[],3,0.03,"",4,[],[],"",0,[],"",2,2000,789,"","",[],"","","",[],""
5365,"DoedreBubbleBurstDaemon","",[],3,0.03,"",4,[],[],"",0,[],"",2,2000,789,"","",[],"","","",[],""
5366,"DoedreBubbleBurstDaemon2","",[],3,0.03,"",4,[],[],"",0,[],"",2,2000,789,"","",[],"","","",[],""
5367,"DoedreBubbleBurstPus","",[],3.6364,0.015,"",4,[],[],"",0,[],"",2,2000,789,"","",[],"","","",[],""
5368,"DoedreBubbleBurstPusTriggered","",[],3.6364,0.015,"",4,[],[],"",0,[],"",2,2000,789,"","",[],"","","",[],""
5369,"BansheeBubbleBurstTriggered","",[],4,0.015,"",4,[],[],"",0,[],"",2,2000,789,"","",[],"","","",[],""
5370,"DoedreBubbleBurstUnholyTrio","",[],2.25,0.03,"",4,[],[],"",0,[],"",2,1000,789,"","",[],"","","",[],""
5371,"DoedreWarp","",[],3.5,0.04,"",4,[],[],"",0,[],"",2,2500,790,"","",[],"","","",[],""
5372,"DoedreWarpMap","",[],4.5,0.028,"",4,[],[],"",0,[],"",2,2500,790,"","",[],"","","",[],""
5373,"DoedreFormWarp","",[],2.1,0.04,"",4,[],[],"",0,[],"",2,2500,791,"",1,[],"","","",[],""
5374,"SupportCastWhileChannelling",1,[47],1,0,"W",3,[],[25],"",1723015380,[],"",2,1000,"","","",[],"","","",[],""
5375,"SupportCastWhileChannellingRoyale",1,[47],1,0,"W",3,[],[25],"",-1308396896,[],"",2,1000,"","","",[],"","","",[],""
5376,"SupportCastWhileChannellingTriggered",1,"[1,31,73]",1,0,"W",3,[36],"[25,49]","",-1389718323,[],"",2,1000,"","","",[],"","","",[],""
5377,"SupportCastWhileChannellingTriggeredRoyale",1,"[1,31,73]",1,0,"W",3,[36],"[25,49]","",1893874726,[],"",2,1000,"","","",[],"","","",[],""
5378,"TriggeredSummonSpider","",[],1,0,"",3,[],[],"",216191935,[],"",2,1000,792,"","",[],"","","",[],""
5379,"LunarisComboAttack","",[],1,0,"",4,[],[],"",0,[],"",2,1000,794,"","",[],"","","",[],""
5380,"MeleeThrustAttack","",[],1,0,"",4,[],[],"",0,[],"",2,1000,795,"","",[],"","","",[],""
5381,"MeleeThrustAttackSkeleton","",[],1,0,"",4,[],[],"",0,[],"",2,1000,795,"","",[],"","","",[],""
5382,"MeleeThrustAttackScorpion","",[],1,0,"",4,[],[],"",0,[],"",2,1000,795,"","",[],"","","",[],""
5383,"MeleeThrustAttackCultistIncursion","",[],1,0,"",4,[],[],"",0,[],"",2,1000,795,"","",[],"","","",[],""
5384,"MeleeThrustAttackIncursionFire","",[],1,0,"",4,[],[],"",0,[],"",2,1000,795,"","",[],"","","",[],""
5385,"AbyssLichThrustAttack","",[],1,0,"",4,[],[],"",0,[],"",2,1000,795,"","",[],"","","",[],""
5386,"SolarisSkyBeam","",[],3.3333,0.05,"",4,[],[],"",0,[],"",2,2500,796,"","",[],"","","",[],""
5387,"SolarisSkyBeamMap","",[],3.3333,0.045,"",4,[],[],"",0,[],"",2,2500,796,"","",[],"","","",[],""
5388,"SolarisSkyBeamCelestial","",[],3.3333,0.05,"",4,[],[],"",0,[],"",2,3000,796,"","",[],"","","",[],""
5389,"SolarisSkyBeamCelestialDawn","",[],2.7778,0.05,"",4,[],[],"",0,[],"",2,3000,796,"","",[],"","","",[],""
5390,"SolarisSkyBeamCelestialMap","",[],3.3333,0.045,"",4,[],[],"",0,[],"",2,3000,796,"","",[],"","","",[],""
5391,"HarbingerSkyBeam","",[],3.3333,0.04,"",4,[],[],"",0,[],"",2,3000,796,"","",[],"","","",[],""
5392,"SolarisEnergyLance","",[],6.6667,0.05,"",4,[],[],"",0,[],"",2,3000,797,"","",[],"","","",[],""
5393,"SolarisEnergyLanceQuick","",[],3.3333,0.05,"",4,[],[],"",0,[],"",2,1730,797,"","",[],"","","",[],""
5394,"LunarisSpellBarrage","",[],1.8182,0.05,"",4,[],[],"",0,[],"",2,1570,798,"","",[],"","","",[],""
5395,"LunarisSpellBarrageCelestial","",[],1.8182,0.05,"",4,[],[],"",0,[],"",2,3830,798,"","",[],"","","",[],""
5396,"LunarisDarkProjectile","",[],3.1818,0.04,"",4,[],[],"",0,[],"",2,1000,799,"","",[],"","","",[],""
5397,"LunarisDarkProjectileDusk","",[],3.1818,0.04,"",4,[],[],"",0,[],"",2,1000,799,"","",[],"","","",[],""
5398,"LunarisDarkProjectileMap","",[],3.1818,0.04,"",4,[],[],"",0,[],"",2,1000,799,"","",[],"","","",[],""
5399,"DeathProjectileSpell","",[],1.0667,0.045,"",4,[],[],"",0,[],"",2,1000,800,"","",[],"","","",[],""
5400,"SolarisSolarFlare","",[],1.3333,0.045,"",4,[],[],"",0,[],"",2,2000,801,"","",[],"","","",[],""
5401,"SolarisSolarFlareDawn","",[],0.6667,0.045,"",4,[],[],"",0,[],"",2,2000,801,"","",[],"","","",[],""
5402,"SolarisSolarFlareMap","",[],1.3333,0.045,"",4,[],[],"",0,[],"",2,2000,801,"","",[],"","","",[],""
5403,"LunarisGlaiveProjectile","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5404,"LunarisGlaiveProjectile2","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5405,"LunarisGlaiveProjectile3","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5406,"LunarisGlaiveProjectile4","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5407,"LunarisGlaiveProjectileTriggered","",[],1,0,"",4,[],[],"",0,[],"",2,1000,62,"","",[],"","","",[],""
5408,"LunarisGlaiveProjectileVertical","",[],1,0,"",4,[],[],"",0,[],"",2,1000,61,"","",[],"","","",[],""
5409,"LunarisGlaiveProjectileVertical2","",[],1,0,"",4,[],[],"",0,[],"",2,1000,61,"","",[],"","","",[],""
5410,"DuskCurveProjectile1","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5411,"DuskCurveProjectile2","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5412,"DuskCurveProjectile3","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5413,"DuskCurveProjectile4","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5414,"DuskCurveProjectile5","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5415,"DuskCurveProjectile6","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5416,"ElderGuardianCurveProjectileChaos1","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5417,"ElderGuardianCurveProjectileChaos2","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5418,"ElderGuardianCurveProjectileChaos3","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5419,"ElderGuardianCurveProjectileChaos4","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5420,"ElderGuardianCurveProjectileChaos5","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5421,"ElderGuardianCurveProjectileChaos6","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5422,"DuskCurveProjectile1Map","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5423,"DuskCurveProjectile2Map","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5424,"DuskCurveProjectile3Map","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5425,"DuskCurveProjectile4Map","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5426,"DuskCurveProjectile5Map","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5427,"DuskCurveProjectile6Map","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5428,"IncursionChaosArchitectProjectile1","",[],0.75,0.035,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5429,"IncursionChaosArchitectProjectile2","",[],0.75,0.035,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5430,"IncursionChaosArchitectProjectile3","",[],0.75,0.035,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5431,"IncursionChaosArchitectProjectile4","",[],0.75,0.035,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5432,"IncursionChaosArchitectProjectile5","",[],0.75,0.035,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5433,"IncursionChaosArchitectProjectile6","",[],0.75,0.035,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5434,"ElderGuardianCurveProjectile1","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5435,"ElderGuardianCurveProjectile2","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5436,"EinharCurveProjectile1","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5437,"EinharCurveProjectile2","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5438,"EinharCurveProjectile3","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5439,"EinharCurveProjectile4","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5440,"EinharCurveProjectile5","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5441,"EinharCurveProjectile6","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5442,"BetrayalSecretPoliceCurveDagger1","",[],1.5,0.04,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5443,"BetrayalSecretPoliceCurveDagger2","",[],1.5,0.04,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5444,"BetrayalSecretPoliceCurveDagger3","",[],1.5,0.04,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5445,"BetrayalVaganCurvedSword1","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5446,"BetrayalVaganCurvedSword2","",[],1,0,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5447,"RitualDaemonChaosProjectile1","",[],1.05,0.045,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5448,"RitualDaemonChaosProjectile2","",[],1.05,0.045,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5449,"RitualDaemonChaosProjectile3","",[],1.05,0.045,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5450,"RitualDaemonChaosProjectile4","",[],1.05,0.045,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5451,"RitualDaemonChaosProjectile5","",[],1.05,0.045,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5452,"RitualDaemonChaosProjectile6","",[],1.05,0.045,"",4,[],[],"",0,[],"",2,1000,802,"","",[],"","","",[],""
5453,"SolarisSummonMonsters","",[],1,0,"",4,[],[],"",0,[],"",2,1000,300,"","",[],"","","",[],""
5454,"LunarisSummonMonsters","",[],1,0,"",4,[],[],"",0,[],"",2,1000,300,"","",[],"","","",[],""
5455,"SolarisBackflip","",[],2.9167,0.04,"",4,[],[],"",0,[],"",2,3170,803,"","",[],"","","",[],""
5456,"SpiderGodComboAttack","",[],1,0,"",4,[],[],"",0,[],"",2,1000,804,"","",[],"","","",[],""
5457,"SpiderGodAcidLightning","",[],1,0,"",4,[],[],"",0,[],"",2,1000,805,"","",[],"","","",[],""
5458,"SpiderGodAcidLightningLeft","",[],1,0,"",4,[],[],"",0,[],"",2,1000,805,"","",[],"","","",[],""
5459,"SpiderGodAcidLightningRight","",[],1,0,"",4,[],[],"",0,[],"",2,1000,805,"","",[],"","","",[],""
5460,"SpiderGodLaserBarrage","",[],3.9375,0.04,"",4,[],[],"",0,[],"",2,4500,806,"","",[],"","","",[],""
5461,"SpiderGodLaserBarrageLeft","",[],3.9375,0.04,"",4,[],[],"",0,[],"",2,4500,806,"","",[],"","","",[],""
5462,"SpiderGodLaserBarrageRight","",[],3.9375,0.04,"",4,[],[],"",0,[],"",2,4500,806,"","",[],"","","",[],""
5463,"SpiderGodLaserBarrageStandalone","",[],3.9375,0.04,"",4,[],[],"",0,[],"",2,4500,806,"","",[],"","","",[],""
5464,"SpiderGodLaserBarrageLeftStandalone","",[],3.9375,0.04,"",4,[],[],"",0,[],"",2,4500,806,"","",[],"","","",[],""
5465,"SpiderGodLaserBarrageRightStandalone","",[],3.9375,0.04,"",4,[],[],"",0,[],"",2,4500,806,"","",[],"","","",[],""
5466,"SpiderGodRiptide","",[],1.5,0.035,"",4,[],[],"",0,[],"",2,1000,807,"","",[],"","","",[],""
5467,"SpiderGodRiptideMap","",[],1.05,0.035,"",4,[],[],"",0,[],"",2,1000,807,"","",[],"","","",[],""
5468,"SpiderGodSuperRiptide","",[],1.5,0.035,"",4,[],[],"",0,[],"",2,4670,807,"","",[],"","","",[],""
5469,"SpiderGodSuperRiptideStandalone","",[],1.5,0.035,"",4,[],[],"",0,[],"",2,4670,807,"","",[],"","","",[],""
5470,"SpiderGodSuperRiptideMap","",[],1.05,0.035,"",4,[],[],"",0,[],"",2,4670,807,"","",[],"","","",[],""
5471,"SpiderGodSuperRiptideMapStandalone","",[],1.05,0.035,"",4,[],[],"",0,[],"",2,4670,807,"","",[],"","","",[],""
5472,"YeenaFireBreath","",[],1,0,"",4,[],[],"",0,[],"",2,1970,808,"","",[],"","","",[],""
5473,"YeenaFireBreathPlayer","",[],1,0,"",4,[],[],"",0,[],"",2,1970,808,"","",[],"","","",[],""
5474,"AvariusDivineBeam","",[],5.5556,0.05,"",4,[],[],"",0,[],"",2,1000,810,"","",[],"","","",[],""
5475,"AvariusDivineBeamMap","",[],5.5556,0.05,"",4,[],[],"",0,[],"",2,1000,810,"","",[],"","","",[],""
5476,"AvariusDivineBeamTEMP","",[],5.5556,0.05,"",4,[],[],"",0,[],"",2,2000,810,"","",[],"","","",[],""
5477,"AvariusCharge","",[],1,0,"",4,[],[],"",0,[],"",2,200,811,"","",[],"","","",[],""
5478,"AvariusCharge2","",[],1,0,"",4,[],[],"",0,[],"",2,200,811,"","",[],"","","",[],""
5479,"AvariusDivineCharge","",[],1,0,"",4,[],[],"",0,[],"",2,200,811,"","",[],"","","",[],""
5480,"AvariusDivineChargeSlam","",[],1,0,"",4,[],[],"",0,[],"",2,2000,812,"","",[],"","","",[],""
5481,"AvariusDivineChargeSlamMap","",[],1,0,"",4,[],[],"",0,[],"",2,2000,812,"","",[],"","","",[],""
