"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","rid","bool","[rid]","[rid]","[rid]","[rid]","i32","bool","rid"
1026,"nemesis_vines_large","Grasping Vines slow your enemies when you take a hit.","","","Grasping Vines",[],1,3,"","","","",19,794,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1027,"number_of_crab_charges_lost_recently","",1,"","",[],1,1,"","",7449,1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1028,"rage","You gain increased Attack Damage, Attack Speed and Movement Speed.\nYou lose 1 Rage every 0.5 seconds if you have not been Hit or gained Rage Recently.","","","Rage",[],1,4,1,11995,7470,1,19,845,1,1,15,"",1,1,"",0,"","Rage","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1029,"bestiary_harpoon_slow","",1,"","",[1097],1,3,"","","","",19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1097],[],0,"",""
1030,"bestiary_tiger_teleport","",1,"","","[6923,140,398,7312]","",3,"","","","",19,798,1,"",1,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[6923,140,398,7312]",[],0,"",""
1031,"bestiary_spider_web","You are taking Chaos Damage over time and have reduced Movement Speed","","","Venomous Web","[453,177]",1,3,"","","","",19,844,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[453,177]",[],0,"",""
1032,"lightning_clone_retaliation","","","","Lightning Clone Retaliation",[],1,2,"","","","",19,796,1,"",15,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1033,"lightning_clone_retaliation_large","","","","Lightning Clone Retaliation",[],1,2,"","","","",19,797,1,"",15,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1034,"lightning_clone_minion","",1,"","",[],1,2,"","","","",19,0,1,"",15,"",1,1,"",0,"","LightningCloneMinion","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1035,"elementalist_pendulum_rotation","",1,"","Ascendancy Effect",[],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"ElementalistPendulumRotationBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1036,"elementalist_new_increased_elemental_damage","",1,"","Ascendancy Effect (invisible)",[486],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[486],[],0,"",""
1037,"elementalist_new_increased_aoe","",1,"","Ascendancy Effect (invisible)",[434],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[434],[],0,"",""
1038,"gain_endurance_charges_if_hit_recently","",1,"","",[],1,9,"","","",1,19,0,1,"",15,"","","","",0,1,"GainEnduranceChargesIfHitRecently","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1039,"gain_endurance_charges_if_used_warcry_recently","",1,"","",[],1,9,"","","",1,19,0,1,"",15,"","","","",0,1,"GainEnduranceChargesIfHitRecently","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1040,"have_taken_fire_damage_from_an_enemy_hit_recently","",1,"","",[7514],"",9,"","","",1,19,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[7514],[],0,"",""
1041,"chieftain_physical_as_fire_cycle","",1,"","",[7516],"",3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"ChieftainPhysicalAsFireTimer","","","","","",4,"","",0,[],"","","","",[],[],[7516],[],0,"",""
1042,"chieftain_physical_as_fire_for_3_sec","Gain extra Fire Damage based on Physical Damage.","","","Ngamahu, Flame's Advance",[447],1,3,"","","",1,19,1144,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[447],[],0,"",""
1043,"have_crit_in_past_8_seconds","",1,"","",[7536],"",9,"","","",1,19,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[7536],[],0,"",""
1044,"number_of_traps_triggered_recently","",1,"","",[4941],"",3,"","","","",19,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[4941],[],0,"",""
1045,"number_of_mines_detonated_recently","",1,"","",[4941],"",3,"","","","",19,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[4941],[],0,"",""
1046,"additional_block_if_attacked_recently","You are being granted Block Chance by a Guardian","","","Bastion of Hope",[1086],"",3,"","","","",19,831,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[1086],[],0,"",""
1047,"additional_spell_block_if_have_cast_spell_recently","You are being granted Spell Block Chance by a Guardian","","","Bastion of Hope",[7673],"",3,"","","","",19,832,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[7673],[],0,"",""
1048,"capture_monster_trapped","",1,"","","[6923,398,979,3192]","",3,"","","","",19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[6923,398,979,3192]",[],0,"",""
1049,"capture_monster_enraged","",1,"","","[24,70,216,177,477]",1,3,"","","","",19,335,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[24,70,216,177,477]",[],0,"",""
1050,"capture_monster_captured","",1,"","","[861,1304,2565]","",3,"","","","",19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[861,1304,2565]",[],0,"",""
1051,"capture_monster_disappearing","",1,"","",[],"",3,"","","","",19,809,1,"",15,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1052,"cold_beam_retaliation","","","","",[],1,2,"","","","",19,851,"","",15,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1053,"cold_beam_retaliation_large","","","","",[],1,2,"","","","",19,851,"","",15,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1054,"juggernaut_phys_damage_prevented_as_life_regen","",1,"","",[],"",3,"","","","",19,0,1,"",15,"","","","",0,"","PhysDamagePreventedLifeRegen","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1055,"animated_guardian_defence_tracking","",1,"","","[7584,7585,7586,14408,14409]",1,3,"","","","",19,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7584,7585,7586,14408,14409]",[],0,"",""
1056,"recent_rage_tracker","",1,"","",[7594],1,9,"","","","",19,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[7594],[],0,"",""
1057,"cannot_evade_attacks","",1,"","",[695],"",2,"","","","",19,0,"","",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[695],[],0,"",""
1058,"adrenaline","You deal increased Damage, and have increased Attack, Cast and Movement Speed and additional Physical Damage Reduction.","","","Adrenaline","[7614,24,70,216,177,1035]",1,3,"","","","",19,825,1,"",1,"",1,"","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7614,24,70,216,177,1035]",[],0,"",""
1059,"malediction","","","","Malediction","[24,477]",1,3,"","","","",19,1326,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[24,477]",[],0,"",""
1060,"spider_aspect_webs_resistance_and_damage","",1,"","","[24,7652]","",3,"","","","",19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[24,7652]",[],0,"",""
1061,"bestiary_boss_growing_damage_aoe","",1,"","","[634,3890]","",1,"","","","",19,0,1,"",15,"",1,1,"",3,"","","","","","","",4,"","",0,[],"","","","",[],[],"[634,3890]",[],0,"",""
1062,"tailwind","You are being granted Tailwind, increasing your Action Speed","","","Tailwind",[346],"",3,"","","","",19,834,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[7660],[346],[],0,"",""
1063,"gathering_winds_stacking_buff","Winds gather around you.","","","Gale Force",[],"",1,1,"","","",19,1430,1,1,15,"",1,"","",10,"","","","","","","",3,"","",0,[],"","","","",[],[13396],[],[],0,"",""
1064,"block_chance_per_hit_blocked_past_10_sec","",1,"","",[4941],"",3,"","","","",19,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[4941],[],0,"",""
1065,"assassin_poison_duration","",1,"","",[4941],"",3,"","","","",19,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[4941],[],0,"",""
1066,"bestiary_cocoon","You can break free from the web","","","Trapped in cocoon","[6923,140,7312]","",3,"","","","",19,829,1,"",15,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[6923,140,7312]",[],0,"",""
1067,"bestiary_spider_hallucinate","You are Hallucinating","","","Hallucination",[],"",3,"","","","",19,833,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1068,"monster_menagerie_buff","",1,"","","[398,140,888,1304,2667]","",3,"","","","",19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[398,140,888,1304,2667]",[],0,"",""
1069,"bestiary_agile_rhex_alternator","",1,"","","[7402,177]",1,10,"","","","",19,0,1,"",15,"","","","",0,"","GenericAlternatingBuff","","","","","",4,"","",0,[],"","","","",[],[],"[7402,177]",[],0,"",""
1070,"bestiary_agile_rhex_aura1","Allies have a chance to avoid damage.","","","Saqawine Presence",[7402],1,3,"","","","",19,835,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7402],[],0,"",""
1071,"bestiary_agile_rhex_aura2","Allies have increased movement speed.","","","Saqawine Presence",[177],1,3,"","","","",19,836,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[177],[],0,"",""
1072,"bestiary_regen_ursa_alternator","",1,"","","[3386,701,24]",1,10,"","","","",19,0,1,"",15,"","","","",0,"","GenericAlternatingBuff","","","","","",4,"","",0,[],"","","","",[],[],"[3386,701,24]",[],0,"",""
1073,"bestiary_regen_ursa_aura1","Allies cannot be slowed or stunned.","","","Fertile Presence","[3386,701]",1,3,"","","","",19,837,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[3386,701]",[],0,"",""
1074,"bestiary_regen_ursa_aura2","Allies deal increased damage.","","","Fertile Presence",[24],1,3,"","","","",19,838,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[24],[],0,"",""
1075,"bestiary_fast_lynx_alternator","",1,"","","[70,84,554]",1,10,"","","","",19,0,1,"",15,"","","","",0,"","GenericAlternatingBuff","","","","","",4,"","",0,[],"","","","",[],[],"[70,84,554]",[],0,"",""
1076,"bestiary_fast_lynx_aura1","Allies have increased attack speed.","","","Farric Presence",[70],1,3,"","","","",19,839,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[70],[],0,"",""
1077,"bestiary_fast_lynx_aura2","Allies have increased accuracy and critical strike chance.","","","Farric Presence","[84,554]",1,3,"","","","",19,840,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[84,554]",[],0,"",""
1078,"bestiary_tank_crab_aura","Allies take reduced damage and chill enemies when hit.","","","Craicic Presence","[477,448]",1,3,"","","","",19,841,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[477,448]",[],0,"",""
1079,"bestiary_cold_squid_aura","Allies deal extra cold damage and have a chance to blind on hit.","","","Deep One's Presence","[449,974]",1,3,"","","","",19,842,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[449,974]",[],0,"",""
1080,"bestiary_poison_spider_aura","Allies poison on hit and deal extra chaos damage.","","","Fenumal Presence","[2303,7134]",1,3,"","","","",19,843,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[2303,7134]",[],0,"",""
1081,"bestiary_tiger_boss_aura1","","","","","[70,84,554,95]",1,3,"","","","",19,839,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[70,84,554,95]",[],0,"",""
1082,"elemental_warding_buff","You are immune to Curses","",1,"Elemental Warding",[745],1,3,"","","","",19,830,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[745],[],0,"",""
1083,"bestiary_legendary_enrage","",1,"","","[24,70,216,177,477]",1,3,"","","","",19,335,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[24,70,216,177,477]",[],0,"",""
1084,"royale_pain","You are dying from being outside of the active Royale combat zone. Follow the pointer underneath your character.","","","Death",[7723],1,1,"","","","",19,335,1,"",2,"",1,1,"",0,"","RoyalePain","","","","","",4,"","",0,[],"","","","",[],[],[7723],[],0,"",""
1085,"cold_snap_degen","You are taking cold damage over time from a Cold Snap","","","Cold Snap",[4941],1,3,"","","","",19,883,"","",2,"",1,1,"",0,"","ColdSnapExpandingDegen",1,"","","","",4,"","",0,[],"","","","",[],[],[4941],[7979],0,"",""
1086,"vaal_cold_snap_degen","You are taking cold damage over time from a Vaal Cold Snap","","","Vaal Cold Snap",[4941],"",3,"","","","",19,883,"","",2,"",1,1,"",0,"","ColdSnapExpandingDegen",1,"","","","",4,"","",0,[],"","","","",[],[],[4941],[7979],0,"",""
1087,"disable_vaal_souls","",1,"","",[3129],"",3,"","","",1,19,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3129],[],0,"",""
1088,"ice_siphon_trap_debuff","You are taking Cold Damage over Time from a Siphoning Trap","","","Siphoning Trap","[4941,4941,1979,3896]",1,3,"","","","",19,852,1,"",2,"",1,1,"",0,"","IceSiphonTrapDebuff",1,"","","","",4,"","",0,[],"","","","",[],[],"[4941,4941,1979,3896]",[],0,"",""
1089,"ice_siphon_trap_regen_buff","You are regenerating Life and Mana from a Siphoning Trap","","","Siphoning Trap","[4941,4941,125,477,131,1410]",1,1,"","","","",19,853,1,"",1,"",1,1,"",0,"","IceSiphonTrapDebuff",1,"","","","",4,"","",0,[],"","","","",[],[],"[4941,4941,125,477,131,1410]",[],0,"",""
1090,"keystone_vaal_attack_cooldown","",1,"","",[],"",3,"","","","",19,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1091,"keystone_vaal_spell_cooldown","",1,"","",[],"",3,"","","","",19,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1092,"soul_regeneration","","","","",[],"",1,1,"","","",19,846,1,1,15,"",1,1,"",4,1,"SoulRegeneration","","","","","",2,"","",0,[],"","","","",[],[],[],[],0,"",""
1093,"charged_dash_damage","Your Charged Dash has more Damage when released.","","","Charged Dash",[7768],"",1,1,"","","",19,847,1,1,1,"",1,1,"",15,"","","","","","","",2,"","",0,[],"","","","",[],[],[7768],[],0,"",""
1094,"ignore_enemy_fire_resistance","Hits ignore your Fire Resistance","","","Impurity of Fire",[7773],"",3,"","","","",19,860,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7773],[],0,"",""
1095,"ignore_enemy_cold_resistance","Hits ignore your Cold Resistance","","","Impurity of Ice",[7774],"",3,"","","","",19,861,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7774],[],0,"",""
1096,"ignore_enemy_lightning_resistance","Hits ignore your Lightning Resistance","","","Impurity of Lightning",[7775],"",3,"","","","",19,862,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7775],[],0,"",""
1097,"physical_projectile_retaliation_large","","","","Physical Projectile Retaliation",[],1,2,"","","","",19,848,1,"",1,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1098,"infernal_blow_new_debuff","You will explode if killed, dealing fire damage based on your maximum life. If this debuff has charges, it will deal attack damage in an area around you when it expires or has 6 charges.","","","Infernal Blow",[1999],1,4,"","","","",19,867,1,"",2,"",1,1,"",6,"","","","","","","",4,"","",0,[],"","","","",[],[],[1999],[],0,"",""
1099,"infernal_blow_debuff_visual2","",1,"","",[],1,3,"","","","",19,868,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1100,"infernal_blow_debuff_visual3","",1,"","",[],1,3,"","","","",19,869,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1101,"life_regen_aura_from_corpse_consumption","",1,"","",[451],1,3,"","","","",19,0,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[451],[],0,"",""
1102,"vaal_lightning_strike_debuff","",1,"","",[1896],"",9,"","","","",19,854,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1896],[],0,"",""
1103,"cannot_gain_souls","",1,"","",[8714],1,3,"","","","",19,0,1,"",2,"",1,"","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[8714],[],0,"",""
1104,"cannot_gain_vaal_souls_at_life_thresholds","",1,"","",[7811],1,9,"","","","",19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7811],[],0,"",""
1105,"fire_resistance_from_ignite","",1,"","",[144],"",3,"","","","",19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[144],[],0,"",""
1106,"unique_flask_no_recovery_and_soul_gain","",1,"","","[7818,2646]","",3,"","","","",19,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7818,2646]",[],0,"",""
1107,"number_of_enemies_killed_recently","",1,"","",[4941],"",3,"","","",1,19,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[4941],[],0,"",""
1108,"have_used_a_vaal_skill_recently","",1,"","",[7853],"",9,"","","",1,19,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[7853],[],0,"",""
1109,"ground_vaal_cold_snap","WIP","","","WIP","[1979,7979]",1,3,"","","","",19,598,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1979,7979]",[],0,"",""
1110,"architect_healing_totem_buff","",1,"","",[451],"",1,"","","","",19,859,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[451],[],0,"",""
1111,"number_of_frostbolts_destroyed_recently","",1,"","",[4941],1,1,"","","","",19,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[4941],[],0,"",""
1112,"elemental_hit_last_damage_type","",1,"","",[],"",2,"","","","",19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1113,"wild_strike_last_damage_type","",1,"","",[],"",2,"","","","",19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1114,"prismatic_rain_last_damage_type","",1,"","",[],"",2,"","","","",19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1115,"architect_ground_blood","You are taking Physical Damage over time","","","Boiling Blood",[354],1,3,"","","","",19,863,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[354],[],0,"",""
1116,"vaal_righteous_fire_duration_aura","You are taking burning damage from being near an enemy using Vaal Righteous Fire","","","Vaal Righteous Fire","[1977,4941]","",3,"","","","",19,19,"","",2,"",1,1,"",0,"","VaalRighteousFireDurationBuff",1,"","","","",4,1,"",0,[],"","","","",[],[],"[1977,4941]",[],0,"",""
1117,"vaal_novasoul_immune","",1,"","","[398,140]","",3,"","","","",19,865,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[398,140]",[],0,"",""
1118,"burning_damage_per_shocked_enemy","",1,"","",[4941],"",3,"","","",1,19,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[4941],[],0,"",""
1119,"incursion_demon_sacrifice_buff","",1,"","",[],1,3,"","","","",19,866,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1120,"arc_enhanced_behaviour","Your Arc Damage is Lucky","","","Lucky Arc",[7985],1,2,"","","","",19,881,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7985],[],0,"",""
1121,"incursion_construct_enrage","",1,"","",[],1,3,"","","","",19,870,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1122,"cold_snap_expanding_chilled_ground","Your actions are slowed while standing on chilled ground","","","Chilled Ground",[8420],1,3,"","","","",1,1602,"","",2,"",1,1,"",0,"","ColdSnapExpandingDegen",1,"","","","",4,"","",0,[],"","","","",[],[],[8420],"[3237,14592]",16842752,"",""
1123,"vaal_earthquake_display_buff","With each step, the earth trembles","","","Vaal Earthquake",[],1,3,1,"","","",19,871,1,"",15,"",1,"","",0,"","VaalEarthquakeDisplayBuff","","","","","",2,"","",0,[],"","","","",[],[],[],[],0,"",""
1124,"vaal_earthquake_stationary","",1,"","",[],1,3,"","","","",19,872,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1125,"master_buff_alva","You have increased Quantity and Rarity of Items found","",1,"Alva's Gift","[151,153]",1,3,"","","","",19,790,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[151,153]",[],0,"",""
1126,"unique_flask_soul_catcher","",1,"","Soul Catcher","[2926,6162,8013,2942]",1,3,"","","","",19,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[2926,6162,8013,2942]",[],0,"",""
1127,"unique_flask_soul_ripper","",1,"","Soul Ripper","[8031,8014,8017]",1,3,"","","","",19,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[8031,8014,8017]",[],0,"",""
1128,"vaal_righteous_fire_duration","You deal more spell damage.","","","Vaal Righteous Fire","[8021,25,14163]",1,2,"","","",1,19,15,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[8021,25,14163]",[],0,"",""
1129,"cannot_recover_life","",1,"","",[1892],"",3,"","","","",19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1892],[],0,"",""
1130,"omnitect_thrusters","You are taking more damage from the Omnitect's thruster the longer you stand underneath it.","","","Omnitect's Thruster",[8028],1,2,1,"","","",19,884,1,"",2,"",1,1,"",100,"","","","","","","",4,"","",0,[],"","","","",[],[],[8028],[],0,"",""
1131,"omnitect_turret_damage_buff","",1,"","","[56,42]","",1,"","","","",19,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[56,42]",[],0,"",""
1132,"omnitect_cone_debuff","You have less Movement Speed and take increased Lightning Damage","","","Lightning Exposure","[6880,3628]",1,1,"","","","",19,885,1,"",2,"",1,1,"",4,"","","","","","","",2,"","",0,[],"","","","",[],[],"[6880,3628]",[],0,"",""
1133,"delve_degen_aura","The darkness is overwhelming, you are dying. Get to the light!",1,"","","[4941,4941]","",3,"","","","",19,0,1,"",2,"",1,1,"",0,"","DelveDegenAura","","","","","",4,"","",0,[],"","","","",[],[],"[4941,4941]",[],0,"",""
1134,"delve_immunity","You are protected from the darkness while in the light.",1,"","Light",[8057],"",3,"","","","",19,0,1,"",1,"",1,1,"",0,"","","","",1,"","",4,"","",0,[],"","","","",[],[],[8057],[],0,"",""
1135,"delve_degen_buff","The darkness is overwhelming, you are dying. Get to the light!","","","Darkness","[8346,8347,8758]","",4,1,8327,8326,"",19,890,1,"",2,"",1,1,"",0,"","DelveDegenBuff","","","","","",2,"","",0,[],"","","","",[],[],"[8346,8347,8758]",[],0,"",""
1136,"essence_stats","",1,"","",[],1,1,"","","","",19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1137,"delve_monster_light_weakness_aura","",1,"","",[],"",1,"","","","",19,0,"","",1,"",1,1,"",0,"","DelveMonsterLightWeaknessAura","","",1,"","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
1138,"delve_monster_light_weakness_buff","",1,"","",[8083],"",1,"","","","",19,0,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[8083],[],0,"",""
1139,"smite_buff","Grants additional Lightning Damage and chance to Shock.","","","Smite Aura","[659,57,58,1905,1035,24,1905,451]",1,3,"","","","",19,895,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[659,57,58,1905,1035,24,1905,451]",[],0,"",""
1140,"static_strike_buff","You are charged with static energy.","","","Static Strike",[],1,2,"","","","",19,907,1,"",6,"",1,1,"",3,"","","","","","","",2,"","",0,[],"","","","",[],[],[],[],0,"",""
1141,"herald_of_light","You deal more physical damage.","",1,"Herald of Purity","[12069,8415]",1,3,"","","",1,19,916,1,"",13,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[12069,8415]",[],0,"",""
1142,"herald_of_purity_summoning_effects","",1,"","","[8160,8161]",1,3,"","","",1,19,0,1,"",15,"","","","",0,"","","",1,"","","",4,"","",0,[],"","","","",[],[],"[8160,8161]",[],0,"",""
1143,"unique_nearby_allies_are_lucky","You are Lucky when Damaging Enemies.","","","Perquil's Toe",[],1,3,"","","","",19,906,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[8136],[],[8136],[],0,"",""
1144,"delve_antilight","",1,"","Darkness",[8134],"",3,"","","","",19,0,1,"",2,"",1,1,"",0,"","DelveAntiLightAura","","","","","",4,"","",0,[],"","","","",[],[],[8134],[],0,"",""
1145,"herald_of_agony","You have additional chance to Poison and deal More Poison Damage.","",1,"Herald Of Agony","[3368,8140,8141,8414]",1,3,"","","","",19,909,1,"",13,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[3368,8140,8141,8414]",[],0,"",""
1146,"herald_of_agony_stack","Your Agony Crawler minion gains bonuses based on your Virulence. Virulence is lost over time.","","","Virulence","[8142,8143,8144,8145]",1,3,1,"","","",19,915,1,1,6,"",1,1,"",0,"","HeraldOfAgonyStack","","","","","",4,"","",0,[],"","","","",[],[],"[8142,8143,8144,8145]",[],0,"",""
1147,"rain_of_spores_vines_aura","You're slowed and are taking Chaos Damage over time.","","","Toxic Rain Spore Pod","[8162,453]",1,1,1,"","","",19,764,"","",2,"",1,1,"",0,"","RainOfSporesAura",1,"","","","",2,"","",0,[],"","","","",[],[],"[8162,453]",[],0,"",""
