"rownum","QuestKey","i32","QuestStates","[i32]","Text","bool","Message","MapPinsKeys1","i32","MapPinsTexts","MapPinsKeys2","[rid]","bool","[i32]","[i32]","i32","SoundEffect"
944,90,5,"[1448,1413]",[],"Hargan has asked you to retrieve the Wings of Vastiri from the Undying Hector Titucius in the Bath House.","","",[108],0,"[""Find the Wings of Vastiri""]",[108],[],"",[],[],8,""
945,90,6,[1448],[],"Hargan has asked you to retrieve the Wings of Vastiri from the Undying Hector Titucius in the Bath House.","","Find the Wings of Vastiri",[108],0,"[""Travel to the Bath House\nFind the Wings of Vastiri""]",[],[],"",[],[],8,""
946,91,0,[1449],[],"Quest Complete - You have killed Tolman. Clarissa has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,""
947,91,1,[1450],[],"Quest Complete - You have killed Tolman. Clarissa has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,""
948,91,2,"[1453,1466]",[],"You have killed Tolman. Talk to Clarissa in town for a reward.","","Talk to Clarissa in town",[104],0,"[""Talk to Clarissa in town for your reward""]",[],[],"",[],[],8,""
949,91,3,[1453],[],"You have killed Tolman. Talk to Clarissa.","","Talk to Clarissa",[104],0,"[""Talk to Clarissa""]",[],[],"",[],[],8,""
950,91,4,[1454],[],"The Ankh of Eternity has empowered Tolman, who is still a zombie, and he is attacking you. Kill him.","","Kill Tolman",[111],0,"[""Kill Tolman""]",[111],[],"",[],[],8,""
951,91,5,[1455],[],"The Ankh of Eternity is summoning Zombies near Clarissa. Kill them.","","Defeat the Zombies",[111],4000,"[""Defeat the Zombies""]",[111],[],"",[],[],8,""
952,91,6,[1456],[],"You have found the Ankh of Eternity. Search the Quay for Clarissa and give it to her so she can revive Tolman.","","Find Clarissa at the Quay",[111],0,"[""Find Clarissa at the Quay\nGive her the Ankh""]",[111],[],"",[],[],8,""
953,91,7,"[1457,1416]",[],"Search the Quay for the Ankh of Eternity and bring it to Clarissa so she can revive Tolman.","","",[111],0,"[""Find the Ankh of Eternity""]",[111],[],"",[],[],8,""
954,91,8,[1457],[],"Clarissa has asked you to find the Ankh of Eternity at the Quay, then bring it to her there so she can revive Tolman.","","Find the Ankh of Eternity",[111],0,"[""Travel to the Quay\nFind the Ankh of Eternity""]",[],[],"",[],[],8,""
955,92,0,[1458],[],"Quest Complete - You have killed the Gemling Legionnaires. Maramoa has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,""
956,92,1,[1459],[],"Quest Complete - You have killed the Gemling Legionnaires. Maramoa has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,""
957,92,2,[1462],[],"You have killed the Gemling Legionnaires. Talk to Maramoa in town for a reward.","","Talk to Maramoa for your reward",[104],0,"[""Talk to Maramoa for your reward""]",[],[],"",[],[],8,""
958,92,3,[1463],[],"You have found the Gemling Legionnaires at the Grain Gate. Kill them.","","Kill the Gemling Legionnaires",[112],0,"[""Kill the Gemling Legionnaires""]",[112],[],"",[],[],8,""
959,92,4,"[1464,1417]",[],"Maramoa has asked you to kill the Gemling Legionnaires at the Grain Gate.","","",[112],0,"[""Kill the Gemling Legionnaires""]",[112],[],"",[],[],8,""
960,92,5,[1464],[],"Maramoa has asked you to kill the Gemling Legionnaires at the Grain Gate.","","Kill the Gemling Legionnaires",[112],0,"[""Travel to the Grain Gate\nKill the Gemling Legionnaires""]",[],[],"",[],[],8,""
961,93,0,[1539],[1555],"Quest Complete - You have killed the Depraved Trinity and gained access to Act 10.",1,"",[],0,[],[],[],"",[],[],8,""
962,93,1,"[1539,56]",[],"Quest Complete - You have killed the Depraved Trinity and gained access to Act 10.",1,"",[],0,[],[],[143],"",[],[],8,""
963,93,2,"[56,1643]",[],"You have killed the Depraved Trinity. Now talk to Lilly to access Act 10.","","Return to Oriath",[128],0,"[""Talk to Lilly to return to Oriath""]",[128],[143],"",[],[],8,""
964,93,3,[56],[],"You have killed the Depraved Trinity. Now talk to Lilly to gain access to Act 10.","","Talk to Lilly",[128],5000,"[""Talk to Lilly""]",[128],[143],"",[],[],8,""
965,93,4,"[1551,1552,1553,1908]",[],"Sin has manifested the Depraved Trinity. Kill it to find the Dark Ember.","","Kill the Depraved Trinity",[128],0,"[""Kill the Depraved Trinity""]",[128],[],"",[],[],8,""
966,93,5,"[1551,1552,1553]",[],"Talk to Sin to manifest the Depraved Trinity.","","Talk to Sin",[128],0,"[""Talk to Sin""]",[128],[],"",[],[],8,""
967,93,6,"[1551,1552]",[],"Defeat the spirit of Shavronne to manifest the Depraved Trinity.","","Defeat the spirit of Shavronne",[128],0,"[""Defeat the spirit of Shavronne""]",[128],[],"",[],[],8,""
968,93,7,"[1551,1553]",[],"Defeat the spirit of Maligaro to manifest the Depraved Trinity.","","Defeat the spirit of Maligaro",[128],0,"[""Defeat the spirit of Maligaro""]",[128],[],"",[],[],8,""
969,93,8,"[1552,1553]",[],"Defeat the spirit of Doedre to manifest the Depraved Trinity.","","Defeat the spirit of Doedre",[128],0,"[""Defeat the spirit of Doedre""]",[128],[],"",[],[],8,""
970,93,9,[1552],[],"Defeat the spirits of Doedre and Shavronne to manifest the Depraved Trinity.","","Defeat the spirits of Doedre and Shavronne",[128],0,"[""Defeat the spirit of Doedre\nDefeat the spirit of Shavronne""]",[128],[],"",[],[],8,""
971,93,10,[1551],[],"Defeat the spirit of Maligaro and Shavronne to manifest the Depraved Trinity.","","Defeat the spirit of Maligaro and Shavronne",[128],0,"[""Defeat the spirit of Maligaro\nDefeat the spirit of Shavronne""]",[128],[],"",[],[],8,""
972,93,11,[1553],[],"Defeat the spirit of Maligaro and Doedre to manifest the Depraved Trinity.","","Defeat the spirit of Maligaro and Doedre",[128],0,"[""Defeat the spirit of Maligaro\nDefeat the spirit of Doedre""]",[128],[],"",[],[],8,""
973,93,12,[1555],[],"Defeat the spirits of Shavronne, Maligaro, and Doedre to manifest the Depraved Trinity.","","Defeat the spirits of Shavronne, Maligaro, and Doedre",[128],0,"[""Defeat the spirit of Doedre\nDefeat the spirit of Shavronne\nDefeat the spirit of Maligaro""]",[128],[],"",[],[],8,""
974,93,13,[1537],[],"Sin has burned open a new entrance into the Belly of the Beast. Enter, and meet Sin at the Black Core.","","Reach the Black Core",[128],0,"[""Meet Sin at the Black Core""]",[],[],"",[],[],8,""
975,93,14,[1612],[],"Sin has burned open a new entrance into the Belly of the Beast. Enter, and meet Sin at the Black Core.","","Enter the Belly of the Beast",[128],0,"[""Meet Sin at the Black Core""]",[],[],"",[],[],8,""
976,93,15,[1556],[],"Meet Sin at the Quarry, where he will burn open a new entrance into the Belly of the Beast.","","Meet Sin at the Quarry",[125],0,"[""Meet Sin at the Quarry""]",[],[],"",[],[],8,""
977,93,16,"[1557,1558]",[],"You have given Sin some Trartan Powder and Basilisk Acid. Talk to him to find out what to do next.","","",[118],0,"[""Talk to Sin""]",[],[],"",[],[],8,""
978,93,17,"[1559,1560]",[],"You have found the Trarthan Powder and Basilisk Acid. Now deliver the two ingredients to Sin.","","Deliver the ingredients to Sin",[118],0,"[""Deliver the ingredients to Sin""]",[],[],"",[],[],8,""
979,93,18,"[1559,1558]",[],"You have found some Trarthan Powder. Now deliver it to Sin.","","Deliver the Trarthan Powder to Sin",[118],0,"[""Deliver the Trarthan Powder to Sin""]",[],[],"",[],[],8,""
980,93,19,"[1560,1557]",[],"You have found some Basilisk Acid. Now deliver it to Sin.","","Deliver the Basilisk Acid to Sin",[118],0,"[""Deliver the Basilisk Acid to Sin""]",[],[],"",[],[],8,""
981,93,20,"[1561,1559]",[],"You have found some Trarthan Powder. Now you just need to find some Basilisk Acid in the Boiling Lake and then give the two ingredients to Sin.","","Find the Basilisk Acid",[123],0,"[""Find the Basilisk Acid""]",[],[],"",[],[],8,""
982,93,21,"[1561,1560]",[],"You have found some Basilisk Acid. Now you just need to find some Trarthan Powder in the Refinery and then give the two ingredients to Sin.","","Find the Trarthan Powder",[126],0,"[""Find the Trarthan Powder""]",[],[],"",[],[],8,""
983,93,22,[1557],[1558],"You have given Sin some Trarthan Powder. Now you just need to find him some Basilisk Acid in the Boiling Lake.","","Find the Basilisk Acid",[123],0,"[""Find the Basilisk Acid""]",[],[],"",[],[],8,""
984,93,23,[1558],[1557],"You have given Sin some Basilisk Acid. Now you just need to find him some Trarthan Powder in the Refinery.","","Find the Trarthan Powder",[126],0,"[""Find the Trarthan Powder""]",[],[],"",[],[],8,""
985,93,24,[1561],[],"Sin needs you to find some Trarthan Powder and Basilisk Acid so he can burn a new entrance into the Beast. Search the Refinery and the Boiling Lake for these ingredients.","","Find the Basilisk Acid and Trarthan Powder","[123,126]",0,"[""Find the Basilisk Acid\nFind the Trarthan Powder""]",[],[],"",[],[],8,""
986,93,25,[1559],[],"You have found some Trarthan Powder. Take to Sin to find out what to do with it.","","Take the Trarthan Powder to Sin",[118],0,"[""Take the Trarthan Powder to Sin""]",[],[],"",[],[],8,""
987,93,26,[1560],[],"You have found some Basilisk Acid. Take to Sin to find out what to do with it.","","Take the Basilisk Acid to Sin",[118],0,"[""Take the Basilisk Acid to Sin""]",[],[],"",[],[],8,""
988,93,27,[1501],[],"Talk to Sin in Highgate about the Beast and what to do.","","Meet Sin in Highgate",[118],0,"[""Meet Sin in Highgate""]",[],[],"",[],[],8,""
989,94,0,[1562],[1596],"Quest Complete - You have killed Kira and Garukhan but failed to save Oyun. You have given the Sekhema Feather to Tasuni and he now rules Highgate. He has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,""
990,94,1,[1562],[],"Quest Complete - You have killed Kira and Garukhan but failed to save Oyun. You have given the Sekhema Feather to Irasha and she now rules Highgate. She has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,""
991,94,2,[1563],[1596],"You have killed Kira and Garukhan but failed to save Oyun. You have given the Sekhema Feather to Tasuni and he now rules Highgate. He has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,""
992,94,3,[1563],[],"You have killed Kira and Garukhan but failed to save Oyun. You have given the Sekhema Feather to Irasha and she now rules Highgate. She has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,""
993,94,4,[1565],[1596],"You have killed Kira and Garukhan but failed to save Oyun. You have given the Sekhema Feather to Tasuni and he now rules Highgate. Talk to him for your reward.","","",[118],0,"[""Talk to Tasuni for your reward""]",[],[],"",[],[],8,""
994,94,5,[1565],[],"You have killed Kira and Garukhan but failed to save Oyun. You have given the Sekhema Feather to Irasha and she now rules Highgate. Talk to her for your reward.","","",[118],0,"[""Talk to Irasha for your reward""]",[],[],"",[],[],8,""
995,94,6,[1566],[],"You have killed Kira and Garukhan but failed to save Oyun. Give the Sekhema Feather to either Tasuni or Irasha. Whoever gets the Feather will rule Highgate.","","Deliver the Sekhema Feather to Tasuni or Irasha",[118],0,"[""Deliver the Sekhema Feather to Tasuni or Irasha\nWhoever gets the Feather will rule Highgate""]",[],[],"",[],[],8,""
996,94,7,[1567],[],"You have killed Kira and Garukhan but failed to save Oyun. Take the Sekhema Feather and give to either Tasuni or Irasha.","","Take the Sekhema Feather",[125],0,"[""Take the Sekhema Feather""]",[125],[],"",[],[],8,""
997,94,8,[1568],[],"Kira has sacrificed Oyun and summoned Garukhan. Kill both of them and take the Sekhema Feather.","","Kill Kira and Garukhan",[125],0,"[""Kill Kira and Garukhan""]",[125],[],"",[],[],8,""
998,94,9,[1569],[],"Kira has kidnapped Oyun and plans to sacrifice her to Garukhan, a Maraketh Goddess. Kill Kira and save Oyun.","","Find Oyun and save her from Kira",[125],0,"[""Find Oyun and save her from Kira""]",[],[],"",[],[],8,""
999,95,0,"[1573,1628]",[],"Quest Complete - You have delivered the Storm Blade to Petarus and Vanja. They have rewarded you.",1,"",[],0,[],[],[],"",[],[],8,""
1000,95,1,"[1573,1572]",[],"Quest Complete - You have delivered the Storm Blade to Petarus and Vanja. Talk to them for your reward.","","Quest Complete",[],0,[],[],[],"",[],[],8,""
1001,95,2,[1573],[],"You have delivered the Storm Blade to Petarus and Vanja. Talk to them for your reward.","","",[118],0,"[""Talk to Petarus and Vanja for your reward""]",[],[],"",[],[],8,""
1002,95,3,[1574],[],"You have found the Storm Blade in the Desert. Deliver it to Petarus and Vanja for your reward.","","Deliver the Storm Blade to Petarus and Vanja",[118],0,"[""Deliver the Storm Blade to Petarus and Vanja""]",[],[],"",[],[],8,""
1003,95,4,[1575],[],"You have found the Storm Blade in the Desert. Take it and deliver it to Petarus and Vanja for your reward.","","Take the Storm Blade",[120],0,"[""Take the Storm Blade""]",[120],[],"",[],[],8,""
1004,95,5,[1576],[],"You have found the Storm Blade in the Desert. Defeat the waves of Mummies guarding it.","","Defeat the Mummies",[120],0,"[""Defeat the Mummies""]",[120],[],"",[],[],8,""
1005,95,6,[1577],[],"Find the Storm Blade in the Desert and deliver it to Petarus and Vanja in Highgate.","","Find the Storm Blade",[120],0,"[""Find the Storm Blade""]",[],[],"",[],[],8,""
1006,96,0,[1620],[],"Quest Complete - You have delivered the Calendar of Fortune to Petarus and Vanja. They have rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,""
1007,96,1,[1621],[],"You have delivered the Calendar of Fortune to Petarus and Vanja. They have rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,""
1008,96,2,[1623],[],"You have delivered the Calendar of Fortune to Petarus and Vanja. Talk to them in Highgate for a reward.","","",[118],0,"[""Talk to Petarus and Vanja for your reward""]",[],[],"",[],[],8,""
1009,96,3,[1624],[],"You have found the Calendar of Fortune. Deliver it to Petarus and Vanja in Highgate for a reward.","","Deliver the Calendar of Fortune to Petarus and Vanja",[118],0,"[""Deliver the Calendar of Fortune to Petarus and Vanja in town""]",[],[],"",[],[],8,""
1010,96,4,[1626],[],"You have killed Boulderback. Take the Calendar of Fortune and deliver to Petarus and Vanja in Highgate.","","Take the Calendar of Fortune",[122],0,"[""Take the Calendar of Fortune""]",[122],[],"",[],[],8,""
1011,96,5,[1625],[],"Kill Boulderback to obtain the Calendar of Fortune.","","Kill Boulderback",[122],0,"[""Kill Boulderback""]",[122],[],"",[],[],8,""
1012,96,6,"[1627,1532]",[],"Petarus and Vanja have asked you to find the fabled Maraketh relic, the Calendar of Fortune, somewhere in the Foothills.","","Find the Calendar of Fortune",[122],0,"[""Find the Calendar of Fortune""]",[122],[],"",[],[],8,""
1013,96,7,[1627],[],"Petarus and Vanja have asked you to find the fabled Maraketh relic, the Calendar of Fortune, somewhere in the Foothills.","","Find the Calendar of Fortune",[122],0,"[""Travel to the Foothills\nFind the Calendar of Fortune""]",[],[],"",[],[],8,""
1014,97,0,"[1630,1570]",[],"Quest Complete - You have killed Sin's corrupted daughter, Shakari. Irasha has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,""
1015,97,1,"[1630,1571]",[],"Quest Complete - You have killed Sin's corrupted daughter, Shakari. Irasha has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,""
1016,97,2,[1630],[],"You have killed Sin's corrupted daughter, Shakari. Talk to Irasha in Highgate for a reward.","","Talk to Irasha for your reward",[118],0,"[""Talk to Irasha for your reward""]",[],[],"",[],[],8,""
1017,97,3,[1631],[],"You have found Sin's corrupted daughter, Shakari, in the Oasis. Kill her.","","Kill Shakari",[121],0,"[""Kill Shakari""]",[121],[],"",[],[],8,""
1018,97,4,[1531],[],"Sin has asked you to destroy his corrupted daughter, the goddess Shakari. Search the Oasis for her and kill her.","","Kill Shakari",[121],0,"[""Kill Shakari""]",[121],[],"",[],[],8,""
1019,97,5,[1632],[],"Sin has asked you to destroy his corrupted daughter, the goddess Shakari. Now that the sandstorm has cleared, enter the Oasis and kill her.","","Enter the Oasis",[120],0,"[""Enter the Oasis""]",[120],[],"",[],[],8,""
1020,97,6,[1633],[],"Sin has asked you to destroy his corrupted daughter, the goddess Shakari. Use the Bottled Storm to clear the sandstorm in the Vastiri Desert and enter the Oasis where she resides.","","Clear the sandstorm blocking the Oasis",[120],0,"[""Use the Bottled Storm to clear the sandstorm in the Vastiri Desert""]",[],[],"",[],[],8,""
1021,97,7,"[1636,1573]",[],"Sin has asked you to destroy his corrupted daughter, the goddess Shakari. First you must find a way to clear the sandstorms blocking access to the Oasis where she resides. Ask Petarus and Vanja for advice.","","",[118],0,"[""Talk to Petarus and Vanja""]",[],[],"",[],[],8,""
1022,97,8,"[1636,1577]",[],"Sin has asked you to destroy his corrupted daughter, the goddess Shakari. First you must find a way to clear the sandstorms blocking access to the Oasis where she resides. Complete the Storm Blade quest to find a way to access the Oasis.","","",[118],0,"[""Complete the Storm Blade quest""]",[],[],"",[],[],8,""
1023,97,9,[1636],[],"Sin has asked you to destroy his corrupted daughter, the goddess Shakari. First you must find a way to clear the sandstorms blocking access to the Oasis where she resides. Ask Petarus and Vanja for advice.","","Talk to Petarus and Vanja",[118],0,"[""Talk to Petarus and Vanja""]",[],[],"",[],[],8,""
1024,97,10,[1637],[],"You have found a strange sandstorm in the Vastiri Desert blocking the way to the Oasis. Talk to Sin in Highgate about clearing it.","","Talk to Sin about the sandstorm",[118],0,"[""Talk to Sin about clearing the sandstorm""]",[],[],"",[],[],8,""
1025,98,0,[1646],[],"Quest Complete - You have saved Bannon from Kitava's cultists. Lani has rewarded you.",1,"",[],0,[],[],[],"",[],[],8,""
1026,98,1,[1647],[],"Quest Complete - You have saved Bannon from Kitava's cultists. Talk to Lani for a reward.","","Quest Complete",[],0,[],[],[],"",[],[],8,""
1027,98,2,[1709],[],"You have saved Bannon from Kitava's cultists. Talk to Lani for a reward.","","",[129],0,"[""Talk to Lani for your reward""]",[],[],"",[],[],8,""
1028,98,3,[1648],[],"You have saved Bannon from Kitava's cultists. Meet him back at the docks.","","Meet Bannon back at the docks",[129],0,"[""Meet Bannon back at the docks""]",[],[],"",[],[],8,""
1029,98,4,[1649],[],"You have saved Bannon from Kitava's cultists. Talk to him for more information.","","Talk to Bannon",[130],0,"[""Talk to Bannon""]",[],[],"",[],[],8,""
1030,98,5,[1650],[],"You have found Bannon on the Cathedral Rooftop. Fight off Plaguewing and save him.","","Defeat Plaguewing",[130],4000,"[""Defeat Plaguewing to rescue Bannon""]",[130],[],"",[],[],8,""
1031,98,6,[1651],[],"You have found Bannon on the Cathedral Rooftop. Fight off Kitava's cultists and save him.","","Fight off Kitava's cultists",[130],0,"[""Fight off Kitava's cultists to rescue Bannon""]",[130],[],"",[],[],8,""
1032,98,7,[1652],[],"Bannon is trapped on the Cathedral Rooftop by Kitava's cultists. Find him and save him.","","Find Bannon and save him",[130],0,"[""Find Bannon on the Cathedral Rooftop and save him""]",[],[],"",[],[],8,""
1033,99,0,[1653],[],"Quest Complete - Bannon has used the Staff of Avarius and sacrificed himself to resurrect Innocence. Lani has rewarded you.",1,"",[],0,[],[],[],"",[],[],8,""
1034,99,1,[1654],[],"Quest Complete - Bannon has used the Staff of Avarius and sacrificed himself to resurrect Innocence. Talk to Lani for a reward.","","Quest Complete",[],0,[],[],[],"",[],[],8,""
1035,99,2,[1655],[],"Bannon has used the Staff of Avarius and sacrificed himself to resurrect Innocence. Talk to Lani for a reward.","","",[129],0,"[""Talk to Lani for a reward""]",[],[],"",[],[],8,""
1036,99,3,[1656],[],"Bannon is using the Staff of Avarius to sacrifice himself and resurrect Innocence.","","",[129],0,"[""Say goodbye to Bannon""]",[],[],"",[],[],8,""
1037,99,4,[1657],[],"Bannon needs the Staff of Avarius to break through Kitava's Horns and defeat him. Bring it to him at the docks.","","Deliver the Staff of Purity to Bannon",[129],0,"[""Deliver the Staff of Purity to Bannon""]",[],[],"",[],[],8,""
1038,99,5,[1658],[],"Bannon needs the Staff of Avarius to break through Kitava's Horns and defeat him. Take it from the corpse of Avarius the Reassembled.","","Take the Staff of Purity",[133],0,"[""Take the Staff of Purity""]",[133],[],"",[],[],8,""
1039,99,6,[1659],[],"Bannon needs the Staff of Avarius to break through Kitava's Horns and defeat him. Kill Avarius the Reassembled to claim it.","","Kill Avarius the Reassembled",[133],0,"[""Kill Avarius the Reassembled""]",[133],[],"",[],[],8,""
1040,99,7,"[1660,1543]",[],"Bannon needs the Staff of Avarius to break through Kitava's Horns and defeat him. Search for it in the desecrated Chamber of Innocence.","","Find the Staff of Purity",[133],0,"[""Find the Staff of Purity""]",[133],[],"",[],[],8,""
1041,99,8,[1660],[],"Bannon needs the Staff of Avarius to break through Kitava's Horns and defeat him. Search for it in the desecrated Chamber of Innocence.","","Find the Staff of Purity",[133],0,"[""Travel to the desecrated Chamber of Innocence\nFind the Staff of Purity""]",[],[],"",[],[],8,""
1042,100,0,[1661],[],"You have finally defeated Kitava and gained access to the Epilogue. Lani has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,""
1043,100,1,[1662],[],"You have finally defeated Kitava and gained access to the Epilogue. Lani has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,""
1044,100,2,[1549],[],"You have finally defeated Kitava and gained access to the Epilogue. Talk to Lani there for a reward.","","Talk to Lani",[139],0,"[""Talk to Lani in the Epilogue for a reward""]",[],[],"",[],[],8,""
1045,100,3,[592],[],"You have finally defeated Kitava and gained access to the Epilogue. Use Sin's portal to travel there.","","The Epilogue is now unlocked",[135],0,"[""The exit to the Epilogue is now open""]",[],[150],"",[],[],8,""
1046,100,4,[60],[],"You have finally defeated Kitava. Talk to Sin to access the Epilogue.","","Talk to Sin",[135],0,"[""Talk to Sin""]",[],[150],"",[],[],8,""
1047,100,5,[60],[],"You have finally defeated Kitava and gained access to the Epilogue. Use a waypoint to travel there.","","",[],0,"[""Use a waypoint to travel to the Epilogue""]",[],[],"",[],[],8,""
1048,100,6,[1788],[],"You have found Kitava at his Feeding Trough. Destroy him once and for all.","","Kill Kitava",[135],0,"[""Kill Kitava""]",[135],[],"",[],[],8,""
1049,100,7,[1665],[],"You have found Kitava at his Feeding Trough. Talk to Sin to begin the final battle.","","Talk to Sin",[135],0,"[""Talk to Sin""]",[135],[],"",[],[],8,""
1050,100,8,[1666],[],"Innocence has used his power to destroy Kitava's Horns and grant you access to the Canals. Search them for Kitava and destroy him once and for all.","","Kill Kitava",[135],0,"[""Kill Kitava""]",[],[],"",[],[],8,""
1051,100,9,[1668],[],"Innocence will use his power to destroy Kitava's Horns and grant you access to the Canals. Meet him at the Horns in the Ravaged Oriath Square.","","Meet Innocence at Kitava's Horns",[135],0,"[""Meet Innocence at Kitava's Horns""]",[],[],"",[],[],8,""
1052,100,10,[1655],[],"Bannon has used the Staff of Avarius and sacrificed himself to resurrect Innocence. Talk to him to learn how to reach Kitava.","","",[129],0,"[""Talk to Innocence""]",[],[],"",[],[],8,""
1053,100,11,[1667],[],"Kitava's Horns block the way to the Canals where Kitava feeds. Find a way to break past them.","","Find a way to destroy Kitava's Horns",[],0,"[""Find a way to destroy Kitava's Horns""]",[],[],"",[],[],8,""
1054,104,0,[1661],[],"You have finally defeated Kitava and gained access to the Epilogue. Lani has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,""
1055,104,1,[1662],[],"You have finally defeated Kitava and gained access to the Epilogue. Lani has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,""
1056,104,2,[1663],[],"You have finally defeated Kitava and gained access to the Epilogue. Talk to Lani for a reward.","","",[],0,[],[],[],"",[],[],8,""
1057,104,3,[1549],[],"You have finally defeated Kitava and gained access to the Epilogue. Talk to Lani for a reward.","","",[139],0,"[""Talk to Lani for a reward""]",[],[],"",[],[],8,""
1058,101,0,[1669],[],"You have delivered Atziri's Elixir of Allure to Weylam. He has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,""
1059,101,1,[1670],[],"You have delivered Atziri's Elixir of Allure to Weylam. He has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,""
1060,101,2,[1672],[],"You have delivered Atziri's Elixir of Allure to Weylam. Talk to him for a reward.","","",[129],0,"[""Talk to Weylam for your reward""]",[],[],"",[],[],8,""
1061,101,3,[1673],[],"You have found Atziri's Elixir of Allure. Deliver it to Weylam at the docks for a reward.","","Deliver the Elixir of Allure to Weylam",[129],0,"[""Deliver the Elixir of Allure to Weylam""]",[],[],"",[],[],8,""
1062,101,4,"[1674,1548]",[],"Weylam has asked you to search the Ossuary for the Elixir of Allure that once belonged to Queen Atziri.","","Find the Elixir of Allure",[138],0,"[""Find the Elixir of Allure""]",[138],[],"",[],[],8,""
1063,101,5,[1674],[],"Weylam has asked you to search the Ossuary for the Elixir of Allure that once belonged to Queen Atziri.","","Find the Elixir of Allure",[138],0,"[""Find the Elixir of Allure in the Ossuary""]",[],[],"",[],[],8,""
1064,102,0,[1681],[],"Quest Complete - You have delivered the Teardrop, a legendary map to Tsoatha, to Lilly. She has rewarded you.",1,"",[],0,[],[],[],"",[],[],8,""
1065,102,1,[1677],[],"Quest Complete - You have delivered the Teardrop, a legendary map to Tsoatha, to Lilly. Talk to her for a reward.","","Quest Complete",[],0,[],[],[],"",[],[],8,""
1066,102,2,[1678],[],"You have delivered the Teardrop, a legendary map to Tsoatha, to Lilly. Talk to her for a reward.","","",[129],0,"[""Talk to Lilly for your reward""]",[],[],"",[],[],8,""
1067,102,3,[1679],[],"You have found the Teardrop, a legendary map to Tsoatha. Deliver it to Lilly at the docks.","","Deliver the Teardrop to Lilly",[129],0,"[""Deliver the Teardrop to Lilly""]",[],[],"",[],[],8,""
1068,102,4,"[1680,1547]",[],"Lilly has asked you to find the Teardrop, a legendary map to Tsoatha. Search for it in the Reliquary.","","Find the Teardrop",[137],0,"[""Find the Teardrop""]",[137],[],"",[],[],8,""
1069,102,5,[1680],[],"Lilly has asked you to find the Teardrop, a legendary map to Tsoatha. Search for it in the Reliquary.","","Find the Teardrop",[137],0,"[""Find the Teardrop in the Reliquary""]",[],[],"",[],[],8,""
1070,103,0,"[1683,1675]",[],"Quest Complete - You have killed the traitorous Vilenta. Lani has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,""
1071,103,1,"[1683,1676]",[],"You have killed the traitorous Vilenta. Lani has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,""
1072,103,2,[1683],[],"You have killed the traitorous Vilenta. Talk to Lani for your reward.","","Talk to Lani for your reward",[129],0,"[""Talk to Lani for your reward""]",[],[],"",[],[],8,""
1073,103,3,[1684],[],"You have found the traitorous Vilenta in the Control Blocks. Kill her.","","Kill Vilenta",[136],0,"[""Kill Vilenta""]",[136],[],"",[],[],8,""
1074,103,4,"[1685,1546]",[],"Lani has asked you to hunt down the traitorous Vilenta and kill her. Search for her in the Control Blocks.","","Kill Vilenta",[136],0,"[""Kill Vilenta""]",[136],[],"",[],[],8,""
1075,103,5,[1685],[],"Lani has asked you to hunt down the traitorous Vilenta and kill her. Search for her in the Control Blocks.","","Kill Vilenta",[136],0,"[""Find Vilenta in the Control Blocks and kill her""]",[],[],"",[],[],8,""
1076,105,0,[],[],"Quest Complete - You have rebuilt the Map Device and received a Map from Kirac.",1,"",[],0,[],[],[],"",[216],[],8,""
1077,105,1,[],[],"You have rebuilt the Map Device. Talk to Kirac in your Hideout for a Map to use in the Map Device.","","",[],0,[],[],[],"",[350],[],8,""
1078,105,2,[],[],"Meet Kirac in your Hideout to rebuild the Map Device.","","Meet Kirac in your Hideout",[],0,"[""Meet Kirac in your Hideout""]",[],[],"","[351,200]",[],8,""
