"rownum","Id","i32","i32","Name","CompletionsRequired","AchievementsKey","bool","bool","bool","bool"
6066,"BlightCompleteTwinnedMaps1_12",1,201,"Tier 12",1,656,"",1,"",1
6067,"BlightCompleteTwinnedMaps1_13",1,202,"Tier 13",1,656,"",1,"",1
6068,"BlightCompleteTwinnedMaps1_14",1,203,"Tier 14",1,656,"",1,"",1
6069,"BlightCompleteTwinnedMaps1_15",1,204,"Tier 15",1,656,"",1,"",1
6070,"BlightOpenBlightChests1_1",10,205,"Blight Cyst",650,657,"",1,"",1
6071,"BlightOpenBlightChests1_2",8,215,"Blight Pustule",150,657,"",1,"",1
6072,"BlightOpenBlightChests1_3",8,223,"Blight Sack",150,657,"",1,"",1
6073,"BlightCompleteUnidMaps1_1",1,231,"Tier 1",1,658,"",1,"",1
6074,"BlightCompleteUnidMaps1_2",1,232,"Tier 2",1,658,"",1,"",1
6075,"BlightCompleteUnidMaps1_3",1,233,"Tier 3",1,658,"",1,"",1
6076,"BlightCompleteUnidMaps1_4",1,234,"Tier 4",1,658,"",1,"",1
6077,"BlightCompleteUnidMaps1_5",1,235,"Tier 5",1,658,"",1,"",1
6078,"BlightCompleteUnidMaps1_6",1,236,"Tier 6",1,658,"",1,"",1
6079,"BlightCompleteUnidMaps1_7",1,237,"Tier 7",1,658,"",1,"",1
6080,"BlightCompleteUnidMaps1_8",1,238,"Tier 8",1,658,"",1,"",1
6081,"BlightCompleteUnidMaps1_9",1,239,"Tier 9",1,658,"",1,"",1
6082,"BlightCompleteUnidMaps1_10",1,240,"Tier 10",1,658,"",1,"",1
6083,"BlightCompleteUnidMaps1_11",1,241,"Tier 11",1,658,"",1,"",1
6084,"BlightCompleteUnidMaps1_12",1,242,"Tier 12",1,658,"",1,"",1
6085,"BlightCompleteUnidMaps1_13",1,243,"Tier 13",1,658,"",1,"",1
6086,"BlightCompleteUnidMaps1_14",1,244,"Tier 14",1,658,"",1,"",1
6087,"BlightCompleteUnidMaps1_15",1,245,"Tier 15",1,658,"",1,"",1
6088,"BlightCompleteUnidMaps1_16",1,246,"Tier 16",1,658,"",1,"",1
6089,"BlightAchieveAscension1_1",1,247,"The Labyrinth",1,659,"",1,"",1
6090,"BlightAchieveAscension1_2",1,248,"The Cruel Labyrinth",1,659,"",1,"",1
6091,"BlightAchieveAscension1_3",1,249,"The Merciless Labyrinth",1,659,"",1,"",1
6092,"BlightAchieveAscension1_4",1,250,"The Eternal Labyrinth",1,659,"",1,"",1
6093,"BlightDefeatBlightUniqueMonsters1_1",1,251,"Knucklegnaw",1,660,"",1,"",1
6094,"BlightDefeatBlightUniqueMonsters1_2",1,252,"Sporeplume",1,660,"",1,"",1
6095,"BlightDefeatBlightUniqueMonsters1_3",1,253,"Hazarat, the Propagator",1,660,"",1,"",1
6096,"BlightDefeatBlightUniqueMonsters1_4",1,254,"Sharnath",1,660,"",1,"",1
6097,"BlightDefeatBlightUniqueMonsters1_5",1,255,"Ystral, Winter Stalker",1,660,"",1,"",1
6098,"BlightDefeatBlightUniqueMonsters1_6",1,256,"Ephrexis, Blight Strider",1,660,"",1,"",1
6099,"BlightDefeatBlightUniqueMonsters1_7",1,257,"Scree, the Infected",1,660,"",1,"",1
6100,"BlightDefeatBlightUniqueMonsters1_8",1,258,"Lathaniel, the Mindless",1,660,"",1,"",1
6101,"BlightDefeatBlightUniqueMonsters1_9",1,259,"Rattleback, Hollow Matriarch",1,660,"",1,"",1
6102,"BlightDefeatBlightUniqueMonsters1_10",1,260,"Mishne, Stipecrawler",1,660,"",1,"",1
6103,"BlightDefeatBlightUniqueMonsters1_11",1,261,"Gangrel, the Mangled",1,660,"",1,"",1
6104,"BlightDefeatBlightUniqueMonsters1_12",1,262,"Stenly, the Rot-Headed",1,660,"",1,"",1
6105,"BlightDefeatBlightUniqueMonsters1_13",1,263,"Rosaria, Spore Siren",1,660,"",1,"",1
6106,"BlightDefeatBlightUniqueMonsters1_14",1,264,"Clobberclaw",1,660,"",1,"",1
6107,"BlightDefeatBlightUniqueMonsters1_15",1,265,"Beacon of Inevitability",1,660,"",1,"",1
6108,"BlightDefeatBlightUniqueMonsters1_16",1,266,"Orolath, Slug Crusher",1,660,"",1,"",1
6109,"BlightDefeatBlightUniqueMonsters1_17",1,267,"Sketh, Spore Amalgamation",1,660,"",1,"",1
6110,"BlightDefeatBlightUniqueMonsters1_18",1,268,"Arduk, Spreader of Rot",1,660,"",1,"",1
6111,"BlightDefeatBlightUniqueMonsters1_19",1,269,"Jodin Dusk, Infected Advocate",1,660,"",1,"",1
6112,"BlightDefeatBlightUniqueMonsters1_20",1,270,"Eden, Blightspeaker",1,660,"",1,"",1
6113,"BlightDefeatBlightUniqueMonsters1_21",1,271,"Vilislatha",1,660,"",1,"",1
6114,"BlightDefeatBlightUniqueMonsters1_22",1,272,"Banisher of the Cleansed",1,660,"",1,"",1
6115,"BlightDefeatBlightUniqueMonsters1_23",1,273,"Ghroth, Sporebreath Corruptor",1,660,"",1,"",1
6116,"BlightDefeatBlightUniqueMonsters1_24",1,274,"Axehorn, Earth Flattener",1,660,"",1,"",1
6117,"BlightCompleteEncountersIII_1",8,275,"Defeat Harbingers",150,661,"",1,"",1
6118,"BlightCompleteEncountersIII_2",6,283,"Defeat Warband Generals",50,661,"",1,"",1
6119,"BlightCompleteEncountersIII_3",8,289,"Open Breaches",150,661,"",1,"",1
6120,"BlightCompleteEncountersIII_4",5,297,"Open Maps with Fortune Favours the Brave",30,661,"",1,"",1
6121,"BlightCompleteSynthesisUniqueMap1_1",1,302,"Cortex",1,662,"",1,"",1
6122,"BlightCompleteSynthesisUniqueMap1_2",1,303,"Altered Distant Memory",1,662,"",1,"",1
6123,"BlightCompleteSynthesisUniqueMap1_3",1,304,"Augmented Distant Memory",1,662,"",1,"",1
6124,"BlightCompleteSynthesisUniqueMap1_4",1,305,"Twisted Distant Memory",1,662,"",1,"",1
6125,"BlightCompleteSynthesisUniqueMap1_5",1,306,"Rewritten Distant Memory",1,662,"",1,"",1
6126,"BlightBuildBlightTowers2_1",1,307,"Freezebolt Tower",1,663,"",1,"",1
6127,"BlightBuildBlightTowers2_2",1,308,"Glacial Cage Tower",1,663,"",1,"",1
6128,"BlightBuildBlightTowers2_3",1,309,"Lightning Storm Tower",1,663,"",1,"",1
6129,"BlightBuildBlightTowers2_4",1,310,"Arc Tower",1,663,"",1,"",1
6130,"BlightBuildBlightTowers2_5",1,311,"Imbuing Tower",1,663,"",1,"",1
6131,"BlightBuildBlightTowers2_6",1,312,"Smothering Tower",1,663,"",1,"",1
6132,"BlightBuildBlightTowers2_7",1,313,"Temporal Tower",1,663,"",1,"",1
6133,"BlightBuildBlightTowers2_8",1,314,"Stone Gaze Tower",1,663,"",1,"",1
6134,"BlightBuildBlightTowers2_9",1,315,"Scout Tower",1,663,"",1,"",1
6135,"BlightBuildBlightTowers2_10",1,316,"Sentinel Tower",1,663,"",1,"",1
6136,"BlightBuildBlightTowers2_11",1,317,"Flamethrower Tower",1,663,"",1,"",1
6137,"BlightBuildBlightTowers2_12",1,318,"Meteor Tower",1,663,"",1,"",1
6138,"BlightObtainBlightRewards1_1",1,319,"Currency",1,664,"",1,"",1
6139,"BlightObtainBlightRewards1_2",1,320,"Uniques",1,664,"",1,"",1
6140,"BlightObtainBlightRewards1_3",1,321,"Gems",1,664,"",1,"",1
6141,"BlightObtainBlightRewards1_4",1,322,"Maps",1,664,"",1,"",1
6142,"BlightObtainBlightRewards1_5",1,323,"Trinkets",1,664,"",1,"",1
6143,"BlightObtainBlightRewards1_6",1,324,"Armours",1,664,"",1,"",1
6144,"BlightObtainBlightRewards1_7",1,325,"Weapons",1,664,"",1,"",1
6145,"BlightObtainBlightRewards1_8",1,326,"Abyss",1,664,"",1,"",1
6146,"BlightObtainBlightRewards1_9",1,327,"Perandus",1,664,"",1,"",1
6147,"BlightObtainBlightRewards1_10",1,328,"Harbinger",1,664,"",1,"",1
6148,"BlightObtainBlightRewards1_11",1,329,"Breach",1,664,"",1,"",1
6149,"BlightObtainBlightRewards1_12",1,330,"Essences",1,664,"",1,"",1
6150,"BlightObtainBlightRewards1_13",1,331,"Fragments",1,664,"",1,"",1
6151,"BlightObtainBlightRewards1_14",1,332,"Scarabs",1,664,"",1,"",1
6152,"BlightObtainBlightRewards1_15",1,333,"Fossils",1,664,"",1,"",1
6153,"BlightObtainBlightRewards1_16",1,334,"Prophecies",1,664,"",1,"",1
6154,"BlightObtainBlightRewards1_17",1,335,"Divination Cards",1,664,"",1,"",1
6155,"BlightObtainBlightRewards1_18",1,336,"Generic",1,664,"",1,"",1
6156,"BlightObtainBlightRewards1_19",1,337,"Bestiary",1,664,"",1,"",1
6157,"BlightObtainBlightRewards1_20",1,338,"Talismans",1,664,"",1,"",1
6158,"BlightObtainBlightRewards1_21",1,339,"Labyrinth",1,664,"",1,"",1
6159,"BlightObtainBlightRewards1_22",1,340,"Legion",1,664,"",1,"",1
6160,"BlightObtainBlightRewards1_23",1,341,"Blight",1,664,"",1,"",1
6161,"BlightCompleteLegionEncounters1_1",1,342,"Complete a Legion Encounter in the Azurite Mine.",1,665,"",1,"",1
6162,"BlightCompleteLegionEncounters1_2",1,343,"Complete a Legion Encounter in the Temple of Atzoatl.",1,665,"",1,"",1
6163,"BlightCompleteLegionEncounters1_3",1,344,"Obtain a Legion Reward from a Betrayal Safehouse.",1,665,"",1,"",1
6164,"BlightCompleteLegionEncounters1_4",1,345,"Use a Legion Scarab in the Map Device with a Map.",1,665,"",1,"",1
6165,"BlightCompleteLegionEncounters1_5",1,346,"Complete a Map affected by a Legion Sextant modifier.",1,665,"",1,"",1
6166,"BlightCompleteLegionEncounters1_6",1,347,"Complete the Domain of Timeless Conflict.",1,665,"",1,"",1
6167,"BlightUseBlightOils1_1",1,348,"Clear Oil",1,666,"",1,"",1
6168,"BlightUseBlightOils1_2",1,349,"Sepia Oil",1,666,"",1,"",1
6169,"BlightUseBlightOils1_3",1,350,"Amber Oil",1,666,"",1,"",1
6170,"BlightUseBlightOils1_4",1,351,"Verdant Oil",1,666,"",1,"",1
6171,"BlightUseBlightOils1_5",1,352,"Teal Oil",1,666,"",1,"",1
6172,"BlightUseBlightOils1_6",1,353,"Azure Oil",1,666,"",1,"",1
6173,"BlightUseBlightOils1_7",1,354,"Violet Oil",1,666,"",1,"",1
6174,"BlightUseBlightOils1_8",1,355,"Crimson Oil",1,666,"",1,"",1
6175,"BlightUseBlightOils1_9",1,356,"Black Oil",1,666,"",1,"",1
6176,"BlightUseBlightOils1_10",1,357,"Opalescent Oil",1,666,"",1,"",1
6177,"BlightUseBlightOils1_11",1,358,"Silver Oil",1,666,"",1,"",1
6178,"BlightUseBlightOils1_12",1,359,"Golden Oil",1,666,"",1,"",1
6179,"BlightSpendBlightResource1_1",18,360,"Cold",200000,667,"",1,"",1
6180,"BlightSpendBlightResource1_2",18,378,"Lightning",200000,667,"",1,"",1
6181,"BlightSpendBlightResource1_3",18,396,"Fire",200000,667,"",1,"",1
6182,"BlightSpendBlightResource1_4",18,414,"Physical",200000,667,"",1,"",1
6183,"BlightSpendBlightResource1_5",18,432,"Minion",200000,667,"",1,"",1
6184,"BlightSpendBlightResource1_6",18,450,"Buff",200000,667,"",1,"",1
6185,"BlightLevel90",1,468,"",1,668,"",1,"",1
6186,"BlightCompleteEncountersIV_1",1,469,"Defeat Bazur in the Tower Map without being hit by any of Liantra's skills after having killed at least 8 Tomes of Thunder.",1,669,"",1,"",1
6187,"BlightCompleteEncountersIV_2",1,470,"Defeat Nightmare Manifest in the Malformation Map while 7 Eye Hatcheries are alive.",1,669,"",1,"",1
6188,"BlightCompleteEncountersIV_3",1,471,"Defeat Jaesyn, Kruug, the Frayed, Balah, Duke and Maker of Mires in the Hallowed Ground Map within 10 seconds of one another.",1,669,"",1,"",1
6189,"BlightCompleteEncountersIV_4",1,472,"Defeat Kitava, The Destroyer in the Lava Lake Map without killing any Champions or Shamans of the Feast.",1,669,"",1,"",1
6190,"BlightDefeatBlightLanes1_1",1,473,"Two",1,670,"",1,"",1
6191,"BlightDefeatBlightLanes1_2",1,474,"Three",1,670,"",1,"",1
6192,"BlightDefeatBlightLanes1_3",1,475,"Four",1,670,"",1,"",1
6193,"BlightDefeatBlightLanes1_4",1,476,"Five",1,670,"",1,"",1
6194,"BlightDefeatBlightLanes1_5",1,477,"Six",1,670,"",1,"",1
6195,"BlightDefeatBlightLanes1_6",1,478,"Seven",1,670,"",1,"",1
6196,"BlightDefeatBlightLanes1_7",1,479,"Eight",1,670,"",1,"",1
6197,"BlightCompleteBlightedMaps1_1",1,480,"10% reduced Monster Movement Speed",1,671,"",1,"",1
6198,"BlightCompleteBlightedMaps1_2",1,481,"Towers deal 20% more Damage",1,671,"",1,"",1
6199,"BlightCompleteBlightedMaps1_3",1,482,"20% reduced Cost of Building and Upgrading Towers",1,671,"",1,"",1
6200,"BlightCompleteBlightedMaps1_4",1,483,"3 Blight Chests are Lucky",1,671,"",1,"",1
6201,"BlightCompleteBlightedMaps1_5",1,484,"15% increased Experience gain",1,671,"",1,"",1
6202,"BlightCompleteBlightedMaps1_6",1,485,"35% chance for Blight Chests to drop an additional Reward",1,671,"",1,"",1
6203,"BlightCompleteEncountersV_1",1,486,"Kill 1000 Monsters in a single Rampage kill streak",1,672,"",1,"",1
6204,"BlightCompleteEncountersV_2",1,487,"Defeat a Possessed Beyond Boss",1,672,"",1,"",1
6205,"BlightCompleteEncountersV_3",1,488,"Complete The Beachhead",1,672,"",1,"",1
6206,"BlightCompleteEncountersV_4",1,489,"Defeat the Pale Council",1,672,"",1,"",1
6207,"BlightMapGrind",10,490,"",525,673,"",1,"",1
6208,"BlightCompleteUniqueMaps1_1",1,500,"Vaults of Atziri",1,674,"",1,"",1
6209,"BlightCompleteUniqueMaps1_2",1,501,"Maelström of Chaos",1,674,"",1,"",1
6210,"BlightCompleteUniqueMaps1_3",1,502,"The Coward's Trial",1,674,"",1,"",1
6211,"BlightCompleteUniqueMaps1_4",1,503,"Acton's Nightmare",1,674,"",1,"",1
6212,"BlightCompleteUniqueMaps1_5",1,504,"Poorjoy's Asylum",1,674,"",1,"",1
6213,"BlightCompleteUniqueMaps1_6",1,505,"Mao Kun",1,674,"",1,"",1
6214,"BlightCompleteUniqueMaps1_7",1,506,"Oba's Cursed Trove",1,674,"",1,"",1
6215,"BlightCompleteUniqueMaps1_8",1,507,"Olmec's Sanctum",1,674,"",1,"",1
6216,"BlightCompleteUniqueMaps1_9",1,508,"Death and Taxes",1,674,"",1,"",1
6217,"BlightCompleteUniqueMaps1_10",1,509,"Whakawairua Tuahu",1,674,"",1,"",1
6218,"BlightCompleteUniqueMaps1_11",1,510,"Hall of Grandmasters",1,674,"",1,"",1
6219,"BlightCompleteUniqueMaps1_12",1,511,"The Vinktar Square",1,674,"",1,"",1
6220,"BlightCompleteUniqueMaps1_13",1,512,"Caer Blaidd, Wolfpack's Den",1,674,"",1,"",1
6221,"BlightCompleteUniqueMaps1_14",1,513,"The Putrid Cloister",1,674,"",1,"",1
6222,"BlightCompleteUniqueMaps1_15",1,514,"Hallowed Ground",1,674,"",1,"",1
6223,"BlightCompleteUniqueMaps1_16",1,515,"The Twilight Temple",1,674,"",1,"",1
6224,"BlightCompleteUniqueMaps1_17",1,516,"Pillars of Arun",1,674,"",1,"",1
6225,"BlightCompleteUniqueMaps1_18",1,517,"Perandus Manor",1,674,"",1,"",1
6226,"BlightCompleteUniqueMaps1_19",1,518,"Doryani's Machinarium",1,674,"",1,"",1
6227,"BlightCompleteEncountersVI_1",1,519,"Defeat Chayula, Who Dreamt outside of its Domain",1,675,"",1,"",1
6228,"BlightCompleteEncountersVI_2",1,520,"Defeat Amanamu, Liege of the Lightless while at least 2 Stygian Hearts are active",1,675,"",1,"",1
6229,"BlightCompleteEncountersVI_3",1,521,"Defeat a Bestiary Boss",1,675,"",1,"",1
6230,"BlightCompleteEncountersVI_4",1,522,"Defeat The Vaal Omnitect while you are affected by a Tempest and Lightning Exposure",1,675,"",1,"",1
6231,"BlightCompleteBlightedMapsII_1",1,523,"Tier 1",1,676,"",1,"",1
6232,"BlightCompleteBlightedMapsII_2",1,524,"Tier 2",1,676,"",1,"",1
6233,"BlightCompleteBlightedMapsII_3",1,525,"Tier 3",1,676,"",1,"",1
6234,"BlightCompleteBlightedMapsII_4",1,526,"Tier 4",1,676,"",1,"",1
6235,"BlightCompleteBlightedMapsII_5",1,527,"Tier 5",1,676,"",1,"",1
6236,"BlightCompleteBlightedMapsII_6",1,528,"Tier 6",1,676,"",1,"",1
6237,"BlightCompleteBlightedMapsII_7",1,529,"Tier 7",1,676,"",1,"",1
6238,"BlightCompleteBlightedMapsII_8",1,530,"Tier 8",1,676,"",1,"",1
6239,"BlightCompleteBlightedMapsII_9",1,531,"Tier 9",1,676,"",1,"",1
6240,"BlightCompleteBlightedMapsII_10",1,532,"Tier 10",1,676,"",1,"",1
6241,"BlightCompleteBlightedMapsII_11",1,533,"Tier 11",1,676,"",1,"",1
6242,"BlightCompleteBlightedMapsII_12",1,534,"Tier 12",1,676,"",1,"",1
6243,"BlightCompleteBlightedMapsII_13",1,535,"Tier 13",1,676,"",1,"",1
6244,"BlightCompleteBlightedMapsII_14",1,536,"Tier 14",1,676,"",1,"",1
6245,"BlightCompleteBlightedMapsII_15",1,537,"Tier 15",1,676,"",1,"",1
6246,"BlightCompleteDeadlyEncounters1_1",1,538,"Mastermind at an area level of 83",1,677,"",1,"",1
6247,"BlightCompleteDeadlyEncounters1_2",1,539,"The Shaper",1,677,"",1,"",1
6248,"BlightCompleteDeadlyEncounters1_3",1,540,"Aul, the Crystal King",1,677,"",1,"",1
6249,"BlightCompleteDeadlyEncounters1_4",1,541,"Atziri in the Alluring Abyss",1,677,"",1,"",1
6250,"BlightUberElderUnlock",1,542,"",1,678,"",1,"",1
6251,"BlightEndgameGrind1_1",1,543,"Level 100",1,679,"",1,"",1
6252,"BlightEndgameGrind1_2",6,544,"Defeat Uber Elder",40,679,"",1,"",1
6253,"BlightEndgameGrind1_3",7,550,"Defeat Shaper Guardians or The Shaper",125,679,"",1,"",1
6254,"BlightEndgameGrind1_4",7,557,"Defeat Argus in the Endgame Labyrinth",100,679,"",1,"",1
6255,"BlightEndgameGrind1_5",7,564,"Complete Blighted Maps",100,679,"",1,"",1
6256,"BlightEndgameGrind1_6",20,571,"Spend Sulphite in the Azurite Mine",650000,679,"",1,"",1
6257,"MetamorphUseCurrency1_1",1,0,"Armourer's Scrap",1,680,"",1,"",1
6258,"MetamorphUseCurrency1_2",1,1,"Orb of Chance",1,680,"",1,"",1
6259,"MetamorphUseCurrency1_3",1,2,"Orb of Transmutation",1,680,"",1,"",1
6260,"MetamorphUseCurrency1_4",1,3,"Blacksmith's Whetstone",1,680,"",1,"",1
6261,"MetamorphUseCurrency1_5",1,4,"Orb of Augmentation",1,680,"",1,"",1
6262,"MetamorphUseCurrency1_6",1,5,"Orb of Alteration",1,680,"",1,"",1
6263,"MetamorphCompleteMetamorphEncountersI_1",1,6,"Collect a Metamorph Sample",1,681,"",1,"",1
6264,"MetamorphCompleteMetamorphEncountersI_2",1,7,"Combine 5 Metamorph Samples",1,681,"",1,"",1
6265,"MetamorphCompleteMetamorphEncountersI_3",1,8,"Defeat a Metamorph",1,681,"",1,"",1
6266,"MetamorphCompleteTheseQuests1_1",1,9,"The Dweller of the Deep",1,682,"",1,"",1
6267,"MetamorphCompleteTheseQuests1_2",1,10,"Through Sacred Ground",1,682,"",1,"",1
6268,"MetamorphCompleteTheseQuests1_3",1,11,"A Swig of Hope",1,682,"",1,"",1
6269,"MetamorphCompleteTheseQuests1_4",1,12,"An Indomitable Spirit",1,682,"",1,"",1
6270,"MetamorphCompleteTheseQuests1_5",1,13,"In Service to Science",1,682,"",1,"",1
6271,"MetamorphDefeatActBossesI_1",1,14,"Act 1: Merveil, the Twisted",1,683,"",1,"",1
6272,"MetamorphDefeatActBossesI_2",1,15,"Act 2: Vaal Oversoul",1,683,"",1,"",1
6273,"MetamorphDefeatActBossesI_3",1,16,"Act 3: Dominus, Ascendant",1,683,"",1,"",1
6274,"MetamorphDefeatActBossesI_4",1,17,"Act 4: Malachai, The Nightmare",1,683,"",1,"",1
6275,"MetamorphDefeatActBossesI_5",1,18,"Act 5: Kitava, the Insatiable",1,683,"",1,"",1
6276,"MetamorphCompleteEncountersI_1",1,19,"Defeat a Rogue Exile",1,684,"",1,"",1
6277,"MetamorphCompleteEncountersI_2",1,20,"Defeat a Tormented Spirit",1,684,"",1,"",1
6278,"MetamorphCompleteEncountersI_3",1,21,"Defeat an Essence Monster",1,684,"",1,"",1
6279,"MetamorphCompleteEncountersI_4",1,22,"Open an Abyssal Trove",1,684,"",1,"",1
6280,"MetamorphCompleteMetamorphEncountersII_1",1,23,"Combine 5 Normal Samples",1,685,"",1,"",1
6281,"MetamorphCompleteMetamorphEncountersII_2",1,24,"Combine 5 Magic Samples",1,685,"",1,"",1
6282,"MetamorphCompleteMetamorphEncountersII_3",1,25,"Combine 5 Rare Samples",1,685,"",1,"",1
6283,"MetamorphVendorRecipes_1",1,26,"Cartographer's Chisel",1,686,"",1,"",1
6284,"MetamorphVendorRecipes_2",1,27,"Gemcutter's Prism",1,686,"",1,"",1
6285,"MetamorphVendorRecipes_3",1,28,"Hybrid Flask",1,686,"",1,"",1
6286,"MetamorphVendorRecipes_4",1,29,"Chaos Orb",1,686,"",1,"",1
6287,"MetamorphVendorRecipes_5",1,30,"Orb of Chance",1,686,"",1,"",1
6288,"MetamorphVendorRecipes_6",1,31,"Catalyst",1,686,"",1,"",1
6289,"MetamorphDefeatActBossesII_1",1,32,"Act 6: Tsoagoth, The Brine King",1,687,"",1,"",1
6290,"MetamorphDefeatActBossesII_2",1,33,"Act 7: Arakaali, Spinner of Shadows",1,687,"",1,"",1
6291,"MetamorphDefeatActBossesII_3",1,34,"Act 8: Lunaris, Eternal Moon and Solaris, Eternal Sun",1,687,"",1,"",1
6292,"MetamorphDefeatActBossesII_4",1,35,"Act 9: The Depraved Trinity",1,687,"",1,"",1
6293,"MetamorphDefeatActBossesII_5",1,36,"Act 10: Kitava, the Insatiable",1,687,"",1,"",1
6294,"MetamorphUnlockMapDevice_1",1,37,"",1,688,"",1,"",1
6295,"MetamorphCompleteEncountersII_1",1,38,"Open a Unique Strongbox",1,689,"",1,"",1
6296,"MetamorphCompleteEncountersII_2",1,39,"Complete a Legion Encounter",1,689,"",1,"",1
6297,"MetamorphCompleteEncountersII_3",1,40,"Complete a Betrayal Safehouse",1,689,"",1,"",1
6298,"MetamorphCompleteEncountersII_4",1,41,"Upgrade an item to a Fated Item",1,689,"",1,"",1
6299,"MetamorphOpenMaps_1",1,42,"Open a Map Area that is affected by a Sextant Modifier.",1,690,"",1,"",1
6300,"MetamorphOpenMaps_2",1,43,"Use a Scarab in your Map Device.",1,690,"",1,"",1
6301,"MetamorphOpenMaps_3",1,44,"Complete a Map that has at least 8 modifiers.",1,690,"",1,"",1
6302,"MetamorphOpenMaps_4",1,45,"Complete a Map that has at least 20% Quality.",1,690,"",1,"",1
6303,"MetamorphCraftModifiers1_1",1,46,"Amulet",1,691,"",1,"",1
6304,"MetamorphCraftModifiers1_2",1,47,"Belt",1,691,"",1,"",1
6305,"MetamorphCraftModifiers1_3",1,48,"Body Armour",1,691,"",1,"",1
6306,"MetamorphCraftModifiers1_4",1,49,"Boots",1,691,"",1,"",1
6307,"MetamorphCraftModifiers1_5",1,50,"Gloves",1,691,"",1,"",1
6308,"MetamorphCraftModifiers1_6",1,51,"Helmet",1,691,"",1,"",1
6309,"MetamorphCraftModifiers1_7",1,52,"Ring",1,691,"",1,"",1
6310,"MetamorphCraftModifiers1_8",1,53,"Shield or Quiver",1,691,"",1,"",1
6311,"MetamorphCraftModifiers1_9",1,54,"Weapon",1,691,"",1,"",1
6312,"MetamorphTurnInDivinationCards1_1",1,55,"Corrupted Gem",1,692,"",1,"",1
6313,"MetamorphTurnInDivinationCards1_2",1,56,"Prophecy",1,692,"",1,"",1
6314,"MetamorphTurnInDivinationCards1_3",1,57,"Rare Item",1,692,"",1,"",1
6315,"MetamorphTurnInDivinationCards1_4",1,58,"Item Level: 100 Item",1,692,"",1,"",1
6316,"MetamorphTurnInDivinationCards1_5",1,59,"Jewel",1,692,"",1,"",1
6317,"MetamorphTurnInDivinationCards1_6",1,60,"Map",1,692,"",1,"",1
6318,"MetamorphCompleteEncountersIII_1",1,61,"Defeat Erythrophagia in Phantasmagoria Map while not Cursed.",1,693,"",1,"",1
6319,"MetamorphCompleteEncountersIII_2",1,62,"Defeat Sebbert, Crescent's Point in Moon Temple Map while affected by Dark Vortex.",1,693,"",1,"",1
6320,"MetamorphCompleteEncountersIII_3",1,63,"Defeat Legius Garhall in Ancient City Map without defeating any Blackguard Interrogators or Blackguard Enforcers.",1,693,"",1,"",1
6321,"MetamorphCompleteEncountersIII_4",1,64,"Defeat the Arena Map bosses within 5 seconds of the first boss dying.",1,693,"",1,"",1
6322,"MetamorphObtainItemisedSamples1_1",1,65,"Eye",1,694,"",1,"",1
6323,"MetamorphObtainItemisedSamples1_2",1,66,"Liver",1,694,"",1,"",1
6324,"MetamorphObtainItemisedSamples1_3",1,67,"Lung",1,694,"",1,"",1
6325,"MetamorphObtainItemisedSamples1_4",1,68,"Heart",1,694,"",1,"",1
6326,"MetamorphObtainItemisedSamples1_5",1,69,"Brain",1,694,"",1,"",1
6327,"MetamorphCompleteEncountersIV_1",1,70,"Delve to Depth 100 in your Azurite Mine",1,695,"",1,"",1
6328,"MetamorphCompleteEncountersIV_2",1,71,"Defeat a Bestiary Boss",1,695,"",1,"",1
6329,"MetamorphCompleteEncountersIV_3",1,72,"Defeat an Abyssal Lich",1,695,"",1,"",1
6330,"MetamorphCompleteEncountersIV_4",1,73,"Defeat a Breachlord",1,695,"",1,"",1
6331,"MetamorphCompleteTwinnedMaps1_1",1,74,"Tier 1",1,696,"",1,"",1
6332,"MetamorphCompleteTwinnedMaps1_2",1,75,"Tier 2",1,696,"",1,"",1
6333,"MetamorphCompleteTwinnedMaps1_3",1,76,"Tier 3",1,696,"",1,"",1
6334,"MetamorphCompleteTwinnedMaps1_4",1,77,"Tier 4",1,696,"",1,"",1
6335,"MetamorphCompleteTwinnedMaps1_5",1,78,"Tier 5",1,696,"",1,"",1
6336,"MetamorphCompleteTwinnedMaps1_6",1,79,"Tier 6",1,696,"",1,"",1
6337,"MetamorphCompleteTwinnedMaps1_7",1,80,"Tier 7",1,696,"",1,"",1
6338,"MetamorphCompleteTwinnedMaps1_8",1,81,"Tier 8",1,696,"",1,"",1
6339,"MetamorphCompleteTwinnedMaps1_9",1,82,"Tier 9",1,696,"",1,"",1
6340,"MetamorphCompleteTwinnedMaps1_10",1,83,"Tier 10",1,696,"",1,"",1
6341,"MetamorphCompleteTwinnedMaps1_11",1,84,"Tier 11",1,696,"",1,"",1
6342,"MetamorphCompleteTwinnedMaps1_12",1,85,"Tier 12",1,696,"",1,"",1
6343,"MetamorphCompleteTwinnedMaps1_13",1,86,"Tier 13",1,696,"",1,"",1
6344,"MetamorphCompleteTwinnedMaps1_14",1,87,"Tier 14",1,696,"",1,"",1
6345,"MetamorphCompleteTwinnedMaps1_15",1,88,"Tier 15",1,696,"",1,"",1
6346,"MetamorphCompleteTwinnedMaps1_16",1,89,"Tier 16",1,696,"",1,"",1
6347,"MetamorphCompleteMetamorphEncountersIII_1",7,90,"Normal",100,697,"",1,"",1
6348,"MetamorphCompleteMetamorphEncountersIII_2",8,97,"Magic",200,697,"",1,"",1
6349,"MetamorphCompleteMetamorphEncountersIII_3",9,105,"Rare",400,697,"",1,"",1
