"rownum","Id","PositionX","PositionY","i32","i32","[rid]","string","string","[rid]","i32","[rid]","[rid]","rid","string","i32","i32","string","rid","rid","string","bool","i32","i32"
200,"G3_1_CannibalDuoDone",141,0,0,0,[],"Orok Campfire","...the Orok will be out for blood now...",[4872],3,[72],[3814],"","WorldMapContentRareMonsterDone",194,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinSandsweptCannibalDuo",0,"","","",4119,4119
201,"G3_town",140,0,0,0,[140],"Ziggurat Encampment","Only a small crown of stone remains above the deadly waters.",[3640],3,[3641],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTown","",3765,"The last untouched Vaal ruin holds treasures and secrets for the ages.","",4119,4119
202,"G3_2_1",142,0,0,0,[142],"Infested Barrens","Armies march unseen under the earth.","[3750,3756]",3,[3642],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinJungleOutskirts","","","","",4119,4119
203,"G3_2_1_ExplorerCamp",142,0,0,0,[],"Troubled Camp","...haven't seen them in weeks...",[3642],3,[72],[3814],"","WorldMapContentCamp",202,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinOutskirtsCamp",0,"","","",4119,4119
204,"G3_2_1_ExplorerCampDone",142,0,0,0,[],"Troubled Camp","...well, now their silence makes sense...",[],3,[72],[3814],"","WorldMapContentCampDone",202,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinOutskirtsCamp",0,"","","",4119,4119
205,"G3_2_2",-16843010,-16843010,-16843010,-16843010,[143],"The Matlan Waterways","When the end came, the nobles flooded the city to spite would-be looters.",[3642],3,[3804],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinWaterways","","","","",4119,4119
206,"G3_2_2_WaterwaysMechanism",-16843010,-16843010,-16843010,-16843010,[],"Canal Lever","...surely, where the canals can be controlled?...",[3804],3,[72],"[3765,3814]","","Act3/WorldMapContentWaterwaysMechanism",205,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinWatewaysMechanism",0,"","","",4119,4119
207,"G3_2_2_WaterwaysMechanismDone",-16843010,-16843010,-16843010,-16843010,[],"Canal Lever","...finally, Utzaal is revealed!...",[3765],3,[72],[3814],"","Act3/WorldMapContentWaterwaysMechanismDone",205,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinWatewaysMechanism",0,"","","",4119,4119
208,"G3_2_2_Shaman",-16843010,-16843010,-16843010,-16843010,[],"Narag's Hut","...that one has a foul tongue indeed...",[3804],3,[72],"[4897,3814]","","WorldMapContentRareMonster",205,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWaterwaysShaman",0,"","","",4119,4119
209,"G3_2_2_ShamanDone",-16843010,-16843010,-16843010,-16843010,[],"Narag's Hut","...she won't be speaking much now...",[4897],3,[72],[3814],"","WorldMapContentRareMonsterDone",205,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWaterwaysShaman",0,"","","",4119,4119
210,"G3_3",144,0,0,0,[144],"Jungle Ruins","The bountiful fields of the city of Utzaal are now nothing but tangled jungle.",[3641],3,[3750],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinJungleDepths","","","","",4119,4119
211,"G3_3_Silverback",144,0,0,0,[],"Mighty Silverfist","...you see the silver fur, you run...",[3750],3,[72],"[4682,3814]","","WorldMapContentBossUpgrade",210,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSilverback",0,"","","",4119,4119
212,"G3_3_SilverbackSlain",144,0,0,0,[],"Mighty Silverfist","...a shame that such a majestic creature is gone...\r\n\r\n<white>{Grants Two Weapon Set Passive Skill Points}",[4682],3,[72],[3814],"","WorldMapContentBossUpgradeDone",210,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSilverback",0,"","","",4119,4119
213,"G3_3_FinalRest",144,0,0,0,[],"Jungle Grave","...we're all still keeping an eye out for Servi's son...",[3750],3,[72],"[4869,3814]","","Act3/WorldMapContentFinalRest",210,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinFinalRest",0,"","","",4119,4119
214,"G3_3_FinalRestDone",144,0,0,0,[],"Jungle Grave","...oh... that's terrible...",[4869],3,[72],[3814],"","Act3/WorldMapContentFinalRestDone",210,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinFinalRest",0,"","","",4119,4119
215,"G3_3_ExplorerCamp",144,0,0,0,[],"Troubled Camp","...a few days overdue reporting back...",[3750],3,[72],[3814],"","WorldMapContentCamp",210,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinDepthsCamp",0,"","","",4119,4119
216,"G3_3_ExplorerCampDone",144,0,0,0,[],"Troubled Camp","...I'll add it to my log...",[],3,[72],[3814],"","WorldMapContentCampDone",210,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinDepthsCamp",0,"","","",4119,4119
217,"G3_4",-16843010,-16843010,-16843010,-16843010,[145],"The Venom Crypts","The remains of the Temple of Yaomac play host to countless deadly guests.",[3750],3,[3751],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSnakePit","","","",1,4119,4119
218,"G3_4_Underground",-16843010,-16843010,-16843010,-16843010,[],"The Venom Crypts","The remains of the Temple of Yaomac play host to countless deadly guests.",[3750],3,[72],[3814],"","",217,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSnakePitUnderground","","","","",4119,4119
219,"G3_4_DenOfSnakes",-16843010,-16843010,-16843010,-16843010,[],"Orok Poison","...the source of their vile rot...",[3751],3,[72],"[3814,3783,4686,4688]","","Act3/WorldMapContentSnakePotion",217,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDenOfSnakes",0,"","","",4119,4119
220,"G3_4_DenOfSnakesDoneReward1",-16843010,-16843010,-16843010,-16843010,[],"Venom Draught","...bolstered against the coming darkness...\r\n\r\n<white>{25% increased Stun Threshold}",[3783],3,[72],[3814],"","Act3/WorldMapContentSnakePotionRed",217,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDenOfSnakes",0,"","","",4119,4119
221,"G3_4_DenOfSnakesDoneReward2",-16843010,-16843010,-16843010,-16843010,[],"Venom Draught","...bolstered against the coming darkness...\r\n\r\n<white>{30% increased Elemental Ailment Threshold}",[4686],3,[72],[3814],"","Act3/WorldMapContentSnakePotionGreen",217,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDenOfSnakes",0,"","","",4119,4119
222,"G3_4_DenOfSnakesDoneReward3",-16843010,-16843010,-16843010,-16843010,[],"Venom Draught","...bolstered against the coming darkness...\r\n\r\n<white>{25% increased Mana Regeneration Rate}",[4688],3,[72],[3814],"","Act3/WorldMapContentSnakePotionBlue",217,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDenOfSnakes",0,"","","",4119,4119
223,"G3_5",146,0,0,0,[146],"Chimeral Wetlands","Beautiful, but deadly.","[3642,3756]",3,[3752],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinChimeralWetlands","","","","",4119,4119
224,"G3_5_Xyclucian",146,0,0,0,[],"Xyclucian, the Chimera","...hunting grounds of an ancient beast...",[3752],3,[72],"[4826,3814]","","WorldMapContentBossUltimatum",223,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinXyclucian",0,"","","",4119,4119
225,"G3_5_XyclucianSlain",146,0,0,0,[],"Xyclucian, the Chimera","...truly, the beast is felled? Impressive...",[4826],3,[72],[3814],"","WorldMapContentBossUltimatumDone",223,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinXyclucian",0,"","","",4119,4119
226,"G3_5_DeadExplorerCamp",146,0,0,0,[],"Ravaged Camp","...been gone over a month...",[3752],3,[72],"[4894,3814]","","WorldMapContentChest",223,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWetlandsCamp",0,"","","",4119,4119
227,"G3_5_DeadExplorerCampDone",146,0,0,0,[],"Ravaged Camp","...as I expected. I'll add it to the log...",[4894],3,[72],[3814],"","WorldMapContentChestDone",223,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWetlandsCamp",0,"","","",4119,4119
228,"G3_5_FlowerGauntlet",146,0,0,0,[],"Toxic Bloom","...a place of gasping death...",[3752],3,[72],"[4899,3814]","","WorldMapContentRareMonster",223,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWetlandsFlowerGauntlet",0,"","","",4119,4119
229,"G3_5_FlowerGauntletDone",146,0,0,0,[],"Toxic Bloom","...a lucky fool. Lucky, but foolish...",[4899],3,[72],[3814],"","WorldMapContentRareMonsterDone",223,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinWetlandsFlowerGauntlet",0,"","","",4119,4119
230,"G3_6_1",147,0,0,0,[147],"Jiquani's Machinarium","Stone men move in the dark.","[3752,3756]",3,[3753],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinMachinarium","","","",1,4119,4119
231,"G3_6_1_Underground",147,0,0,0,[],"Jiquani's Machinarium","Stone men move in the dark.","[3752,3756]",3,[72],[3814],"","",230,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinMachinariumUnderground","","","","",4119,4119
232,"G3_6_1_Blackjaw",147,0,0,0,[],"Blackjaw, the Remnant","...locked away, undying, for his horrific crimes...",[3753],3,[72],"[3785,3814]","","WorldMapContentBossUpgrade",230,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBlackjaw",0,"","","",4119,4119
233,"G3_6_1_BlackjawSlain",147,0,0,0,[],"Blackjaw, the Remnant","...should have left him to suffer...\r\n\r\n<white>{+10% to Fire Resistance}",[3785],3,[72],[3814],"","WorldMapContentBossUpgradeDone",230,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBlackjaw",0,"","","",4119,4119
234,"G3_6_2",148,0,0,0,[148],"Jiquani's Sanctum","Remnants of Vaal artifice still remain.",[3753],3,[3754],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLowerMachinarium","","","",1,4119,4119
235,"G3_6_2_Underground",148,0,0,0,[],"Jiquani's Sanctum","Remnants of Vaal artifice still remain.",[3753],3,[72],[3814],"","",234,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLowerMachinariumUnderground","","","","",4119,4119
236,"G3_6_2_Zicoatl",148,0,0,0,[],"Zicoatl, Warden of the Core","...well that's ominous...",[3754],3,[72],"[4827,3814]","","WorldMapContentBoss",234,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZicoatl",0,"","","",4119,4119
237,"G3_6_2_ZicoatlSlain",148,0,0,0,[],"Zicoatl, Warden of the Core","...of course it was a trap!...",[4827],3,[72],[3814],"","WorldMapContentBossDone",234,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZicoatl",0,"","","",4119,4119
238,"G3_6_2_CorruptionAltar",148,0,0,0,[],"Paquate's Mechanism","...it's risky, but it's up to you...",[3754],3,[72],"[4873,3814]","","Act3/WorldMapContentCorruptionAltar",234,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinCorruptionAltar",0,"","","",4119,4119
239,"G3_6_2_CorruptionAltarDone",148,0,0,0,[],"Paquate's Mechanism","...was it worth it?...",[4873],3,[72],[3814],"","Act3/WorldMapContentCorruptionAltarDone",234,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinCorruptionAltar",0,"","","",4119,4119
240,"G3_7",149,0,0,0,[149],"The Azak Bog","Death wears a mostly human face.",[3642],3,[3767],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinCarverBog","","","","",4119,4119
241,"G3_7_Ignagduk",149,0,0,0,[],"Ignagduk, the Bog Witch","...beware the blood moon...",[3767],3,[72],"[4755,3814]","","WorldMapContentBossUpgrade",240,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinIgnagduk",0,"","","",4119,4119
242,"G3_7_IgnagdukSlain",149,0,0,0,[],"Ignagduk, the Bog Witch","...a good day in the jungle, indeed.\r\n\r\n<white>{+30 to Spirit}",[4755],3,[72],[3814],"","WorldMapContentBossUpgradeDone",240,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinIgnagduk",0,"","","",4119,4119
243,"G3_8",150,0,0,0,[150],"The Drowned City","A waterlogged corpse, ripe for the looting.",[3765],3,[3768],[3814],3765,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSunkenRuins","","","","",4119,4119
244,"G3_9",151,0,0,0,[151],"The Molten Vault","The cult of Kamasa exploited Utzaal long before its fall.",[3768],3,[3769],[3814],3765,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTreasureVault","","","",1,4119,4119
245,"G3_9_Underground",151,0,0,0,[],"The Molten Vault","The cult of Kamasa exploited Utzaal long before its fall.",[3768],3,[72],[3814],3765,"",244,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTreasureVaultUnderground","","","","",4119,4119
246,"G3_9_Mektul",151,0,0,0,[],"Mektul, the Forgemaster","...infernal hammering at all hours, echoing from the city!...",[3769],3,[72],"[4677,3814]",3765,"WorldMapContentBoss",244,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinMektul",0,"","","",4119,4119
247,"G3_9_MektulSlain",151,0,0,0,[],"Mektul, the Forgemaster","...finally, silence!...",[4677],3,[72],[3814],3765,"WorldMapContentBossDone",244,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinMektul",0,"","","",4119,4119
248,"G3_10",153,0,0,0,"[152,153]","The Temple of Chaos","Here, all challengers were welcome, regardless of wealth or station.",[3752],3,[3770],[3814],3770,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTempleOfTheChaosGod","",2691,"Not a god, but something else entirely... whatever they may be, Chaos is now watching you.",1,4119,4119
249,"G3_10_Underground",153,0,0,0,[],"The Temple of Chaos","Here, all challengers were welcome, regardless of wealth or station.",[3752],3,[72],[3814],3770,"",248,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTempleOfTheChaosGodUnderground","",2691,"Not a god, but something else entirely... whatever they may be, Chaos is now watching you.","",4119,4119
250,"G3_10_Ultimatum",153,0,0,0,[],"Ultimatum","...where peasants and High Priests alike could face the challenge...",[3770],3,[72],"[2691,3814]",3770,"Act3/WorldMapContentUltimatum",248,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinUltimatum",0,"","","",4119,4119
251,"G3_10_UltimatumDone",153,0,0,0,[],"Ultimatum","...impressive work!...",[2691],3,[72],[3814],3770,"Act3/WorldMapContentUltimatumDone",248,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinUltimatum",0,"","","",4119,4119
252,"G3_11",154,0,0,0,[154],"Apex of Filth","An ascent into squalor and madness.",[3768],3,[3806],[3814],3765,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinAggorat","","","","",4119,4119
253,"G3_11_TheQueenOfFilth",154,0,0,0,[],"The Queen of Filth","...I can't even describe what I saw through the spyglass...",[3806],3,[72],"[4644,3814]",3765,"WorldMapContentBoss",252,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTheQueenOfFilth",0,"","","",4119,4119
254,"G3_11_TheQueenOfFilthSlain",154,0,0,0,[],"The Queen of Filth","...let's never speak of this again...",[4644],3,[72],[3814],3765,"WorldMapContentBossDone",252,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinTheQueenOfFilth",0,"","","",4119,4119
255,"G3_11_CroneVendor",154,0,0,0,[],"Bubbling Respite","...a kind one? I'll believe it when I see it...",[3806],3,[72],[3814],3765,"WorldMapContentCamp",252,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratCrone",0,"","","",4119,4119
256,"G3_11_CroneVendorDone",154,0,0,0,[],"Bubbling Respite","...oh, well that was nice...",[],3,[72],[3814],3765,"WorldMapContentCampDone",252,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratCrone",0,"","","",4119,4119
257,"G3_12",-16843010,-16843010,-16843010,-16843010,[155],"Temple of Kopec","Wet stone emanates an inner warmth. Vaal brilliance lies in wait.",[3765],3,[3807],[3814],3765,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZiggurat","",3807,"The last great work of the Vaal Empire still shines within.",1,4119,4119
258,"G3_12_Underground",-16843010,-16843010,-16843010,-16843010,[],"Temple of Kopec","Wet stone emanates an inner warmth. Vaal brilliance lies in wait.",[3765],3,[72],[3814],3765,"",257,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinZigguratUnderground","",3807,"The last great work of the Vaal Empire still shines within.","",4119,4119
259,"G3_12_Ketzuli",-16843010,-16843010,-16843010,-16843010,[],"Ketzuli, High Priest of the Sun","...been trapped down there, all this time...",[3807],3,[72],"[4830,3814]",3765,"WorldMapContentBoss",257,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinKetzuli",0,"","","",4119,4119
260,"G3_12_KetzuliSlain",-16843010,-16843010,-16843010,-16843010,[],"Ketzuli, High Priest of the Sun","...good to put them out of their endless misery...",[4830],3,[72],[3814],3765,"WorldMapContentBossDone",257,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinKetzuli",0,"","","",4119,4119
261,"G3_14",157,0,0,0,[157],"Utzaal","A doomed city, full of life, unaware what is soon to come.",[3641],3,[3809],[],3814,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSunkenRuins","","","","",4119,4119
262,"G3_14_ViperNapuatzi",157,0,0,0,[],"Viper Napuatzi","...the Fang of the Vaal will defend her city...",[3809],3,[72],[4829],3814,"WorldMapContentBoss",261,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinViperNapauatzi",0,"","","",4119,4119
263,"G3_14_ViperNapuatziSlain",157,0,0,0,[],"Viper Napuatzi","...disappeared just before her death...",[4829],3,[72],[],3814,"WorldMapContentBossDone",261,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinViperNapauatzi",0,"","","",4119,4119
264,"G3_14_TrialmasterStatue",157,0,0,0,[],"Chaos Statue","...for those willing to face a challenge...",[3809],3,[72],[2164],3814,"WorldMapContentQuestionMark",261,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinChaosStatue",0,"","","",4119,4119
265,"G3_14_TrialmasterStatueDone",157,0,0,0,[],"Chaos Statue","...you know where to find it...",[2164],3,[72],[],3814,"WorldMapContentQuestionMarkDone",261,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinChaosStatue",0,"","","",4119,4119
266,"G3_14_Artefacts",157,0,0,0,[],"Peculiar Fortunes","...golden idols abound...",[3809],3,[72],"[4875,4877,4879]",3814,"WorldMapContentBag",261,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinUtzaalArtefacts",0,"","","",4119,4119
267,"G3_14_ArtefactsDone",157,0,0,0,[],"Peculiar Fortunes","...just imagine Oswald's glee...","[4875,4877,4879]",3,[72],[],3814,"WorldMapContentBagDone",261,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinUtzaalArtefacts",0,"","","",4119,4119
268,"G3_16",159,0,0,0,[159],"Aggorat","The Vaal warred not with their neighbours, but with death itself.",[3809],3,[3811],[],3814,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinAggorat","","","","",4119,4119
269,"G3_16_BloodSacrifice",159,0,0,0,[],"Blood Sacrifice","...a simple stab to a heart is all it took...",[3811],3,[72],[4831],3814,"WorldMapContentQuestionMarkUpgrade",268,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBloodSacrifice",0,"","","",4119,4119
270,"G3_16_BloodSacrificeDone",159,0,0,0,[],"Blood Sacrifice","...a strange power, but worth the price?...\r\n\r\n<white>{Grants Two Weapon Set Passive Skill Points}",[4831],3,[72],[],3814,"WorldMapContentQuestionMarkUpgradeDone",268,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBloodSacrifice",0,"","","",4119,4119
271,"G3_16_GoliathSoulCore",159,0,0,0,[],"Undamaged Core","...the use of Soul Cores, to be expected...",[72],3,[72],[4919],3814,"WorldMapContentBag",268,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratSoulCore",0,"","","",4119,4119
272,"G3_16_GoliathSoulCoreDone",159,0,0,0,[],"Undamaged Core","...what is the morality of using these Cores, anyway?...",[72],3,[72],[],3814,"WorldMapContentBagDone",268,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratSoulCore",0,"","","",4119,4119
273,"G3_16_Artefacts",159,0,0,0,[],"Peculiar Fortunes","...they're all about to die, what use do they have for it?...",[3811],3,[72],"[4972,4974,4976]",3814,"WorldMapContentBag",268,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratArtefacts",0,"","","",4119,4119
274,"G3_16_ArtefactsDone",159,0,0,0,[],"Peculiar Fortunes","...that fetched a pretty penny...","[4972,4974,4976]",3,[72],[],3814,"WorldMapContentBagDone",268,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinAggoratArtefacts",0,"","","",4119,4119
275,"G3_17",160,0,0,0,[160],"The Black Chambers","They scream not in agony, but in ecstasy.",[3811],3,[3812],[],3814,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDoryanisSanctum","",3907,"Despite all his inventions and all his horrors, there was nothing Doryani could do to stop the end.",1,4119,4119
276,"G3_17_Underground",160,0,0,0,[],"The Black Chambers","They scream not in agony, but in ecstasy.",[3811],3,[72],[],3814,"",275,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDoryanisSanctumUnderground","",3907,"Despite all his inventions and all his horrors, there was nothing Doryani could do to stop the end.","",4119,4119
277,"G3_17_Doryani",160,0,0,0,[],"Doryani, Royal Thaumaturge","...he would likely be in the depths of the Black Chambers...",[3812],3,[72],[3907],3814,"WorldMapContentActBoss",275,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDoryani",0,"","","",4119,4119
278,"G3_17_DoryaniSlain",160,0,0,0,[],"Doryani, Royal Thaumaturge","...we'll see how this strange new alliance goes...",[3907],3,[72],[],3814,"WorldMapContentActBossDone",275,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinDoryani",0,"","","",4119,4119
279,"C_G1_compassrose",-16843010,-16843010,-16843010,-16843010,[],"","",[2889],7,[72],[],"","Act1/compassrose",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinCompass",5,"","","",4119,4119
280,"C_G1_compasstextbox_visual",-16843010,-16843010,-16843010,-16843010,[],"","",[2889],7,[72],[],"","Act1/MapBorderEzomyte",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinLabel",6,"","","",4119,4119
281,"C_G1_compass_label",-16843010,-16843010,-16843010,-16843010,[],"Ogham county, est. 1132ic\r\nin the province of Phaaryl\r\nSurvey commissioned by\r\nthe office of Count Geonor\r\nin the year of 1619ic","",[2889],7,[72],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinLabel",7,"","","",4119,4119
282,"C_G1_MapBorder_Surface",-16843010,-16843010,-16843010,-16843010,[],"","",[2889],7,[72],[],"","WorldMapBorder",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinBorderSurface",3,"","","",4119,4119
283,"C_G1_MapBorder_Underground",-16843010,-16843010,-16843010,-16843010,[],"","",[2889],7,[72],[],"","WorldMapBorder",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinBorderUnderground",4,"","","",4119,4119
284,"C_G1_1",-16843010,-16843010,-16843010,-16843010,[162],"The Riverbank","Dregs and filth from the Manor gather in silence.",[2889],7,[2889],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinRiverbank","","","","",4119,4119
285,"C_G1_1_BloatedMiller",-16843010,-16843010,-16843010,-16843010,[],"The Bloated Miller","...intermittent growls echo along the Riverbank, but there is a distant, rythmic sawing of wood underneath it all...",[2889],7,[72],[2934],"","WorldMapContentBoss",284,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinBloatedMiller",0,"","","",4119,4119
286,"C_G1_1_BloatedMillerSlain",-16843010,-16843010,-16843010,-16843010,[],"The Bloated Miller","That gargantuan beast, could that have been human once? At least the encampment is safe for now.",[2934],7,[72],[],"","WorldMapContentBossDone",284,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinBloatedMiller",0,"","","",4119,4119
287,"C_G1_town",161,0,0,0,[161],"Clearfell Encampment","Walls of wood strain against the tide as Death knocks thrice.",[2889],7,[2890],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinTown","",3000,"With the Count dead, Ogham might finally be able to heal.","",4119,4119
288,"C_G1_2",163,0,0,0,[163],"Clearfell","A wounded land plays host to an infection.",[2890],7,[2891],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinClearfell","","","","",4119,4119
289,"C_G1_2_CarrionCrone",163,0,0,0,[],"Beira of the Rotten Pack","...a chanting that echoes through Clearfell preceding chilling howls...",[2890],7,[72],[3733],"","WorldMapContentBossUpgrade",288,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinCarrionCrone",0,"","","",4119,4119
290,"C_G1_2_CarrionCroneSlain",163,0,0,0,[],"Beira of the Rotten Pack","This wolf head seems to hold power even after the Crone is dead.\r\n\r\n<white>{+10% to Cold Resistance}",[3733],7,[72],[],"","WorldMapContentBossUpgradeDone",288,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinCarrionCrone",0,"","","",4119,4119
291,"C_G1_2_ClearfellChest",163,0,0,0,[],"Mysterious Campsite","...whispers of an Ogham scouting party slain by a rogue, their supplies left untouched...",[2890],7,[72],[4662],"","WorldMapContentChest",288,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinClearfellChest",0,"","","",4119,4119
292,"C_G1_2_ClearfellChestOpened",163,0,0,0,[],"Mysterious Campsite","Better a quick death to an arrow than to see your brothers become the undead.",[4662],7,[72],[],"","WorldMapContentChestDone",288,0,"Metadata/Terrain/WorldMaps/Act1/Objects/SideContent/MapPinClearfellChest",0,"","","",4119,4119
293,"C_G1_3",-16843010,-16843010,-16843010,-16843010,[164],"Mud Burrow","Hungry jaws hide in dripping darkness.","[2891,2925]",7,[2892],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinMudBurrow","",2931,"Nature begins to seep back in, reclaiming the spaces within.",1,4119,4119
294,"C_G1_3_Underground",-16843010,-16843010,-16843010,-16843010,[],"Mud Burrow","Hungry jaws hide in dripping darkness.","[2891,2925]",7,[72],[],"","",293,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinMudBurrowUnderground","",2931,"Nature begins to seep back in, reclaiming the spaces within.",1,4119,4119
295,"C_G1_3_MudBurrower",-16843010,-16843010,-16843010,-16843010,[],"The Devourer","...dirt shifts and murmurs beneath your feet as your move through Clearfell...","[2892,2925]",7,[72],[2931],"","WorldMapContentBoss",293,0,"Metadata/Terrain/WorldMaps/Act1/Objects/MapPinMudBurrower",0,"","","",4119,4119
