"rownum","Id","BaseItemTypesKey","HASH16","HASH32","i32","bool","bool","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
302,"Metadata/Pet/EthercraftTurtleEnraged/EnragedEthercraftTurtle",4436,1263349367,550202,0,1,"",0,1846935552,0,0,0,0,1847984128,0,0,-33554432,-16843010,-16843010,-16843010,16711422
303,"Metadata/Pet/EthercraftTurtleTranquil/TranquilEthercraftTurtle",4437,-2121733282,551638,0,1,"",0,1856372736,0,0,0,0,1857421312,0,0,-33554432,-16843010,-16843010,-16843010,16711422
304,"Metadata/Pet/EthercraftTurtleChaotic/ChaoticEthercraftTurtle",4438,-1382000438,587114,0,1,"",0,1865547776,0,0,0,0,1866596352,0,0,-33554432,-16843010,-16843010,-16843010,16711422
305,"Metadata/Pet/DragonSerpent/DragonSerpent",4439,-397178833,942204,65536,1,"",0,1872101376,0,0,0,0,1873149952,0,0,-33554432,-16843010,-16843010,-16843010,16711422
306,"Metadata/Pet/DragonSerpent/DragonSerpentPremium",4440,-1097359903,926582,16777216,1,"",0,1879572480,0,0,0,0,1880621056,0,0,-33554432,-16843010,-16843010,-16843010,16711422
307,"Metadata/Pet/DragonSerpent/DragonSerpentPremiumExpired",4441,-99717295,955743,65536,1,"",0,1887961088,0,0,0,0,1889009664,0,0,-33554432,-16843010,-16843010,-16843010,16711422
308,"Metadata/Pet/JingweiBabyCrane/JingweiBabyCrane",4442,-1629099666,554891,65536,1,"",0,1895301120,0,0,0,0,1896349696,0,0,-33554432,-16843010,-16843010,-16843010,16711422
309,"Metadata/Pet/JingweiCrane/JingweiCrane",4443,264279271,957223,16777216,1,"",0,1901592576,0,0,0,0,1902641152,0,0,-33554432,-16843010,-16843010,-16843010,16711422
310,"Metadata/Pet/JingweiCrane/JingweiCraneExpired",4444,1348147187,935848,65536,1,"",0,1908801536,0,0,0,0,1909850112,0,0,-33554432,-16843010,-16843010,-16843010,16711422
311,"Metadata/Pet/BuccaneerPet/BuccaneerPet",4446,-806571731,556737,0,1,"",0,1915092992,0,0,0,0,1916141568,0,0,-33554432,-16843010,-16843010,-16843010,16711422
312,"Metadata/Pet/IntrepidDeer/IntrepidDeer",4445,-378457794,579663,0,1,"",0,1921384448,0,0,0,0,1922433024,0,0,-33554432,-16843010,-16843010,-16843010,16711422
313,"Metadata/Pet/Seagull/AtlantisSirenSeagull",4448,1339325001,538013,0,1,"",0,1928069120,0,0,0,0,1929117696,0,0,-33554432,-16843010,-16843010,-16843010,16711422
314,"Metadata/Pet/AtlantisSirenPegasus/AtlantisSirenPegasus",4449,-558893639,797462,0,1,"",0,1936457728,0,0,0,0,1937506304,0,0,-33554432,-16843010,-16843010,-16843010,16711422
315,"Metadata/Pet/Frog/Deepwater",4450,1460654438,558697,0,1,"",0,1941307392,0,0,0,0,1942355968,0,0,-33554432,-16843010,-16843010,-16843010,16711422
316,"Metadata/Pet/FishMine/FishMine",4451,-1472581467,563359,0,1,"",0,1946550272,0,0,0,0,1947598848,0,0,-33554432,-16843010,-16843010,-16843010,16711422
317,"Metadata/Pet/HellscapePet/HellscapePet",4452,-137079098,696594,0,1,"",0,1952841728,0,0,0,0,1953890304,0,0,-33554432,-16843010,-16843010,-16843010,16711422
318,"Metadata/Pet/Skadi/Skadi",4453,-1921815068,712855,65536,1,"",0,1957298176,0,0,0,0,1958346752,0,0,-33554432,-16843010,-16843010,-16843010,16711422
319,"Metadata/Pet/Skadi/SkadiPremium",4454,-1400849633,661407,16777216,1,"",0,1962672128,0,0,0,0,1963720704,0,0,-33554432,-16843010,-16843010,-16843010,16711422
320,"Metadata/Pet/Skadi/SkadiPremiumExpired",4455,160065354,683712,65536,1,"",0,1968963584,0,0,0,0,1970012160,0,0,-33554432,-16843010,-16843010,-16843010,16711422
321,"Metadata/Pet/CelestialTurtle/CelestialTurtle",4459,-1803040565,547916,0,1,"",0,1976041472,0,0,0,0,1977090048,0,0,-33554432,-16843010,-16843010,-16843010,16711422
322,"Metadata/Pet/GryffonPets/DarkShardTencentGryffon",4456,1944219162,663032,65536,1,"",0,1983643648,0,0,0,0,1984692224,0,0,-33554432,-16843010,-16843010,-16843010,16711422
323,"Metadata/Pet/GryffonPets/DarkShardTencentGryffonPremium",4457,-778676319,689719,16777216,1,"",0,1992163328,0,0,0,0,1993211904,0,0,-33554432,-16843010,-16843010,-16843010,16711422
324,"Metadata/Pet/GryffonPets/DarkShardTencentGryffonPremiumExpired",4458,110993394,694639,65536,1,"",0,2001600512,0,0,0,0,2002649088,0,0,-33554432,-16843010,-16843010,-16843010,16711422
325,"Metadata/Pet/WyrmCall/WyrmCallPet",4447,613723347,1017927,0,1,"",0,2007236608,0,0,0,0,2008285184,0,0,-33554432,-16843010,-16843010,-16843010,16711422
326,"Metadata/Pet/Beetle/HeritageBeetle",4460,-86760852,579768,0,1,"",0,2013003776,0,0,0,0,2014052352,0,0,-33554432,-16843010,-16843010,-16843010,16711422
327,"Metadata/Pet/HummingBird/HeritageHummingBird",4461,1760391217,530652,0,1,"",0,2020081664,0,0,0,0,2021130240,0,0,-33554432,-16843010,-16843010,-16843010,16711422
328,"Metadata/Pet/HeritagePeacock/HeritagePeacock",4462,223614470,531282,0,1,"",0,2027159552,0,0,0,0,2028208128,0,0,-33554432,-16843010,-16843010,-16843010,16711422
329,"Metadata/Pet/Centipede/DivergenceCentipede",4463,-239323114,575914,0,1,"",0,2033975296,0,0,0,0,2035023872,0,0,-33554432,-16843010,-16843010,-16843010,16711422
330,"Metadata/Pet/DivergenceAnglerFish/DivergenceAnglerFish",4464,469700062,661025,0,1,"",0,2042363904,0,0,0,0,2043412480,0,0,-33554432,-16843010,-16843010,-16843010,16711422
331,"Metadata/Pet/SkadiWolfPup/SkadiWolfPup",4465,762848640,526584,65536,1,"",0,2048655360,0,0,0,0,2049703936,0,0,-33554432,-16843010,-16843010,-16843010,16711422
332,"Metadata/Pet/SkadiWolfSpirit/SkadiWolfSpirit",4466,1886500371,575074,16777216,1,"",0,2055733248,0,0,0,0,2056781824,0,0,-33554432,-16843010,-16843010,-16843010,16711422
333,"Metadata/Pet/SkadiWolfSpirit/SkadiWolfSpiritExpired",4467,-764902140,546668,65536,1,"",0,2063728640,0,0,0,0,2064777216,0,0,-33554432,-16843010,-16843010,-16843010,16711422
334,"Metadata/Pet/GodOfThunderBabyTiger/GodOfThunderBabyTiger",4468,-793887349,584997,65536,1,"",0,2072379392,0,0,0,0,2073427968,0,0,-33554432,-16843010,-16843010,-16843010,16711422
335,"Metadata/Pet/Tiger/GodofThunderPet",4469,-1752029332,569598,16777216,1,"",0,2078146560,0,0,0,0,2079195136,0,0,-33554432,-16843010,-16843010,-16843010,16711422
336,"Metadata/Pet/Tiger/GodofThunderPremiumExpiredPet",4470,1593330702,529142,65536,1,"",0,2085748736,0,0,0,0,2086797312,0,0,-33554432,-16843010,-16843010,-16843010,16711422
337,"Metadata/Pet/Tiger/HarmoniousTigerPet",4471,-1101606877,552565,0,1,"",0,2091909120,0,0,0,0,2092957696,0,0,-33554432,-16843010,-16843010,-16843010,16711422
338,"Metadata/Pet/HummingBird/HummingBird",4472,353736649,557788,0,1,"",0,2097938432,0,0,0,0,2098987008,0,0,-33554432,-16843010,-16843010,-16843010,16711422
339,"Metadata/Pet/FennecFox/FennecFox",4473,1351506644,526938,0,1,"",0,2103443456,0,0,0,0,2104492032,0,0,-33554432,-16843010,-16843010,-16843010,16711422
340,"Metadata/Pet/GiantHornet/GiantHornet",4474,1323692563,572662,0,1,"",0,2109472768,0,0,0,0,2110521344,0,0,-33554432,-16843010,-16843010,-16843010,16711422
341,"Metadata/Pet/Wolverine/Wolverine",4475,1373980882,530743,0,1,"",0,2114977792,0,0,0,0,2116026368,0,0,-33554432,-16843010,-16843010,-16843010,16711422
342,"Metadata/Pet/PoodleMoth/PoodleMoth",4476,1438685720,577496,0,1,"",0,2120744960,0,0,0,0,2121793536,0,0,-33554432,-16843010,-16843010,-16843010,16711422
343,"Metadata/Pet/FaridunLizardPet/FaridunLizardPet",4477,1371332229,560953,0,1,"",0,2128084992,0,0,0,0,2129133568,0,0,-33554432,-16843010,-16843010,-16843010,16711422
344,"Metadata/Pet/FangtoothMoray/FangtoothMoray",4478,388925269,561275,0,1,"",0,2134900736,0,0,0,0,2135949312,0,0,-33554432,-16843010,-16843010,-16843010,16711422
345,"Metadata/Pet/Raccoon/Raccoon",4479,-149902080,678416,0,1,"",0,2139881472,0,0,65536,0,2140930048,0,0,-33554432,-16843010,-16843010,-16843010,16711422
346,"Metadata/Pet/AyeAyePet/AyeAye",4480,-1043747863,551456,0,1,"",0,2146041856,0,0,0,0,2147090432,0,0,-33554432,-16843010,-16843010,-16843010,16711422
347,"Metadata/Pet/Cat/AristocratCat",4481,1825524081,533950,0,1,"",0,-2143682560,0,0,0,0,-2142633984,0,0,-33554432,-16843010,-16843010,-16843010,16711422
348,"Metadata/Pet/CultDarkness/Aristocrat/Aristocrat",4482,2021090566,662897,0,1,"",0,-2136211456,0,0,0,0,-2135162880,0,0,-33554432,-16843010,-16843010,-16843010,16711422
349,"Metadata/Pet/BladeSoul/BladeSoulSword",4483,-1054009302,710919,65536,1,"",0,-2130051072,0,0,0,0,-2129002496,0,0,-33554432,-16843010,-16843010,-16843010,16711422
350,"Metadata/Pet/BladeSoul/BladeSoulCompanion",4484,-1496409232,671166,16777216,1,"",0,-2123366400,0,0,0,0,-2122317824,0,0,-33554432,-16843010,-16843010,-16843010,16711422
351,"Metadata/Pet/BladeSoul/BladeSoulCompanionExpired",4485,965641055,703185,65536,1,"",0,-2115764224,0,0,0,0,-2114715648,0,0,-33554432,-16843010,-16843010,-16843010,16711422
352,"Metadata/Pet/TencentAristocratCat/TencentAristocratCat",4486,445579920,530463,65536,1,"",0,-2107375616,0,0,0,0,-2106327040,0,0,-33554432,-16843010,-16843010,-16843010,16711422
353,"Metadata/Pet/TencentAristocratCat/TencentAristocratCatPremium",4487,-1001046570,588163,16777216,1,"",0,-2098069504,0,0,0,0,-2097020928,0,0,-33554432,-16843010,-16843010,-16843010,16711422
354,"Metadata/Pet/TencentAristocratCat/TencentAristocratCatPremiumExpired",4488,-1366324243,533858,65536,1,"",0,-2087845888,0,0,0,0,-2086797312,0,0,-33554432,-16843010,-16843010,-16843010,16711422
355,"Metadata/Pet/Battery/Mana/ManaBatteryOrb",4489,-1842541095,565236,0,1,"",0,-2081292288,0,0,0,0,-2080243712,0,0,-33554432,-16843010,-16843010,-16843010,16711422
356,"Metadata/Pet/Battery/Life/LifeBatteryOrb",4490,222605684,572464,0,1,"",0,-2074738688,0,0,0,0,-2073690112,0,0,-33554432,-16843010,-16843010,-16843010,16711422
357,"Metadata/Pet/EmberkeepVulture/EmberkeepVulture",4493,-1883292053,569812,16777216,1,"",0,-2067398656,0,0,0,0,-2066350080,0,0,-33554432,-16843010,-16843010,-16843010,16711422
358,"Metadata/Pet/GolemBall/GolemBall",4491,-690573719,555199,0,1,"",0,-2061893632,0,0,0,0,-2060845056,0,0,-33554432,-16843010,-16843010,-16843010,16711422
359,"Metadata/Pet/lightningbird/LightningBird",4494,1893236370,921162,0,1,"",0,-2055340032,0,0,0,0,-2054291456,0,0,-33554432,-16843010,-16843010,-16843010,16711422
360,"Metadata/Pet/lightningbird/LightningBirdAutomaton",4495,189116957,964952,0,1,"",0,-2047606784,0,0,0,0,-2046558208,0,0,-33554432,-16843010,-16843010,-16843010,16711422
361,"Metadata/Pet/lightningbird/LightningBirdCelestial",4496,-1257646806,942115,0,1,"",0,-2039873536,0,0,0,0,-2038824960,0,0,-33554432,-16843010,-16843010,-16843010,16711422
362,"Metadata/Pet/lightningbird/LightningBirdDivine",4497,1873599694,963426,0,1,"",0,-2032533504,0,0,0,0,-2031484928,0,0,-33554432,-16843010,-16843010,-16843010,16711422
363,"Metadata/Pet/Arachnomorph/ArachnomorphPetBone",4498,1790979741,935005,0,1,"",0,-2025324544,0,0,0,0,-2024275968,0,0,-33554432,-16843010,-16843010,-16843010,16711422
364,"Metadata/Pet/Arachnomorph/ArachnomorphPetBulb",4499,-130834952,943563,0,1,"",0,-2018115584,0,0,0,0,-2017067008,0,0,-33554432,-16843010,-16843010,-16843010,16711422
365,"Metadata/Pet/Arachnomorph/ArachnomorphPetSabre",4500,714117577,965465,0,1,"",0,-2010775552,0,0,0,0,-2009726976,0,0,-33554432,-16843010,-16843010,-16843010,16711422
366,"Metadata/Pet/Arachnomorph/ArachnomorphPetSpindly",4501,-1681705543,962170,0,1,"",0,-2003173376,0,0,0,0,-2002124800,0,0,-33554432,-16843010,-16843010,-16843010,16711422
367,"Metadata/Pet/Arachnomorph/ArachnomorphPetPlated",4502,873921783,968929,0,1,"",0,-1995702272,0,0,0,0,-1994653696,0,0,-33554432,-16843010,-16843010,-16843010,16711422
368,"Metadata/Pet/LineOfAnts/LineOfAntsLeaderFire",4503,-1343855650,117816,0,1,"",0,-1988624384,0,0,65536,0,-1987575808,0,65536,-33554432,-16843010,-16843010,-16843010,16711422
369,"Metadata/Pet/LineOfAnts/LineOfAntsLeaderGold",4504,479793990,69599,0,1,"",0,-1980497920,0,0,0,0,-1979449344,0,65536,-33554432,-16843010,-16843010,-16843010,16711422
370,"Metadata/Pet/LineOfAnts/LineOfAntsLeaderGreen",4505,-56468257,106621,0,1,"",0,-1973288960,0,0,0,0,-1972240384,0,65536,-33554432,-16843010,-16843010,-16843010,16711422
371,"Metadata/Pet/Blob/Blob",4506,-719590287,801130,0,1,"",0,-1969094656,0,0,0,0,-1968046080,0,0,-33554432,-16843010,-16843010,-16843010,16711422
372,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion01",4507,1222432398,826962,65536,1,"",0,-1960968192,0,0,0,0,-1959919616,0,0,-33554432,-16843010,-16843010,-16843010,16711422
373,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion02",4508,-554871269,821494,16777216,1,"",0,-1952841728,0,0,0,0,-1951793152,0,0,-33554432,-16843010,-16843010,-16843010,16711422
374,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion03",4509,2021643938,831197,65536,1,"",0,-1944715264,0,0,0,0,-1943666688,0,0,-33554432,-16843010,-16843010,-16843010,16711422
375,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion04",4510,-1431010571,796737,65536,1,"",0,-1936588800,0,0,0,0,-1935540224,0,0,-33554432,-16843010,-16843010,-16843010,16711422
376,"Metadata/Pet/Demonling/DemonlingPetGalloping",4511,554495692,577472,0,1,"",0,-1929510912,0,0,0,0,-1928462336,0,0,-33554432,-16843010,-16843010,-16843010,16711422
377,"Metadata/Pet/Demonling/DemonlingPetHeadless",4512,1648043840,542075,0,1,"",0,-1922564096,0,0,0,0,-1921515520,0,0,-33554432,-16843010,-16843010,-16843010,16711422
378,"Metadata/Pet/Demonling/DemonlingPetScuttling",4513,2080270347,791541,0,1,"",0,-1915486208,0,0,0,0,-1914437632,0,0,-33554432,-16843010,-16843010,-16843010,16711422
379,"Metadata/Pet/Demonling/DemonlingPetSpiky",4514,150298857,550940,0,1,"",0,-1908932608,0,0,0,0,-1907884032,0,0,-33554432,-16843010,-16843010,-16843010,16711422
380,"Metadata/Pet/Demonling/DemonlingPetWinged",4515,953113821,549906,0,1,"",0,-1902247936,0,0,0,0,-1901199360,0,0,-33554432,-16843010,-16843010,-16843010,16711422
381,"Metadata/Pet/BloodlordPet/Bloodlord",4516,-1738151327,946692,0,1,"",0,-1896349696,0,0,0,0,-1895301120,0,0,-33554432,-16843010,-16843010,-16843010,16711422
382,"Metadata/Pet/PetRock/PetRock",4517,-53883998,931691,0,1,"",0,-1891368960,0,0,0,0,-1890320384,0,0,-33554432,-16843010,-16843010,-16843010,16711422
383,"Metadata/Pet/PetRock/PetRockAzurite",4518,-1086801776,919464,0,1,"",0,-1885470720,0,0,0,0,-1884422144,0,0,-33554432,-16843010,-16843010,-16843010,16711422
384,"Metadata/Pet/PetRock/PetRockGold",4519,-1259062625,953963,0,1,"",0,-1879965696,0,0,0,0,-1878917120,0,0,-33554432,-16843010,-16843010,-16843010,16711422
385,"Metadata/Pet/PetRock/PetRockSandstone",4520,1090784880,937844,0,1,"",0,-1873805312,0,0,0,0,-1872756736,0,0,-33554432,-16843010,-16843010,-16843010,16711422
386,"Metadata/Pet/PetRock/PetRockStatues",4521,415823229,978357,0,1,"",0,-1867907072,0,0,0,0,-1866858496,0,0,-33554432,-16843010,-16843010,-16843010,16711422
387,"Metadata/Pet/PetRock/PetRockSulphur",4522,-492811643,960549,0,1,"",0,-1862008832,0,0,0,0,-1860960256,0,0,-33554432,-16843010,-16843010,-16843010,16711422
388,"Metadata/Pet/PetRock/PetRockVaal",4523,1975865415,927106,0,1,"",0,-1856503808,0,0,0,0,-1855455232,0,0,-33554432,-16843010,-16843010,-16843010,16711422
389,"Metadata/Pet/ScarletMacawParrot/ScarletMacawParrot",4524,-1669270969,552647,0,1,"",0,-1848639488,0,0,0,0,-1847590912,0,0,-33488896,-16843010,-16843010,-16843010,16711422
390,"Metadata/Pet/TencentLunarRabbit/TencentLunarRabbitSmall",4525,569454271,528206,65536,1,"",0,-1840119808,0,0,0,0,-1839071232,0,0,-33554432,-16843010,-16843010,-16843010,16711422
391,"Metadata/Pet/TencentLunarRabbit/TencentLunarRabbitBig",4526,-82905515,789851,16777216,1,"",0,-1831862272,0,0,0,0,-1830813696,0,0,-33554432,-16843010,-16843010,-16843010,16711422
392,"Metadata/Pet/TencentLunarRabbit/TencentLunarRabbitBigExpired",4527,277262821,827747,65536,1,"",0,-1822687232,0,0,0,0,-1821638656,0,0,-33554432,-16843010,-16843010,-16843010,16711422
393,"Metadata/Pet/SandWorm/SandWorm",4528,269585402,826347,0,1,"",0,-1817444352,0,0,0,0,-1816395776,0,0,-33554432,-16843010,-16843010,-16843010,16711422
394,"Metadata/Pet/SandWorm/SandWormRed",4529,-1210152827,802651,0,1,"",0,-1811808256,0,0,0,0,-1810759680,0,0,-33554432,-16843010,-16843010,-16843010,16711422
395,"Metadata/Pet/SandWorm/SandWormBlue",4530,833260144,834522,0,1,"",0,-1806041088,0,0,0,0,-1804992512,0,0,-33554432,-16843010,-16843010,-16843010,16711422
396,"Metadata/Pet/Bear/DelveBear",4531,1894209220,665123,0,1,"",0,-1801191424,0,0,0,0,-1800142848,0,0,-33554432,-16843010,-16843010,-16843010,16711422
397,"Metadata/Pet/PandemoniumSpider/BlackWidowSpider",4532,-638164764,571666,0,1,"",0,-1793720320,0,0,0,0,-1792671744,0,0,-33554432,-16843010,-16843010,-16843010,16711422
398,"Metadata/Pet/FledglingBellcrow/FledglingBellcrow",4533,-1925268821,538517,0,1,"",0,-1786118144,0,0,0,0,-1785069568,0,0,-33554432,-16843010,-16843010,-16843010,16711422
399,"Metadata/Pet/BabyKitava/BabyKitava",4534,1693844417,550711,0,1,"",0,-1780350976,0,0,0,0,-1779302400,0,0,-33554432,-16843010,-16843010,-16843010,16711422
400,"Metadata/Pet/BabyBossesHumans/BabyBrutus/BabyBrutus",4535,1537136486,560376,0,1,"",0,-1772355584,0,0,0,0,-1771307008,0,0,-33554432,-16843010,-16843010,-16843010,16711422
401,"Metadata/Pet/BabyBossesHumans/BabyPiety/BabyPiety",4536,-1954961960,536225,0,1,"",0,-1764622336,0,0,0,0,-1763573760,0,0,-33554432,-16843010,-16843010,-16843010,16711422
402,"Metadata/Pet/BabyBossesHumans/BabyDominus/BabyDominus",4537,551313896,540980,0,1,"",0,-1756364800,0,0,0,0,-1755316224,0,0,-33554432,-16843010,-16843010,-16843010,16711422
403,"Metadata/Pet/BabyBossesHumans/BabyHillock/BabyHillock",4538,-990626119,588365,0,1,"",0,-1748107264,0,0,0,0,-1747058688,0,0,-33554432,-16843010,-16843010,-16843010,16711422
404,"Metadata/Pet/BabyVaalOversoul/BabyVaalOversoul",4539,-1944189714,559344,0,1,"",0,-1740767232,0,0,0,0,-1739718656,0,0,-33554432,-16843010,-16843010,-16843010,16711422
405,"Metadata/Pet/BetaKiwis/BaronKiwi",4540,585225973,586772,0,1,"",0,-1735262208,0,0,0,0,-1734213632,0,0,-33554432,-16843010,-16843010,-16843010,16711422
406,"Metadata/Pet/BetaKiwis/FaridunKiwi",4541,-730108655,571754,0,1,"",0,-1729495040,0,0,0,0,-1728446464,0,0,-33554432,-16843010,-16843010,-16843010,16711422
407,"Metadata/Pet/BetaKiwis/VaalKiwi",4542,-206880866,576565,0,1,"",0,-1724121088,0,0,0,0,-1723072512,0,0,-33554432,-16843010,-16843010,-16843010,16711422
408,"Metadata/Pet/BetaKiwis/KaruiKiwi",4543,-625865226,579396,0,1,"",0,-1718616064,0,0,0,0,-1717567488,0,0,-33554432,-16843010,-16843010,-16843010,16711422
409,"Metadata/Pet/BetaKiwis/LumeriusKiwi",4544,1085340876,572540,0,1,"",0,-1712717824,0,0,0,0,-1711669248,0,0,-33554432,-16843010,-16843010,-16843010,16711422
410,"Metadata/Pet/BabyChimera/BabyChimera",4545,-1545689008,789390,0,1,"",0,-1706688512,0,0,0,0,-1705639936,0,0,-33554432,-16843010,-16843010,-16843010,16711422
411,"Metadata/Pet/ZodiacDragonPet/ZodiacDragonPet",4112,-908042573,563027,0,1,"",0,-1699610624,0,0,0,0,-1698562048,0,0,-33554432,-16843010,-16843010,-16843010,16711422
412,"Metadata/Pet/ZodiacDragonPet/ZodiacDragonPremiumPet",4113,970445608,584447,0,1,"",0,-1691615232,0,0,0,0,-1690566656,0,0,-33554432,-16843010,-16843010,-16843010,16711422
413,"Metadata/Pet/ZodiacDragonPet/ZodiacDragonPremiumExpiredPet",4114,588318943,535502,0,1,"",0,-1682702336,0,0,0,0,-1681653760,0,0,-33554432,-16843010,-16843010,-16843010,16711422
414,"Metadata/Pet/CurrencyOrbCompainion/ChaosOrb",6251,-336911207,577394,0,1,"",0,-1675755520,0,0,0,0,-1674706944,0,0,-33554432,-16843010,-16843010,-16843010,16711422
415,"Metadata/Pet/CurrencyOrbCompainion/VaalOrb",6252,337167582,577734,0,1,"",0,-1668939776,0,0,0,0,-1667891200,0,0,-33554432,-16843010,-16843010,-16843010,16711422
416,"Metadata/Pet/CurrencyOrbCompainion/ExaltedOrb",6253,1025832503,576275,0,1,"",0,-1661730816,0,0,0,0,-1660682240,0,0,-33554432,-16843010,-16843010,-16843010,16711422
417,"Metadata/Pet/OctopusParasite/OctopusParasiteCelestial",6422,387392463,931032,0,1,"",0,-1653473280,0,0,0,0,-1652424704,0,0,-33488896,-16843010,-16843010,-16843010,16711422
418,"Metadata/Pet/OctopusParasite/OctopusParasiteFlame",6423,-1578213821,982957,0,1,"",0,-1645740032,0,0,0,0,-1644691456,0,0,-33488896,-16843010,-16843010,-16843010,16711422
419,"Metadata/Pet/OctopusParasite/OctopusParasiteWater",6424,-1462751671,951961,0,1,"",0,-1638006784,0,0,0,0,-1636958208,0,0,-33488896,-16843010,-16843010,-16843010,16711422
