"rownum","Id","Name","IsCategory","Category","bool","string","bool","i32","i32","string"
676,"DiscipleTheme","Disciple","",407,"","","",-16843010,-16843010,""
677,"TrialOfTheAncestorsTheme","Trial of the Ancestors","",407,"","","",-16843010,-16843010,""
678,"MagmaticTheme","Magmatic","",407,"","","",-16843010,-16843010,""
679,"Core2024","Core 2024","",407,"","","",-16843010,-16843010,""
680,"AfflictionTheme","Affliction Theme","",407,"","","",-16843010,-16843010,""
681,"RaceRewards","Race Rewards","",407,"","","",-16843010,-16843010,""
682,"SolarTheme","Solar","",407,"","","",-16843010,-16843010,""
683,"EldritchTheme","Eldritch","",407,"","","",-16843010,-16843010,""
684,"NecropolisTheme","Necropolis","",407,"","","",-16843010,-16843010,""
685,"VoidbornTheme","Voidborn","",407,"","","",-16843010,-16843010,""
686,"WuzhiqiTheme","Wuzhiqi","",407,"","","",-16843010,-16843010,""
687,"PaladinTheme","Paladin","",407,"","","",-16843010,-16843010,""
688,"PenanceTheme","Penance","",407,"","","",-16843010,-16843010,""
689,"SettlersOfKalguurTheme","Settlers of Kalguur","",407,"","","",-16843010,-16843010,""
690,"DawnoftheHuntTheme","Dawn of the Hunt","",407,"","","",-16843010,-16843010,""
691,"FaridunTheme","Faridun","",407,"","","",-16843010,-16843010,""
692,"KitavaTheme","Kitava","",407,"","","",-16843010,-16843010,""
693,"ExtraEffectMtx","Extra Effects","","","","","",-16843010,-16843010,""
694,"BowMtx","Bow Skin","","","","","",-16843010,-16843010,""
695,"MaceMtx","Mace Skin","","","","","",-16843010,-16843010,""
696,"SceptreMtx","Sceptre Skin","","","","","",-16843010,-16843010,""
697,"AxeMtx","Axe Skin","","","","","",-16843010,-16843010,""
698,"SwordMtx","Sword Skin","","","","","",-16843010,-16843010,""
699,"WandMtx","Wand Skin","","","","","",-16843010,-16843010,""
700,"StaffMtx","Staff Skin","","","","","",-16843010,-16843010,""
701,"ClawMtx","Claw Skin","","","","","",-16843010,-16843010,""
702,"StashUpgrades","Upgrade","","","","","",-16843010,-16843010,""
703,"StashBundles","Bundles","","","","","",-16843010,-16843010,""
704,"StashLeagueTabs","League","","","","","",-16843010,-16843010,""
705,"PetBiped","Biped","","","","","",-16843010,-16843010,""
706,"PetQuadruped","Quadruped","","","","","",-16843010,-16843010,""
707,"PetFlying","Flying","","","","","",-16843010,-16843010,""
708,"PetMammal","Mammal","","","","","",-16843010,-16843010,""
709,"PetMechanical","Mechanical","","","","","",-16843010,-16843010,""
710,"PetMythical","Mythical","","","","","",-16843010,-16843010,""
711,"PetFish","Fish","","","","","",-16843010,-16843010,""
712,"PetArthropod","Arthropod","","","","","",-16843010,-16843010,""
713,"PetCephalopod","Cephalopod","","","","","",-16843010,-16843010,""
714,"PetAmphibian","Amphibian","","","","","",-16843010,-16843010,""
715,"PetReptile","Reptile","","","","","",-16843010,-16843010,""
716,"PetVisualEffect","Visual Effect","","","","","",-16843010,-16843010,""
717,"HideoutMtx","Hideouts","","","","","",-16843010,-16843010,""
718,"StashSkinMtx","Stash Skin","","","","","",-16843010,-16843010,""
719,"MapDeviceMtx","Map Device Skin","","","","","",-16843010,-16843010,""
720,"CraftingBenchMtx","Crafting Bench Skin","","","","","",-16843010,-16843010,""
721,"HideoutDecoration","Decoration","","","","","",-16843010,-16843010,""
722,"HideoutArchitectural","Architectural Decoration","","","","","",-16843010,-16843010,""
723,"HideoutFurniture","Furniture Decoration","","","","","",-16843010,-16843010,""
724,"HideoutLighting","Lighting Decoration","","","","","",-16843010,-16843010,""
725,"PortalFire","Fire","","","","","",-16843010,-16843010,""
726,"PortalWater","Water","","","","","",-16843010,-16843010,""
727,"PortalLightning","Lighting","","","","","",-16843010,-16843010,""
728,"PortalIce","Ice","","","","","",-16843010,-16843010,""
729,"PortalEldritch","Eldritch","","","","","",-16843010,-16843010,""
730,"PortalArcane","Arcane","","","","","",-16843010,-16843010,""
731,"PortalMechanical","Mechanical","","","","","",-16843010,-16843010,""
732,"PortalMythical","Mythical","","","","","",-16843010,-16843010,""
733,"PortalCelestial","Celestial","","","","","",-16843010,-16843010,""
734,"PortalEarth","Earth","","","","","",-16843010,-16843010,""
735,"PortalDemonic","Demonic","","","","","",-16843010,-16843010,""
736,"PortalDivine","Divine","","","","","",-16843010,-16843010,""
737,"PortalStygian","Stygian","","","","","",-16843010,-16843010,""
738,"WingsMtx","Wings","","","","","",-16843010,-16843010,""
739,"CloakMtx","Cloak","","","","","",-16843010,-16843010,""
740,"BackAttachmentMtx","Back Attachment","","","","","",-16843010,-16843010,""
741,"PoE2EarlyAccessTheme","Path of Exile 2 Early Access","",407,"","","",-16843010,-16843010,""
742,"PoE2ArmourPieces","Armour Piece","","","","","",31,0,""
743,"PoE2BackAttachment","Back Attachment","","","","","",31,0,""
744,"PoE2HelmetAttachment","Helmet Attachment","","","","","",31,0,""
745,"PoE2BeltAttachment","Belt Attachment","","","","","",31,0,""
746,"PoE2HipAttachment","Hip Attachment","","","","","",31,0,""
747,"PoE2Footprints","Footprints","","","","","",31,0,""
748,"PoE2WeaponSkin","Weapon Skin","","","","","",32,0,""
749,"PoE2WeaponEffect","Weapon Effect","","","","","",32,0,""
750,"PoE2ShieldSkin","Shield Skin","","","","","",32,0,""
751,"PoE2FinisherEffect","Finisher Effect","","","","","",36,0,""
752,"PoE2CharacterEffect","Character Effect","","","","","",36,0,""
753,"PoE2ExtraEffect","Extra Effect","","","","","",36,0,""
754,"PoE2ChargeSkins","Alternate Charge Skin","","","","","",36,0,""
755,"PoE2Rings","Ring Skin","","","","","",37,0,""
756,"PoE2Amulets","Amulet Skin","","","","","",37,0,""
757,"PoE2Flasks","Flask Skin","","","","","",37,0,""
758,"PoE2HideoutArea","Hideout Area","","","","","",39,0,""
759,"PoE2UtilitySkins","Utility Skins","","","","","",39,0,""
760,"PoE2HideoutDecorations","Decorations","","","","","",39,0,""
761,"PoE2Cursor","Cursor","","","","","",38,0,""
762,"PoE2Charms","[DNT]Charm Effect","","","","","",-16843010,-16843010,""
763,"PoE2CharacterSkin","[DNT]Character Skin","","","","","",36,0,""
764,"PoE2SpearSkills","Spear Skills","","","","","",35,0,""
765,"PoE2BowSkills","Bow Skills","","","","","",35,0,""
766,"PoE2QuarterstaffSkills","Quarterstaff Skills","","","","","",35,0,""
767,"PoE2DaggerSkills","Dagger Skills","","","","","",35,0,""
768,"PoE2ElementalSkills","Elemental Skills","","","","","",35,0,""
769,"PoE2OccultSkills","Occult Skills","","","","","",35,0,""
770,"PoE2PrimalSkills","Primal Skills","","","","","",35,0,""
771,"PoE2FlailSkills","Flail Skills","","","","","",35,0,""
772,"PoE2MaceSkills","Mace Skills","","","","","",35,0,""
773,"PoE2AxeSkills","Axe Skills","","","","","",35,0,""
774,"PoE2CrossbowSkills","Crossbow Skills","","","","","",35,0,""
775,"PoE2SwordSkills","Sword Skills","","","","","",35,0,""
776,"PoE2TrackingScrolls","Tracking Scrolls","","","","","",37,0,""
