"rownum","Id","bool","i32","Name","AOFiles","bool","bool","i32","bool","bool","i32","rid","bool","[rid]","[rid]","rid","i32","string","i32","rid","rid","[rid]","rid","string","bool","rid","string","i32","i32","bool","rid","rid","bool","bool","[rid]","bool","[rid]","bool"
1243,"Metadata/Chests/BetrayalChests/BetrayalChestScarabDivinationCards4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1244,"Metadata/Chests/BetrayalChests/BetrayalChestScarabTorment1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1245,"Metadata/Chests/BetrayalChests/BetrayalChestScarabTorment2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1246,"Metadata/Chests/BetrayalChests/BetrayalChestScarabTorment3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1247,"Metadata/Chests/BetrayalChests/BetrayalChestScarabTorment4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1248,"Metadata/Chests/BetrayalChests/BetrayalChestScarabStrongbox1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1249,"Metadata/Chests/BetrayalChests/BetrayalChestScarabStrongbox2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1250,"Metadata/Chests/BetrayalChests/BetrayalChestScarabStrongbox3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1251,"Metadata/Chests/BetrayalChests/BetrayalChestScarabStrongbox4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1252,"Metadata/Chests/BetrayalChests/BetrayalChestScarabHarvest1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1253,"Metadata/Chests/BetrayalChests/BetrayalChestScarabHarvest2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1254,"Metadata/Chests/BetrayalChests/BetrayalChestScarabHarvest3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1255,"Metadata/Chests/BetrayalChests/BetrayalChestScarabHarvest4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1256,"Metadata/Chests/BetrayalChests/BetrayalChestScarabAnarchy1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1257,"Metadata/Chests/BetrayalChests/BetrayalChestScarabAnarchy2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1258,"Metadata/Chests/BetrayalChests/BetrayalChestScarabAnarchy3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1259,"Metadata/Chests/BetrayalChests/BetrayalChestScarabAnarchy4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1260,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBeyond1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1261,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBeyond2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1262,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBeyond3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1263,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBeyond4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1264,"Metadata/Chests/BetrayalChests/BetrayalChestScarabRitual1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1265,"Metadata/Chests/BetrayalChests/BetrayalChestScarabRitual2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1266,"Metadata/Chests/BetrayalChests/BetrayalChestScarabRitual3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1267,"Metadata/Chests/BetrayalChests/BetrayalChestScarabRitual4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1268,"Metadata/Chests/BetrayalChests/BetrayalChestScarabHarbinger1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1269,"Metadata/Chests/BetrayalChests/BetrayalChestScarabHarbinger2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1270,"Metadata/Chests/BetrayalChests/BetrayalChestScarabHarbinger3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1271,"Metadata/Chests/BetrayalChests/BetrayalChestScarabHarbinger4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1272,"Metadata/Chests/BetrayalChests/BetrayalChestScarabPerandus1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1273,"Metadata/Chests/BetrayalChests/BetrayalChestScarabPerandus2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1274,"Metadata/Chests/BetrayalChests/BetrayalChestScarabPerandus3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1275,"Metadata/Chests/BetrayalChests/BetrayalChestScarabPerandus4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1276,"Metadata/Chests/BetrayalChests/BetrayalChestScarabMetamorph1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1277,"Metadata/Chests/BetrayalChests/BetrayalChestScarabMetamorph2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1278,"Metadata/Chests/BetrayalChests/BetrayalChestScarabMetamorph3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1279,"Metadata/Chests/BetrayalChests/BetrayalChestScarabMetamorph4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1280,"Metadata/Chests/BetrayalChests/BetrayalChestScarabIncursion1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1281,"Metadata/Chests/BetrayalChests/BetrayalChestScarabIncursion2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1282,"Metadata/Chests/BetrayalChests/BetrayalChestScarabIncursion3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1283,"Metadata/Chests/BetrayalChests/BetrayalChestScarabIncursion4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1284,"Metadata/Chests/BetrayalChests/BetrayalChestScarabEssence1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1285,"Metadata/Chests/BetrayalChests/BetrayalChestScarabEssence2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1286,"Metadata/Chests/BetrayalChests/BetrayalChestScarabEssence3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1287,"Metadata/Chests/BetrayalChests/BetrayalChestScarabEssence4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1288,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBlight1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1289,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBlight2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1290,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBlight3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1291,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBlight4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1292,"Metadata/Chests/BetrayalChests/BetrayalChestScarabAbyss1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1293,"Metadata/Chests/BetrayalChests/BetrayalChestScarabAbyss2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1294,"Metadata/Chests/BetrayalChests/BetrayalChestScarabAbyss3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1295,"Metadata/Chests/BetrayalChests/BetrayalChestScarabAbyss4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1296,"Metadata/Chests/BetrayalChests/BetrayalChestFragments1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1297,"Metadata/Chests/BetrayalChests/BetrayalChestFragments2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1298,"Metadata/Chests/BetrayalChests/BetrayalChestFragments3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1299,"Metadata/Chests/BetrayalChests/BetrayalChestFragments4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1300,"Metadata/Chests/BetrayalChests/BetrayalChestEssence1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1301,"Metadata/Chests/BetrayalChests/BetrayalChestEssence2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1302,"Metadata/Chests/BetrayalChests/BetrayalChestEssence3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1303,"Metadata/Chests/BetrayalChests/BetrayalChestEssence4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1304,"Metadata/Chests/BetrayalChests/BetrayalChestAbyss1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1305,"Metadata/Chests/BetrayalChests/BetrayalChestAbyss2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1306,"Metadata/Chests/BetrayalChests/BetrayalChestAbyss3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1307,"Metadata/Chests/BetrayalChests/BetrayalChestAssortedFossils1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1308,"Metadata/Chests/BetrayalChests/BetrayalChestAssortedFossils2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1309,"Metadata/Chests/BetrayalChests/BetrayalChestAssortedFossils3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1310,"Metadata/Chests/BetrayalChests/BetrayalChestAssortedFossils4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1311,"Metadata/Chests/BetrayalChests/BetrayalChestJewellery1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,20,"","",100,"","","[8362,8365]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1312,"Metadata/Chests/BetrayalChests/BetrayalChestJewellery2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,40,"","",100,"","","[8362,8365]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1313,"Metadata/Chests/BetrayalChests/BetrayalChestJewellery3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,60,"","",100,"","","[8362,8365]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1314,"Metadata/Chests/BetrayalChests/BetrayalChestLabEnchant1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,20,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1315,"Metadata/Chests/BetrayalChests/BetrayalChestLabEnchant2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,20,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1316,"Metadata/Chests/BetrayalChests/BetrayalChestLabEnchant3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,20,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1317,"Metadata/Chests/BetrayalChests/BetrayalChestLabEnchant4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,20,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1318,"Metadata/Chests/BetrayalChests/BetrayalChestArmour1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,40,"","",100,"","","[8362,8365]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1319,"Metadata/Chests/BetrayalChests/BetrayalChestArmour2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,80,"","",100,"","","[8362,8365]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1320,"Metadata/Chests/BetrayalChests/BetrayalChestArmour3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,120,"","",100,"","","[8362,8365]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1321,"Metadata/Chests/BetrayalChests/BetrayalChestWeapon1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,40,"","",100,"","","[8362,8365]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1322,"Metadata/Chests/BetrayalChests/BetrayalChestWeapon2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,80,"","",100,"","","[8362,8365]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1323,"Metadata/Chests/BetrayalChests/BetrayalChestWeapon3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,120,"","",100,"","","[8362,8365]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1324,"Metadata/Chests/BetrayalChests/BetrayalChestGeneric1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,80,"","",100,"","","[8363,8365]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1325,"Metadata/Chests/BetrayalChests/BetrayalChestGeneric2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,120,"","",100,"","","[8363,8365]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1326,"Metadata/Chests/BetrayalChests/BetrayalChestGeneric3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,160,"","",100,"","","[8363,8365]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1327,"Metadata/Chests/BetrayalChests/BetrayalChestGeneric4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,160,"","",100,"","","[8363,8365]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1328,"Metadata/Chests/BetrayalChests/BetrayalChestQuality1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,20,"","",100,"","","[8362,8365,8367]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1329,"Metadata/Chests/BetrayalChests/BetrayalChestQuality2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,30,"","",100,"","","[8362,8365,8368]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1330,"Metadata/Chests/BetrayalChests/BetrayalChestQuality3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,40,"","",100,"","","[8362,8365,8369]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,"","","","","",[],"",[],""
1331,"Metadata/Chests/BetrayalChests/BetrayalChestSocketCurrency1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
1332,"Metadata/Chests/BetrayalChests/BetrayalChestSocketCurrency2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,"","",[8362],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","",0,0,1,"","","","",[],"",[],""
