"rownum","Id","Name","Act","IsTown","HasWaypoint","Connections_WorldAreasKeys","AreaLevel","HASH16","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","i32","i32","i32","[rid]","bool","string","i32","i32","[rid]","bool","bool","bool","rid","rid","string","rid","[rid]","bool","bool","rid","rid","string","i32","rid","i32","rid","bool","bool","rid","i32","i32","rid","i32","rid","rid","i32","rid","i32","rid","i32"
882,"Map2Tier6_2","Arachnid Nest",11,"","",[],73,932938,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1395916800,2,393216,262144,0,-1394868224,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-1390673920,2,0,0,-1389625344,2,0,0,-1389625344,2,0,0,1572864,0,65536,0,738197504,685,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,738197504,685,0,0,0,738197504,685,0,100,"[64,65]","","",6000,2000,"[61,57,349,884]","","","","","","","",[],"","","","","",6,486,0,"",1,1,54,0,175500,0,0,5,0,0,"",0,"",0
883,"Map2Tier6_3","Strand",11,"","",[],73,934822,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1381629952,2,393216,262144,0,-1380581376,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,196350,0,-1376387072,2,0,0,-1374289920,2,0,0,-1374289920,2,0,0,1572864,0,65536,0,369098752,686,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,369098752,686,0,0,0,369098752,686,0,100,[62],"","",7000,2000,"[57,169,349,400,412,467,839,377,870,990]","","","","","","","",[],"","","","","",6,492,39000,"",1,1,54,0,175814,0,0,5,0,0,"",0,"",0
884,"Map2Tier6_3Unique","Whakawairua Tuahu",11,"","",[],73,955967,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1360265216,2,393216,65536,0,-1359216640,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-1358168064,2,0,0,-1357119488,2,0,0,-1357119488,2,0,0,1572864,0,65536,0,469762048,687,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,33488638,0,469762048,687,0,0,0,738197504,687,0,100,[62],"","",7000,2000,"[153,57,164,169,210,412,467,839,849,901]","","","","","","","",[],1,"","","","",7,896,0,"",1,1,54,0,176092,0,0,5,0,0,"",0,"",0
885,"Map2Tier6_4_","Ashen Wood",11,"","",[],73,920688,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1342701568,2,393216,262144,0,-1341652992,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-1337458688,2,0,0,-1336410112,2,0,0,-1336410112,2,0,0,1572864,0,65536,0,1476395008,688,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1476395008,688,0,0,0,1476395008,688,0,100,[65],"","",7000,2000,"[57,349,362,373,879]","","","","","","","",[],"","","","","",6,503,0,"",1,1,54,0,176312,0,0,5,0,0,"",0,"",0
886,"Map2Tier6_5","Colonnade",11,"","",[],73,969007,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1328414720,2,393216,655360,0,-1327366144,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-1316880384,2,0,0,-1315831808,2,0,0,-1315831808,2,0,0,1572864,0,65536,0,-1845493760,689,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1845493760,689,0,0,0,-1845493760,689,0,100,[69],"","",7000,2000,"[57,349,370,374,401,842]","","","","","","","",[],"","","","","",6,494,0,"",1,1,54,0,176642,0,0,5,0,0,"",0,"",0
887,"Map2Tier6_5Unique","Blackguard Salute",11,"","",[],73,950811,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1306001408,2,393216,65536,0,-1304952832,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,261886,0,-1303904256,2,0,0,-1300758528,2,0,0,-1300758528,2,0,0,1572864,0,65536,0,2013265920,690,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2013265920,690,0,0,0,2013265920,690,0,100,[69],"","",7000,2000,"[153,57,164,207,210,351]","","","","","","","",[],1,"","","","",7,566,0,"",1,1,54,0,176872,0,0,5,0,0,"",0,"",0
888,"Map2Tier6_6","Bone Crypt",11,"","",[],73,970715,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1291714560,2,393216,262144,0,-1290665984,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-1286471680,2,0,0,-1285423104,2,0,0,-1285423104,2,0,0,1572864,0,65536,0,1644167168,691,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1644167168,691,0,0,0,1644167168,691,0,100,"[63,68]","","",6000,2000,"[61,57,349,369,371,845,876]","","","","","","","",[],"","","","","",6,481,0,"",1,1,54,0,177138,0,0,5,0,0,"",0,"",0
889,"Map2Tier6_6Unique","Olmec's Sanctum",11,"","",[],73,951653,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1273495552,2,393216,65536,0,-1272446976,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-1271398400,2,0,0,-1270349824,2,0,0,-1270349824,2,0,0,1572864,0,65536,0,1207959552,692,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,33488638,0,1207959552,692,0,0,0,1476395008,692,0,100,"[63,68]","","",6000,2000,"[61,153,57,164]","","","","","","","",[],1,"","","","",7,563,0,"",1,1,54,0,177336,0,0,5,0,0,"",0,"",0
890,"Map2Tier7_1","Primordial Blocks",11,"","",[],74,931823,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1261305856,2,393216,262144,0,-1260257280,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-1256062976,2,0,0,-1255014400,2,0,0,-1255014400,2,0,0,1572864,0,65536,0,838860800,693,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,838860800,693,0,0,0,838860800,693,0,100,"[63,68]","","",7000,2000,"[57,160,349,900,921]","","","","","","","",[],"","","","","",6,511,70000,"",1,1,54,0,177570,0,0,5,0,0,"",0,"",0
891,"Map2Tier7_1Unique","Oba's Cursed Trove",11,"","",[],74,918024,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1245184000,2,393216,65536,0,-1244135424,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,65278,0,-1243086848,2,0,0,-1243086848,2,0,0,-1243086848,2,0,0,1572864,0,65536,0,-402653184,693,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,33488638,0,-402653184,693,0,0,0,-134217728,693,0,100,[63],"","",6000,2000,"[61,153,57,164,192,214,210,205,203,200]","","","","","","","",[],1,"","","","",7,560,0,"",1,1,54,0,177832,0,0,5,0,0,"",0,"",0
892,"Map2Tier7_2","Waste Pool",11,"","",[],74,918480,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1228800000,2,393216,262144,0,-1227751424,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-1223557120,2,0,0,-1222508544,2,0,0,-1222508544,2,0,0,1572864,0,65536,0,570425344,695,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,570425344,695,0,0,0,570425344,695,0,100,"[63,66]","","",7000,2000,"[57,61,169,160,349,367,468,863,866]","","","","","","","",[],"","","","","",6,505,0,"",1,1,54,0,178130,0,0,5,0,0,"",0,"",0
893,"Map2Tier7_3","Flooded Mine",11,"","",[],74,945560,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1209270272,2,393216,262144,0,-1208221696,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-1204027392,2,0,0,-1202978816,2,0,0,-1202978816,2,0,0,1572864,0,65536,0,1275068416,696,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1275068416,696,0,0,0,1275068416,696,0,100,[64],"","",6000,2000,"[61,57,349,383,397,385,850]","","","","","","","",[],"","","","","",6,497,0,"",1,1,54,0,178380,0,0,5,0,0,"",0,"",0
894,"Map2Tier7_4","Jungle Valley",11,"","",[],74,979242,1048576,-100532224,0,54657024,0,0,0,65536,0,-1192886272,2,393216,262144,0,-1191837696,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-1187643392,2,0,0,-1186594816,2,0,0,-1186594816,2,0,0,1572864,0,65536,0,1174405120,697,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1174405120,697,0,0,0,1174405120,697,0,100,[65],"","",7000,2000,"[57,349,373,420,852,884]","","","","","","","",[],"","","","","",6,507,0,"",1,1,54,0,178614,0,0,5,0,0,"",0,"",0
895,"Map2Tier7_5","Gardens",11,"","",[],74,975687,1048576,-100532224,0,54525952,0,0,0,65536,0,-1177550848,2,393216,262144,0,-1176502272,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-1172307968,2,0,0,-1171259392,2,0,0,-1171259392,2,0,0,1572864,0,65536,0,805306368,698,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,805306368,698,0,0,0,805306368,698,0,100,"[65,66]","","",6000,2000,"[57,169,349,365]","","","","","","","",[],"","","","","",6,846,0,"",1,1,54,0,178832,0,0,5,0,0,"",0,"",0
896,"Map2Tier8_1","Cells",11,"","",[],75,924256,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1163264000,2,393216,262144,0,-1162215424,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-1158021120,2,0,0,-1156972544,2,0,0,-1156972544,2,0,0,1572864,0,65536,0,167772160,699,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,167772160,699,0,0,0,167772160,699,0,100,[63],"","",6000,2000,"[61,57,349,864,866,361,903]","","","","","","","",[],"","","","","",6,513,0,"",1,1,54,0,179082,0,0,5,0,0,"",0,"",0
897,"Map2Tier8_2","Canyon",11,"","",[],75,972604,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1146880000,2,393216,262144,0,-1145831424,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,196350,0,-1141637120,2,0,0,-1139539968,2,0,0,-1139539968,2,0,0,1572864,0,65536,0,335544320,700,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,335544320,700,0,0,0,335544320,700,0,100,[67],"","",7000,2000,"[57,169,349,879,887]","","","","","","","",[],"","","","","",6,520,0,"",1,1,54,0,179316,0,0,5,0,0,"",0,"",0
898,"Map2Tier8_3","Dark Forest",11,"","",[],75,926836,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1131544576,2,393216,524288,0,-1130496000,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-1122107392,2,0,0,-1121058816,2,0,0,-1121058816,2,0,0,1572864,0,65536,0,771751936,701,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,771751936,701,0,0,0,771751936,701,0,100,[65],"","",7000,2000,"[57,162,349,364,373,395,882,913]","","","","","","","",[],"","","","","",6,484,0,"",1,1,54,0,179646,0,0,5,0,0,"",0,"",0
899,"Map2Tier8_4","Peninsula",11,"","",[],75,950386,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1109917696,2,393216,262144,0,-1108869120,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-1104674816,2,0,0,-1103626240,2,0,0,-1103626240,2,0,0,1572864,0,65536,0,939524096,702,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,939524096,702,0,0,0,939524096,702,0,100,[65],"","",7000,2000,"[57,169,349,362,467,839,850]","","","","","","","",[],"","","","","",6,480,0,"",1,1,54,0,179896,0,0,5,0,0,"",0,"",0
900,"Map2Tier8_5","Orchard",11,"","",[],75,970187,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1093533696,2,393216,262144,0,-1092485120,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-1088290816,2,0,0,-1087242240,2,0,0,-1087242240,2,0,0,1572864,0,65536,0,838860800,703,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,838860800,703,0,0,0,838860800,703,0,100,[65],"","",7000,2000,"[57,162,349,364,365,914]","","","","","","","",[],"","","","","",6,830,0,"",1,1,54,0,180130,0,0,5,0,0,"",0,"",0
901,"Map2Tier9_1","Underground Sea",11,"","",[],76,974998,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1078198272,2,393216,196608,0,-1077149696,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-1074003968,2,0,0,-1072955392,2,0,0,-1072955392,2,0,0,1572864,0,65536,0,201326592,704,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,201326592,704,0,0,0,201326592,704,0,100,[64],"","",6000,2000,"[61,57,169,349,385,397,846,848,849]","","","","","","","",[],"","","","","",6,457,63000,"",1,1,54,0,180396,0,0,5,0,0,"",0,"",0
902,"Map2Tier9_2","Arid Lake",11,"","",[],76,968901,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1060765696,2,393216,262144,0,-1059717120,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-1055522816,2,0,0,-1054474240,2,0,0,-1054474240,2,0,0,1572864,0,65536,0,637534208,705,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,637534208,705,0,0,0,637534208,705,0,100,[66],"","",7000,2000,"[57,169,349]","","","","","","","",[],"","","","","",6,483,0,"",1,1,54,0,180582,0,0,5,0,0,"",0,"",0
903,"Map2Tier9_3","Glacier",11,"","",[],76,953012,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1048576000,2,393216,262144,0,-1047527424,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-1043333120,2,0,0,-1042284544,2,0,0,-1042284544,2,0,0,1572864,0,65536,0,-536870912,705,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-536870912,705,0,0,0,-536870912,705,0,100,"[67,64]","","",7000,2000,"[57,162,349,402,888,413]","","","","","","","",[],"","","","","",6,686,45000,"",1,1,54,0,180832,0,0,5,0,0,"",0,"",0
904,"Map2Tier9_4","Residence",11,"","",[],76,921058,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1032192000,2,393216,65536,0,-1031143424,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-1030094848,2,0,0,-1029046272,2,0,0,-1029046272,2,0,0,1572864,0,65536,0,-1442840576,706,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1442840576,706,0,0,0,-1442840576,706,0,100,"[63,68,69]","","",6000,2000,"[61,57,162,307,349,393,405,388,847,989]","","","","","","","",[],"","","","","",6,843,0,"",1,1,54,0,181114,0,0,5,0,0,"",0,"",0
905,"Map2Tier9_5","Malformation",11,"","",[],76,966767,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-1011875840,2,393216,262144,0,-1010827264,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-1006632960,2,0,0,-1005584384,2,0,0,-1005584384,2,0,0,1572864,0,65536,0,268435456,708,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,268435456,708,0,0,0,268435456,708,0,100,[64],"","",7000,2000,"[61,57,349,359,468,844]","","","","","","","",[],"","","","","",6,537,0,"",1,1,54,0,181376,0,0,5,0,0,"",0,"",0
906,"Map2Tier10_1","Necropolis",11,"","",[],77,927134,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-996409344,2,393216,262144,0,-995360768,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-991166464,2,0,0,-990117888,2,0,0,-990117888,2,0,0,1572864,0,65536,0,-67108864,708,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-67108864,708,0,0,0,-67108864,708,0,100,"[63,68]","","",6000,2000,"[61,57,349,387]","","","","","","","",[],"","","","","",6,516,0,"",1,1,54,0,181596,0,0,5,0,0,"",0,"",0
907,"Map2Tier10_1Unique","Death and Taxes",11,"","",[],77,952636,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-981204992,2,393216,65536,0,-980156416,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-979107840,2,0,0,-978059264,2,0,0,-978059264,2,0,0,1572864,0,65536,0,-1275068416,709,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1275068416,709,0,0,0,-1275068416,709,0,100,[63],"","",6000,2000,"[61,153,57,164,193,194,221]","","","","","","","",[],1,"","","","",7,895,0,"",1,1,54,0,181812,0,0,5,0,0,"",0,"",0
908,"Map2Tier10_2","Plateau",11,"","",[],77,944601,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-967835648,2,393216,524288,0,-966787072,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,196350,0,-958398464,2,0,0,-956301312,2,0,0,-956301312,2,0,0,1572864,0,65536,0,0,711,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,0,711,0,0,0,0,711,0,100,[67],"","",7000,2000,"[57,169,349,467,839,852,889]","","","","","","","",[],"","","","","",6,449,47000,"",1,1,54,0,182144,0,0,5,0,0,"",0,"",0
909,"Map2Tier10_3","Bazaar",11,"","",[],77,951445,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-946077696,2,393216,262144,0,-945029120,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-940834816,2,0,0,-939786240,2,0,0,-939786240,2,0,0,1572864,0,65536,0,-67108864,711,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-67108864,711,0,0,0,-67108864,711,0,100,[69],"","",7000,2000,"[57,349,358,847,883,989]","","","","","","","",[],"","","","","",6,527,0,"",1,1,54,0,182380,0,0,5,0,0,"",0,"",0
910,"Map2Tier10_4","Volcano",11,"","",[],77,940593,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-929431552,2,393216,262144,0,-928382976,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-924188672,2,0,0,-923140096,2,0,0,-923140096,2,0,0,1572864,0,65536,0,-100663296,712,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-100663296,712,0,0,0,-100663296,712,0,100,"[64,67]","","",7000,2000,"[57,169,349,355,990]","","","","","","","",[],"","","","","",6,567,0,"",1,1,54,0,182634,0,0,5,0,0,"",0,"",0
911,"Map2Tier10_5","Chateau",11,"","",[],77,932984,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-912785408,2,393216,196608,0,-911736832,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-908591104,2,0,0,-907542528,2,0,0,-907542528,2,0,0,1572864,0,65536,0,-402653184,713,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-402653184,713,0,0,0,-402653184,713,0,100,"[69,63,68]","","",7000,2000,"[57,169,61,349,405,887,914,989]","","","","","","","",[],"","","","","",6,375,0,"",1,1,54,0,182936,0,0,5,0,0,"",0,"",0
912,"Map2Tier10_5Unique","Perandus Manor",11,"","",[],77,939683,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-891289600,2,393216,393216,0,-890241024,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,65278,0,-883949568,2,0,0,-883949568,2,0,0,-883949568,2,0,0,1572864,0,65536,0,1342177280,715,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1342177280,715,0,0,0,1342177280,715,0,100,"[69,63,68]","","",7000,2000,"[61,57,194,153,214,210,205,204,203,200,405,989]","","","","","","","",[],1,"","","","",7,385,0,"",1,1,54,0,183360,0,0,5,0,0,"",0,"",0
913,"Map2Tier11_1","Lava Chamber",11,"","",[],78,919708,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-866385920,2,393216,262144,0,-865337344,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-861143040,2,0,0,-860094464,2,0,0,-860094464,2,0,0,1572864,0,65536,0,-1140850688,716,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1140850688,716,0,0,0,-1140850688,716,0,100,[63],"","",6000,2000,"[61,57,307,349,403,444,849]","","","","","","","",[],"","","","","",6,471,0,"",1,1,54,0,183612,0,0,5,0,0,"",0,"",0
914,"Map2Tier11_2","Precinct",11,"","",[],78,976212,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-849870848,2,393216,262144,0,-848822272,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,524030,0,-844627968,2,0,0,-837287936,2,0,0,-837287936,2,0,0,1572864,0,65536,0,402653184,718,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,402653184,718,0,0,0,402653184,718,0,100,"[69,66]","","",7000,2000,"[57,349,374,379,883,901]","","","","","","","",[],"","","","","",6,524,0,"",1,1,54,0,183960,0,0,5,0,0,"",0,"",0
915,"Map2Tier11_3","Academy",11,"","",[],78,967131,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-827064320,2,393216,262144,0,-826015744,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-821821440,2,0,0,-820772864,2,0,0,-820772864,2,0,0,1572864,0,65536,0,335544320,719,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,335544320,719,0,0,0,335544320,719,0,100,"[63,68,69]","","",6000,2000,"[61,57,307,349,357,847]","","","","","","","",[],"","","","","",6,833,0,"",1,1,54,0,184228,0,0,5,0,0,"",0,"",0
916,"Map2Tier11_4","Fungal Hollow",11,"","",[],78,969974,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-809500672,2,393216,262144,0,-808452096,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-804257792,2,0,0,-803209216,2,0,0,-803209216,2,0,0,1572864,0,65536,0,536870912,720,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,536870912,720,0,0,0,536870912,720,0,100,"[65,64,66]","","",7000,2000,"[57,349,61,397,377]","","","","","","","",[],"","","","","",6,868,45000,"",1,1,54,0,184480,0,0,5,0,0,"",0,"",0
917,"Map2Tier12_1","Shipyard",11,"","",[],79,945675,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-792985600,2,393216,262144,0,-791937024,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,261886,0,-787742720,2,0,0,-784596992,2,0,0,-784596992,2,0,0,1572864,0,65536,0,1006632960,721,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1006632960,721,0,0,0,1006632960,721,0,100,[69],"","",7000,2000,"[57,169,349,366,401,467,839]","","","","","","","",[],"","","","","",6,534,0,"",1,1,54,0,184764,0,0,5,0,0,"",0,"",0
918,"Map2Tier12_2","Overgrown Ruin",11,"","",[],79,938142,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-774373376,2,393216,65536,0,-773324800,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-772276224,2,0,0,-771227648,2,0,0,-771227648,2,0,0,1572864,0,65536,0,134217728,722,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,134217728,722,0,0,0,134217728,722,0,100,[68],"","",6000,2000,"[61,57,160,349,363]","","","","","","","",[],"","","","","",6,458,0,"",1,1,54,0,184936,0,0,5,0,0,"",0,"",0
919,"Map2Tier12_3","Castle Ruins",11,"","",[],79,933700,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-761266176,2,393216,262144,0,-760217600,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-756023296,2,0,0,-754974720,2,0,0,-754974720,2,0,0,1572864,0,65536,0,0,723,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,0,723,0,0,0,0,723,0,100,[65],"","",7000,2000,"[57,169,349,364,368,384,377,870,883,921]","","","","","","","",[],"","","","","",6,584,0,"",1,1,54,0,185264,0,0,5,0,0,"",0,"",0
920,"Map2Tier12_4","Arsenal",11,"","",[],79,927897,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-741605376,2,393216,262144,0,-740556800,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-736362496,2,0,0,-735313920,2,0,0,-735313920,2,0,0,1572864,0,65536,0,738197504,724,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,738197504,724,0,0,0,738197504,724,0,100,"[69,63]","","",7000,2000,"[57,349,353,374,842]","","","","","","","",[],"","","","","",6,521,0,"",1,1,54,0,185500,0,0,5,0,0,"",0,"",0
921,"Map2Tier13_1","Wasteland",11,"","",[],80,925107,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-724697088,2,393216,393216,0,-723648512,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,130814,0,-717357056,2,0,0,-716308480,2,0,0,-716308480,2,0,0,1572864,0,65536,0,1308622848,725,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1308622848,725,0,0,0,1308622848,725,0,100,"[64,67]","","",7000,2000,"[57,349,421,862]","","","","","","","",[],"","","","","",6,852,0,"",1,1,54,0,185774,0,0,5,0,0,"",0,"",0
922,"Map2Tier13_2","Courtyard",11,"","",[],80,931031,1048576,-100532224,0,-16908288,-16843010,-16843010,-16843010,130814,0,-708182016,2,393216,262144,0,-707133440,2,10944512,0,58982400,-16908288,-16843010,-16843010,"",-16843010,261886,0,-702939136,2,0,0,-699793408,2,0,0,-699793408,2,0,0,1572864,0,65536,0,1241513984,726,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1241513984,726,0,0,0,1241513984,726,0,100,"[65,66,69]","","",6000,2000,"[57,349,365,400,408,401]","","","","","","","",[],"","","","","",6,844,0,"",1,1,54,0,186074,0,0,5,0,0,"",0,"",0
