"rownum","Id","DDSFile","AOFile","InventorySoundEffect","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","string","string","string","string","string","string","string","string","string","string","string","string","string","bool","bool","[string]","bool","[rid]","string","i32","rid","rid","rid","rid","[rid]","[rid]","bool"
7041,"AddedEffectElvenKnightGloves","Art/2DItems/Effects/gloves/ElvenKnightGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15620030,0,65536,0,556924928,44,65536,0,566231040,44,65536,0,575537152,44,65536,0,585236480,44,65536,0,594935808,44,65536,0,604635136,44,65536,0,614727680,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,615251968,44,65536,0,615251968,44,0,0,615776256,44,15597568,0,0,0,615776256,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7042,"AddedEffectElvenKnightBodyArmour","Art/2DItems/Effects/BodyArmour/ElvenKnightBody.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15639164,0,65536,0,629407744,44,65536,0,639107072,44,65536,0,648806400,44,65536,0,658898944,44,65536,0,668991488,44,65536,0,679084032,44,65536,0,689569792,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,327680,0,0,690094080,44,65536,0,690094080,44,0,0,690618368,44,690618368,44,0,0,700186624,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7043,"AddedEffectSnowcallerHelmet_____","Art/2DItems/Effects/Hats/WinterPlateHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15603183,0,65536,0,713555968,44,65536,0,722993152,44,65536,0,732430336,44,65536,0,742260736,44,65536,0,752091136,44,65536,0,761921536,44,65536,0,772145152,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,772669440,44,65536,0,772669440,44,0,0,773193728,44,15597568,0,0,0,773193728,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7044,"AddedEffectSnowcallerBoots","Art/2DItems/Effects/shoes/WinterPlateBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15641369,0,65536,0,785383424,44,65536,0,794427392,44,65536,0,803471360,44,65536,0,812908544,44,65536,0,822345728,44,65536,0,831782912,44,65536,0,841613312,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,842137600,44,65536,0,842137600,44,0,0,842661888,44,15597568,0,0,0,842661888,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7045,"AddedEffectSnowcallerGloves","Art/2DItems/Effects/gloves/WinterPlateGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15658976,0,65536,0,855244800,44,65536,0,864550912,44,65536,0,873857024,44,65536,0,883556352,44,65536,0,893255680,44,65536,0,902955008,44,65536,0,913047552,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,913571840,44,65536,0,913571840,44,0,0,914096128,44,15597568,0,0,0,914096128,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7046,"AddedEffectSnowcallerBodyArmour","Art/2DItems/Effects/BodyArmour/WinterPlateBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15606967,0,65536,0,927596544,44,65536,0,937295872,44,65536,0,946995200,44,65536,0,957087744,44,65536,0,967180288,44,65536,0,977272832,44,65536,0,987758592,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,327680,0,0,988282880,44,65536,0,988282880,44,0,0,988807168,44,15597568,0,0,0,988807168,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7047,"AddedEffectAshcallerHelmet","Art/2DItems/Effects/Hats/AshPlateHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15625893,0,65536,0,1001652224,44,65536,0,1011351552,44,65536,0,1021050880,44,65536,0,1031143424,44,65536,0,1041235968,44,65536,0,1051328512,44,65536,0,1061814272,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,1062338560,44,65536,0,1062338560,44,0,0,1062862848,44,15597568,0,0,0,1062862848,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7048,"AddedEffectAshcallerBoots__","Art/2DItems/Effects/shoes/AshPlateBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15600087,0,65536,0,1075445760,44,65536,0,1084751872,44,65536,0,1094057984,44,65536,0,1103757312,44,65536,0,1113456640,44,65536,0,1123155968,44,65536,0,1133248512,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,1133772800,44,65536,0,1133772800,44,0,0,1134297088,44,15597568,0,0,0,1134297088,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7049,"AddedEffectAshcallerGloves","Art/2DItems/Effects/gloves/AshPlateGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15613562,0,65536,0,1147011072,44,65536,0,1156579328,44,65536,0,1166147584,44,65536,0,1176109056,44,65536,0,1186070528,44,65536,0,1196032000,44,65536,0,1206386688,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,1206910976,44,65536,0,1206910976,44,0,0,1207435264,44,15597568,0,0,0,1207435264,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7050,"AddedEffectAshcallerBodyArmour","Art/2DItems/Effects/BodyArmour/AshPlateBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15645109,0,65536,0,1221066752,44,65536,0,1231028224,44,65536,0,1240989696,44,65536,0,1251344384,44,65536,0,1261699072,44,65536,0,1272053760,44,65536,0,1282801664,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,327680,0,0,1283325952,44,65536,0,1283325952,44,0,0,1283850240,44,15597568,0,0,0,1283850240,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7051,"AddedEffectAuspiciousDemongraftBackAttachment","Art/2DItems/Effects/Wings/AuspiciousDemongraftBackAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,1290038004,44,0,0,1300103168,44,0,0,1300103168,44,0,0,1300103168,44,0,0,1300103168,44,0,0,1300103168,44,0,0,1300103168,44,0,0,1300103168,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,1300103168,44,0,0,1300103168,44,0,0,1300103168,44,15597568,0,0,0,1300103168,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7052,"AddedEffectScourgedDemongraftBackAttachment","Art/2DItems/Effects/Wings/ScourgedDemongraftBackAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,1306005574,44,0,0,1317142528,44,0,0,1317142528,44,0,0,1317142528,44,0,0,1317142528,44,0,0,1317142528,44,0,0,1317142528,44,0,0,1317142528,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,1317142528,44,0,0,1317142528,44,0,0,1317142528,44,15597568,0,0,0,1317142528,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7053,"AddedEffectOtherworldlyDemongraftBackAttachment","Art/2DItems/Effects/Wings/OtherworldlyDemongraftBackAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,1323565675,44,0,0,1334181888,44,0,0,1334181888,44,0,0,1334181888,44,0,0,1334181888,44,0,0,1334181888,44,0,0,1334181888,44,0,0,1334181888,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,1334181888,44,0,0,1334181888,44,0,0,1334181888,44,15597568,0,0,0,1334181888,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7054,"AddedEffectAltLioneyesGlare","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,1338039099,44,0,0,1349255168,44,0,0,1349255168,44,0,0,1349255168,44,0,0,1349255168,44,0,0,1349255168,44,0,0,1349255168,44,0,0,1349255168,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,1349255168,44,0,0,1349255168,44,0,0,1349255168,44,15597568,0,0,0,1349255168,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7055,"AddedEffectCentipedeCorpseCloak","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,1353613666,44,0,0,1362362368,44,0,0,1362362368,44,0,0,1362362368,44,0,0,1362362368,44,0,0,1362362368,44,0,0,1362362368,44,0,0,1362362368,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,1362362368,44,0,0,1362362368,44,0,0,1362362368,44,15597568,0,0,0,1362362368,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7056,"AddedEffectDarkCollectorsSack","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,1366459648,44,0,0,1378222080,44,0,0,1378222080,44,0,0,1378222080,44,0,0,1378222080,44,0,0,1378222080,44,0,0,1378222080,44,0,0,1378222080,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,1378222080,44,0,0,1378222080,44,0,0,1378222080,44,15597568,0,0,0,1378222080,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7057,"AddedEffectGiftCollectorsSack___","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,1382730877,44,0,0,1394475008,44,0,0,1394475008,44,0,0,1394475008,44,0,0,1394475008,44,0,0,1394475008,44,0,0,1394475008,44,0,0,1394475008,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,1394475008,44,0,0,1394475008,44,0,0,1394475008,44,15597568,0,0,0,1394475008,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7058,"AddedEffectJunkCollectorsSack","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,1398599859,44,0,0,1410334720,44,0,0,1410334720,44,0,0,1410334720,44,0,0,1410334720,44,0,0,1410334720,44,0,0,1410334720,44,0,0,1410334720,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,1410334720,44,0,0,1410334720,44,0,0,1410334720,44,15597568,0,0,0,1410334720,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7059,"AddedEffectTreasureCollectorsSack__","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,1415197029,44,0,0,1427505152,44,0,0,1427505152,44,0,0,1427505152,44,0,0,1427505152,44,0,0,1427505152,44,0,0,1427505152,44,0,0,1427505152,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,1427505152,44,0,0,1427505152,44,0,0,1427505152,44,15597568,0,0,0,1427505152,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7060,"AddedEffectSolarKnightHelmet","Art/2DItems/Effects/Hats/SolarKnightHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15659317,0,65536,0,1439825920,44,65536,0,1448738816,44,65536,0,1457651712,44,65536,0,1466957824,44,65536,0,1476263936,44,65536,0,1485570048,44,65536,0,1495269376,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,1495793664,44,65536,0,1495793664,44,0,0,1496317952,44,15597568,0,0,0,1496317952,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7061,"AddedEffectSolarKnightBoots","Art/2DItems/Effects/shoes/SolarKnightBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15653225,0,65536,0,1508114432,44,65536,0,1516634112,44,65536,0,1525153792,44,65536,0,1534066688,44,65536,0,1542979584,44,65536,0,1551892480,44,65536,0,1561198592,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,1561722880,44,65536,0,1561722880,44,0,0,1562247168,44,15597568,0,0,0,1562247168,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7062,"AddedEffectSolarKnightGloves","Art/2DItems/Effects/gloves/SolarKnightGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15650204,0,65536,0,1574436864,44,65536,0,1583218688,44,65536,0,1592000512,44,65536,0,1601175552,44,65536,0,1610350592,44,65536,0,1619525632,44,65536,0,1629093888,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,1629618176,44,65536,0,1629618176,44,0,0,1630142464,44,15597568,0,0,0,1630142464,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7063,"AddedEffectSolarKnightBodyArmour_","Art/2DItems/Effects/BodyArmour/SolarKnightBody.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15598928,0,65536,0,1643380736,44,65536,0,1652555776,44,65536,0,1661730816,44,65536,0,1671299072,44,65536,0,1680867328,44,65536,0,1690435584,44,65536,0,1700397056,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,327680,0,0,1700921344,44,65536,0,1700921344,44,0,0,1701445632,44,15597568,0,0,0,1701445632,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,18301,"","","",[],[],""
7064,"AddedEffectRustedNethermancerHelmet___","Art/2DItems/Effects/Hats/RustyNethermancerHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15617010,0,65536,0,1716518912,44,65536,0,1726873600,44,65536,0,1737228288,44,65536,0,1747976192,44,65536,0,1758724096,44,65536,0,1769472000,44,65536,0,1780613120,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,1781137408,44,65536,0,1781137408,44,0,0,1781661696,44,15597568,0,0,0,1781661696,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7065,"AddedEffectRustedNethermancerBoots","Art/2DItems/Effects/shoes/RustyNethermancerBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15646928,0,65536,0,1795817472,44,65536,0,1805778944,44,65536,0,1815740416,44,65536,0,1826095104,44,65536,0,1836449792,44,65536,0,1846804480,44,65536,0,1857552384,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,1858076672,44,65536,0,1858076672,44,0,0,1858600960,44,15597568,0,0,0,1858600960,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7066,"AddedEffectRustedNethermancerGloves","Art/2DItems/Effects/gloves/RustyNethermancerGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15660680,0,65536,0,1873149952,44,65536,0,1883373568,44,65536,0,1893597184,44,65536,0,1904214016,44,65536,0,1914830848,44,65536,0,1925447680,44,65536,0,1936457728,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,1936982016,44,65536,0,1936982016,44,0,0,1937506304,44,15597568,0,0,0,1937506304,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7067,"AddedEffectRustedNethermancerBodyArmour","Art/2DItems/Effects/BodyArmour/RustyNethermancerBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15619187,0,65536,0,1952972800,44,65536,0,1963589632,44,65536,0,1974206464,44,65536,0,1985216512,44,65536,0,1996226560,44,65536,0,2007236608,44,65536,0,2018639872,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,327680,0,0,2019164160,44,65536,0,2019164160,44,0,0,2019688448,44,2019688448,44,0,0,2030567424,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7068,"AddedEffectRustedNethermancerCloak","Art/2DItems/Effects/Wings/RustedNethermancerCloak.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,2035308591,44,0,0,2045509632,44,0,0,2045509632,44,0,0,2045509632,44,0,0,2045509632,44,0,0,2045509632,44,0,0,2045509632,44,0,0,2045509632,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,2045509632,44,0,0,2045509632,44,0,0,2045509632,44,15597568,0,0,0,2045509632,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7069,"AddedEffectPerandusAlchemyEffect","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15653368,0,0,0,2049966080,44,0,0,2049966080,44,0,0,2049966080,44,0,0,2049966080,44,0,0,2049966080,44,0,0,2049966080,44,0,0,2049966080,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,2049966080,44,0,0,2049966080,44,0,0,2049966080,44,15597568,0,0,0,2049966080,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7070,"AddedEffectElderScouringEffect__","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15640236,0,0,0,2054422528,44,0,0,2054422528,44,0,0,2054422528,44,0,0,2054422528,44,0,0,2054422528,44,0,0,2054422528,44,0,0,2054422528,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,2054422528,44,0,0,2054422528,44,0,0,2054422528,44,15597568,0,0,0,2054422528,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7071,"AddedEffectAzuriteAlterationEffect_","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15612578,0,0,0,2059272192,44,0,0,2059272192,44,0,0,2059272192,44,0,0,2059272192,44,0,0,2059272192,44,0,0,2059272192,44,0,0,2059272192,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,2059272192,44,0,0,2059272192,44,0,0,2059272192,44,15597568,0,0,0,2059272192,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7072,"AddedEffectKaruiWaveriderEffect","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15620740,0,0,0,2063597568,44,0,0,2063597568,44,0,0,2063597568,44,0,0,2063597568,44,0,0,2063597568,44,0,0,2063597568,44,0,0,2063597568,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,2063597568,44,0,0,2063597568,44,0,0,2063597568,44,15597568,0,0,0,2063597568,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7073,"AddedEffectIceSkatingEffect","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15657022,0,0,0,2067398656,44,0,0,2067398656,44,0,0,2067398656,44,0,0,2067398656,44,0,0,2067398656,44,0,0,2067398656,44,0,0,2067398656,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,2067398656,44,0,0,2067398656,44,0,0,2067398656,44,15597568,0,0,0,2067398656,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7074,"AddedEffectAbyssalJadeSkatingEffect","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15644701,0,0,0,2072248320,44,0,0,2072248320,44,0,0,2072248320,44,0,0,2072248320,44,0,0,2072248320,44,0,0,2072248320,44,0,0,2072248320,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,2072248320,44,0,0,2072248320,44,0,0,2072248320,44,15597568,0,0,0,2072248320,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7075,"AddedEffectLegionMonolithSkatingEffect","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15621704,0,0,0,2077491200,44,0,0,2077491200,44,0,0,2077491200,44,0,0,2077491200,44,0,0,2077491200,44,0,0,2077491200,44,0,0,2077491200,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,2077491200,44,0,0,2077491200,44,0,0,2077491200,44,15597568,0,0,0,2077491200,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7076,"AddedEffectTencentAnniversaryWings2023__","Art/2DItems/Effects/Wings/TencentAnniversaryWings2023.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,2083024935,44,0,0,2098200576,44,0,0,2098200576,44,0,0,2098200576,44,0,0,2098200576,44,0,0,2098200576,44,0,0,2098200576,44,0,0,2098200576,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,2098200576,44,0,0,2098200576,44,0,0,2098200576,44,15597568,0,0,0,2098200576,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7077,"AddedEffectCursebringerHelmet","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15631097,0,65536,0,2110914560,44,65536,0,2120089600,44,65536,0,2129264640,44,65536,0,2138832896,44,65536,0,-2146566144,44,65536,0,-2136997888,44,65536,0,-2127036416,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-2126512128,44,65536,0,-2126512128,44,0,0,-2125987840,44,15597568,0,0,0,-2125987840,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7078,"AddedEffectCursebringerBoots__","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15653960,0,65536,0,-2113536000,44,65536,0,-2104754176,44,65536,0,-2095972352,44,65536,0,-2086797312,44,65536,0,-2077622272,44,65536,0,-2068447232,44,65536,0,-2058878976,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-2058354688,44,65536,0,-2058354688,44,0,0,-2057830400,44,15597568,0,0,0,-2057830400,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7079,"AddedEffectCursebringerGloves","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15603092,0,65536,0,-2045247488,44,65536,0,-2036203520,44,65536,0,-2027159552,44,65536,0,-2017722368,44,65536,0,-2008285184,44,65536,0,-1998848000,44,65536,0,-1989017600,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1988493312,44,65536,0,-1988493312,44,0,0,-1987969024,44,15597568,0,0,0,-1987969024,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7080,"AddedEffectCursebringerBodyArmour","Art/2DItems/Hideout/HideoutPlaceholder.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15598331,0,65536,0,-1974468608,44,65536,0,-1965031424,44,65536,0,-1955594240,44,65536,0,-1945763840,44,65536,0,-1935933440,44,65536,0,-1926103040,44,65536,0,-1915879424,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,524288,0,0,-1915355136,44,65536,0,-1915355136,44,0,0,-1914830848,44,15597568,0,0,0,-1914830848,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7081,"AddedEffectShackledImmortalHelmet___","Art/2DItems/Effects/Hats/ShackledImmortalHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-1909840821,44,0,0,-1899233280,44,0,0,-1899233280,44,0,0,-1899233280,44,0,0,-1899233280,44,0,0,-1899233280,44,0,0,-1899233280,44,0,0,-1899233280,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1899233280,44,0,0,-1899233280,44,0,0,-1899233280,44,15597568,0,0,0,-1899233280,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7082,"AddedEffectShackledImmortalBoots_","Art/2DItems/Effects/shoes/ShackledImmortalBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-1894580387,44,0,0,-1884422144,44,0,0,-1884422144,44,0,0,-1884422144,44,0,0,-1884422144,44,0,0,-1884422144,44,0,0,-1884422144,44,0,0,-1884422144,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1884422144,44,0,0,-1884422144,44,0,0,-1884422144,44,15597568,0,0,0,-1884422144,44,0,"","<root>","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7083,"AddedEffectShackledImmortalGloves","Art/2DItems/Effects/gloves/ShackledImmortalGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-1879805792,44,0,0,-1869348864,44,0,0,-1869348864,44,0,0,-1869348864,44,0,0,-1869348864,44,0,0,-1869348864,44,0,0,-1869348864,44,0,0,-1869348864,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1869348864,44,0,0,-1869348864,44,0,0,-1869348864,44,15597568,0,0,0,-1869348864,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
7084,"AddedEffectShackledImmortalBodyArmour","Art/2DItems/Effects/BodyArmour/ShackledImmortalBody.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,-1864188556,44,0,0,-1853358080,44,0,0,-1853358080,44,0,0,-1853358080,44,0,0,-1853358080,44,0,0,-1853358080,44,0,0,-1853358080,44,0,0,-1853358080,44,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,65536,0,0,-1853358080,44,0,0,-1853358080,44,0,0,-1853358080,44,15597568,0,0,0,-1853358080,44,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
