"rownum","Id","Text (English)","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool","[i32]","i32"
212,"ShockImmune","Immune to Shock","Immunisé à l'Électrocution","Immun gegen Schock","感電に完全耐性","감전 면역","Imune a Eletrização","Иммунитет к шоку","Inmune a la electrocución","ป้องกันสถานะ ช็อค","免疫感電",[4772],4,[],[],1,1,[],0
213,"ShockDurationRed","Shock Duration on self reduction","Réduction de Durée d'Électrocution (sur vous)","Kürzerer Schock beim Wirkenden","プレーヤーの感電持続時間軽減","자신에게 걸린 감전 지속시간 감소","Redução da Duração da Eletrização em si","Сокращение длительности шока на себе","Reducción de la duración de la electrocución sobre ti","ลดระยะเวลาสถานะ ช็อค ที่ตัวเองได้รับ","感電時間減免",[631],1,[],[4932],1,1,[],0
214,"PoisonAvoid","Poison Avoidance","Chances de ne pas subir l'Empoisonnement","Vermeiden von Gift","毒無効化確率","중독 긴급회피","Anulação de Envenenamento","Избегание отравления","Evasión del veneno","หลีกเลี่ยงสถานะ พิษ","避免中毒",[6796],1,[],[11809],1,1,[],0
215,"PoisonCannotBe","Cannot gain Poison","Vous ne pouvez pas subir l'Empoisonnement","Kann kein Gift erhalten","毒にならないか","독 획득 불가","Não pode ser Envenenado","Не может быть отравлен","No puedes recibir veneno","ไม่ติดสถานะ พิษ","不能獲得中毒",[11809],4,[],[8713],1,1,[],0
216,"PoisonImmune","Immune to Poison","Immunisé à l'Empoisonnement","Immun gegen Gift","毒に完全耐性","중독 면역","Imune a Envenenamento","Иммунитет к отравлению","Inmune al veneno","ป้องกันสถานะ พิษ","免疫中毒",[8713],4,[],[],1,1,[],0
217,"PoisonDurationRed","Poison Duration on self reduction","Réduction de Durée d'Empoisonnement (sur vous)","Verringerungsdauer von Gift bei sich selbst","プレーヤーの毒持続時間軽減","자신에게 걸린 중독 지속시간 감소","Redução da Duração do Envenenamento em si","Уменьшение длительности отравления на себе","Reducción de la duración del veneno sobre ti","ลดระยะเวลาสถานะ พิษ ที่ตัวเองได้รับ","中毒時間減免",[16941],1,[],[11809],1,1,[1],0
218,"PhysicalReflect","Physical Damage Reflected to Melee Attackers","Dégâts physiques renvoyés aux attaquants de mêlée","Reflexion von physischem Schaden auf Nahkampf-Angreifer","敵近接攻撃者に対する物理ダメージ反射","근접 공격자에게 물리 피해 반사","Dano Físico Refletido a Agressores Corpo a Corpo","Отражение физического урона атакующим в ближнем бою","Daño físico reflejado a los atacantes cuerpo a cuerpo","ความเสียหาย กายภาพ ที่สะท้อนไปยัง ผู้โจมตีประชิด","反射物理傷害給近戰敵人","[763,758]",6,[],[],1,1,[],0
219,"FireReflect","Fire Damage Reflected to Melee Attackers","Dégâts de feu renvoyés aux attaquants de mêlée","Reflexion von Feuerschaden auf Nahkampf-Angreifer","敵近接攻撃者に対する火ダメージ反射","근접 공격자에게 화염 피해 반사","Dano de Fogo Refletido a Agressores Corpo a Corpo","Отражение урона от огня атакующим в ближнем бою","Daño de fuego reflejado a los atacantes cuerpo a cuerpo","ความเสียหาย ไฟ ที่สะท้อนไปยัง ผู้โจมตีประชิด","反射火焰傷害給近戰敵人","[764,759]",6,[],[],1,1,[],0
220,"ColdReflect","Cold Damage Reflected to Melee Attackers","Dégâts de froid renvoyés aux attaquants de mêlée","Reflexion von Kälteschaden auf Nahkampf-Angreifer","敵近接攻撃者に対する冷気ダメージ反射","근접 공격자에게 냉기 피해 반사","Dano de Gelo Refletido a Agressores Corpo a Corpo","Отражение урона от холода атакующим в ближнем бою","Daño de hielo reflejado a los atacantes cuerpo a cuerpo","ความเสียหาย น้ำแข็ง ที่สะท้อนไปยัง ผู้โจมตีประชิด","反射冰冷傷害給近戰敵人","[765,760]",6,[],[],1,1,[],0
221,"LightningReflect","Lightning Damage Reflected to Melee Attackers","Dégâts de foudre renvoyés aux attaquants de mêlée","Reflexion von Blitzschaden auf Nahkampf-Angreifer","敵近接攻撃者に対する雷ダメージ反射","근접 공격자에게 번개 피해 반사","Dano de Raio Refletido a Agressores Corpo a Corpo","Отражение урона от молнии атакующим в ближнем бою","Daño de rayo reflejado a los atacantes cuerpo a cuerpo","ความเสียหาย สายฟ้า ที่สะท้อนไปยัง ผู้โจมตีประชิด","反射閃電傷害給近戰敵人","[766,761]",6,[],[],1,1,[],0
222,"ChaosReflect","Chaos Damage Reflected to Melee Attackers","Dégâts de chaos renvoyés aux attaquants de mêlée","Reflexion von Chaosschaden auf Nahkampf-Angreifer","敵近接攻撃者に対する混沌ダメージ反射","근접 공격자에게 카오스 피해 반사","Dano de Caos Refletido a Agressores Corpo a Corpo","Отражение урона хаосом атакующим в ближнем бою","Daño de caos reflejado a los atacantes cuerpo a cuerpo","ความเสียหาย เคออส ที่สะท้อนไปยัง ผู้โจมตีประชิด","反射混沌傷害給近戰敵人","[767,762]",6,[],[],1,1,[],0
223,"MoveSpeed","Movement Speed modifier","Modificateur de Vitesse de déplacement","Modifikator für Bewegungsgeschwindigkeit","移動スピードモッド","이동 속도 속성 부여","Modificador da Velocidade de Movimento","Модификатор скорости передвижения","Modificador de la velocidad de movimiento","ม็อดความเร็วในการเคลื่อนที่","移動速度修正",[242],7,[],[],1,1,[],0
224,"ActionSpeed","Action Speed modifier","Modificateur de Vitesse d'action","Modifikator für Aktionsgeschwindigkeit","アクションスピードモッド","동작 속도 속성 부여","Modificador da Velocidade de Ação","Модификатор скорости действий","Modificador de la velocidad de acción","ม็อดความเร็วในการกระทำ","行動速度修正",[9278],7,[],[],1,1,[],0
225,"Omniscience","Omniscience","Omniscience","Allwissenheit","全知","전지력","Onisciência","Всезнание","Omnisciencia","ความรู้แจ้ง","全能",[15412],0,[],[],2,1,[],0
226,"OmniscienceForRequirements","Attribute Requirements met by Omniscience","Prérequis d'Attributs validés grâce à l'Omniscience","Attributanforderungen erfüllt durch Allwissenheit","要求能力値は全知によって満たされる","능력치 요구사항을 전지력으로 충족합니다.","Requisitos de Atributos Atingidos pela Onisciência","Требования к характеристикам, обеспеченные всезнанием","Requisitos de atributos cumplidos por la Omnisciencia","เงื่อนไขค่าคุณสมบัติที่ต้องการ ที่ถูกสนองด้วย ความรู้แจ้ง","全能滿足能力需求",[15784],0,[],[],2,1,[],0
227,"AoE","Skill Area of Effect modifier","Modificateur de Zone d'effet","Modifikator für Wirkungsbereich von Fertigkeiten","スキル効果範囲モッド","스킬 효과 범위 속성 부여","Modificador de Área de Efeito da Habilidade","Модификатор области действия умения","Modificador del área de efecto de las habilidades","ม็อดพื้นที่ส่งผล ของสกิล","技能範圍修正",[212],7,[],[],2,1,[],0
228,"SkillDuration","Skill Duration modifier","Modificateur de Durée des Aptitudes","Modifikator für Fertigkeitsdauer","スキル持続時間モッド","스킬 지속시간 속성 부여","Modificador da Duração de Habilidades","Модификатор длительности умения","Modificador de la duración de las habilidades","ม็อดระยะเวลา ของสกิล","技能持續時間修正",[215],7,[],[],2,1,[],0
229,"BuffDuration","Buff Duration modifier","Modificateur de Durée des Effets bénéfiques","Modifikator für Stärkungsdauer","バフ持続時間モッド","버프 지속시간 속성 부여","Modificador da Duração de Bônus","Модификатор длительности положительного эффекта","Modificador de la duración de las bonificaciones","ม็อดระยะเวลา ของบัฟ","增益持續時間修正",[168],7,[],[],2,1,[],0
230,"CurseEffect","Curse Effect modifier","Modificateur d'Effet des Malédictions","Modifikator für Fluchwirkung","呪い効果モッド","저주 효과 속성 부여","Modificador do Efeito de Maldições","Модификатор эффективности проклятий","Modificador de la duración de las maldiciones","ม็อดผลของ คำสาป","詛咒效果修正",[4294],7,[],[],2,1,[],0
231,"FlaskDuraiton","Flask Duration modifier","Modificateur de Durée des Flacons","Fläschchen: Modifikator für Dauer","フラスコ持続時間モッド","플라스크 지속시간 속성 부여","Modificador da Duração de Frascos","Модификатор длительности флакона","Modificador de la duración de los frascos","ม็อดระยะเวลา ของขวดยา","藥劑效果時間修正",[739],7,[],[],2,1,[],0
232,"FlaskRate","Flask Recovery rate modifier","Modificateur de Vitesse de Récupération des Flacons","Fläschchen: Modifikator für Regeneration","フラスコ回復速度モッド","플라스크 회복 속도 속성 부여","Modificador de Recuperação do Frasco","Модификатор скорости восстановления флакона","Modificador de la velocidad de recuperación de los frascos","ม็อดอัตราการเติม ของขวดยา","藥劑回復速度修正",[401],7,[],[],2,1,[],0
233,"FlaskLifeAmount","Flask Life amount modifier","Modificateur de Quantité de Vie rendue par les Flacons","Fläschchen: Modifikator für Lebensmenge","フラスコライフ回復量モッド","플라스크 생명력 수치 속성 부여","Modificador da quantidade de Frasco de Vida","Модификатор количества восстанавливаемого здоровья флакона","Modificador de la cantidad de vida de los frascos","ม็อดปริมาณ พลังชีวิต ของขวดยา","藥劑生命回復量修正",[399],7,[],[],2,1,[],0
234,"FlaskLifeSpeed","Flask Life Recovery rate modifier","Modificateur du Taux de Récupération de Vie des Flacons","Fläschchen: Modifikator für Lebensregeneration","フラスコライフ回復速度モッド","플라스크 생명력 회복 속도 속성 부여","Modificador de Recuperação de Vida do Frasco","Модификатор скорости восстановления здоровья флакона","<size:23>{Modificador de la velocidad de recuperación de vida de los frascos}","ม็อดอัตราการ เติมพลังชีวิต ของขวดยา","藥劑生命回復速度修正",[740],7,[],[],2,1,[],0
235,"FlaskManaAmount","Flask Mana amount modifier","Modificateur de Quantité de Mana rendu par les Flacons","Fläschchen: Modifikator für Manamenge","フラスコマナ回復量モッド","플라스크 마나 수치 속성 부여","Modificador da quantidade de Frasco de Mana","Модификатор количества восстанавливаемой маны флакона","Modificador de la cantidad de maná de los frascos","ม็อดปริมาณ มานา ของขวดยา","藥劑魔力回復量修正",[400],7,[],[],2,1,[],0
236,"FlaskManaSpeed","Flask Mana Recovery rate modifier","Modificateur du Taux de Récupération de Mana des Flacons","Fläschchen: Modifikator für Manaregeneration","フラスコマナ回復速度モッド","플라스크 마나 회복 속도 속성 부여","Modificador de Recuperação de Mana do Frasco","Модификатор скорости восстановления маны флакона","<size:22>{Modificador de la velocidad de recuperación de maná de los frascos}","ม็อดอัตราการ เติมมานา ของขวดยา","藥劑魔力回復速度修正",[741],7,[],[],2,1,[],0
237,"FlaskChargesUsed","Flask Charges Used modifier","Modificateur des charges de Flacon utilisées","Fläschchen: Modifikator für genutzte Füllungen","フラスコ消費チャージモッド","플라스크 사용 충전 속성 부여","Modificador de Cargas Usadas do Frasco","Модификатор используемых зарядов флакона","Modificador de las cargas usadas de los frascos","ม็อดการใช้ชาร์จ ของขวดยา","藥劑充能使用數修正",[738],7,[],[],2,1,[],0
238,"FlaskChargesGained","Flask Charges Gained modifier","Modificateur des charges de Flacon obtenues","Fläschchen: Modifikator für erhaltene Füllungen","フラスコ獲得チャージモッド","플라스크 획득 충전 속성 부여","Modificador de Ganho de Cargas de Frasco","Модификатор полученных зарядов флакона","Modificador de las cargas ganadas de los frascos","ม็อดการได้รับชาร์จ ของขวดยา","藥劑充能獲得數修正",[460],7,[],[],2,1,[],0
239,"MH_LifeLeech","Main Hand Life Leech from Physical Attacks","Vie drainée par les attaques physiques (Main principale)","Haupthand: Lebensraub durch physische Angriffe","物理アタックダメージからのメインハンドライフリーチ","주 무기로 물리 공격 시 생명력 흡수","Drenagem de Vida de Ataques Físicos com a Mão Principal","Похищение здоровья от физических атак оружием в правой руке","Absorción de vida con ataques físicos de la mano principal","ดูดพลังชีวิต จากการโจมตี กายภาพ ของมือหลัก","主手物理攻擊生命偷取",[302],1,[7650],"[435,1635,1336]",2,1,[14],0
240,"OH_LifeLeech","Off Hand Life Leech from Physical Attack Damage","Vie drainée par les attaques physiques (Main secondaire)","Nebenhand: Lebensraub durch physische Angriffe","物理アタックダメージからのオフハンドライフリーチ","보조 장비로 물리 공격 시 생명력 흡수","Drenagem de Vida do Dano de Ataques Físicos com a Mão Secundária","Похищение здоровья от физических атак оружием в левой руке","<size:23>{Absorción de vida con ataques físicos de la mano secundaria}","ดูดพลังชีวิต จากความเสียหาย โจมตี กายภาพ ของมือรอง","副手物理攻擊生命偷取",[303],1,[7651],"[435,1635,1336]",2,1,[14],0
241,"Spell_LifeLeech","Life Leech from Spell Damage","Vie drainée par les Dégâts du sort","Lebensraub durch Zauberschaden","スペルダメージからのライフリーチ","주문 피해 시 생명력 흡수","Drenagem de Vida de Dano Mágico","Похищение здоровья от урона чарами","Absorción de vida con daño de hechizos","ดูดพลังชีวิต จากความเสียหาย เวท","法術傷害生命偷取",[3095],1,[435],"[1338,1635]",2,1,[14],0
242,"LifeLeechFromAttacks","Life Leech from any Attack Damage","Vie drainée, tous Dégâts des attaques confondus","Lebensraub durch jeglichen Angriffsschaden","全てのアタックダメージからのライフリーチ","모든 공격 피해 시 생명력 흡수","Drenagem de Vida de qualquer Dano de Ataque","Похищение здоровья от любого урона от атак","Absorción de vida por cualquier daño de ataque","ดูดพลังชีวิต จากความเสียหาย ทุกชนิด จากการโจมตี","任何攻擊傷害偷取生命",[5499],1,[],"[1338,435]",2,1,[14],0
243,"LifeLeechPhysicalDamage","Life Leech from Physical Damage","Vie drainée par les Dégâts physiques","Lebensraub durch physischen Schaden","物理ダメージからのライフリーチ","물리 피해 시 생명력 흡수","Drenagem de Vida de Dano Físico","Похищение здоровья от физического урона","Absorción de vida por daño físico","ดูดพลังชีวิต จากความเสียหาย กายภาพ","物理傷害生命偷取",[2196],1,[],[1338],2,1,[14],0
244,"LifeLeechFireDamage","Life Leech from Fire Damage","Vie drainée par les Dégâts de feu","Lebensraub durch Feuerschaden","火ダメージからのライフリーチ","화염 피해 시 생명력 흡수","Drenagem de Vida de Dano de Fogo","Похищение здоровья от урона огнём","Absorción de vida por daño de fuego","ดูดพลังชีวิต จากความเสียหาย ไฟ","火焰傷害生命偷取",[2197],1,[],[1338],2,1,[14],0
245,"LifeLeechColdDamage","Life Leech from Cold Damage","Vie drainée par les Dégâts de froid","Lebensraub durch Kälteschaden","冷気ダメージからのライフリーチ","냉기 피해 시 생명력 흡수","Drenagem de Vida de Dano de Gelo","Похищение здоровья от урона холодом","Absorción de vida por daño de hielo","ดูดพลังชีวิต จากความเสียหาย น้ำแข็ง","冰冷傷害生命偷取",[2198],1,[],[1338],2,1,[14],0
246,"LifeLeechLightningDamage","Life Leech from Lightning Damage","Vie drainée par les Dégâts de foudre","Lebensraub durch Blitzschaden","雷ダメージからのライフリーチ","번개 피해 시 생명력 흡수","Drenagem de Vida de Dano de Raio","Похищение здоровья от урона молнией","Absorción de vida por daño de rayo","ดูดพลังชีวิต จากความเสียหาย สายฟ้า","閃電傷害生命偷取",[2199],1,[],[1338],2,1,[14],0
247,"LifeLeechChaosDamage","Life Leech from Chaos Damage","Vie drainée par les Dégâts de chaos","Lebensraub durch Chaosschaden","混沌ダメージからのライフリーチ","카오스 피해 시 생명력 흡수","Drenagem de Vida de Dano de Caos","Похищение здоровья от урона хаосом","Absorción de vida por daño de caos","ดูดพลังชีวิต จากความเสียหาย เคออส","混沌傷害生命偷取",[2200],1,[],[1338],2,1,[14],0
248,"MaxLifeLeechAmount","Base Maximum Recovery per Life Leech","Récupération maxi de base par Drain de Vie","Maximale Basis-Wiederherstellung pro Lebensraub","ライフリーチインスタンスごとのベース最大回復量","생명력 흡수당 기본 최대 회복량","Recuperação Máxima por Dreno de Vida Base","Базовый предел восстановления за эффект похищения здоровья","Recuperación máxima base por cada absorción de vida","การเติมสูงสุด ต่อจำนวนครั้งของการ ดูดพลังชีวิต","每個生命偷取基礎最大恢復","[9190,9264]",10,[],[1338],2,"","[0,0]",0
249,"LifeLeechSpeed","Life Leech total Recovery per second modifier","Modificateur du total de Récupération de Vie drainée par seconde","Mod. für Gesamtwiederherstellung pro Sek. durch Lebensraub","秒間最大ライフリーチ回復量モッド","1초당 생명력 흡수 총 회복량 속성 부여","Modificador de Recuperação de Dreno de Vida total por segundo","Модификатор итогового восстановления в секунду за счёт похищения здоровья","<size:22>{Modificador de recuperación total por segundo por absorción de vida}","ม็อดอัตราการ เติม สุทธิจากการ ดูดพลังชีวิต","每秒生命偷取恢復修正",[2929],7,[],[1338],2,1,[],0
250,"MaxLifeLeechRecoveryRate","Maximum total Life Recovery per second from Leech","Récupération maximale de Vie par seconde avec le Drain","Max. Leben-Gesamtwiederherst. pro Sek. durch Raub","リーチによる秒間最大合計ライフ回復量","흡수로 인한 1초당 총 생명력 회복량 최대치","Recuperação total Máxima de Vida por segundo do Dreno","Максимум итогового восстановления в секунду от похищения здоровья","<size:22>{Recuperación de vida total máxima por segundo por absorción de vida}","อัตราการ เติมพลังชีวิต สุทธิสูงสุดจากการ ดูด","偷取每秒最大總生命恢復","[9193,6833]",10,[],[1338],2,"","[6,0]",0
251,"MH_ManaLeech","Main Hand Mana Leech from Physical Attacks","Mana drainé par les attaques physiques (Main principale)","Haupthand: Manaraub durch physische Angriffe","物理アタックダメージからのメインハンドマナリーチ","주 무기로 물리 공격 시 마나 흡수","Drenagem de Mana de Ataques Físicos com a Mão Principal","Похищение маны от физических атак правой рукой","Absorción de maná con ataques físicos de la mano principal","ดูดมานา จากการโจมตี กายภาพ ของมือหลัก","主手物理攻擊魔力偷取",[304],1,[7650],"[435,1635,1337]",2,1,[14],0
252,"OH_ManaLeech","Off Hand Mana Leech from Physical Attack Damage","Mana drainé par les attaques physiques (Main secondaire)","Nebenhand: Manaraub durch physische Angriffe","物理アタックダメージからのオフハンドマナリーチ","보조 장비로 물리 공격 시 마나 흡수","Drenagem de Mana do Dano de Ataques Físicos com a Mão Secundária","Похищение маны от физических атак левой рукой","Absorción de maná con ataques físicos de la mano secundaria","ดูดมานา จากความเสียหาย โจมตี กายภาพ ของมือรอง","副手物理攻擊魔力偷取",[305],1,[7651],"[435,1635,1337]",2,1,[14],0
253,"Spell_ManaLeech","Mana Leech from Spell Damage","Mana drainé par les Dégâts du sort","Manaraub durch Zauberschaden","スペルダメージからのマナリーチ","주문 피해 시 마나 흡수","Drenagem de Mana de Dano Mágico","Похищение маны от урона чарами","Absorción de maná con daño de hechizos","ดูดมานา จากความเสียหาย เวท","法術傷害魔力偷取",[3096],1,[435],"[1339,1635]",2,1,[14],0
254,"ManaLeechFromAttacks","Mana Leech from any Attack Damage","Mana drainé, tous Dégâts des attaques confondus","Manaraub durch jeglichen Angriffsschaden","全てのタイプのアタックダメージからのマナリーチ","모든 공격 피해 시 마나 흡수","Drenagem de Mana de qualquer Dano de Ataque","Похищение маны от любого урона от атак","Absorción de maná por cualquier daño de ataque","ดูดมานา จากความเสียหาย ทุกชนิด จากการโจมตี","任何攻擊傷害偷取魔力",[5500],1,[],"[1339,435]",2,1,[14],0
255,"ManaLeechPhysicalDamage","Mana Leech from Physical Damage","Mana drainé par les Dégâts physiques","Manaraub durch physischen Schaden","物理ダメージからのマナリーチ","물리 피해 시 마나 흡수","Drenagem de Mana de Dano Físico","Похищение маны от физического урона","Absorción de maná por daño físico","ดูดมานา จากความเสียหาย กายภาพ","物理傷害魔力偷取",[2201],1,[],[1339],2,1,[14],0
256,"ManaLeechFireDamage","Mana Leech from Fire Damage","Mana drainé par les Dégâts de feu","Manaraub durch Feuerschaden","火ダメージからのマナリーチ","화염 피해 시 마나 흡수","Drenagem de Mana de Dano de Fogo","Похищение маны от урона огнём","Absorción de maná por daño de fuego","ดูดมานา จากความเสียหาย ไฟ","火焰傷害魔力偷取",[2202],1,[],[1339],2,1,[14],0
257,"ManaLeechColdDamage","Mana Leech from Cold Damage","Mana drainé par les Dégâts de froid","Manaraub durch Kälteschaden","冷気ダメージからのマナリーチ","냉기 피해 시 마나 흡수","Drenagem de Mana de Dano de Gelo","Похищение маны от урона холодом","Absorción de maná por daño de hielo","ดูดมานา จากความเสียหาย น้ำแข็ง","冰冷傷害魔力偷取",[2203],1,[],[1339],2,1,[14],0
258,"ManaLeechLightningDamage","Mana Leech from Lightning Damage","Mana drainé par les Dégâts de foudre","Manaraub durch Blitzschaden","雷ダメージからのマナリーチ","번개 피해 시 마나 흡수","Drenagem de Mana de Dano de Raio","Похищение маны от урона молнией","Absorción de maná por daño de rayo","ดูดมานา จากความเสียหาย สายฟ้า","閃電傷害魔力偷取",[2204],1,[],[1339],2,1,[14],0
259,"ManaLeechChaosDamage","Mana Leech from Chaos Damage","Mana drainé par les Dégâts de chaos","Manaraub durch Chaosschaden","混沌ダメージからのマナリーチ","카오스 피해 시 마나 흡수","Drenagem de Mana de Dano de Caos","Похищение маны от урона хаосом","Absorción de maná por daño de caos","ดูดมานา จากความเสียหาย เคออส","混沌傷害魔力偷取",[2205],1,[],[1339],2,1,[14],0
260,"MaxManaLeechAmount","Base Maximum Recovery per Mana Leech","Récupération maximale de base par Drain de Mana","Maximale Basis-Wiederherstellung pro Manaraub","マナリーチインスタンスごとのベース最大回復量","마나 흡수당 기본 최대 회복량","Recuperação Máxima por Dreno de Mana Base","Базовый предел восстановления за эффект похищения маны","<size:22>{Recuperación máxima base por cada absorción de maná}","การเติมสูงสุด ต่อจำนวนครั้งของการ ดูดมานา","每個魔力偷取基礎最大恢復","[9191,9265]",10,[],[1339],2,"","[0,0]",0
261,"ManaLeechSpeed","Mana Leech total Recovery per second modifier","Modificateur du total de Récupération de Mana drainé par seconde","Mod. für Gesamtwiederherstellung pro Sek. durch Manaraub","秒間最大マナリーチ回復量モッド","초당 마나 흡수 총 회복량 속성 부여","Modificador de Recuperação de Dreno de Mana total por segundo","Модификатор итогового восстановления в секунду за счёт похищения маны","<size:22>{Modificador de recuperación total por segundo por absorción de maná}","ม็อดอัตราการ เติมสุทธิจากการ ดูดมานา","每秒魔力偷取恢復修正",[2931],7,[],[1339],2,1,[],0
262,"MaxManaLeechRecoveryRate","Maximum total Mana Recovery per second from Leech","Récupération maximale de Mana par seconde avec le Drain","Max. Mana-Gesamtwiederherst. pro Sek. durch Raub","リーチによる秒間最大合計マナ回復量","흡수로 인한 초당 총 마나 회복량 최대치","Recuperação total Máxima de Mana por segundo do Dreno","Максимум итогового восстановления в секунду от похищения маны","<size:22>{Recuperación de maná total máximo por segundo por absorción de maná}","อัตราการ เติมมานา สุทธิสูงสุดจากการ ดูด","偷取每秒最大總魔力恢復","[9194,9260]",10,[],[1339],2,"","[6,0]",0
263,"Spell_EnergyShieldLeech","Energy Shield Leech from Spell Damage","Drain de Bouclier d'énergie provenant des Dégâts des sorts","Energieschildraub durch Zauberschaden","スペルダメージからのエナジーシールドリーチ","주문 피해 시 에너지 보호막 흡수","Dreno de Escudo de Energia do Dano Mágico","Похищение энергетического щита от урона чарами","Absorción de escudo de energía por daño de hechizos","ดูดโล่พลังงาน จากความเสียหาย เวท","法術傷害偷取能量護盾",[8823],1,[435],"[8826,1635]",2,1,[14],0
264,"EnergyShieldLeechPhysicalDamage","Energy Shield Leech from Physical Damage","Drain de Bouclier d'énergie provenant des Dégâts physiques","Energieschildraub durch physischen Schaden","物理ダメージからのエナジーシールドリーチ","물리 피해 시 에너지 보호막 흡수","Dreno de Escudo de Energia do Dano Físico","Похищение энергетического щита от физического урона","Absorción de escudo de energía por daño físico","ดูดโล่พลังงาน จากความเสียหาย กายภาพ","物理傷害偷取能量護盾",[8861],1,[],[8826],2,1,[14],0
265,"EnergyShieldLeechFireDamage","Energy Shield Leech from Fire Damage","Drain de Bouclier d'énergie provenant des Dégâts de feu","Energieschildraub durch Feuerschaden","火ダメージからのエナジーシールドリーチ","화염 피해 시 에너지 보호막 흡수","Dreno de Escudo de Energia do Dano de Fogo","Похищение энергетического щита от урона огнём","Absorción de escudo de energía por daño de fuego","ดูดโล่พลังงาน จากความเสียหาย ไฟ","火焰傷害偷取能量護盾",[8821],1,[],[8826],2,1,[14],0
266,"EnergyShieldLeechColdDamage","Energy Shield Leech from Cold Damage","Drain de Bouclier d'énergie provenant des Dégâts de froid","Energieschildraub durch Kälteschaden","冷気ダメージからのエナジーシールドリーチ","냉기 피해 시 에너지 보호막 흡수","Dreno de Escudo de Energia do Dano de Gelo","Похищение энергетического щита от урона холодом","Absorción de escudo de energía por daño de hielo","ดูดโล่พลังงาน จากความเสียหาย น้ำแข็ง","冰冷傷害偷取能量護盾",[8817],1,[],[8826],2,1,[14],0
267,"EnergyShieldLeechLightningDamage","Energy Shield Leech from Lightning Damage","Drain de Bouclier d'énergie provenant des Dégâts de foudre","Energieschildraub durch Blitzschaden","雷ダメージからのエナジーシールドリーチ","번개 피해 시 에너지 보호막 흡수","Dreno de Escudo de Energia do Dano de Raio","Похищение энергетического щита от урона молнией","Absorción de escudo de energía por daño de rayo","ดูดโล่พลังงาน จากความเสียหาย สายฟ้า","閃電傷害偷取能量護盾",[8819],1,[],[8826],2,1,[14],0
268,"EnergyShieldLeechChaosDamage","Energy Shield Leech from Chaos Damage","Drain de Bouclier d'énergie provenant des Dégâts de chaos","Energieschildraub durch Chaosschaden","混沌ダメージからのエナジーシールドリーチ","카오스 피해 시 에너지 보호막 흡수","Dreno de Escudo de Energia do Dano de Caos","Похищение энергетического щита от урона хаосом","Absorción de escudo de energía por daño de caos","ดูดโล่พลังงาน จากความเสียหาย เคออส","混沌傷害偷取能量護盾",[8862],1,[],[8826],2,1,[14],0
269,"MaxEnergyShieldLeechAmount","Base Maximum Recovery per Energy Shield Leech","Récupération maxi de base par Drain de Bouclier d'énergie","Maximale Basis-Wiederherstellung pro Energieschildraub","エナジーシールドリーチインスタンスごとのベース最大回復量","에너지 보호막 흡수당 기본 최대 회복량","Recuperação Máxima por Dreno de Escudo de Energia Base","Базовый предел восстановления за эффект похищения энергетического щита","<size:22>{Recuperación máxima base por cada absorción de escudo de energía}","การเติมสูงสุด ต่อจำนวนครั้งของการ ดูดโล่พลังงาน","每個能量護盾偷取基礎最大恢復","[9192,9266]",10,[],[8826],2,"","[0,0]",0
270,"EnergyShieldLeechSpeed","Energy Shield Leech total Recovery per second modifier","Modificateur du total de Récupération de Bouclier d'énergie drainé par seconde","Mod. für Gesamtwiederherst. pro Sek. durch Energieschildraub","秒間最大エナジーシールドリーチ回復量モッド","초당 에너지 보호막 흡수 총 회복량 속성 부여","Modificador de Recuperação de Dreno de Escudo de Energia total por segundo","Модификатор итогового восстановления в секунду за счёт похищения энергетического щита","<size:22>{Modificador de recuperación total de escudo de energía por segundo}","ม็อดอัตราการ เติม สุทธิจากการ ดูดโล่พลังงาน","每秒能量護盾偷取恢復修正",[8831],7,[],[],2,1,[],0
271,"MaxEnergyShieldLeechRecoveryRate","Maximum total Energy Shield Recovery per second from Leech","Récupération maximale de Bouclier d'énergie par seconde avec Drain","Max. Energieschild-Gesamtwiederherst. pro Sek. durch Raub","リーチによる秒間最大合計エナジーシールド回復量","흡수로 인한 1초당 총 에너지 보호막 회복량 최대치","Recuperação total Máxima de Escudo de Energia por segundo do Dreno","Максимум итогового восстановления в секунду от похищения энергетического щита","<size:22>{Recuperación de EE total máximo por segundo por absorción de EE}","อัตราการ เติมโล่พลังงาน สุทธิสูงสุดจากการ ดูด","偷取每秒最大總能量護盾恢復","[9195,8814]",10,[],[8826],2,"","[6,0]",0
272,"MH_LifeOnHit","Life gained on Main Hand Hit","Vie gagnée en touchant un ennemi (Main principale)","Haupthand: Lebenserhalt bei Treffer","メインハンドヒット時ライフ獲得","주 무기로 명중 시 생명력 획득","Vida obtida ao Acertar com a Mão Principal","Здоровье за удар правой рукой","Vida ganada con cada golpe con la mano principal","พลังชีวิตที่ได้รับ เมื่อปะทะ ด้วยมือหลัก","主手擊中時回復生命",[3076],0,[7650],[435],2,1,[],0
