"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[string]","bool","bool","bool","i32","i32","f32","rid","rid","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","[string]","i32","i32","i32","i32","i32","bool","bool","bool"
6814,"Metadata/Monsters/VaalArchitect/TempleVaalArchitect24",2205,40,3,6,12,"[""Metadata/Monsters/LeagueIncursion/VaalArchitectLightning.act""]","[""Metadata/Monsters/LeagueIncursion/TempleVaalArchitectLightning.ao""]","Metadata/Monsters/LeagueIncursion/TempleVaalArchitectLightning","[4039,4040]",1,"","",100,3,6,6,2,0,"[34,224,804,71,48,791,807,768,796,30,29,32,118,927]",200,[],70,135,700,500,0,"[7895,7896,7902,8893,7248,7796,7252,7366,7368,8440,8439]","Metadata/Monsters/LeagueIncursion/VaalArchitectLightning.ais",[],"",1,"Zantipi, Architect of Concealment",134,500,1755,[],[],"","","",13012,0,[8668],[],[],"",1,6,100,0,0,100,1342206905,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1778384896,14068,0,0,-1778384896,14068,0,0,-1778384896,14068,-33554432,-16843010,-16843010,-16843010,-922812674,0,16777216,0,-1778384896,14068,0,0,-1509949440,14068,167772160,1342177280,0,0,[],"","",1,0,0,0,500,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6815,"Metadata/Monsters/VaalArchitect/TempleVaalArchitect25",2205,40,3,6,12,"[""Metadata/Monsters/LeagueIncursion/VaalArchitectLightning.act""]","[""Metadata/Monsters/LeagueIncursion/TempleVaalArchitectLightning.ao""]","Metadata/Monsters/LeagueIncursion/TempleVaalArchitectLightning","[4039,4040]",1,"","",100,3,6,6,2,0,"[34,224,804,71,48,791,807,768,796,30,29,32,118,927]",200,[],70,135,700,500,0,"[7895,7896,7902,8893,7248,7796,7252,1350,7366,7368,8440,8439]","Metadata/Monsters/LeagueIncursion/VaalArchitectLightning.ais",[],"",1,"Opiloti, Architect of Strife",134,500,1755,[],[],"","","",13013,0,[8668],[],[],"",1,6,100,0,0,100,1342228012,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-201326592,14070,0,0,-201326592,14070,0,0,-201326592,14070,-33554432,-16843010,-16843010,-16843010,-922812674,0,16777216,0,-201326592,14070,0,0,67108864,14071,167772160,1342177280,0,0,[],"","",1,0,0,0,500,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6816,"Metadata/Monsters/VaalArchitect/TempleVaalArchitectChaosClone_",2205,40,3,6,12,"[""Metadata/Monsters/LeagueIncursion/VaalArchitectChaos.act""]","[""Metadata/Monsters/LeagueIncursion/TempleVaalArchitectChaos.ao""]","Metadata/Monsters/LeagueIncursion/TempleVaalArchitectClone",[6630],1,"","",100,3,6,6,2,0,"[34,769,224,804,119,71,48,791,807,796,30,29]",200,[],135,135,700,500,0,"[7898,7900]","Metadata/Monsters/LeagueIncursion/VaalArchitectChaosClone.ais",[],"",4,"Vaal Manifestation",134,500,1755,[],[],"","","",12989,0,[],[36720],[],"",1,6,100,0,0,100,1342199346,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,201326592,14073,0,0,201326592,14073,0,0,201326592,14073,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,201326592,14073,0,0,201326592,14073,167772160,1342177280,0,0,[],"","",1,0,0,0,500,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6817,"Metadata/Monsters/VaalArchitect/HoodedVaalArchitectBoss1",2206,40,3,6,12,"[""Metadata/Monsters/LeagueIncursion/HoodedVaalArchitectBoss.act""]","[""Metadata/Monsters/LeagueIncursion/HoodedVaalArchitectBoss.ao""]","Metadata/Monsters/LeagueIncursion/HoodedVaalArchitectBoss","[4039,4040]",1,"","",100,3,6,6,2,0,"[34,224,804,766,71,48,791,807,796,30,29,32,118]",300,[],70,135,700,500,0,"[7893,7894,7901,6520,8818,1411,8441,8442,7368,2977,9368]","Metadata/Monsters/LeagueIncursion/HoodedVaalArchitectBoss.ais",[],"",1,"Ixtolatl, Artisan of Sacrifice",144,450,1755,[],[],"","","",13014,0,[8668],[],[],"",1,6,100,0,0,100,1342223511,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1845493760,14077,0,0,1845493760,14077,0,0,1845493760,14077,-33554432,-16843010,-16843010,-16843010,-922812674,0,16777216,0,1845493760,14077,0,0,2113929216,14077,167772160,1342177280,0,0,[],"","",1,0,0,0,450,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6818,"Metadata/Monsters/VaalArchitect/HoodedVaalArchitectBoss2",2207,40,3,6,12,"[""Metadata/Monsters/LeagueIncursion/HoodedVaalArchitectBoss.act""]","[""Metadata/Monsters/LeagueIncursion/HoodedVaalArchitectBoss.ao""]","Metadata/Monsters/LeagueIncursion/HoodedVaalArchitectBoss","[4039,4040]",1,"","",100,3,6,6,2,0,"[34,224,804,766,71,48,791,807,796,30,29,32,118]",300,[],70,135,700,500,0,"[7893,7894,7901,6520,8818,1412,8441,8442,7368,2977,9369]","Metadata/Monsters/LeagueIncursion/HoodedVaalArchitectBoss.ais",[],"",1,"Mahuatzi, Artisan of Desire",144,750,1755,[],[],"","","",13014,0,[8668],[],[],"",1,6,100,0,0,100,1342197557,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-335544320,14079,0,0,-335544320,14079,0,0,-335544320,14079,-33554432,-16843010,-16843010,-16843010,-922812674,0,16777216,0,-335544320,14079,0,0,-67108864,14079,167772160,1342177280,0,0,[],"","",1,0,0,0,750,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6819,"Metadata/Monsters/Daemon/DaemonVaalArchitect2Spawner",1131,8,2,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/DaemonVaalArchitect2Spawner",[],1,"","",100,1,3,6,9,0,"[792,814,818,791,830,801]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342202877,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-671088640,14080,0,0,-671088640,14080,0,0,-671088640,14080,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-671088640,14080,0,0,-671088640,14080,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6820,"Metadata/Monsters/Daemon/DaemonVaalArchitectArmourStorm",1131,8,1,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/3secDurationDaemon",[],1,"","",100,1,6,6,9,0,"[34,792,814,818,791,765,801]",100,[],105,105,700,500,0,[1409],"Metadata/Monsters/Daemon/DaemonArchitectArmourStorm.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342194533,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1509949440,14082,0,0,-1509949440,14082,0,0,-1509949440,14082,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1509949440,14082,0,0,-1509949440,14082,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6821,"Metadata/Monsters/SecretPolice/VaalArchitectVoidMinion",1650,34,3,6,8,"[""Metadata/Monsters/SecretPolice/IncursionArchitectExplodingMinion.act""]","[""Metadata/Monsters/SecretPolice/IncursionArchitectExplodingMinion.ao""]","Metadata/Monsters/SecretPolice/IncursionArchitectExplodingMinion",[6630],1,"","",92,3,6,2,1,0,"[34,56,806,791,768,796,803,764,31,29,765,118,820]",150,[],105,105,700,500,0,"[381,6525,6526]","Metadata/Monsters/SecretPolice/IncursionArchitectExplodingMinion.ais","[6190,6190]","",1,"Returned Voidwalker",150,600,900,[],[],"","","","",0,[],[36720],[],"",1,6,100,0,0,100,1342205681,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1241513984,14086,0,0,-1241513984,14086,0,0,-1241513984,14086,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1241513984,14086,0,0,-1241513984,14086,167772160,1342177280,0,0,[],"","",1,0,0,0,600,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6822,"Metadata/Monsters/LeagueIncursion/IncursionPipe",1131,8,4,6,6,"[""Metadata/Monsters/LeagueIncursion/Pipes/Pipes1.act""]","[""Metadata/Monsters/LeagueIncursion/Pipes/Pipes1.ao""]","Metadata/Monsters/LeagueIncursion/IncursionPipe",[],1,"","",80,2,6,6,9,0,"[34,793,814,818,791,1142,32,801]",100,[],105,105,700,500,0,"[852,5355]","Metadata/Monsters/LeagueIncursion/Pipes/Pipes.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342181308,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-67108864,14088,0,0,-67108864,14088,0,0,-67108864,14088,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-67108864,14088,0,0,-67108864,14088,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6823,"Metadata/Monsters/LeagueIncursion/IncursionPipe2",1131,8,4,6,6,"[""Metadata/Monsters/LeagueIncursion/Pipes/Pipes2.act""]","[""Metadata/Monsters/LeagueIncursion/Pipes/Pipes1.ao""]","Metadata/Monsters/LeagueIncursion/IncursionPipe",[],1,"","",80,2,6,6,9,0,"[34,793,814,818,791,1142,32,801]",100,[],105,105,700,500,0,"[852,5355]","Metadata/Monsters/LeagueIncursion/Pipes/Pipes.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342222834,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2013265920,14090,0,0,2013265920,14090,0,0,2013265920,14090,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,2013265920,14090,0,0,2013265920,14090,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6824,"Metadata/Monsters/LeagueIncursion/IncursionPipe3",1131,8,4,6,6,"[""Metadata/Monsters/LeagueIncursion/Pipes/Pipes3.act""]","[""Metadata/Monsters/LeagueIncursion/Pipes/Pipes1.ao""]","Metadata/Monsters/LeagueIncursion/IncursionPipe",[],1,"","",80,2,6,6,9,0,"[34,793,814,818,791,1142,32,801]",100,[],105,105,700,500,0,"[852,5355]","Metadata/Monsters/LeagueIncursion/Pipes/Pipes.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342190363,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-201326592,14091,0,0,-201326592,14091,0,0,-201326592,14091,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-201326592,14091,0,0,-201326592,14091,167772160,1342177280,0,0,[],"","",1,0,0,0,100,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6825,"Metadata/Monsters/incaminion/FragmentIncursion",2234,32,3,6,25,"[""Metadata/Monsters/incaminion/IncaMinionPoison.act""]","[""Metadata/Monsters/incaminion/FragmentMachinarium.ao""]","Metadata/Monsters/LeagueIncursion/VaalFragment",[],1,"","",100,2,6,4,9,0,"[34,769,74,814,791,796,803,1142,30,29,822,32]",60,[],105,105,700,500,0,[1164],"Metadata/Monsters/LeagueIncursion/VaalFragment.ais",[],"",10,"Ancient Construct",144,120,1320,[],[],"","","","",0,[],[],[],1,3,4,61,0,0,61,1342236105,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-67108864,14093,0,0,-67108864,14093,0,0,-67108864,14093,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-67108864,14093,0,0,-67108864,14093,167772160,1342177280,0,0,[],"",1,"",-5,10,0,120,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6826,"Metadata/Monsters/incaminion/FragmentIncursionMap",2235,32,3,6,25,"[""Metadata/Monsters/incaminion/IncaMinionPoison.act""]","[""Metadata/Monsters/incaminion/FragmentMachinarium.ao""]","Metadata/Monsters/LeagueIncursion/VaalFragment",[],1,"","",100,2,6,4,9,0,"[34,769,74,814,791,796,803,1142,30,29,822,32]",67,[],105,105,700,500,0,[1164],"Metadata/Monsters/LeagueIncursion/VaalFragment.ais",[],"",10,"Ancient Construct",241,201,1320,[],[],"","","","",0,[],[],[],1,3,4,61,0,0,61,1342190469,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1107296256,14095,0,0,1107296256,14095,0,0,1107296256,14095,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1107296256,14095,0,0,1107296256,14095,167772160,1342177280,0,0,[],"",1,"",-5,10,0,201,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6827,"Metadata/Monsters/incaminion/FragmentIncursionMapMemoryLine",2235,32,3,6,25,"[""Metadata/Monsters/incaminion/IncaMinionPoison.act""]","[""Metadata/Monsters/incaminion/FragmentMachinarium.ao""]","Metadata/Monsters/LeagueIncursion/VaalFragment",[],1,"","",100,2,6,4,9,0,"[34,769,74,814,791,796,803,1142,1008,30,29,822,32]",67,[],105,105,700,500,0,[1164],"Metadata/Monsters/LeagueIncursion/VaalFragment.ais",[],"",10,"Ancient Construct",241,201,1320,[],[],"","","","",0,[],[],[],1,3,4,61,0,0,61,1342190750,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1409286144,14096,0,0,-1409286144,14096,0,0,-1409286144,14096,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1409286144,14096,0,0,-1409286144,14096,167772160,1342177280,0,0,[],"",1,"",-5,10,0,201,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueIncursion/MemoryLineSpawn""]",0,0,0,0,0,"","",""
6828,"Metadata/Monsters/incaminion/FragmentIncursionTemple",2236,32,3,6,25,"[""Metadata/Monsters/incaminion/IncaMinionPoison.act""]","[""Metadata/Monsters/incaminion/FragmentMachinarium.ao""]","Metadata/Monsters/LeagueIncursion/VaalFragmentTemple",[],1,"","",100,2,6,4,9,0,"[34,769,74,814,791,796,803,1142,30,29,822,32]",50,[],105,105,700,500,0,[1164],"Metadata/Monsters/LeagueIncursion/VaalFragment.ais",[],"",10,"Ancient Construct",240,200,1320,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,1342190013,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1811939328,14098,0,0,1811939328,14098,0,0,1811939328,14098,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1811939328,14098,0,0,1811939328,14098,167772160,1342177280,0,0,[],"",1,"",-5,10,0,200,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6829,"Metadata/Monsters/incaminion/FragmentIncursionTempleMap",2237,32,3,6,25,"[""Metadata/Monsters/incaminion/IncaMinionPoison.act""]","[""Metadata/Monsters/incaminion/FragmentMachinarium.ao""]","Metadata/Monsters/LeagueIncursion/VaalFragmentTemple",[],1,"","",100,2,6,4,9,0,"[34,769,74,814,791,796,803,1142,30,29,822,32]",100,[],105,105,700,500,0,[1164],"Metadata/Monsters/LeagueIncursion/VaalFragment.ais",[],"",10,"Ancient Construct",240,200,1320,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,1342192273,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1107296256,14099,0,0,-1107296256,14099,0,0,-1107296256,14099,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1107296256,14099,0,0,-1107296256,14099,167772160,1342177280,0,0,[],"",1,"",-5,10,0,200,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6830,"Metadata/Monsters/Snake/SnakeMeleeIncaIncursion",2238,30,3,6,6,"[""Metadata/Monsters/Snake/SnakeMeleeOnly.act""]","[""Metadata/Monsters/Snake/Snake5/Snake5.ao""]","Metadata/Monsters/LeagueIncursion/VaalSnake",[],1,"","",100,2,6,6,10,0,"[72,74,792,787,774,803,764,815,1142,31,29,765,118,50]",63,[],105,105,700,500,0,[382],"Metadata/Monsters/Snake/MeleeSnake.ais",[6205],"",1,"Serpentine Construct",132,151,1095,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,1342241626,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1979711488,14101,0,0,-1979711488,14101,0,0,-1979711488,14101,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1979711488,14101,0,0,-1979711488,14101,167772160,1342177280,0,0,[],"",1,"",-10,10,0,151,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6831,"Metadata/Monsters/Snake/SnakeMeleeIncaIncursionMap",2239,30,3,6,6,"[""Metadata/Monsters/Snake/SnakeMeleeOnly.act""]","[""Metadata/Monsters/Snake/Snake5/Snake5.ao""]","Metadata/Monsters/LeagueIncursion/VaalSnake",[],1,"","",100,2,6,6,10,0,"[72,74,792,787,774,803,764,815,1142,31,29,765,118,50]",84,[],105,105,700,500,0,[382],"Metadata/Monsters/Snake/MeleeSnake.ais",[6205],"",1,"Serpentine Construct",151,302,1095,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,1342235498,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,33554432,14103,0,0,33554432,14103,0,0,33554432,14103,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,33554432,14103,0,0,33554432,14103,167772160,1342177280,0,0,[],"",1,"",-10,10,0,302,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6832,"Metadata/Monsters/Snake/SnakeMeleeIncaIncursionMapMemoryLine",2239,30,3,6,6,"[""Metadata/Monsters/Snake/SnakeMeleeOnly.act""]","[""Metadata/Monsters/Snake/Snake5/Snake5.ao""]","Metadata/Monsters/LeagueIncursion/VaalSnake",[],1,"","",100,2,6,6,10,0,"[72,74,792,787,774,803,764,815,1142,1008,31,29,765,118,50]",84,[],105,105,700,500,0,[382],"Metadata/Monsters/Snake/MeleeSnake.ais",[6205],"",1,"Serpentine Construct",151,302,1095,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,1342179238,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1644167168,14104,0,0,-1644167168,14104,0,0,-1644167168,14104,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1644167168,14104,0,0,-1644167168,14104,167772160,1342177280,0,0,[],"",1,"",-10,10,0,302,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueIncursion/MemoryLineSpawn""]",0,0,0,0,0,"","",""
6833,"Metadata/Monsters/Snake/SnakeMeleeIncaIncursionTemple",2240,30,3,6,6,"[""Metadata/Monsters/Snake/SnakeMeleeOnly.act""]","[""Metadata/Monsters/Snake/Snake5/Snake5.ao""]","Metadata/Monsters/LeagueIncursion/VaalSnakeTemple",[],1,"","",100,2,6,6,10,0,"[72,74,792,787,774,803,764,815,1142,31,29,765,118,50]",63,[],105,105,700,500,0,[382],"Metadata/Monsters/Snake/MeleeSnake.ais",[6205],"",1,"Serpentine Construct",151,302,1095,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,1342217613,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1979711488,14106,0,0,-1979711488,14106,0,0,-1979711488,14106,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1979711488,14106,0,0,-1979711488,14106,167772160,1342177280,0,0,[],"",1,"",-10,10,0,302,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6834,"Metadata/Monsters/Snake/SnakeMeleeIncaIncursionTempleMap",2241,30,3,6,6,"[""Metadata/Monsters/Snake/SnakeMeleeOnly.act""]","[""Metadata/Monsters/Snake/Snake5/Snake5.ao""]","Metadata/Monsters/LeagueIncursion/VaalSnakeTemple",[],1,"","",100,2,6,6,10,0,"[72,74,792,787,774,803,764,815,1142,31,29,765,118,50]",125,[],105,105,700,500,0,[382],"Metadata/Monsters/Snake/MeleeSnake.ais",[6205],"",1,"Serpentine Construct",150,300,1095,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,1342223249,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,234881024,14108,0,0,234881024,14108,0,0,234881024,14108,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,234881024,14108,0,0,234881024,14108,167772160,1342177280,0,0,[],"",1,"",-10,10,0,300,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6835,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalMaulIncursion",2242,10,3,4,11,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonTwoHandedMace.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonKnight.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstruct",[],1,"","",115,3,6,3,8,100,"[821,813,122,74,781,776,796,764,1142,30,31,765,51,73,801]",50,[],105,105,700,500,0,"[382,276]","Metadata/Monsters/Skeletons/SkeletonKnightElementalHit.ais",[],"",8,"Vaal Fallen",161,140,1320,[7332],[],"",17,"","",0,[],[],[],1,3,4,12,0,0,100,1342188041,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,419364606,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,771751936,14110,0,0,771751936,14110,0,0,771751936,14110,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,771751936,14110,0,0,771751936,14110,167772160,1342177280,0,0,[],"",1,"",-5,5,0,140,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6836,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalMaulIncursionMap",2243,10,3,4,11,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonTwoHandedMace.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonKnight.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstruct",[],1,"","",115,3,6,3,8,100,"[821,813,122,74,781,776,796,764,1142,30,31,765,51,73,801]",67,[],105,105,700,500,0,"[382,276]","Metadata/Monsters/Skeletons/SkeletonKnightElementalHit.ais",[],"",8,"Vaal Fallen",161,281,1320,[7332],[],"",17,"","",0,[],[],[],1,3,4,12,0,0,100,1342204257,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,419364606,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,-234881024,14111,0,0,-234881024,14111,0,0,-234881024,14111,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-234881024,14111,0,0,-234881024,14111,167772160,1342177280,0,0,[],"",1,"",-5,5,0,281,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6837,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalMaulIncursionMapMemoryLine",2243,10,3,4,11,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonTwoHandedMace.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonKnight.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstruct",[],1,"","",115,3,6,3,8,100,"[821,813,122,74,781,776,796,764,1142,1008,30,31,765,51,73,801]",67,[],105,105,700,500,0,"[382,276]","Metadata/Monsters/Skeletons/SkeletonKnightElementalHit.ais",[],"",8,"Vaal Fallen",161,281,1320,[7332],[],"",17,"","",0,[],[],[],1,3,4,12,0,0,100,1342197787,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,419364606,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,0,-637534208,14113,0,0,-637534208,14113,0,0,-637534208,14113,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-637534208,14113,0,0,-637534208,14113,167772160,1342177280,0,0,[],"",1,"",-5,5,0,281,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueIncursion/MemoryLineSpawn""]",0,0,0,0,0,"","",""
