"rownum","Id","Name","Metadata","rid","NPCMasterKey","ShortName","i32","NPCAudios1","NPCAudios2","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32"
227,"Metadata/NPC/Act7/YeenaVaalCity","Yeena","Metadata/NPC/NPC","","","",7,[],[],-16898447,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
228,"Metadata/NPC/Act7/Eramir","Eramir","Metadata/NPC/NPC","","","",7,[6],[7],-16853884,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
229,"Metadata/NPC/Act7/Helena","Helena","Metadata/NPC/NPC","",3,"",7,[24],[25],-16871841,-16843010,-16843010,-16843010,-16843010,"",-16843010,100794110,0,0,0,100663296,1,0
230,"Metadata/NPC/Act7/SilkSins","Silk","Metadata/NPC/NPC","","","",7,[13],[],-16869595,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
231,"Metadata/NPC/Act7/SilkArakaali","Silk","Metadata/NPC/NPC","","","",7,[],[],-16870326,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
232,"Metadata/NPC/Act8/Hargan","Hargan","Metadata/NPC/Act3/Hargan","","","",8,[14],[15],-16863656,-16843010,-16843010,-16843010,-16843010,"",-16843010,117571326,0,0,0,-1610612736,0,0
233,"Metadata/NPC/Act8/Maramoa","Maramoa","Metadata/NPC/Act3/Maramoa","","","",8,[18],[19],-16877458,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
234,"Metadata/NPC/Act8/ClarissaTown","Clarissa","Metadata/NPC/NPC","","","",8,[22],[23],-16846554,-16843010,-16843010,-16843010,-16843010,"",-16843010,302120702,0,0,0,100663296,1,0
235,"Metadata/NPC/Act8/ClarissaQuay","Clarissa","Metadata/NPC/NPC","","","",8,[],[],-16865922,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
236,"Metadata/NPC/Act8/Tolman","Tolman","Metadata/NPC/NPC","","","",8,[],[],-16892240,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
237,"Metadata/NPC/Act8/SinTown","Sin","Metadata/NPC/NPC","","","",8,[72],[73],-16902853,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
238,"Metadata/NPC/Act8/SinDoedre","Sin","Metadata/NPC/NPC","","","",8,[72],[73],-16852480,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
239,"Metadata/NPC/Act8/SinYugul","Sin","Metadata/NPC/NPC",2399,"","",8,[72],[73],-16903818,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
240,"Metadata/NPC/Act8/SinSolarisLunaris","Sin","Metadata/NPC/NPC",2400,"","",8,[72],[73],-16895058,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
241,"Metadata/NPC/Act5/Avarius","Avarius","Metadata/NPC/NPC","","","",5,[],[],-16906396,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
242,"Metadata/NPC/Act5/Innocence","Innocence","Metadata/NPC/NPC","","","",5,[],[],-16866490,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
243,"Metadata/NPC/Info/RalakeshGlyph","Ode to Ralakesh","Metadata/NPC/Info/StoryGlyphBase","","","",7,[],[],-16900299,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
244,"Metadata/NPC/Info/SilkLetter","Love Letter","Metadata/NPC/Info/StoryGlyphBase","","","",7,[],[],-16889075,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
245,"Metadata/NPC/Info/MaligaroTome","Maligaro's Manifesto","Metadata/NPC/Info/StoryGlyphBase","","","",7,[],[],-16895205,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
246,"Metadata/NPC/Info/ArakaaliGlyph1","Shrine to Arakaali","Metadata/NPC/Info/StoryGlyphBase",3058,"","",7,[],[],-16895130,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
247,"Metadata/NPC/Info/ArakaaliGlyph2","Shrine to Arakaali","Metadata/NPC/Info/StoryGlyphBase",3058,"","",7,[],[],-16871596,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
248,"Metadata/NPC/Info/ArakaaliGlyph3","Shrine to Arakaali","Metadata/NPC/Info/StoryGlyphBase",3058,"","",7,[],[],-16868185,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
249,"Metadata/NPC/Info/ArakaaliGlyph4","Shrine to Arakaali","Metadata/NPC/Info/StoryGlyphBase",3058,"","",7,[],[],-16900785,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
250,"Metadata/NPC/Info/ArakaaliGlyph5","Shrine to Arakaali","Metadata/NPC/Info/StoryGlyphBase",3058,"","",7,[],[],-16873967,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
251,"Metadata/NPC/Info/UtulaGlyph1","Kitava's Hunger I","Metadata/NPC/Info/StoryGlyphBase","","","",5,[],[],-16860563,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
252,"Metadata/NPC/Info/UtulaGlyph2","Kitava's Hunger II","Metadata/NPC/Info/StoryGlyphBase","","","",5,[],[],-16885055,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
253,"Metadata/NPC/Info/UtulaGlyph3","Kitava's Hunger III","Metadata/NPC/Info/StoryGlyphBase","","","",5,[],[],-16864965,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
254,"Metadata/NPC/Info/DominusPrisonOrders","Order of Protection","Metadata/NPC/Info/StoryGlyphBase","","","",1,[],[],-16908007,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
255,"Metadata/NPC/Info/ShavronneManifesto","Shavronne's Manifesto","Metadata/NPC/Info/StoryGlyphBase","","","",6,[],[],-16865937,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
256,"Metadata/NPC/Info/AbberathGlyph","Primitive Carving","Metadata/NPC/Info/StoryGlyphBase","","","",6,[],[],-16889777,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
257,"Metadata/NPC/Info/RyslathaGlyph","Worn Carving","Metadata/NPC/Info/StoryGlyphBase","","","",6,[],[],-16895274,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
258,"Metadata/NPC/Info/TukohamaGlyph","Karui Carving","Metadata/NPC/Info/StoryGlyphBase","","","",6,[],[],-16844683,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
259,"Metadata/NPC/Info/BrineKingGlyph1","Message in a Bottle","Metadata/NPC/Info/StoryGlyphBase","","","",6,[],[],-16851325,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
260,"Metadata/NPC/Info/BrineKingGlyph2","Leatherbound Logbook","Metadata/NPC/Info/StoryGlyphBase",2391,"","",6,[],[],-16878977,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
261,"Metadata/NPC/Info/BrineKingGlyph3","Letter Fragment","Metadata/NPC/Info/StoryGlyphBase","","","",6,[],[],-16870177,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
262,"Metadata/NPC/Info/BrineKingGlyph4","Templar Report","Metadata/NPC/Info/StoryGlyphBase","","","",6,[],[],-16857878,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
263,"Metadata/NPC/Info/BrineKingGlyph5","Shrine to the Brine King","Metadata/NPC/Info/StoryGlyphBase","","","",6,[],[],-16875976,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
264,"Metadata/NPC/Info/DoedreManifesto","Doedre's Manifesto","Metadata/NPC/Info/StoryGlyphBase","","","",8,[],[],-16902328,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
265,"Metadata/NPC/Info/YugulGlyph","Primitive Carving","Metadata/NPC/Info/StoryGlyphBase","","","",8,[],[],-16855155,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
266,"Metadata/NPC/Info/SolarisGlyph1","Solaris Statue","Metadata/NPC/Info/StoryGlyphBase","","","",8,[],[],-16878369,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
267,"Metadata/NPC/Info/SolarisGlyph2","Solaris Statue","Metadata/NPC/Info/StoryGlyphBase","","","",8,[],[],-16896274,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
268,"Metadata/NPC/Info/SolarisGlyph3","Solaris Statue","Metadata/NPC/Info/StoryGlyphBase","","","",8,[],[],-16899449,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
269,"Metadata/NPC/Info/LunarisGlyph1","Lunaris Statue","Metadata/NPC/Info/StoryGlyphBase","","","",8,[],[],-16869116,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
270,"Metadata/NPC/Info/LunarisGlyph2","Lunaris Statue","Metadata/NPC/Info/StoryGlyphBase","","","",8,[],[],-16852304,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
271,"Metadata/NPC/Info/LunarisGlyph3","Lunaris Statue","Metadata/NPC/Info/StoryGlyphBase","","","",8,[],[],-16864439,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
272,"Metadata/NPC/Info/VaalLetters/VaalLetter_13","Research Journal","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16854935,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
273,"Metadata/NPC/Info/VaalLetters/VaalLetter_14","Research Journal","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16893362,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
274,"Metadata/NPC/Info/VaalLetters/VaalLetter_15","Research Journal","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16905165,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
275,"Metadata/NPC/Info/VaalLetters/VaalLetter_16","Research Journal","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16881603,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
276,"Metadata/NPC/Info/TriumphOfInnocence","Triumph of Innocence","Metadata/NPC/Info/StoryGlyphBase","","","",5,[],[],-16869883,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
277,"Metadata/NPC/Info/StainedGlassWindow1","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,[],[],-16889389,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
278,"Metadata/NPC/Info/StainedGlassWindow2","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,[],[],-16871659,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
279,"Metadata/NPC/Info/StainedGlassWindow3","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,[],[],-16852487,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
280,"Metadata/NPC/Info/StainedGlassWindow4","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,[],[],-16896195,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
281,"Metadata/NPC/Info/StainedGlassWindow5","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,[],[],-16894301,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
282,"Metadata/NPC/Info/StainedGlassWindow6","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,[],[],-16875041,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
283,"Metadata/NPC/Info/StainedGlassWindow7","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,[],[],-16857822,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
284,"Metadata/NPC/Info/StainedGlassWindow8","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,[],[],-16871634,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
285,"Metadata/NPC/Act9/PetarusVanja","Petarus and Vanja","Metadata/NPC/Act4/PetarusVanja","","","",9,[33],[34],-16850252,-16843010,-16843010,-16843010,-16843010,"",-16843010,318897918,0,0,0,-1409286144,38,0
286,"Metadata/NPC/Act9/Tasuni","Tasuni","Metadata/NPC/Act4/Tasuni","","","",9,[41],[42],-16906158,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
287,"Metadata/NPC/Act9/Irasha","Irasha","Metadata/NPC/NPC","","","",9,[],[],-16870263,-16843010,-16843010,-16843010,-16843010,"",-16843010,134348542,0,0,0,100663296,1,0
288,"Metadata/NPC/Act9/SinTown","Sin","Metadata/NPC/NPC","","","",9,[72],[73],-16898608,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
289,"Metadata/NPC/Act9/SinQuarry","Sin","Metadata/NPC/NPC","","","",9,[72],[73],-16855363,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
290,"Metadata/NPC/Act9/SinGarukhan","Sin","Metadata/NPC/NPC",2402,"","",9,[72],[73],-16861523,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
291,"Metadata/NPC/Act9/SinShakari","Sin","Metadata/NPC/NPC",2401,"","",9,[72],[73],-16855941,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
292,"Metadata/NPC/Act9/SinCore","Sin","Metadata/NPC/NPC","","","",9,[],[],-16859204,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
293,"Metadata/NPC/Act9/Lilly","Lilly Roth","Metadata/NPC/Act10/Lilly","","","Lilly",9,[153],[154],-16898654,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
294,"Metadata/NPC/Act9/Weylam","Weylam Roth","Metadata/NPC/Act7/Weylam","","","Weylam",9,[70],[71],-16844341,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
295,"Metadata/NPC/Act10/Lani","Lani","Metadata/NPC/Act5/Lani","","","",10,[68],[69],-16853945,-16843010,-16843010,-16843010,-16843010,"",-16843010,335675134,0,0,0,100663296,1,0
296,"Metadata/NPC/Act10/BannonTown","Bannon","Metadata/NPC/NPC","","","",10,[62],[63],-16871110,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
297,"Metadata/NPC/Act10/BannonRooftop","Bannon","Metadata/NPC/NPC","","","",10,[],[],-16845384,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
298,"Metadata/NPC/Act10/Lilly","Lilly Roth","Metadata/NPC/NPC","","","Lilly",10,[153],[154],-16871390,-16843010,-16843010,-16843010,-16843010,"",-16843010,570556158,0,0,0,100663296,1,0
299,"Metadata/NPC/Act10/Weylam","Weylam Roth","Metadata/NPC/Act7/Weylam","","","Weylam",10,[70],[71],-16899791,-16843010,-16843010,-16843010,-16843010,"",-16843010,151125758,0,0,0,-1610612736,0,0
300,"Metadata/NPC/Act10/SinTown","Sin","Metadata/NPC/NPC","","","",10,[72],[73],-16849721,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
301,"Metadata/NPC/Act10/InnocenceTown","Innocence","Metadata/NPC/NPC","","","",10,[],[],-16860222,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
302,"Metadata/NPC/Act10/InnocenceSquare","Innocence","Metadata/NPC/NPC","","","",10,[],[],-16906589,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
303,"Metadata/NPC/Act10/SinTrough","Sin","Metadata/NPC/NPC","","","",10,[],[],-16870477,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
304,"Metadata/NPC/Act10/InnocenceTrough","Innocence","Metadata/NPC/NPC","","","",10,[],[],-16886316,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
305,"Metadata/NPC/Act5/SinOssuary","Sin","Metadata/NPC/NPC","","","",5,[],[],-16897304,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
306,"Metadata/NPC/Epilogue/Zana","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[49],[50],-16859206,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
307,"Metadata/NPC/Epilogue/Zana2","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[49],[50],-16872055,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
308,"Metadata/NPC/Epilogue/ZanaMap","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[],[],-16895965,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
309,"Metadata/NPC/Epilogue/ZanaCitadel","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[],[],-16844754,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
310,"Metadata/NPC/Epilogue/Lani","Lani","Metadata/NPC/Act10/Lani","","","",11,[68],[69],-16865538,-16843010,-16843010,-16843010,-16843010,"",-16843010,352452350,0,0,0,100663296,1,0
311,"Metadata/NPC/Epilogue/Weylam","Weylam Roth","Metadata/NPC/Act7/Weylam","","","Weylam",11,[70],[71],-16870940,-16843010,-16843010,-16843010,-16843010,"",-16843010,167902974,0,0,0,-1610612736,0,0
312,"Metadata/NPC/Epilogue/Weylam2","Weylam Roth","Metadata/NPC/Act7/Weylam","","","Weylam",11,[70],[71],-16886052,-16843010,-16843010,-16843010,-16843010,"",-16843010,167902974,0,0,0,-1610612736,0,0
313,"Metadata/NPC/Epilogue/Lilly","Lilly Roth","Metadata/NPC/Act10/Lilly","","","Lilly",11,[152],[154],-16846218,-16843010,-16843010,-16843010,-16843010,"",0,587268096,0,0,0,100663296,1,0
314,"Metadata/NPC/Epilogue/Lilly2","Lilly Roth","Metadata/NPC/Act10/Lilly","","","Lilly",11,[152],[154],-16876966,-16843010,-16843010,-16843010,-16843010,"",0,587268096,0,0,0,100663296,1,0
315,"Metadata/NPC/Epilogue/Sin","Sin","Metadata/NPC/Act10/SinTown",2403,"","",11,[72],[73],-16878949,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
316,"Metadata/NPC/Epilogue/Innocence","Innocence","Metadata/NPC/NPC",2403,"","",11,[],[],-16850147,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
317,"Metadata/NPC/Act7/YeenaArakaali","Yeena","Metadata/NPC/NPC","","","",7,[],[],-16885511,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
318,"Metadata/NPC/Info/KitavaCultistGlyph1","Cultist Tract","Metadata/NPC/Info/StoryGlyphBase","","","",10,[],[],-16908213,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
319,"Metadata/NPC/Info/KitavaCultistGlyph2","Cultist Tract","Metadata/NPC/Info/StoryGlyphBase","","","",10,[],[],-16902288,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
320,"Metadata/NPC/Info/KitavaCultistGlyph3","Cultist Tract","Metadata/NPC/Info/StoryGlyphBase","","","",10,[],[],-16907074,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
321,"Metadata/NPC/Info/ShaperMemoryFragmentBook","Book of Memories","Metadata/NPC/Info/StoryGlyphBase","","","",11,[],[],-16870141,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
322,"Metadata/NPC/Info/ShaperFinalMemoryFragment","Memory Fragment","Metadata/NPC/Info/StoryGlyphBase","","","",11,[],[],-16873205,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
323,"Metadata/Monsters/AtlasBosses/Zana","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[],[],-16872706,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
324,"Metadata/Monsters/AtlasBosses/ZanaUberElder","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[],[],-16893660,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
325,"Metadata/Monsters/KitavaBoss/InnocenceSin/Sin","Sin","Metadata/NPC/NPC","","","",11,[72],[73],-16889536,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
326,"Metadata/NPC/League/Betrayal/CadiroBetrayal","Cadiro Perandus","Metadata/NPC/NPC","","","Cadiro",0,[55],[56],-16873386,-16843010,-16843010,-16843010,-16843010,"",-16843010,369229566,0,0,0,-1610612736,0,0
327,"Metadata/NPC/Info/TutorialNPC","Tutorial NPC","Metadata/NPC/NPC","","","",0,[],[],-16859843,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
328,"Metadata/NPC/League/Incursion/TreasureHunterWild","Alva, Master Explorer","Metadata/NPC/NPC","",2,"Alva",0,[77],[78],-16885015,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
329,"Metadata/NPC/League/Incursion/TreasureHunterHideout","Alva, Master Explorer","Metadata/NPC/NPC","",2,"Alva",0,[77],[78],-16845569,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
330,"Metadata/Terrain/Leagues/Incursion/Objects/TreasureHunterSpawnMemoryLine","Alva, Master Explorer","Metadata/Terrain/Leagues/Incursion/Objects/TreasureHunterSpawnMemoryLine","","","Alva",0,[],[],-16854595,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
331,"Metadata/Monsters/LeagueIncursion/Alva","Alva, Master Explorer","Metadata/NPC/NPC","",2,"Alva",0,[],[],-16865543,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
332,"Metadata/NPC/League/Delve/DelveMiner","Niko, Master of the Depths","Metadata/NPC/NPC","",4,"Niko",0,"[79,81,83,85,87]","[80,82,84,86,88]",-16897593,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
333,"Metadata/NPC/League/Delve/DelveMinerWildVein","Niko, Master of the Depths","Metadata/NPC/NPC","",4,"Niko",0,"[79,81,83,85,87]","[80,82,84,86,88]",-16904113,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
334,"Metadata/NPC/League/Delve/DelveMinerWildChest","Niko, Master of the Depths","Metadata/NPC/NPC","",4,"Niko",0,"[79,81,83,85,87]","[80,82,84,86,88]",-16894953,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
335,"Metadata/NPC/League/Delve/DelveMinerHub","Niko, Master of the Depths","Metadata/NPC/NPC","",4,"Niko",0,"[79,81,83,85,87]","[80,82,84,86,88]",-16883233,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
336,"Metadata/NPC/League/Delve/DelveMinerMine","Niko, Master of the Depths","Metadata/NPC/NPC","",4,"Niko",0,"[79,81,83,85,87]","[80,82,84,86,88]",-16865605,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
337,"Metadata/NPC/League/Delve/DelveMinerHideout","Niko, Master of the Depths","Metadata/NPC/NPC","",4,"Niko",0,"[79,81,83,85,87]","[80,82,84,86,88]",-16889743,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,-1593901314,0,0
338,"Metadata/NPC/League/Betrayal/BetrayalNinjaCop","Jun, Veiled Master","Metadata/NPC/NPC",3156,5,"Jun",0,[89],[90],-16888861,-16843010,-16843010,-16843010,-16843010,"",0,-33488896,-16843010,-16843010,-16843010,117374718,1,0
339,"Metadata/NPC/League/Betrayal/BetrayalNinjaCopRaid","Jun, Veiled Master","Metadata/NPC/NPC",3156,5,"Jun",0,[89],[90],-16860401,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
