"rownum","string","i32","string","string","string","string","string","string","rid","rid","rid","string","i32","i32","i32","i32","i32","bool","string","bool","bool","bool"
2556,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionAlphaGriffinBoots",-805464147,"Imperial Eagle Boots","","Changes the appearance of any equipped boots to the Imperial Eagle Boots.","","","Boots Skin","",2,522,"",3,2,2,1,1,"","SupporterAlphaGriffinBoots",1,"",""
2557,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionAlphaGriffinGloves",1090974645,"Imperial Eagle Gloves","","Changes the appearance of any equipped gloves to the Imperial Eagle Gloves.","","","Gloves Skin","",2,522,"",3,2,2,1,1,"","SupporterAlphaGriffinGloves",1,"",""
2558,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionAlphaGriffinBodyArmour",63058534,"Imperial Eagle Body Armour","","Changes the appearance of any equipped body armour to the Imperial Eagle Body Armour.","","","Body Armour Skin","",2,522,"",3,2,2,1,1,"","SupporterAlphaGriffinBodyArmour",1,"",""
2559,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionAlphaGriffinPortraitFrame",2068870989,"Imperial Eagle Portrait Frame","","Adds the Imperial Eagle Portrait Frame to this character.","","","Portrait Frame Modification","",2,522,"",3,2,2,1,1,"","SupporterAlphaGriffinPortraitFrame",1,"",""
2560,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHeistBrimmedHat",388021550,"Heist Brimmed Hat","","Changes the appearance of any equipped helmet to the Heist Brimmed Hat.","","","Helmet Skin","",1,522,"",3,2,2,1,1,"","HeistBrimmedHat",1,"",""
2561,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTencentAnniversary3BackAttachment",-1263628265,"Tencent Anniversary 3 Back Attachment","","Adds the Tencent Anniversary 3 Back Attachment to any equipped body armour.","","","Body Armour Attachment","","",387,"",3,2,2,1,1,"","",1,"",1
2562,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentAnniversary3PortraitFrame",-1809583855,"Tencent Anniversary 3 Portrait Frame","","Adds the Tencent Anniversary 3 Portrait Frame to this character.","","","Portrait Frame Modification","","",387,"",3,2,2,1,1,"","",1,"",""
2563,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionNenetsHood",1311668674,"Nenet's Hood","","Changes the appearance of any equipped helmet to Nenet's Hood.","","","Helmet Skin","","",522,"",3,2,2,1,1,"","HeistNenetsHood",1,"",1
2564,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHucksHelmet",-2019284301,"Huck's Helmet","","Changes the appearance of any equipped helmet to Huck's Helmet.","","","Helmet Skin","","",522,"",3,2,2,1,1,"","HeistHucksHelmet",1,"",1
2565,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVinderisHelmet",-1480161257,"Vinderi's Helmet","","Changes the appearance of any equipped helmet to Vinderi's Helmet.","","","Helmet Skin","","",522,"",3,2,2,1,1,"","HeistVinderisHelmet",1,"",1
2566,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHeistPortalEffect",-998388472,"Heist Portal Effect","","This character's portals use the Heist Portal Effect.","","","Portal Modification","","",522,"",3,2,2,1,1,"","HeistPortalEffect",1,"",1
2567,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSunriseHelmetAttachment",-311344866,"Sunrise Helmet Attachment","","Adds the Sunrise Helmet Attachment to your headdress.","","","Helmet Attachment","",2,523,"",3,2,2,1,1,"","SunriseHelmetAttachment",1,"",""
2568,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSunriseHelmet",264801850,"Sunrise Helmet","","Changes the appearance of any equipped helmet to the Sunrise Helmet.","","","Helmet Skin","",2,523,"",3,2,2,1,1,"","SunriseHelmet",1,"",""
2569,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSunriseBoots",2116596049,"Sunrise Boots","","Changes the appearance of any equipped boots to the Sunrise Boots.","","","Boots Skin","",2,523,"",3,2,2,1,1,"","SunriseBoots",1,"",""
2570,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSunriseGloves",-834455965,"Sunrise Gloves","","Changes the appearance of any equipped gloves to the Sunrise Gloves.","","","Gloves Skin","",2,523,"",3,2,2,1,1,"","SunriseGloves",1,"",""
2571,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSunriseBodyArmour",822730767,"Sunrise Body Armour","","Changes the appearance of any equipped body armour to the Sunrise Body Armour.","","","Body Armour Skin","",2,523,"",3,2,2,1,1,"","SunriseBodyArmour",1,"",""
2572,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSunriseCloak",-815667416,"Sunrise Cloak","","Adds the Sunrise Cloak back attachment to any equipped body armour.","","","Body Armour Attachment","",2,523,"",3,2,2,1,1,"","SunriseCloak",1,"",""
2573,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSunriseWings",1480897576,"Sunrise Wings","","Adds the Sunrise Wings back attachment to any equipped body armour.","","","Body Armour Attachment","",2,523,"",3,2,2,1,1,"","SunriseWings",1,"",""
2574,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSunriseShield",537819356,"Sunrise Shield","","Changes the appearance of any equipped shield to the Sunrise Shield.","","","Shield Skin","",2,523,"",3,2,2,1,1,"","SunriseShield",1,"",""
2575,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionSunriseCharacterEffect",-1144577207,"Sunrise Character Effect","","Attaches the Sunrise Character Effect to your belt.","","","Character Effect","",2,523,"",3,2,2,1,1,"","SunriseCharacterEffect",1,"",""
2576,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSunriseWeaponEffect",1053991808,"Sunrise Weapon Effect","","Adds the Sunrise Weapon Effect to any equipped weapon.","","","Weapon Effect","",2,523,"",3,2,2,1,1,"","SunriseWeaponEffect",1,"",""
2577,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSunriseFootprintsEffect",-443715134,"Sunrise Footprints Effect","","Adds Sunrise Footprints to any equipped pair of boots.","","","Footprints Effect","",2,523,"",3,2,2,1,1,"","SunriseFootprintsEffect",1,1,""
2578,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSunrisePortalEffect",950781354,"Sunrise Portal Effect","","This character's portals use the Sunrise Portal Effect.","","","Portal Modification","",2,523,"",3,2,2,1,1,"","SunrisePortalEffect",1,"",""
2579,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSunriseAuraEffect",-178786811,"Sunrise Aura Effect","","Your Aura becomes a Sunrise Effect.","","","Aura Skin","",2,523,"",3,2,2,1,2,"","SunriseAuraEffect",1,"",""
2580,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSunriseBloodandSandEffect",-529965165,"Sunrise Blood and Sand Effect","","Your Blood and Sand and Flesh and Stone becomes a Sunrise Effect.","","","Blood and Sand Skin","",2,523,"",3,2,2,1,2,"","SunriseBloodandSandEffect",1,"",""
2581,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionNightfallHelmetAttachment",-699540969,"Nightfall Helmet Attachment","","Adds the Nightfall Helmet Attachment to your headdress.","","","Helmet Attachment","",2,523,"",3,2,2,1,1,"","NightfallHelmetAttachment",1,"",""
2582,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionNightfallHelmet",-1293433121,"Nightfall Helmet","","Changes the appearance of any equipped helmet to the Nightfall Helmet.","","","Helmet Skin","",2,523,"",3,2,2,1,1,"","NightfallHelmet",1,1,""
2583,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionNightfallBoots",-1419279080,"Nightfall Boots","","Changes the appearance of any equipped boots to the Nightfall Boots.","","","Boots Skin","",2,523,"",3,2,2,1,1,"","NightfallBoots",1,"",""
2584,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionNightfallGloves",-1527789615,"Nightfall Gloves","","Changes the appearance of any equipped gloves to the Nightfall Gloves.","","","Gloves Skin","",2,523,"",3,2,2,1,1,"","NightfallGloves",1,"",""
2585,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionNightfallBodyArmour",-1439663976,"Nightfall Body Armour","","Changes the appearance of any equipped body armour to the Nightfall Body Armour.","","","Body Armour Skin","",2,523,"",3,2,2,1,1,"","NightfallBodyArmour",1,"",""
2586,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionNightfallCloak",1866790026,"Nightfall Cloak","","Adds the Nightfall Cloak back attachment to any equipped body armour.","","","Body Armour Attachment","",2,523,"",3,2,2,1,1,"","NightfallCloak",1,"",""
2587,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionNightfallWings",442569188,"Nightfall Wings","","Adds the Nightfall Wings back attachment to any equipped body armour.","","","Body Armour Attachment","",2,523,"",3,2,2,1,1,"","NightfallWings",1,"",""
2588,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionNightfallWeapon",-740048233,"Nightfall Weapon","","Changes the appearance of any equipped Sword, Dagger, Wand, Claw or One Hand Axe to the Nightfall Weapon.","","","Weapon Skin","",2,523,"",3,2,2,1,1,"","NightfallWeapon",1,"",""
2589,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionNightfallCharacterEffect",-1242646866,"Nightfall Character Effect","","Attaches the Nightfall Character Effect to your belt.","","","Character Effect","",2,523,"",3,2,2,1,1,"","NightfallCharacterEffect",1,"",""
2590,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionNightfallWeaponEffect",-798836406,"Nightfall Weapon Effect","","Adds the Nightfall Weapon Effect to any equipped weapon.","","","Weapon Effect","",2,523,"",3,2,2,1,1,"","NightfallWeaponEffect",1,"",""
2591,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionNightfallFootprintsEffect",470016700,"Nightfall Footprints Effect","","Adds Nightfall Footprints to any equipped pair of boots.","","","Footprints Effect","",2,523,"",3,2,2,1,1,"","NightfallFootprintsEffect",1,1,""
2592,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionNightfallPortalEffect",2098849103,"Nightfall Portal Effect","","This character's portals use the Nightfall Portal Effect.","","","Portal Modification","",2,523,"",3,2,2,1,1,"","NightfallPortalEffect",1,"",""
2593,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionNightfallAuraEffect",626019308,"Nightfall Aura Effect","","Your Aura becomes a Nightfall Effect.","","","Aura Skin","",2,523,"",3,2,2,1,2,"","NightfallAuraEffect",1,"",""
2594,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionNightfallFlameDashEffect",-1822706,"Nightfall Flame Dash Effect","","Your Flame Dash becomes a Nightfall Effect.","","","Flame Dash Skin","",2,523,"",3,2,2,1,2,"","NightfallFlameDashEffect",1,"",""
2595,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTwilightHelmetAttachment",-1388100813,"Twilight Helmet Attachment","","Adds the Twilight Helmet Attachment to your headdress.","","","Helmet Attachment","",2,523,"",3,2,2,1,1,"","TwilightHelmetAttachment",1,"",""
2596,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTwilightHelmet",992485232,"Twilight Helmet","","Changes the appearance of any equipped helmet to the Twilight Helmet.","","","Helmet Skin","",2,523,"",3,2,2,1,1,"","TwilightHelmet",1,"",""
2597,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTwilightBoots",-367461008,"Twilight Boots","","Changes the appearance of any equipped boots to the Twilight Boots.","","","Boots Skin","",2,523,"",3,2,2,1,1,"","TwilightBoots",1,"",""
2598,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTwilightGloves",1900766512,"Twilight Gloves","","Changes the appearance of any equipped gloves to the Twilight Gloves.","","","Gloves Skin","",2,523,"",3,2,2,1,1,"","TwilightGloves",1,"",""
2599,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTwilightBodyArmour",1648028565,"Twilight Body Armour","","Changes the appearance of any equipped body armour to the Twilight Body Armour.","","","Body Armour Skin","",2,523,"",3,2,2,1,1,"","TwilightBodyArmour",1,"",""
2600,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTwilightCloak",-635569494,"Twilight Cloak","","Adds the Twilight Cloak back attachment to any equipped body armour.","","","Body Armour Attachment","",2,523,"",3,2,2,1,1,"","TwilightCloak",1,"",""
2601,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTwilightWings",258582983,"Twilight Wings","","Adds the Twilight Wings back attachment to any equipped body armour.","","","Body Armour Attachment","",2,523,"",3,2,2,1,1,"","TwilightWings",1,"",""
2602,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTwilightFootprintsEffect",715403874,"Twilight Footprints Effect","","Adds Twilight Footprints to any equipped pair of boots.","","","Footprints Effect","",2,523,"",3,2,2,1,1,"","TwilightFootprintsEffect",1,1,""
2603,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTwilightPortalEffect",-471346421,"Twilight Portal Effect","","This character's portals use the Twilight Portal Effect.","","","Portal Modification","",2,523,"",3,2,2,1,1,"","TwilightPortalEffect",1,"",""
2604,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTwilightCharacterEffect",286260098,"Twilight Character Effect","","Attaches the Twilight Character Effect to your belt.","","","Character Effect","","",523,"",3,2,2,1,1,"","TwilightCharacterEffect",1,"",""
2605,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionTwilightExplosiveArrowEffect",-1947454260,"Twilight Explosive Arrow Effect","","Your Explosive Arrow becomes a Twilight Effect.","","","Explosive Arrow Skin","","",523,"",3,2,2,1,2,"","TwilightExplosiveArrowEffect",1,"",""
2606,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionCelestialTentaclesCharacterEffect1",-1380311171,"Celestial Tentacles Character Effect I","","Attaches the Celestial Tentacles Character Effect I to your belt.","","","Character Effect","",3,371,"",3,2,2,1,1,"","",1,"",""
2607,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionCelestialTentaclesCharacterEffect2",1822712582,"Celestial Tentacles Character Effect II","","Attaches the Celestial Tentacles Character Effect II to your belt.","","","Character Effect","",3,371,"",3,2,2,1,1,"","",1,"",""
2608,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionCelestialTentaclesCharacterEffect3",-233360429,"Celestial Tentacles Character Effect III","","Attaches the Celestial Tentacles Character Effect III to your belt.","","","Character Effect","",3,371,"",3,2,2,1,1,"","",1,"",""
2609,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSavageEthercraftHelmet",869582412,"Savage Ethercraft Helmet","","Changes the appearance of any equipped helmet to the Savage Ethercraft Helmet.","","","Helmet Skin","",1,524,"",3,2,2,1,1,"","SavageEthercraftHelmet",1,"",""
2610,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSavageEthercraftBoots",1061670149,"Savage Ethercraft Boots","","Changes the appearance of any equipped boots to the Savage Ethercraft Boots.","","","Boots Skin","",1,524,"",3,2,2,1,1,"","SavageEthercraftBoots",1,"",""
2611,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSavageEthercraftGloves",-379013054,"Savage Ethercraft Gloves","","Changes the appearance of any equipped gloves to the Savage Ethercraft Gloves.","","","Gloves Skin","",1,524,"",3,2,2,1,1,"","SavageEthercraftGloves",1,"",""
2612,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSavageEthercraftBodyArmour",1901259961,"Savage Ethercraft Body Armour","","Changes the appearance of any equipped body armour to the Savage Ethercraft Body Armour.","","","Body Armour Skin","",1,524,"",3,2,2,1,1,"","SavageEthercraftBodyArmour",1,"",""
2613,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEnragedEthercraftHelmet",240442091,"Enraged Ethercraft Helmet","","Changes the appearance of any equipped helmet to the Enraged Ethercraft Helmet.","","","Helmet Skin","",1,524,"",3,2,2,1,1,"","EnragedEthercraftHelmet",1,"",""
2614,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEnragedEthercraftBoots",-1175522402,"Enraged Ethercraft Boots","","Changes the appearance of any equipped boots to the Enraged Ethercraft Boots.","","","Boots Skin","",1,524,"",3,2,2,1,1,"","EnragedEthercraftBoots",1,"",""
2615,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEnragedEthercraftGloves",-558767462,"Enraged Ethercraft Gloves","","Changes the appearance of any equipped gloves to the Enraged Ethercraft Gloves.","","","Gloves Skin","",1,524,"",3,2,2,1,1,"","EnragedEthercraftGloves",1,"",""
2616,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEnragedEthercraftBodyArmour",521605620,"Enraged Ethercraft Body Armour","","Changes the appearance of any equipped body armour to the Enraged Ethercraft Body Armour.","","","Body Armour Skin","",1,524,"",3,2,2,1,1,"","EnragedEthercraftBodyArmour",1,"",""
2617,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTranquilEthercraftHelmet",1777968481,"Tranquil Ethercraft Helmet","","Changes the appearance of any equipped helmet to the Tranquil Ethercraft Helmet.","","","Helmet Skin","",1,524,"",3,2,2,1,1,"","TranquilEthercraftHelmet",1,"",""
2618,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTranquilEthercraftBoots",-1247032056,"Tranquil Ethercraft Boots","","Changes the appearance of any equipped boots to the Tranquil Ethercraft Boots.","","","Boots Skin","",1,524,"",3,2,2,1,1,"","TranquilEthercraftBoots",1,"",""
2619,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTranquilEthercraftGloves",525923168,"Tranquil Ethercraft Gloves","","Changes the appearance of any equipped gloves to the Tranquil Ethercraft Gloves.","","","Gloves Skin","",1,524,"",3,2,2,1,1,"","TranquilEthercraftGloves",1,"",""
2620,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTranquilEthercraftBodyArmour",-697169548,"Tranquil Ethercraft Body Armour","","Changes the appearance of any equipped body armour to the Tranquil Ethercraft Body Armour.","","","Body Armour Skin","",1,524,"",3,2,2,1,1,"","TranquilEthercraftBodyArmour",1,"",""
2621,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChaoticEthercraftHelmet",1540238570,"Chaotic Ethercraft Helmet","","Changes the appearance of any equipped helmet to the Chaotic Ethercraft Helmet.","","","Helmet Skin","",1,524,"",3,2,2,1,1,"","ChaoticEthercraftHelmet",1,"",""
2622,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChaoticEthercraftBoots",-864271590,"Chaotic Ethercraft Boots","","Changes the appearance of any equipped boots to the Chaotic Ethercraft Boots.","","","Boots Skin","",1,524,"",3,2,2,1,1,"","ChaoticEthercraftBoots",1,"",""
2623,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChaoticEthercraftGloves",112892311,"Chaotic Ethercraft Gloves","","Changes the appearance of any equipped gloves to the Chaotic Ethercraft Gloves.","","","Gloves Skin","",1,524,"",3,2,2,1,1,"","ChaoticEthercraftGloves",1,"",""
2624,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChaoticEthercraftBodyArmour",-1686624591,"Chaotic Ethercraft Body Armour","","Changes the appearance of any equipped body armour to the Chaotic Ethercraft Body Armour.","","","Body Armour Skin","",1,524,"",3,2,2,1,1,"","ChaoticEthercraftBodyArmour",1,"",""
2625,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSavageEthercraftBackAttachment",-2087492619,"Savage Ethercraft Back Attachment","","Adds the Savage Ethercraft Back Attachment to any equipped body armour.","","","Body Armour Attachment","",1,524,"",3,2,2,1,1,"","SavageEthercraftBackAttachment",1,"",""
2626,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEnragedEthercraftBackAttachment",826211995,"Enraged Ethercraft Back Attachment","","Adds the Enraged Ethercraft Back Attachment to any equipped body armour.","","","Body Armour Attachment","",1,524,"",3,2,2,1,1,"","EnragedEthercraftBackAttachment",1,"",""
2627,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTranquilEthercraftBackAttachment",1181346676,"Tranquil Ethercraft Back Attachment","","Adds the Tranquil Ethercraft Back Attachment to any equipped body armour.","","","Body Armour Attachment","",1,524,"",3,2,2,1,1,"","TranquilEthercraftBackAttachment",1,"",""
2628,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChaoticEthercraftBackAttachment",-1869221574,"Chaotic Ethercraft Back Attachment","","Adds the Chaotic Ethercraft Back Attachment to any equipped body armour.","","","Body Armour Attachment","",1,524,"",3,2,2,1,1,"","ChaoticEthercraftBackAttachment",1,"",""
2629,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSavageEthercraftWeaponEffect",-451568388,"Savage Ethercraft Weapon Effect","","Adds the Savage Ethercraft Weapon Effect to any equipped weapon.","","","Weapon Effect","",1,524,"",3,2,2,1,1,"","SavageEthercraftWeaponEffect",1,"",""
2630,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEnragedEthercraftWeaponEffect",987938242,"Enraged Ethercraft Weapon Effect","","Adds the Enraged Ethercraft Weapon Effect to any equipped weapon.","","","Weapon Effect","",1,524,"",3,2,2,1,1,"","EnragedEthercraftWeaponEffect",1,"",""
2631,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTranquilEthercraftWeaponEffect",-794403779,"Tranquil Ethercraft Weapon Effect","","Adds the Tranquil Ethercraft Weapon Effect to any equipped weapon.","","","Weapon Effect","",1,524,"",3,2,2,1,1,"","TranquilEthercraftWeaponEffect",1,"",""
2632,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChaoticEthercraftWeaponEffect",1432367685,"Chaotic Ethercraft Weapon Effect","","Adds the Chaotic Ethercraft Weapon Effect to any equipped weapon.","","","Weapon Effect","",1,524,"",3,2,2,1,1,"","ChaoticEthercraftWeaponEffect",1,"",""
2633,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSavageEthercraftAuraEffect",1788005820,"Savage Ethercraft Aura Effect","","Your Aura becomes a Savage Ethercraft Effect.","","","Aura Skin","",1,524,"",3,2,2,1,2,"","SavageEthercraftAuraEffect",1,"",""
2634,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionEnragedEthercraftAuraEffect",-2075440776,"Enraged Ethercraft Aura Effect","","Your Aura becomes an Enraged Ethercraft Effect.","","","Aura Skin","",1,524,"",3,2,2,1,2,"","EnragedEthercraftAuraEffect",1,"",""
2635,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionTranquilEthercraftAuraEffect",-331956926,"Tranquil Ethercraft Aura Effect","","Your Aura becomes a Tranquil Ethercraft Effect.","","","Aura Skin","",1,524,"",3,2,2,1,2,"","TranquilEthercraftAuraEffect",1,"",""
2636,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionChaoticEthercraftAuraEffect",-756435023,"Chaotic Ethercraft Aura Effect","","Your Aura becomes a Chaotic Ethercraft Effect.","","","Aura Skin","",1,524,"",3,2,2,1,2,"","ChaoticEthercraftAuraEffect",1,"",""
2637,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionIllusionistGlacialCascadeEffect",-387916023,"Illusionist Glacial Cascade Effect","","Your Glacial Cascade becomes an Illusionist Effect.","","","Glacial Cascade Skin","",1,486,"",3,2,2,1,2,"","IllusionistGlacialCascadeEffect",1,"",""
2638,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionVoidVolatileDeadEffect",-254560882,"Void Volatile Dead Effect","","Your Volatile Dead becomes a Void Effect.","","","Volatile Dead Skin","",1,433,"",3,2,2,1,2,"","VoidVolatileDeadEffect",1,"",""
2639,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionVoidDetonateDeadEffect",-446159367,"Void Detonate Dead Effect","","Your Detonate Dead becomes a Void Effect.","","","Detonate Dead Skin","",1,433,"",3,2,2,1,2,"","VoidDetonateDeadEffect",1,"",""
2640,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionVoidDesecrateEffect",-180883779,"Void Desecrate Effect","","Your Desecrate becomes a Void Effect.","","","Desecrate Skin","",1,433,"",3,2,2,1,2,"","VoidDesecrateEffect",1,"",""
2641,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionCelestialDischargeEffect",-476845849,"Celestial Discharge Effect","","Your Discharge becomes a Celestial Effect.","","","Discharge Skin","",1,371,"",3,2,2,1,2,"","CelestialDischargeEffect",1,"",""
2642,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionAutomatonBallLightningEffect",252905942,"Automaton Ball Lightning Effect","","Your Ball Lightning becomes an Automaton Effect.","","","Ball Lightning Skin","",1,419,"",3,2,2,1,2,"","AutomatonBallLightningEffect",1,"",""
2643,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionAutomatonCracklingLanceEffect",-186532666,"Automaton Crackling Lance Effect","","Your Crackling Lance becomes an Automaton Effect.","","","Crackling Lance Skin","",1,419,"",3,2,2,1,2,"","AutomatonCracklingLanceEffect",1,"",""
2644,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionTranscendenceBladeVortexEffect",-17057684,"Transcendence Blade Vortex Effect","","Your Blade Vortex becomes a Transcendence Effect.","","","Blade Vortex Skin","",1,475,"",3,2,2,1,2,"","TranscendenceBladeVortexEffect",1,"",""
2645,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStygianFirestormEffect",50448867,"Stygian Firestorm Effect","","Your Firestorm becomes a Stygian Effect.","","","Firestorm Skin","",1,410,"",3,2,2,1,2,"","StygianFirestormEffect",1,"",""
2646,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionStygianFlameWallEffect",-1531245365,"Stygian Flame Wall Effect","","Your Flame Wall becomes a Stygian Effect.","","","Flame Wall Skin","",1,410,"",3,2,2,1,2,"","StygianFlameWallEffect",1,"",""
2647,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTempleHelmet",1383521410,"Temple Helmet","","Changes the appearance of any equipped helmet to the Temple Helmet.","","","Helmet Skin","",1,467,"",3,2,2,1,1,"","TempleHelmet",1,"",""
2648,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTempleBoots",-1562968695,"Temple Boots","","Changes the appearance of any equipped boots to the Temple Boots.","","","Boots Skin","",1,467,"",3,2,2,1,1,"","TempleBoots",1,"",""
2649,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTempleGloves",1265602613,"Temple Gloves","","Changes the appearance of any equipped gloves to the Temple Gloves.","","","Gloves Skin","",1,467,"",3,2,2,1,1,"","TempleGloves",1,"",""
2650,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTempleBodyArmour",456085326,"Temple Body Armour","","Changes the appearance of any equipped body armour to the Temple Body Armour.","","","Body Armour Skin","",1,467,"",3,2,2,1,1,"","TempleBodyArmour",1,"",""
2651,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTempleWings",-1286020684,"Temple Wings","","Adds the Temple Wings back attachment to any equipped body armour.","","","Body Armour Attachment","",1,467,"",3,2,2,1,1,"","TempleWings",1,"",""
2652,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTempleWeapon",1765751040,"Temple Weapon","","Changes the appearance of any equipped Sword, Axe, Two Hand Mace or Staff to the Temple Weapon.","","","Weapon Skin","",1,467,"",3,2,2,1,1,"","TempleWeapon",1,"",""
2653,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTempleWeaponEffect",-1201182772,"Temple Weapon Effect","","Adds the Temple Weapon Effect to any equipped weapon.","","","Weapon Effect","",1,467,"",3,2,2,1,1,"","TempleWeaponEffect",1,"",""
2654,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTempleCharacterEffect",1998713473,"Temple Character Effect","","Attaches the Temple Character Effect to your belt.","","","Character Effect","",1,467,"",3,2,2,1,1,"","TempleCharacterEffect",1,"",""
2655,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTemplePortalEffect",768721287,"Temple Portal Effect","","This character's portals use the Temple Portal Effect.","","","Portal Modification","",1,467,"",3,2,2,1,1,"","TemplePortalEffect",1,"",""
