"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool"
72,"Weapon_Harpy","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/dagger_claw_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/1H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harpy/staff.epk",-33805044,1,-66846720,1,-33816576,1,-89522176,1,56492032,0,65536,0,-11403264,1,"","",""
73,"Weapon_Kraken","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/dagger_mace_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/1H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kraken/staff.epk",47477906,2,14024704,2,47448064,2,-8912896,1,56492032,0,65536,0,70123520,2,"","",""
74,"Weapon_Manticore","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/manticore/epk/staff.epk",145396825,2,157417472,2,169345024,2,181272576,2,56492032,0,65536,0,204865536,2,"","",""
75,"Weapon_Innocence","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/innocence/staff.epk",264827378,2,230162432,2,264765440,2,207749120,2,56492032,0,65536,0,288227328,2,"","",""
76,"Footprint_Sin","","","","","Metadata/Effects/Microtransactions/foot_prints/Innocence_Sin/sin/EPK/sin_footprints_fx.epk","","",56507181,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,302776320,2,"","",""
77,"Footprint_SinandInnocence","","","","","Metadata/Effects/Microtransactions/foot_prints/Innocence_Sin/blend/innosin_trail.epk","","",56495294,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,317587456,2,"","",""
78,"Bow_Mirage_Archer","","Metadata/Effects/Spells/mirage_archer/epk/mirage_bow.epk","","","","","",56543373,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,327680000,2,"","",""
79,"Weapon_Council","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/daggerclawwand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/sword_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/council/staff.epk",397460695,2,352714752,2,397410304,2,329777152,2,56492032,0,65536,0,420216832,2,"","",""
80,"Weapon_Conquest","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/daggerwandclaw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/conquest/staff.epk",479867627,2,446169088,2,479854592,2,422969344,2,56492032,0,65536,0,502923264,2,"","",""
81,"Weapon_Wasteland","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/wdc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/wasteland/staff.epk",561929069,2,527826944,2,561905664,2,505806848,2,56492032,0,65536,0,585236480,2,"","",""
82,"Weapon_Automaton","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/laser/staff.epk",641734898,2,609091584,2,641728512,2,588120064,2,56492032,0,65536,0,664141824,2,"","",""
83,"Footprint_Apocalypse","","","","","Metadata/Effects/Microtransactions/foot_prints/machine_man/chafx_trail.epk","","",56524950,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,677511168,2,"","",""
84,"Weapon_BloodGuard","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/sword_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_blood/epk/staff.epk",753318489,2,703856640,2,753270784,2,680001536,2,56492032,0,65536,0,778436608,2,"","",""
85,"Weapon_FaithGuard","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_faith/epk/dmc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_faith/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_faith/epk/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_faith/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_faith/epk/sword_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath_faith/epk/staff.epk",854736115,2,805306368,2,854720512,2,781451264,2,56492032,0,65536,0,879886336,2,"","",""
86,"Weapon_Forge","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/forge/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/forge/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/forge/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/forge/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/forge/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/forge/staff.epk",936943862,2,904265728,2,936902656,2,948436992,2,56492032,0,65536,0,969932800,2,"","",""
87,"Weapon_Stalker","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stalker/dagger_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stalker/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stalker/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stalker/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stalker/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/stalker/staff.epk",1029196027,2,995753984,2,1029177344,2,972554240,2,56492032,0,65536,0,1052114944,2,"","",""
88,"Weapon_DragonHunter","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DragonHunter/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DragonHunter/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DragonHunter/epk/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DragonHunter/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DragonHunter/epk/sword_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/DragonHunter/epk/staff.epk",1128712870,2,1079246848,2,1128660992,2,1055391744,2,56492032,0,65536,0,1153826816,2,"","",""
89,"Footprint_DragonHunter","","","","","Metadata/Effects/Microtransactions/foot_prints/DragonHunter/foot_fx.epk","","",56527692,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,1167065088,2,"","",""
90,"Footprint_Azurite","","","","","Metadata/Effects/Microtransactions/foot_prints/azurite/azurite_foot_fx.epk","","",56509142,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,1179516928,2,"","",""
91,"Weapon_Soulstealer","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soulstealer/dagger_claw_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soulstealer/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soulstealer/1H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soulstealer/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soulstealer/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soulstealer/staff.epk",1241788980,2,1206386688,2,1241776128,2,1182138368,2,56492032,0,65536,0,1265762304,2,"","",""
92,"Weapon_Crucible","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crucible/dagger_claw_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crucible/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crucible/1H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crucible/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crucible/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crucible/staff.epk",1326248076,2,1291976704,2,1326186496,2,1268514816,2,56492032,0,65536,0,1349386240,2,"","",""
93,"Weapon_Assassin","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ezomyte/dagger_claw_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ezomyte/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ezomyte/1H_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ezomyte/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ezomyte/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/ezomyte/staff.epk",1409202396,2,1375338496,2,1409155072,2,1352138752,2,56492032,0,65536,0,1432092672,2,"","",""
94,"Weapon_Undertaker","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Undertaker/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Undertaker/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Undertaker/epk/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Undertaker/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Undertaker/epk/sword_2h.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Undertaker/epk/staff.epk",1514689224,2,1461059584,2,1514668032,2,1435107328,2,56492032,0,65536,0,1541931008,2,"","",""
95,"Weapon_Corsair","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_corsair/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_corsair/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_corsair/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_corsair/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_corsair/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_corsair/epk/staff.epk",1609363646,2,1569980416,2,1609302016,2,1544552448,2,56492032,0,65536,0,1636171776,2,"","",""
96,"Weapon_Mystic","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_mystic/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_mystic/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_mystic/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_mystic/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_mystic/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fairgraves_mystic/epk/staff.epk",1702818596,2,1663827968,2,1702756352,2,1638662144,2,56492032,0,65536,0,1729363968,2,"","",""
97,"Weapon_Vanguard","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vanguard/claw_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vanguard/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vanguard/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vanguard/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vanguard/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vanguard/staff.epk",1788921037,2,1754660864,2,1788870656,2,1732116480,2,56492032,0,65536,0,1812070400,2,"","",""
98,"Footprint_Mystic","","","","","Metadata/Effects/Microtransactions/foot_prints/fairgraves_mystic/EPK.epk","","",56556048,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,1824653312,2,"","",""
99,"Weapon_Empyrean","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/empyrean/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/empyrean/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/empyrean/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/empyrean/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/empyrean/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/empyrean/staff.epk",1882478882,2,1848639488,2,1882456064,2,1826881536,2,56492032,0,65536,0,1905655808,2,"","",""
100,"Weapon_Pitfighter","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/pit_fighter/DaggerWandClaw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/pit_fighter/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/pit_fighter/oneHanded_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/pit_fighter/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/pit_fighter/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/pit_fighter/staff.epk",1968459383,2,1979842560,2,1979842560,2,1908670464,2,56492032,0,65536,0,2002780160,2,"","",""
101,"Weapon_CrimsonSeraph","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crimsom_seraph/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crimsom_seraph/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crimsom_seraph/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crimsom_seraph/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crimsom_seraph/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/crimsom_seraph/epk/staff.epk",2068350191,2,2030567424,2,2068316160,2,2006188032,2,56492032,0,65536,0,2094137344,2,"","",""
102,"Bow_Mirage_Archer_Stygian","","Metadata/Effects/Microtransactions/Spells/mirage_archer/stygian/stygian_weapon.epk","","","","","",56513479,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,2109210624,2,"","",""
103,"Weapon_Sunstone","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Sunstone/wand_dagger/wand_dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Sunstone/2h_bow/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Sunstone/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Sunstone/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Sunstone/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Sunstone/2h_staff/2h_staff.epk",-2099314717,2,-2085617664,2,-2072117248,2,-2058616832,2,56492032,0,65536,0,-2032271360,2,"","",""
104,"Weapon_Doomcrow","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/doomcrow/epk/dmc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/doomcrow/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/doomcrow/epk/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/doomcrow/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/doomcrow/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/doomcrow/epk/staff.epk",-1971435235,2,-2006712320,2,-1971453952,2,-2029518848,2,56492032,0,65536,0,-1947336704,2,"","",""
105,"Weapon_Madcap","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_horseman/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_horseman/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_horseman/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_horseman/epk/swords.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_horseman/epk/swords.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_horseman/epk/staff.epk",-1879556904,2,-1918631936,2,-1879572480,2,-1865940992,2,56492032,0,65536,0,-1840250880,2,"","",""
106,"Footprint_Madcap","","","","","","","",56549057,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-1837367296,2,"","",""
107,"Weapon_Huntsman","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_huntsman/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_huntsman/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_huntsman/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_huntsman/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_huntsman/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/darkwood_huntsman/epk/staff.epk",-1771029484,2,-1809973248,2,-1771044864,2,-1835139072,2,56492032,0,65536,0,-1744437248,2,"","",""
108,"Footprint_Huntsman","","","","","","","",56556183,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-1741291520,2,"","",""
109,"Footprint_Transcendence","","","","","Metadata/Effects/Microtransactions/foot_prints/darkwood/EPK.epk","","",56499379,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-1729495040,2,"","",""
110,"Weapon_CultofDarkness","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/cultofdarkness/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/cultofdarkness/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/cultofdarkness/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/cultofdarkness/EPKs/axe_mace.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/cultofdarkness/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/cultofdarkness/EPKs/staff.epk",-1663678562,2,-1701838848,2,-1663696896,2,-1726480384,2,56492032,0,65536,0,-1637613568,2,"","",""
111,"Weapon_BloodKnight","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodknight/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodknight/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodknight/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodknight/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodknight/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodknight/EPKs/staff.epk",-1573601742,2,-1610612736,2,-1573650432,2,-1634467840,2,56492032,0,65536,0,-1548353536,2,"","",""
112,"Footprint_Wild","","","","","","","",56535365,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-1545732096,2,"","",""
113,"Footprint_WildGold","","","","","","","",56534539,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-1543110656,2,"","",""
114,"Footprint_Wrangler","","","","","","","",56492254,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-1540489216,2,"","",""
115,"Footprint_SilverWrangler","","","","","","","",56506321,0,56492032,0,56492032,0,56492032,0,56492032,0,0,0,-1537081344,2,"","",""
116,"Weapon_Wild","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wild/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wild/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wild/EPKs/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wild/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wild/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wild/EPKs/staff.epk",-1473338754,2,-1510998016,2,-1473380352,2,-1535377408,2,56492032,0,65536,0,-1447690240,2,"","",""
117,"Weapon_Wrangler","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wrangler/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wrangler/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wrangler/EPKs/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wrangler/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wrangler/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/frontier_wrangler/EPKs/staff.epk",-1380310859,2,-1419509760,2,-1380319232,2,-1444937728,2,56492032,0,65536,0,-1353580544,2,"","",""
118,"Weapon_Illusionist","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/illusionist/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/illusionist/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/illusionist/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/illusionist/epk/1H_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/illusionist/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/illusionist/epk/staff.epk",-1277552314,2,-1265238016,2,-1253048320,2,-1240858624,2,56492032,0,65536,0,-1216741376,2,"","",""
119,"Weapon_Lich","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/1h_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Lich_new/epk/staff.epk",-1142883914,2,-1191182336,2,-1142947840,2,-1214513152,2,56492032,0,65536,0,-1119223808,2,"","",""
120,"Weapon_Sentinel","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/1h_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/1h_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/1h_axe.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Sentinel/epk/staff.epk",-1057603699,2,-1093140480,2,-1057619968,2,-1116471296,2,56492032,0,65536,0,-1034027008,2,"","",""
121,"Weapon_Ringmaster","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/carnival_ringmaster/EPKs/staff.epk",-964951336,2,-1005060096,2,-964952064,2,-1031012352,2,56492032,0,65536,0,-937558016,2,"","",""
