"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","i32","i32","i32","i32","i32","i32","i32","string","bool","rid","bool","rid","bool","[rid]","i32","bool","bool","i32","[rid]","rid","bool","bool","i32","bool","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[rid]","i32","[rid]","bool","rid","rid"
2202,"totem_ranged_damage2667","Art/2DArt/SkillIcons/passives/RangedTotemDamage.dds","[1786,1340]",15,10,0,0,-1939729778,1,0,0,-1687552000,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2203,"totem_ranged_damage2668","Art/2DArt/SkillIcons/passives/RangedTotemDamage.dds","[1786,1340]",15,10,0,0,-1939676240,1,0,0,-1682178048,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2204,"totem_ranged_damage2669","Art/2DArt/SkillIcons/passives/RangedTotemDamage.dds","[1786,1340]",10,10,0,0,-1939670910,1,0,0,-1676804096,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2205,"totem_ranged_crits2681","Art/2DArt/SkillIcons/passives/RangedTotemAttackSpeed.dds","[3041,3042]",20,10,0,0,-1663916408,4,0,0,-1658060800,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2206,"totem_ranged_crits2682","Art/2DArt/SkillIcons/passives/RangedTotemAttackSpeed.dds","[3041,3042]",20,10,0,0,-1663931596,4,0,0,-1652817920,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2207,"totem_ranged_notable2670","Art/2DArt/SkillIcons/passives/RangedTotemOffensive.dds","[1786,10500,10521]",24,1,1,0,-1638908998,4,0,0,-1637220352,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2208,"totem_ranged_defence2674","Art/2DArt/SkillIcons/passives/lifepercentage.dds",[450],36,0,0,0,157990582,0,0,0,-1632763904,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2209,"totem_ranged_defence2672","Art/2DArt/SkillIcons/passives/lifepercentage.dds",[450],36,0,0,0,157943979,0,0,0,-1628307456,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2210,"totem_ranged_notable2673","Art/2DArt/SkillIcons/passives/totemlife.dds","[166,1786,10500,10520]",30,25,1,-1,-1620677355,4,0,0,-1616510976,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2211,"totem_attack_damage2676","Art/2DArt/SkillIcons/passives/RangedTotemDamage.dds",[1836],6,0,0,0,-1612177814,4,0,0,-1609564160,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2212,"totem_attack_damage2677","Art/2DArt/SkillIcons/passives/RangedTotemDamage.dds",[1836],6,0,0,0,-1612129952,4,0,0,-1605238784,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2213,"totem_attack_damage2678","Art/2DArt/SkillIcons/passives/RangedTotemDamage.dds",[1836],6,0,0,0,-1612139309,4,0,0,-1600913408,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2214,"totem_attack_notable2679","Art/2DArt/SkillIcons/passives/RangedTotemCriticalStrikes.dds","[1836,10525,10500]",8,1,1,0,-1586232800,4,0,0,-1584398336,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2215,"totem_attack_notable2680","Art/2DArt/SkillIcons/passives/lifeleech.dds","[2690,9235]",80,30,30,0,-1578832273,4,0,0,-1577189376,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2216,"shock_attacks_notable2681","Art/2DArt/SkillIcons/passives/clustersLink3.dds","[15100,18336]",1,20,0,0,-1565084281,4,0,0,-1563164672,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2217,"shock_attacks2682","Art/2DArt/SkillIcons/passives/clustersLinknode2.dds",[15091],15,0,0,0,-1552657864,4,0,0,-1550712832,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2218,"shock_attacks2683","Art/2DArt/SkillIcons/passives/clustersLinknode2.dds",[15091],15,0,0,0,-1552668357,4,0,0,-1547173888,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2219,"shock_attacks2684","Art/2DArt/SkillIcons/passives/lightningint.dds",[56],1,0,0,0,805339746,4,0,0,-1543634944,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2220,"ignite_attacks_notable2685","Art/2DArt/SkillIcons/passives/FireAilment.dds","[14074,70]",12,6,0,0,-1531670656,4,0,0,-1529217024,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2221,"ignite_attacks2686","Art/2DArt/SkillIcons/passives/firedamagestr.dds",[1655],15,0,0,0,-1525520643,4,0,0,-1522663424,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2222,"ignite_attacks2687","Art/2DArt/SkillIcons/passives/firedamagestr.dds","[1655,70]",10,3,0,0,1731342463,1,0,0,-1517944832,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2223,"ignite_attacks2688","Art/2DArt/SkillIcons/passives/firedamagestr.dds",[14074],6,0,0,0,-1514267629,4,0,0,-1509031936,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2224,"call_to_arms_keystone2691","Art/2DArt/SkillIcons/passives/CallToArms.dds",[11926],1,0,0,0,-1498392014,4,0,0,-1496580096,4,65536,"Follow me, and I will show you strength!","",7697,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2225,"eternal_youth_keytone2692","Art/2DArt/SkillIcons/passives/EternalYouth.dds",[9367],1,0,0,0,-1480174446,4,0,0,-1478230016,4,65536,"Burn the spirit to vitalise the flesh.","",7697,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2226,"glancing_blows_keystone2693","Art/2DArt/SkillIcons/passives/GlancingBlows.dds",[9535],1,0,0,0,-1461675231,4,0,0,-1459617792,4,65536,"Utter trust in your defence unleashes ultimate potential.","",7697,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2227,"wind_dancer_keystone2694","Art/2DArt/SkillIcons/passives/WindDancer.dds",[9588],1,0,0,0,-1441387545,4,0,0,-1439694848,4,65536,"Invite the enemy when you are strong, evade them when you are weak;\r\nstrike with the coming of the storm.","",7697,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2228,"the_agnostic_keystone2695","Art/2DArt/SkillIcons/passives/MiracleMaker.dds",[9410],1,0,0,0,-1414771436,4,0,0,-1412956160,4,65536,"Put your faith in intellect rather than mysticism.","",7697,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2229,"supreme_ego_keystone2696","Art/2DArt/SkillIcons/passives/SupremeEgo.dds",[9699],1,0,0,0,-1395605017,4,0,0,-1393950720,4,65536,"You are the heart of the empire, shining bright so that all are lifted up by your light.\r\nLet none tell you otherwise.","",7697,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2230,"warcry_generic2697","Art/2DArt/SkillIcons/passives/GenericWarcryNode1.dds","[5506,3387]",5,10,0,0,-1366371613,4,0,0,-1362100224,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2231,"warcry_generic2698","Art/2DArt/SkillIcons/passives/GenericWarcryNode2.dds",[3387],15,0,0,0,-678679024,3,0,0,-1351352320,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2232,"warcry_generic2699","Art/2DArt/SkillIcons/passives/GenericWarcryNode2.dds",[3387],15,0,0,0,-678643390,3,0,0,-1347682304,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2233,"warcry_generic2700","Art/2DArt/SkillIcons/passives/GenericWarcryNode3.dds",[5506],10,0,0,0,-1336923806,4,0,0,-1334312960,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2234,"warcry_generic2701","Art/2DArt/SkillIcons/passives/GenericWarcryNode3.dds",[5506],10,0,0,0,-1336876408,4,0,0,-1330642944,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2235,"warcry_speed2704","Art/2DArt/SkillIcons/passives/SpeedWarcryNode1.dds",[3477],15,0,0,0,-1320357726,4,0,0,-1318584320,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2236,"warcry_speed2705","Art/2DArt/SkillIcons/passives/SpeedWarcryNode1.dds",[3477],15,0,0,0,-1320403877,4,0,0,-1315176448,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2237,"warcry_cooldown2707","Art/2DArt/SkillIcons/passives/CooldownWarcryNode1.dds",[3574],12,0,0,0,-1304147139,4,0,0,-1300758528,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2238,"warcry_cooldown2708","Art/2DArt/SkillIcons/passives/SpeedWarcryNode1.dds",[10938],20,0,0,0,-1296893259,4,0,0,-1293942784,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2239,"warcry_cooldown_notable2709_","Art/2DArt/SkillIcons/passives/DeepBreathsNotable.dds","[3574,10938]",35,40,0,0,-1280786139,4,0,0,-1279000576,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2240,"warcry_empowered2710","Art/2DArt/SkillIcons/passives/EmpoweredAttackWarcryNode1.dds",[12034],20,0,0,0,-1266878925,4,0,0,-1263927296,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2241,"warcry_empowered2711","Art/2DArt/SkillIcons/passives/EmpoweredAttackWarcryNode1.dds","[3574,12034]",12,15,0,0,-1258881160,4,0,0,-1252130816,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2242,"warcry_empowered2712","Art/2DArt/SkillIcons/passives/EmpoweredAttackWarcryNode1.dds","[3477,12034]",15,15,0,0,-1247113880,4,0,0,-1241907200,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2243,"warcry_empowered_notable2713","Art/2DArt/SkillIcons/passives/MeasuredFuryNotable.dds",[14272],1,0,0,0,-1229682531,4,0,0,-1227751424,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2244,"warcry_damage2715","Art/2DArt/SkillIcons/passives/CooldownWarcryNode1.dds",[3574],15,0,0,0,-1304166176,4,0,0,-1224212480,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2245,"warcry_damage2716","Art/2DArt/SkillIcons/passives/CooldownWarcryNode1.dds",[3574],15,0,0,0,-1304122567,4,0,0,-1220673536,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2246,"warcry_damage2717","Art/2DArt/SkillIcons/passives/SpeedWarcryNode1.dds","[3477,12034]",15,15,0,0,-1247092076,4,0,0,-1216086016,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2247,"warcry_damage2718","Art/2DArt/SkillIcons/passives/SpeedWarcryNode1.dds","[3477,12034]",15,15,0,0,-1247148772,4,0,0,-1211498496,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2248,"warcry_damage_notable2719","Art/2DArt/SkillIcons/passives/Unfaltering.dds","[3460,17842]",50,10,0,0,-1199688015,4,0,0,-1197998080,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2249,"herald_damage2721","Art/2DArt/SkillIcons/passives/HeraldReservationNode.dds",[10975],10,0,0,0,-1186956649,4,0,0,-1182793728,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2250,"herald_reservation2722","Art/2DArt/SkillIcons/passives/HeraldBuffEffectNode2.dds",[14853],10,0,0,0,-1171077107,4,0,0,-1166540800,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2251,"herald_reservation2723","Art/2DArt/SkillIcons/passives/HeraldBuffEffectNode2.dds",[14853],10,0,0,0,-1171092213,4,0,0,-1162346496,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2252,"herald_effect2724","Art/2DArt/SkillIcons/passives/HeraldReservationNode.dds",[7462],10,0,0,0,-1158746563,4,0,0,-1156186112,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2253,"herald_effect2725","Art/2DArt/SkillIcons/passives/HeraldReservationNode.dds",[7462],10,0,0,0,-1158744513,4,0,0,-1152647168,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2254,"herald_notable2726","Art/2DArt/SkillIcons/passives/HeraldDamageNotable.dds","[10979,7462]",15,20,0,0,-1140684383,4,0,0,-1138491392,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2255,"unleash2728","Art/2DArt/SkillIcons/passives/UnleashNode.dds",[11606],10,0,0,0,-1129554985,4,0,0,-1126563840,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2256,"unleash2729_","Art/2DArt/SkillIcons/passives/UnleashNode.dds",[11606],10,0,0,0,-1129518718,4,0,0,-1123680256,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2257,"strikes_damage2731_","Art/2DArt/SkillIcons/passives/damagemelee.dds",[1359],12,0,0,0,-719424411,0,0,0,-1119879168,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2258,"strikes_range2732","Art/2DArt/SkillIcons/passives/StrikeRangeNode.dds","[1359,1229]",10,1,0,0,-1108588967,4,0,0,-1104543744,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2259,"strikes_range2733","Art/2DArt/SkillIcons/passives/StrikeRangeNode.dds","[1359,1229]",10,1,0,0,-1108604884,4,0,0,-1099956224,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2260,"strikes_speed2734","Art/2DArt/SkillIcons/passives/MeleeSplashNode.dds","[1359,11998]",10,15,0,0,-1088658857,4,0,0,-1083441152,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2261,"strikes_speed2735","Art/2DArt/SkillIcons/passives/MeleeSplashNode.dds","[1359,11998]",10,15,0,0,-1088630241,4,0,0,-1078853632,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2262,"reduced_proj_speed2738","Art/2DArt/SkillIcons/passives/ProjectilesNode2.dds","[175,497]",-10,10,0,0,1038535744,4,0,0,-1073610752,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2263,"reduced_proj_speed_notable2739","Art/2DArt/SkillIcons/passives/ReducedProjectileSpeedNotable.dds","[175,11968]",-10,40,0,0,-1058768103,4,0,0,-1056178176,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2264,"reduced_duration2740","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[215],-5,0,0,0,-1043543165,4,0,0,-1040449536,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2265,"reduced_duration2741","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNode.dds",[215],-5,0,0,0,-1043581174,4,0,0,-1036517376,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2266,"reduced_duration_notable2742","Art/2DArt/SkillIcons/passives/ReducedSkillEffectDurationNotable.dds","[215,6331]",-15,15,0,0,-1021439889,4,0,0,-1018429440,4,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2267,"corpses_damage2744","Art/2DArt/SkillIcons/passives/CorpseDamage.dds",[4751],14,0,0,0,-1008430793,4,0,0,-1004666880,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2268,"corpses_life2745","Art/2DArt/SkillIcons/passives/CorpseLife.dds",[9907],5,0,0,0,-995193325,4,0,0,-993525760,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
2269,"corpses_life2746","Art/2DArt/SkillIcons/passives/CorpseLife.dds",[9907],5,0,0,0,-995218496,4,0,0,-990117888,4,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
