"rownum","BaseItemTypesKey","StackSize","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","Scroll","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","ChangedForHardmode","DescriptionHardmode","IsGold"
3188,2670,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, Axe or Mace to the Heartseeker Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[],0,"[1,4]",507,"","",""
3189,2671,1,1,"grant_micro","","","Attaches the Heartseeker Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",1,[],[],[],16,[15],507,"","",""
3190,2672,1,1,"modify_portal_variation","","","This character's portals use the Heartseeker Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],507,"","",""
3191,2673,1,1,"grant_micro","","","Your Earthquake becomes a Demonic Effect.",[],"","Earthquake Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],352,"","",""
3192,2674,1,1,"grant_micro","","","Your Sunder becomes a Glimmerwood Effect.",[],"","Sunder Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],471,"","",""
3193,2675,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Dreadspire Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],514,"","",""
3194,2676,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Dreadspire Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],514,"","",""
3195,2677,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Dreadspire Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],514,"","",""
3196,2678,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Dreadspire Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],514,"","",""
3197,2679,1,1,"grant_micro","","","Adds the Dreadspire Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],514,"","",""
3198,2680,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, One Hand Axe, One Hand Mace or Staff to the Dreadspire Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,"[1,4]",514,"","",""
3199,2681,1,1,"grant_micro","","","Adds the Dreadspire Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",514,"","",""
3200,2682,1,1,"grant_micro","","","Attaches the Dreadspire Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",1,[],[],[],16,[15],514,"","",""
3201,2683,1,1,"modify_portal_variation","","","This character's portals use the Dreadspire Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],514,"","",""
3202,2685,1,1,"modify_portal_variation","","","This character's portals use the Gorgon Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],419,"","",""
3203,2684,1,1,"grant_micro","","","Your Stormbind becomes a Gore Effect.",[],"","Stormbind Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],348,"","",""
3204,2686,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Infernal Celestial Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[],0,[4],344,"","",""
3205,2687,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Dark Magic Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],508,"","",""
3206,2688,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Dark Magic Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],508,"","",""
3207,2689,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Dark Magic Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],508,"","",""
3208,2690,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Dark Magic Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],508,"","",""
3209,2691,1,1,"grant_micro","","","Adds the Dark Magic Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],508,"","",""
3210,2692,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, One Hand Axe or One Hand Mace to the Dark Magic Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[],0,"[1,4]",508,"","",""
3211,2693,1,1,"grant_micro","","","Your Aura becomes a Dark Magic Effect.",[],"","Aura Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],508,"","",""
3212,2694,1,1,"grant_micro","","","Adds the Dark Magic Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",508,"","",""
3213,2697,1,1,"grant_micro","","","Adds the Malice Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],517,"","",""
3214,2698,1,1,"grant_micro","","","Adds the Malice Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],517,"","",""
3215,2699,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, Axe or Mace to the Malice Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,"[1,4]",517,"","",""
3216,2700,1,1,"grant_micro","","","Adds the Insatiable Malice Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],517,"","",""
3217,2701,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Insatiable Malice Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],517,"","",""
3218,2702,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Insatiable Malice Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],517,"","",""
3219,2703,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Insatiable Malice Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],517,"","",""
3220,2704,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Insatiable Malice Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],517,"","",""
3221,2705,1,1,"grant_micro","","","Adds the Insatiable Malice Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",517,"","",""
3222,2706,1,1,"grant_micro","","","Adds the Benevolence Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],517,"","",""
3223,2707,1,1,"grant_micro","","","Adds the Benevolence Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],517,"","",""
3224,2708,1,1,"grant_micro","","","Attaches the Benevolence Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"","",[],[],[],16,[15],517,"","",""
3225,2709,1,1,"grant_micro","","","Adds the Divine Benevolence Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],517,"","",""
3226,2710,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Divine Benevolence Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],517,"","",""
3227,2711,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Divine Benevolence Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],517,"","",""
3228,2712,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Divine Benevolence Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],517,"","",""
3229,2713,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Divine Benevolence Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],517,"","",""
3230,2714,1,1,"grant_micro","","","Adds the Divine Benevolence Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",517,"","",""
3231,2715,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Angelic Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],515,"","",""
3232,2716,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Angelic Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],515,"","",""
3233,2717,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Angelic Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],515,"","",""
3234,2718,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Angelic Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],515,"","",""
3235,2719,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Angelic Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],515,"","",""
3236,2720,1,1,"grant_micro","","","Adds the Angelic Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],515,"","",""
3237,2721,1,1,"grant_micro","","","Adds the Angelic Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],515,"","",""
3238,2722,1,1,"grant_micro","","","Changes the appearance of any equipped Bow to the Angelic Bow.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],515,"","",""
3239,2723,1,1,"grant_micro","","","Changes the appearance of any equipped Quiver to the Angelic Quiver.",[],"","Quiver Skin","",[],[],0,"",0,"",2,[],[],[],0,[4],515,"","",""
3240,2724,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Angelic Shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[],0,[4],515,"","",""
3241,2725,1,1,"grant_micro","","","Attaches the Angelic Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],515,"","",""
3242,2726,1,1,"grant_micro","","","Adds the Angelic Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",515,"","",""
3243,2727,1,1,"grant_micro","","","Adds Angelic Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],515,"","",""
3244,2728,1,1,"grant_micro","","","This character's portals use the Angelic Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],515,"","",""
3245,2729,1,1,"grant_micro","","","Your Aura becomes an Angelic Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],515,"","",""
3246,2730,1,1,"grant_micro","","","Your Immortal Call becomes an Angelic Effect.",[],"","Immortal Call Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],515,"","",""
3247,2731,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Demonic Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],515,"","",""
3248,2732,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Demonic Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],515,"","",""
3249,2733,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Demonic Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],515,"","",""
3250,2734,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Demonic Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],515,"","",""
3251,2735,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Demonic Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],515,"","",""
3252,2736,1,1,"grant_micro","","","Adds the Demonic Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],515,"","",""
3253,2737,1,1,"grant_micro","","","Adds the Demon Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],515,"","",""
3254,2738,1,1,"grant_micro","","","Changes the appearance of any equipped Staff, Two Hand Axe or Two Hand Mace to the Demonic Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],515,"","",""
3255,2739,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Demonic Shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[],0,[4],515,"","",""
3256,2740,1,1,"grant_micro","","","Attaches the Demonic Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],515,"","",""
3257,2741,1,1,"grant_micro","","","Adds the Demonic Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",515,"","",""
3258,2742,1,1,"grant_micro","","","Adds Demonic Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],515,"","",""
3259,2743,1,1,"grant_micro","","","This character's portals use the Demonic Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],515,"","",""
3260,2744,1,1,"grant_micro","","","Your Aura becomes a Demonic Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],515,"","",""
3261,2745,1,1,"grant_micro","","","Your Flame Dash becomes a Demonic Effect.",[],"","Flame Dash Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],515,"","",""
3262,2746,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Pandemonium Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],515,"","",""
3263,2747,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Pandemonium Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],515,"","",""
3264,2748,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Pandemonium Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],515,"","",""
3265,2749,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Pandemonium Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],515,"","",""
3266,2750,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Pandemonium Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],515,"","",""
3267,2751,1,1,"grant_micro","","","Adds the Pandemonium Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],515,"","",""
3268,2752,1,1,"grant_micro","","","Adds the Pandemonium Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],515,"","",""
3269,2753,1,1,"grant_micro","","","Adds Pandemonium Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],515,"","",""
3270,2754,1,1,"modify_portal_variation","","","This character's portals use the Pandemonium Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],515,"","",""
3271,2755,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Pandemonium Shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[],0,[4],515,"","",""
3272,2756,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Harvest Brimmed Hat.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],517,"","",""
3273,2757,1,1,"grant_micro","","","Adds Harvest Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"","",[],[],[],10,[13],517,"","",""
3274,2758,1,1,"grant_micro","","","Adds the Harvest Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],517,"","",""
3275,2759,1,1,"modify_portal_variation","","","This character's portals use the Harvest Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],517,"","",""
3276,2760,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Glimmerwood Hat.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],471,"","",""
3277,2761,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Glimmerwood Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],471,"","",""
3278,2762,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Glimmerwood Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],471,"","",""
3279,2763,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Glimmerwood Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],471,"","",""
3280,2764,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Glimmerwood Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],471,"","",""
3281,2765,1,1,"grant_micro","","","Adds the Glimmerwood Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],471,"","",""
3282,2766,1,1,"grant_micro","","","Adds the Glimmerwood Wings I back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",3,[],[],[],5,[10],471,"","",""
3283,2767,1,1,"grant_micro","","","Adds the Glimmerwood Wings II back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",3,[],[],[],5,[10],471,"","",""
3284,2768,1,1,"grant_micro","","","Adds the Glimmerwood Wings III back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",3,[],[],[],5,[10],471,"","",""
3285,2769,1,1,"grant_micro","","","Changes the appearance of any equipped Claw, Dagger or Wand to the Glimmerwood Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[],0,"[1,4]",471,"","",""
3286,2770,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Glimmerwood Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[],0,[4],471,"","",""
3287,2771,1,1,"grant_micro","","","Your Herald becomes a Transcendence Effect.",[],"","Herald Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],471,"","",""
3288,2772,1,1,"grant_micro","","","Your Warcry becomes a Wolf Howl Effect.",[],"","Warcry Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],372,"","",""
3289,2773,1,1,"grant_micro","","","Your Ice Crash becomes an Automaton Effect.",[],"","Ice Crash Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],415,"","",""
3290,2774,1,1,"grant_micro","","","Changes the appearance of any equipped weapon to the Void Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[],0,"[1,4]",429,"","",""
3291,2775,1,1,"grant_micro","","","Attaches the Void Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"","",[],[],[],16,[15],429,"","",""
3292,2776,1,1,"grant_micro","","","Adds the Void Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",429,"","",""
3293,2777,1,1,"modify_portal_variation","","","This character's portals use the Void Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],429,"","",""
3294,2778,1,1,"modify_portal_variation","","","This character's portals use the Eternal Syndicate Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],430,"","",""
3295,2779,1,1,"grant_micro","","","Adds the Seraph Banner Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],359,"","",""
3296,2780,1,1,"grant_micro","","","Changes the appearance of any equipped Bow to the Karui Bow.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[],0,[1],447,"","",""
3297,2781,1,1,"grant_micro","","","Changes the appearance of any equipped Quiver to the Karui Quiver.",[],"","Quiver Skin","",[],[],0,"",0,"",1,[],[],[],0,[4],447,"","",""
3298,2782,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Undead Outcast Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],348,"","",""
3299,2783,1,1,"modify_portal_variation","","","This character's portals use the Divine Demon King Portal.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],363,"","",""
3300,2784,1,1,"modify_portal_variation","","","This character's portals use the Arcane Demon King Portal.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],355,"","",""
3301,2785,1,1,"modify_portal_variation","","","This character's portals use the Necrotic Demon King Portal.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],345,"","",""
3302,2786,1,1,"modify_portal_variation","","","This character's portals use the Infernal Demon King Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],344,"","",""
3303,2787,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, One Hand Axe or Staff to the High Priest Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,"[1,4]",511,"","",""
3304,2789,1,1,"grant_micro","","","Adds the Goddess Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],512,"","",""
3305,2790,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Goddess Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],512,"","",""
3306,2791,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Goddess Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],512,"","",""
3307,2792,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Goddess Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],512,"","",""
3308,2793,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Goddess Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],512,"","",""
3309,2794,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Goddess Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],512,"","",""
3310,2795,1,1,"grant_micro","","","Adds the Goddess Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],512,"","",""
3311,2796,1,1,"grant_micro","","","Adds the Goddess Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],512,"","",""
3312,2797,1,1,"grant_micro","","","Changes the appearance of any equipped Claw, Dagger, Wand, Staff, Sword, Mace or Axe to the Goddess Weapon.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",512,"","",""
3313,2798,1,1,"grant_micro","","","Adds the Goddess Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",512,"","",""
3314,2799,1,1,"grant_micro","","","Attaches the Goddess Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],512,"","",""
3315,2800,1,1,"grant_micro","","","Adds Goddess Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],512,"","",""
3316,2801,1,1,"grant_micro","","","This character's portals use the Goddess Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],512,"","",""
3317,2802,1,1,"grant_micro","","","The Goddess Apparition possesses your character.",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],512,"","",""
3318,2803,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Goddess Helmet Blue.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],512,"","",""
3319,2804,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Goddess Boots Blue.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],512,"","",""
3320,2805,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Goddess Gloves Blue.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],512,"","",""
3321,2806,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Goddess Body Armour Blue.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],512,"","",""
3322,2807,1,1,"grant_micro","","","Changes the appearance of any equipped to the Goddess Blue Weapon Skin.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",512,"","",""
3323,2808,1,1,"grant_micro","","","Adds the Goddess Blue Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",512,"","",""
3324,2809,1,1,"grant_micro","","","Attaches the Goddess Blue Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",2,[],[],[],16,[15],512,"","",""
3325,2810,1,1,"grant_micro","","","Adds Goddess Blue Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],512,"","",""
3326,2811,1,1,"grant_micro","","","Adds the Flaming Head Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",344,"","",""
3327,2812,1,1,"grant_micro","","","Adds the Arcane Flaming Head Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",355,"","",""
3328,2813,1,1,"grant_micro","","","Adds the Misery Flaming Head Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",525,"","",""
3329,2814,1,1,"grant_micro","","","Adds the Ghostflame Flaming Head Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",349,"","",""
3330,2815,1,1,"grant_micro","","","Adds the Purple Flaming Head Helmet Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",369,"","",""
3331,2816,1,1,"grant_micro","","","Your Animated Weapons have an Innocence Effect.",[],"","Animate  Weapon Skin","",[],[],0,"",0,"","",[],[],[],17,[37],458,"","",""
3332,2817,1,1,"grant_micro","","","Your Animated Weapons have an Automaton Effect.",[],"","Animate  Weapon Skin","",[],[],0,"",0,"","",[],[],[],17,[37],415,"","",""
3333,2818,1,1,"grant_micro","","","Your Animated Weapons have a Polar Effect.",[],"","Animate  Weapon Skin","",[],[],0,"",0,"","",[],[],[],17,[37],393,"","",""
3334,2819,1,1,"grant_micro","","","Your Desecrate becomes a Stygian Effect.",[],"","Desecrate Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],406,"","",""
3335,2820,1,1,"grant_micro","","","Your Cyclone becomes an Automaton Effect.",[],"","Cyclone Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],415,"","",""
3336,2821,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Stygian Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[],0,[4],406,"","",""
3337,2822,1,1,"modify_portal_variation","","","This character's portals use the Mystic Gate Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],383,"","",""
3338,2823,1,1,"modify_portal_variation","","","This character's portals use the Demonic Stygian Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],352,"","",""
