"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","i32","bool","DialogueOption2","rid","rid","string","i32","i32","i32","i32","rid","i32"
1941,371,11,"Memory Bridges",[2078],[],[2099],"","",3,"",2099,[4653],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,127342,0,52,"",0
1942,371,12,"The Synthesiser",[2078],[],[2100],"","",3,"",2100,[4654],"","","",[],[],1323,[],1323,"","",4,"","league","","","",0,127440,0,52,"",0
1943,373,0,"View Memory Map","[717,0]",[],[],"triggerer.SendOpenScreen( SynthesisMapWindow ); triggerer.FinishNPCChat();","",10,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","Memory Map",1,"","渀",0,127472,0,52,"",0
1944,373,1,"Visit Memory Nexus","[717,0]",[],[],"triggerer.OpenSynthesisHubPortal(); triggerer.FinishNPCChat();","",10,"",71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","渀",0,127504,0,52,"",0
1945,373,2,"Sell Items",[717],[],[],"","",25,"",71,[],"","","",[],[],1323,[],1323,"","",2,"","","","","",0,127520,0,52,"",0
1946,373,3,"Talk to Cavas",[],[717],[],"","",3,"",71,"[4656,4657]","","","",[],[],1323,[],1323,"","",4,"","","","","",0,127598,0,52,"",0
1947,373,4,"Memory Fragments",[717],[],[2094],"","",3,"",2094,[4648],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,127646,0,52,"",0
1948,373,5,"Cavas' Past",[717],[163],[2095],"","",3,"",2095,[4649],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,127710,0,52,"",0
1949,373,6,"Cavas' Past","[717,0]",[1046],[2096],"","",3,"",2096,[4650],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,127790,0,52,"",0
1950,373,7,"Cavas' Past","[717,0]",[1374],[2097],"","",3,"",2097,[4651],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,127870,0,52,"",0
1951,373,8,"Cavas' Past","[717,0]",[],[2098],"","",3,"",2098,[4652],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,127934,0,52,"",0
1952,373,9,"Memory Bridges","[717,0]",[],[2099],"","",3,"",2099,[4653],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,127998,0,52,"",0
1953,373,10,"The Synthesiser","[717,0]",[],[2100],"","",3,"",2100,[4654],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,128062,0,52,"",0
1954,374,0,"View Memory Map",[717],[],[],"triggerer.SendOpenScreen( SynthesisMapWindow ); triggerer.FinishNPCChat();","",10,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","Memory Map",1,"","渀",0,128078,0,52,"",0
1955,374,1,"Talk to Cavas",[],[717],[],"","",3,"",71,"[4656,4657]","","","",[],[],1323,[],1323,"","",4,"","","","","",0,128126,0,52,"",0
1956,374,2,"Sell Items",[],[],[],"","",25,"",71,[],"","","",[],[],1323,[],1323,"","",2,"","",0,"","",0,128126,0,52,"",0
1957,374,3,"Invite to Hideout",[717],[],[],"","",39,"",71,[],"","","",[],[200],1323,[],1323,"","",4,"","","","","",0,128146,0,52,"",0
1958,374,4,"Linked Memories",[717],[2078],[2078],"",2078,5,"",71,[4639],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,128244,0,52,"",0
1959,374,5,"Linked Memories","[717,0]",[2081],[],"","",5,"",71,[4639],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,128308,0,52,"",0
1960,374,6,"Linked Memories","[717,0]",[],[2082],"",2082,5,"",2082,[4640],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,128372,0,52,"",0
1961,374,7,"Memory Fragments",[],[],[2094],"","",3,"",2094,[4648],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,128404,0,52,"",0
1962,374,8,"Cavas' Past",[],[163],[2095],"","",3,"",2095,[4649],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,128452,0,52,"",0
1963,374,9,"Cavas' Past",[163],[1046],[2096],"","",3,"",2096,[4650],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,128516,0,52,"",0
1964,374,10,"Cavas' Past",[1046],[1374],[2097],"","",3,"",2097,[4651],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,128580,0,52,"",0
1965,374,11,"Cavas' Past",[1374],[],[2098],"","",3,"",2098,[4652],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,128628,0,52,"",0
1966,374,12,"Memory Bridges",[2078],[],[2099],"","",3,"",2099,[4653],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,128676,0,52,"",0
1967,374,13,"The Synthesiser",[2078],[],[2100],"","",3,"",2100,[4654],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,128724,0,52,"",0
1968,375,0,"View Memory Map",[717],[],[],"triggerer.SendOpenScreen( SynthesisMapWindow ); triggerer.FinishNPCChat();","",10,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","Memory Map",1,"","渀",0,128740,0,52,"",0
1969,375,1,"Sell Items",[],[],[],"","",25,"",71,[],"","","",[],[],1323,[],1323,"","",2,"","",0,"","",0,128740,0,52,"",0
1970,372,0,"View Memory Map",[2078],[],[],"triggerer.SendOpenScreen( SynthesisMapWindow ); triggerer.FinishNPCChat();","",10,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","Memory Map",1,"","渀",0,128756,0,52,"",0
1971,372,1,"Visit Memory Nexus","[2077,0]",[],[],"triggerer.OpenSynthesisHubPortal(); triggerer.FinishNPCChat();","",10,"",71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","渀",0,128788,0,52,"",0
1972,372,2,"Introduction",[],[2076],[2089],"",2089,3,"",2089,[4559],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,128836,0,52,"",0
1973,372,3,"Lost Memory",[],"[2076,0,0]",[],"triggerer.SetQuestFlag( SynthesisQuestReceived1 ); triggerer.FinishNPCChat();",1930,5,"",71,[4641],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,129058,0,52,"",0
1974,372,4,"Lost Memory",[1930],"[2076,0]",[1930],"","",5,"",71,[4641],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,129138,0,52,"",0
1975,372,5,"Lost Memory",[2076],[2086],[1930],"","",5,"",71,[4647],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,129202,0,52,"",0
1976,372,6,"Invite to Hideout",[2077],[],[],"","",39,"",71,[],"","","",[],[200],1323,[],1323,"","",4,"","","","","",0,129222,0,52,"",0
1977,372,7,"The Nexus","[2076,0]",[2078],[2077],"",2077,5,"",71,[4638],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,129302,0,52,"",0
1978,372,8,"Lost Memory","[2086,0]",[2076],"[2087,0]","",2087,5,"",71,[4644],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,129398,0,52,"",0
1979,372,9,"Lost Memory","[2086,0,0]",[],[2087],"triggerer.DispatchRulesetEvent( play_completion_dialogue );",2087,5,"",71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,129584,0,52,"",0
1980,372,10,"Lost Memory",[2086],"[2090,0]",[2087],"",2087,5,"",71,[4645],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,129664,0,52,"",0
1981,372,11,"Lost Memory","[2086,0]",[2090],[2087],"",2087,5,"",71,[4646],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,129744,0,52,"",0
1982,372,12,"__reaction__",[71],[],[2092],"","",5,"",71,"[5077,5078,5079]","","","",[],[],1323,[],1323,"","",4,"","","","","",0,129852,0,52,"",0
1983,372,13,"__reaction__",[71],[],[],"","",5,"",71,[4670],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,129884,0,52,"",0
1984,372,14,"__reaction__",[71],[],[],"","",5,"",71,[4673],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,129916,0,52,"",0
1985,372,15,"__reaction__",[71],[],[],"","",5,"",71,[4676],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,129948,0,52,"",0
1986,372,16,"__reaction__",[71],[],[],"","",5,"",71,[4679],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,129980,0,52,"",0
1987,372,17,"__reaction__",[71],[],[],"","",5,"",71,[4682],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130012,0,52,"",0
1988,372,18,"__reaction__",[71],[],[],"","",5,"",71,[4685],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130044,0,52,"",0
1989,372,19,"__reaction__",[71],[],[],"","",5,"",71,[4688],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130076,0,52,"",0
1990,372,20,"__reaction__",[71],[],[],"","",5,"",71,[4691],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130108,0,52,"",0
1991,372,21,"__reaction__",[71],[],[],"","",5,"",71,[4914],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130140,0,52,"",0
1992,372,22,"__reaction__",[71],[],[],"","",5,"",71,[4917],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130172,0,52,"",0
1993,372,23,"__reaction__",[71],[],[],"","",5,"",71,[4920],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130204,0,52,"",0
1994,372,24,"__reaction__",[71],[],[],"","",5,"",71,[4923],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130236,0,52,"",0
1995,372,25,"__reaction__",[71],[],[],"","",5,"",71,[4926],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130268,0,52,"",0
1996,372,26,"__reaction__",[71],[],[],"","",5,"",71,[4929],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130300,0,52,"",0
1997,372,27,"__reaction__",[71],[],[],"","",5,"",71,[4932],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130332,0,52,"",0
1998,372,28,"__reaction__",[71],[],[],"","",5,"",71,[4935],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130364,0,52,"",0
1999,372,29,"__reaction__",[71],[],[],"","",5,"",71,[4938],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130396,0,52,"",0
2000,372,30,"__reaction__",[71],[],[],"","",5,"",71,[4941],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130428,0,52,"",0
2001,372,31,"__reaction__",[71],[],[],"","",5,"",71,[4944],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130460,0,52,"",0
2002,372,32,"__reaction__",[71],[],[],"","",5,"",71,[4947],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130492,0,52,"",0
2003,372,33,"__reaction__",[71],[],[],"","",5,"",71,[4950],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130524,0,52,"",0
2004,372,34,"__reaction__",[71],[],[],"","",5,"",71,[4953],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130556,0,52,"",0
2005,372,35,"__reaction__",[71],[],[],"","",5,"",71,[4956],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130588,0,52,"",0
2006,372,36,"__reaction__",[71],[],[],"","",5,"",71,[4959],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130620,0,52,"",0
2007,372,37,"__reaction__",[71],[],[],"","",5,"",71,[4962],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130652,0,52,"",0
2008,372,38,"__reaction__",[71],[],[],"","",5,"",71,[4965],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130684,0,52,"",0
2009,372,39,"__reaction__",[71],[],[],"","",5,"",71,[4968],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130716,0,52,"",0
2010,372,40,"__reaction__",[71],[],[],"","",5,"",71,[4971],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130748,0,52,"",0
2011,372,41,"__reaction__",[71],[],[],"","",5,"",71,[4974],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130780,0,52,"",0
2012,372,42,"__reaction__",[71],[],[],"","",5,"",71,[4977],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130812,0,52,"",0
2013,372,43,"__reaction__",[71],[],[],"","",5,"",71,[4980],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130844,0,52,"",0
2014,372,44,"__reaction__",[71],[],[],"","",5,"",71,[4983],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130876,0,52,"",0
2015,372,45,"__reaction__",[71],[],[],"","",5,"",71,[4986],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130908,0,52,"",0
2016,372,46,"__reaction__",[71],[],[],"","",5,"",71,[4989],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130940,0,52,"",0
2017,372,47,"__reaction__",[71],[],[],"","",5,"",71,[4992],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,130972,0,52,"",0
2018,372,48,"__reaction__",[71],[],[],"","",5,"",71,[4995],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131004,0,52,"",0
2019,372,49,"__reaction__",[71],[],[],"","",5,"",71,[4998],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131036,0,52,"",0
2020,372,50,"__reaction__",[71],[],[],"","",5,"",71,[5001],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131068,0,52,"",0
2021,372,51,"__reaction__",[71],[],[],"","",5,"",71,[5004],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131100,0,52,"",0
2022,372,52,"__reaction__",[71],[],[],"","",5,"",71,[5007],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131132,0,52,"",0
2023,372,53,"__reaction__",[71],[],[],"","",5,"",71,[5010],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131164,0,52,"",0
2024,372,54,"__reaction__",[71],[],[],"","",5,"",71,[5013],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131196,0,52,"",0
2025,372,55,"__reaction__",[71],[],[],"","",5,"",71,[5016],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131228,0,52,"",0
2026,372,56,"__reaction__",[71],[],[],"","",5,"",71,[5019],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131260,0,52,"",0
2027,372,57,"__reaction__",[71],[],[],"","",5,"",71,[5022],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131292,0,52,"",0
2028,372,58,"__reaction__",[71],[],[],"","",5,"",71,[5025],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131324,0,52,"",0
2029,372,59,"__reaction__",[71],[],[],"","",5,"",71,[5028],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131356,0,52,"",0
2030,372,60,"__reaction__",[71],[],[],"","",5,"",71,[5031],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131388,0,52,"",0
2031,372,61,"__reaction__",[71],[],[],"","",5,"",71,[5034],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131420,0,52,"",0
2032,372,62,"__reaction__",[71],[],[],"","",5,"",71,[5037],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131452,0,52,"",0
2033,372,63,"__reaction__",[71],[],[],"","",5,"",71,[5040],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131484,0,52,"",0
2034,372,64,"__reaction__",[71],[],[],"","",5,"",71,[5043],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131516,0,52,"",0
2035,372,65,"__reaction__",[71],[],[],"","",5,"",71,[5046],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131548,0,52,"",0
2036,372,66,"__reaction__",[71],[],[],"","",5,"",71,[5049],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131580,0,52,"",0
2037,372,67,"__reaction__",[71],[],[],"","",5,"",71,[5052],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131612,0,52,"",0
2038,372,68,"__reaction__",[71],[],[],"","",5,"",71,[5055],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131644,0,52,"",0
2039,372,69,"__reaction__",[71],[],[],"","",5,"",71,[5058],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131676,0,52,"",0
2040,372,70,"__reaction__",[71],[],[],"","",5,"",71,[5061],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131708,0,52,"",0
2041,372,71,"__reaction__",[71],[],[],"","",5,"",71,[5064],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131740,0,52,"",0
2042,372,72,"Memory Fragments",[],[],[2094],"","",3,"",2094,[4648],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131772,0,52,"",0
2043,381,0,"View Memory Map",[2078],[],[],"triggerer.SendOpenScreen( SynthesisMapWindow ); triggerer.FinishNPCChat();","",10,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","Memory Map",1,"","渀",0,131788,0,52,"",0
2044,381,1,"Visit Memory Nexus","[2077,0]",[],[],"triggerer.OpenSynthesisHubPortal(); triggerer.FinishNPCChat();","",10,"",71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","渀",0,131820,0,52,"",0
2045,381,2,"Lost Memory","[2086,0]",[],[2087],"triggerer.DispatchRulesetEvent( play_completion_dialogue );",2087,5,"",71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,131868,0,52,"",0
2046,381,3,"Lost Memory",[2086],[2090],[2087],"",2087,5,"",71,"[4724,4725]","","","",[],[],1323,[],1323,"","",4,"","","","","",0,131948,0,52,"",0
2047,381,4,"__reaction__",[71],[],[2092],"","",5,"",71,"[4721,4722,4723]","","","",[],[],1323,[],1323,"","",4,"","","","","",0,132028,0,52,"",0
2048,381,5,"__reaction__",[71],[],[],"","",5,"",71,[4731],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132060,0,52,"",0
2049,381,6,"__reaction__",[71],[],[],"","",5,"",71,[4785],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132092,0,52,"",0
2050,381,7,"__reaction__",[71],[],[],"","",5,"",71,[5067],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132124,0,52,"",0
2051,381,8,"__reaction__",[71],[],[],"","",5,"",71,[4788],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132156,0,52,"",0
2052,381,9,"__reaction__",[71],[],[],"","",5,"",71,[4734],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132188,0,52,"",0
2053,381,10,"__reaction__",[71],[],[],"","",5,"",71,[4791],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132220,0,52,"",0
2054,381,11,"__reaction__",[71],[],[],"","",5,"",71,[4737],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132252,0,52,"",0
2055,381,12,"__reaction__",[71],[],[],"","",5,"",71,[4740],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132284,0,52,"",0
2056,381,13,"__reaction__",[71],[],[],"","",5,"",71,[4743],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132316,0,52,"",0
2057,381,14,"__reaction__",[71],[],[],"","",5,"",71,[4908],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132348,0,52,"",0
2058,381,15,"__reaction__",[71],[],[],"","",5,"",71,[4860],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132380,0,52,"",0
2059,381,16,"__reaction__",[71],[],[],"","",5,"",71,[4746],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132412,0,52,"",0
2060,381,17,"__reaction__",[71],[],[],"","",5,"",71,[4794],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132444,0,52,"",0
2061,381,18,"__reaction__",[71],[],[],"","",5,"",71,[4866],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132476,0,52,"",0
2062,381,19,"__reaction__",[71],[],[],"","",5,"",71,[4797],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132508,0,52,"",0
2063,381,20,"__reaction__",[71],[],[],"","",5,"",71,[4749],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132540,0,52,"",0
2064,381,21,"__reaction__",[71],[],[],"","",5,"",71,[4893],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132572,0,52,"",0
2065,381,22,"__reaction__",[71],[],[],"","",5,"",71,[4764],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132604,0,52,"",0
2066,381,23,"__reaction__",[71],[],[],"","",5,"",71,[5070],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132636,0,52,"",0
2067,381,24,"__reaction__",[71],[],[],"","",5,"",71,[4902],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132668,0,52,"",0
2068,381,25,"__reaction__",[71],[],[],"","",5,"",71,[4800],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132700,0,52,"",0
2069,381,26,"__reaction__",[71],[],[],"","",5,"",71,[4896],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132732,0,52,"",0
2070,381,27,"__reaction__",[71],[],[],"","",5,"",71,[4803],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132764,0,52,"",0
2071,381,28,"__reaction__",[71],[],[],"","",5,"",71,[4863],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132796,0,52,"",0
2072,381,29,"__reaction__",[71],[],[],"","",5,"",71,[4767],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132828,0,52,"",0
2073,381,30,"__reaction__",[71],[],[],"","",5,"",71,[4806],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132860,0,52,"",0
2074,381,31,"__reaction__",[71],[],[],"","",5,"",71,[4752],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132892,0,52,"",0
2075,381,32,"__reaction__",[71],[],[],"","",5,"",71,[4755],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132924,0,52,"",0
2076,381,33,"__reaction__",[71],[],[],"","",5,"",71,[4884],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132956,0,52,"",0
2077,381,34,"__reaction__",[71],[],[],"","",5,"",71,[4881],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,132988,0,52,"",0
2078,381,35,"__reaction__",[71],[],[],"","",5,"",71,[4726],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133020,0,52,"",0
2079,381,36,"__reaction__",[71],[],[],"","",5,"",71,[4758],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133052,0,52,"",0
2080,381,37,"__reaction__",[71],[],[],"","",5,"",71,[4809],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133084,0,52,"",0
2081,381,38,"__reaction__",[71],[],[],"","",5,"",71,[4812],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133116,0,52,"",0
2082,381,39,"__reaction__",[71],[],[],"","",5,"",71,[4815],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133148,0,52,"",0
2083,381,40,"__reaction__",[71],[],[],"","",5,"",71,[4818],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133180,0,52,"",0
2084,381,41,"__reaction__",[71],[],[],"","",5,"",71,[4821],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133212,0,52,"",0
2085,381,42,"__reaction__",[71],[],[],"","",5,"",71,[4824],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133244,0,52,"",0
2086,381,43,"__reaction__",[71],[],[],"","",5,"",71,[4869],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133276,0,52,"",0
2087,381,44,"__reaction__",[71],[],[],"","",5,"",71,[5073],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133308,0,52,"",0
2088,381,45,"__reaction__",[71],[],[],"","",5,"",71,[5076],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133340,0,52,"",0
2089,381,46,"__reaction__",[71],[],[],"","",5,"",71,[4827],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133372,0,52,"",0
2090,381,47,"__reaction__",[71],[],[],"","",5,"",71,[4830],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133404,0,52,"",0
2091,381,48,"__reaction__",[71],[],[],"","",5,"",71,[4761],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133436,0,52,"",0
2092,381,49,"__reaction__",[71],[],[],"","",5,"",71,[4833],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133468,0,52,"",0
2093,381,50,"__reaction__",[71],[],[],"","",5,"",71,[4905],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133500,0,52,"",0
2094,381,51,"__reaction__",[71],[],[],"","",5,"",71,[4770],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133532,0,52,"",0
2095,381,52,"__reaction__",[71],[],[],"","",5,"",71,[4776],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133564,0,52,"",0
2096,381,53,"__reaction__",[71],[],[],"","",5,"",71,[4773],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133596,0,52,"",0
2097,381,54,"__reaction__",[71],[],[],"","",5,"",71,[4899],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133628,0,52,"",0
2098,381,55,"__reaction__",[71],[],[],"","",5,"",71,[4875],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133660,0,52,"",0
2099,381,56,"__reaction__",[71],[],[],"","",5,"",71,[4779],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133692,0,52,"",0
2100,381,57,"__reaction__",[71],[],[],"","",5,"",71,[4782],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133724,0,52,"",0
2101,381,58,"__reaction__",[71],[],[],"","",5,"",71,[4911],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133756,0,52,"",0
2102,381,59,"__reaction__",[71],[],[],"","",5,"",71,[4878],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133788,0,52,"",0
2103,381,60,"__reaction__",[71],[],[],"","",5,"",71,[4872],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133820,0,52,"",0
2104,381,61,"__reaction__",[71],[],[],"","",5,"",71,[4836],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133852,0,52,"",0
2105,381,62,"__reaction__",[71],[],[],"","",5,"",71,[4887],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133884,0,52,"",0
2106,381,63,"__reaction__",[71],[],[],"","",5,"",71,[4839],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133916,0,52,"",0
2107,381,64,"__reaction__",[71],[],[],"","",5,"",71,[4842],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133948,0,52,"",0
2108,381,65,"__reaction__",[71],[],[],"","",5,"",71,[4845],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,133980,0,52,"",0
2109,381,66,"__reaction__",[71],[],[],"","",5,"",71,[4848],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,134012,0,52,"",0
2110,381,67,"__reaction__",[71],[],[],"","",5,"",71,[4851],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,134044,0,52,"",0
2111,381,68,"__reaction__",[71],[],[],"","",5,"",71,[4890],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,134076,0,52,"",0
2112,381,69,"__reaction__",[71],[],[],"","",5,"",71,[4854],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,134108,0,52,"",0
2113,381,70,"__reaction__",[71],[],[],"","",5,"",71,[4857],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,134140,0,52,"",0
2114,381,71,"Venarius",[2088],[2102],[2102],"",2102,5,"",71,[4706],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,134204,0,52,"",0
2115,381,72,"__quest_fixup__",[2088],[2091],[2091],"",2091,5,"",71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","渀",0,134286,0,52,"",0
2116,381,73,"__quest_fixup__",[2088],[2077],[2077],"",2077,5,"",71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","渀",0,134334,0,52,"",0
