"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","IsSupport","bool","i32","i32","i32","i32"
401,5934,8590,100,0,0,"[9,16,7,13,25,14]","","","Supports melee attack skills. Cannot support Triggered attacks, skills used by Totems, or skills which create minions.",13492,8591,"","",1,1,-16843010,-16843010,-16843010,-16843010
402,5935,8594,0,0,100,"[11,25,4,22,15,1,35,37,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
403,5936,8551,0,75,0,"[12,47,10,25,4,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
404,5937,8612,60,40,0,"[9,25,4,12,14,41]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
405,5938,8613,40,60,0,"[13,33,10,16]","","","Supports attack skills.",13488,"","","",1,1,-16843010,-16843010,-16843010,-16843010
406,5939,8614,100,0,0,"[9,25,13,7,36,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
407,5940,8615,100,0,0,"[9,25,4,14,12,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
408,5941,8643,100,0,0,"[14,9,16,7,13]","","","Supports melee attack skills.",13489,"","","",1,1,-16843010,-16843010,-16843010,-16843010
409,5942,8678,100,0,0,"[9,16,7,13]","","","Supports melee attack skills. Minions cannot gain rage.",13490,"","","",1,1,-16843010,-16843010,-16843010,-16843010
410,5943,8718,0,60,40,"[47,10,25,13,5,3]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
411,5944,8720,0,0,100,"[11,25,33,8,4,28]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
412,5945,8723,0,60,40,"[10,25,35,14,3,22,37,4,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
413,5946,8724,0,100,0,"[10,25,4,3,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
414,5947,8726,0,0,100,"[11,16,8,15]","","","Supports skills which create Minions.",13493,"","","",1,1,-16843010,-16843010,-16843010,-16843010
415,5948,8727,0,0,100,"[11,16,8,25,4,15]","","","Supports skills which create Minions.",13495,8728,"","",1,1,-16843010,-16843010,-16843010,-16843010
416,5949,8729,0,60,40,"[10,25,13,7,36,22]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
417,5950,8731,0,60,40,"[13,47,10,16]","","","Supports attack skills. Cannot support skills which create minions.",13496,"","","",1,1,-16843010,-16843010,-16843010,-16843010
418,5951,8732,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",13494,"","","",1,1,-16843010,-16843010,-16843010,-16843010
419,6008,8733,0,60,40,"[10,25,13,22,5]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
420,5952,8735,0,40,60,"[21,11,25,4,14,2,12,38]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
421,5953,8737,0,40,60,"[20,21,11,25,4,8,1,2,14,12]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
422,5954,8754,0,40,60,"[21,11,16,14,12]","","","Supports spells, or attacks that use bows or wands. Instead of using that skill, you will throw a mine that will use the skill for you when you detonate it. Mines cannot use channelling skills.",13385,"","","",1,1,-16843010,-16843010,-16843010,-16843010
423,6001,8755,40,0,60,"[0,14,11,16,8]","","","Supports skills which create Minions.",13497,"","","",1,1,-16843010,-16843010,-16843010,-16843010
424,5955,8757,0,60,40,"[10,25,13,7,36,14,15,3]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
425,5956,8758,0,60,40,"[10,25,13,5,3]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
426,5957,8762,0,60,40,"[10,16,20,21]","","","Supports skills which throw Traps or Mines.",13498,"","","",1,1,-16843010,-16843010,-16843010,-16843010
427,5958,8771,0,100,0,"[10,25,13,5,19,33,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
428,5959,8772,0,100,0,"[6,13,10,16,5]","","","Supports bow attack skills that fire arrows forwards as projectiles. These skills will instead fire a payload arrow into the air to land at a targeted location. The supported skills' arrows will then fire out in a circle from where it lands. Cannot support skills that already fire arrows into the air, channelled skills, or skills that create Minions.",13460,"","","",1,1,444,0,-16843010,-16843010
429,5960,8774,0,100,0,"[6,13,10,16,5]","","","Supports projectile attack skills that use bows or wands. Cannot support triggered skills, channelled skills, or skills that create Minions.",13459,"","","",1,1,-16843010,-16843010,-16843010,-16843010
430,5961,8775,0,100,0,"[10,25,13,5,14,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
431,5962,8780,0,100,0,"[10,25,13,19,14,0,5,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
432,5565,8220,0,100,0,"[10,16,5]","","","Supports skills that fire projectiles from the user. Does not affect projectiles fired from other locations as secondary effects.",13476,"","","",1,1,-16843010,-16843010,-16843010,-16843010
433,5963,8782,100,0,0,"[0,33,9,16]","","","Supports any skill that hits enemies.",13500,"","","",1,1,-16843010,-16843010,33,0
434,5964,8783,100,0,0,"[9,16,7,13,36]","","","Supports melee strike skills, causing them to also strike at extra targets simultaneously. The extra targets must be a minimum distance from the user. If supporting a minion attack skill, the minion's skills will not also strike extra targets. Cannot support triggered skills.",13501,"","","",1,1,-16843010,-16843010,345,0
435,5965,8784,100,0,0,"[33,9,16]","","","Supports any skill that deals damage.",13502,"","","",1,1,-16843010,-16843010,333,0
436,5966,8785,60,0,40,"[0,9,16]","","","Supports any skill that hits enemies, or can deal burning damage directly.",13503,"","","",1,1,-16843010,-16843010,191,0
437,5967,8786,60,0,40,"[13,9,16]","","","Supports attack skills.",13504,"","","",1,1,-16843010,-16843010,112,0
438,5968,8787,100,0,0,"[0,9,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy fire resistance.",13505,"","","",1,1,-16843010,-16843010,171,0
439,5969,8788,60,0,40,"[9,16,12]","","","Supports aura skills that affect you and allies, increasing the aura's effect on allies, but preventing it from affecting you at all. Cannot support curse auras, or other auras that only affect enemies. Cannot support skills used by totems.",13506,"","","",1,1,-16843010,-16843010,244,0
440,5970,8789,100,0,0,"[7,33,9,16,13]","","","Supports melee attack skills.",13507,"","","",1,1,-16843010,-16843010,82,0
441,5971,8790,100,0,0,"[9,16,7,13,36,14]","","","Supports melee strike skills, causing their melee strike to deal splash damage around each target hit.",13508,"","","",1,1,-16843010,-16843010,188,0
442,5972,8791,60,40,0,"[13,7,9,16]","","","Supports melee attack skills, making them repeat three times when used, targeting a random enemy each time. Cannot support Vaal skills, channelling skills or triggered skills.",13509,"","","",1,1,-16843010,-16843010,186,0
443,5973,8792,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies.",13510,"","","",1,1,-16843010,-16843010,38,0
444,5974,8793,0,100,0,"[6,13,10,16,5]","","","Supports bow attack skills that fire arrows forwards as projectiles. These skills will instead fire a payload arrow into the air to land at a targeted location. The supported skills' arrows will then fire out in a circle from where it lands. Cannot support skills that already fire arrows into the air, channelled skills, or skills that create Minions.",13511,"","","",1,1,-16843010,-16843010,428,0
445,5975,8794,0,60,40,"[47,10,16,4,26]","","","Must support both an attack skill and a spell skill to work. The attack skill will trigger a spell when it critically strikes an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13512,8795,"","",1,1,-16843010,-16843010,196,0
446,5976,8796,0,100,0,"[10,16,18,5]","","","Supports projectile skills, and any other skills that chain.",13513,"","","",1,1,-16843010,-16843010,175,0
447,5977,8797,0,100,0,"[1,10,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy cold resistance.",13514,"","","",1,1,-16843010,-16843010,172,0
448,5978,8798,0,60,40,"[10,16]","","","Supports any skill that hits enemies.",13515,"","","",1,1,-16843010,-16843010,325,0
449,5979,8799,0,100,0,"[10,16,5]","","","Supports projectile skills, making their projectiles fork into two projectiles the first two times they hit an enemy and don't pierce it.",13516,"","","",1,1,-16843010,-16843010,177,0
450,5980,8800,0,100,0,"[10,16,5]","","","Supports projectile skills.",13517,"","","",1,1,-16843010,-16843010,35,0
451,5981,8801,0,100,0,"[10,16,15]","","","Supports any skill that has a duration, or can hit enemies to inflict ailments on them.",13518,"","","",1,1,-16843010,-16843010,305,0
452,5982,8802,0,60,40,"[3,10,16]","","","Supports any skill that deals damage.",13519,"","","",1,1,-16843010,-16843010,303,0
453,5983,8803,0,100,0,"[5,13,33,3,10,16]","","","Supports projectile attack skills.",13520,"","","",1,1,-16843010,-16843010,229,0
454,5984,8804,0,0,100,"[3,11,16]","","","Supports any skill that hits enemies.",13521,"","","",1,1,-16843010,-16843010,61,0
455,5985,8805,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies.",13522,"","","",1,1,-16843010,-16843010,41,0
456,5986,8806,0,0,100,"[11,16,42,12]","","","Supports hex curse skills, turning them into auras that will apply their effect to all enemies in an area around you.",13523,"","","",1,1,-16843010,-16843010,269,0
457,5987,8807,0,40,60,"[11,16,30,4,26]","","","Must support both a channelling skill and a non-channelling spell skill to work. The channelling skill will trigger a spell periodically while channelling. Cannot support skills used by totems, traps, or mines. Vaal skills and skills with a reservation cannot be triggered.",13524,8808,"","",1,1,-16843010,-16843010,319,0
458,5988,8809,0,0,100,"[4,47,11,16]","","","Supports attack skills, or spell skills that deal damage.",13525,"","","",1,1,-16843010,-16843010,304,0
459,5989,8810,0,0,100,"[11,16,42,26]","","","Must support both a skill that hits enemies, and a hex curse skill to work. The hex will be applied when enemies are hit by the other skill. Cannot support totems, traps, or mines. Minions cannot apply hexes this way.",13526,8811,"","",1,1,-16843010,-16843010,193,0
460,5990,8812,0,0,100,"[11,16]","","","Supports any skill that hits or burns enemies, or inflicts elemental ailments.",13527,"","","",1,1,-16843010,-16843010,313,0
461,5991,8813,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect.",13528,"","","",1,1,-16843010,-16843010,40,0
462,5992,8814,0,0,100,"[2,11,16]","","","Supports any skill that hits enemies, making those hits penetrate enemy lightning resistance.",13529,"","","",1,1,-16843010,-16843010,173,0
463,5993,8815,0,0,100,"[11,16,8]","","","Supports skills which create Minions.",13530,"","","",1,1,-16843010,-16843010,106,0
464,5994,8816,0,0,100,"[14,4,11,16]","","","Supports spell skills that apply an effect to an area around a targeted location. Cannot support Vaal skills or skills used by totems, traps, or mines. Cannot modify the skills of minions.",13531,"","","",1,1,-16843010,-16843010,344,0
465,5995,8817,0,0,100,"[4,11,16]","","","Supports spell skills, making them repeat when cast. Cannot support Vaal skills, totem skills, channelling skills, triggered skills, instant skills, or skills with a reservation.",13532,"","","",1,1,-16843010,-16843010,187,0
466,5996,8818,0,40,60,"[11,16]","","","Supports any skill that hits enemies or inflicts ailments",13533,"","","",1,1,-16843010,-16843010,332,0
467,5997,8819,0,0,100,"[4,11,16]","","","Supports spell skills, making their effect reoccur when cast. Cannot support skills with cooldowns, triggered skills, Brand skills, Vaal skills, channelling skills, skills with a reservation, or skills used by totems, traps, or mines. Cannot modify the skills of minions.",13534,"","","",1,1,-16843010,-16843010,388,0
468,5998,2365,100,0,0,"[29,48,9,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the level of supported gems. Cannot support skills that don't come from gems.",13535,"","","",1,1,-16843010,-16843010,199,0
469,5999,2821,0,0,100,"[29,48,11,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will apply a cost & reservation multiplier to supported gems. Cannot support skills that don't come from gems.",13536,"","","",1,1,-16843010,-16843010,232,0
470,6000,2613,0,100,0,"[29,48,10,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the quality of supported gems. Cannot support skills that don't come from gems.",13537,"","","",1,1,-16843010,-16843010,214,0
471,6004,9027,0,0,100,"[11,25,4,15,34,2,46]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
472,6002,9028,0,100,0,"[10,25,4,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
473,5913,9029,0,0,100,"[11,25,4,14,30,2,15,46]","","","","",9030,"","",1,1,-16843010,-16843010,-16843010,-16843010
474,6005,9031,0,0,100,"[11,25,13,5]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
475,6006,9032,0,100,0,"[10,25,4,14,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
476,6007,9034,40,60,0,"[10,25,13,14,22,30,33,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
477,6003,9036,0,0,100,"[26,11,25,4]","","","Supports spell skills that have no reservation. Cannot support skills used by totems, traps or mines. Cannot modify the skills of minions.","",9035,"","Spellslinger Support",1,1,-16843010,-16843010,-16843010,-16843010
478,6010,9037,0,0,100,"[2,46,11,16,4]","","","Supports spell skills that deal damage with hits and have no reservation. Cannot support arcane skills, Vaal skills, or skills used by totems, traps or mines. Cannot modify the skills of minions.",13539,"","","",1,1,-16843010,-16843010,-16843010,-16843010
479,6011,9177,0,60,40,"[10,16]","","","Supports skills with cooldowns.\nCannot support triggered skills.",13538,"","","",1,1,-16843010,-16843010,-16843010,-16843010
480,6013,9250,0,0,100,"[26,11,25,4,15,32]","","","Supports spell skills that have no reservation. Cannot support skills used by totems, traps or mines. Cannot modify the skills of minions.","",9249,"","Arcanist Brand Support",1,"",-16843010,-16843010,-16843010,-16843010
481,6014,7721,100,0,0,"[27,9,25,14,15,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
482,5804,9252,100,0,0,"[27,9,25,14,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
483,6015,9253,100,0,0,"[27,9,25,14,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
484,6016,9255,40,0,60,"[11,25,4,14,33,2,15,32]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
485,6017,9256,0,0,100,"[11,25,4,14,1,15,32]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
486,6018,9257,100,0,0,"[9,25,13,14,40,15,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
487,6019,9258,100,0,0,"[27,9,25,14,15]","","","Supports melee attack skills. Those skills will be used by Mirage Warriors summoned by General's Cry. Supported skills cannot be supported by Multistrike.","",9259,"","General's Cry Support",1,"",-16843010,-16843010,-16843010,-16843010
488,6012,9264,100,0,0,"[40,13,7,14,9,16]","","","Supports slam skills, providing a powerful boost when they're used, with a delay before they can be boosted again. Cannot support Vaal skills or triggered skills. Cannot modify the skills of minions. Only skills you use yourself can receive the boost.",13541,"","","",1,1,-16843010,-16843010,-16843010,-16843010
489,6020,9270,0,0,100,"[32,11,16]","","","Supports skills which create brands.",13542,"","","",1,1,-16843010,-16843010,-16843010,-16843010
490,6021,9279,100,0,0,"[27,9,16]","","","Supports warcry skills.",13540,"","","",1,1,-16843010,-16843010,-16843010,-16843010
491,6022,9412,0,0,100,"[11,25,4,14,0,5]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
492,6023,9416,0,0,100,"[11,25,4,14,15,33,3,44]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
493,6024,9418,0,0,100,"[11,25,4,14,2]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
494,6025,9420,0,40,60,"[47,11,25,4,14,15,1]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
495,6026,9421,40,60,0,"[10,25,13,5,14,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
496,6027,9422,0,0,100,"[11,25,4,14,15,2,46]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
497,6028,9423,0,0,100,"[11,25,4,14,15,0]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
498,6029,9432,0,0,100,"[11,16,42,25,4,14,3,26]","","","Supports hex curse skills, causing them to trigger Doom Blast when the hex ends. Cannot support curse skills which are triggered or applied as an aura.",13544,9434,"","","",1,-16843010,-16843010,-16843010,-16843010
499,6030,9445,0,0,100,"[11,25,4,14,3,42]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
500,6031,9446,0,40,60,"[11,16,5,4]","","","Supports projectile spells you cast yourself. Cannot support triggered skills, Vaal skills, instant skills, channelling skills, skills with a reservation or which create minions, or skills used by totems, traps, or mines.",23280,"","","",1,1,-16843010,-16843010,-16843010,-16843010
501,6032,9613,0,100,0,"[10,25,13,5,14,15,0,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
502,6033,9614,0,0,100,"[11,25,4,14,15,1,44,2,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
503,6034,9616,0,40,60,"[11,16]","","","Supports skills that hit enemies, causing them to gain bonuses while you have resonance of all three elements, and to grant resonance of elements other than the highest one in a hit. There is a maximum of 50 Resonance for each Element. Cannot support triggered skills, instant skills, orb skills, brands, skills with a reservation, or skills used by totems, traps, or mines. Cannot modify the skills of minions.",23425,"","","",1,1,-16843010,-16843010,-16843010,-16843010
504,6035,5824,0,0,0,"[25,4,14,12,3,26]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
505,6036,5482,0,0,100,"[11,25,4,14,12,3]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
506,6037,4270,0,0,0,"[25,4,14,15,24,12]","",1,"","","","","",1,1,-16843010,-16843010,-16843010,-16843010
507,6038,7785,0,0,0,"[25,4,14,12,26]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
508,6039,9729,60,0,40,"[9,25,4,18,33,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
509,6040,9735,100,0,0,"[9,25,4,15,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
510,6041,9740,100,0,0,"[13,33,9,16]","","","Supports attack skills. Cannot support triggered skills, skills which create minions, or skills used by totems, traps or mines.",13545,"","","",1,1,-16843010,-16843010,-16843010,-16843010
511,6042,9754,60,0,40,"[9,25,4,33,14,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
512,6043,9788,100,0,0,"[9,25,4]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
513,6044,9789,60,0,40,"[9,16,15]","","","Supports any skill that hits enemies. Minions cannot gain Cruelty.",13546,"","","",1,1,-16843010,-16843010,-16843010,-16843010
514,6045,9804,100,0,0,"[9,16,15]","","","Supports any non-blessing skill. Minions cannot gain the Lifetap buff.",13547,"","","",1,1,-16843010,-16843010,-16843010,-16843010
515,6081,5010,0,60,40,"[10,25,13,14,30,33,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
516,6082,2175,40,60,0,"[10,25,13,14,22,30,33,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
517,6083,261,40,60,0,"[47,10,25,13,7,36]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
518,6084,5058,40,60,0,"[10,25,13,14,33,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
519,6085,8578,60,40,0,"[9,25,13,14,15,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
520,6086,8585,100,0,0,"[9,25,13,14,22,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
521,6087,4674,100,0,0,"[9,25,13,14,15,40,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
522,6088,4744,100,0,0,"[9,25,13,19,7,36]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
523,6089,5055,100,0,0,"[9,25,13,19,14,40,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
524,6090,9260,100,0,0,"[27,9,25,14,15]","","","Supports melee attack skills. Those skills will be used by Mirage Warriors summoned by General's Cry. Supported skills cannot be supported by Multistrike.","",9261,"","General's Cry Support",1,"",-16843010,-16843010,-16843010,-16843010
525,6091,97,100,0,0,"[9,25,13,14,22,35,40,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
526,6092,185,100,0,0,"[9,25,13,14,22,35,33,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
527,6093,7809,0,100,0,"[10,25,22,14,30,13,2,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
528,6094,834,100,0,0,"[9,25,13,7,36,1]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
529,6095,4085,60,0,40,"[9,25,13,14,1,40,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
530,6096,3222,100,0,0,"[9,25,13,5,14,7,36,0]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
531,6097,7916,60,0,40,"[2,9,25,13,14,15,7,36,12]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
532,6098,5366,40,60,0,"[10,25,13,5,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
533,6099,2470,40,60,0,"[10,25,13,5]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
534,6100,8759,0,60,40,"[10,25,13,5,3]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
535,6101,272,0,60,40,"[10,25,13,22,35,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
536,6102,1653,0,60,40,"[10,25,13,5,15,7,36,33,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
537,6103,7823,0,100,0,"[10,25,13,14,5,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
538,6104,8032,0,100,0,"[10,25,13,5,30,3,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
539,6105,8039,0,100,0,"[10,25,13,14,3,15,5,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
540,6106,3921,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
541,6107,8776,0,100,0,"[10,25,13,5,14,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
542,6108,4508,0,100,0,"[0,10,25,13,14,5,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
543,6109,243,0,100,0,"[10,25,13,5,7,36,0,1,2,14,45,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
544,6110,9033,0,100,0,"[10,25,4,14,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
545,6111,4548,0,100,0,"[47,10,25,4,14,15,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
546,6112,4536,0,100,0,"[47,10,25,4,14,33,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
547,6113,9755,60,0,40,"[9,25,4,33,14,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
548,6114,9417,0,0,100,"[11,25,4,14,15,33,3,44]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
549,6115,8488,40,0,60,"[2,11,25,4,14,30,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
550,6116,1150,0,0,100,"[11,25,4,14,15,0]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
551,6117,4929,0,0,100,"[11,25,4,5,1]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
552,6118,59,0,0,100,"[11,25,4,14,1,38]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
553,6119,3615,0,0,100,"[11,25,4,14,2,30]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
554,6120,8441,40,0,60,"[0,11,25,4,14,15,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
555,6121,4354,0,0,100,"[11,25,4,14,0,5,18]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
556,6122,2624,0,0,100,"[11,25,4,14,15,2]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
557,6123,7201,0,60,40,"[10,25,4,14,0,15,5]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
558,6124,4570,0,0,100,"[11,25,4,14,15,1,44]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
559,6125,9615,0,0,100,"[11,25,4,14,15,1,44,2,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
560,6126,8482,40,0,60,"[0,2,11,25,4,14,15,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
561,6127,4987,0,0,100,"[11,25,4,3,14,30,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
562,6128,4714,0,40,60,"[11,25,4,5,15,3,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
563,6129,1948,0,40,60,"[11,25,4,5,15,14,1]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
564,6130,4956,0,0,100,"[11,25,4,14,1,15,38]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
565,6131,2008,60,0,40,"[19,9,25,4,5,0,30,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
566,6132,8781,0,100,0,"[10,25,13,19,14,0,5,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
567,6133,4408,0,100,0,"[10,25,13,5,19,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
568,6134,1798,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
569,6135,4420,0,60,40,"[20,10,25,4,14,1]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
570,6136,2380,0,40,60,"[20,47,11,25,4,5,2]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
571,6137,7797,0,40,60,"[20,11,25,4,15,14,1]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
572,6138,7791,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
573,6139,7794,0,40,60,"[20,47,11,25,4,15,14,2]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
574,6140,8552,0,75,0,"[12,47,10,25,4,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
575,6141,1689,75,0,0,"[12,9,25,4,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
576,6142,1747,0,0,75,"[12,11,25,4,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
577,6143,8580,60,40,0,"[29,9,25,4,41]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
578,6144,8571,0,50,0,"[10,25,4,22,35,37]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
579,6145,2829,0,60,40,"[10,25,4,14,15,3]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
580,6146,4499,0,100,0,"[10,25,4,15,22,33,35]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
581,6147,3417,0,100,0,"[10,25,4,17,43]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
582,6148,1007,0,40,60,"[47,11,25,4,17,43]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
583,6149,982,60,40,0,"[9,25,4,17,43]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
584,6150,972,0,0,100,"[11,25,4,14,15,17,42]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
585,6151,1020,60,0,40,"[9,25,4,14,15,17,33,42]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
586,6152,7672,0,40,60,"[11,25,4,14,15,3,17,42]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
587,6153,225,100,0,0,"[27,9,25,14,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
588,6154,1780,100,0,0,"[19,12,9,25,4,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
589,6155,1050,0,0,100,"[11,25,4,14,15,22,2,35]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
