"rownum","Id","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
277,"Delve_AbyssalCity8",5,0,0,0,30,20,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
278,"Delve_ProtoVaalRuins",5,0,0,0,10,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
279,"Delve_ProtoVaalRuins2",5,0,0,0,15,15,10,12,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
280,"Delve_ProtoVaalRuins3",5,0,0,0,20,20,11,15,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
281,"Delve_ProtoVaalRuins4",5,0,0,0,25,20,12,18,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
282,"Delve_ProtoVaalRuins5",5,0,0,0,30,20,13,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
283,"Delve_ProtoVaalRuins6",5,0,0,0,30,20,14,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
284,"Delve_ProtoVaalRuins7",5,0,0,0,30,20,15,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
285,"Delve_ProtoVaalRuins8",5,0,0,0,30,20,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
286,"DelveChamberVaal",5,0,0,0,30,20,15,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
287,"DelveChamberProtoVaal",5,0,0,0,30,20,15,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
288,"DelveChamberAbyss",5,0,0,0,30,20,15,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
289,"BetrayalStoryVault",5,0,0,0,0,0,10,13,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
290,"BetrayalLaboratory1",5,0,0,0,30,20,0,0,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
291,"BetrayalLaboratory2",5,0,0,0,30,20,0,0,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
292,"BetrayalLaboratory3",5,0,0,0,30,20,0,0,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
293,"BetrayalLaboratory4",5,0,0,0,30,20,10,0,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
294,"BetrayalLaboratory5",5,0,0,0,30,20,16,20,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
295,"BetrayalLaboratory6",5,0,0,0,30,20,16,20,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
296,"BetrayalLaboratory7",5,0,0,0,30,20,16,20,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
297,"BetrayalLaboratory8",5,0,0,0,30,20,16,20,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
298,"BetrayalLaboratory9",5,0,0,0,30,20,16,20,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
299,"BetrayalLaboratory10",5,0,0,0,30,20,16,20,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
300,"BetrayalSafeHouseFortress",5,0,0,0,30,20,10,10,100,0,2,30,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
301,"BetrayalSafeHouseAssassins",5,0,0,0,30,20,10,10,100,0,2,30,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
302,"BetrayalSafeHouseCaravan",5,0,0,0,30,20,10,10,100,0,2,30,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
303,"BetrayalSafeHouseLaboratory",5,0,0,0,30,20,10,10,100,0,2,30,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
304,"BetrayalMastermindFight",0,0,0,0,30,20,10,10,100,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
305,"Synthesis_Main",0,0,0,0,0,0,0,0,100,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,"Synthesis_Main2",5,0,0,0,15,10,0,0,100,0,1,20,4,0,204,0,20,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,"Synthesis_Main3",5,0,0,0,30,20,0,0,100,0,1,30,4,0,204,0,20,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,"Synthesis_Main4",5,0,0,0,30,20,10,10,100,0,2,30,4,0,204,0,20,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,"Synthesis_Main5",5,0,0,0,30,20,16,20,100,0,2,30,4,0,204,0,20,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,"Synthesis_Main6",5,0,0,0,30,20,16,20,100,0,2,30,4,0,204,0,20,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,"Synthesis_Main7_",5,0,0,0,30,20,16,20,100,0,2,30,4,0,204,0,20,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,"Synthesis_Main8",5,0,0,0,30,20,16,20,100,0,2,30,4,0,204,0,20,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,"Synthesis_Main9",5,0,0,0,30,20,16,20,100,0,2,30,4,0,204,0,20,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,"Synthesis_Main10",5,0,0,0,30,20,16,20,100,0,2,30,4,0,204,0,20,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,"Synthesis_Main11",5,0,0,0,30,20,16,20,100,0,2,30,4,0,204,0,20,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,"Synthesis_Main12",5,0,0,0,30,20,16,20,100,0,2,30,4,0,204,0,20,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,"Synthesis_Single",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,"Synthesis_Single2",0,0,0,0,15,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,"Synthesis_Single3",0,0,0,0,30,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,"Synthesis_Single4",0,0,0,0,30,20,10,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,"Synthesis_Single5",0,0,0,0,30,20,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,"Synthesis_Single6",0,0,0,0,30,20,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,"Synthesis_Single7",0,0,0,0,30,20,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,"Synthesis_Single8",0,0,0,0,30,20,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,"Synthesis_Single9",0,0,0,0,30,20,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,"Synthesis_Single10",0,0,0,0,30,20,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,"Synthesis_Single11",0,0,0,0,30,20,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,"Synthesis_Single12",0,0,0,0,30,20,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,"Synthesis_Boss",0,0,0,0,0,0,0,0,100,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,"Synthesis_Guardian1",0,0,0,0,0,0,16,20,100,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,"Synthesis_Guardian2",0,0,0,0,0,0,16,20,100,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,"Synthesis_Guardian3",0,0,0,0,0,0,16,20,100,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,"Synthesis_Guardian4",0,0,0,0,0,0,16,20,100,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,"Synthesis_MapBoss",0,0,0,0,0,0,0,0,100,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,"Synthesis_MapGuardian1",0,0,0,0,0,0,16,20,100,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,"Synthesis_MapGuardian2",0,0,0,0,0,0,16,20,100,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,"Synthesis_MapGuardian3",0,0,0,0,0,0,16,20,100,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,"Synthesis_MapGuardian4",0,0,0,0,0,0,16,20,100,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,"MapAtziri1",5,0,50,0,24,16,16,20,100,30,4,24,4,0,204,0,0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,100,0,0
340,"MapAtziri2",5,0,50,0,24,16,16,20,100,30,4,24,4,0,204,0,0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,100,0,0
341,"MapTierLess",5,0,50,0,24,16,16,20,100,0,1,24,4,0,204,0,6,0,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
342,"MapTierDefault",5,0,50,0,24,16,16,20,100,0,2,24,4,0,204,0,16,8,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
343,"MapTier1_1Unique",5,0,50,0,0,0,16,20,100,0,0,0,0,0,20,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,"MapTier1_7Unique",5,0,50,0,0,0,16,20,100,0,0,0,4,0,204,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,"MapTier2_4Unique",5,0,50,0,24,16,16,20,100,0,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
346,"MapTier3_3Unique",5,0,50,0,24,16,0,0,100,0,0,0,4,0,204,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,"MapTier3_4Unique",5,0,50,0,24,16,16,20,100,0,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
348,"MapTier4_1Unique",5,0,50,0,24,16,16,20,100,0,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
349,"MapTier4_2Unique",5,0,50,0,24,16,16,20,100,0,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
350,"MapTier4_6Unique",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,"MapTier6_1Unique",5,0,50,0,24,16,16,20,100,0,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
352,"MapTier6_3Unique",5,0,50,0,24,16,16,20,100,0,2,24,4,0,204,0,0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
353,"MapTier6_5Unique",5,0,50,0,24,16,16,20,100,0,2,24,4,0,204,0,0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
354,"MapTier7_1Unique",5,0,50,0,24,16,16,20,100,0,0,0,4,0,10098,0,0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
355,"MapTier9_2Unique",5,0,50,0,24,16,16,20,100,0,2,24,4,0,204,0,4,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
356,"MapTier10_1Unique",5,0,50,0,24,16,16,20,100,0,0,0,0,0,20,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,"MapTier12_2Unique",5,0,50,0,24,16,16,20,100,0,2,24,4,0,204,0,0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
358,"Map2TierLess",5,0,50,0,24,16,16,20,100,30,1,24,4,0,204,0,6,0,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
359,"Map2TierDefault",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
360,"Map2Tier1_1Unique",5,0,50,0,0,0,16,20,100,0,0,0,0,0,20,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,"Map2Tier1_6Unique",5,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,"Map2Tier2_4Unique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
363,"Map2Tier3_3Unique",5,0,50,0,24,16,0,0,0,30,0,0,0,0,20,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,"Map2Tier3_4Unique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
365,"Map2Tier4_2Unique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
366,"Map2Tier4_6Unique",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,"Map2Tier5_1Unique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
368,"Map2Tier6_1Unique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
369,"Map2Tier6_3Unique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
370,"Map2Tier6_5Unique",5,0,50,0,24,16,16,20,100,0,2,24,4,0,204,0,0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
371,"Map2Tier6_6Unique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,4,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
372,"Map2Tier7_1Unique",5,0,50,0,24,16,16,20,100,30,0,0,4,0,10098,0,0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
373,"Map2Tier10_1Unique",5,0,50,0,24,16,16,20,100,0,0,0,0,0,20,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,"Map2Tier10_5Unique",5,0,50,0,24,16,16,20,100,30,0,0,0,0,20,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,"Map2Tier13_2Unique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
376,"Map2Tier14_2Unique",5,0,50,0,24,16,16,20,100,0,2,24,4,0,204,0,0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
377,"MapAtlasDefault",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
378,"MapAtlasGraveyardUnique",5,0,0,0,0,0,0,0,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,"MapAtlasVaalPyramid",5,0,50,0,24,16,16,20,100,30,1,24,4,0,204,0,6,0,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
380,"MapAtlasVaalPyramidUnique_",5,0,50,0,24,16,0,0,0,30,0,0,0,0,20,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,"MapAtlasMuseumUnique",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,"MapAtlasPitUnique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
383,"MapAtlasStrandUnique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
384,"MapAtlasCatacombUnique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,4,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
385,"MapAtlasAtollUnique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
386,"MapAtlasTropicalIslandUnique",5,0,0,0,0,0,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,"MapAtlasCryptUnique",5,0,50,0,0,0,16,20,100,0,0,0,0,0,20,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,"MapAtlasOvergrownShrineUnique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
389,"MapAtlasPromenadeUnique",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,"MapAtlasReefUnique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
391,"MapAtlasTempleUnique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
392,"MapAtlasCourtyardUnique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
393,"MapAtlasUndergroundRiverUnique",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
394,"MapAtlasChateauUnique",5,0,50,0,24,16,16,20,100,30,0,0,0,0,20,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,"MapAtlasTortureChamberUnique",5,0,50,0,24,16,16,20,100,30,0,0,4,0,10098,0,0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0,0
396,"MapAtlasNecropolisUnique",5,0,50,0,24,16,16,20,100,0,0,0,0,0,20,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,"MapAtlasScriptorium",5,0,50,0,50,33,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
398,"MapAtlasChimera",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
399,"MapAtlasHydra",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
400,"MapAtlasPhoenix",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
401,"MapAtlasMinotaur",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
402,"MapAtlasShapersRealm",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,"MapAtlasVaalTemple",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
404,"BreachBoss",5,0,0,0,30,20,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
405,"MapAtlasHarbinger",5,0,50,0,24,16,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,"MapAtlasHarbingerLow",5,0,50,0,24,16,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,"MapAtlasHarbingerMid",5,0,50,0,24,16,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,"MapAtlasHarbingerHigh",5,0,50,0,24,16,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,"MapWorldsLookout",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
410,"MapWorldsBeach",5,0,50,0,24,16,16,20,100,30,2,24,4,0,204,0,16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10,100
