"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness"
4898,"HeistMilitaryMinibossFlameWallGroundCenter",[],"[5755,357]","[-70,2500]",2.4,0.04
4899,"CGEHeistThugTarGround",[],"[357,177,5755]","[6000,-20,-30]",5,0.04
4900,"CGEHeistRobotGolemBurningGround",[],"[5755,357]","[-50,2000]",2.4,0.04
4901,"CGEHeistFreidrichMinionBoilingBlood",[],[357],[4000],1,0.04
4902,"CGEFireFuryStandaloneLavaGround",[],"[3596,5755,357]","[13,-25,8000]",2,0.04
4903,"CGEHellscapeFleshPustuleFluid",[],"[14665,5755,357]","[1,-40,6000]",1.5,0.04
4904,"CGEVilentaMapBurningGround",[],"[357,3596,5755]","[4000,15,-50]",7,0.032
4905,"CGEThaumaturgistDesecratedGround",[],"[4590,357]","[5,5000]",2.4,0.04
4906,"CGERitualMeteorGround",[],"[357,3596]","[6000,14]",2.4,0.04
4907,"CGEMavenOrbChilledGround",[],"[4832,357]","[8,7500]",4,0.04
4908,"CGEExpeditionZombie",[],"[4832,434,357]","[12,-25,4000]",1.2999,0.0499
4909,"CGEChillingGround",[],"[5755,357]","[-25,2500]",2.4,0.04
4910,"CGEAxisLeapSlamBurningGround",[],[357],[5500],2.4,0.04
4911,"CGEHellscapePaleBossLightning",[],"[6463,10269,357]","[30,3,45000]",1,0
4912,"CGEArchnemesisShockedGround",[],"[6463,10269,357]","[30,4,25000]",1,0
4913,"CGEArchnemesisBurningGround",[],"[3596,5755,357]","[19,-30,4000]",3.5,0.045
4914,"CGEArchnemesisColdSnapGround",[],"[4832,3560,5755,357]","[14,200,100,10000]",2.7,0.04
4915,"CGEArchnemesisColdSnapGroundMagic",[],"[4832,3560,357]","[14,200,10000]",2.7,0.04
4916,"CGEArchnemesisCausticGround",[],"[4590,5755,357]","[10,-30,5000]",1.3,0.04
4917,"CGEArchnemesisFlameWalkerGround",[],"[5755,357]","[-35,6000]",4,0.045
4918,"CGEArchnemesisFrostWalkerGround",[],"[5755,357]","[-35,6000]",4,0.04
4919,"CGEArchnemesisLightningWalkerGround",[],"[6463,10269,5755,357]","[30,6,-35,6000]",1,0
4920,"CGEDoomBossBurrowGoo",[1922],"[177,5755]","[-40,-40]",1.66,0.0367
4921,"CGEDoomBossBurrowGooErupt",[1922],"[4939,177,5755]","[5,-70,-40]",1,0
4922,"CGEDoomFodder2CausticGround",[],"[4590,357,434]","[11,3500,-60]",2.5,0.04
4923,"CGEArchnemesisGlacialCageChilledGround",[],"[3560,357]","[200,3000]",1,0
4924,"CGETarZombieOilGround",[],"[357,177,1781,15783,5755]","[6000,-20,100,1,-30]",5,0.04
4925,"CGEConsumeBossOrbDrippings",[1922],"[10269,5755]","[5,-50]",1,0
4926,"CGEWetaColdSnapGround",[],"[4832,3560,357,5755]","[15,100,5000,-25]",1.375,0.052
4927,"CGELakeSquidChilledGround",[],"[3560,357]","[200,3000]",1,0
4928,"CGEqwe_NEW_ENTRIES_GO_ABOVE_ME",[],[],[],1,0
4929,"FrostBolt","[499,4550]",[],[],2.8583,0.0473
4930,"FrostBoltRoyale","[499,4550]",[],[],3.7427,0.0397
4931,"SeawitchFrostbolt","[499,4550]",[],[],2.0455,0.041
4932,"DockworkerChampionFrostbolt","[499,4550]",[175],[20],2.0455,0.041
4933,"AtlasFrostboltSpace","[499,4550]",[],[],2.1818,0.05
4934,"AtlasFrostboltSpaceShaperInfluence","[499,4550]",[],[],2.0455,0.041
4935,"AtlasFrostboltSpaceShaperInfluenceBoss","[499,4550]","[8631,173,6854]","[80,2,1]",2.0455,0.041
4936,"ShaperQuestSpaceFrostbolt","[499,4550]",[],[],5,0.041
4937,"ShaperQuestSpaceFrostboltNova","[499,4550,1777]",[173],[9],5,0.041
4938,"ShaperQuestSpaceFrostboltRuckus","[499,4550,2472]","[2120,2121,2122]","[6,1200,100]",5,0.041
4939,"AtlasFrostboltSpaceRuckus","[499,4550,2472]","[2120,2121,2122]","[6,1200,100]",2.1818,0.05
4940,"WaterElementalFrostbolt","[499,4550]",[175],[-30],2.4545,0.041
4941,"WaterElementalFrostboltNoPierce","[499,7663]",[175],[-30],2.4545,0.041
4942,"WaterPoolFrostbolt","[499,7663]",[175],[-30],2.4545,0.041
4943,"ClockworkGolemFrostbolt","[499,4550]",[175],[20],2.4545,0.041
4944,"MaelstromCellBossFrostbolt","[499,4550]","[175,173]","[20,2]",2.7,0.041
4945,"ExileWitchFrostbolt","[499,4550]",[],[],2.4545,0.038
4946,"ExileTemplarFrostbolt","[499,4550]","[173,216]","[2,15]",1.9636,0.035
4947,"ProphecyFrostBolt","[499,4550]",[1211],[-33],3.6364,0.039
4948,"TotemMapBossFrostBolt","[499,4550]","[1211,216]","[-33,75]",4.5455,0.039
4949,"TotemMapBossFrostBoltTotems","[499,4550,855]","[1211,861,863]","[-33,8000,80]",2.4545,0.039
4950,"GhostWarcasterElementalFrostbolt","[499,4550]",[],[],2.4545,0.041
4951,"ReliquaryMonsterTempFrostbolt","[499,4550]",[],[],2.4545,0.039
4952,"WestFrostboltDaemon","[499,4550,1929,1326]","[175,216,173,2520]","[300,100,2,270]",3.5,0.041
4953,"MetamorphFrostbolt","[499,4550]","[175,783]","[-30,131]",2.4545,0.041
4954,"MetamorphFrostboltProjectileNova","[499,7663]",[175],[-60],2.4545,0.039
4955,"FrostBoltChannel",[618],"[357,3921]","[3000,5]",0.8182,0.0356
4956,"FrostBoltNova","[618,3671]","[357,8401,8478,1116]","[3000,5,-20,900]",1.4086,0.0645
4957,"FrostBoltNovaRoyale","[618,3671]","[357,8401,8478]","[2000,5,-20]",2.1174,0.0455
4958,"AnomalyFrostboltNovaSpace","[618,3671,1922]","[1781,4832,6462,5755]","[100,3,30,-36]",5.4545,0.0356
4959,"AnomalyFrostboltNovaSpaceStandalone","[618,3671,1922]","[4832,6462,5755]","[3,30,-36]",5.4545,0.0356
4960,"AnomalyFrostboltNovaSpaceUber","[618,3671,1922]","[1781,4832,6462,5755]","[100,6,30,-36]",5.4545,0.0356
4961,"AnomalyFrostboltNovaSpaceShaperInfluence","[618,3671]","[1781,4832,357,6462,5755]","[100,3,8000,30,-36]",3.4818,0.0356
4962,"AnomalyVortexUniqueRing","[618,3671]","[1781,4832,357,6462,5755]","[100,5,8000,30,-36]",3.4818,0.0356
4963,"AnomalyFrostboltNovaSpaceFromDaemon","[618,3671]","[1781,4832,357,6462,5755]","[100,2,8000,30,-36]",3.4818,0.0356
4964,"FrostboltNovaSpaceInfluence","[618,3671]","[4832,357,6462,5755]","[2,6000,30,-36]",3.4818,0.0356
4965,"FrostboltNovaSpaceInfluenceTriggered","[618,3671]","[4832,357,6462,8401,5755]","[2,4000,30,1,-36]",3.4818,0.0356
4966,"FrostboltNovaSpaceInfluenceTriggeredLaboratory","[618,3671]","[4832,357,6462,8401,5755]","[2,4000,30,1,-4]",3.4818,0.0356
4967,"HydraMinionFrostBoltNova","[618,3671]","[357,1781,6462,5755]","[8000,50,30,-55]",4.0909,0.0356
4968,"EssenceDaemonFrostBoltNova",[618],"[357,4832,5755]","[4750,1,-17]",1.7841,0.0356
4969,"WaterElementalVortex","[618,3671]","[357,5755]","[3000,-17]",1.7841,0.0356
4970,"BestiaryParasiticSquidVortex","[618,3671]","[357,5755]","[5000,-36]",1.7841,0.0356
4971,"StrongboxCelestialVortex","[618,3671]","[357,4832,5755]","[3000,2,-17]",1.7841,0.0356
4972,"MaelstromCellBossVortex","[618,3671]","[357,4832,8401,5755]","[10000,2,1,-17]",2.1409,0.0356
4973,"WaterElementalVortexBoss","[618,3671]","[357,8401,5755]","[3000,1,-17]",2.1409,0.0356
4974,"WaterElementalVortexOnDeath","[618,3671]","[357,1781,5755]","[7000,100,-36]",1.7841,0.0356
4975,"DockworkerChampionVortex","[618,3671]","[357,5755]","[3000,-17]",1.7841,0.0356
4976,"FigureheadChestBossVortex","[618,3671]","[357,5755]","[4000,-17]",2,0.028
4977,"ExileTemplarVortex","[618,3671]","[357,4832,8401,5755]","[3000,2,1,-17]",1.9273,0.0356
4978,"MetamorphosisVortex","[618,3671,10706]","[357,5755]","[3000,-25]",1.9273,0.0356
4979,"UltimatumVortexLightning","[618,3671]","[357,5755]","[4000,-25]",3.7078,0.0407
4980,"UltimatumVortexCold","[618,3671]","[357,4832,5755]","[4000,9,-25]",3.7078,0.0407
4981,"UltimatumVortexLightningRuin","[618,3671,13856]","[357,13934,5755]","[4000,1,-25]",3.7078,0.0407
4982,"UltimatumVortexColdRuin","[618,3671,13856]","[357,4832,5755]","[4000,11,-25]",3.7078,0.0407
4983,"LakeBossVortex","[618,3671]","[357,4832,5755]","[4000,13,25]",3.7078,0.0407
4984,"SupportCastLinkedCursesOnCurse",[3908],[],[],1,0
4985,"SupportElementalFocus",[2757],[],[],1,0
4986,"SupportMinefield",[],"[3742,950,11561]","[4,3,8]",1,0
4987,"Blight",[3671],"[357,3192,177,5201]","[2500,1000,-80,20]",2.9041,0.0355
4988,"BlightRoyale",[3671],"[357,3192,177,5201,14338]","[1500,400,-50,20,2000]",7.2492,0.0355
4989,"FlamebearerBlight",[3671],"[357,3192,177,5201,5755]","[1000,500,-50,20,15]",1.0667,0.032
4990,"BellyTotemBlight",[3671],"[357,3192,177,5201,5755]","[1500,500,-50,20,15]",1.0667,0.032
4991,"ProphecyBossBlight",[3671],"[357,5755]","[2500,20]",1.0667,0.032
4992,"Riptide",[3919],[],[],1.8182,0.035
4993,"WaterSpiralBloodRiptide","[3919,4550]",[],[],1.8182,0.035
4994,"TriggeredMoltenStrike","[788,499,618,1996]","[173,4793]","[3,20]",1,0
4995,"IzaroTemporalChains",[2972],"[532,2577,9135]","[40,-40,-7]",0,0
4996,"IzaroVulnerability",[2972],"[5226,12390]","[20,20]",0,0
4997,"IzaroElementalWeakness",[2972],[],[],0,0
4998,"SupportTrapCooldown",[],[11561],[16],1,0
4999,"SupportTrapCooldownRoyale",[],[11561],[16],1,0
5000,"ScionHelmSupport",[],[867],[1],1,0
5001,"HierophantHelmSupport",[],[3824],[20],1,0
5002,"HierophantGlovesSupport",[],[434],[40],1,0
5003,"HierophantBootsSupport",[],[105],[200],1,0
5004,"EnchantmentOfIreWhenHit","[618,2536,3185,2300]","[357,3890,2545,1102]","[5000,30,100,50]",1.2,0.02
5005,"EnchantmentOfIreWhenHit2","[618,2536,3185,2300]","[357,3890,2545,1102]","[5000,30,100,50]",1.2,0.02
5006,"EnchantmentOfIreWhenHit3","[618,2536,3185,2300]","[357,3890,2545,1102]","[5000,30,100,50]",1.2,0.02
5007,"EnchantmentOfIreWhenHit4","[618,2536,3185,2300]","[357,3890,2545,1102]","[5000,30,100,50]",1.2,0.02
5008,"ProphecyEnchantmentOfIreOnHit","[618,2536,3185]","[357,3890,3324,1102]","[5000,30,100,50]",1.2,0.02
5009,"IzaroAbsorbElemental",[],[],[],1,0
5010,"ChargedAttack","[618,1996,1715]",[4566],[20],0.67,0.0233
5011,"ChargedAttackRoyale","[618,1996,1715]",[4566],[20],0.67,0.0233
5012,"ChargedAttackBanditBoss",[618],"[1921,1917,5755]","[80,-100,-14]",1,0
5013,"ChargedAttackBanditMapBoss",[618],"[1921,1917,5755]","[80,-100,-14]",1,0
5014,"RepeatingShockwave","[4092,2646,1827,618,1715,14024]","[1469,1470,611]","[50,75,10]",1,0
5015,"AwakenGargoyle",[],[357],[10000],1,0
5016,"SpiritOffering",[2972],"[357,2098]","[5000,1000]",1,0
5017,"SpiritOfferingTriggeredUnique","[2972,8523,1827,3690]","[357,2098,16375,16376]","[5000,1000,148,39]",1,0
5018,"SpiritOfferingMapNecromancer",[2972],"[357,2098]","[3000,500]",1,0
5019,"ProphecySpiritOffering",[2972],"[357,2098]","[3000,500]",1,0
5020,"IzaroPedestalBuff",[],"[357,5755]","[10000,25]",1,0
5021,"DoomArrow","[499,618]","[4804,5154,186]","[5,25,8]",1,0
5022,"HydraDoomArrow",[499],"[4804,1101,634,5755]","[10,50,120,45]",1,0
5023,"IguanaDoomArrow",[499],"[4804,1101,634,324]","[4,50,75,50]",1,0
5024,"Icefire",[499],[],[],2.1467,0.034
5025,"MapBossIcefire",[499],"[173,2520,1789]","[3,70,60]",4.2889,0.034
5026,"FaceLastTarget",[],[],[],1,0
5027,"GoddessOfJusticeFaceLastTarget",[],[],[],1,0
5028,"SynthesisDroneFaceLastTarget",[],[660],[200],1,0
5029,"VenariusGuardianFaceGuardian",[],[660],[200],1,0
5030,"AtlasOrionFaceLastTarget",[],[660],[200],1,0
5031,"LightningGolemWrath",[2972],[357],[4000],0.1625,0.02
5032,"LightningGolemWrathIzaro",[2972],[357],[4000],2.5,0.023
5033,"LightningGolemArcSummoned",[],[357],[8000],0.7842,0.0285
5034,"LightningGolemArc",[],[357],[8000],0.625,0.026
5035,"MonsterLightningGolemArc",[],[357],[8000],1.875,0.034
5036,"ProphecyLightningGolemArc",[],[357],[8000],1.25,0.026
5037,"LightningGolemMapBossArc",[],"[357,883]","[8000,1]",2.5,0.026
5038,"LightningGolemArcIzaro",[],"[659,172,317]","[10,1,-50]",1.5,0.046
5039,"SummonLightningGolem",[],"[2890,458]","[1,11]",1,0
5040,"ProphecySummonLightningGolem",[],"[2890,458]","[4,11]",1,0
5041,"ChronosStatuesCast",[],[],[],1,0
5042,"IzaroReave",[618],[5755],[80],1,0
5043,"EDAIzaroReave",[618],[],[],1,0
5044,"EDAHellscapeDemonBossFissureSlam",[618],[1100],[40],1,0
5045,"Enrage",[],[],[],1,0
5046,"MinotaurEnrage",[],"[357,1904,177,24]","[8000,100,100,59]",1,0
5047,"BanditEnrage",[],"[357,1904,177,24]","[6000,50,50,38]",1,0
5048,"HellionEnrage",[],"[357,1904,177,24]","[6000,50,50,29]",1,0
5049,"DropBearBossEnrage",[],"[357,1904,177,24]","[6000,50,50,29]",1,0
5050,"MapDropBearBossEnrage",[],"[357,1904,177,24]","[5000,70,70,15]",1,0
5051,"IzaroWarp",[],[],[],1,0
5052,"IzarpWarpMap",[],[],[],1,0
5053,"SwampWarp",[],[5713],[26],1,0
5054,"AncestorTotemSlash","[618,1785,855]","[861,863,3590,1341,953,1221]","[12000,50,70,50,1,1]",1,0
5055,"AncestorTotemSlam","[618,1785,855]","[861,863,3590,1341,1230]","[12000,50,70,50,10]",1,0
5056,"AncestorTotemSlamRoyale","[618,1785,855]","[861,863,3590,1341,1230]","[12000,50,70,50,10]",1,0
5057,"WalkingDoubleSlash","[618,15496]",[1921],[-22],1,0
5058,"DoubleSlash","[618,9612]","[9322,9858]","[25,50]",0.67,0.0233
5059,"DoubleSlashRoyale","[618,9612]","[9322,9858]","[50,50]",0.67,0.0233
5060,"DoubleSlashAnimatedWeapon",[618],[5755],[70],1,0
5061,"DoubleSlashWarHero",[618],[1921],[-40],1,0
5062,"DoubleSlashBloodwing",[618],[5755],[40],1,0
5063,"DoubleSlashBloodwingMap",[618],[5755],[40],1,0
5064,"ElementalProjectiles","[499,618]","[1856,173]","[30,2]",1,0
5065,"MonsterAuraSlow",[],"[177,70,216]","[-50,-50,-50]",1,0
5066,"MonsterAuraPhysicalDegeneration",[],[1951],[10000],1,0
5067,"DarkPact","[618,6301]","[4582,172]","[8,2]",0.8,0.038
5068,"DarkPactRoyale","[618,6301]","[4582,172]","[6,2]",0.8,0.038
5069,"AvatarSkeletalChains",[618],[172],[8],0.3333,0.038
5070,"ExileDarkPact","[618,6301]","[4582,5755]","[0,50]",1.6,0.035
5071,"AuraIncreasedDamageTaken",[],"[477,844]","[50,10]",1,0
5072,"AuraDamageTakenOnMovementSkillUse",[],"[4633,4634,844]","[20,12,-64]",1,0
5073,"FlaskChargeNova","[618,2972]",[4568],[25],1,0
5074,"BleedNova","[618,2360,8036]",[2696],[-75],1,0
5075,"Kill",[],[],[],1,0
5076,"ProphecyBossTotemKill",[],[1211],[-75],1,0
5077,"EssenceKillSelf",[],[],[],1,0
5078,"EssenceTotemKillSelf",[],[],[],1,0
5079,"WandTeleport","[499,4550]",[],[],1.875,0.027
5080,"SupportCastOnManaSpent",[4648],[],[],1,0
5081,"GoddessWarp",[618],"[346,357]","[50,5000]",2.3778,0.0394
5082,"GoddessWarpNoSlow",[618],[],[],2.3778,0.0394
5083,"SupportSummonMaximumNumberOfSocketedTotems",[4605],[],[],1,0
5084,"GoddessBeam",[618],[357],[6000],10,0.05
5085,"SummonDaemonAtLocators",[2461],[],[],1,0
5086,"MonsterThrowRandomWeapon",[499],[],[],1,0
5087,"MonsterThrowRandomWeaponProjectiles",[499],"[173,1921]","[4,50]",1,0
5088,"WhirlingCharge",[],"[634,1921]","[-20,80]",1,0
5089,"BoneStalkerWhirlingCharge",[],"[1921,6831]","[80,150]",1,0
5090,"BoneStalkerWhirlingChargeLichMinion",[],"[1921,6831,5755]","[80,100,-30]",1,0
5091,"DelveProtovaalWhirlingCharge",[618],"[1921,6831,5755]","[100,150,-30]",1,0
5092,"StoneStatueWhirlingCharge",[618],"[1921,6831,5755]","[100,150,-30]",1,0
5093,"BetrayalVaganWhirlingCharge",[618],"[1921,6831,5755]","[50,100,-15]",1,0
5094,"AtlasCrusaderFallenAngelWhirlingCharge",[618],"[1921,6831,1102,5755]","[50,100,50,-15]",1,0
5095,"StrongboxCorpseExplode",[618],[5755],[-18],1.5111,0.04
5096,"TolmanCorpseExplode",[618],"[344,1820,8524,5755]","[6,-80,3,-18]",1.5111,0.04
5097,"PhoenixFirebomb","[618,195]","[144,357,1211]","[-50,4000,40]",4.4444,0.045
5098,"RepeatedPulseCold",[],"[146,357]","[-10,3000]",1,0
5099,"RepeatedPulseColdTotemBoss",[],"[146,357]","[-10,3000]",1,0
5100,"RepeatedPulseLightning",[],"[148,357]","[-10,3000]",1,0
5101,"RepeatedPulseLightningTotemBoss",[],"[148,357]","[-10,3000]",1,0
5102,"RepeatedPulseLightningProphecyBook",[],[],[],1,0
5103,"RepeatedPulseFire",[],"[144,357]","[-10,3000]",1,0
5104,"RepeatedPulseDegen",[],[357],[2500],0.5333,0.035
5105,"CurseNova","[499,1777,4550]","[173,4814]","[16,25]",4.6556,0.05
5106,"Vulnerable",[],[],[],1,0
5107,"TauntTarget",[],"[2785,4764]","[100,-40]",1,0
5108,"EssenceChaosGolemTauntTarget",[],"[2785,4764]","[100,-40]",1,0
5109,"FireOrbs",[618],"[173,177,5755]","[15,-85,30]",4.1667,0.04
5110,"FireOrbsSentinel",[618],"[173,177,5755]","[45,-85,30]",4.1667,0.055
5111,"NecromancerGhostOrb",[618],"[173,177,5755]","[15,-85,30]",7,0.015
5112,"WarHeroCasterGhostOrb",[618],"[173,177]","[3,-85]",5.9444,0.015
5113,"MasterTHGhostOrb",[618],"[173,177]","[6,-85]",5.9444,0.015
5114,"BoulderdashRockOrb",[618],"[173,177,5755]","[5,-50,-30]",2,0.025
5115,"BlightMinerRockOrb",[618],"[173,177,5755]","[5,-50,-30]",3,0.025
5116,"DelveRockOrb",[618],"[173,177,5755]","[5,-50,-30]",2,0.025
5117,"DelveTormentGhostOrb",[618],"[173,177,5755]","[15,-85,30]",6,0.015
5118,"SuperGoatEmerge",[],[],[],1,0
5119,"NavaliGoatEmergeExplosion","[618,110]",[883],[1],1,0
5120,"HydraTurretProjectile",[499],[],[],14.3182,0.041
5121,"AtlasFrostboltVortex","[499,4550,618,4581,6847]","[357,4832]","[3000,1]",2.1818,0.05
5122,"AtlasFrostboltVortexInfluence","[499,4550,618]","[357,4832]","[3000,1]",2.1818,0.05
5123,"AtlasFrostboltVortexInfluenceDaemon","[499,4550,618]","[357,4832]","[7500,1]",2.1818,0.05
5124,"AtlasFrostboltVortexSuper","[499,4550,618]","[357,4832,2120,2121,2122]","[3000,1,4,1500,60]",2.1818,0.05
5125,"TriggerSpawnersMapGeofri",[],"[4824,4825]","[1,10]",1,0
5126,"TriggerSpawnersMagicMapGeofri",[],"[4824,4825]","[2,6]",1,0
5127,"TriggerSpawnersRareMapGeofri",[],"[4824,4825]","[3,3]",1,0
5128,"TriggerSpawnersMapChieftain",[],"[4824,4825]","[4,12]",1,0
5129,"TriggerSpawnersMagicMapChieftain",[],"[4824,4825]","[5,8]",1,0
5130,"TriggerSpawnersUniqueMapChieftain",[],[4824],[6],1,0
5131,"TriggerSpawnersMagicMapBandit",[],[4824],[10],1,0
5132,"TriggerSpawnersMapMaleStatue",[],"[4824,4825,5755]","[12,1,200]",1,0
5133,"TriggerSpawnersMapFemaleStatue",[],"[4824,4825,5755]","[13,1,200]",1,0
5134,"TriggerSpawnersAliraCauldron",[],"[4824,4825,5755]","[25,1,200]",1,0
5135,"PhoenixFlameVortex","[499,2453]","[357,783,175]","[4500,2,-80]",7.0444,0.0261
5136,"PhoenixFlameVortexStandalone1","[499,2453,1777]","[357,783,175,6156]","[4500,2,-80,1]",7.0444,0.0261
5137,"PhoenixFlameVortexStandalone2","[499,2453,1777]","[357,783,175,6156]","[4500,2,-80,2]",7.0444,0.0261
5138,"PhoenixFlameVortexStandalone3","[499,2453,1777]","[357,783,175,6156]","[4500,2,-80,3]",7.0444,0.0261
5139,"PhoenixFlameVortexStandalone4","[499,2453,1777]","[357,783,175,6156]","[4500,2,-80,4]",7.0444,0.0261
5140,"PhoenixFlameVortexStandalone5","[499,2453,1777]","[357,783,175,6156]","[4500,2,-80,5]",7.0444,0.0261
5141,"SolarisChampionFlameVortex","[499,2453]","[357,783,175]","[3000,2,-57]",1.6,0.03
5142,"AfflictionFireDemonMiniFlamenado","[499,2453]","[357,783,175,318]","[3000,3,-60,-50]",2,0.038
5143,"GroundEffectsSlam",[618],"[1921,357,4832,5755]","[-73,4000,1,-15]",3.4182,0.05
5144,"GroundEffectsSlamInfluence",[618],"[1921,357,4832,5755]","[-73,4000,1,-15]",3.4182,0.05
5145,"GroundEffectsSlamDockworkerChampion",[618],"[1921,357,5755]","[-40,4000,-50]",2.7273,0.035
5146,"HydraBarrage","[499,4550]","[173,1101,634]","[9,50,-34]",1,0
5147,"MinotaurArcTrap","[618,1929]",[3190],[10000],0.125,0.01
5148,"GeneralAdusLightningGrid","[618,1929]",[2696],[-75],1.5625,0.03
5149,"IncursionTempleLightningGrid","[618,1929]",[2696],[-75],1.5625,0.03
5150,"TemplarVaultTotemArcGrid","[618,1929]",[3190],[5000],0.125,0.01
5151,"ElderGuardianLightningGrid1","[618,1929]",[2696],[-75],1.95,0.03
5152,"ElderGuardianSpellNova1","[618,196]","[15089,2696]","[100,-75]",4.6875,0.06
5153,"BestiarySpiderExplosion",[618],[],[],1.5,0.03
5154,"BestiarySandLeaperExplosion",[618],[],[],2.8125,0.03
5155,"ElderGuardianStormburst1","[499,1777,2453]","[2527,173,175]","[200,3,-85]",1.875,0.035
5156,"IceWarp",[],"[357,5755]","[10000,100]",1,0
5157,"AtlasRiftwalk",[],[6309],[14],1,0
5158,"HydraTeleportShot",[],[],[],1,0
5159,"HydraTeleportShotStandalone",[],[],[],1,0
5160,"FireBeam",[3671],"[357,5064,5200,144]","[1500,-40,8,-25]",3.6275,0.0489
5161,"DivineFireBeamUnique",[3671],"[357,5064,5200,144]","[1500,-40,8,-25]",3.6275,0.0489
5162,"KaomFireBeamTotem","[855,1785,5314]","[357,5064,144,861,1221]","[1500,-40,-25,5000,1]",1.2,0.055
5163,"KaomFireBeamTotemSpectre","[855,1785,5314,8531]","[4082,5064,144,861,1221,357]","[-12,-40,-25,5000,1,1500]",3.04,0.0474
5164,"MapKaomFireBeamTotem","[855,1785,5314]","[357,5064,144,861,1221]","[1500,-40,-25,10000,1]",1.2,0.055
5165,"DawnFireBeamDivine",[],"[357,5064,144]","[1500,-40,-25]",5.3333,0.0474
5166,"DawnFireBeamDivineMap",[],"[357,5064]","[1500,-70]",3.2,0.0474
5167,"TukohamaTotemFireBeam","[3671,6088]","[357,5064,5651,5472,5149]","[1350,-90,-90,1000,50]",6.6667,0.0474
5168,"TukohamaTotemFireBeamMap","[3671,6088]","[357,5064,5651,5472,5149]","[1350,-90,-90,1000,50]",8.3333,0.025
5169,"ElderGuardianFireBeamDivine",[3671],"[357,5064,5651,5472,5149]","[1350,-90,-90,1000,50]",2,0.045
5170,"TeleportMarker",[],[],[],1,0
5171,"TeleportMarkerBreachLightning",[],[4855],[1],1,0
5172,"TeleportMarkerFireSeawitch",[],[4855],[11],1,0
5173,"TeleportMarker2",[],[4855],[2],1,0
5174,"TeleportMarker2FireSeawitch",[],[4855],[12],1,0
5175,"TeleportMarkerFireSeawitchStandalone",[],[4855],[15],1,0
5176,"TeleportMarkerMiddle",[],[4855],[10],1,0
5177,"TeleportMarkerMiddleGravicius",[],[4855],[13],1,0
5178,"TeleportMarkerBanshee",[],[],[],1,0
5179,"TeleportMarkerStandaloneShavronne",[],[4855],[16],1,0
5180,"SupportAddedFireDamageEssence1",[],"[43,44]","[175,225]",1,0
5181,"SupportAttackAndCastSpeedFinalEssence1",[],[4885],[20],1,0
5182,"SupportAttackAndCastSpeedFinalEssenceNew1",[],[4885],[16],1,0
5183,"SupportPhysicalDamageToAddAsLightningEssence1",[],[449],[50],1,0
5184,"SupportElementalDamageFinalEssence1",[],[4886],[30],1,0
5185,"SupportCriticalStrikeChanceEssence1",[],[568],[350],1,0
5186,"SupportChanceToIgniteEssence1",[],[611],[50],1,0
5187,"SupportDamageOnLowLifeEssence1",[],[14095],[30],1,0
5188,"SupportAuraEffectEssence1",[],[3837],[20],1,0
5189,"MinotaurSlam","[618,197]","[357,634,6308]","[35000,50,21]",1,0
5190,"AtlasBossRetreat",[],[],[],1,0
5191,"AtlasBossPortalWarp",[],[357],[25000],1,0
5192,"AtlasBossFlickerSlam",[618],[],[],1,0
5193,"AtlasBossTeleportPlayer",[],[],[],1,0
5194,"AtlasBossCelestialBeam",[],[357],[3000],10,0.05
5195,"AtlasBossCelestialBeamFragment",[],[357],[3000],10,0.05
5196,"MinotaurBurrow",[618],[634],[60],1,0
5197,"ScorpionBurrow",[618],"[634,1849,5755]","[-33,100,-70]",1,0
5198,"BestiaryScorpionBurrow",[618],"[634,1849,5755]","[-33,100,-70]",1,0
5199,"ShakariBurrowOnce",[618],"[634,1921,1849,2718]","[-80,-14,100,500]",1,0
5200,"ShakariBurrowOnceStuck",[618],"[634,1921,1849,2718]","[-80,-14,100,500]",1,0
5201,"HarvestScorpionBurrow",[618],"[634,1849,463,5755]","[-50,200,30,-45]",1,0
5202,"HarvestPlatedScorpionBurrow",[618],"[634,1849,463,5755]","[-33,200,15,-45]",1,0
5203,"RyslathaStandaloneBurrow","[2302,1929,618]","[1849,463]","[300,45]",1,0
5204,"MonsterSmokeTrap","[618,1783,330,7935]","[868,357,2696,5755]","[30000,8000,-30,100]",1.55,0.048
5205,"MinotaurSweep",[],[1102],[30],1,0
5206,"AtlasBossAcceleratingProjectiles","[499,4550,4581]",[],[],3.6364,0.05
5207,"AtlasBossAcceleratingProjectilesFragment","[499,4550,4581]",[],[],3.6364,0.05
5208,"AtlasBossAcceleratingProjectilesFragmentInfluence","[499,4550,4581]",[594],[25],1.8182,0.04
5209,"ChimeraHideAttack",[],[634],[-20],1,0
5210,"AtlasBulletHell","[499,4550,1777]","[173,594,2696]","[11,25,-70]",3.6364,0.05
5211,"AtlasBulletHellUberPhase1","[499,4550,1777]","[173,594,2696]","[5,25,-70]",3.6364,0.05
5212,"AtlasBulletHellUberPhase2","[499,4550,1777]","[173,594,2696]","[6,25,-70]",3.6364,0.05
5213,"AtlasBulletHellUberPhase3","[499,4550,1777]","[173,594,2696]","[7,25,-70]",3.6364,0.05
5214,"AtlasBulletHellUberElder","[499,4550,1777]","[173,594,2696]","[6,25,-70]",3.6364,0.05
5215,"ChimeraFlickerLance",[2360],[],[],1,0
5216,"FireBurstOnHit","[618,1827]",[3325],[100],2.52,0.044
