"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","rid","rid","QuestKey","i32","i32","i32","i32","[rid]","string","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","string","rid","rid","string","i32","i32","i32","i32"
1525,173,9,"Farrul, First of the Plains",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[1955],"","","",[118],[114],118,[],1275,"","","","","","","","",0,100704,0,46
1526,173,10,"Craiceann, First of the Deep",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[1956],"","","",[119],[115],119,[],1275,"","","","","","","","",0,100728,0,46
1527,173,11,"Fenumus, First of the Night",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[1957],"","","",[120],[116],120,[],1275,"","","","","","","","",0,100752,0,46
1528,173,12,"View Bestiary",[],[],[],"triggerer.SendOpenScreen( BestiaryScreen ); triggerer.FinishNPCChat();","",5,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","",1,"","",4,"","",0,100752,0,46
1529,173,13,"Purchase Items",[],[],[],"","",23,"",-16843010,-16843010,-16843010,-16843010,[],"","","",[],[],1,[],1275,"","","","","",1,"","",0,100752,0,46
1530,173,14,"Sell Items",[],[],[],"","",24,"",-16843010,-16843010,-16843010,-16843010,[],"","","",[],[],1,[],1275,"","","","","",0,"","",0,100752,0,46
1531,341,0,"Introduction",[],[],[644],"",644,3,"",644,0,0,0,[2829],"","","",[],[],1275,[],1275,"","","","","","","","",0,100784,0,46
1532,341,1,"The Temple of Atzoatl",[],"[651,0]",[1961],"",1961,5,"",71,0,0,0,[2830],"","","",[],[],1275,[],1275,"","","","","","","","",0,100894,0,46
1533,341,2,"The Temple of Atzoatl",[1273],[651],[1961],"",1961,5,"",71,0,0,0,[2831],"","","",[],[],1275,[],1275,"","","","","","","","",0,100958,0,46
1534,341,3,"Alva's Past",[651],[],[365],"","",3,"",365,0,0,0,[2004],"","","",[],[],1275,[],1275,"","","","","","","","",0,101032,0,46
1535,341,4,"Atzoatl",[651],[],[372],"","",3,"",372,0,0,0,[2005],"","","",[],[],1275,[],1275,"","","","","","","","",0,101098,0,46
1536,341,5,"Oriath",[651],[],[379],"","",3,"",379,0,0,0,[2006],"","","",[],[],1275,[],1275,"","","","","","","","",0,101146,0,46
1537,341,6,"View Temple",[651],[],[],"triggerer.SendOpenScreen( IncursionTempleBlueprintWindow, 0 );","",13,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","",1,"","",4,"","",0,101316,0,46
1538,341,7,"Hideout",[],[],[],"","",5,"",71,0,0,0,[1985],"","","",[5],"[200,606]",1275,[5],5,"","","","","","","","",0,101366,0,46
1539,341,8,"Invite to Hideout",[],[],[],"","",37,"",71,0,0,0,[1986],"","","",[],"[200,606]",1275,[],1275,"","","","","","","","",0,101390,0,46
1540,341,9,"Enter Temple","[1953,0]","[1955,0]",[],"triggerer.DispatchRulesetEvent(open_incursion_temple); triggerer.FinishNPCChat();","",15,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","",5,"","",0,101648,0,46
1541,341,10,"Take Temple Chronicle","[1953,0]","[1955,0]",[],"triggerer.DispatchRulesetEvent(itemise_incursion_temple); triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( InventoryScreen );","",16,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,102022,0,46
1542,325,0,"Talk to Alva",[],[1953],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[1984],"","","",[],[],1275,[],1275,"","","","","","","","",0,102082,0,46
1543,325,1,"Introduction",[1953],[],[644],"",644,3,"",644,0,0,0,[2829],"","","",[],[],1275,[],1275,"","","","","","","","",0,102130,0,46
1544,325,2,"The Temple of Atzoatl",[1953],[651],[1961],"",1961,5,"",71,0,0,0,[2832],"","","",[],[],1275,[],1275,"","","","","","","","",0,102194,0,46
1545,325,3,"Alva's Past",[1953],[],[365],"","",3,"",365,0,0,0,[2004],"","","",[],[],1275,[],1275,"","","","","","","","",0,102242,0,46
1546,325,4,"Atzoatl",[1953],[],[372],"","",3,"",372,0,0,0,[2005],"","","",[],[],1275,[],1275,"","","","","","","","",0,102290,0,46
1547,325,5,"Oriath",[1953],[],[379],"","",3,"",379,0,0,0,[2006],"","","",[],[],1275,[],1275,"","","","","","","","",0,102338,0,46
1548,325,6,"Time Loop","[1953,0]",[1958],[961],"",961,5,"",961,0,0,0,[1982],"","","",[],[],1275,[],1275,"","","","","","","","",0,102440,0,46
1549,325,7,"View Temple",[1953],"[1958,0]","[1962,0]","triggerer.DispatchRulesetEvent(view_next_incursion);",1956,13,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","",1,"","",4,"","",0,102628,0,46
1550,325,8,"View Temple","[1953,0]",[1958],[1962],"triggerer.SendOpenScreen( IncursionTempleBlueprintWindow, 0 );","",13,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","",1,"","",4,"","",0,102692,0,46
1551,325,9,"Enter Incursion",[1953],"[1958,0,0]",[1962],"triggerer.DispatchRulesetEvent(open_incursion_portal); triggerer.FinishNPCChat();","",14,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","",5,"","",0,102972,0,46
1552,325,10,"Congratulations","[1953,0]","[1958,0]",[1957],"triggerer.DispatchRulesetEvent(check_temple_start); triggerer.SendOpenScreen( IncursionTempleBlueprintWindow, 0 );",1957,5,"",1957,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,103318,0,46
1553,325,11,"View Temple","[1953,0]",[1955],"[1962,0]","triggerer.SendOpenScreen( IncursionTempleBlueprintWindow, 0 );",1956,13,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","",1,"","",4,"","",0,103398,0,46
1554,325,12,"Enter Temple","[1953,0]","[1955,0]",[],"triggerer.DispatchRulesetEvent(open_incursion_temple); triggerer.FinishNPCChat();","",15,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","",5,"","",0,103462,0,46
1555,325,13,"Take Temple Chronicle","[1953,0]","[1955,0]",[],"triggerer.DispatchRulesetEvent(itemise_incursion_temple); triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( InventoryScreen );","",16,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,103526,0,46
1556,325,14,"Hideout",[1953],[],[],"","",5,"",71,0,0,0,[1985],"","","",[5],"[200,606]",1275,[5],5,"","","","","","","","",0,103574,0,46
1557,325,15,"Invite to Hideout",[1953],[],[],"","",37,"",71,0,0,0,[1986],"","","",[],"[200,606]",1275,[],1275,"","","","","","","","",0,103614,0,46
1558,326,0,"Talk to Alva",[],[717],[],"","",3,"",71,0,0,0,[1984],"","","",[],[],1275,[],1275,"","","","","","","","",0,103646,0,46
1559,326,1,"Introduction",[717],[],[644],"",644,3,"",644,0,0,0,[1973],"","","",[],[],1275,[],1275,"","","","","","","","",0,103694,0,46
1560,326,2,"Alva's Past","[717,0,0]",[],[365],"","",3,"",365,0,0,0,[2004],"","","",[],[],1275,[],1275,"","","","","","","","",0,103774,0,46
1561,326,3,"Atzoatl","[717,0,0]",[],[372],"","",3,"",372,0,0,0,[2005],"","","",[],[],1275,[],1275,"","","","","","","","",0,103854,0,46
1562,326,4,"Oriath","[717,0,0]",[],[379],"","",3,"",379,0,0,0,[2006],"","","",[],[],1275,[],1275,"","","","","","","","",0,103934,0,46
1563,326,5,"Einhar",[717],[],[1982],"","",3,"",1982,0,0,0,[2846],"","","",[],[69],1275,[],1275,"","","","","","","","",0,103986,0,46
1564,326,6,"Niko",[717],[],[1983],"","",3,"",1983,0,0,0,[2845],"","","",[],[9],1275,[],1275,"","","","","","","","",0,104038,0,46
1565,326,7,"Zana",[717],[],[1984],"","",3,"",1984,0,0,0,[2849],"","","",[],[1],1275,[],1275,"","","","","","","","",0,104090,0,46
1566,326,8,"Jun",[717],[],[1985],"","",3,"",1985,0,0,0,[2850],"","","",[],[592],1275,[],1275,"","","","","","","","",0,104142,0,46
1567,326,9,"Helena","[717,0]",[],[1986],"","",3,"",1986,0,0,0,[2848],"","","",[],[],1275,[],1275,"","","","","","","","",0,104206,0,46
1568,326,10,"Order of the Djinn",[717],[],[1988],"","",3,"",1988,0,0,0,[2851],"","","",[],[595],1275,[],1275,"","","","","","","","",0,104298,0,46
1569,326,11,"View Temple","[717,0,0]",[1958],[],"triggerer.SendOpenScreen( IncursionTempleBlueprintWindow, 0 );","",13,"",71,0,0,0,[],"","","",[5],[],1275,[],1275,"","",1,"","",4,"","",0,104366,0,46
1570,326,12,"View Temple","[717,0,0,0]",[1955],[1956],"triggerer.SendOpenScreen( IncursionTempleBlueprintWindow, 0 );",1956,13,"",71,0,0,0,[],"","","",[5],[],1275,[],1275,"","",1,"","",4,"","",0,104466,0,46
1571,326,13,"Enter Temple","[717,0,0,0]","[1955,0]",[],"triggerer.DispatchRulesetEvent(open_incursion_temple); triggerer.FinishNPCChat();","",15,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","",5,"","",0,104562,0,46
1572,326,14,"Take Temple Chronicle","[717,0,0,0]","[1955,0]",[],"triggerer.DispatchRulesetEvent(itemise_incursion_temple); triggerer.FinishNPCChat();\r\ntriggerer.SendOpenScreen( InventoryScreen );","",16,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,104658,0,46
1573,326,15,"Sell Items",[],[],[],"","",24,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","",0,"","",0,104658,0,46
1574,326,16,"Atlas Mission","[717,0]",[],[],"","",1,"",-16843010,-16843010,-16843010,-16843010,[],"","","",[],[599],1,[],1275,"","","","","","","","",0,104694,0,46
1575,326,17,"Memory of Ransacked Relics",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineAnarchy2\"" );","",5,"",-16843010,-16843010,-16843010,-16843010,[13658],"","","",[1245],[1225],1,[],1275,"","","",1,"","","","",0,104992,0,46
1576,326,18,"Memory of Formidable Shrines",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineDomination1\"" );","",5,"",-16843010,-16843010,-16843010,-16843010,[13659],"","","",[1246],[1226],1,[],1275,"","","",1,"","","","",0,105300,0,46
1577,326,19,"Memory of Cascading Fortunes",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineAmbush1\"" );","",5,"",-16843010,-16843010,-16843010,-16843010,[13660],"","","",[1250],[1230],1,[],1275,"","","",1,"","","","",0,105600,0,46
1578,326,20,"Memory of Hidden Behemoths",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineAmbush2\"" );","",5,"",-16843010,-16843010,-16843010,-16843010,[13661],"","","",[1251],[1231],1,[],1275,"","","",1,"","","","",0,105896,0,46
1579,326,21,"Memory of Reverse Incursion",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineIncursion1\"" );","",5,"",-16843010,-16843010,-16843010,-16843010,[13662],"","","",[1260],[1240],1,[],1275,"","","",1,"","","","",0,106200,0,46
1580,326,22,"Memory of Bounty Hunters",[717],[],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( \""open_memory_line MemoryLineBetrayal1\"" );","",5,"",-16843010,-16843010,-16843010,-16843010,[13663],"","","",[1261],[1241],1,[],1275,"","","",1,"","","","",0,106496,0,46
1581,326,23,"Kirac",[59],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[13664],"","","",[],[],1,[],1275,"","","","","","","","",0,106528,0,46
1582,329,0,"View Subterranean Chart",[],[],[],"triggerer.SendOpenScreen( DelveMapScreen, 1 ); triggerer.FinishNPCChat();","",5,"",-16843010,-16843010,-16843010,-16843010,[],"","","",[],[68],1,[],1275,"","",1,"","Subterranean Chart",4,"","",0,106772,0,46
1583,329,1,"Introduction",[],[1501],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2030],"","","",[22],[],22,[24],22,"","","","","","","","",0,106812,0,46
1584,329,2,"Introduction",[1501],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2232],"","","",[501],[],501,[24],1275,"","","","","","","","",0,106852,0,46
1585,329,3,"Introduction",[1501],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2233],"","","",[502],[24],502,[25],1275,"","","","","","","","",0,106896,0,46
1586,329,4,"Introduction",[1501],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2234],"","","",[503],[25],503,[26],1275,"","","","","","","","",0,106940,0,46
1587,329,5,"Introduction",[1501],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2235],"","","",[504],[26],504,[27],1275,"","","","","","","","",0,106984,0,46
1588,329,6,"Introduction",[1501],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2236],"","","",[505],[27],505,[],1275,"","","","","","","","",0,107024,0,46
1589,329,7,"Voltaxic Sulphite",[667],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[2230],"","","",[8],[],1,[23],8,"","","","","","","","",0,107102,0,46
1590,329,8,"Voltaxic Sulphite",[2028],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[2032],"","","",[9],[],1,[9],9,"","","","","","","","",0,107142,0,46
1591,329,9,"Voltaxic Sulphite",[2028],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[2032],"","","",[],[],1,[68],1275,"","","","","","","","",0,107178,0,46
1592,329,10,"Visit Mine Encampment",[2028],[],[],"triggerer.BeginDelve(); triggerer.FinishNPCChat();","",5,"",-16843010,-16843010,-16843010,-16843010,[],"","","",[],[],1,[],1275,"","","","","",5,"","",0,107344,0,46
1593,329,11,"Visit Mine Encampment",[],[2028],[],"triggerer.BeginDelve(); triggerer.FinishNPCChat();","",5,"",-16843010,-16843010,-16843010,-16843010,[],"","","",[],[23],1,[],1275,"","","","","",5,"","",0,107364,0,46
1594,329,12,"Fractured Walls",[],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[2038],"","","",[65],"[10,18]",1,[65],65,"","","","","","","","",0,107430,0,46
1595,329,13,"The Azurite Mine",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2037],"","","",[33],[10],33,[24],1275,"","","","","","","","",0,107494,0,46
1596,329,14,"The Azurite Mine",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2055],"","","",[34],"[10,24]",34,[25],1275,"","","","","","","","",0,107526,0,46
1597,329,15,"The Azurite Mine",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2073],"","","",[35],"[10,25]",35,[26],1275,"","","","","","","","",0,107558,0,46
1598,329,16,"The Azurite Mine",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2090],"","","",[36],"[10,26]",36,[27],1275,"","","","","","","","",0,107590,0,46
1599,329,17,"The Azurite Mine",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2106],"","","",[37],"[10,27]",37,[],1275,"","","","","","","","",0,107618,0,46
1600,329,18,"The Darkness",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2047],"","","",[38],[10],38,[24],1275,"","","","","","","","",0,107646,0,46
1601,329,19,"The Darkness",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2065],"","","",[39],"[10,24]",39,[25],1275,"","","","","","","","",0,107678,0,46
1602,329,20,"The Darkness",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2082],"","","",[40],"[10,25]",40,[26],1275,"","","","","","","","",0,107710,0,46
1603,329,21,"The Darkness",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2098],"","","",[41],"[10,26]",41,[27],1275,"","","","","","","","",0,107742,0,46
1604,329,22,"The Darkness",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2115],"","","",[42],"[10,27]",42,[],1275,"","","","","","","","",0,107770,0,46
1605,329,23,"Voltaxic Generator",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2050],"","","",[43],[10],43,[24],1275,"","","","","","","","",0,107838,0,46
1606,329,24,"Voltaxic Generator",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2067],"","","",[44],"[10,24]",44,[25],1275,"","","","","","","","",0,107870,0,46
1607,329,25,"Voltaxic Generator",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2084],"","","",[45],"[10,25]",45,[26],1275,"","","","","","","","",0,107902,0,46
1608,329,26,"Voltaxic Generator",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2100],"","","",[46],"[10,26]",46,[27],1275,"","","","","","","","",0,107934,0,46
1609,329,27,"Voltaxic Generator",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2117],"","","",[47],"[10,27]",47,[],1275,"","","","","","","","",0,107962,0,46
1610,329,28,"Underground Cities",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2051],"","","",[48],"[10,53]",48,[24],1275,"","","","","","","","",0,108034,0,46
1611,329,29,"Underground Cities",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2069],"","","",[49],"[10,53,24]",49,[25],1275,"","","","","","","","",0,108070,0,46
1612,329,30,"Underground Cities",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2086],"","","",[50],"[10,53,25]",50,[26],1275,"","","","","","","","",0,108106,0,46
1613,329,31,"Underground Cities",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2102],"","","",[51],"[10,53,26]",51,[27],1275,"","","","","","","","",0,108142,0,46
1614,329,32,"Underground Cities",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2119],"","","",[52],"[10,53,27]",52,[],1275,"","","","","","","","",0,108174,0,46
1615,329,33,"Prospero",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2052],"","","",[60],"[10,54]",60,[24],1275,"","","","","","","","",0,108206,0,46
1616,329,34,"Prospero",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2070],"","","",[61],"[10,54,24]",61,[25],1275,"","","","","","","","",0,108242,0,46
1617,329,35,"Prospero",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2087],"","","",[62],"[10,54,25]",62,[26],1275,"","","","","","","","",0,108278,0,46
1618,329,36,"Prospero",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2103],"","","",[63],"[10,54,26]",63,[27],1275,"","","","","","","","",0,108314,0,46
1619,329,37,"Prospero",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2120],"","","",[64],"[10,54,27]",64,[],1275,"","","","","","","","",0,108346,0,46
1620,329,38,"Oriath",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2049],"","","",[55],[10],55,[24],1275,"","","","","","","","",0,108374,0,46
1621,329,39,"Oriath",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2068],"","","",[56],"[10,24]",56,[25],1275,"","","","","","","","",0,108406,0,46
1622,329,40,"Oriath",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2085],"","","",[57],"[10,25]",57,[26],1275,"","","","","","","","",0,108438,0,46
1623,329,41,"Oriath",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2101],"","","",[58],"[10,26]",58,[27],1275,"","","","","","","","",0,108470,0,46
1624,329,42,"Oriath",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2118],"","","",[59],"[10,27]",59,[],1275,"","","","","","","","",0,108498,0,46
1625,329,43,"Invite to Hideout",[],[],[],"","",37,"",-16843010,-16843010,-16843010,-16843010,[2041],"","","",[],"[68,200]",1,[],1275,"","","","","","","","",0,108522,0,37
1626,329,44,"The Mines",[],[667],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2228],"","","",[215],[],215,[23],1275,"","","","","","","","",0,108562,0,46
1627,330,0,"View Subterranean Chart",[1934],[],[],"triggerer.SendOpenScreen( DelveMapScreen, 1 ); triggerer.FinishNPCChat();","",5,"",-16843010,-16843010,-16843010,-16843010,[],"","","",[],[68],1,[],1275,"","",1,"","Subterranean Chart",4,"","",0,108582,0,46
1628,330,1,"Introduction",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2030],"","","",[22],[],22,[24],22,"","","","","","","","",0,108606,0,46
1629,330,2,"Voltaxic Sulphite",[2028],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[2032],"","","",[9],[],1,[9],9,"","","","","","","","",0,108646,0,46
1630,330,3,"Voltaxic Sulphite",[2028],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[2032],"","","",[],[],1,[68],1275,"","","","","","","","",0,108682,0,46
1631,330,4,"Visit Mine Encampment",[1934],[],[],"triggerer.BeginDelve(); triggerer.FinishNPCChat();","",5,"",-16843010,-16843010,-16843010,-16843010,[],"","","",[],[],1,[68],1275,"","","",1,"",5,"","",0,108702,0,46
1632,330,5,"Visit Mine Encampment",[1934],[],[],"triggerer.BeginDelve(); triggerer.FinishNPCChat();","",5,"",-16843010,-16843010,-16843010,-16843010,[],"","","",[],[68],1,[],1275,"","","","","",5,"","",0,108722,0,46
1633,330,6,"Voltaxic Sulphite",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2048],"","","",[28],[68],28,[24],1275,"","","","","","","","",0,108750,0,46
1634,330,7,"Voltaxic Sulphite",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2066],"","","",[29],"[68,24]",29,[25],1275,"","","","","","","","",0,108782,0,46
1635,330,8,"Voltaxic Sulphite",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2083],"","","",[30],"[68,25]",30,[26],1275,"","","","","","","","",0,108814,0,46
1636,330,9,"Voltaxic Sulphite",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2099],"","","",[31],"[68,26]",31,[27],1275,"","","","","","","","",0,108846,0,46
1637,330,10,"Voltaxic Sulphite",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2116],"","","",[32],"[68,27]",32,[],1275,"","","","","","","","",0,108874,0,46
1638,330,11,"Oriath",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2049],"","","",[55],[68],55,[24],1275,"","","","","","","","",0,108902,0,46
1639,330,12,"Oriath",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2068],"","","",[56],"[68,24]",56,[25],1275,"","","","","","","","",0,108934,0,46
1640,330,13,"Oriath",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2085],"","","",[57],"[68,25]",57,[26],1275,"","","","","","","","",0,108966,0,46
1641,330,14,"Oriath",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2101],"","","",[58],"[68,26]",58,[27],1275,"","","","","","","","",0,108998,0,46
1642,330,15,"Oriath",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2118],"","","",[59],"[68,27]",59,[],1275,"","","","","","","","",0,109026,0,46
1643,330,16,"Voltaxic Generator",[2034],[],[2035],"",2035,5,"",71,0,0,0,"[2053,2054]","","","",[],[68],1275,[24],1275,"","","","","","","","",0,109098,0,46
1644,330,17,"Voltaxic Generator",[2034],[],[2035],"",2035,5,"",71,0,0,0,"[2071,2072]","","","",[],"[68,24]",1275,[25],1275,"","","","","","","","",0,109174,0,46
1645,330,18,"Voltaxic Generator",[2034],[],[2035],"",2035,5,"",71,0,0,0,"[2088,2089]","","","",[],"[68,25]",1275,[26],1275,"","","","","","","","",0,109250,0,46
1646,330,19,"Voltaxic Generator",[2034],[],[2035],"",2035,5,"",71,0,0,0,"[2104,2105]","","","",[],"[68,26]",1275,[27],1275,"","","","","","","","",0,109326,0,46
1647,330,20,"Voltaxic Generator",[2034],[],[2035],"",2035,5,"",71,0,0,0,"[2121,2122]","","","",[],"[68,27]",1275,[],1275,"","","","","","","","",0,109398,0,46
1648,331,0,"View Subterranean Chart",[1934],[],[],"triggerer.SendOpenScreen( DelveMapScreen, 1 ); triggerer.FinishNPCChat();","",5,"",-16843010,-16843010,-16843010,-16843010,[],"","","",[],[68],1,[],1275,"","",1,"","Subterranean Chart",4,"","",0,109418,0,46
1649,331,1,"Introduction",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2030],"","","",[22],[],22,[24],22,"","","","","","","","",0,109442,0,46
1650,331,2,"Voltaxic Sulphite",[2028],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[2032],"","","",[9],[],1,[9],9,"","","","","","","","",0,109482,0,46
1651,331,3,"Voltaxic Sulphite",[2028],[],[],"","",5,"",-16843010,-16843010,-16843010,-16843010,[2032],"","","",[],[],1,[68],1275,"","","","","","","","",0,109518,0,46
1652,331,4,"Visit Mine Encampment",[1934],[],[],"triggerer.BeginDelve(); triggerer.FinishNPCChat();","",5,"",-16843010,-16843010,-16843010,-16843010,[],"","","",[],[23],1,[68],1275,"","","",1,"",5,"","",0,109542,0,46
1653,331,5,"Visit Mine Encampment",[1934],[],[],"triggerer.BeginDelve(); triggerer.FinishNPCChat();","",5,"",-16843010,-16843010,-16843010,-16843010,[],"","","",[],[68],1,[],1275,"","","","","",5,"","",0,109562,0,46
1654,331,6,"Voltaxic Sulphite",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2048],"","","",[28],[68],28,[24],1275,"","","","","","","","",0,109590,0,46
1655,331,7,"Voltaxic Sulphite",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2066],"","","",[29],"[68,24]",29,[25],1275,"","","","","","","","",0,109622,0,46
1656,331,8,"Voltaxic Sulphite",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2083],"","","",[30],"[68,25]",30,[26],1275,"","","","","","","","",0,109654,0,46
1657,331,9,"Voltaxic Sulphite",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2099],"","","",[31],"[68,26]",31,[27],1275,"","","","","","","","",0,109686,0,46
1658,331,10,"Voltaxic Sulphite",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2116],"","","",[32],"[68,27]",32,[],1275,"","","","","","","","",0,109714,0,46
1659,331,11,"Oriath",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2049],"","","",[55],[68],55,[24],1275,"","","","","","","","",0,109742,0,46
1660,331,12,"Oriath",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2068],"","","",[56],"[68,24]",56,[25],1275,"","","","","","","","",0,109774,0,46
1661,331,13,"Oriath",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2085],"","","",[57],"[68,25]",57,[26],1275,"","","","","","","","",0,109806,0,46
1662,331,14,"Oriath",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2101],"","","",[58],"[68,26]",58,[27],1275,"","","","","","","","",0,109838,0,46
1663,331,15,"Oriath",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[2118],"","","",[59],"[68,27]",59,[],1275,"","","","","","","","",0,109866,0,46
1664,331,16,"Voltaxic Generator",[2034],[],[2035],"",2035,5,"",71,0,0,0,"[2053,2054]","","","",[],[68],1275,[24],1275,"","","","","","","","",0,109938,0,46
1665,331,17,"Voltaxic Generator",[2034],[],[2035],"",2035,5,"",71,0,0,0,"[2071,2072]","","","",[],"[68,24]",1275,[25],1275,"","","","","","","","",0,110014,0,46
1666,331,18,"Voltaxic Generator",[2034],[],[2035],"",2035,5,"",71,0,0,0,"[2088,2089]","","","",[],"[68,25]",1275,[26],1275,"","","","","","","","",0,110090,0,46
