"rownum","Depth","MonsterLevel","i32","SulphiteCost","MonsterLevel2","MoreMonsterLife","MoreMonsterDamage","DarknessResistance","LightRadius","i32","i32","i32","i32","i32","i32"
3378,3379,83,520,1100,83,383,35011,-3150,-3150,0,0,80,0,0,83
3379,3380,83,520,1100,83,384,35024,-3150,-3150,0,0,80,0,0,83
3380,3381,83,520,1100,83,384,35037,-3150,-3150,0,0,80,0,0,83
3381,3382,83,520,1100,83,384,35050,-3150,-3150,0,0,80,0,0,83
3382,3383,83,520,1100,83,384,35063,-3150,-3150,0,0,80,0,0,83
3383,3384,83,520,1100,83,384,35076,-3150,-3150,0,0,80,0,0,83
3384,3385,83,520,1100,83,384,35089,-3150,-3150,0,0,80,0,0,83
3385,3386,83,520,1100,83,384,35102,-3150,-3150,0,0,80,0,0,83
3386,3387,83,520,1100,83,384,35115,-3150,-3150,0,0,80,0,0,83
3387,3388,83,520,1100,83,384,35128,-3150,-3150,0,0,80,0,0,83
3388,3389,83,520,1100,83,384,35141,-3150,-3150,0,0,80,0,0,83
3389,3390,83,520,1100,83,385,35154,-3150,-3150,0,0,80,0,0,83
3390,3391,83,520,1100,83,385,35167,-3150,-3150,0,0,80,0,0,83
3391,3392,83,520,1100,83,385,35180,-3150,-3150,0,0,80,0,0,83
3392,3393,83,520,1100,83,385,35193,-3150,-3150,0,0,80,0,0,83
3393,3394,83,520,1100,83,385,35206,-3150,-3150,0,0,80,0,0,83
3394,3395,83,520,1100,83,385,35219,-3150,-3150,0,0,80,0,0,83
3395,3396,83,520,1100,83,385,35232,-3150,-3150,0,0,80,0,0,83
3396,3397,83,520,1100,83,385,35245,-3150,-3150,0,0,80,0,0,83
3397,3398,83,520,1100,83,385,35258,-3150,-3150,0,0,80,0,0,83
3398,3399,83,520,1100,83,386,35271,-3150,-3150,0,0,80,0,0,83
3399,3400,83,520,1100,83,386,35284,-3150,-3150,0,0,80,0,0,83
3400,3401,83,520,1100,83,386,35297,-3150,-3150,0,0,80,0,0,83
3401,3402,83,520,1100,83,386,35310,-3150,-3150,0,0,80,0,0,83
3402,3403,83,520,1100,83,386,35323,-3150,-3150,0,0,80,0,0,83
3403,3404,83,520,1100,83,386,35336,-3150,-3150,0,0,80,0,0,83
3404,3405,83,520,1100,83,386,35349,-3150,-3150,0,0,80,0,0,83
3405,3406,83,520,1100,83,386,35362,-3150,-3150,0,0,80,0,0,83
3406,3407,83,520,1100,83,386,35375,-3150,-3150,0,0,80,0,0,83
3407,3408,83,520,1100,83,386,35388,-3150,-3150,0,0,80,0,0,83
3408,3409,83,520,1100,83,387,35401,-3150,-3150,0,0,80,0,0,83
3409,3410,83,520,1100,83,387,35414,-3150,-3150,0,0,80,0,0,83
3410,3411,83,520,1100,83,387,35427,-3150,-3150,0,0,80,0,0,83
3411,3412,83,520,1100,83,387,35440,-3150,-3150,0,0,80,0,0,83
3412,3413,83,520,1100,83,387,35453,-3150,-3150,0,0,80,0,0,83
3413,3414,83,520,1100,83,387,35466,-3150,-3150,0,0,80,0,0,83
3414,3415,83,520,1100,83,387,35479,-3150,-3150,0,0,80,0,0,83
3415,3416,83,520,1100,83,387,35492,-3150,-3150,0,0,80,0,0,83
3416,3417,83,520,1100,83,387,35505,-3150,-3150,0,0,80,0,0,83
3417,3418,83,520,1100,83,388,35518,-3150,-3150,0,0,80,0,0,83
3418,3419,83,520,1100,83,388,35531,-3150,-3150,0,0,80,0,0,83
3419,3420,83,520,1100,83,388,35544,-3150,-3150,0,0,80,0,0,83
3420,3421,83,520,1100,83,388,35557,-3150,-3150,0,0,80,0,0,83
3421,3422,83,520,1100,83,388,35570,-3150,-3150,0,0,80,0,0,83
3422,3423,83,520,1100,83,388,35583,-3150,-3150,0,0,80,0,0,83
3423,3424,83,520,1100,83,388,35596,-3150,-3150,0,0,80,0,0,83
3424,3425,83,520,1100,83,388,35609,-3150,-3150,0,0,80,0,0,83
3425,3426,83,520,1100,83,388,35622,-3150,-3150,0,0,80,0,0,83
3426,3427,83,520,1100,83,388,35635,-3150,-3150,0,0,80,0,0,83
3427,3428,83,520,1100,83,389,35648,-3150,-3150,0,0,80,0,0,83
3428,3429,83,520,1100,83,389,35661,-3150,-3150,0,0,80,0,0,83
3429,3430,83,520,1100,83,389,35674,-3150,-3150,0,0,80,0,0,83
3430,3431,83,520,1100,83,389,35687,-3150,-3150,0,0,80,0,0,83
3431,3432,83,520,1100,83,389,35700,-3150,-3150,0,0,80,0,0,83
3432,3433,83,520,1100,83,389,35713,-3150,-3150,0,0,80,0,0,83
3433,3434,83,520,1100,83,389,35726,-3150,-3150,0,0,80,0,0,83
3434,3435,83,520,1100,83,389,35739,-3150,-3150,0,0,80,0,0,83
3435,3436,83,520,1100,83,389,35752,-3150,-3150,0,0,80,0,0,83
3436,3437,83,520,1100,83,390,35765,-3150,-3150,0,0,80,0,0,83
3437,3438,83,520,1100,83,390,35778,-3150,-3150,0,0,80,0,0,83
3438,3439,83,520,1100,83,390,35791,-3150,-3150,0,0,80,0,0,83
3439,3440,83,520,1100,83,390,35804,-3150,-3150,0,0,80,0,0,83
3440,3441,83,520,1100,83,390,35817,-3150,-3150,0,0,80,0,0,83
3441,3442,83,520,1100,83,390,35830,-3150,-3150,0,0,80,0,0,83
3442,3443,83,520,1100,83,390,35843,-3150,-3150,0,0,80,0,0,83
3443,3444,83,520,1100,83,390,35856,-3150,-3150,0,0,80,0,0,83
3444,3445,83,520,1100,83,390,35869,-3150,-3150,0,0,80,0,0,83
3445,3446,83,520,1100,83,390,35882,-3150,-3150,0,0,80,0,0,83
3446,3447,83,520,1100,83,391,35895,-3150,-3150,0,0,80,0,0,83
3447,3448,83,520,1100,83,391,35908,-3150,-3150,0,0,80,0,0,83
3448,3449,83,520,1100,83,391,35921,-3150,-3150,0,0,80,0,0,83
3449,3450,83,520,1100,83,391,35934,-3150,-3150,0,0,80,0,0,83
3450,3451,83,520,1100,83,391,35947,-3150,-3150,0,0,80,0,0,83
3451,3452,83,520,1100,83,391,35960,-3150,-3150,0,0,80,0,0,83
3452,3453,83,520,1100,83,391,35973,-3150,-3150,0,0,80,0,0,83
3453,3454,83,520,1100,83,391,35986,-3150,-3150,0,0,80,0,0,83
3454,3455,83,520,1100,83,391,35999,-3150,-3150,0,0,80,0,0,83
3455,3456,83,520,1100,83,392,36012,-3150,-3150,0,0,80,0,0,83
3456,3457,83,520,1100,83,392,36025,-3150,-3150,0,0,80,0,0,83
3457,3458,83,520,1100,83,392,36038,-3150,-3150,0,0,80,0,0,83
3458,3459,83,520,1100,83,392,36051,-3150,-3150,0,0,80,0,0,83
3459,3460,83,520,1100,83,392,36064,-3150,-3150,0,0,80,0,0,83
3460,3461,83,520,1100,83,392,36077,-3150,-3150,0,0,80,0,0,83
3461,3462,83,520,1100,83,392,36090,-3150,-3150,0,0,80,0,0,83
3462,3463,83,520,1100,83,392,36103,-3150,-3150,0,0,80,0,0,83
3463,3464,83,520,1100,83,392,36116,-3150,-3150,0,0,80,0,0,83
3464,3465,83,520,1100,83,393,36129,-3150,-3150,0,0,80,0,0,83
3465,3466,83,520,1100,83,393,36142,-3150,-3150,0,0,80,0,0,83
3466,3467,83,520,1100,83,393,36155,-3150,-3150,0,0,80,0,0,83
3467,3468,83,520,1100,83,393,36168,-3150,-3150,0,0,80,0,0,83
3468,3469,83,520,1100,83,393,36181,-3150,-3150,0,0,80,0,0,83
3469,3470,83,520,1100,83,393,36194,-3150,-3150,0,0,80,0,0,83
3470,3471,83,520,1100,83,393,36207,-3150,-3150,0,0,80,0,0,83
3471,3472,83,520,1100,83,393,36220,-3150,-3150,0,0,80,0,0,83
3472,3473,83,520,1100,83,393,36233,-3150,-3150,0,0,80,0,0,83
3473,3474,83,520,1100,83,393,36246,-3150,-3150,0,0,80,0,0,83
3474,3475,83,520,1100,83,394,36259,-3150,-3150,0,0,80,0,0,83
3475,3476,83,520,1100,83,394,36272,-3150,-3150,0,0,80,0,0,83
3476,3477,83,520,1100,83,394,36285,-3150,-3150,0,0,80,0,0,83
3477,3478,83,520,1100,83,394,36298,-3150,-3150,0,0,80,0,0,83
3478,3479,83,520,1100,83,394,36311,-3150,-3150,0,0,80,0,0,83
3479,3480,83,520,1100,83,394,36324,-3150,-3150,0,0,80,0,0,83
3480,3481,83,520,1100,83,394,36337,-3150,-3150,0,0,80,0,0,83
3481,3482,83,520,1100,83,394,36350,-3150,-3150,0,0,80,0,0,83
3482,3483,83,520,1100,83,394,36363,-3150,-3150,0,0,80,0,0,83
3483,3484,83,520,1100,83,395,36376,-3150,-3150,0,0,80,0,0,83
3484,3485,83,520,1100,83,395,36389,-3150,-3150,0,0,80,0,0,83
3485,3486,83,520,1100,83,395,36402,-3150,-3150,0,0,80,0,0,83
3486,3487,83,520,1100,83,395,36415,-3150,-3150,0,0,80,0,0,83
3487,3488,83,520,1100,83,395,36428,-3150,-3150,0,0,80,0,0,83
3488,3489,83,520,1100,83,395,36441,-3150,-3150,0,0,80,0,0,83
3489,3490,83,520,1100,83,395,36454,-3150,-3150,0,0,80,0,0,83
3490,3491,83,520,1100,83,395,36467,-3150,-3150,0,0,80,0,0,83
3491,3492,83,520,1100,83,395,36480,-3150,-3150,0,0,80,0,0,83
3492,3493,83,520,1100,83,396,36493,-3150,-3150,0,0,80,0,0,83
3493,3494,83,520,1100,83,396,36506,-3150,-3150,0,0,80,0,0,83
3494,3495,83,520,1100,83,396,36519,-3150,-3150,0,0,80,0,0,83
3495,3496,83,520,1100,83,396,36532,-3150,-3150,0,0,80,0,0,83
3496,3497,83,520,1100,83,396,36545,-3150,-3150,0,0,80,0,0,83
3497,3498,83,520,1100,83,396,36558,-3150,-3150,0,0,80,0,0,83
3498,3499,83,520,1100,83,396,36571,-3150,-3150,0,0,80,0,0,83
3499,3500,83,520,1100,83,396,36584,-3150,-3150,0,0,80,0,0,83
3500,3501,83,520,1100,83,396,36597,-3150,-3150,0,0,80,0,0,83
3501,3502,83,520,1100,83,396,36610,-3150,-3150,0,0,80,0,0,83
3502,3503,83,520,1100,83,397,36623,-3150,-3150,0,0,80,0,0,83
3503,3504,83,520,1100,83,397,36636,-3150,-3150,0,0,80,0,0,83
3504,3505,83,520,1100,83,397,36649,-3150,-3150,0,0,80,0,0,83
3505,3506,83,520,1100,83,397,36662,-3150,-3150,0,0,80,0,0,83
3506,3507,83,520,1100,83,397,36675,-3150,-3150,0,0,80,0,0,83
3507,3508,83,520,1100,83,397,36688,-3150,-3150,0,0,80,0,0,83
3508,3509,83,520,1100,83,397,36701,-3150,-3150,0,0,80,0,0,83
3509,3510,83,520,1100,83,397,36714,-3150,-3150,0,0,80,0,0,83
3510,3511,83,520,1100,83,397,36727,-3150,-3150,0,0,80,0,0,83
3511,3512,83,520,1100,83,398,36740,-3150,-3150,0,0,80,0,0,83
3512,3513,83,520,1100,83,398,36753,-3150,-3150,0,0,80,0,0,83
3513,3514,83,520,1100,83,398,36766,-3150,-3150,0,0,80,0,0,83
3514,3515,83,520,1100,83,398,36779,-3150,-3150,0,0,80,0,0,83
3515,3516,83,520,1100,83,398,36792,-3150,-3150,0,0,80,0,0,83
3516,3517,83,520,1100,83,398,36805,-3150,-3150,0,0,80,0,0,83
3517,3518,83,520,1100,83,398,36818,-3150,-3150,0,0,80,0,0,83
3518,3519,83,520,1100,83,398,36831,-3150,-3150,0,0,80,0,0,83
3519,3520,83,520,1100,83,398,36844,-3150,-3150,0,0,80,0,0,83
3520,3521,83,520,1100,83,399,36857,-3150,-3150,0,0,80,0,0,83
3521,3522,83,520,1100,83,399,36870,-3150,-3150,0,0,80,0,0,83
3522,3523,83,520,1100,83,399,36883,-3150,-3150,0,0,80,0,0,83
3523,3524,83,520,1100,83,399,36896,-3150,-3150,0,0,80,0,0,83
3524,3525,83,520,1100,83,399,36909,-3150,-3150,0,0,80,0,0,83
3525,3526,83,520,1100,83,399,36922,-3150,-3150,0,0,80,0,0,83
3526,3527,83,520,1100,83,399,36935,-3150,-3150,0,0,80,0,0,83
3527,3528,83,520,1100,83,399,36948,-3150,-3150,0,0,80,0,0,83
3528,3529,83,520,1100,83,399,36961,-3150,-3150,0,0,80,0,0,83
3529,3530,83,520,1100,83,400,36974,-3150,-3150,0,0,80,0,0,83
3530,3531,83,520,1100,83,400,36987,-3150,-3150,0,0,80,0,0,83
3531,3532,83,520,1100,83,400,37000,-3150,-3150,0,0,80,0,0,83
3532,3533,83,520,1100,83,400,37013,-3150,-3150,0,0,80,0,0,83
3533,3534,83,520,1100,83,400,37026,-3150,-3150,0,0,80,0,0,83
3534,3535,83,520,1100,83,400,37039,-3150,-3150,0,0,80,0,0,83
3535,3536,83,520,1100,83,400,37052,-3150,-3150,0,0,80,0,0,83
3536,3537,83,520,1100,83,400,37065,-3150,-3150,0,0,80,0,0,83
3537,3538,83,520,1100,83,400,37078,-3150,-3150,0,0,80,0,0,83
3538,3539,83,520,1100,83,401,37091,-3150,-3150,0,0,80,0,0,83
3539,3540,83,520,1100,83,401,37104,-3150,-3150,0,0,80,0,0,83
3540,3541,83,520,1100,83,401,37117,-3150,-3150,0,0,80,0,0,83
3541,3542,83,520,1100,83,401,37130,-3150,-3150,0,0,80,0,0,83
3542,3543,83,520,1100,83,401,37143,-3150,-3150,0,0,80,0,0,83
3543,3544,83,520,1100,83,401,37156,-3150,-3150,0,0,80,0,0,83
3544,3545,83,520,1100,83,401,37169,-3150,-3150,0,0,80,0,0,83
3545,3546,83,520,1100,83,401,37182,-3150,-3150,0,0,80,0,0,83
3546,3547,83,520,1100,83,401,37195,-3150,-3150,0,0,80,0,0,83
3547,3548,83,520,1100,83,402,37208,-3150,-3150,0,0,80,0,0,83
3548,3549,83,520,1100,83,402,37221,-3150,-3150,0,0,80,0,0,83
3549,3550,83,520,1100,83,402,37234,-3150,-3150,0,0,80,0,0,83
3550,3551,83,520,1100,83,402,37247,-3150,-3150,0,0,80,0,0,83
3551,3552,83,520,1100,83,402,37260,-3150,-3150,0,0,80,0,0,83
3552,3553,83,520,1100,83,402,37273,-3150,-3150,0,0,80,0,0,83
3553,3554,83,520,1100,83,402,37286,-3150,-3150,0,0,80,0,0,83
3554,3555,83,520,1100,83,402,37299,-3150,-3150,0,0,80,0,0,83
3555,3556,83,520,1100,83,402,37312,-3150,-3150,0,0,80,0,0,83
3556,3557,83,520,1100,83,402,37325,-3150,-3150,0,0,80,0,0,83
3557,3558,83,520,1100,83,403,37338,-3150,-3150,0,0,80,0,0,83
3558,3559,83,520,1100,83,403,37351,-3150,-3150,0,0,80,0,0,83
3559,3560,83,520,1100,83,403,37364,-3150,-3150,0,0,80,0,0,83
3560,3561,83,520,1100,83,403,37377,-3150,-3150,0,0,80,0,0,83
3561,3562,83,520,1100,83,403,37390,-3150,-3150,0,0,80,0,0,83
3562,3563,83,520,1100,83,403,37403,-3150,-3150,0,0,80,0,0,83
3563,3564,83,520,1100,83,403,37416,-3150,-3150,0,0,80,0,0,83
3564,3565,83,520,1100,83,403,37429,-3150,-3150,0,0,80,0,0,83
3565,3566,83,520,1100,83,403,37442,-3150,-3150,0,0,80,0,0,83
3566,3567,83,520,1100,83,404,37455,-3150,-3150,0,0,80,0,0,83
3567,3568,83,520,1100,83,404,37468,-3150,-3150,0,0,80,0,0,83
3568,3569,83,520,1100,83,404,37481,-3150,-3150,0,0,80,0,0,83
3569,3570,83,520,1100,83,404,37494,-3150,-3150,0,0,80,0,0,83
3570,3571,83,520,1100,83,404,37507,-3150,-3150,0,0,80,0,0,83
3571,3572,83,520,1100,83,404,37520,-3150,-3150,0,0,80,0,0,83
3572,3573,83,520,1100,83,404,37533,-3150,-3150,0,0,80,0,0,83
3573,3574,83,520,1100,83,404,37546,-3150,-3150,0,0,80,0,0,83
3574,3575,83,520,1100,83,404,37559,-3150,-3150,0,0,80,0,0,83
3575,3576,83,520,1100,83,405,37572,-3150,-3150,0,0,80,0,0,83
3576,3577,83,520,1100,83,405,37585,-3150,-3150,0,0,80,0,0,83
3577,3578,83,520,1100,83,405,37598,-3150,-3150,0,0,80,0,0,83
3578,3579,83,520,1100,83,405,37611,-3150,-3150,0,0,80,0,0,83
3579,3580,83,520,1100,83,405,37624,-3150,-3150,0,0,80,0,0,83
3580,3581,83,520,1100,83,405,37637,-3150,-3150,0,0,80,0,0,83
3581,3582,83,520,1100,83,405,37650,-3150,-3150,0,0,80,0,0,83
3582,3583,83,520,1100,83,405,37663,-3150,-3150,0,0,80,0,0,83
3583,3584,83,520,1100,83,405,37676,-3150,-3150,0,0,80,0,0,83
3584,3585,83,520,1100,83,406,37689,-3150,-3150,0,0,80,0,0,83
3585,3586,83,520,1100,83,406,37702,-3150,-3150,0,0,80,0,0,83
3586,3587,83,520,1100,83,406,37715,-3150,-3150,0,0,80,0,0,83
3587,3588,83,520,1100,83,406,37728,-3150,-3150,0,0,80,0,0,83
3588,3589,83,520,1100,83,406,37741,-3150,-3150,0,0,80,0,0,83
3589,3590,83,520,1100,83,406,37754,-3150,-3150,0,0,80,0,0,83
3590,3591,83,520,1100,83,406,37767,-3150,-3150,0,0,80,0,0,83
3591,3592,83,520,1100,83,406,37780,-3150,-3150,0,0,80,0,0,83
3592,3593,83,520,1100,83,406,37793,-3150,-3150,0,0,80,0,0,83
3593,3594,83,520,1100,83,407,37806,-3150,-3150,0,0,80,0,0,83
3594,3595,83,520,1100,83,407,37819,-3150,-3150,0,0,80,0,0,83
3595,3596,83,520,1100,83,407,37832,-3150,-3150,0,0,80,0,0,83
3596,3597,83,520,1100,83,407,37845,-3150,-3150,0,0,80,0,0,83
3597,3598,83,520,1100,83,407,37858,-3150,-3150,0,0,80,0,0,83
3598,3599,83,520,1100,83,407,37871,-3150,-3150,0,0,80,0,0,83
3599,3600,83,520,1100,83,407,37884,-3150,-3150,0,0,80,0,0,83
3600,3601,83,520,1100,83,407,37897,-3150,-3150,0,0,80,0,0,83
3601,3602,83,520,1100,83,407,37910,-3150,-3150,0,0,80,0,0,83
3602,3603,83,520,1100,83,408,37923,-3150,-3150,0,0,80,0,0,83
3603,3604,83,520,1100,83,408,37936,-3150,-3150,0,0,80,0,0,83
3604,3605,83,520,1100,83,408,37949,-3150,-3150,0,0,80,0,0,83
3605,3606,83,520,1100,83,408,37962,-3150,-3150,0,0,80,0,0,83
3606,3607,83,520,1100,83,408,37975,-3150,-3150,0,0,80,0,0,83
3607,3608,83,520,1100,83,408,37988,-3150,-3150,0,0,80,0,0,83
3608,3609,83,520,1100,83,408,38001,-3150,-3150,0,0,80,0,0,83
3609,3610,83,520,1100,83,408,38014,-3150,-3150,0,0,80,0,0,83
3610,3611,83,520,1100,83,408,38027,-3150,-3150,0,0,80,0,0,83
3611,3612,83,520,1100,83,409,38040,-3150,-3150,0,0,80,0,0,83
3612,3613,83,520,1100,83,409,38053,-3150,-3150,0,0,80,0,0,83
3613,3614,83,520,1100,83,409,38066,-3150,-3150,0,0,80,0,0,83
3614,3615,83,520,1100,83,409,38079,-3150,-3150,0,0,80,0,0,83
3615,3616,83,520,1100,83,409,38092,-3150,-3150,0,0,80,0,0,83
3616,3617,83,520,1100,83,409,38105,-3150,-3150,0,0,80,0,0,83
3617,3618,83,520,1100,83,409,38118,-3150,-3150,0,0,80,0,0,83
3618,3619,83,520,1100,83,409,38131,-3150,-3150,0,0,80,0,0,83
3619,3620,83,520,1100,83,409,38144,-3150,-3150,0,0,80,0,0,83
3620,3621,83,520,1100,83,410,38157,-3150,-3150,0,0,80,0,0,83
3621,3622,83,520,1100,83,410,38170,-3150,-3150,0,0,80,0,0,83
3622,3623,83,520,1100,83,410,38183,-3150,-3150,0,0,80,0,0,83
3623,3624,83,520,1100,83,410,38196,-3150,-3150,0,0,80,0,0,83
3624,3625,83,520,1100,83,410,38209,-3150,-3150,0,0,80,0,0,83
3625,3626,83,520,1100,83,410,38222,-3150,-3150,0,0,80,0,0,83
3626,3627,83,520,1100,83,410,38235,-3150,-3150,0,0,80,0,0,83
3627,3628,83,520,1100,83,410,38248,-3150,-3150,0,0,80,0,0,83
3628,3629,83,520,1100,83,410,38261,-3150,-3150,0,0,80,0,0,83
3629,3630,83,520,1100,83,411,38274,-3150,-3150,0,0,80,0,0,83
3630,3631,83,520,1100,83,411,38287,-3150,-3150,0,0,80,0,0,83
3631,3632,83,520,1100,83,411,38300,-3150,-3150,0,0,80,0,0,83
3632,3633,83,520,1100,83,411,38313,-3150,-3150,0,0,80,0,0,83
3633,3634,83,520,1100,83,411,38326,-3150,-3150,0,0,80,0,0,83
3634,3635,83,520,1100,83,411,38339,-3150,-3150,0,0,80,0,0,83
3635,3636,83,520,1100,83,411,38352,-3150,-3150,0,0,80,0,0,83
3636,3637,83,520,1100,83,411,38365,-3150,-3150,0,0,80,0,0,83
3637,3638,83,520,1100,83,411,38378,-3150,-3150,0,0,80,0,0,83
3638,3639,83,520,1100,83,412,38391,-3150,-3150,0,0,80,0,0,83
3639,3640,83,520,1100,83,412,38404,-3150,-3150,0,0,80,0,0,83
3640,3641,83,520,1100,83,412,38417,-3150,-3150,0,0,80,0,0,83
3641,3642,83,520,1100,83,412,38430,-3150,-3150,0,0,80,0,0,83
3642,3643,83,520,1100,83,412,38443,-3150,-3150,0,0,80,0,0,83
3643,3644,83,520,1100,83,412,38456,-3150,-3150,0,0,80,0,0,83
3644,3645,83,520,1100,83,412,38469,-3150,-3150,0,0,80,0,0,83
3645,3646,83,520,1100,83,412,38482,-3150,-3150,0,0,80,0,0,83
3646,3647,83,520,1100,83,413,38495,-3150,-3150,0,0,80,0,0,83
3647,3648,83,520,1100,83,413,38508,-3150,-3150,0,0,80,0,0,83
3648,3649,83,520,1100,83,413,38521,-3150,-3150,0,0,80,0,0,83
3649,3650,83,520,1100,83,413,38534,-3150,-3150,0,0,80,0,0,83
3650,3651,83,520,1100,83,413,38547,-3150,-3150,0,0,80,0,0,83
3651,3652,83,520,1100,83,413,38560,-3150,-3150,0,0,80,0,0,83
3652,3653,83,520,1100,83,413,38573,-3150,-3150,0,0,80,0,0,83
3653,3654,83,520,1100,83,413,38586,-3150,-3150,0,0,80,0,0,83
3654,3655,83,520,1100,83,413,38599,-3150,-3150,0,0,80,0,0,83
3655,3656,83,520,1100,83,414,38612,-3150,-3150,0,0,80,0,0,83
3656,3657,83,520,1100,83,414,38625,-3150,-3150,0,0,80,0,0,83
3657,3658,83,520,1100,83,414,38638,-3150,-3150,0,0,80,0,0,83
3658,3659,83,520,1100,83,414,38651,-3150,-3150,0,0,80,0,0,83
3659,3660,83,520,1100,83,414,38664,-3150,-3150,0,0,80,0,0,83
3660,3661,83,520,1100,83,414,38677,-3150,-3150,0,0,80,0,0,83
3661,3662,83,520,1100,83,414,38690,-3150,-3150,0,0,80,0,0,83
3662,3663,83,520,1100,83,414,38703,-3150,-3150,0,0,80,0,0,83
3663,3664,83,520,1100,83,414,38716,-3150,-3150,0,0,80,0,0,83
3664,3665,83,520,1100,83,415,38729,-3150,-3150,0,0,80,0,0,83
3665,3666,83,520,1100,83,415,38742,-3150,-3150,0,0,80,0,0,83
3666,3667,83,520,1100,83,415,38755,-3150,-3150,0,0,80,0,0,83
3667,3668,83,520,1100,83,415,38768,-3150,-3150,0,0,80,0,0,83
3668,3669,83,520,1100,83,415,38781,-3150,-3150,0,0,80,0,0,83
3669,3670,83,520,1100,83,415,38794,-3150,-3150,0,0,80,0,0,83
3670,3671,83,520,1100,83,415,38807,-3150,-3150,0,0,80,0,0,83
3671,3672,83,520,1100,83,415,38820,-3150,-3150,0,0,80,0,0,83
3672,3673,83,520,1100,83,415,38833,-3150,-3150,0,0,80,0,0,83
3673,3674,83,520,1100,83,416,38846,-3150,-3150,0,0,80,0,0,83
3674,3675,83,520,1100,83,416,38859,-3150,-3150,0,0,80,0,0,83
3675,3676,83,520,1100,83,416,38872,-3150,-3150,0,0,80,0,0,83
3676,3677,83,520,1100,83,416,38885,-3150,-3150,0,0,80,0,0,83
3677,3678,83,520,1100,83,416,38898,-3150,-3150,0,0,80,0,0,83
3678,3679,83,520,1100,83,416,38911,-3150,-3150,0,0,80,0,0,83
3679,3680,83,520,1100,83,416,38924,-3150,-3150,0,0,80,0,0,83
3680,3681,83,520,1100,83,416,38937,-3150,-3150,0,0,80,0,0,83
3681,3682,83,520,1100,83,416,38950,-3150,-3150,0,0,80,0,0,83
3682,3683,83,520,1100,83,417,38963,-3150,-3150,0,0,80,0,0,83
3683,3684,83,520,1100,83,417,38976,-3150,-3150,0,0,80,0,0,83
3684,3685,83,520,1100,83,417,38989,-3150,-3150,0,0,80,0,0,83
3685,3686,83,520,1100,83,417,39002,-3150,-3150,0,0,80,0,0,83
3686,3687,83,520,1100,83,417,39015,-3150,-3150,0,0,80,0,0,83
3687,3688,83,520,1100,83,417,39028,-3150,-3150,0,0,80,0,0,83
3688,3689,83,520,1100,83,417,39041,-3150,-3150,0,0,80,0,0,83
3689,3690,83,520,1100,83,417,39054,-3150,-3150,0,0,80,0,0,83
3690,3691,83,520,1100,83,418,39067,-3150,-3150,0,0,80,0,0,83
3691,3692,83,520,1100,83,418,39080,-3150,-3150,0,0,80,0,0,83
3692,3693,83,520,1100,83,418,39093,-3150,-3150,0,0,80,0,0,83
3693,3694,83,520,1100,83,418,39106,-3150,-3150,0,0,80,0,0,83
3694,3695,83,520,1100,83,418,39119,-3150,-3150,0,0,80,0,0,83
3695,3696,83,520,1100,83,418,39132,-3150,-3150,0,0,80,0,0,83
3696,3697,83,520,1100,83,418,39145,-3150,-3150,0,0,80,0,0,83
3697,3698,83,520,1100,83,418,39158,-3150,-3150,0,0,80,0,0,83
3698,3699,83,520,1100,83,418,39171,-3150,-3150,0,0,80,0,0,83
3699,3700,83,520,1100,83,419,39184,-3150,-3150,0,0,80,0,0,83
3700,3701,83,520,1100,83,419,39197,-3150,-3150,0,0,80,0,0,83
3701,3702,83,520,1100,83,419,39210,-3150,-3150,0,0,80,0,0,83
3702,3703,83,520,1100,83,419,39223,-3150,-3150,0,0,80,0,0,83
3703,3704,83,520,1100,83,419,39236,-3150,-3150,0,0,80,0,0,83
3704,3705,83,520,1100,83,419,39249,-3150,-3150,0,0,80,0,0,83
3705,3706,83,520,1100,83,419,39262,-3150,-3150,0,0,80,0,0,83
3706,3707,83,520,1100,83,419,39275,-3150,-3150,0,0,80,0,0,83
3707,3708,83,520,1100,83,419,39288,-3150,-3150,0,0,80,0,0,83
3708,3709,83,520,1100,83,420,39301,-3150,-3150,0,0,80,0,0,83
3709,3710,83,520,1100,83,420,39314,-3150,-3150,0,0,80,0,0,83
3710,3711,83,520,1100,83,420,39327,-3150,-3150,0,0,80,0,0,83
3711,3712,83,520,1100,83,420,39340,-3150,-3150,0,0,80,0,0,83
3712,3713,83,520,1100,83,420,39353,-3150,-3150,0,0,80,0,0,83
3713,3714,83,520,1100,83,420,39366,-3150,-3150,0,0,80,0,0,83
3714,3715,83,520,1100,83,420,39379,-3150,-3150,0,0,80,0,0,83
3715,3716,83,520,1100,83,420,39392,-3150,-3150,0,0,80,0,0,83
3716,3717,83,520,1100,83,420,39405,-3150,-3150,0,0,80,0,0,83
3717,3718,83,520,1100,83,421,39418,-3150,-3150,0,0,80,0,0,83
3718,3719,83,520,1100,83,421,39431,-3150,-3150,0,0,80,0,0,83
3719,3720,83,520,1100,83,421,39444,-3150,-3150,0,0,80,0,0,83
3720,3721,83,520,1100,83,421,39457,-3150,-3150,0,0,80,0,0,83
3721,3722,83,520,1100,83,421,39470,-3150,-3150,0,0,80,0,0,83
3722,3723,83,520,1100,83,421,39483,-3150,-3150,0,0,80,0,0,83
3723,3724,83,520,1100,83,421,39496,-3150,-3150,0,0,80,0,0,83
3724,3725,83,520,1100,83,421,39509,-3150,-3150,0,0,80,0,0,83
