"rownum","Id","Name","Metadata","rid","NPCMasterKey","ShortName","i32","NPCShop","NPCAudios1","NPCAudios2","i32","row","Portrait","DialogueStyle"
376,"Metadata/Monsters/LeagueSynthesis/SynthesisVenariusBoss","Venarius","Metadata/Monsters/LeagueSynthesis/SynthesisVenariusBoss","","","Venarius",0,"",[],[],35248,"","",""
377,"Metadata/NPC/League/Synthesis/SynthesisVenariusGuardian","Venarius","Metadata/NPC/NPC","","","Venarius",0,"",[],[],12873,"","",""
378,"Metadata/NPC/League/Synthesis/SynthesisVenariusTip","Venarius","Metadata/NPC/NPC","","","Venarius",0,"",[],[],44035,"","",""
379,"Metadata/NPC/League/Synthesis/SynthesisShaperTip","Valdo Caeserius","Metadata/NPC/NPC","","","Valdo",0,"",[],[],14472,"","",""
380,"Metadata/NPC/League/Synthesis/SynthesisZanaChildTip","Young Zana","Metadata/NPC/NPC","","","Young Zana",0,"",[],[],26326,"","",""
381,"Metadata/NPC/League/Synthesis/SynthesisZanaWild","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",0,"",[51],[52],46042,"","",""
382,"Metadata/NPC/League/Synthesis/SynthesisZanaTip","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",0,"",[51],[52],10033,"","",""
383,"Metadata/NPC/League/Synthesis/SynthesisCavasTip","Cavas, Forgotten Spirit","Metadata/NPC/NPC","","","Cavas",0,"",[],[],41857,"","",""
384,"Metadata/Monsters/LegionLeague/LegionKaruiGeneral","Queen Hyrri Ngamaku","Metadata/NPC/NPC","","","Hyrri Ngamaku",0,"",[],[],59123,"","",""
385,"Metadata/Monsters/LegionLeague/LegionEternalEmpireGeneral","General Marceus Lioneye","Metadata/NPC/NPC","","","Marceus Lioneye",0,"",[],[],60624,"","",""
386,"Metadata/Monsters/LegionLeague/LegionMarakethGeneral","Aukuna, the Black Sekhema","Metadata/NPC/NPC","","","Aukuna",0,"",[],[],62469,"","",""
387,"Metadata/Monsters/LegionLeague/LegionMarakethGeneralDismounted","Aukuna, the Black Sekhema","Metadata/NPC/NPC","","","Aukuna",0,"",[],[],2379,"","",""
388,"Metadata/Monsters/LegionLeague/LegionTemplarGeneral","Cardinal Sanctus Vox","Metadata/NPC/NPC","","","Sanctus Vox",0,"",[],[],59481,"","",""
389,"Metadata/Monsters/LegionLeague/LegionVaalGeneral","Viper Napuatzi","Metadata/NPC/NPC","","","Viper Napuatzi",0,"",[],[],11639,"","",""
390,"Metadata/NPC/Info/CraftingBenchPlaceholder","Crafting Bench","Metadata/NPC/NPC","","","",0,"",[],[],8647,"","",""
391,"Metadata/NPC/League/Blight/BlightBuilder","Sister Cassia","Metadata/NPC/NPC","","","Cassia",0,"",[93],[94],30781,"","",1
392,"Metadata/Monsters/Masters/BlightBuilderWild","Sister Cassia","Metadata/Monsters/Masters/BlightBuilderWild","","","Cassia",0,"",[93],[94],2007,"","",""
393,"Metadata/NPC/League/Blight/BlightBuilderHideout","Sister Cassia","Metadata/NPC/NPC","","","Cassia",0,"",[93],[94],27459,"","",1
394,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPC","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPC","","","Tane",0,"",[95],[96],20466,"","",1
395,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHub","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHub","","","Tane",0,"",[95],[96],39488,"","",""
396,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCWild","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCWild","","","Tane",0,"",[95],[96],37370,"","",""
397,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHideout","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHideout","","","Tane",0,"",[95],[96],7350,"","",1
398,"Metadata/NPC/League/Harvest/HarvestNPCGardenTutorial","Oshabi","Metadata/NPC/NPC","","","Oshabi",0,"",[130],[131],58245,"","",1
399,"Metadata/Monsters/AtlasExiles/AtlasExile1","Baran, the Crusader","Metadata/NPC/NPC","","","Baran",0,"",[],[],58858,"","",""
400,"Metadata/Monsters/AtlasExiles/AtlasExile2","Veritania, the Redeemer","Metadata/NPC/NPC","","","Veritania",0,"",[],[],18316,"","",""
401,"Metadata/Monsters/AtlasExiles/AtlasExile3","Al-Hezmin, the Hunter","Metadata/NPC/NPC","","","Al-Hezmin",0,"",[],[],26968,"","",""
402,"Metadata/Monsters/AtlasExiles/AtlasExile4","Drox, the Warlord","Metadata/NPC/NPC","","","Drox",0,"",[],[],34251,"","",""
403,"Metadata/Monsters/AtlasExiles/AtlasExile5","Sirus, Awakener of Worlds","Metadata/NPC/NPC","","","Sirus",0,"",[],[],9474,"","",""
404,"Metadata/NPC/Epilogue/AtlasExile5PortalEscape","Sirus, Awakener of Worlds","Metadata/NPC/NPC","","","Sirus",0,"",[],[],56460,"","",""
405,"Metadata/Monsters/AtlasExiles/AtlasExile5Intruder","Sirus, Awakener of Worlds","Metadata/NPC/NPC","","","Sirus",0,"",[],[],51811,"","",""
406,"Metadata/NPC/Epilogue/Kirac","Commander Kirac","Metadata/NPC/NPC","",6,"Kirac",11,25,[97],[98],64419,"",22,1
407,"Metadata/NPC/Epilogue/KiracLab","Commander Kirac","Metadata/NPC/NPC","","","Kirac",11,"",[97],[98],50048,"",22,1
408,"Metadata/NPC/Epilogue/KiracHideout","Commander Kirac","Metadata/NPC/NPC","",6,"Kirac",0,25,[97],[98],420,406,22,1
409,"Metadata/Monsters/Masters/Kirac","Commander Kirac","Metadata/Monsters/Masters/Kirac","","","Kirac",11,"",[97],[98],1065,"",22,1
410,"Metadata/Monsters/Masters/KiracReliquary","Commander Kirac","Metadata/Monsters/Masters/KiracReliquary","","","Kirac",11,"",[97],[98],11541,"",22,1
411,"Metadata/NPC/Epilogue/KiracOrionThroneRoom","Officer Kirac","Metadata/NPC/NPC","","","Kirac",11,"",[97],[98],33896,"","",""
412,"Metadata/NPC/Epilogue/ZanaOrionThroneRoom","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,"",[49],[50],47541,"","",""
413,"Metadata/NPC/Epilogue/ZanaOrionPostFight","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,"",[49],[50],43809,"","",""
414,"Metadata/NPC/Info/LeagueMetamorph/CrumpledLabNote","Crumpled Note","Metadata/NPC/Info/StoryGlyphBase","","","",0,"",[],[],31838,"","",""
415,"Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVat","Vat","Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVat","","","",0,"",[],[],63001,"","",""
416,"Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVatEndgame","Vat","Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVatEndgame","","","",0,"",[],[],21469,"","",""
417,"Metadata/NPC/Info/GlyphCrusader1","Baran's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,"",[],[],53503,"","",""
418,"Metadata/NPC/Info/GlyphCrusader2","Baran's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,"",[],[],48898,"","",""
419,"Metadata/NPC/Info/GlyphCrusader3","Baran's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,"",[],[],50746,"","",""
420,"Metadata/NPC/Info/GlyphCrusader4","Baran's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,"",[],[],183,"","",""
421,"Metadata/NPC/Info/GlyphEyrie1","Veritania's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,"",[],[],14772,"","",""
422,"Metadata/NPC/Info/GlyphEyrie2","Veritania's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,"",[],[],28831,"","",""
423,"Metadata/NPC/Info/GlyphEyrie3","Veritania's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,"",[],[],43472,"","",""
424,"Metadata/NPC/Info/GlyphEyrie4","Veritania's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,"",[],[],54509,"","",""
425,"Metadata/NPC/Info/GlyphBasilisk1","Al-Hezmin's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,"",[],[],13757,"","",""
426,"Metadata/NPC/Info/GlyphBasilisk2","Al-Hezmin's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,"",[],[],61384,"","",""
427,"Metadata/NPC/Info/GlyphBasilisk3","Al-Hezmin's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,"",[],[],21971,"","",""
428,"Metadata/NPC/Info/GlyphBasilisk4","Al-Hezmin's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,"",[],[],45615,"","",""
429,"Metadata/NPC/Info/GlyphAdjudicator1","Drox's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,"",[],[],62947,"","",""
430,"Metadata/NPC/Info/GlyphAdjudicator2","Drox's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,"",[],[],54606,"","",""
431,"Metadata/NPC/Info/GlyphAdjudicator3","Drox's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,"",[],[],12301,"","",""
432,"Metadata/NPC/Info/GlyphAdjudicator4","Drox's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,"",[],[],23334,"","",""
433,"Metadata/NPC/Info/GlyphSirus1","Sirus' Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,"",[],[],44156,"","",""
434,"Metadata/NPC/Info/GlyphSirus2","Sirus' Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,"",[],[],18311,"","",""
435,"Metadata/NPC/Info/GlyphSirus3","Sirus' Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,"",[],[],18563,"","",""
436,"Metadata/NPC/Info/GlyphSirus4","Sirus' Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,"",[],[],31949,"","",""
437,"Metadata/NPC/League/Affliction/StrangeVoice","Strange Voice","Metadata/NPC/NPC","","","",0,"",[],[],61816,"","",""
438,"Metadata/NPC/DaughterOfSin","Daughter of Sin","Metadata/NPC/NPC","","","",0,"",[],[],42605,"","",""
439,"Metadata/NPC/Freya","Freya","Metadata/NPC/NPC","","","",0,"",[],[],18513,"","",""
440,"Metadata/Monsters/LeagueHarvest/Oshabi/OshabiBoss","Oshabi","Metadata/NPC/NPC","","","Oshabi",0,"",[],[],440,"","",""
441,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistFence1","Faustus, the Fence","Metadata/NPC/NPC","","","Faustus",0,"",[],[],930,"","",""
442,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistLockPick1","Karst, the Lockpick","Metadata/NPC/NPC","","","Karst",0,"",[],[],16028,"","",""
443,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistInterrogator1","Niles, the Interrogator","Metadata/NPC/NPC","","","Niles",0,"",[],[],18502,"","",""
444,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistSoldier1","Huck, the Soldier","Metadata/NPC/NPC","","","Huck",0,"",[],[],51910,"","",""
445,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistHeavyLifter1","Tibbs, the Giant","Metadata/NPC/NPC","","","Tibbs",0,"",[],[],9157,"","",""
446,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistDetector1","Nenet, the Scout","Metadata/NPC/NPC","","","Nenet",0,"",[],[],1276,"","",""
447,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistDemolitionist1","Vinderi, the Dismantler","Metadata/NPC/NPC","","","Vinderi",0,"",[],[],56003,"","",""
448,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistCatBurglar1","Tullina, the Catburglar","Metadata/NPC/NPC","","","Tullina",0,"",[],[],28924,"","",""
449,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistIllusionist1_","Gianna, the Master of Disguise","Metadata/NPC/NPC","","","Gianna",0,"",[],[],9988,"","",""
450,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistEngineer1","Isla, the Engineer","Metadata/NPC/NPC","","","Isla",0,"",[],[],22914,"","",""
451,"Metadata/NPC/League/Heist/TheBoss","Kurai, the Administrator","Metadata/NPC/NPC","","","Kurai",0,"",[101],[102],53812,"",0,2
452,"Metadata/NPC/League/Heist/Fence","Faustus, the Fence","Metadata/NPC/NPC","","","Faustus",0,"",[123],[124],14052,"",1,2
453,"Metadata/NPC/League/Heist/Driver","Adiyah, the Wayfinder","Metadata/NPC/NPC","","","Adiyah",0,32,[99],[100],29492,"",2,2
454,"Metadata/NPC/League/Heist/Barber","Whakano, the Barber","Metadata/NPC/NPC","","","Whakano",0,26,[111],[112],26948,"",3,2
455,"Metadata/NPC/League/Heist/Lockpick1","Karst, the Lockpick","Metadata/NPC/NPC","","","Karst",0,"",[107],[108],22986,"",4,2
456,"Metadata/NPC/League/Heist/Interrogator1","Niles, the Interrogator","Metadata/NPC/NPC","","","Niles",0,"",[121],[122],19122,"",5,2
457,"Metadata/NPC/League/Heist/Soldier1","Huck, the Soldier","Metadata/NPC/NPC","","","Huck",0,"",[119],[120],39136,"",6,2
458,"Metadata/NPC/League/Heist/HeavyLifter1","Tibbs, the Giant","Metadata/NPC/NPC","","","Tibbs",0,"",[105],[106],52639,"",7,2
459,"Metadata/NPC/League/Heist/Detector1","Nenet, the Scout","Metadata/NPC/NPC","","","Nenet",0,"",[115],[116],8406,"",8,2
460,"Metadata/NPC/League/Heist/Demolitionist1","Vinderi, the Dismantler","Metadata/NPC/NPC","","","Vinderi",0,"",[117],[118],30119,"",9,2
461,"Metadata/NPC/League/Heist/CatBurglar1","Tullina, the Catburglar","Metadata/NPC/NPC","","","Tullina",0,"",[103],[104],10750,"",10,2
462,"Metadata/NPC/League/Heist/Illusionist1","Gianna, the Master of Disguise","Metadata/NPC/NPC","","","Gianna",0,"",[113],[114],50592,"",11,2
463,"Metadata/NPC/League/Heist/Engineer1","Isla, the Engineer","Metadata/NPC/NPC","","","Isla",0,"",[109],[110],59230,"",12,2
464,"Metadata/Monsters/LeagueHeist/Boss/VicVox","Vic Vox","Metadata/NPC/NPC","","","Vic",0,"",[],[],31320,"","",""
465,"Metadata/Monsters/LeagueHeist/Boss/VinnyVox","Vinny Vox","Metadata/NPC/NPC","","","Vinny",0,"",[],[],2898,"","",""
466,"Metadata/Monsters/LeagueHeist/Boss/Jamanra","Jamanra, The Great","Metadata/NPC/NPC","","","Jamanra",0,"",[],[],60779,"","",""
467,"Metadata/Monsters/LeagueHeist/Boss/Danai","Nashta, The Usurper","Metadata/NPC/NPC","","","Nashta",0,"",[],[],64636,"","",""
468,"Metadata/Monsters/LeagueHeist/Boss/AdmiralDarnaw","Admiral Darnaw","Metadata/NPC/NPC","","","Darnaw",0,"",[],[],64849,"","",""
469,"Metadata/Monsters/LeagueHeist/Boss/FriedrichTarollo","Friedrich Tarollo, Slave Merchant","Metadata/NPC/NPC","","","Friedrich",0,"",[],[],41886,"","",""
470,"Metadata/NPC/League/Heist/TheBossLioneyes","Kurai, the Administrator","Metadata/NPC/NPC","","","Kurai",0,"",[101],[102],1692,"",0,2
471,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistAdiyah","Adiyah, the Wayfinder","Metadata/NPC/NPC","","","Adiyah",0,"",[],[],4017,"","",""
472,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistKurai","Kurai, the Administrator","Metadata/NPC/NPC","","","Kurai",0,"",[],[],14018,"","",""
473,"Metadata/Monsters/LeagueHeist/Boss/VicVoxMeeting_","Vic Vox","Metadata/NPC/NPC","","","Vic",0,"",[],[],39955,"","",""
474,"Metadata/NPC/League/Heist/TullinaFiance","Julius Farrow","Metadata/NPC/NPC","","","",0,"",[],[],11980,"","",""
475,"Metadata/NPC/Act3/Tolman","Tolman","Metadata/NPC/NPC","","","",3,"",[],[],9309,"","",""
476,"Metadata/NPC/Act8/Solaris","Solaris","Metadata/NPC/NPC","","","",0,"",[],[],2599,"","",""
477,"Metadata/NPC/Act8/Lunarus","Lunaris","Metadata/NPC/NPC","","","",0,"",[],[],40402,"","",""
478,"Metadata/NPC/RiddleQuest","","Metadata/NPC/NPC","","","",0,"",[],[],49682,"","",""
479,"Metadata/NPC/League/EndlessDelve/Lilly","Lilly Roth","Metadata/NPC/Act10/Lilly","","","Lilly",0,27,[153],[154],24123,"","",""
480,"Metadata/NPC/Epilogue/Envoy","The Envoy","Metadata/NPC/NPC","","","",11,"",[128],[129],27713,"",13,1
481,"Metadata/NPC/Epilogue/EnvoyRandom","The Envoy","Metadata/NPC/NPC","","","",11,"",[128],[129],5686,"",13,1
482,"Metadata/NPC/Epilogue/EnvoyMaven","The Envoy","Metadata/NPC/NPC","","","",11,"",[132],[133],18261,"",13,1
483,"Metadata/NPC/Epilogue/EnvoyTangle","The Envoy","Metadata/NPC/NPC","","","",11,"",[128],[129],22688,"",13,1
484,"Metadata/NPC/Epilogue/EnvoyCleansingFire","The Envoy","Metadata/NPC/NPC","","","",11,"",[128],[129],40455,"",13,1
485,"Metadata/NPC/Epilogue/EnvoyTangleBoss1","The Envoy","Metadata/NPC/Epilogue/EnvoyPostBoss","","","",11,"",[128],[129],34112,"",13,1
486,"Metadata/NPC/Epilogue/EnvoyTangleBoss2","The Envoy","Metadata/NPC/Epilogue/EnvoyPostBoss","","","",11,"",[128],[129],23481,"",13,1
487,"Metadata/NPC/Epilogue/EnvoyCleansingFireBoss1","The Envoy","Metadata/NPC/Epilogue/EnvoyPostBoss","","","",11,"",[128],[129],61544,"",13,1
488,"Metadata/NPC/Epilogue/EnvoyCleansingFireBoss2","The Envoy","Metadata/NPC/Epilogue/EnvoyPostBoss","","","",11,"",[128],[129],59898,"",13,1
489,"Metadata/NPC/Epilogue/Maven","The Maven","Metadata/NPC/NPC","","","",11,"",[],[],50362,"","",""
490,"Metadata/NPC/Epilogue/MavenInfluenceIntro","The Maven","Metadata/NPC/NPC","","","",11,"",[],[],34786,"","",""
491,"Metadata/NPC/Epilogue/MavenBossObserver","The Maven","Metadata/NPC/NPC","","","",11,"",[],[],31446,"","",""
492,"Metadata/Monsters/MavenBoss/TheMaven","The Maven","Metadata/NPC/NPC","","","",11,"",[],[],4193,"","",""
493,"Metadata/Monsters/MavenBoss/MavenBrainBoss","The Maven","Metadata/NPC/NPC","","","",11,"",[],[],10806,"","",""
494,"Metadata/Monsters/CrimsonPriest","Kadaris, Crimson Mayor","Metadata/NPC/NPC","","","Kadaris",0,"",[],[],41950,"","",""
495,"Metadata/Monsters/Skeletons/Pirate/BrutalPirateLord","Captain Clayborne, The Accursed","Metadata/NPC/NPC","","","Clayborne",0,"",[],[],13984,"","",""
496,"Metadata/Monsters/LunarisSolaris/LunarisMap","Khor, Sister of Shadows","Metadata/NPC/NPC","","","Khor",0,"",[],[],275,"","",""
497,"Metadata/Monsters/LunarisSolaris/SolarisMap","Ara, Sister of Light","Metadata/NPC/NPC","","","Ara",0,"",[],[],3432,"","",""
498,"Metadata/Monsters/DjinnDemon/DjinnDemonMapBoss_","Ormud, Fiend of the Flood","Metadata/NPC/NPC","","","Ormud",0,"",[],[],15980,"","",""
499,"Metadata/Monsters/Vilenta/VilentaMap_","Renkarr, The Kiln Keeper","Metadata/NPC/NPC","","","Renkarr",0,"",[],[],3147,"","",""
500,"Metadata/Monsters/Thaumaturgy/ThaumaturgistBoss","Ciergan, Shadow Alchemist","Metadata/NPC/NPC","","","Ciergan",0,"",[],[],30691,"","",""
501,"Metadata/NPC/League/Ultimatum/UltimatumNPC","The Trialmaster","Metadata/NPC/NPC","","","The Trialmaster",0,"",[134],"[135,136]",50714,"",14,1
502,"Metadata/NPC/League/Ultimatum/UltimatumNPCPostFight","The Trialmaster","Metadata/NPC/League/Ultimatum/UltimatumNPCBossEndScene","","","The Trialmaster",0,"",[134],[135],56559,"",14,1
503,"Metadata/Monsters/LeagueDelve/CityBosses/DelveVaalCityBoss","Ahuatotli, the Blind","Metadata/Monsters/LeagueDelve/CityBosses/DelveVaalCityBoss","","","Ahuatotli",0,"",[],[],26360,"","",""
504,"Metadata/Monsters/LeagueDelve/CityBosses/DelveProtoVaalCityBoss","Aul, the Crystal King","Metadata/Monsters/LeagueDelve/CityBosses/DelveProtoVaalCityBoss","","","Aul",0,"",[],[],3322,"","",""
505,"Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterBoss","The Trialmaster","Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterBoss","","","The Trialmaster",0,"",[],[],55649,"","",""
506,"Metadata/NPC/Hasina","Hasina","Metadata/NPC/NPC","","","",0,"",[],[],11914,"","",""
507,"Metadata/NPC/League/Expedition/Saga","Dannig, Warrior Skald","Metadata/NPC/NPC",2410,"","Dannig",0,31,[137],[138],48104,"",16,3
508,"Metadata/NPC/League/Expedition/Gambler","Gwennen, the Gambler","Metadata/NPC/NPC",2407,"","Gwennen",0,29,[145],[146],5530,"",17,3
509,"Metadata/NPC/League/Expedition/Haggler","Tujen, the Haggler","Metadata/NPC/NPC",2408,"","Tujen",0,28,[143],[144],48219,"",18,3
510,"Metadata/NPC/League/Expedition/Dealer","Rog, the Dealer","Metadata/NPC/NPC",2409,"","Rog",0,30,[140],[141],23173,"",19,3
511,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionDannig","Dannig","Metadata/NPC/NPC",2410,"","Dannig",0,31,[139],[138],38795,507,16,3
512,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionGwennen_","Gwennen","Metadata/NPC/NPC",2407,"","Gwennen",0,29,[145],"[146,147,148]",25585,508,17,3
513,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionTujen","Tujen","Metadata/NPC/NPC",2408,"","Tujen",0,28,[143],[144],35804,509,18,3
514,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionRog","Rog","Metadata/NPC/NPC",2409,"","Rog",0,30,[140],[141],58708,510,19,3
515,"Metadata/NPC/League/Expedition/SagaHideout","Dannig, Warrior Skald","Metadata/NPC/NPC",2410,"","Dannig",0,31,[137],[138],8686,507,16,3
516,"Metadata/NPC/League/Expedition/GamblerHideout","Gwennen, the Gambler","Metadata/NPC/NPC",2407,"","Gwennen",0,29,[145],[146],37694,508,17,3
517,"Metadata/NPC/League/Expedition/HagglerHideout","Tujen, the Haggler","Metadata/NPC/NPC",2408,"","Tujen",0,28,[143],[144],20353,509,18,3
518,"Metadata/NPC/League/Expedition/DealerHideout","Rog, the Dealer","Metadata/NPC/NPC",2409,"","Rog",0,30,[140],[141],56998,510,19,3
519,"RoyaleAnnouncer","Royale Announcer","Metadata/NPC/NPC","","","Royale Announcer",0,"",[],[],4754,"","",""
520,"Metadata/Monsters/LeagueExpedition/ReaperBoss","Vorana, Last to Fall","Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBoss","","","Vorana",0,"",[],[],15793,"","",""
521,"Metadata/Monsters/LeagueExpedition/Uhtred","Uhtred","Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionBoss","","","Uhtred",0,"",[],[],44702,"","",""
522,"Metadata/Monsters/LeagueExpedition/Olroth","Olroth, Origin of the Fall","Metadata/Monsters/LeagueExpedition/Olroth/Olroth","","","Olroth",0,"",[],[],28485,"","",""
523,"Metadata/Monsters/LeagueExpedition/Medved","Medved","Metadata/Monsters/LeagueExpedition/Medved/MedvedBoss","","","Medved",0,"",[],[],27268,"","",""
524,"Metadata/NPC/League/Hellscape/HellscapeNPC","The Last to Die","Metadata/NPC/NPC","","","The Last to Die",0,"",[149],[150],11576,"",21,4
525,"Metadata/NPC/League/Hellscape/HellscapeNPCWild","The Last to Die","Metadata/NPC/NPC","","","The Last to Die",0,"",[],[151],5710,524,21,4
526,"Metadata/NPC/League/Hellscape/HellscapeNPCHideout","The Last to Die","Metadata/NPC/NPC","","","The Last to Die",0,"",[149],[150],41074,524,21,4
527,"Metadata/NPC/Skadi","Skadi","Metadata/NPC/NPC","","","",0,"",[],[],32827,"","",""
528,"Metadata/NPC/Epilogue/LillyHideout","Lilly Roth","Metadata/NPC/NPC","","","Lilly",0,22,[152],[],11383,"","",1
529,"Metadata/NPC/Epilogue/HelenaIntro","Helena","Metadata/NPC/NPC","",3,"Helena",11,"",[24],[25],18187,364,"",1
530,"Metadata/Monsters/AtlasInvaders/BlackStarMonsters/BlackStarBoss","The Black Star","Metadata/Monsters/AtlasInvaders/BlackStarMonsters/BlackStarBoss","","","The Black Star",0,"",[],[],35230,"","",""
531,"Metadata/Monsters/AtlasInvaders/CleansingMonsters/CleansingBoss","The Searing Exarch","Metadata/Monsters/AtlasInvaders/CleansingMonsters/CleansingBoss","","","The Searing Exarch",0,"",[],[],60609,"","",""
532,"Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBoss","The Eater of Worlds","Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBoss","","","The Eater of Worlds",0,"",[],[],22690,"","",""
533,"Metadata/Monsters/AtlasInvaders/DoomMonsters/DoomBoss","The Infinite Hunger","Metadata/Monsters/AtlasInvaders/DoomMonsters/DoomBoss","","","The Infinite Hunger",0,"",[],[],37295,"","",""
534,"Metadata/NPC/BladeSoul","Blade Soul","Metadata/NPC/NPC","","","",0,"",[],[],54630,"","",""
535,"Metadata/NPC/League/Lake/Arbiter","Kalandra","Metadata/NPC/NPC","","","Kalandra",0,"",[],[],55549,"","",""
536,"Metadata/Monsters/LeagueLake/ArbiterWild","Kalandra","Metadata/NPC/NPC","","","Kalandra",0,"",[],[],22420,"","",""
537,"Metadata/Monsters/LeagueLake/ArbiterWildEvil","Kalandra","Metadata/NPC/NPC","","","Kalandra",0,"",[],[],39314,"","",""
538,"Metadata/NPC/WarlordsLieutenant_Portal","Lieutenant","Metadata/NPC/NPC","","","Lieutenant",0,"",[],[],2026,"","",""
539,"Metadata/NPC/CultistSpirit","Mysterious Voice","Metadata/NPC/NPC","","","Mysterious Voice",0,"",[],[],53986,"","",""
540,"Metadata/NPC/MercenarySpirit","Mysterious Voice","Metadata/NPC/NPC","","","Mysterious Voice",0,"",[],[],26852,"","",""
541,"Metadata/NPC/PyromaniacSpirit","Mysterious Voice","Metadata/NPC/NPC","","","Mysterious Voice",0,"",[],[],44071,"","",""
542,"Metadata/NPC/TemplarZealotSpirit","Mysterious Voice","Metadata/NPC/NPC","","","Mysterious Voice",0,"",[],[],30424,"","",""
543,"Metadata/NPC/Info/KalandraGlyph01","Ancient Etchings I","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings I",-1,"",[],[],15757,"","",""
544,"Metadata/NPC/Info/KalandraGlyph02","Ancient Etchings II","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings II",-1,"",[],[],23236,"","",""
545,"Metadata/NPC/Info/KalandraGlyph03","Ancient Etchings III","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings III",-1,"",[],[],62869,"","",""
546,"Metadata/NPC/Info/KalandraGlyph04","Ancient Etchings IV","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings IV",-1,"",[],[],63135,"","",""
547,"Metadata/NPC/Info/KalandraGlyph05","Ancient Etchings V","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings V",-1,"",[],[],52742,"","",""
548,"Metadata/NPC/Info/KalandraGlyph06","Ancient Etchings VI","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings VI",-1,"",[],[],27889,"","",""
