"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","[rid]","[rid]","[rid]","bool","bool","bool","bool","bool","rid","[i32]"
1122,"vaal_earthquake_stationary","",1,"","",[],1,3,"","","","",22,877,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1123,"master_buff_alva","You have increased Quantity and Rarity of Items found","",1,"Alva's Gift","[151,153]",1,3,"","","","",22,793,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[151,153]",[],"","","","","","",[]
1124,"unique_flask_soul_catcher","",1,"","Soul Catcher","[2926,6152,8002,2942]",1,3,"","","","",22,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[2926,6152,8002,2942]",[],"","","","","","",[]
1125,"unique_flask_soul_ripper","",1,"","Soul Ripper","[8020,8003,8006]",1,3,"","","","",22,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[8020,8003,8006]",[],"","","","","","",[]
1126,"vaal_righteous_fire_duration","You deal more spell damage.","","","Vaal Righteous Fire","[8010,25,14129]",1,2,"","","",1,22,15,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[8010,25,14129]",[],"","","","","","",[]
1127,"cannot_recover_life","",1,"","",[1891],"",3,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1891],[],"","","","","","",[]
1128,"omnitect_thrusters","You are taking more damage from the Omnitect's thruster the longer you stand underneath it.","","","Omnitect's Thruster",[8017],1,2,1,"","","",22,889,1,"",2,"",1,1,"",100,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[8017],[],"","","","","","",[]
1129,"omnitect_turret_damage_buff","",1,"","","[56,42]","",1,"","","","",22,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[56,42]",[],"","","","","","",[]
1130,"omnitect_cone_debuff","You have less Movement Speed and take increased Lightning Damage","","","Omnitect's Paralysis","[6869,3627]",1,1,"","","","",22,890,1,"",2,"",1,1,"",4,"","","","","","","",2,"","",0,[],"","",[],"",[],[],"[6869,3627]",[],"","","","","","",[]
1131,"delve_degen_aura","The darkness is overwhelming, you are dying. Get to the light!",1,"","","[4934,4934]","",3,"","","","",22,0,1,"",2,"",1,1,"",0,"","DelveDegenAura","","","","","",4,"","",0,[],"","",[],"",[],[],"[4934,4934]",[],"","","","","","",[]
1132,"delve_immunity","You are protected from the darkness while in the light.",1,"","Light",[8046],"",3,"","","","",22,0,1,"",1,"",1,1,"",0,"","","","",1,"","",4,"","",0,[],"","",[],"",[],[],[8046],[],"","","","","","",[]
1133,"delve_degen_buff","The darkness is overwhelming, you are dying. Get to the light!","","","Darkness","[8335,8336,8747]","",4,1,8316,8315,"",22,895,1,"",2,"",1,1,"",0,"","DelveDegenBuff","","","","","",2,"","",0,[],"","",[],"",[],[],"[8335,8336,8747]",[],"","","","","","",[]
1134,"essence_stats","",1,"","",[],1,1,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1135,"delve_monster_light_weakness_aura","",1,"","",[],"",1,"","","","",22,0,"","",1,"",1,1,"",0,"","DelveMonsterLightWeaknessAura","","",1,"","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1136,"delve_monster_light_weakness_buff","",1,"","",[8072],"",1,"","","","",22,0,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[8072],[],"","","","","","",[]
1137,"smite_buff","Grants additional Lightning Damage and chance to Shock.","","","Smite Aura","[659,57,58,1904,1034,24,1904,451]",1,3,"","","","",22,900,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[659,57,58,1904,1034,24,1904,451]",[],"","","","","","",[]
1138,"static_strike_buff","You are charged with static energy.","","","Static Strike",[],1,2,"","","","",22,912,1,"",6,"",1,1,"",3,"","","","","","","",2,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1139,"herald_of_light","You deal more physical damage.","",1,"Herald of Purity",[12040],1,3,"","","",1,22,921,1,"",13,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","",[],"",[],[8404],[12040],[],"","","","","","",[]
1140,"herald_of_purity_summoning_effects","",1,"","","[8149,8150]",1,3,"","","",1,22,0,1,"",16,"","","","",0,"","","",1,"","","",4,"","",0,[],"","",[],"",[],[],"[8149,8150]",[],"","","","","","",[]
1141,"unique_nearby_allies_are_lucky","You are Lucky when Damaging Enemies.","","","Perquil's Toe",[],1,3,"","","","",22,911,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[8125],[],[8125],[],"","","","","","",[]
1142,"delve_antilight","",1,"","Darkness",[8123],"",3,"","","","",22,0,1,"",2,"",1,1,"",0,"","DelveAntiLightAura","","","","","",4,"","",0,[],"","",[],"",[],[],[8123],[],"","","","","","",[]
1143,"herald_of_agony","You have additional chance to Poison and deal More Poison Damage.","",1,"Herald Of Agony","[3367,8129,8130]",1,3,"","","","",22,914,1,"",13,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","",[],"",[],[8403],"[3367,8129,8130]",[],"","","","","","",[]
1144,"herald_of_agony_stack","Your Agony Crawler minion gains bonuses based on your Virulence. Virulence is lost over time.","","","Virulence","[8131,8132,8133,8134]",1,3,1,"","","",22,920,1,1,6,"",1,1,"",0,"","HeraldOfAgonyStack","","","","","",4,"","",0,[],"","",[],"",[],[],"[8131,8132,8133,8134]",[],"","","","","","",[]
1145,"rain_of_spores_vines_aura","You're slowed and are taking Chaos Damage over time.","","","Toxic Rain Spore Pod","[8151,453]",1,1,1,"","","",22,767,"","",2,"",1,1,"",0,"","RainOfSporesAura",1,"","","","",2,"","",0,[],"","",[],"",[],[],"[8151,453]",[],"","","","","","",[]
1146,"virulent_arrow_counter","You're charging an arrow with verdant energy.","","","Scourge Arrow",[8297],1,4,1,"","",1,22,927,1,1,6,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[8297],[],"","","","","","",[]
1147,"holy_relic_life_regen","You're regenerating life.","","","Holy Relic's Boon",[125],1,3,"","","","",22,913,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[125],[],"","","","","","",[]
1148,"unique_added_fire_damage_from_red_sockets","",1,"","","[43,44]",1,3,"","","","",22,934,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[43,44]",[],"","","","","","",[]
1149,"unique_added_cold_damage_from_green_sockets","",1,"","","[50,51]",1,3,"","","","",22,934,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[50,51]",[],"","","","","","",[]
1150,"unique_added_lightning_damage_from_blue_sockets","",1,"","","[57,58]",1,3,"","","","",22,934,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[57,58]",[],"","","","","","",[]
1151,"unique_added_chaos_damage_from_white_sockets","",1,"","","[64,65]",1,3,"","","","",22,934,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[64,65]",[],"","","","","","",[]
1152,"machinarium_fire_beam_damage","You are taking fire damage over time.","","","Doryani's Conflagration",[1976],1,3,"","","",1,22,664,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1976],[],"","","","","","",[]
1153,"machinarium_fire_beam_debuff","You are taking increased fire damage the longer you are in the beam.","","","Doryani's Conflagration",[],1,1,"","","",1,22,663,1,"",2,"",1,1,"",0,"","AvariusBeamBuff","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1154,"reduced_enemy_fire_resistance_from_item","You have reduced Fire Resistance.","","","Fire Resistance Loss",[144],1,3,"","","","",22,932,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[144],[],"","","","","","",[]
1155,"reduced_enemy_cold_resistance_from_item","You have reduced Cold Resistance.","","","Cold Resistance Loss",[146],1,3,"","","","",22,932,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[146],[],"","","","","","",[]
1156,"reduced_enemy_lightning_resistance_from_item","You have reduced Lightning Resistance.","","","Lightning Resistance Loss",[148],1,3,"","","","",22,932,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[148],[],"","","","","","",[]
1157,"reduced_enemy_chaos_resistance_from_item","You have reduced Chaos Resistance.","","","Chaos Resistance Loss",[150],1,3,"","","","",22,932,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[150],[],"","","","","","",[]
1158,"increased_enemy_physical_damage_taken_from_item","You take increased Physical Damage.","","","Physical Damage Taken Increase",[545],1,3,"","","","",22,932,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[545],[],"","","","","","",[]
1159,"reduced_enemy_fire_resistance_from_hellscape_item","You have reduced Fire Resistance.","","","Fire Resistance Loss",[144],1,3,"","","","",22,932,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[144],[],"","","","","","",[]
1160,"reduced_enemy_cold_resistance_from_hellscape_item","You have reduced Cold Resistance.","","","Cold Resistance Loss",[146],1,3,"","","","",22,932,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[146],[],"","","","","","",[]
1161,"reduced_enemy_lightning_resistance_from_hellscape_item","You have reduced Lightning Resistance.","","","Lightning Resistance Loss",[148],1,3,"","","","",22,932,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[148],[],"","","","","","",[]
1162,"reduced_enemy_chaos_resistance_from_hellscape_item","You have reduced Chaos Resistance.","","","Chaos Resistance Loss",[150],1,3,"","","","",22,932,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[150],[],"","","","","","",[]
1163,"increased_enemy_physical_damage_taken_from_hellscape_item","You take increased Physical Damage.","","","Physical Damage Taken Increase",[545],1,3,"","","","",22,932,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[545],[],"","","","","","",[]
1164,"unique_nearby_enemies_reduced_stun_recovery","You recover slower from being stunned.","","","Aul's Uprising",[221],1,3,"","","","",22,933,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[221],[],"","","","","","",[]
1165,"unique_nearby_enemies_increased_flask_charges","You provide extra flask charges when killed.","","","Aul's Uprising",[459],1,3,"","","","",22,933,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[459],[],"","","","","","",[]
1166,"unique_nearby_enemies_new_increased_chance_crit","Enemies have increased Critical Strike chance against you.","","","Aul's Uprising",[9047],1,3,"","","","",9,933,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[9047],[],"","","","","","",[]
1167,"unique_nearby_enemies_increased_chance_crit","Enemies have increased Critical Strike chance against you.","","","Aul's Uprising",[9051],1,3,"","","","",9,933,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[9051],[],"","","","","","",[]
1168,"unique_reduced_enemy_all_resistance","You have reduced Resistances.","","","Crown of the Tyrant",[7641],1,3,"","","","",22,933,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[7641],[],"","","","","","",[]
1169,"have_your_skills_crit_recently","",1,"","",[8280],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8280],[],"","","","","","",[]
1170,"rain_of_spores_vines_aura_cap","",1,"","",[8298],1,3,"","","",1,22,0,"","",2,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[8298],[],"","","","","","",[]
1171,"number_of_nearby_allies","",1,"","",[],1,3,"","","",1,22,0,"","",16,"",1,1,"",0,"","TrackNearbyTargets","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1172,"azurite_debuff","You are taking Cold Damage over time and have reduced Movement Speed.","","","Coated in Azurite","[1978,177]",1,4,1,8320,8319,1,22,931,1,"",2,"",1,1,"",0,"","AzuriteDebuff","","","","","",2,"","",0,[],"","",[],"",[],[],"[1978,177]",[],"","","","","","",[]
1173,"delve_beast_buff","",1,"","","[10,11,477,177,24]",1,1,"","","","",22,608,"","",1,"",1,1,"",75,"","","","","","","",2,"","",0,[],"","",[],"",[],[],"[10,11,477,177,24]",[],"","","","","","",[]
1174,"gain_spirit_charges","",1,"","",[4934],"",3,"","","","",22,0,1,"",16,"",1,1,"",0,"","GainSpiritCharges","","","","","",4,"","",0,[],"","",[],"",[],[],[4934],[],"","","","","","",[]
1175,"delve_blackhole_aura","",1,"","Darkness",[8123],"",3,"","","","",22,0,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[8123],[],"","","","","","",[]
1176,"life_regen_aura_from_ascendancy","",1,"","",[451],1,3,"","","","",22,0,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[451],[],"","","","","","",[]
1177,"delve_monster_no_darkness_immune","",1,"","",[8322],1,3,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[8322],[],"","","","","","",[]
1178,"boss_life_multiplier","",1,"","",[8392],1,3,"","","","",22,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[8392],[],"","","","","","",[]
1179,"lich_boss_obelisk_no_damage","",1,"","",[2972],"",3,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[2972],[],"","","","","","",[]
1180,"einhar_life_aura","Einhar is granting you life regeneration, life leech and life on kill.","","","Boon of the First Ones","[451,105,3310]",1,3,"","","","",22,938,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[451,105,3310]",[],"","","","","","",[]
1181,"bonechill","",1,"","","[8717,8407]",1,3,"","","",1,22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[8717,8407]",[],"","","","","","",[]
1182,"frost_fury_stage","Your Winter Orb has built up stages, letting you pelt nearby enemies with projectiles faster.","","","Winter Orb",[8412],1,3,1,"",8413,1,22,943,1,"",6,"",1,1,"",0,"","FrostFuryStage","","","","","",4,"","",0,[],"","",[],"",[],[],[8412],[],"","","","","","",[]
1183,"impaled_debuff","You're impaled by a hit, and will take a portion of that reflected hit damage when you are hit again","","","Impaled",[8416],"",1,1,"","",1,22,936,1,1,2,"",1,1,"",0,"","ImpaledDebuff","","","","","",3,"","",0,[],"","",[],"",[],[8688],[8416],[],"","","","","","",[]
1184,"conduit_sigil","You are Branded, firing beams which deal damage to you and those around you","","","Storm Brand",[477],1,1,1,"","",1,22,951,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","","",2,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[]
1185,"zana_player_bubble","You are protected by Zana. You will take no damage and cannot die.","","","Zana's Protection","[140,398]",1,3,"","","",1,22,937,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[140,398]",[],"","","","","","",[]
1186,"focus","You are focused. Item modifiers may provide bonuses based on this.","","","Focused",[8460],1,2,"","","",1,22,939,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8460],[14569],"","","","","","",[]
1187,"bloodstained_banner_buff_aura","You have increased accuracy.","","","War Banner","[84,2605,1034,24,1904,451]",1,3,"","","","",22,944,1,"",1,"",1,1,"",0,"","ActiveBanner","","","","","",4,"","",0,[],"","",[],"",[],[],"[84,2605,1034,24,1904,451]",[],"","","","","","",[]
1188,"bloodstained_banner_debuff_aura","Physical damage you take is increased.","","","War Banner",[545],1,3,"","","","",22,945,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[545],[],"","","","","","",[]
1189,"bloodstained_banner_stage","Your Banner is gaining stages while you carry it.","","","War Banner Stage",[],1,4,1,"",11796,1,22,950,1,"",16,"",1,1,"",50,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1190,"puresteel_banner_stage_cooldown","",1,"","",[],1,1,"","","",1,22,0,1,"",16,"","","","",5,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1191,"banner_add_stage_on_kill","",1,"","",[8468],"",3,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"",1,0,[],"","",[],"",[],[],[8468],[],"","","","","","",[]
1192,"puresteel_banner_buff_aura","Your attacks have a chance to impale enemies.","","","Dread Banner","[8418,8440,2605,1034,24,1904,451]",1,3,"","","","",22,946,1,"",1,"",1,1,"",0,"","ActiveBanner","","","","","",4,"","",0,[],"","",[],"",[],[],"[8418,8440,2605,1034,24,1904,451]",[],"","","","","","",[]
1193,"puresteel_banner_debuff_aura","You are less accurate.","","","Dread Banner","[8480,12965]",1,3,"","","","",22,947,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[8480,12965]",[],"","","","","","",[]
1194,"puresteel_banner_stage","Your Banner is gaining stages while you carry it.","","","Dread Banner Stage",[],1,4,1,"",11797,1,22,950,1,"",16,"",1,1,"",50,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1195,"banner_add_stage_on_impale","",1,"","",[8469],"",3,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"",1,0,[],"","",[],"",[],[],[8469],[],"","","","","","",[]
1196,"arctic_breath_cold_damage_over_time","You are taking cold damage over time from Creeping Frost's chilling area","","","Creeping Frost","[1978,10884]",1,3,"","","","",22,969,"","",2,"",1,1,"",0,"","ArcticBreathDebuff","","","","","",4,"","",0,[],"","",[],"",[],[],"[1978,10884]",[],"","","","","","",[]
1197,"shapers_presence","Effects on you and nearby allies expire slower.","",1,"Shaper's Presence",[8613],"",3,"","","","",22,955,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[8613],[],"","","","","","",[]
1198,"have_used_a_shield_skill_recently","",1,"","",[8489],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8489],[],"","","","","","",[]
1199,"trigger_skills_granted_by_item","",1,"","",[4934],"",1,"","","","",22,0,1,"",1,"",1,1,"",0,"","TriggerSkillsGrantedByItem","","","","","",4,"","",0,[],"","",[],"",[],[],[4934],[],"","","","","","",[]
1200,"betrayal_zombie_enrage","",1,"","Enrage","[70,177,26,477]",1,3,"","","","",22,941,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[70,177,26,477]",[],"","","","","","",[]
1201,"secret_police_taser","You are being slowed by a charged net.","","","Charged Net",[346],"",3,"","","","",22,942,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[346],[],"","","","","","",[]
1202,"overpowered_reduced_block_chance","Your chance to block attack and spell hits is lowered.","","","Overpowered","[2090,1085]",1,1,"","","",1,22,965,"","",2,"",1,1,"",0,"","","","","","","",2,"","",0,[],"","",[],"",[],[],"[2090,1085]",[],"","","","","","",[]
1203,"cataclysm_sigil","You are Branded, causing fiery meteors to fall from the sky around you","","","Armageddon Brand",[477],1,1,1,"","",1,22,960,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","","",2,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[]
1204,"flask_life_leech_on_damage_taken","",1,"","",[8495],"",3,"","","","",22,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[8495],[],"","","","","","",[]
1205,"betrayal_scientist_reflection_beam","You are taking Lightning Damage over Time","","","Scientist's Beam",[1980],1,3,"","","","",22,953,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1980],[],"","","","","","",[]
1206,"unique_life_regen_aura_from_block","You are regenerating Life","","","Life Regeneration Aura",[451],1,3,"","","","",22,973,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[451],[],"","","","","","",[]
1207,"have_rampaged_recently_buff","",1,"","",[8595],"",9,"","","",1,22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8595],[],"","","","","","",[]
1208,"increased_flask_charges_granted_while_bleeding","",1,"","",[459],"",3,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[459],[],"","","","","","",[]
1209,"summoned_spider_buff","Each of your Raised Spiders is granting you increased Attack Speed and increased Damage with Poison","","","Raised Spider","[70,3363]",1,1,"","","",1,22,957,1,"",1,"",1,1,"",0,"","","","","","","",2,"","",0,[],"","",[],"",[],[],"[70,3363]",[],"","","","","","",[]
1210,"unique_flask_vial_of_unlife","",1,"","Cinderswallow Urn","[8638,3310,6334,7128]",1,3,"","","","",22,0,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[8638,3310,6334,7128]",[],"","","","","","",[]
1211,"ignited_damage_increase","You take increased damage","","","Ignited Damage Increase",[477],"",3,"","","",1,22,959,"","",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[]
1212,"flask_bonus_life_regeneration_percent","You have additional Life Regeneration while this flask is in effect",1,"","Life Regeneration",[451],1,3,"","","","",22,0,1,"",4,"",1,"","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[451],[],"","","","","","",[]
1213,"flask_bonus_stun_avoidance","You have a chance to Avoid being Stunned while this flask is in effect",1,"","Stun Avoidance",[6080],1,3,"","","","",22,0,1,"",4,"",1,"","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[6080],[],"","","","","","",[]
1214,"flask_bonus_mana_cost","You have reduced Mana Cost of Skills while this flask is in effect",1,"","Mana Cost",[213],1,3,"","","","",22,0,1,"",4,"",1,"","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[213],[],"","","","","","",[]
1215,"flask_bonus_critical_strike_chance","You have increased Critical Strike Chance while this flask is in effect",1,"","Critical Strike Chance",[554],1,3,"","","","",22,0,1,"",4,"",1,"","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[554],[],"","","","","","",[]
1216,"scorched","Your elemental resistances are lowered.","","","Scorched",[141],"",13,"","","",1,16,970,"","",2,"",1,1,"",0,"","",1,"","","","",4,"","",0,[],"","",[],"",[],[],[141],[14562],"","",1,1,"","",[]
1217,"frostburn","Hits against you have additional critical strike chance","","","Brittle",[9048],"",13,"","","",1,19,971,"","",2,"",1,1,"",0,"","",1,"","","","",4,"","",0,[],"","",[],"",[],[],[9048],[14563],"","",1,1,"","",[]
1218,"sapped","You deal less damage.","","","Sapped",[8673],"",13,"","","",1,20,972,"","",2,"",1,1,"",0,"","",1,"","","","",4,"","",0,[],"","",[],"",[],[],[8673],[14564],"","",1,1,"","",[]
1219,"wither_nearby_enemies_every_second","",1,"","",[8687],"",3,"","","","",22,0,1,"",16,"","","","",0,"","WitherNearbyEnemies","","","","","",4,"","",0,[],"","",[],"",[],[],[8687],[],"","","","","","",[]
1220,"freeze_nearby_chilled_enemies_every_4_seconds","",1,"","","[8689,8690]","",3,"","","","",22,0,1,"",16,"","","","",0,"","FreezeNearbyChilledEnemies","","","","","",4,"","",0,[],"","",[],"",[],[],"[8689,8690]",[],"","","","","","",[]
1221,"armour_if_impaled_recently_aura","",1,"","",[116],1,3,"","","","",22,0,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[116],[],"","","","","","",[]
1222,"occultist_hit_damage_while_chilled","",1,"","",[8682],"",3,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[8682],[],"","","","","","",[]
1223,"occultist_damage_over_time_dealt_while_hindered","",1,"","",[8683],"",3,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[8683],[],"","","","","","",[]
1224,"champion_damage_against_impaled","You deal additional physical damage for each Impale on enemies you hit","","","Master of Metal","[8684,8685]",1,3,"","","",1,22,961,1,1,1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[8684,8685]",[],"","","","","","",[]
1225,"betrayal_banner_aura","",1,"","","[24,451,477]",1,3,"","","","",22,962,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[24,451,477]",[],"","","","","","",[]
1226,"betrayal_keema_enrage","",1,"","Enrage","[24,70,216]",1,3,"","","","",22,964,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[24,70,216]",[],"","","","","","",[]
1227,"ground_consecration_elreon","Grants Life Regeneration","","","Consecrated Ground","[451,745,6423,24,1034,13423,1277]",1,3,"","","","",22,966,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[451,745,6423,24,1034,13423,1277]",[3819],"","","","","","",[]
1228,"betrayal_hillock_buff","",1,"","","[24,477]","",3,"","","","",22,968,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[24,477]",[],"","","","","","",[]
1229,"catarina_graveyard_fire","You are taking fire damage","","","Ghostflame Graveyard",[1976],1,3,"","","","",22,975,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1976],[],"","","","","","",[]
1230,"catarina_blackflame_ignite","Move to the active cemetery to complete the ritual to nullify Catarina's power.","","","Blackflame Ignite",[1976],1,11,"","","","",22,974,1,"",2,"",1,1,"",0,"","CatarinaBlackflameIgnite","","","","","",4,"","",0,[],"","",[],"",[],[],[1976],[],"","","","","","",[]
1231,"catarina_blackflame_aura","You are taking fire damage","","","Blackflame Ignite",[1976],1,3,"","","","",22,975,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1976],[],"","","","","","",[]
1232,"critical_strike_multiplier_aura","You have additional Critical Strike Multiplier while near allies using Kingmaker",1,"","Kingmaker's Presence",[95],1,3,"","","","",22,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[95],[],"","","","","","",[]
1233,"catarina_ritual_aura","Stand in the cemetery with Blackflame Ignite to complete the ritual and nullify Catarina's power.","","","Ritual of Undeath",[],1,3,"","","","",22,976,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
1234,"catarina_immunity","","","","",[140],1,3,"","","","",22,977,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[140],[],"","","","","","",[]
1235,"consecrated_ground_while_stationary","",1,"","",[],1,2,"","","",1,22,0,1,"",16,"",1,1,"",0,"","ConsecratedGroundWhileStationary","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
