"rownum","Id","DisplayedName","Description","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","[rid]","bool","bool","bool","TransfigureBase"
757,"edict_of_spite_when_hit","Edict of Spite","Releases a circle of projectiles based on your weapon, leaving chilled ground in their wake.",439,"Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[0,40,2,36,31,67,29,81,89,49]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
758,"decree_of_spite_when_hit","Decree of Spite","Releases a circle of projectiles based on your weapon, leaving chilled ground in their wake.",439,"Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[0,40,2,36,31,67,29,81,89,49]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
759,"commandment_of_spite_when_hit","Commandment of Spite","Releases a circle of projectiles based on your weapon, leaving chilled ground in their wake.",439,"Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[0,40,2,36,31,67,29,81,89,49]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
760,"word_of_fury_on_hit","Word of Fury","Repeatedly fires a piercing projectile based on your weapon, converting some physical damage to fire. The projectiles form an arc in front of you.",439,"Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[0,40,2,36,31,28,81,89,49]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
761,"edict_of_fury_on_hit","Edict of Fury","Repeatedly fires a piercing projectile based on your weapon, converting some physical damage to fire. The projectiles form an arc in front of you.",439,"Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[0,40,2,36,31,28,81,89,49]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
762,"decree_of_fury_on_hit","Decree of Fury","Repeatedly fires a piercing projectile based on your weapon, converting some physical damage to fire. The projectiles form an arc in front of you.",439,"Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[0,40,2,36,31,28,81,89,49]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
763,"commandment_of_fury_on_hit","Commandment of Fury","Repeatedly fires a piercing projectile based on your weapon, converting some physical damage to fire. The projectiles form an arc in front of you.",439,"Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[0,40,2,36,31,28,81,89,49]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
764,"siege_ballista","Siege Ballista","Summons a ballista totem that attacks with piercing arrows. Requires a Bow.",440,"Art/2DArt/SkillIcons/CrossBowTotem.dds","[1,2,20]","[0,2,56,40,13,15,25,82,113]",[13],"","",1,"SiegeBallista","",12,1,"[4291,4071,4364,18123,18124]","[1340,24,70,18068,18069]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
765,"siege_ballista_alt_x","Siege Ballista of Splintering","Summons a ballista totem that attacks with forking arrows.\nRequires a Bow.",440,"Art/2DArt/SkillIcons/CrossBowTotem.dds","[1,2,20]","[0,2,56,40,13,15,25,82,113]",[13],"","",1,"SiegeBallista","",12,1,"[4291,4071,4364,18123,18124]","[1340,24,70,18068,18069]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,764
766,"siege_ballista_alt_y","[DNT] SiegeBallistaAltY","Summons a ballista totem that attacks with piercing arrows. Requires a Bow.",440,"Art/2DArt/SkillIcons/CrossBowTotem.dds","[1,2,20]","[0,2,56,40,13,15,25,82,113]",[13],"","",1,"SiegeBallista","",12,1,"[4291,4071,4364,18123,18124]","[1340,24,70,18068,18069]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,764
767,"lb_edge_trap","","",441,"",[1],[0],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
768,"drop_bear_desecration","","",442,"","[2,4]","[1,7,8,41,71]",[],"","",1,"DropBearDesecration","",22,1,[],[],[],1,1,[],8,"","","","[16,10,11,17]","","",1,""
769,"lb_beam_trap","","",443,"",[1],[0],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
770,"totem_melee","Ancestral Protector","Summons an Ancestor Totem which attacks enemies with melee strikes while you're near it. Being near it grants you more attack speed. Requires a Melee Weapon or Unarmed.",444,"Art/2DArt/SkillIcons/AncestorTotemSkill.dds","[1,2,20]","[0,25,20,19,23]","[6,7,9,10,11,12,32,14,15,16,17,36,57,56]","","",1,"","",13,1,"[4507,4508,4509]","[24,1340,1832]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
771,"totem_melee_alt_x","[DNT] MeleeTotemAltX","Summons an Ancestor Totem which attacks enemies with melee strikes while you're near it. Being near it grants you more attack speed. Requires a Melee Weapon or Unarmed.",444,"Art/2DArt/SkillIcons/AncestorTotemSkill.dds","[1,2,20]","[0,25,20,19,23]","[6,7,9,10,11,12,32,14,15,16,17,36,57,56]","","",1,"","",13,1,"[4507,4508,4509]","[24,1340,1832]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,770
772,"totem_melee_alt_y","[DNT] MeleeTotemAltY","Summons an Ancestor Totem which attacks enemies with melee strikes while you're near it. Being near it grants you more attack speed. Requires a Melee Weapon or Unarmed.",444,"Art/2DArt/SkillIcons/AncestorTotemSkill.dds","[1,2,20]","[0,25,20,19,23]","[6,7,9,10,11,12,32,14,15,16,17,36,57,56]","","",1,"","",13,1,"[4507,4508,4509]","[24,1340,1832]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,770
773,"storm_cloud_lightning_warp","Storm Cloud Lightning Warp","WIP",445,"",[4],"[1,6,7,8,33,30,71]",[],"","",1,"StormCloudLightningWarp","",22,1,[],[],[],1,1,[],8,0,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
774,"lb_boss_flee","","",446,"",[15],[0],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
775,"vinktar_hide","","",447,"",[4],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
776,"vinktar_lightning_bond","Vinktar Lightning Bond","WIP",448,"",[3],"[1,30,8,34]",[],"","",1,"VinktarLightningBond","",22,1,[],[],[],1,1,[],8,"","","","[16,10,11,17]","","",1,""
777,"shadow_blades","Shadow Blades","WIP",449,"Art/2DArt/SkillIcons/barrage.dds","[1,2]","[1,6,2,14,13,15,21,31]",[],"","",1,"ShadowBlades","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
778,"summon_specific_monsters_from_mortar","","",450,"",[4],"[1,2,21,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
779,"lb_boss_summon_lieutenants","","",451,"",[4],[1],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
780,"lb_boss_spirit_mortar","","",452,"","[2,1]","[2,1,6,7,13,14,15,21,31,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
781,"triggered_explosion","Fire Burst","Release a fire nova when you kill an enemy.",453,"Art/2DArt/BuffIcons/buffonfire.dds",[4],"[28,1,36,7,31,49,71,89]",[],"","",1,"TriggeredExplosion","",22,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
782,"lb_boss_shield","","",454,"",[4],[1],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
783,"iron_oven_spawner","","",455,"",[4],"[1,21,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
784,"summon_specific_monsters_in_front","","",455,"",[4],"[1,21,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
785,"izaro_taunt","","",456,"",[2],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
786,"shrink","","",457,"","[4,1,2]","[1,7,8,14,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
787,"shrink_no_los","","",457,"","[4,1,2]","[1,7,8,14,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
788,"monster_slam","","",458,"","[1,2]","[0,7,31]",[],"","",1,"","",22,1,"[5443,5446,7644]","[3334,24,433]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
789,"rigwald_wolf_form","","",459,"",[2],"[8,1]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
790,"rigwald_wolf_barrage","","",460,"",[2],"[0,2,6,40,56]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
791,"rigwald_teleport","","",271,"",[4],[1],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
792,"oak_sunder","","",461,"Art/2DArt/SkillIcons/ShockwaveSlam.dds","[1,2,10]","[0,7,23,19]","[12,32,14,17,11,16,57]","","",1,"","",22,1,"[4365,4073,4379]","[70,24,433]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
793,"sunder","Sunder","Slams the ground with a Mace, Sceptre, Axe or Staff, creating a wave of broken ground that damages enemies in an area in front of you. Enemies hit by the wave will release a circular shockwave, dealing damage to other enemies around them.",462,"Art/2DArt/SkillIcons/ShockwaveSlam.dds","[1,2,10]","[0,7,23,19,91,14]","[12,32,14,17,11,16,36,57]","","",1,"","",22,1,"[4365,4073,4379,18018]","[70,24,433,11449]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
794,"new_sunder","Sunder","Slams the ground, creating a slow wave of churning terrain that damages enemies in a sequence of areas in front of you. A number of enemies hit by the wave will release a shockwave, damaging other enemies around them. Using the skill again will stop the previous wave. Requires a Mace, Sceptre, Axe, Staff or Unarmed.",463,"Art/2DArt/SkillIcons/ShockwaveSlam.dds","[1,2,10]","[0,7,23,19,91,14]","[12,32,14,17,11,16,36,57]","","",1,"","",22,1,"[4365,4073,4379,18018]","[70,24,433,11449]",[],1,1,[12221],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
795,"new_sunder_alt_x","Sunder of Earthbreaking","Slams the ground, creating a wave of churning terrain that damages enemies in a sequence of areas in front of you. A number of enemies hit by the wave will release a shockwave, damaging other enemies around them. Requires a Mace, Sceptre, Axe, Staff or Unarmed.",463,"Art/2DArt/SkillIcons/ShockwaveSlam.dds","[1,2,10]","[0,7,23,19,91,14]","[12,32,14,17,11,16,36,57]","","",1,"","",22,1,"[4365,4073,4379,18018]","[70,24,433,11449]",[],1,1,[12221],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,794
796,"new_sunder_alt_y","[DNT] SunderAltY","Slams the ground, creating a slow wave of churning terrain that damages enemies in a sequence of areas in front of you. A number of enemies hit by the wave will release a shockwave, damaging other enemies around them. Using the skill again will stop the previous wave. Requires a Mace, Sceptre, Axe, Staff or Unarmed.",463,"Art/2DArt/SkillIcons/ShockwaveSlam.dds","[1,2,10]","[0,7,23,19,91,14]","[12,32,14,17,11,16,36,57]","","",1,"","",22,1,"[4365,4073,4379,18018]","[70,24,433,11449]",[],1,1,[12221],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,794
797,"sunder_monster","","",462,"",[2],"[0,7,23,19,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
798,"range_finder","Range Finder","(DEVELOPMENT) A test skill for highlighting a certain range in-game",464,"","[1,2,4]","[1,7,8,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
799,"talisman_degen","Talisman Degen","",465,"","[1,4,2]","[1,7,8,6,71,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
800,"talisman_summon_lightning_spiral","Talisman Summon Lightning Spiral","",466,"",[4],"[1,36,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
801,"monster_submerge_delete","","",467,"",[4],[1],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
802,"summon_rigwalds_pack","Summon Spectral Wolf","Summons a spectral wolf companion that attacks nearby enemies and dies after a duration. Each spectral wolf grants you a buff that adds damage to your attacks. If you have the maximum number of them, refreshes the duration and life of an existing one instead.",468,"Art/2DArt/SkillIcons/IllusionaryWolf.dds",[4],"[1,5,8,17,13,14,15,21,31,36,49,76,4]",[],"","",1,"","",22,"",[],[],"[0,19,20,23]",1,"",[],8,"","","",[],"","",1,""
803,"summon_rigwalds_pack_triggered","Summon Spectral Wolf","Summons a spectral wolf companion that attacks nearby enemies and dies after a duration. Each spectral wolf grants you a buff that adds damage to your attacks. If you have the maximum number of them, refreshes the duration and life of an existing one instead.",468,"Art/2DArt/SkillIcons/IllusionaryWolf.dds",[4],"[1,5,8,17,13,14,15,21,31,36,49,76,4,89]",[],"","",1,"","",22,"",[],[],"[0,19,20,23]",1,"",[],8,"","","",[],"","",1,""
804,"monster_cast_ground_effect","","",469,"",[4],"[1,7,6,31,8,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[16,10,11,17]","","",1,""
805,"monster_cast_ground_effect_location","","",469,"",[1],"[1,7,6,31,8,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[16,10,11,17]","","",1,""
806,"shock_ground","Shock Ground","Creates a patch of Shocked Ground in a radius around you.",469,"Art/2DArt/BuffIcons/buffshocked.dds",[4],"[1,7,31,8,36,49,30,71,83,16]",[],"","",1,"","",22,"",[],[],[],1,"",[],8,"","","",[],"","",1,""
807,"frost_bolt","Frostbolt","Fires a slow-moving projectile that pierces through enemies, dealing cold damage.",470,"Art/2DArt/SkillIcons/FrostBolt.dds","[2,1]","[1,2,56,6,13,14,15,21,29,31,69]",[],"","",1,"","",22,1,"[4549,4701,4702,5622]","[24,216,454,173]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
808,"frost_bolt_alt_x","[DNT] FrostBoltAltX","Fires a slow-moving projectile that pierces through enemies, dealing cold damage.",470,"Art/2DArt/SkillIcons/FrostBolt.dds","[2,1]","[1,2,56,6,13,14,15,21,29,31,69]",[],"","",1,"","",22,1,"[4549,4701,4702,5622]","[24,216,454,173]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,807
809,"frost_bolt_alt_y","[DNT] FrostBoltAltY","Fires a slow-moving projectile that pierces through enemies, dealing cold damage.",470,"Art/2DArt/SkillIcons/FrostBolt.dds","[2,1]","[1,2,56,6,13,14,15,21,29,31,69]",[],"","",1,"","",22,1,"[4549,4701,4702,5622]","[24,216,454,173]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,807
810,"frost_bolt_channel","Frost Bolt Channel","",471,"Art/2DArt/SkillIcons/FrostVortex.dds",[4],"[1,6,7,14,29,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
811,"frost_bolt_nova","Vortex","An icy blast explodes around the caster, dealing cold damage to enemies, and leaving behind a whirling vortex which deals cold damage over time and chills enemies caught in it.",472,"Art/2DArt/SkillIcons/FrostVortex.dds","[1,22]","[1,6,7,13,14,15,21,29,31,8,67,71,83]",[],"","",1,"","",22,1,"[4550,4557,4703,7934,8690,18119]","[24,433,215,7933,3334,18062]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
812,"frost_bolt_nova_alt_x","Vortex of Projection","An icy blast explodes around the caster, dealing cold damage to enemies, and leaving behind a whirling vortex which deals cold damage over time and chills enemies caught in it. If the caster targets near their Frostbolt projectiles, it will explode from a number of those projectiles instead, destroying them.",472,"Art/2DArt/SkillIcons/FrostVortex.dds","[1,22]","[1,6,7,13,14,15,21,29,31,8,67,71,83]",[],"","",1,"","",22,1,"[4550,4557,4703,7934,8690,18119]","[24,433,215,7933,3334,18062]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,811
813,"frost_bolt_nova_alt_y","[DNT] FrostBoltNovaAltY","An icy blast explodes around the caster, dealing cold damage to enemies, and leaving behind a whirling vortex which deals cold damage over time and chills enemies caught in it.",472,"Art/2DArt/SkillIcons/FrostVortex.dds","[1,22]","[1,6,7,13,14,15,21,29,31,8,67,71,83]",[],"","",1,"","",22,1,"[4550,4557,4703,7934,8690,18119]","[24,433,215,7933,3334,18062]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,811
814,"blight_channel","Blight","Apply a debuff to enemies in front of you which deals chaos damage over time. Enemies who aren't already debuffed by Blight are also hindered for a shorter secondary duration, slowing their movement. Continued channelling adds layers of damage to the debuff, each with their own duration.",473,"Art/2DArt/SkillIcons/Blight.dds","[1,11]","[1,41,7,14,47,8,34,48,71]",[],"","",1,"","",22,1,"[4072,4378,4349,6270,15552]","[24,433,5155,7919,216]",[],1,1,[],8,"","","","[16,10,11,17,12,13]","","",1,""
815,"blight_channel_alt_x","Blight of Contagion","Apply a debuff to enemies in front of you which deals chaos damage over time. Enemies who aren't already debuffed by Blight are also hindered for a shorter secondary duration, slowing their movement. Continued channelling adds layers of damage to the debuff, each with their own duration. The damaging debuff is spread by Contagion.",473,"Art/2DArt/SkillIcons/Blight.dds","[1,11]","[1,41,7,14,47,8,34,48,71]",[],"","",1,"","",22,1,"[4072,4378,4349,6270,15552]","[24,433,5155,7919,216]",[],1,1,[],8,"","","","[16,10,11,17,12,13]","","",1,814
816,"blight_channel_alt_y","Blight of Atrophy","Apply a debuff to enemies in front of you which deals chaos damage over time. Enemies who aren't already debuffed by Blight are also hindered for a longer secondary duration, slowing their movement and reducing their life regeneration rate. Continued channelling adds layers of damage to the debuff, each with their own duration.",473,"Art/2DArt/SkillIcons/Blight.dds","[1,11]","[1,41,7,14,47,8,34,48,71]",[],"","",1,"","",22,1,"[4072,4378,4349,6270,15552]","[24,433,5155,7919,216]",[],1,1,[],8,"","","","[16,10,11,17,12,13]","","",1,814
817,"vaal_blight","Vaal Blight","Apply a powerful debuff to enemies around you which deals chaos damage over time. Then applies two additional layers in a larger area, growing greatly in size each time. Enemies are also substantially hindered for a shorter secondary duration, slowing their movement.",474,"Art/2DArt/SkillIcons/Blight.dds",[4],"[1,41,7,14,8,34,48,37,71,83]",[],"","",1,"VaalBlight",1,22,1,"[4072,4378,4349,6270,15552]","[24,433,5155,7919,216]",[],1,1,[],8,"","","","[16,10,11,17,12,13]","","",1,""
818,"blight","","",475,"Art/2DArt/SkillIcons/Blight.dds","[1,2]","[1,6,41,7,14,47,8,34,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[16,10,11,17,12,13]","","",1,""
819,"riptide","Riptide","",476,"Art/2DArt/SkillIcons/IceCrash.dds","[1,2]","[1,6,7,2,10,21,29,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
820,"molten_burst","Molten Burst","Launch molten projectiles from the point of impact, causing AoE attack damage to enemies where they land.",477,"Art/2DArt/SkillIcons/MoltenProjectile.dds","[1,2]","[2,0,7,28,31,36,40,81,89]",[],"","",1,"","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
821,"word_of_ire_when_hit","Word of Ire","Release a lightning charged spinning copy of your weapon or its projectiles that rotates around a point, damaging enemies in an area.",478,"Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,6,7,8,14,36,31,30,89]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
822,"edict_of_ire_when_hit","Edict of Ire","Release a lightning charged spinning copy of your weapon or its projectiles that rotates around a point, damaging enemies in an area.",478,"Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,6,7,8,14,36,31,30,89]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
823,"decree_of_ire_when_hit","Decree of Ire","Release a lightning charged spinning copy of your weapon or its projectiles that rotates around a point, damaging enemies in an area.",478,"Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,6,7,8,14,36,31,30,89]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
824,"commandment_of_ire_when_hit","Commandment of Ire","Release a lightning charged spinning copy of your weapon or its projectiles that rotates around a point, damaging enemies in an area.",478,"Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,6,7,8,14,36,31,30,89]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",22,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
825,"izaro_absorb_elemental","","",479,"",[3],[1],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
826,"charged_attack","Blade Flurry","Requires 1h Sword, Dagger, or Claw weapon",480,"Art/2DArt/SkillIcons/ChargedAttack.dds",[1],"[0,6,7,19]","[6,7,9,10,56]","","",1,"","",22,1,"[4552,4559]","[24,433]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
827,"charged_attack_channel","Blade Flurry","Repeatedly hit enemies in a circle in front of you while channelling, dealing damage to and around the enemy. The damage is continually boosted while channelling. You unleash an additional hit for each stage reached once the channelling ends. Requires a Dagger, Claw or One-Handed Sword.",481,"Art/2DArt/SkillIcons/ChargedAttack.dds","[1,18,17]","[0,7,47,19,27]","[6,7,9,10,56]","","",1,"ChargedAttack","",22,1,"[4552,4559,17886,17887,18512]","[24,433,17888,17889,18513]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
828,"charged_attack_channel_alt_x","Blade Flurry of Incision","Repeatedly hit enemies in a circle in front of you while channelling, dealing damage to and around the enemy. The critical strike chance is continually boosted while channelling. You unleash an additional hit for each stage reached once the channelling ends. Requires a Dagger, Claw or One-Handed Sword.",481,"Art/2DArt/SkillIcons/ChargedAttack.dds","[1,18,17]","[0,7,47,19,27]","[6,7,9,10,56]","","",1,"ChargedAttack","",22,1,"[4552,4559,17886,17887,18512]","[24,433,17888,17889,18513]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,827
829,"charged_attack_channel_alt_y","[DNT] ChargedAttackAltY","Repeatedly hit enemies in a circle in front of you while channelling, dealing damage to and around the enemy. The damage is continually boosted while channelling. You unleash an additional hit for each stage reached once the channelling ends. Requires a Dagger, Claw or One-Handed Sword.",481,"Art/2DArt/SkillIcons/ChargedAttack.dds","[1,18,17]","[0,7,47,19,27]","[6,7,9,10,56]","","",1,"ChargedAttack","",22,1,"[4552,4559,17886,17887,18512]","[24,433,17888,17889,18513]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,827
830,"vaal_charged_attack","Vaal Blade Flurry","Channel to create an expanding circle area around you that blinds enemies within it. When you stop channelling, deals damage in a smaller area around each enemy in the circle. Requires a Dagger, Claw or One-Handed Sword.",482,"Art/2DArt/SkillIcons/ChargedAttack.dds","[1,18,17]","[0,7,47,19,27,37,89]","[6,7,9,10,56]","","",1,"ChargedAttack","",22,1,"[4552,4559,17886,17887,18512]","[24,433,17888,17889,18513]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
831,"repeating_shockwave","Abberath's Fury","While you run, this skill creates a small explosion with each step, dealing fire damage in an area around you.",483,"Art/2DArt/SkillIcons/AbberathsHooves.dds",[4],"[7,31,36,1,6,49,28,71]",[],"","",1,"","",22,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
832,"awaken_gargoyle","","",484,"",[3],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
833,"spirit_offering","Spirit Offering","Consumes a corpse, granting increased critical strike chance and additional critical strike multiplier to your minions. The skill consumes other nearby corpses, increasing the duration for each corpse consumed.",485,"Art/2DArt/SkillIcons/SpiritOffering.dds","[6,20]","[1,4,8,31,5,13,15,14]",[],"","",1,"SpiritOffering","",22,1,"[4616,4617,10578,15854]","[215,449,215,4408]",[],1,1,"[16562,16563]",8,"","","",[],"","",1,""
834,"trap_blade","","",486,"Art/2DArt/SkillIcons/BoneOffering.dds","[1,2]","[0,6,15,7,32,2,10,40,89]",[],"","",1,"",1,22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
835,"izaro_pedestal_buff","","",487,"",[4],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
836,"doom_arrow","Doom Arrow","Fires doom arrows in a direction toward target",488,"Art/2DArt/SkillIcons/IllusionaryWolf.dds","[1,2]","[0,7,10,14,13,15,40,57]",[13],"","",1,"DoomArrow","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
837,"hydra_doom_arrow","","",489,"Art/2DArt/SkillIcons/IllusionaryWolf.dds","[1,2]","[0,7,10,14,13,15,40,57]",[],"","",1,"HydraDoomArrow","",22,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
838,"ice_fire","Icefire","",490,"Art/2DArt/SkillIcons/IllusionaryWolf.dds","[1,2]","[1,7,10,2,56,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
839,"face_last_target","Face Last Target","",491,"Art/2DArt/SkillIcons/IllusionaryWolf.dds","[2,3]",[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
